,Concept_ID,lv,ady
335,Hund::N,suns,бьэ
336,Katze::N,кань,чэты́у
337,Katze::N,kaķis,чэты́у
338,Bär::N,ош,мышъэ́
339,Bär::N,lācis,мышъэ́
340,Eichhörnchen::N,ур,цызэ́
341,Eichhörnchen::N,vāvere,цызэ́
342,Elch::N,йӧра,лось
343,Elch::N,alnis,лось
344,Fuchs::N,руч,баджэ́
345,Fuchs::N,lapsa,баджэ́
346,Hase::N,кӧч,тхьакӏумкӏы́хь
347,Hase::N,zaķis,тхьакӏумкӏы́хь
348,Maus::N,шыр,цыгъо́
349,Maus::N,pele,цыгъо́
350,Wolf::N,кӧин,тыгъу́жъ
351,Wolf::N,vilks,тыгъу́жъ
352,Vogel::N,кай,бзы́у
353,Vogel::N,лэбач,бзы́у
354,Vogel::N,putns,бзы́у
355,Schwarm::N,чукӧр,отэр
356,Schwarm::N,spiets,отэр
357,Huhn::N,курӧг,чэты́
358,Huhn::N,vista,чэты́
359,Hahn::N,петук,атакъэ́
360,Hahn::N,gailis,атакъэ́
361,Gans::N,дзодзӧг,къа́з
362,Gans::N,zoss,къа́з
363,Adler::N,кутш,
364,Adler::N,ērglis,
365,Ente::N,утка,псычэ́т
366,Ente::N,pīle,псычэ́т
367,Eule::N,сюзь,тыгъурыгъу
368,Eule::N,pūce,тыгъурыгъу
369,Kranich::N,тури,къэрэ́у
370,Kranich::N,dzērve,къэрэ́у
371,Krähe::N,рака,къолэ́жъ
372,Krähe::N,vārna,къолэ́жъ
373,Kuckuck::N,кӧк,куку́у
374,Kuckuck::N,dzeguze,куку́у
375,Schwan::N,юсь,
376,Schwan::N,gulbis,
377,Fisch::N,чери,пцэжъы́й
378,Fisch::N,zivs,пцэжъы́й
379,Barsch::N,ёкыш,тхыкъэц
380,Barsch::N,asaris,тхыкъэц
381,Hecht::N,сир,лэнд
382,Hecht::N,līdaka,лэнд
383,Schlange[Tier]::N,кый,блэ́
384,Schlange[Tier]::N,čūska,блэ́
385,Wurm::N,номыр,хьамлыу
386,Wurm::N,tārps,хьамлыу
387,Spinne::N,черань,бэдж
388,Spinne::N,zirneklis,бэдж
389,Ameise::N,кодзувкот,къамзэ́гу
390,Ameise::N,skudra,къамзэ́гу
391,Laus::N,той,цӏэ
392,Laus::N,uts,цӏэ
393,Mücke::N,ном,аргъо́й
394,Mücke::N,ods,аргъо́й
395,Fliege::N,гут,бадзэ́
396,Fliege::N,muša,бадзэ́
397,Schmetterling::N,бобув,хьампӏыра́шъу
398,Schmetterling::N,tauriņš,хьампӏыра́шъу
399,Beere::N,тусь,маткӏо
400,Beere::N,вотӧс,маткӏо
401,Beere::N,oga,маткӏо
402,Apfel::N,яблӧг,мыӏэры́с
403,Apfel::N,ābols,мыӏэры́с
404,Pilz::N,тшак,хьаӏу
405,Pilz::N,sēne,хьаӏу
406,Zwiebel::N,луккок,бжьыны́
407,Zwiebel::N,йӧнгыль,бжьыны́
408,Zwiebel::N,sīpols,бжьыны́
409,Saat::N,тусь,чылапхъ
410,Saat::N,кӧйдыс,чылапхъ
411,Saat::N,sēkla,чылапхъ
412,Korn::N,тусь,цэ
413,Korn::N,grauds,цэ
414,Heu::N,турун,мэкъу
415,Heu::N,siens,мэкъу
416,Schale::N,кор,кӏы́шъу
417,Schale::N,čaula,кӏы́шъу
418,Schale::N,čaumala,кӏы́шъу
419,Grube::N,гу,машэ́
420,Grube::N,bedre,машэ́
421,Falle::N,лэч,зэраубытырэ́ ӏэмэпсы́м
422,Falle::N,slazds,зэраубытырэ́ ӏэмэпсы́м
423,Falle::N,lamatas,зэраубытырэ́ ӏэмэпсы́м
424,Schlinge::N,лэч,бзыуубыт
425,Schlinge::N,cilpa,бзыуубыт
426,Spur::N,туй,ужы
427,Spur::N,туй,лъэуж
428,Spur::N,pēda,ужы
429,Spur::N,pēda,лъэуж
430,Asche::N,пӧм,яжьэ́
431,Asche::N,pelni,яжьэ́
432,Dreck::N,няйт,псынжъы
433,Dreck::N,dubļi,псынжъы
434,Eisen::N,кӧрт,гыучӏы́
435,Eisen::N,кӧрт,къэнджа́л
436,Eisen::N,dzelzs,гыучӏы́
437,Eisen::N,dzelzs,къэнджа́л
438,Gold::N,зарни,дышъэ́
439,Gold::N,zelts,дышъэ́
440,Silber::N,эзысь,тыжьы́н
441,Silber::N,sudrabs,тыжьы́н
442,Kohle::N,шом,шӏомыкӏ
443,Kohle::N,ogle,шӏомыкӏ
444,Glas::N,стеклӧ,апч
445,Glas::N,stikls,апч
446,Lehm::N,сёй,етӏагъо́
447,Lehm::N,māls,етӏагъо́
448,Sand::N,лыа,пшахъо
449,Sand::N,smiltis,пшахъо
450,Mensch::N,морт,цӏыфы́
451,Mensch::N,cilvēks,цӏыфы́
452,Mann::N,аймӧрт,хъулъфы́гъ
453,Mann::N,мужичӧй,хъулъфы́гъ
454,Mann::N,vīrietis,хъулъфы́гъ
455,Frau::N,ань,бӏылъфыгъэ́
456,Frau::N,нывбаба,бӏылъфыгъэ́
457,Frau::N,sieviete,бӏылъфыгъэ́
458,Kind::N,кага,кӏэлэцӏы́кӏу
459,Kind::N,bērns,кӏэлэцӏы́кӏу
460,Junge::N,пи,кӏэлэцӏы́кӏу
461,Junge::N,zēns,кӏэлэцӏы́кӏу
462,Junge::N,puika,кӏэлэцӏы́кӏу
463,Junge::N,puisis,кӏэлэцӏы́кӏу
464,Mädchen::N,ныв,пшъэшъэжъый
465,Mädchen::N,meiča,пшъэшъэжъый
466,Mädchen::N,skuķis,пшъэшъэжъый
467,Mädchen::N,meitene,пшъэшъэжъый
468,Familie::N,семья,быны́
469,Familie::N,семья,уна́гъу
470,Familie::N,ģimene,быны́
471,Familie::N,ģimene,уна́гъу
472,Großvater::N,пӧль,тэтэ́жъ
473,Großvater::N,vecaistēvs,тэтэ́жъ
474,Großmutter::N,баб,нэнэ́жъ
475,Großmutter::N,vecāmāte,нэнэ́жъ
476,Eltern::N,ай-мам,ны-тыхэ́р
477,Eltern::N,бать-мам,ны-тыхэ́р
478,Eltern::N,vecāki,ны-тыхэ́р
479,Vater::N,бать,ты
480,Vater::N,ай,ты
481,Vater::N,tēvs,ты
482,Mutter::N,мам,ны
483,Mutter::N,māte,ны
484,Sohn::N,пи,къо
485,Sohn::N,dēls,къо
486,Tochter::N,ныв,пхъу
487,Tochter::N,meita,пхъу
488,Bruder::N,вок,шы
489,Bruder::N,brālis,шы
490,Schwester::N,чой,шы́пхъу
491,Schwester::N,māsa,шы́пхъу
492,Onkel::N,дядь,янэ́ш
493,Onkel::N,tēvocis,янэ́ш
494,Tante::N,тьӧт,атэшыпхъу
495,Tante::N,tante,атэшыпхъу
496,Ehemann::N,верӧс,лӏы
497,Ehemann::N,vīrs,лӏы
498,Ehefrau::N,гӧтыр,шъу́з
499,Ehefrau::N,sieva,шъу́з
500,Freude::N,радлун,гушӏуа́гъу
501,Freude::N,prieks,гушӏуа́гъу
502,Gelächter::N,серам,щхыныр
503,Gelächter::N,smiekli,щхыныр
504,Glück::N,шуд,насы́п
505,Glück::N,laime,насы́п
506,Kummer::N,шог,тхьамыкӏагъу
507,Kummer::N,bēdas,тхьамыкӏагъу
508,Kummer::N,raizes,тхьамыкӏагъу
509,Wunsch::N,кӧсйӧм,шӏонгъоны́гъ
510,Wunsch::N,vēlme,шӏонгъоны́гъ
511,Wunsch::N,vēlējums,шӏонгъоны́гъ
512,Lust::N,кыскӧм,шӏонгъоны́гъ
513,Lust::N,радейтӧм,шӏонгъоны́гъ
514,Lust::N,kāre,шӏонгъоны́гъ
515,Geist::N,лов,гу
516,Geist::N,gars,гу
517,Gedanke::N,мӧвп,гупшыс
518,Gedanke::N,doma,гупшыс
519,Gedächtnis::N,паметь,память
520,Gedächtnis::N,atmiņa,память
521,Verstand::N,вежӧр,акъы́л
522,Verstand::N,prāts,акъы́л
523,Sinn::N,мог,мэхьанэ
524,Sinn::N,вежӧртас,мэхьанэ
525,Sinn::N,nozīme,мэхьанэ
526,Grund::N,помка,ушъхьагъу
527,Grund::N,pamats,ушъхьагъу
528,Grund::N,iemesls,ушъхьагъу
529,Wahrheit::N,збыль,шъыпкъэ́
530,Wahrheit::N,збыльтор,шъыпкъэ́
531,Wahrheit::N,taisnība,шъыпкъэ́
532,Wahrheit::N,patiesība,шъыпкъэ́
533,Gespräch::N,сёрни,гущыӏ
534,Gespräch::N,saruna,гущыӏ
535,Märchen::N,мойд,пшысэ
536,Märchen::N,pasaka,пшысэ
537,Erzählung::N,висьт,къэба́р
538,Erzählung::N,stāsts,къэба́р
539,Erzählung::N,nostāsts,къэба́р
540,Nachricht::N,юӧртӧм,къэба́р
541,Nachricht::N,ziņa,къэба́р
542,Neuigkeit::N,выльтор,къэбарыкӏ
543,Neuigkeit::N,jaunums,къэбарыкӏ
544,Name::N,ним,цӏэ
545,Name::N,vārds,цӏэ
546,Rätsel::N,нӧдкыв,коджэхь-къоджэшх
547,Rätsel::N,mīkla,коджэхь-къоджэшх
548,Rede::N,сёрни,гущыӏ
549,Rede::N,runa,гущыӏ
550,Sprache::N,кыв,бзэ
551,Sprache::N,valoda,бзэ
552,Stimme::N,гӧлӧс,макъэ́
553,Stimme::N,вом шы,макъэ́
554,Stimme::N,balss,макъэ́
555,Wort::N,кыв,гущыӏ
556,Wort::N,vārds,гущыӏ
557,Zeichen::N,пас,тамы́гъ
558,Zeichen::N,zīme,тамы́гъ
559,Ruf::N,чукӧстчӧм,джэ макъ
560,Ruf::N,корӧм,джэ макъ
561,Ruf::N,sauciens,джэ макъ
562,Lärm::N,шы,макъэ
563,Lärm::N,зык,макъэ
564,Lärm::N,зычитӧм,макъэ
565,Lärm::N,troksnis,макъэ
566,Laut::N,шы,макъэ
567,Laut::N,skaņa,макъэ
568,Ton::N,шы,
569,Ton::N,tonis,
570,Lied::N,сьылан,орэ́д
571,Lied::N,сьыланкыв,орэ́д
572,Lied::N,dziesma,орэ́д
573,Ruhe::N,чӧв,самбырыныгъ
574,Ruhe::N,miers,самбырыныгъ
575,Leute::N,йӧз,цӏыфхэ́р
576,Leute::N,войтыр,цӏыфхэ́р
577,Leute::N,ļaudis,цӏыфхэ́р
578,Leute::N,cilvēki,цӏыфхэ́р
579,Volk::N,йӧз,цӏыф лъэпкъ
580,Volk::N,войтыр,цӏыф лъэпкъ
581,Volk::N,tauta,цӏыф лъэпкъ
582,Arbeit::N,удж,ӏофшӏакӏэ́н
583,Arbeit::N,darbs,ӏофшӏакӏэ́н
584,Gast::N,гӧсть,хьакӏэ́
585,Gast::N,viešņa,хьакӏэ́
586,Gast::N,ciemiņš,хьакӏэ́
587,Geschenk::N,козин,шӏухьафтын
588,Geschenk::N,dāvana,шӏухьафтын
589,Spiel::N,ворсан,еоны́р
590,Spiel::N,ворсан,джэгуны́р
591,Spiel::N,ворсан,къегъэӏоны́р
592,Spiel::N,rotaļa,еоны́р
593,Spiel::N,rotaļa,джэгуны́р
594,Spiel::N,rotaļa,къегъэӏоны́р
595,Gesellschaft::N,котыр,обществ
596,Gesellschaft::N,biedrība,обществ
597,Gesellschaft::N,kompānija,обществ
598,Hilfe::N,отсӧг,ӏэпыӏэгъу
599,Hilfe::N,palīdzība,ӏэпыӏэгъу
600,Freund::N,ёрт,ныбджэгъу
601,Freund::N,draugs,ныбджэгъу
602,Kamerad::N,ёрт,ныбджэгъу
603,Kamerad::N,biedrs,ныбджэгъу
604,Angelegenheit::N,мог,ӏофы́
605,Angelegenheit::N,делӧ,ӏофы́
606,Angelegenheit::N,darīšana,ӏофы́
607,Anzahl::N,лыд,пчъагъэ́
608,Anzahl::N,тшӧт,пчъагъэ́
609,Anzahl::N,skaits,пчъагъэ́
610,Anzahl::N,daudzums,пчъагъэ́
611,Art::N,сикас,изэрэщы́т
612,Art::N,сикас,лъэпкъ
613,Art::N,suga,изэрэщы́т
614,Art::N,suga,лъэпкъ
615,Art::N,šķira,изэрэщы́т
616,Art::N,šķira,лъэпкъ
617,Stück::N,тор,такъы́р
618,Stück::N,gabals,такъы́р
619,Teil::N,юкӧн,щыщ
620,Teil::N,юкӧн,ӏахь
621,Teil::N,daļa,щыщ
622,Teil::N,daļa,ӏахь
623,Hälfte::N,пӧв,ныкъо́
624,Hälfte::N,джын,ныкъо́
625,Hälfte::N,puse,ныкъо́
626,Kreis::N,кытш,хъура́й
627,Kreis::N,aplis,хъура́й
628,Kreis::N,riņķis,хъура́й
629,Kreuz::N,перна,къащ
630,Kreuz::N,крест,къащ
631,Kreuz::N,krusts,къащ
632,Linie::N,визь,хъахъ
633,Linie::N,визь,итхъа́гъ
634,Linie::N,līnija,хъахъ
635,Linie::N,līnija,итхъа́гъ
636,Strich::N,визь,хъахъ
637,Strich::N,визь,итхъагъ
638,Strich::N,svītra,хъахъ
639,Strich::N,svītra,итхъагъ
640,Abstand::N,кост,азыфагу
641,Abstand::N,коласт,азыфагу
642,Abstand::N,atstarpe,азыфагу
643,Entfernung::N,ылна,чӏыгууанэ
644,Entfernung::N,attālums,чӏыгууанэ
645,Entfernung::N,atstatums,чӏыгууанэ
646,Gegend::N,му-ва,чӏыпӏэ́
647,Gegend::N,apvidus,чӏыпӏэ́
648,Gegend::N,apgabals,чӏыпӏэ́
649,Platz::N,ылдӧс,азыфагу
650,Platz::N,йир,азыфагу
651,Platz::N,гӧгӧртас,азыфагу
652,Platz::N,vieta,азыфагу
653,Ort::N,ин,чӏыпӏэ́
654,Ort::N,места,чӏыпӏэ́
655,Ort::N,vieta,чӏыпӏэ́
656,Seite::N,бок,лъэны́къу
657,Seite::N,ӧтарладор,лъэны́къу
658,Seite::N,sāns,лъэны́къу
659,Mitte::N,шӧр,гузэ́гу
660,Mitte::N,vidus,гузэ́гу
661,Gegenstand::N,кӧлуй,пкъыгъо
662,Gegenstand::N,priekšmets,пкъыгъо
663,Sache::N,добра,
664,Sache::N,lieta,
665,Rand::N,дор,цакӏэ́
666,Rand::N,mala,цакӏэ́
667,Rand::N,apmale,цакӏэ́
668,Kante::N,дор,цэгэналъ
669,Kante::N,šķautne,цэгэналъ
670,Ecke::N,пельӧс,къогъу
671,Ecke::N,kakts,къогъу
672,Ecke::N,stūris,къогъу
673,Spitze::N,йыв,пакӏэ
674,Spitze::N,smaile,пакӏэ
675,Spitze::N,galotne,пакӏэ
