,Concept_ID,ba,se
62,Haar::N,сәс,vuoppta
63,Haar::N,сәс,vuokta
64,Haar::N,сәс,vuop'tâ
65,Haar::N,сәс,vuõpt
66,Haar::N,сәс,вӯппт
67,Schnurrbart::N,мылтыҡ,bijjie-skaavtjoe
68,Schnurrbart::N,мылтыҡ,njunjevuolskávttjá
69,Schnurrbart::N,мылтыҡ,seamu
70,Schnurrbart::N,мылтыҡ,siämu
71,Schnurrbart::N,мылтыҡ,ää´bben
72,Schnurrbart::N,мылтыҡ,о̄а̄бпан
73,Bart::N,һаҡал,skaavtja
74,Bart::N,һаҡал,skaavtjoe
75,Bart::N,һаҡал,skávttjá
76,Bart::N,һаҡал,seamu
77,Bart::N,һаҡал,siämu
78,Bart::N,һаҡал,seäm
79,Bart::N,һаҡал,ся̄м
80,Kinn::N,эйэк,gaejpie
81,Kinn::N,эйэк,gájbbe
82,Kinn::N,эйэк,gáibi
83,Kinn::N,эйэк,käibi
84,Kinn::N,эйэк,käi´bb
85,Kinn::N,эйэк,ка̄ййп
86,Kiefer[Anatomie]::N,яңаҡ һөйәге,gaejpie
87,Kiefer[Anatomie]::N,яңаҡ һөйәге,oalol
88,Kiefer[Anatomie]::N,яңаҡ һөйәге,oaloldákte
89,Kiefer[Anatomie]::N,яңаҡ һөйәге,gáibi
90,Kiefer[Anatomie]::N,яңаҡ һөйәге,uá'lultähti
91,Kiefer[Anatomie]::N,яңаҡ һөйәге,vuâl'lõš
92,Kiefer[Anatomie]::N,яңаҡ һөйәге,вуаллнешш
93,Kehle::N,тамаҡ,gealoe
94,Kehle::N,тамаҡ,tjåttå
95,Kehle::N,тамаҡ,njiello
96,Kehle::N,тамаҡ,čotta
97,Kehle::N,тамаҡ,čuudâ
98,Kehle::N,тамаҡ,čoodd
99,Kehle::N,тамаҡ,чонт
100,Kehle::N,тамаҡ,кэ̄ҏс
101,Hals::N,муйын,tjeapohke
102,Hals::N,муйын,tjiebet
103,Hals::N,муйын,čeabet
104,Hals::N,муйын,čiäppát
105,Hals::N,муйын,čeäppat
106,Hals::N,муйын,ча̄пэх
107,Genick::N,соңҡа,tjovrese
108,Genick::N,соңҡа,nisske
109,Genick::N,соңҡа,niehkki
110,Genick::N,соңҡа,niski
111,Genick::N,соңҡа,niek'ki
112,Genick::N,соңҡа,nji´šǩǩmaadd
113,Genick::N,соңҡа,нышшькмоант
114,Kopf::N,баш,åejjie
115,Kopf::N,баш,oajvve
116,Kopf::N,баш,oaivi
117,Kopf::N,баш,uái'vi
118,Kopf::N,баш,vuei´vv
119,Kopf::N,баш,вуэййв
120,Rücken::N,арҡа,rudtje
121,Rücken::N,арҡа,hárddo
122,Rücken::N,арҡа,tjavelk
123,Rücken::N,арҡа,sealgi
124,Rücken::N,арҡа,selgi
125,Rücken::N,арҡа,čielgi
126,Rücken::N,арҡа,seä´lǧǧ
127,Rücken::N,арҡа,се̄лльк
128,Bauch::N,ҡорһаҡ,tjåejjie
129,Bauch::N,ҡорһаҡ,tjoajvve
130,Bauch::N,ҡорһаҡ,čoavji
131,Bauch::N,ҡорһаҡ,čuáv'ji
132,Bauch::N,ҡорһаҡ,čåu´jj
133,Bauch::N,ҡорһаҡ,чо̄ввьй
134,Nabel::N,кендек,naepie
135,Nabel::N,кендек,náhpe
136,Nabel::N,кендек,náhpi
137,Nabel::N,кендек,nääpi
138,Nabel::N,кендек,nää´pp
139,Nabel::N,кендек,на̄бпь
140,Busen::N,күкрәк,boenge
141,Busen::N,күкрәк,bållå
142,Busen::N,күкрәк,čižži
143,Busen::N,күкрәк,njamma
144,Busen::N,күкрәк,njižže
145,Busen::N,күкрәк,nje´ǯǯ
146,Busen::N,күкрәк,раннҍт
147,Brust::N,түш,mïelke
148,Brust::N,түш,radde
149,Brust::N,түш,mielgga
150,Brust::N,түш,raddi
151,Brust::N,түш,radde
152,Brust::N,түш,râ´dd
153,Brust::N,түш,раннҍт
154,Schulter::N,яурын,åelkie
155,Schulter::N,яурын,oalgge
156,Schulter::N,яурын,hárdu
157,Schulter::N,яурын,ärdee
158,Schulter::N,яурын,uál'gi
159,Schulter::N,яурын,a´rddi
160,Schulter::N,яурын,vuä´lǧǧ
161,Schulter::N,яурын,вуэллык
162,Arm::N,ҡул,gïete
163,Arm::N,ҡул,giehta
164,Arm::N,ҡул,giehta
165,Arm::N,ҡул,kietâ
166,Arm::N,ҡул,kie'tâkaaṿâ
167,Arm::N,ҡул,ǩiõtt
168,Arm::N,ҡул,кӣдт
169,Ellenbogen::N,терһәк,gernjere
170,Ellenbogen::N,терһәк,garŋŋel
171,Ellenbogen::N,терһәк,gargŋil
172,Ellenbogen::N,терһәк,käŋŋir
173,Ellenbogen::N,терһәк,kõõnjâr
174,Ellenbogen::N,терһәк,карьнэль
175,Hand::N,ҡул,gïete
176,Hand::N,ҡул,giehta
177,Hand::N,ҡул,giehta
178,Hand::N,ҡул,kietâ
179,Hand::N,ҡул,ǩiõtt
180,Hand::N,ҡул,кӣдт
181,Hand::N,ҡул суғы,gïete
182,Hand::N,ҡул суғы,giehta
183,Hand::N,ҡул суғы,giehta
184,Hand::N,ҡул суғы,kietâ
185,Hand::N,ҡул суғы,ǩiõtt
186,Hand::N,ҡул суғы,кӣдт
187,Handfläche::N,ус төбө,gïeten-låapoe
188,Handfläche::N,ус төбө,giehtavuodo
189,Handfläche::N,ус төбө,tjårmmåvuodo
190,Handfläche::N,ус төбө,giehtaloahpu
191,Handfläche::N,ус төбө,kiämád
192,Handfläche::N,ус төбө,kuámmir
193,Handfläche::N,ус төбө,kuä´m'mer
194,Handfläche::N,ус төбө,ǩiõttǩeä´m'men
195,Handfläche::N,ус төбө,ко̄а̄ллдэгк
196,Handfläche::N,ус төбө,кӣдткоалдэгк
197,Finger::N,бармаҡ,soerme
198,Finger::N,бармаҡ,tjuvdde
199,Finger::N,бармаҡ,suorbma
200,Finger::N,бармаҡ,čuvde
201,Finger::N,бармаҡ,suor'mâ
202,Finger::N,бармаҡ,suõrmm
203,Finger::N,бармаҡ,це̄ххп
204,Fingernagel::N,тырнаҡ,gadtse
205,Fingernagel::N,тырнаҡ,guehpere
206,Fingernagel::N,тырнаҡ,gadtsa
207,Fingernagel::N,тырнаҡ,gazza
208,Fingernagel::N,тырнаҡ,kozzâ
209,Fingernagel::N,тырнаҡ,kõʒʒ
210,Fingernagel::N,тырнаҡ,кэ̄ннц
211,Nagel[Anatomie]::N,тырнаҡ,gadtse
212,Nagel[Anatomie]::N,тырнаҡ,guehpere
213,Nagel[Anatomie]::N,тырнаҡ,gadtsa
214,Nagel[Anatomie]::N,тырнаҡ,gazza
215,Nagel[Anatomie]::N,тырнаҡ,kozzâ
216,Nagel[Anatomie]::N,тырнаҡ,kõʒʒ
217,Nagel[Anatomie]::N,тырнаҡ,кэ̄ннц
218,Zeh::N,бармаҡ,tjiehtjere
219,Zeh::N,бармаҡ,juolggetjuvdde
220,Zeh::N,бармаҡ,juolgesuorbma
221,Zeh::N,бармаҡ,jyel'gisuor'mâ
222,Zeh::N,бармаҡ,jue´lǧǧsuõrmm
223,Zeh::N,бармаҡ,ю̄лльк-це̄һп
224,Fuß::N,табан,juelkie
225,Fuß::N,табан,juolgge
226,Fuß::N,табан,juolgi
227,Fuß::N,табан,jyel'gi
228,Fuß::N,табан,jue´lǧǧ
229,Fuß::N,табан,ла̄бпь
230,Ferse::N,үксә,båetskie
231,Ferse::N,үксә,boasske
232,Ferse::N,үксә,šušmi
233,Ferse::N,үксә,šušme
234,Ferse::N,үксә,jue´lǧǧkädd
235,Ferse::N,үксә,ка̄ннт
236,Knie::N,тубыҡ,boelve
237,Knie::N,тубыҡ,buolvva
238,Knie::N,тубыҡ,čibbi
239,Knie::N,тубыҡ,veaŋki
240,Knie::N,тубыҡ,iidâ
241,Knie::N,тубыҡ,puõlvv
242,Knie::N,тубыҡ,пуллв
243,Oberschenkel::N,сандыр,ruaksja
244,Oberschenkel::N,сандыр,tjibbe
245,Oberschenkel::N,сандыр,gassaváhkká
246,Oberschenkel::N,сандыр,badjeváhkáa
247,Oberschenkel::N,сандыр,čuár'bpeeḷi
248,Oberschenkel::N,сандыр,če´bb
249,Oberschenkel::N,сандыр,чуаррбе̄лль
250,Bein::N,аяҡ,juelkie
251,Bein::N,аяҡ,juolgge
252,Bein::N,аяҡ,juolgi
253,Bein::N,аяҡ,jyel'gi
254,Bein::N,аяҡ,jue´lǧǧ
255,Bein::N,аяҡ,ю̄лльк
256,Körper::N,тән,kråahpe
257,Körper::N,тән,rumáj
258,Körper::N,тән,rumaš
259,Körper::N,тән,ruumâš
260,Körper::N,тән,rå´pp
261,Körper::N,тән,лышшьк
262,Körper::N,тән,роаӈӈьк
263,Haut::N,тире,njaltja
264,Haut::N,тире,lijkke
265,Haut::N,тире,tjuobma
266,Haut::N,тире,liiki
267,Haut::N,тире,liške
268,Haut::N,тире,le´šǩǩ
269,Haut::N,тире,лышшьк
270,Blut::N,ҡан,vïrre
271,Blut::N,ҡан,maelie
272,Blut::N,ҡан,varra
273,Blut::N,ҡан,varra
274,Blut::N,ҡан,vorrâ
275,Blut::N,ҡан,võrr
276,Blut::N,ҡан,вэ̄рр
277,Ader::N,тамыр,åerie
278,Ader::N,тамыр,aajroe
279,Ader::N,тамыр,suodna
280,Ader::N,тамыр,varrasuotna
281,Ader::N,тамыр,suoṇâ
282,Ader::N,тамыр,suõnn
283,Ader::N,тамыр,сӯнн
284,Sehne::N,һеңер,soene
285,Sehne::N,һеңер,gåårtenje
286,Sehne::N,һеңер,suodna
287,Sehne::N,һеңер,suotna
288,Sehne::N,һеңер,suoṇâ
289,Sehne::N,һеңер,suõnn
290,Sehne::N,һеңер,сӯнн
291,Sehne::N,тарамыш,soene
292,Sehne::N,тарамыш,gåårtenje
293,Sehne::N,тарамыш,suodna
294,Sehne::N,тарамыш,suotna
295,Sehne::N,тарамыш,suoṇâ
296,Sehne::N,тарамыш,suõnn
297,Sehne::N,тарамыш,сӯнн
298,Knochen::N,һойәк,måara
299,Knochen::N,һойәк,måaroe
300,Knochen::N,һойәк,dákte
301,Knochen::N,һойәк,dákti
302,Knochen::N,һойәк,tähti
303,Knochen::N,һойәк,tä´htt
304,Knochen::N,һойәк,та̄ххт
305,Knochen::N,һойәк,та̄ффьт
306,Gehirn::N,мейе,aajla
307,Gehirn::N,мейе,vuojŋam
308,Gehirn::N,мейе,vuoigŋašat
309,Gehirn::N,мейе,vuoi'ŋâšeh
310,Gehirn::N,мейе,vuo'ivâšneh
311,Gehirn::N,мейе,vuõivâšn
312,Gehirn::N,мейе,вуэййвэшна
313,Herz::N,йорәк,vaajmoe
314,Herz::N,йорәк,tsåhke
315,Herz::N,йорәк,váibmu
316,Herz::N,йорәк,váimu
317,Herz::N,йорәк,čââ´đ
318,Herz::N,йорәк,кӯттҌк
319,Magen::N,ашҡаҙан,tjåejjie
320,Magen::N,ашҡаҙан,tjoajvve
321,Magen::N,ашҡаҙан,čoavji
322,Magen::N,ашҡаҙан,čuáv'ji
323,Magen::N,ашҡаҙан,čåu´jj
324,Magen::N,ашҡаҙан,чо̄ввьй
325,Leber::N,бауыр,mueksie
326,Leber::N,бауыр,librre
327,Leber::N,бауыр,vuoivvas
328,Leber::N,бауыр,vuoivâs
329,Leber::N,бауыр,vuõivâs
330,Leber::N,бауыр,вуйвас
331,Atem::N,һулыш,voejngehtasse
332,Atem::N,һулыш,båssånis
333,Atem::N,һулыш,vuojŋadahka
334,Atem::N,һулыш,vuoiŋŋahat
335,Atem::N,һулыш,vuo'iŋâstim
336,Atem::N,һулыш,jiõg'g
337,Atem::N,һулыш,вӯйнас
338,Atem::N,һулыш,вӯййнмушш
339,Hunger::N,аслыҡ,nielkie
340,Hunger::N,аслыҡ,nielgge
341,Hunger::N,аслыҡ,nealgi
342,Hunger::N,аслыҡ,nelgi
343,Hunger::N,аслыҡ,neä´lǧǧ
344,Hunger::N,аслыҡ,не̄лльк
345,Träne::N,күҙ иәше,gïknjele
346,Träne::N,күҙ иәше,ganjál
347,Träne::N,күҙ иәше,ganjal
348,Träne::N,күҙ иәше,koonjâl
349,Träne::N,күҙ иәше,kõõnjâl
350,Träne::N,күҙ иәше,кэ̄нял
351,Geschmack::N,тәм,aelmie
352,Geschmack::N,тәм,muosse
353,Geschmack::N,тәм,smáhkka
354,Geschmack::N,тәм,máhku
355,Geschmack::N,тәм,smáhkka
356,Geschmack::N,тәм,mááhu
357,Geschmack::N,тәм,smakkâ
358,Geschmack::N,тәм,njõõd
359,Geschmack::N,тәм,smääkk
360,Geschmack::N,тәм,ня̄лльк
361,Geruch::N,еҫ,haaje
362,Geruch::N,еҫ,habjja
363,Geruch::N,еҫ,hádja
364,Geruch::N,еҫ,opsâ
365,Geruch::N,еҫ,haajâ
366,Geruch::N,еҫ,õpss
367,Geruch::N,еҫ,haajj
368,Geruch::N,еҫ,апс
369,Geruch::N,еҫ,лэ̄гк
370,Schlaf::N,йоҡлау,nahkerh
371,Schlaf::N,йоҡлау,nager
372,Schlaf::N,йоҡлау,oados
373,Schlaf::N,йоҡлау,nagir
374,Schlaf::N,йоҡлау,naṿer
375,Schlaf::N,йоҡлау,nââ´er
376,Schlaf::N,йоҡлау,нагерь
377,Traum::N,төш,nahkere
378,Traum::N,төш,niehko
379,Traum::N,төш,niehku
380,Traum::N,төш,naṿer
381,Traum::N,төш,nââ´er
382,Traum::N,төш,нагерь
383,Himmel::N,күк,elmie
384,Himmel::N,күк,almme
385,Himmel::N,күк,albmi
386,Himmel::N,күк,alme
387,Himmel::N,күк,â´lmm
388,Himmel::N,күк,алльм
389,Sonne::N,ҡояш,biejjie
390,Sonne::N,ҡояш,bæjvásj
391,Sonne::N,ҡояш,beaivváš
392,Sonne::N,ҡояш,peivi
393,Sonne::N,ҡояш,piäiváš
394,Sonne::N,ҡояш,pei´vv
395,Sonne::N,ҡояш,пе̄ййв
396,Mond::N,ай,aske
397,Mond::N,ай,mánno
398,Mond::N,ай,mánnu
399,Mond::N,ай,máánu
400,Mond::N,ай,mään
401,Mond::N,ай,ма̄нн
402,Stern::N,йондоҙ,daasta
403,Stern::N,йондоҙ,naestie
404,Stern::N,йондоҙ,násste
405,Stern::N,йондоҙ,násti
406,Stern::N,йондоҙ,täsni
407,Stern::N,йондоҙ,tä´snn
408,Stern::N,йондоҙ,та̄ссьт
409,Luft::N,һауа,elmie
410,Luft::N,һауа,ájmmo
411,Luft::N,һауа,áibmu
412,Luft::N,һауа,áimu
413,Luft::N,һауа,šõŋŋ
414,Luft::N,һауа,вӯйнас
415,Wind::N,ел,bïegke
416,Wind::N,ел,biegga
417,Wind::N,ел,biegga
418,Wind::N,ел,pieg'gâ
419,Wind::N,ел,piõg'g
420,Wind::N,ел,пӣӈӈк
421,Welle::N,тулҡын,baaroe
422,Welle::N,тулҡын,bárro
423,Welle::N,тулҡын,bárru
424,Welle::N,тулҡын,pááṛu
425,Welle::N,тулҡын,päärr
426,Welle::N,тулҡын,нэ̄ммп
427,Wasser::N,һыу,tjaetsie
428,Wasser::N,һыу,tjáhtje
429,Wasser::N,һыу,čáhci
430,Wasser::N,һыу,čääci
431,Wasser::N,һыу,čää´cc
432,Wasser::N,һыу,ча̄дзь
433,Stein::N,таш,gierkie
434,Stein::N,таш,giergge
435,Stein::N,таш,geađgi
436,Stein::N,таш,keđgi
437,Stein::N,таш,ǩeä´dǧǧ
438,Stein::N,таш,ке̄ддҌк
439,Boden::N,тупраҡ,betnie
440,Boden::N,тупраҡ,ednam
441,Boden::N,тупраҡ,bodni
442,Boden::N,тупраҡ,vuođđu
443,Boden::N,тупраҡ,ponne
444,Boden::N,тупраҡ,vuáđ̣u
445,Boden::N,тупраҡ,vuâđđ
446,Boden::N,тупраҡ,лаввьн
447,Boden::N,тупраҡ,е̄ммьне
448,Erde::N,балсҡ,jåarta
449,Erde::N,балсҡ,mueltie
450,Erde::N,балсҡ,ednam
451,Erde::N,балсҡ,mållde
452,Erde::N,балсҡ,eana
453,Erde::N,балсҡ,eennâm
454,Erde::N,балсҡ,mädd
455,Erde::N,балсҡ,jânnam
456,Erde::N,балсҡ,е̄ммьне
457,Staub::N,туҙан,heblie
458,Staub::N,туҙан,tsumhtsie
459,Staub::N,туҙан,dubme
460,Staub::N,туҙан,dopmu
461,Staub::N,туҙан,kovjâ
462,Staub::N,туҙан,põõ´l
463,Staub::N,туҙан,кэ̄ббьй
464,Rauch::N,төтөн,soeve
465,Rauch::N,төтөн,suovva
466,Rauch::N,төтөн,suovva
467,Rauch::N,төтөн,suoṿâ
468,Rauch::N,төтөн,suõvv
469,Rauch::N,төтөн,сӯвв
470,Funke::N,осҡон,naestie
471,Funke::N,осҡон,tjuonam
472,Funke::N,осҡон,čuotnan
473,Funke::N,осҡон,čuođâlm
474,Funke::N,осҡон,iiskâr
475,Funke::N,осҡон,čuõzzâm
476,Funke::N,осҡон,чӯссэм
477,Feuer::N,ут,dålle
478,Feuer::N,ут,dållå
479,Feuer::N,ут,dolla
480,Feuer::N,ут,tullâ
481,Feuer::N,ут,toll
482,Feuer::N,ут,то̄лл
483,Licht::N,яҡтылыҡ,tjoevke
484,Licht::N,яҡтылыҡ,tjuovgga
485,Licht::N,яҡтылыҡ,čuovga
486,Licht::N,яҡтылыҡ,čuovggas
487,Licht::N,яҡтылыҡ,čuoṿâ
488,Licht::N,яҡтылыҡ,toll
489,Licht::N,яҡтылыҡ,čuõvv
490,Licht::N,яҡтылыҡ,то̄лл
491,Schatten::N,күләгә,skugkie
492,Schatten::N,күләгә,soejvene
493,Schatten::N,күләгә,irkes
494,Schatten::N,күләгә,sieges
495,Schatten::N,күләгә,itku
496,Schatten::N,күләгә,suoivâ
497,Schatten::N,күләгә,õõtt
498,Schatten::N,күләгә,ǩeeu´niǩ
499,Schatten::N,күләгә,кывьнэхь
500,Wetter::N,һауа торошо,vïerhtse
501,Wetter::N,һауа торошо,dálkke
502,Wetter::N,һауа торошо,dálki
503,Wetter::N,һауа торошо,šoŋŋâ
504,Wetter::N,һауа торошо,šõŋŋ
505,Wetter::N,һауа торошо,шэ̄ӈӈ
506,Nebel::N,төман,såavla
507,Nebel::N,төман,mearhka
508,Nebel::N,төман,murkko
509,Nebel::N,төман,mierkká
510,Nebel::N,төман,mierká
511,Nebel::N,төман,miär'kká
512,Nebel::N,төман,oṃo
513,Nebel::N,төман,sue´lnn
514,Nebel::N,төман,цӣгк
515,Nebel::N,төман,сулльн
516,Wolke::N,болот,balve
517,Wolke::N,болот,balvva
518,Wolke::N,болот,balva
519,Wolke::N,болот,polvâ
520,Wolke::N,болот,põlvv
521,Wolke::N,болот,пэллв
522,Regen::N,ямғыр,ebrie
523,Regen::N,ямғыр,harvve
524,Regen::N,ямғыр,arvi
525,Regen::N,ямғыр,arve
526,Regen::N,ямғыр,â´brr
527,Regen::N,ямғыр,аббьр
528,Schnee::N,ҡар,lopme
529,Schnee::N,ҡар,moehtege
530,Schnee::N,ҡар,muohta
531,Schnee::N,ҡар,muohta
532,Schnee::N,ҡар,muotâ
533,Schnee::N,ҡар,muõtt
534,Schnee::N,ҡар,вэ̄дз
535,Schnee::N,ҡар,куэллт
536,Eis::N,боҙ,jïenge
537,Eis::N,боҙ,jiegŋa
538,Eis::N,боҙ,jiekŋa
539,Eis::N,боҙ,jieŋ̣â
540,Eis::N,боҙ,jiõŋŋ
541,Eis::N,боҙ,ӣӈӈ
542,Frost::N,һалҡын,baajkoe
543,Frost::N,һалҡын,tjoasskem
544,Frost::N,һалҡын,buolaš
545,Frost::N,һалҡын,puolâš
546,Frost::N,һалҡын,puõlâš
547,Frost::N,һалҡын,мӯнь
548,Kälte::N,һыуыҡ,jueskie
549,Kälte::N,һыуыҡ,tjåetskeme
550,Kälte::N,һыуыҡ,tjoasskem
551,Kälte::N,һыуыҡ,čoaskin
552,Kälte::N,һыуыҡ,ko'lmâsvuotâ
553,Kälte::N,һыуыҡ,ijss
554,Kälte::N,һыуыҡ,čuä´cǩǩem
555,Kälte::N,һыуыҡ,tuârggnjõs
556,Kälte::N,һыуыҡ,кэ̄лмас
557,Hitze::N,томра,baahke
558,Hitze::N,томра,báhkka
559,Hitze::N,томра,báhkka
560,Hitze::N,томра,pakkâ
561,Hitze::N,томра,kuṃe
562,Hitze::N,томра,paašt
563,Hitze::N,томра,жоарр
564,Hitze::N,эҫелек,baahke
565,Hitze::N,эҫелек,báhkka
566,Hitze::N,эҫелек,báhkka
567,Hitze::N,эҫелек,pakkâ
568,Hitze::N,эҫелек,kuṃe
569,Hitze::N,эҫелек,paašt
570,Hitze::N,эҫелек,жоарр
571,Raureif::N,ҡырау,jyjse
572,Raureif::N,ҡырау,ridne
573,Raureif::N,ҡырау,goarre
574,Raureif::N,ҡырау,ritni
575,Raureif::N,ҡырау,suhči
576,Raureif::N,ҡырау,riṇe
577,Raureif::N,ҡырау,ай
578,Regenbogen::N,йәйғор,aatjan goengere
579,Regenbogen::N,йәйғор,aatjan joekse
580,Regenbogen::N,йәйғор,ádjájuoksa
581,Regenbogen::N,йәйғор,arvedávgi
582,Regenbogen::N,йәйғор,bajándávgi
583,Regenbogen::N,йәйғор,äijihtävgi
584,Regenbogen::N,йәйғор,teârmmazjohss
585,Regenbogen::N,йәйғор,тӣрмесью̄ккс
586,Donner::N,күк күкрәү,raejrie
587,Donner::N,күк күкрәү,átjek
588,Donner::N,күк күкрәү,átjárájdde
589,Donner::N,күк күкрәү,áddjá
590,Donner::N,күк күкрәү,baján
591,Donner::N,күк күкрәү,juuṛâ
592,Donner::N,күк күкрәү,tie´rmes
593,Donner::N,күк күкрәү,тӣрмесь
594,Donner::N,күк күкрәү,ча̄ркнэгк
595,Strömung::N,ағым,njuvvie
596,Strömung::N,ағым,ájggedáhpe
597,Strömung::N,ағым,rávdnji
598,Strömung::N,ағым,virde
599,Strömung::N,ағым,ve´rdd
600,Strömung::N,ағым,выррьт
601,Tropfen::N,тамсы,gåajhkohts
602,Tropfen::N,тамсы,gåjkudis
603,Tropfen::N,тамсы,goaikkanas
604,Tropfen::N,тамсы,čalme
605,Tropfen::N,тамсы,čâ´lmm
606,Tropfen::N,тамсы,ча̄лльм
607,Schaum::N,күбек,sapte
608,Schaum::N,күбек,såpptå
609,Schaum::N,күбек,sokta
610,Schaum::N,күбек,suptâ
611,Schaum::N,күбек,soptt
612,Schaum::N,күбек,со̄ппт
613,Schmutz::N,батҡаҡ,haaskoe
614,Schmutz::N,батҡаҡ,duolvva
615,Schmutz::N,батҡаҡ,duolva
616,Schmutz::N,батҡаҡ,durdi
617,Schmutz::N,батҡаҡ,stänži
618,Schmutz::N,батҡаҡ,sähss
619,Schmutz::N,батҡаҡ,са̄ккьс
620,Schmutz::N,батҡаҡ,не̄шшь
621,See::N,күл,jaevrie
622,See::N,күл,jávrre
623,See::N,күл,jávri
624,See::N,күл,jävri
625,See::N,күл,jâu´rr
626,See::N,күл,я̄ввьр
627,Sumpf::N,һаҙлык,pluevie
628,Sumpf::N,һаҙлык,áhpe
629,Sumpf::N,һаҙлык,sæmssa
630,Sumpf::N,һаҙлык,jeaggi
631,Sumpf::N,һаҙлык,jeggi
632,Sumpf::N,һаҙлык,jeä´ǧ'ǧ
633,Sumpf::N,һаҙлык,ла̄ммьп
634,Moor::N,һаҙ,pluevie
635,Moor::N,һаҙ,jiegge
636,Moor::N,һаҙ,suotnju
637,Moor::N,һаҙ,karrii
638,Moor::N,һаҙ,kä´rev
639,Moor::N,һаҙ,veättaǩ
640,Moor::N,һаҙ,ла̄ммьп
641,Wiese::N,болон,ïentje
642,Wiese::N,болон,giedde
643,Wiese::N,болон,gieddi
644,Wiese::N,болон,nijtto
645,Wiese::N,болон,пуэшенҍ
646,Wald::N,урман,skåake
647,Wald::N,урман,skåajje
648,Wald::N,урман,miehtsie
649,Wald::N,урман,vuovdde
650,Wald::N,урман,miehttse
651,Wald::N,урман,vuovdi
652,Wald::N,урман,meahcci
653,Wald::N,урман,mecci
654,Wald::N,урман,vyemi
655,Wald::N,урман,vue´mm
656,Wald::N,урман,meä´c'c
657,Wald::N,урман,ля̄ммт
658,Hügel::N,түбә,deava
659,Hügel::N,түбә,dievvá
660,Hügel::N,түбә,dievvá
661,Hügel::N,түбә,čummâ
662,Hügel::N,түбә,pä´rcc
663,Hügel::N,түбә,teä´rmm
664,Hügel::N,түбә,ка̄ннҌт
665,Anhöhe::N,түбә,deava
666,Anhöhe::N,түбә,jalladahke
667,Anhöhe::N,түбә,dievásj
668,Anhöhe::N,түбә,aláš
669,Anhöhe::N,түбә,luohkká
670,Anhöhe::N,түбә,tiävá
671,Anhöhe::N,түбә,poorááš
672,Anhöhe::N,түбә,ču´lpp
673,Anhöhe::N,түбә,škâu´ŋŋ
674,Anhöhe::N,түбә,ка̄ннҌт
675,Anhöhe::N,ҡалҡыулыҡ,deava
676,Anhöhe::N,ҡалҡыулыҡ,jalladahke
677,Anhöhe::N,ҡалҡыулыҡ,dievásj
678,Anhöhe::N,ҡалҡыулыҡ,aláš
679,Anhöhe::N,ҡалҡыулыҡ,luohkká
680,Anhöhe::N,ҡалҡыулыҡ,tiävá
681,Anhöhe::N,ҡалҡыулыҡ,poorááš
682,Anhöhe::N,ҡалҡыулыҡ,ču´lpp
683,Anhöhe::N,ҡалҡыулыҡ,škâu´ŋŋ
