,Concept_ID,kv,be
794,tauen::V,сывны,раставаць
795,schmelzen::V,сывны,плавіцца
796,trocknen::V,косьмыны,сохнуць
797,sieden::V,пизьны,кіпець
798,faulen::V,нёльзьыны,гнісці
799,verfaulen::V,тӧрмыны,згнісці
800,verfaulen::V,сiсьмыны,згнісці
801,reißen::V,косясьны,ірвацца
802,versinken::V,вӧйны,тануць
803,vergehen::V,мунны,праходзіць
804,erscheinen::V,мыччисьны,зʼявіцца
805,verschwinden::V,ӧшны,знікнуць
806,sinken::V,ямны,спадаць
807,abnehmen::V,ямны,паменшыцца
808,zunehmen::V,паськавны,павялічвацца
809,steigen::V,лэбтiсьны,паднімацца
810,wachsen::V,быдмыны,расці
811,glänzen::V,свиттявны,блішчаць
812,funkeln::V,югйовтлыны,бліскаць
813,funkeln::V,югйӧв-керны,бліскаць
814,lärmen::V,чавзыны,шумець
815,läuten::V,диньгыны,званіць
816,klingeln::V,силькӧтны,званіць
817,klirren::V,жольӧтны,бразгаць
818,brausen::V,гуасьны,бушаваць
819,rauschen::V,кышӧтны,шастаць
820,klingen::V,горавны,гучаць
821,bellen::V,увтны,брахаць
822,bellen::V,вувтны,брахаць
823,heulen::V,уннявны,выць
824,blasen::V,пӧлявны,дзьмухнуць
825,pfeifen::V,пиксыны,свістаць
826,schreien::V,айзыны,крычаць
827,stöhnen::V,ойзыны,стагнаць
828,stöhnen::V,ружтыны,стагнаць
829,zittern::V,легьявны,дрыжаць
830,leben::V,овны,жыць
831,geboren werden::V,шогмыны,нарадзіцца
832,atmen::V,лолавны,дыхаць
833,trinken::V,юны,піць
834,essen::V,сёйны,есці
835,schlucken::V,ньылавны,глытаць
836,müde werden::V,мыдзны,стаміцца
837,einschlafen::V,ланьтны,заснуць
838,schlafen::V,узьны,спаць
839,aufwachen::V,саймыны,рассыпацца
840,aufwachen::V,пальмыны,рассыпацца
841,aufstehen::V,сувтны,устаць
842,sich erholen::V,шоччисьлыны,адпачываць
843,krank werden::V,моржитны,захварэць
844,krank sein::V,шогавны,хварэць
845,krank sein::V,визьӧтны,хварэць
846,schmerzen::V,висьны,балець
847,husten::V,кашляйтны,кашляць
848,genesen::V,бурдны,паправіцца
849,genesen::V,бурдны,паздаравець
850,sterben::V,кувны,памерці
851,umkommen::V,вийсьыны,загінуць
852,sich bewegen::V,локны,рухацца
853,sich bewegen::V,ветлӧтны,рухацца
854,sich rühren::V,вӧрзьӧтчыны,варушыцца
855,sich erheben::V,сувтны,устаць
856,sich setzen::V,пуксьыны,сесці
857,hinfallen::V,пӧрласьны,упасці
858,laufen::V,мунны,хадзіць
859,schreiten::V,тальччавны,шагаць
860,schreiten::V,тальччавны,крочыць
861,spazierengehen::V,котрасьны,гуляць
862,eilen::V,тэрмасьны,спяшацца
863,sich beeilen::V,тэрмасьны,спяшацца
864,sausen::V,вирдавны-котӧртны,імчацца
865,springen::V,чеччавны,скакаць
866,klettern::V,кышасьны,лазіць
867,schaukeln::V,чурликасьны,гайдацца
868,kriechen::V,кыскасьны-мунны,поўзаць
869,schwimmen::V,вартчыны,плаваць
870,tauchen::V,сунгисьны ваӧ,ныраць
871,rudern::V,сынны,веславаць
872,fahren::V,мунны,ехаць
873,fliegen::V,лэбавны,лятаць
874,gehen::V,мунны,ісці
875,weggehen::V,мунны,пайсці
876,abfahren::V,иньдӧтчыны,адʼяжджаць
877,abfahren::V,мунны,адʼяжджаць
878,anhalten::V,сувтны,спыніцца
879,anhalten::V,сувтны,затрымацца
880,hineingehen::V,пырны,уваходзіць
881,eintreten::V,пырны,увайсці
882,kommen::V,локны,прыйсці
883,ankommen::V,локны,прыбыць
884,zurückkommen::V,бертны,вярнуцца
885,zurückkommen::V,панӧвтсьыны,вярнуцца
886,bleiben::V,кольччыны,застацца
887,warten::V,видзчисьны,чакаць
888,erwarten::V,видзчисьны,чакаць
889,suchen::V,кошшыны,шукаць
890,finden::V,адззыны,знайсці
891,versuchen::V,пондыны,прабаваць
892,versuchen::V,пондӧтны,прабаваць
893,vorbereiten::V,лӧсьӧтны,падрыхтаваць
894,lieben::V,милуйтны,кахаць
895,mögen::V,радейтны,любіць
896,lachen::V,серавны,смяяцца
897,rühren::V,сьӧлӧм вӧрзьӧтны,расчуліць
898,weinen::V,горзыны,плакаць
899,schimpfen::V,видчыны,лаяцца
900,sich ärgern::V,лёкавны,сердаваць
901,sich fürchten::V,повны,баяцца
902,fürchten::V,повны,баяцца
903,fliehen::V,пышшыны,уцякаць
904,flüchten::V,пышшыны,уцячы
905,sehen::V,адззыны,бачыць
906,anschauen::V,видзӧтны,паглядзець
907,ansehen::V,видзӧтны,глядзець
908,hören::V,кывны,чуць
909,zuhören::V,кывзыны,слухаць
910,probieren::V,пешлыны,каштаваць
911,riechen::V,дукавны,нюхаць
912,fühlen::V,кывны,адчуваць
913,scheinen::V,декуйтчыны,здавацца
914,zu sehen sein::V,тыдавны,віднецца
915,vernehmen::V,тӧдмавны,пачуць
916,frieren::V,гегдыны,мёрзнуць
917,tun::V,керны,рабіць
918,können::V,вермыны,умець
919,wollen::V,мӧдны,хацець
920,anfangen::V,петны,пачаць
921,beenden::V,ештӧтны,закончыць
922,beenden::V,керыштны,закончыць
923,aufhören::V,дугдыны,перастаць
924,gelingen::V,шогмыны,удацца
925,geraten::V,мыччисьны,аказацца
926,öffnen::V,осьтны,адчыніць
927,schließen::V,пӧднавны,зачыніць
928,stellen::V,сувтӧтны,паставіць
929,setzen::V,пуксьӧтны,пасадзіць
930,legen::V,пуктыны,класці
931,berühren::V,вӧрзьӧтны,чапаць
932,verbinden::V,йитны,звязаць
933,bedecken::V,вевттьыны,накрыць
934,aufhängen::V,ӧшӧтны,павесіць
935,anzünden::V,ӧзтыны,запаліць
936,aufheben::V,лэбтыны,падняць
937,zurücklassen::V,кольны,пакінуць
938,verlieren::V,ӧштыны,згубіць
939,fallen lassen::V,уськӧтны,упусціць
940,machen::V,керны,зрабіць
941,herstellen::V,вӧчны,вырабіць
942,bauen::V,строитны,будаваць
943,reparieren::V,вочны,правіць
944,verbessern::V,бурсьӧтны,палепшыць
945,ändern::V,вежны,змяніць
946,graben::V,гарйыны,капаць
947,beugen::V,кусіньтны,сагнуць
948,biegen::V,чукыльтыштны,пагнуць
949,drehen::V,бергӧтны,вярцець
950,wenden::V,бергӧтны,павярнуць
951,umdrehen::V,бергӧтны,перавярнуць
952,heben::V,лэбтыны,падымаць
953,hochheben::V,лэбтыны,падняць
954,ergreifen::V,кватитны,схапіць
955,ergreifen::V,кватитны,схваціць
956,halten::V,видзны,трымаць
957,drücken::V,личкыны,націскаць
958,schieben::V,тойлавны,пхаць
959,schieben::V,тойлавны,штурхаць
960,kratzen::V,шаркӧтны,скрэбці
961,lecken::V,нювны,лізаць
962,beißen::V,йирны,кусаць
963,abreißen::V,орӧтны,адарваць
964,abschneiden::V,шӧрыштны,адрэзаць
965,abschneiden::V,вундыштны,адрэзаць
966,binden::V,гӧрдззыны,вязаць
967,stecken::V,мӧртны,уваткнуць
968,brechen::V,жугдыны,зламаць
969,klopfen::V,зукӧтны,стукаць
970,hauen::V,желльыны,біць
971,kleben::V,лякӧтны,клеіць
972,reiben::V,зыртны,церці
973,streichen::V,мавтны,намазаць
974,schleifen::V,кыскыны,тачыць
975,schneiden::V,вундавны,рэзаць
976,rütteln::V,шатлавны,хістаць
977,schütteln::V,зыбӧтны,трэсці
978,schwenken::V,ӧвтны,махаць
979,schwenken::V,макайтны,махаць
980,schütten::V,кисьтны,наліць
981,füllen::V,тыртны,напоўніць
982,füllen::V,тырсьӧтны,напоўніць
983,einwickeln::V,тубны,загарнуць
984,tragen::V,новйӧтны,несці
985,schleppen::V,кыскыны,цягнуць
986,ziehen::V,кыскыны,цягнуць
987,aufbewahren::V,видзны,захоўваць
988,werfen::V,шентывлыны,кідаць
989,fangen::V,кутны,лавіць
990,packen::V,кутасьны,схапіць
991,packen::V,кутасьны,схваціць
992,packen::V,кватитны,схапіць
993,packen::V,кватитны,схваціць
994,verstecken::V,дзебны,схаваць
995,teilen::V,торйӧтны,раздзяліць
996,schicken::V,иньдыны,пасылаць
997,bringen::V,вайны,прынесці
998,hinzufügen::V,содтыны,дабавіць
999,bekommen::V,получитны,дастаць
1000,erhalten::V,получитны,атрымаць
1001,nehmen::V,босьтны,ўзяць
1002,wählen::V,бӧрйыны,выбраць
1003,auswählen::V,бӧрйыны,адабраць
1004,bewahren::V,видзны,захаваць
1005,behindern::V,падтыны,перашкаджаць
1006,verderben::V,изводавны,сапсаваць
1007,beschädigen::V,паздыны,пашкодзіць
1008,zerbrechen::V,паздыны,разбіць
1009,zerreißen::V,косявны,разадраць
1010,zerstören::V,паздыны,разбурыць
1011,verbrennen::V,сотны,спаліць
1012,geben::V,сетны,даць
1013,reichen::V,сетны,перадаць
1014,schenken::V,козьнавны,дарыць
1015,versprechen::V,кӧсйыны,абяцаць
1016,wünschen::V,бурсьыны,жадаць
1017,loben::V,ошкыны,хваліць
1018,küssen::V,окавны,цалаваць
1019,wiegen::V,тюттьӧтны,гушкаць
1020,wiegen::V,тюттьӧтны,калыхаць
1021,zudecken::V,вевттьыны,накрыць
1022,wecken::V,саймӧтны,пабудзіць
1023,zeigen::V,мыччавны,паказаць
1024,führen::V,нуӧтны,весці
1025,lehren::V,велӧтны,вучыць
1026,unterrichten::V,велӧтны,выкладаць
1027,aufziehen::V,быдтыны,выхаваць
1028,leiten::V,юравны,кіраваць
1029,leiten::V,веськӧтлыны,кіраваць
1030,antreiben::V,тэрмӧтны,падганяць
1031,lassen::V,-ӧтыны,прымусіць
1032,einladen::V,корны,запрасіць
1033,vereinigen::V,ӧтувтны,абʼяднаць
1034,vereinigen::V,ӧтлаавны,абʼяднаць
1035,besuchen::V,пыравлыны,наведаць
1036,treffen::V,пантавны,сустрэць
1037,sich versammeln::V,ӧксьыны,сабрацца
1038,spielen::V,орсны,гуляць
1039,singen::V,сьывны,пець
1040,singen::V,сьывны,спяваць
1041,tanzen::V,йӧктыны,танцаваць
1042,sich trennen::V,торьясьны,расстацца
1043,verlassen::V,кольны,пакінуць
1044,retten::V,мынтны,выратаваць
1045,bewachen::V,смекайтны,ахоўваць
1046,schützen::V,дорйыны,уберагаць
1047,verteidigen::V,дорйыны,абараніць
1048,sich schlagen::V,тышкасьны,біцца
1049,sich schlagen::V,тышкасьны,драцца
1050,schießen::V,лыйны,страляць
1051,siegen::V,вермыны,перамагчы
1052,ärgern::V,лӧгӧтны,злаваць
1053,schlagen::V,базнитны,ударыць
1054,treten::V,чужьявны,штурхаць
1055,stechen::V,бытшкыны,укалоць
1056,stoßen::V,тапкыны,папхнуць
1057,stoßen::V,тойыштны,папхнуць
1058,stehlen::V,гусявны,украсці
1059,stören::V,костіавны,перашкодзіць
1060,belästigen::V,назыляйтны,дакучаць
1061,verbergen::V,дзебны,скрыць
1062,verbergen::V,дзебны,схаваць
1063,täuschen::V,бӧбӧтны,падмануць
1064,täuschen::V,пӧрьявны,падмануць
1065,betrügen::V,муклачитны,змахляваць
1066,töten::V,вийны,забіць
1067,wohnen::V,овны,жыць
1068,arbeiten::V,уджавны,працаваць
1069,sammeln::V,ӧктыны,сабраць
1070,pflücken::V,судзлавны,зрываць
1071,jagen::V,вӧравны,паляваць
1072,fischen::V,чериавны,рыбачыць
1073,fassen::V,кутны,злавіць
1074,hüten::V,вердны,пасвіць
1075,hüten::V,йирсьӧтны,пасвіць
1076,treiben::V,вашӧтны,гнаць
1077,anbinden::V,кӧртавны,прывязаць
1078,füttern::V,вердны,карміць
1079,melken::V,высьтыны,даіць
1080,melken::V,чилькӧтны,даіць
1081,hacken::V,керавны,сячы
1082,gießen::V,киськавны,паліць
1083,reifen::V,кисьмыны,паспець
1084,zubereiten::V,лӧсьӧтны,зварыць
1085,zubereiten::V,лӧсьӧтны,згатаваць
1086,kochen::V,пуны,варыць
1087,backen::V,пӧжавны,пячы
1088,braten::V,жаритны,смажыць
1089,umrühren::V,соравны,перамяшаць
1090,stricken::V,домавны,вязаць
1091,nähen::V,вурны,шыць
1092,färben::V,краситны,пафарбаваць
1093,reinigen::V,весӧтны,ачысціць
1094,waschen::V,пеславны,мыць
1095,abwischen::V,чышкыны,выцерці
1096,spülen::V,гывьявны,паласкаць
1097,fegen::V,чышкыны,падмятаць
1098,kehren::V,чышкыны,месці
1099,baden::V,купайтчыны ,купацца
1100,sich waschen::V,миссьыны,мыцца
1101,ausziehen::V,гыжтӧтны,зняць
1102,ausziehen::V,пӧрччавны,зняць
1103,anziehen::V,пасьтавны,надзець
1104,sich anziehen::V,пасьтасьны,адзецца
1105,kämmen::V,сынавны,прычасаць
1106,schmücken::V,баситны,аздобіць
1107,sagen::V,висьтавны,сказаць
1108,sprechen::V,шуны,гаварыць
1109,reden::V,баитны,размаўляць
1110,sich unterhalten::V,сёрнитны,гутарыць
1111,fragen::V,юавны,спытаць
1112,bitten::V,корны,прасіць
1113,erzählen::V,висьтавны,расказаць
1114,mitteilen::V,висьтавны,паведаміць
1115,nennen::V,нимтны,назваць
1116,rufen::V,китсавны,зваць
1117,rufen::V,корны,зваць
1118,rufen::V,чукӧстны,зваць
1119,prahlen::V,ошшасьны,хваліцца
1120,übersetzen::V,вуджӧтны,перакласці
1121,denken::V,чайтны,думаць
1122,glauben::V,веритны,верыць
1123,bemerken::V,казявны,заўважыць
1124,erkennen::V,тӧдсавны,пазнаць
1125,begreifen::V,вежӧртны,спасцігнуць
1126,verstehen::V,кывны,пачуць
1127,lernen::V,велӧтчыны,вучыцца
1128,wissen::V,тӧдны,знаць
1129,sich erinnern an::V,касьтывны,памятаць
1130,vergessen::V,вунӧтны,забыць
1131,messen::V,меряйтны,мераць
1132,zählen::V,лыддьыны,лічыць
1133,rechnen::V,лыддьыны,лічыць
1134,lesen::V,лыддьӧтны,чытаць
1135,zeichnen::V,гижмавны,рысаваць
1136,schreiben::V,гижны,пісаць
1137,besitzen::V,лоны,мець
1138,kaufen::V,небны,купіць
1139,verkaufen::V,вузавны,прадаць
1140,bezahlen::V,вештыны,заплаціць
1141,zahlen::V,вештыны,плаціць
1142,ertragen::V,терпитны,выцерпець
1143,Insel::N,,востраў
1144,Menge::N,,колькасць
1145,Gewalt::N,,насілле
1146,Alter::N,,узрост
1147,richtig::A,,правільны
1148,wahr::A,,сапраўдны
1149,berühmt::A,,славуты
1150,allein::ADV,,сам
1151,allein::ADV,,адзін
1152,rennen::V,,бегаць
1153,malen::V,,маляваць
1154,beherrschen::V,,уладаць
1155,beherrschen::V,,валодаць
