,Concept_ID,ja,myv
76,Erde::N,土,мастор
77,Staub::N,埃,пуль
78,Rauch::N,煙,качамо
79,Funke::N,火花,сятко
80,Feuer::N,火,тол
81,Licht::N,光,валдо
82,Schatten::N,陰,сулей
83,Schatten::N,陰,сулейкс
84,Wetter::N,天気,ушо
85,Nebel::N,霧,сув
86,Wolke::N,雲,пель
87,Regen::N,雨,пиземс
88,Schnee::N,雪,лов
89,Eis::N,氷,эй
90,Frost::N,霜,кельме
91,Kälte::N,寒さ,якшамо
92,Hitze::N,暑さ,пси
93,Raureif::N,霧氷,лекш
94,Regenbogen::N,虹,пурьгинечирьке
95,Regenbogen::N,虹,пурьгинеёнкс
96,Donner::N,雷,пурьгине
97,Strömung::N,流れ,чудема
98,Strömung::N,流れ,чудевкс
99,Tropfen::N,滴,петнявкс
100,Schaum::N,泡,чов
101,Schmutz::N,汚れ,рудаз
102,See::N,湖,эрьке
103,Sumpf::N,沼,чей
104,Moor::N,湿原,чей
105,Wiese::N,草原,луга
106,Wald::N,森,вирь
107,Hügel::N,丘,губорь
108,Hügel::N,丘,пандыне
109,Anhöhe::N,高み,губорь
110,Anhöhe::N,高み,пандыне
111,Berg::N,山,пандо
112,Gipfel::N,頂上,пря
113,Höhle::N,洞窟,пещера
114,Abhang::N,斜面,пандочама
115,Quelle::N,泉,ушодкс
116,Bach::N,小川,чудикерькс
117,Fluss::N,川,лей
118,Ufer::N,岸,чире
119,Küste::N,海岸,лейчире
120,Festland::N,陸,мода
121,Meer::N,海,моря
122,Bucht::N,湾,усия
123,Insel::N,島,усия
124,Blume::N,花,цеця
125,Gras::N,草,тикше
126,Wurzel::N,根,юр
127,Wurzel::N,根,ундокс
128,Baum::N,木,чувто
129,Stamm::N,幹,рунго
130,Rinde::N,皮層,суд
131,Rinde::N,皮層,керь
132,Ast::N,枝,морго
133,Zweig::N,小枝,тарад
134,Blatt::N,葉,лопа
135,Birke::N,樺,килей
136,Kiefer[Baum]::N,松,пиче
137,Weide[Baum]::N,柳,каль
138,Tanne::N,樅,куз
139,Horn::N,角,сюро
140,Feder::N,羽根,толга
141,Fell::N,毛皮,пона
142,Flügel::N,羽,сёлмо
143,Klaue::N,鉤爪,кенже
144,Kralle::N,爪,кенже
145,Schwanz::N,尻尾,пуло
146,Ei::N,卵,ал
147,Nest::N,巣,пизэ
148,Bau::N,穴,варя
149,Bau::N,穴,пизе
150,Tier::N,動物,ракша
151,Herde::N,群れ,стада
152,Kuh::N,牛,скал
153,Bulle::N,雄牛,бука
154,Pferd::N,馬,лишме
155,Schaf::N,羊,реве
156,Schwein::N,豚,туво
157,Hund::N,犬,пине
158,Hund::N,犬,киска
159,Katze::N,猫,псака
160,Bär::N,熊,овто
161,Eichhörnchen::N,栗鼠,ур
162,Elch::N,ヘラジカ,сярдо
163,Fuchs::N,狐,ривезь
164,Hase::N,兎,нумоло
165,Maus::N,鼠,чеерь
166,Wolf::N,狼,верьгиз
167,Vogel::N,鳥,нармунь
168,Schwarm::N,群れ,полк
169,Schwarm::N,群れ,стада
170,Huhn::N,鶏,сараз
171,Hahn::N,雄鶏,атякш
172,Gans::N,ガチョウ,гала
173,Gans::N,ガチョウ,мацей
174,Adler::N,鷲,куцькан
175,Adler::N,鷲,тумоатякш
176,Ente::N,鴨,яксярго
177,Eule::N,フクロウ,корж
178,Kranich::N,鶴,карго
179,Krähe::N,烏,варака
180,Kuckuck::N,郭公,куко
181,Schwan::N,白鳥,локсей
182,Fisch::N,魚,кал
183,Barsch::N,鱸,окунь
184,Hecht::N,川魳,щука
185,Schlange[Tier]::N,蛇,гуй
186,Wurm::N,虫,сукс
187,Spinne::N,蜘蛛,шанжав
188,Ameise::N,蟻,коткудав
189,Laus::N,虱,сий
190,Mücke::N,蚊,сеське
191,Fliege::N,蝿,карво
192,Schmetterling::N,蝶,нимиляв
193,Beere::N,漿果,умарь
194,Apfel::N,林檎,умарь
195,Pilz::N,茸,панго
196,Zwiebel::N,玉葱,чурька
197,Saat::N,種,видьметь
198,Korn::N,粒,сюро
199,Heu::N,干し草,тикше
200,Schale::N,皮,кедь
201,Schale::N,皮,ваткавкс
202,Grube::N,穴,латко
203,Falle::N,わな,тувор
204,Falle::N,わな,кундамка
205,Schlinge::N,輪,килькш
206,Spur::N,跡,челькс
207,Spur::N,跡,пильгеки
208,Asche::N,灰,кулов
209,Dreck::N,泥,рудаз
210,Eisen::N,鉄,кшни
211,Gold::N,金,сырне
212,Silber::N,銀,сия
213,Kohle::N,炭,сэдь
214,Kohle::N,炭,уголия
215,Glas::N,ガラス,сулика
216,Lehm::N,ローム,сёвонь
217,Sand::N,砂,човар
218,Mensch::N,人,ломань
219,Mann::N,男,аля
220,Mann::N,男,цёраломань
221,Mann::N,男性,аля
222,Mann::N,男性,цёраломань
223,Frau::N,女,ава
224,Frau::N,女性,ава
225,Kind::N,子,эйкакш
226,Kind::N,子供,эйкакш
227,Junge::N,男の子,цёрыне
228,Mädchen::N,女の子,тейтерне
229,Familie::N,家族,семия
230,Großvater::N,祖父,покштя
231,Großvater::N,おじいさん,покштя
232,Großmutter::N,祖母,баба
233,Großmutter::N,おばあさん,баба
234,Eltern::N,親,тетят-ават
235,Eltern::N,両親,тетят-ават
236,Vater::N,父,тетя
237,Vater::N,お父さん,тетя
238,Mutter::N,母,ава
239,Mutter::N,お母さん,ава
240,Sohn::N,息子,цёра
241,Sohn::N,息子さん,цёра
242,Tochter::N,娘,тейтерь
243,Tochter::N,お嬢さん,тейтерь
244,Bruder::N,弟,леля
245,Bruder::N,弟,ялакс
246,Schwester::N,妹,сазор
247,Onkel::N,伯父,леля
248,Onkel::N,伯父さん,леля
249,Tante::N,叔母,патя
250,Tante::N,叔母さん,патя
251,Ehemann::N,夫,мирде
252,Ehemann::N,主人,мирде
253,Ehefrau::N,妻,ни
254,Ehefrau::N,奥さん,ни
255,Freude::N,喜び,кеняркс
256,Gelächter::N,笑い,ракамо
257,Gelächter::N,笑い,пейдема
258,Glück::N,幸せ,уцяска
259,Kummer::N,悩み,рискс
260,Kummer::N,悩み,мелявкс
261,Wunsch::N,希望,мель
262,Wunsch::N,希望,бажамо
263,Lust::N,気,бажамо
264,Geist::N,精神,ойме
265,Gedanke::N,考え,мель
266,Gedächtnis::N,記憶,мель
267,Verstand::N,理解力,прев
268,Sinn::N,意味,толк
269,Sinn::N,意味,смысла
270,Grund::N,理由,тувтал
271,Wahrheit::N,真実,видечи
272,Gespräch::N,会話,кортнема
273,Märchen::N,童話,ёвкс
274,Erzählung::N,物語,ёвтнема
275,Nachricht::N,報告,куля
276,Neuigkeit::N,ニュース,куля
277,Name::N,名前,лем
278,Rätsel::N,謎,содамоёвкс
279,Rede::N,演説,кортамо
280,Sprache::N,言語,кель
281,Stimme::N,声,ваигель
282,Wort::N,言葉,вал
283,Zeichen::N,記号,теште
284,Ruf::N,呼び声,тердема
285,Lärm::N,騒音,шалнома
286,Laut::N,音,вайгель
287,Ton::N,音,гайнема
288,Lied::N,歌,моро
289,Ruhe::N,静けさ,оймамо
290,Leute::N,人々,ломанть
291,Volk::N,民族,народ
292,Arbeit::N,仕事,тев
293,Gast::N,客,инже
294,Geschenk::N,贈り物,казне
295,Spiel::N,遊び,налксема
296,Gesellschaft::N,社会,община
297,Hilfe::N,援助,лездамо
298,Freund::N,友達,оя
299,Freund::N,友達,ялга
300,Kamerad::N,同志,оя
301,Kamerad::N,同志,ялга
302,Angelegenheit::N,件,тев
303,Anzahl::N,数,ламоксчи
304,Art::N,種類,вид
305,Stück::N,部分,пакш
306,Stück::N,部分,пелькс
307,Teil::N,部分,часть
308,Teil::N,部分,пелькс
309,Hälfte::N,半分,пель
310,Hälfte::N,半分,пелькс
311,Kreis::N,円,кирькс
312,Kreuz::N,十字,крёст
313,Linie::N,線,кикс
314,Strich::N,線,межа
315,Abstand::N,距離,ютко
316,Entfernung::N,距離,ютко
317,Gegend::N,辺,тарка
318,Gegend::N,辺,пертьпелькс
319,Gegend::N,地域,тарка
320,Gegend::N,地域,пертьпелькс
321,Platz::N,ゆとり,васолкс
322,Ort::N,所,тарка
323,Ort::N,場所,тарка
324,Seite::N,横,ён
325,Seite::N,横,чире
326,Mitte::N,真ん中,куншка
327,Gegenstand::N,物件,предмет
328,Sache::N,物,тев
329,Sache::N,物,веща
330,Rand::N,端,пе
331,Rand::N,端,чире
332,Kante::N,縁,ирдез
333,Ecke::N,角,ужо
334,Spitze::N,先頭,пряне
335,Spitze::N,先頭,пе
336,Ende::N,端,пе
337,Loch::N,穴,варя
338,Winkel::N,片隅,ужо
339,Muster::N,模様,сёрма
340,Größe::N,大きさ,сэрь
341,Größe::N,大きさ,покшолма
342,Länge::N,長さ,кувалмо
343,Höhe::N,高さ,сэрь
344,Höhe::N,高さ,пандо
345,Gewicht::N,重さ,сталмо
346,Menge::N,量,лововкс
347,Haufen::N,堆積,мар
348,Haufen::N,堆積,валявкс
349,Reihe::N,並び,ряд
350,Boot::N,ボート,венч
351,Ruder::N,オール,милё
352,Schlitten::N,そり,нурдт
353,Ski::N,スキー,сокс
354,Lagerfeuer::N,篝火,толбандя
355,Last::N,荷物,сталмо
356,Last::N,荷物,кандома
357,Gang::N,歩み,молема
358,Gang::N,歩み,якамо
359,Schritt::N,歩,эскелькс
360,Norden::N,北,якшамо ёнкс
361,Süden::N,南,лембе ёнкс
362,Westen::N,西,чивалгома
363,Osten::N,東,чилисема
364,Holz::N,木,чувто
365,Holz::N,木材,чувто
366,Brett::N,板,лаз
367,Platte::N,盤,плита
368,Stütze::N,支柱,неже
369,Stange::N,棒,олга
370,Stock::N,杖,мандо
371,Stab::N,棒,олога
372,Rohr::N,管,турба
373,Haus::N,家,кудо
374,Heim::N,家,кудо
375,Ofen::N,ストーブ,каштомо
376,Fußboden::N,床,киякс
377,Tisch::N,机,столь
378,Stuhl::N,椅子,стул
379,Wiege::N,揺籃,лавсь
380,Wiege::N,揺籃,нурямот
381,Bett::N,ベッド,ацамо
382,Regal::N,棚,лався
383,Regal::N,棚,лавсяланго
384,Kiste::N,箱,горобия
385,Kiste::N,箱,сундук
386,Fenster::N,窓,вальма
387,Tür::N,戸,кенкш
388,Tür::N,ドア,кенкш
389,Tor::N,門,ортат
390,Zaun::N,垣根,пирявт
391,Zaun::N,垣根,пирвякс
392,Dach::N,屋根,кудопря
393,Leiter::N,梯子,кузтема
394,Besen::N,ほうき,тенсть
395,Spaten::N,スコップ,койме
396,Schaufel::N,シャベル,кече
397,Schaufel::N,シャベル,келей койме
398,Gabel::N,フォーク,сянгине
399,Löffel::N,スプーン,пенч
400,Messer::N,ナイフ,пеель
401,Nagel::N,釘,эске
402,Netz::N,網,алтыма
403,Haken::N,鉤,кечказ
404,Haken::N,フック,кечказ
405,Griff::N,取っ手,кедне
406,Schloss::N,錠,замок
407,Schloss::N,錠,панжома
408,Bild::N,絵,картина
409,Figur::N,像,рунго
410,Puppe::N,人形,няка
411,Beutel::N,袋,кескав
412,Bündel::N,束,керькс
413,Bündel::N,包み,керькс
414,Tasche::N,かばん,юдма
415,Eimer::N,バケツ,ведра
416,Deckel::N,蓋,велькс
417,Geschirr::N,食器,кедьге
418,Sack::N,袋,кескав
419,Tasse::N,カップ,чакш
420,Topf::N,鍋,кастрюля
421,Kessel::N,釜,котёл
422,Essen::N,食事,ярсамо
423,Nahrung::N,食物,ярсамопель
424,Speise::N,料理,ярсамопель
425,Fleisch::N,肉,сывель
426,Getreide::N,麦,сюро
427,Getreide::N,穀物,сюро
428,Brei::N,粥,каша
429,Brot::N,パン,кши
430,Scheibe::N,枚,кочом
431,Scheibe::N,枚,сускомо
432,Scheibe::N,切れ,кочом
433,Scheibe::N,切れ,сускомо
434,Fett::N,脂肪,куя
435,Butter::N,バター,ой
436,Öl::N,油,ой
437,Salz::N,塩,сал
438,Suppe::N,スープ,ям
439,Honig::N,蜂蜜,медь
440,Milch::N,牛乳,ловсо
441,Tee::N,茶,чай
442,Tee::N,お茶,чай
443,Leder::N,革,киське
444,Wolle::N,毛糸,пона
445,Stoff::N,布,коцт
446,Nadel::N,針,салмукс
447,Faden::N,糸,суре
448,Knopf::N,ボタン,пов
449,Knoten::N,結び目,сюлмо
450,Farbe::N,ペンキ,артомапель
451,Kleidung::N,衣服,оршамот
452,Hemd::N,シャツ,панар
453,Kragen::N,襟,сиве
454,Ärmel::N,袖,ожа
455,Hose::N,ズボン,понкст
456,Gürtel::N,帯,каркс
457,Gürtel::N,ベルト,каркс
458,Mütze::N,帽子,чапка
459,Schuh::N,靴,туфля
460,Stiefel::N,ブーツ,кем
461,Ring::N,輪,суркс
462,Band::N,リボン,лента
463,Kamm::N,櫛,сурсеме
464,Spiegel::N,鏡,чавачамо
465,Riemen::N,緒,кшнань каркс
466,Schnur::N,紐,пикс
467,Leine::N,綱,ведьме
468,Decke::N,掛け布団,вельтямо
469,Kissen::N,枕,тодов
470,Tuch::N,スカーフ,паця
471,Handtuch::N,タオル,нардамо
472,Kraft::N,力,вий
473,Stärke::N,強さ,виевчи
474,Gesundheit::N,健康,шумбрачи
475,Krankheit::N,病気,орма
476,Krankheit::N,病気,сэредема
477,Schmerz::N,痛み,сэредькс
478,Wunde::N,傷,керявкс
479,Fieber::N,熱,маштыкс
480,Arznei::N,薬,ормаменькс
481,Brücke::N,橋,сэдь
482,Brücke::N,橋,мадамо
483,Brunnen::N,井戸,лисьма
484,Weide::N,牧場,ракшань ванома тарка
485,Pfad::N,小路,ян
486,Weg::N,道,ки
487,Straße::N,街道,ки
488,Dorf::N,村,веле
489,Stadt::N,町,ош
490,Stadt::N,都市,ош
491,Brief::N,手紙,сёрма
492,Buch::N,本,книга
493,Buchstabe::N,文字,буква
494,Zeitung::N,新聞,газета
495,Leben::N,生活,эрямо
496,Tod::N,死,кулома
497,Grab::N,墓,калмо
498,Kirche::N,教会,церькова
499,Sünde::N,罪,чумочи
500,Gott::N,神,паз
501,Arbeiter::N,労働者,робочей
502,Chef::N,上司,прявт
503,Meister::N,達人,кол тевень тенця
504,Meister::N,マイスター,кол тевень тенця
505,Arzt::N,医者,врач
506,Lehrer::N,先生,учитель
507,Lehrer::N,先生,тонавтыця
508,Geld::N,金,ярмак
509,Geschäft::N,取り引き,ладязь тев
510,Laden::N,店,лавка
511,Preis::N,値段,питне
512,Ware::N,商品,миевкс
513,Ware::N,商品,рамавкс
514,Nutzen::N,利益,паро
515,Nutzen::N,利益,лезэ
516,Reichtum::N,豊かさ,сюпавчи
517,Welt::N,世界,мир
518,Welt::N,世界,мастор ланго
519,Land::N,国,мастор
520,Staat::N,国家,государства
521,König::N,国王,король
522,Macht::N,権力,азорксчи
523,Grenze::N,国境,буен тешкс
524,Krieg::N,戦争,война
525,Feind::N,敵,душман
526,Gewalt::N,暴力,нарьгамо
527,Kampf::N,戦い,тюрема
528,Bogen[Waffe]::N,弓,нал
529,Pfeil::N,矢,нал
530,Gewehr::N,銃,ружия
531,Gewehr::N,銃,винтовка
532,Fehler::N,間違い,ильведькс
533,Fehler::N,間違い,ильведевкс
534,Lüge::N,嘘,манчема
535,Lüge::N,嘘,кенгелема
536,Schaden::N,損害,зыян
537,Unglück::N,不幸,зыян
538,Schuld::N,罪,чумочи
539,Alter::N,年,шка
540,Alter::N,年齢,шка
541,Schluss::N,終わり,пе
542,Zeit::N,時,шка
543,Zeit::N,時,пинге
544,Zeit::N,時間,шка
545,Zeit::N,時間,пинге
546,Tag::N,日,чи
547,Morgen::N,朝,валске
548,Mittag::N,昼,чикуншка
549,Abend::N,晩,чокшнэ
550,Abend::N,夕方,чокшнэ
551,Nacht::N,夜,ве
552,Woche::N,週,недля
553,Monat::N,月,ков
554,Jahr::N,年,ие
555,Frühling::N,春,тундо
556,Sommer::N,夏,кизэ
557,Herbst::N,秋,сёксь
558,Winter::N,冬,теле
559,Januar::N,一月,якшамков
560,Februar::N,二月,февраль
561,März::N,三月,март
562,April::N,四月,апрель
563,Mai::N,五月,май
564,Juni::N,六月,июнь
565,Juli::N,七月,июль
566,August::N,八月,август
567,September::N,九月,сентября
568,Oktober::N,十月,октября
569,November::N,十一月,ноября
570,Dezember::N,十二月,декабря
571,Montag::N,月曜日,пондельник
572,Dienstag::N,火曜日,овторник
573,Mittwoch::N,水曜日,серёда
574,Donnerstag::N,木曜日,цетьверьг
575,Freitag::N,金曜日,пеця
576,Samstag::N,土曜日,субута
577,Samstag::N,土曜日,шлямочи
578,Sonntag::N,日曜日,недлячи
579,groß::A,大きい,ине
580,groß::A,大きい,покш
581,klein::A,小さい,вишка
582,lang::A,長い,кувака
583,kurz::A,短い,нурькине
584,breit::A,広い,келей
585,schmal::A,狭い,теине
586,dicht::A,密な,тусто
587,dick[Gegenstand]::A,厚い,эчке
588,dünn::A,薄い,човине
589,fein::A,細い,човине
590,fest::A,硬い,кеме
591,flach::A,平らな,лапужа
592,glatt::A,滑らかな,валаня
593,hart::A,堅い,калгодо
594,weich::A,柔らかい,чевте
595,rund::A,丸い,кеверь
596,spitz::A,尖った,пшти
597,scharf::A,鋭い,пшти
598,stumpf::A,鈍い,ношка
599,schwer::A,重い,стака
600,schön::A,綺麗な,мазый
601,heiß::A,熱い,пси
602,warm::A,温かい,лембе
603,kalt::A,寒い,якшамо
604,kalt::A,冷たい,якшамо
605,kühl::A,涼しい,экше
606,frisch::A,ひんやりした,свежа
607,feucht::A,湿った,летьке
608,nass::A,濡れた,начко
609,trocken::A,乾いた,коське
610,voll::A,いっぱいの,пешксе
611,leer::A,空の,чаво
612,offen::A,開いた,панжадо
613,offen::A,開いた,виде
614,geschlossen::A,閉まった,пекстазь
615,geschlossen::A,閉まった,сёлгозь
616,sauber::A,清潔な,ванькс
617,schmutzig::A,汚い,ливезев
618,roh::A,生の,верек
619,reif::A,熟した,кенерезь
620,lecker::A,美味しい,тантей
621,süß::A,甘い,ламбамо
622,bitter::A,苦い,сэпей
623,sauer::A,酸っぱい,чапамо
624,hell::A,明るい,валдо
625,dunkel::A,暗い,чопода
626,schwarz::A,黒い,раужо
627,weiß::A,白い,ашо
628,rot::A,赤い,якстере
629,gelb::A,黄色い,ожо
630,blau::A,青い,сэнь
631,grün::A,緑の,пиже
632,grau::A,灰色の,шержев
633,bunt::A,色取り取りの,сёрмав
634,billig::A,安い,аволь питней
635,teuer::A,高い,питней
636,wertvoll::A,貴重な,питней
637,blind::A,盲目の,сокор
638,taub::A,耳が聞こえない,амариця
639,kräftig::A,強力な,пек виев
640,stark::A,強い,виев
641,schwach::A,弱い,лавшо
642,fett::A,太った,куя
643,schlank::A,ほっそりした,виде ронга
644,hübsch::A,素敵な,мазый
645,böse::A,悪い,кежей
646,dumm::A,馬鹿な,чавола
647,dumm::A,馬鹿な,превтеме
648,faul::A,怠惰な,нузякс
649,fleißig::A,勤勉な,мелень путыця
650,geizig::A,けちな,скупой
651,klug::A,賢い,превей
652,klug::A,頭のいい,превей
653,geschickt::A,器用な,маштозь теезь
654,lieb::A,愛らしい,вадря
655,lustig::A,楽しい,весёла
656,sanft::A,温和な,сэтьме
657,hungrig::A,空腹の,вачо
658,krank::A,病気の,сэредиця
659,nackt::A,裸の,штапо
660,traurig::A,悲しい,нусманя
661,lebendig::A,生きた,эриця
662,gut::A,良い,паро
663,schlecht::A,悪い,берянь
664,schlecht::A,駄目な,берянь
665,richtig::A,正しい,виде
666,schlimm::A,ひどい,берянь
667,wahr::A,本当の,алкуксонь
668,alt::A,古い,ташто
669,neu::A,新しい,од
670,ehemalig::A,以前の,икелень
671,alt[Lebewesen]::A,年を取った,сыре
672,jung::A,若い,од
673,arm::A,貧乏な,кажов
674,reich::A,裕福な,сюпав
675,bekannt::A,有名な,содавикс
676,berühmt::A,有名な,содавикс
677,fremd::A,見知らぬ,лия
678,fremd::A,見知らぬ,асодавикс
679,verschieden::A,色々な,эрьва
680,nah::A,近い,а васолонь
681,fern::A,遠い,умонь
682,fern::A,遠い,кезэрень
683,linker::A,左の,керш
684,rechter::A,右の,вить
685,anderer::A,別の,лия
686,erster::A,一番目,васень
687,erster::A,一番目,васенце
688,zweiter::A,二番目,омбоце
689,dritter::A,三番目,колмоце
690,letzter::A,最後の,меельце
691,allein::ADV,一人で,башка
692,allein::ADV,一人で,ськамонзо
693,auf einmal::ADV,同時に,вейсэ
694,zusammen::ADV,一緒に,вейс
695,zusammen::ADV,一緒に,вейсэ
696,lange::ADV,長い間,кувать
697,plötzlich::ADV,急に,апак учо
698,sofort::ADV,すぐに,курок
699,sofort::ADV,すぐに,нейке
700,später::ADV,後で,мейле
701,jetzt::ADV,今,ней
702,heute::ADV,今日,течи
703,morgen::ADV,明日,ванды
704,bald::ADV,間もなく,курок
705,dann::ADV,それから,мейле
706,dann::ADV,それから,седе мейле
707,gestern::ADV,昨日,исяк
708,einst::ADV,過去に,весть
709,einst::ADV,過去に,зярдо-бути
710,damals::ADV,あの時,сестэ
711,danach::ADV,その後で,мейле
712,danach::ADV,その後で,седе мейле
713,vorher::ADV,以前に,васняяк
714,zuerst::ADV,まず,васня
715,zuerst::ADV,最初に,васня
716,einmal::ADV,一回,весть
717,manchmal::ADV,時々,лиясто
718,oft::ADV,よく,сеетьстэ
719,immer::ADV,いつも,свал
720,niemals::ADV,一度も...ない,а зярдояк
721,hier::ADV,こちら,тесэ
722,hierhin::ADV,ここへ,тей
723,hierhin::ADV,こちらへ,тей
724,von hier::ADV,ここから,тестэ
725,dort::ADV,そちら,тосо
726,dorthin::ADV,そこへ,тов
727,dorthin::ADV,そちらへ,тов
728,geradeaus::ADV,真っ直ぐに,витьстэ
729,vorwärts::ADV,前へ,икелев
730,rückwärts::ADV,後ろへ,мекев
731,zurück::ADV,後ろへ,мекев
732,unten::ADV,下に,ало
733,hinab::ADV,下へ,алов
734,oben::ADV,上に,вере
735,hinauf::ADV,上へ,верев
736,überall::ADV,どこでも,эрьва косо
737,nicht::ADV,ない,а
738,ein wenig::ADV,少し,аламошка
739,ein wenig::ADV,ちょっと,аламошка
740,kaum::ADV,ほとんど～ない,ансяк
741,sehr::ADV,とても,пек
742,sehr::ADV,とても,вельть
743,so::ADV,こう,истя
744,noch::ADV,まだ,таго
745,nur::ADV,～だけ,ансяк
746,schon::ADV,もう,уш
747,wieder::ADV,再び,таго
748,vergebens::ADV,無駄に,стяко
749,vor::PRP,前に,икеле
750,hinter::PRP,後ろに,вельде
751,unter::PRP,下に,ало
752,durch::PRP,通して,пачк
753,neben::PRP,横に,вакссо
754,zwischen::PRP,間に,ютксо
755,wegen::PRP,為に,кис
756,wegen::PRP,為に,коряс
757,wegen::PRP,為に,кувалт
758,wegen::PRP,せいで,кис
759,wegen::PRP,せいで,коряс
760,wegen::PRP,せいで,кувалт
761,dies::PRN,これ,те
762,das::PRN,それ,те
763,das::PRN,それ,тона
764,alles::PRN,全部,весе
765,alles::PRN,全部,весемесь
766,ich::PRN,私,мон
767,du::PRN,あなた,тон
768,er::PRN,彼,сон
769,wir::PRN,私達,минь
770,ihr::PRN,あなた達,тынь
771,sie::PRN,彼ら,сынь
772,was::FPRN,何,мезе
773,wer::FPRN,誰,ки
774,wer::FPRN,どなた,ки
775,wo::FADV,どこ,косо
776,wo::FADV,どこに,косо
777,wohin::FADV,どこへ,ков
778,wohin::FADV,どこへ,козо
779,wie::FADV,どう,кода
780,warum::FADV,何故,мекс
781,warum::FADV,どうして,мекс
782,wieviel::FNUM,どのくらい,зяро
783,eins::NUM,一,вейке
784,zwei::NUM,二,кавто
785,zwei::NUM,二つ,кавто
786,drei::NUM,三,колмо
787,drei::NUM,三つ,колмо
788,vier::NUM,四,ниле
789,vier::NUM,四つ,ниле
790,fünf::NUM,五,вете
791,fünf::NUM,五つ,вете
792,sechs::NUM,六,кото
793,sechs::NUM,六つ,кото
794,sieben::NUM,七,сисем
795,sieben::NUM,七つ,сисем
796,acht::NUM,八,кавксо
797,acht::NUM,八つ,кавксо
798,neun::NUM,九,вейксэ
799,neun::NUM,九つ,вейксэ
800,zehn::NUM,十,кемень
801,elf::NUM,十一,кевейкее
802,zwölf::NUM,十二,кемгавтово
803,zwanzig::NUM,二十,комсь
804,dreißig::NUM,三十,колоньгемень
805,vierzig::NUM,四十,ниленьгемень
806,fünfzig::NUM,五十,ведьгемень
807,sechzig::NUM,六十,кодгемень
808,siebzig::NUM,七十,сизьгемень
809,achtzig::NUM,八十,кавксоньгемень
810,neunzig::NUM,九十,вейксэньгемень
811,hundert::NUM,百,сядо
812,tausend::NUM,千,тыща
813,und::CNJ,-と,ды
814,und::CNJ,そして,ды
815,oder::CNJ,或いは,или
816,stehen::V,立っている,аштемс стядо
817,sitzen::V,座っている,аштемс озадо
818,liegen::V,横になっている,мадезь аштемс
819,hängen::V,掛かっている,нурьгемс
820,werden::V,なる,арамс
821,passieren::V,起こる,лисэмс
822,beginnen::V,始まる,ушодомс
823,enden::V,終わる,лоткамс
824,wechseln::V,変わる,полавтнемс
825,aufgehen[Sonne]::V,出る,лисемс
826,aufgehen[Sonne]::V,出る,стямс
827,untergehen[Sonne]::V,沈む,валгомс
828,scheinen[Sonne]::V,輝く,валдомтомс
829,donnern::V,雷が鳴る,цярномс
830,donnern::V,雷が鳴る,галдордомс
831,wehen::V,吹く,пувамс
832,strömen::V,流れる,чудемс
833,fließen::V,流れる,чудемс
834,sich drehen::V,回転する,велямс
