,Concept_ID,myv,la
820,passieren::V,лисэмс,accidere
821,beginnen::V,ушодомс,incipere
822,enden::V,лоткамс,finem habere
823,wechseln::V,полавтнемс,mutari
824,aufgehen[Sonne]::V,лисемс,oriri
825,aufgehen[Sonne]::V,стямс,oriri
826,untergehen[Sonne]::V,валгомс,occidere
827,scheinen[Sonne]::V,валдомтомс,lucere
828,donnern::V,цярномс,tonare
829,donnern::V,галдордомс,tonare
830,wehen::V,пувамс,flare
831,strömen::V,чудемс,fluere
832,fließen::V,чудемс,manare
833,sich drehen::V,велямс,torqueri
834,schwanken::V,лыкамс,vacillare
835,schwanken::V,якамс,vacillare
836,schwingen::V,нурсемс,vibrare
837,schwingen::V,лыкамс,vibrare
838,fallen::V,прамс,cadere
839,fallen::V,сяворемс,cadere
840,brennen::V,паломс,ardere
841,rauchen::V,качадомс,fumare
842,regnen::V,пиземс,pluere
843,gefrieren::V,кельмемс,congelari
844,tauen::V,соламс,rorare
845,schmelzen::V,соламс,liquescere
846,trocknen::V,коськемс,arescere
847,sieden::V,лакамс,fervere
848,sieden::V,пиксемс,fervere
849,faulen::V,наксадомс,putescere
850,verfaulen::V,наксадомс,putescere
851,reißen::V,сезневемс,scindi
852,versinken::V,ваямс,mergi
853,vergehen::V,ютамс,praeterire
854,erscheinen::V,лисемс,apparere
855,verschwinden::V,ёмамс,discedere
856,sinken::V,явамс,labi
857,abnehmen::V,киремемс,deminui
858,zunehmen::V,ламолгадомс,augeri
859,zunehmen::V,раштамс,augeri
860,steigen::V,куземс,augescere
861,steigen::V,кепсевемс,augescere
862,wachsen::V,касомс,crescere
863,glänzen::V,цитнемс,splendere
864,funkeln::V,пиндолдомс,micare
865,funkeln::V,цивтёрдомс,micare
866,lärmen::V,шалномс,strepere
867,läuten::V,гайгезевемс,sonare
868,klingeln::V,чавомс баягас,tinnire
869,klirren::V,калдордомс,crepare
870,klirren::V,кальцяемс,crepare
871,brausen::V,лакамс,saevire
872,rauschen::V,лажномс,crepare
873,klingen::V,гайгемс,sonare
874,bellen::V,онгомс,latrare
875,heulen::V,урномс,ululare
876,blasen::V,пувамс,flare
877,pfeifen::V,вешкемс,sibilare
878,schreien::V,пижнемс,clamare
879,stöhnen::V,кувсемс,gemere
880,zittern::V,тарномс,tremere
881,zittern::V,тарномс,trepidare
882,leben::V,эрямс,vivere
883,geboren werden::V,чачомс,nasci
884,atmen::V,лексемс,spirare
885,trinken::V,симемс,bibere
886,essen::V,ярсамс,edere
887,schlucken::V,нилемс,devorare
888,schlucken::V,порнемс,devorare
889,müde werden::V,сиземс,fatigari
890,einschlafen::V,матедевемс,obdormiscere
891,schlafen::V,удомс,dormire
892,aufwachen::V,сыргоземс,expergisci
893,aufstehen::V,стямс,exsurgere
894,sich erholen::V,оймсемс,se reficere
895,krank werden::V,сэредезевемс,aegrescere
896,krank sein::V,сэредемс,aegrotare
897,schmerzen::V,сэредемс,dolere
898,husten::V,козомс,tussire
899,genesen::V,пичкамс,convalescere
900,sterben::V,куломс,mori
901,umkommen::V,чавовомс,perire
902,umkommen::V,ёмамс,perire
903,sich bewegen::V,шаштомс,se movere
904,sich rühren::V,сыргамс,micare
905,sich erheben::V,куземс,surgere
906,sich setzen::V,озамс,considere
907,hinfallen::V,прамс,cadere
908,hinfallen::V,сяворемс,cadere
909,laufen::V,якамс,vadere
910,schreiten::V,эскелямс,gradi
911,schreiten::V,молемс,gradi
912,spazierengehen::V,якамс,ambulare
913,eilen::V,эрзкалемс,properare
914,eilen::V,капшамс,properare
915,sich beeilen::V,капшамс,festinare
916,sausen::V,ливтямс,currere
917,rennen::V,чийнемс,currere
918,rennen::V,ардтнемс,currere
919,springen::V,кирнявтнемс,salire
920,klettern::V,куземс,niti
921,schaukeln::V,нурямс,oscillare
922,kriechen::V,ёзмолдомс,repere
923,kriechen::V,ёзмолдомс,serpere
924,schwimmen::V,уемс,nare
925,schwimmen::V,уемс,natare
926,tauchen::V,чопавтомс,mergere
927,tauchen::V,чопавтнемс,mergere
928,rudern::V,миледемс,remigare
929,fahren::V,ардомс,vehi
930,fliegen::V,ливтямс,volare
931,gehen::V,туемс,ire
932,gehen::V,туемс,vadere
933,gehen::V,молемс,ire
934,gehen::V,молемс,vadere
935,weggehen::V,туемс,abire
936,weggehen::V,туемс,discedere
937,abfahren::V,туемс,proficisci
938,anhalten::V,лоткамс,consistere
939,hineingehen::V,совамс,inire
940,hineingehen::V,совамс,ingredi
941,eintreten::V,совамс,intrare
942,eintreten::V,эскельдямс,intrare
943,kommen::V,самс,venire
944,ankommen::V,самс,advenire
945,ankommen::V,пачкодемс,advenire
946,zurückkommen::V,велявтомс,revenire
947,bleiben::V,кадовомс,manere
948,warten::V,учомс,opperiri
949,erwarten::V,учомс,opperiri
950,erwarten::V,учомс,expectare
951,suchen::V,вешнемс,quaerere
952,finden::V,муемс,reperire
953,versuchen::V,варштамс,conari
954,versuchen::V,варштамс,temptare
955,vorbereiten::V,анокстамс,parare
956,lieben::V,вечкемс,amare
957,mögen::V,вечкемс,amare
958,lachen::V,пейдемс,ridere
959,rühren::V,токамс седейс,commovere
960,weinen::V,авардемс,flere
961,schimpfen::V,сёвномс,increpare
962,sich ärgern::V,кежиявтнемс,indignari
963,sich fürchten::V,пелемс,vereri
964,fürchten::V,пелемс,timere
965,fliehen::V,оргодемс,fugere
966,flüchten::V,ворьгодемс,effugere
967,flüchten::V,чадомс,effugere
968,sehen::V,неемс,videre
969,anschauen::V,ваномс,aspectare
970,ansehen::V,ваномс,spectare
971,hören::V,марямс,audire
972,zuhören::V,кунсоломс,auscultare
973,probieren::V,варшамс,gustare
974,riechen::V,никсемс,olfacere
975,fühlen::V,марямс,sentire
976,scheinen::V,марявомс,videri
977,zu sehen sein::V,неявомс,conspici
978,vernehmen::V,марямс,comperire
979,frieren::V,кельмемс,algere
980,tun::V,теемс,facere
981,können::V,маштомс,posse
982,wollen::V,бажамс,velle
983,anfangen::V,кармамс,incipere
984,beenden::V,прядомс,finire
985,aufhören::V,лоткамс,desistere
986,gelingen::V,удаламс,contingere
987,geraten::V,лисемс,evenire
988,öffnen::V,панжомс,aperire
989,schließen::V,пекстамс,claudere
990,schließen::V,сёлгомс,claudere
991,schließen::V,конямс,claudere
992,stellen::V,аравтомс,sistere
993,setzen::V,ойсевтемс,ponere
994,setzen::V,озавтнемс,ponere
995,legen::V,путомс,ponere
996,berühren::V,токамс,tangere
997,verbinden::V,содомс,iungere
998,bedecken::V,вельтямс,tegere
999,bedecken::V,вельтямс,operire
1000,aufhängen::V,понгавтомс,suspendere
1001,anzünden::V,кирвастемс,accendere
1002,anzünden::V,кирвастемс,inflammare
1003,aufheben::V,кепедемс,tollere
1004,zurücklassen::V,кадомс,relinquere
1005,verlieren::V,ёмавтомс,perdere
1006,verlieren::V,ёмавтомс,amittere
1007,fallen lassen::V,правтомс,dimittere
1008,machen::V,теемс,facere
1009,herstellen::V,анокстамс,fabricare
1010,bauen::V,путомс,construere
1011,reparieren::V,витемс,reparare
1012,verbessern::V,паролгавтомс,emendare
1013,verbessern::V,вадрялгавтомс,emendare
1014,ändern::V,полавтомс,mutare
1015,graben::V,чувомс,fodere
1016,graben::V,таргамс,fodere
1017,beugen::V,мендемс,flectere
1018,biegen::V,комавтомс,curvare
1019,drehen::V,чаравтомс,torquere
1020,drehen::V,велявтнемс,torquere
1021,wenden::V,велявтомс,vertere
1022,umdrehen::V,велявтомс,convertere
1023,heben::V,кепедемс,tollere
1024,hochheben::V,кепедемс,levare
1025,ergreifen::V,кундамс,capessere
1026,halten::V,кирдемс,tenere
1027,drücken::V,нуемс,premere
1028,schieben::V,шаштомс,promovere
1029,kratzen::V,ангордамс,radere
1030,lecken::V,нолсемс,lambere
1031,beißen::V,сускомс,mordere
1032,abreißen::V,сеземс,avellere
1033,abschneiden::V,печкемс,desecare
1034,binden::V,кодамс,ligare
1035,binden::V,сюлмамс,ligare
1036,stecken::V,сялгомс,inserere
1037,brechen::V,синдемс,rumpere
1038,brechen::V,калавтомс,rumpere
1039,klopfen::V,калтаямс,pultare
1040,hauen::V,чавомс,ferire
1041,kleben::V,педявтнемс,agglutinare
1042,reiben::V,ёзамс,terere
1043,streichen::V,вадемс,oblinere
1044,schleifen::V,човамс,acuere
1045,schneiden::V,керямс,secare
1046,rütteln::V,чукамс,quassare
1047,rütteln::V,лыкавтомс,quassare
1048,schütteln::V,чукамс,quatere
1049,schwenken::V,яхолемс,ventilare
1050,schütten::V,каямс,fundere
1051,füllen::V,пештямс,complere
1052,einwickeln::V,тапарямс,involvere
1053,tragen::V,кандомс,ferre
1054,tragen::V,кандомс,portare
1055,schleppen::V,ускомс,pertrahere
1056,ziehen::V,ускомс,trahere
1057,aufbewahren::V,ванстомс,asservare
1058,werfen::V,ёртомс,iacere
1059,fangen::V,кундамс,capere
1060,packen::V,кундамс,capessere
1061,verstecken::V,кекшемс,abdere
1062,teilen::V,явомс,partiri
1063,teilen::V,явомс,dividere
1064,schicken::V,кучомс,mittere
1065,bringen::V,кандомс,apportare
1066,hinzufügen::V,путомс,addere
1067,hinzufügen::V,максомс,addere
1068,bekommen::V,саемс,adipisci
1069,erhalten::V,саемс,accipere
1070,nehmen::V,саемс,sumere
1071,wählen::V,кочкамс,eligere
1072,auswählen::V,кочкамс,deligere
1073,bewahren::V,ванстомс,conservare
1074,behindern::V,кирдемс,impedire
1075,verderben::V,коламс,corrumpere
1076,beschädigen::V,теемс зыян,laedere
1077,zerbrechen::V,коламс,rumpere
1078,zerbrechen::V,коламс,frangere
1079,zerreißen::V,сеземс,discindere
1080,zerstören::V,калавтомс,delere
1081,verbrennen::V,пултамс,urere
1082,verbrennen::V,пултамс,cremare
1083,geben::V,максомс,dare
1084,reichen::V,максомс,praebere
1085,schenken::V,каземс,donare
1086,schenken::V,каземс,largiri
1087,versprechen::V,алтамс,polliceri
1088,versprechen::V,алтамс,promittere
1089,wünschen::V,арсемс,
1090,loben::V,шнамс,laudare
1091,küssen::V,палсемс,osculari
1092,wiegen::V,нурсемс,
1093,zudecken::V,тавадомс,tegere
1094,zudecken::V,вельтямс,tegere
1095,wecken::V,стявтомс,excitare
1096,zeigen::V,невтемс,monstrare
1097,führen::V,ветямс,ducere
1098,lehren::V,тонавтомс,docere
1099,unterrichten::V,тонавтомс,instituere
1100,aufziehen::V,трямс,nutrire
1101,aufziehen::V,кастомс,nutrire
1102,leiten::V,ветямс,ducere
1103,leiten::V,азоркстамс,ducere
1104,antreiben::V,ветямс,incitare
1105,lassen::V,кармавтомс,iubere
1106,einladen::V,тердемс,invitare
1107,vereinigen::V,вейсэндямс,coniungere
1108,vereinigen::V,вейс путомс,coniungere
1109,vereinigen::V,вейс пурнамс,coniungere
1110,besuchen::V,варштамс,visere
1111,treffen::V,вастомс,convenire
1112,sich versammeln::V,промокшномс,convenire
1113,spielen::V,налксемс,ludere
1114,singen::V,морамс,cantare
1115,tanzen::V,киштемс,saltare
1116,sich trennen::V,явомс,digredi
1117,sich trennen::V,явомс,discedere
1118,verlassen::V,кадомс,deserere
1119,verlassen::V,кадомс,relinquere
1120,retten::V,идемс,servare
1121,bewachen::V,ванстомс,custodire
1122,schützen::V,аштемс,tueri
1123,schützen::V,аштемс,tutari
1124,verteidigen::V,ваномс,defendere
1125,sich schlagen::V,тюремс,luctari
1126,schießen::V,ледемс,iaculari
1127,siegen::V,изнямс,vincere
1128,ärgern::V,кежейгавтомс,irritare
1129,schlagen::V,токамс,ferire
1130,treten::V,тапамс,calcare
1131,stechen::V,пупамс,pungere
1132,stoßen::V,тулкадемс,tundere
1133,stehlen::V,саламс,furari
1134,stören::V,пирямс ки,turbare
1135,belästigen::V,а максомс,obtundere
1136,belästigen::V,а кадомс оймамо,obtundere
1137,verbergen::V,сёпомс,celare
1138,verbergen::V,сёпомс,occultare
1139,verbergen::V,кекшемс,celare
1140,verbergen::V,кекшемс,occultare
1141,täuschen::V,манямс,fallere
1142,betrügen::V,манчемс,fraudare
1143,töten::V,чавномс,necare
1144,töten::V,чавномс,caedere
1145,töten::V,маштнемс,necare
1146,töten::V,маштнемс,caedere
1147,wohnen::V,эрямс,habitare
1148,arbeiten::V,важодемс,laborare
1149,sammeln::V,пурнамс,colligere
1150,pflücken::V,ноцковтнемс,carpere
1151,jagen::V,кундамс,venari
1152,fischen::V,калонь кундамс,piscari
1153,fassen::V,кундамс,capere
1154,hüten::V,ваномс,custodire
1155,treiben::V,панемс,agere
1156,anbinden::V,сюлмамс,alligare
1157,füttern::V,андомс,nutrire
1158,melken::V,потявтомс,mulgere
1159,hacken::V,лазномс,findere
1160,gießen::V,валомс,rigare
1161,reifen::V,кенеремс,maturescere
1162,zubereiten::V,анокстамс,apparare
1163,kochen::V,пидемс,coquere
1164,backen::V,пидемс,coquere
1165,braten::V,пуштамс,torrere
1166,umrühren::V,човорямс,commovere
1167,stricken::V,кодамс,texere
1168,nähen::V,стамс,suere
1169,färben::V,артомс,tingere
1170,reinigen::V,урядамс,purgare
1171,waschen::V,муськемс,lavare
1172,abwischen::V,нардамс,abstergere
1173,spülen::V,ёрвалдомс,perluere
1174,fegen::V,тенсемс,verrere
1175,kehren::V,тенсемс,purgare
1176,baden::V,экшелямс,lavari
1177,sich waschen::V,шлямс,lavari
1178,ausziehen::V,кайсевтемс,exuere
1179,anziehen::V,оршамс,induere
1180,sich anziehen::V,оршамс,vestiri
1181,kämmen::V,судрямс,pectere
1182,schmücken::V,мазылгавтомс,ornare
1183,schmücken::V,мазылгавтомс,decorare
1184,schmücken::V,наряжамс,ornare
1185,schmücken::V,наряжамс,decorare
1186,sagen::V,меремс,dicere
1187,sprechen::V,кортамс,fari
1188,reden::V,кортамс,loqui
1189,sich unterhalten::V,кортнемс,colloqui
1190,sich unterhalten::V,кортнемс,disputare
1191,fragen::V,кевкстемс,rogare
1192,fragen::V,кевкстемс,quaerere
1193,bitten::V,вешемс,orare
1194,bitten::V,вешемс,rogare
1195,erzählen::V,ёвтнемс,narrare
1196,mitteilen::V,ёвтамс,communicare
1197,nennen::V,лемдемс,appellare
1198,nennen::V,путомс лем,appellare
1199,rufen::V,тердемс,vocare
1200,rufen::V,серьгедемс,vocare
1201,prahlen::V,шнамс пря,gloriari
1202,übersetzen::V,ютавтомс,vertere
1203,denken::V,арсемс,cogitare
1204,glauben::V,кемемс,credere
1205,bemerken::V,неемс,animadvertere
1206,erkennen::V,содамс,cognoscere
1207,begreifen::V,пачкодемс,comprehendere
1208,verstehen::V,чарькодемс,intellegere
1209,lernen::V,тонавтнемс,discere
1210,wissen::V,содамс,scire
1211,sich erinnern an::V,ледстямс,meminisse
1212,vergessen::V,стувтомс,oblivisci
1213,messen::V,онкстнемс,metiri
1214,zählen::V,ловомс,numerare
1215,rechnen::V,ловомс,reri
1216,rechnen::V,ловомс,calculare
1217,lesen::V,ловномс,legere
1218,malen::V,рисовамс,pingere
1219,zeichnen::V,рисовамс,scribere
1220,schreiben::V,сёрмадомс,scribere
1221,besitzen::V,улемс,possidere
1222,besitzen::V,улемс азорокс,possidere
1223,kaufen::V,рамамс,emere
1224,verkaufen::V,миемс,vendere
1225,bezahlen::V,пандомс,pendere
1226,zahlen::V,пандомс,solvere
1227,beherrschen::V,азоркстамс,regere
1228,beherrschen::V,азоркстамс,imperare
1229,ertragen::V,кирдемс,tolerare
1230,ertragen::V,кирдемс,sustinere
