,Concept_ID,tt,sah
763,hinter::PRP,арттан,кэлин
764,unter::PRP,астында,-ҕа
765,unter::PRP,астында,оһох түгэҕэ
766,durch::PRP,аша,курдары
767,neben::PRP,тирәсендә,аттыгар
768,zwischen::PRP,арасында,ыккардынан
769,wegen::PRP,сәбәпле,уҥуортан
770,dies::PRN,бу,ити
771,dies::PRN,бу,бу
772,das::PRN,ул,били
773,alles::PRN,һәммә,барыта
774,ich::PRN,мин,мин
775,du::PRN,син,эн
776,er::PRN,ул,кнни
777,wir::PRN,без,биһиги
778,ihr::PRN,сез,эһиги
779,sie::PRN,ул,кинилэр
780,was::FPRN,ни,туох
781,was::FPRN,нәрсә,туох
782,wer::FPRN,кем,ким
783,wo::FADV,кайда,ханна
784,wohin::FADV,кая,ханна
785,wie::FADV,ничек,хайдах
786,warum::FADV,нигә,тоҕо
787,wieviel::FNUM,ничә,төһө
788,eins::NUM,бер,биир
789,zwei::NUM,ике,икки
790,drei::NUM,өч,үс
791,vier::NUM,дүрт,түөрт
792,fünf::NUM,биш,биэс
793,sechs::NUM,алты,алта
794,sieben::NUM,җиде,сэттэ
795,acht::NUM,сигез,аҕыс
796,neun::NUM,тугыз,тоҕус
797,zehn::NUM,ун,уон
798,elf::NUM,унбер,уон биир
799,zwölf::NUM,унике,уон икки
800,zwanzig::NUM,егерме,сүүрбэ
801,dreißig::NUM,утыз,отут
802,vierzig::NUM,кырык,түөрт уон
803,fünfzig::NUM,илле,биэс уон
804,sechzig::NUM,алтмыш,алта уон
805,siebzig::NUM,җитмеш,сэттэ уон
806,achtzig::NUM,сиксән,аҕыс уон
807,neunzig::NUM,туксан,тоҕус уонус
808,hundert::NUM,йөз,сүүс
809,tausend::NUM,мең,тыһыынча
810,und::CNJ,вә,да
811,und::CNJ,вә,уонна
812,und::CNJ,вә,итиэннэ
813,oder::CNJ,яки,эбэтэр
814,oder::CNJ,яисә,эбэтэр
815,stehen::V,тору,тур
816,sitzen::V,утыру,олор
817,liegen::V,яту,сыт
818,hängen::V,эленү,санньылый
819,werden::V,булу,буол
820,passieren::V,булу,буол
821,beginnen::V,башлану,саҕалан
822,enden::V,бетү,бүт
823,wechseln::V,үзгәртү,уларый
824,aufgehen[Sonne]::V,чыгу,ой
825,untergehen[Sonne]::V,бату,киир
826,scheinen[Sonne]::V,яктырту,сырдат
827,donnern::V,күкрәү,эт
828,wehen::V,исү,үр
829,strömen::V,агу,кутулун
830,fließen::V,агу,сүүр
831,sich drehen::V,бөтерелү,эргий
832,schwanken::V,икеләнү,биэтэҥнээ
833,schwingen::V,тирбәлү,эйэҥнээ
834,fallen::V,егылу,оҕут
835,brennen::V,яну,умай
836,rauchen::V,төтәү,буруолаа
837,rauchen::V,төтенләү,буруолаа
838,regnen::V,яву,самыырдаа
839,gefrieren::V,кату,тоҥ
840,tauen::V,эрү,ир
841,tauen::V,эретү,ир
842,schmelzen::V,эрү,уулун
843,schmelzen::V,эретү,уулун
844,trocknen::V,кибү,куур
845,sieden::V,ургылу,оргуй
846,faulen::V,черү,сытый
847,verfaulen::V,черү,сытыйан_хаал
848,reißen::V,өзелү,хайыт
849,reißen::V,өзелү,быһытталан
850,versinken::V,бату,тимир
851,versinken::V,бату,батылын
852,vergehen::V,авышу,дьай
853,erscheinen::V,пәйда булу,көһүн
854,verschwinden::V,югалу,сүт
855,verschwinden::V,юк булу,сүт
856,sinken::V,кимү,намтаа
857,sinken::V,кайту,намтаа
858,abnehmen::V,азаю,аччаа
859,zunehmen::V,арту,элбээ
860,zunehmen::V,күбәю,элбээ
861,zunehmen::V,ишәю,элбээ
862,steigen::V,үсү,үрдээ
863,wachsen::V,үсү,үүн
864,glänzen::V,ялкылдау,кылбай
865,funkeln::V,ялтырау,күлүмнээ
866,funkeln::V,ялтырау,күлүмүрдээ
867,lärmen::V,шаулау,тыаһаа
868,läuten::V,шалтырату,собуоннаа
869,klingeln::V,шалтырату,линкинээ
870,klirren::V,чылтырау,айгырат
871,brausen::V,давыллау,сирилээ
872,brausen::V,дулау,сирилээ
873,rauschen::V,кыштырдау,суугунаа
874,klingen::V,ишетелү,доргуй
875,bellen::V,өрү,үр
876,heulen::V,улау,улуй
877,blasen::V,өрү,үр
878,pfeifen::V,сызгырту,иһиир
879,schreien::V,кычкыру,кылан
880,schreien::V,кычкыру,хаһыытаа
881,stöhnen::V,ыңгырашу,ынчыктаа
882,zittern::V,калтырау,титирээ
883,zittern::V,калтырау,дьигиһий
884,zittern::V,калтырану,титирээ
885,zittern::V,калтырану,дьигиһий
886,leben::V,яшәү,олор
887,leben::V,гомер итү,олор
888,geboren werden::V,туу,төрөө
889,atmen::V,сулау,тыын
890,trinken::V,эчү,ис
891,essen::V,ашау,аһаа
892,schlucken::V,йоту,ыйыһын
893,müde werden::V,ялыгу,сылай
894,müde werden::V,йөгенү,сылай
895,einschlafen::V,йокыга китү,утуйан хаал
896,schlafen::V,йоклау,утуй
897,schlafen::V,йоклау,утуйа сыт
898,aufwachen::V,уяну,уһугун
899,aufstehen::V,тору,тур
900,sich erholen::V,ял алу,сынньан
901,sich erholen::V,истирахәт итү,сынньан
902,krank werden::V,чирләү,ыарый
903,krank sein::V,чирләү,ыарый
904,krank sein::V,чирләү,ыарыт
905,schmerzen::V,авырту,ыарыт
906,husten::V,ютәлләү,сөтөлүн
907,genesen::V,савыгу,көн
908,genesen::V,сәламәтләнү,көн
909,sterben::V,үлү,өл
910,sterben::V,дөнья кую,өл
911,sterben::V,вафат булу,өл
912,umkommen::V,үлү,өл
913,umkommen::V,үлү,оҕут
914,sich bewegen::V,йөрү,хамсаа
915,sich rühren::V,кыймылдау,хамсаа
916,sich erheben::V,басу,тур
917,sich setzen::V,утыру,олор
918,hinfallen::V,егылу,оҕут
919,laufen::V,җәяүләү,хаам
920,schreiten::V,атлау,атыллаа
921,spazierengehen::V,йөрү,дьаарбай
922,spazierengehen::V,йөргенү,дьаарбай
923,eilen::V,ашыгу,тиэтэй
924,sich beeilen::V,ашыгу,ыксаа
925,sich beeilen::V,кызулау,ыксаа
926,sausen::V,җилдерү,элээр
927,rennen::V,йөгерү,сүүрэкэлээ
928,springen::V,сикерү,ой
929,springen::V,сикерү,ыстан
930,klettern::V,үрмәләү,ытын
931,schaukeln::V,атыну,эйэҥнээ
932,schaukeln::V,атыну,биэрэҥнээ
933,kriechen::V,шуышу,сыыл
934,kriechen::V,үрмәләү,сыыл
935,schwimmen::V,йөзү,уһун
936,schwimmen::V,йөзү,харбаа
937,tauchen::V,чуму,умус
938,rudern::V,ишү,эрт
939,fahren::V,бару,айаннаа
940,fliegen::V,очу,көт
941,gehen::V,йөрү,бар
942,weggehen::V,китү,бар
943,abfahren::V,кузгалу,бар
944,anhalten::V,тукталу,тохтоо
945,hineingehen::V,инү,киир
946,eintreten::V,инү,киир
947,kommen::V,килү,кэл
948,ankommen::V,бару,кэл
949,ankommen::V,бару,тиий
950,zurückkommen::V,кире кайту,төнүн
951,bleiben::V,калу,хаал
952,warten::V,көтү,көһүт
953,erwarten::V,көтү,күүт
954,erwarten::V,көтү,көһүт
955,suchen::V,эзләү,ирдээ
956,suchen::V,эзләү,көрдөө
957,finden::V,табу,бул
958,versuchen::V,маташу,сорун
959,vorbereiten::V,хәзерләү,бэлэмнээ
960,lieben::V,сөю,таптаа
961,lieben::V,ярату,таптаа
962,mögen::V,өнәү,сөбүл
963,lachen::V,көлү,күл
964,rühren::V,дулкынландыру,долгут
965,weinen::V,елау,ытаа
966,schimpfen::V,сүгү,үөҕүс
967,schimpfen::V,сүгенү,үөҕүс
968,sich ärgern::V,ачулану,кыыһыр
969,sich ärgern::V,ачулану,кыйахан
970,sich fürchten::V,курку,куттан
971,sich fürchten::V,курку,дьиксин
972,fürchten::V,калтырау,дьиксин
973,fürchten::V,калтырау,куттан
974,fürchten::V,калтырану,дьиксин
975,fürchten::V,калтырану,куттан
976,fliehen::V,арка бирү,күрээ
977,flüchten::V,качу,күрээ
978,sehen::V,күрү,көр
979,anschauen::V,карау,көр
980,ansehen::V,карау,көр
981,ansehen::V,күзәтү,көр
982,hören::V,ишетү,бил
983,hören::V,ишетү,иһит
984,zuhören::V,тыңлау,иһит
985,probieren::V,тату,боруобалаан көр
986,probieren::V,тату,амсайан көр
987,riechen::V,иснәү,сытырҕаа
988,fühlen::V,тою,бил
989,fühlen::V,сизү,бил
990,scheinen::V,күренү,көһүн
991,zu sehen sein::V,күренү,көһүн
992,vernehmen::V,ишетү,иһит
993,frieren::V,өшү,тоҥ
994,frieren::V,өшү,үлүй
995,frieren::V,күшегү,тоҥ
996,frieren::V,күшегү,үлүй
997,tun::V,итү,гын
998,können::V,алу,кыай
999,wollen::V,теләү,баҕар
1000,anfangen::V,керешү,саҕалаа
1001,beenden::V,бетерү,бүтэр
1002,beenden::V,тәмамлау,бүтэр
1003,aufhören::V,бетү,уурай
1004,gelingen::V,уңу,сатан
1005,geraten::V,сабышу,баар буолан биэр
1006,geraten::V,сабышу,баар буола тус
1007,geraten::V,сабышу,буолан таҕыс
1008,öffnen::V,ачу,ас
1009,schließen::V,ябу,сап
1010,schließen::V,ябу,хатаа
1011,stellen::V,кую,уур
1012,stellen::V,кую,туруор
1013,setzen::V,утырту,туруор
1014,setzen::V,утырту,уур
1015,legen::V,яткыру,уур
1016,berühren::V,тию,тыыт
1017,berühren::V,тию,таарый
1018,verbinden::V,ялгау,кэлгий
1019,bedecken::V,өрту,бүрүй
1020,bedecken::V,каплау,бүрүй
1021,bedecken::V,томалау,бүрүй
1022,aufhängen::V,асу,ыйаа
1023,anzünden::V,кабызу,умат
1024,aufheben::V,күтәрү,өрө тарт
1025,zurücklassen::V,калдыру,бырах
1026,verlieren::V,югалту,сүтэр
1027,fallen lassen::V,төшерү,түһэр
1028,fallen lassen::V,төшерү,мүлчү тут
1029,machen::V,ясау,оҥор
1030,machen::V,ясау,оҥоһун
1031,machen::V,эшләү,оҥор
1032,machen::V,эшләү,оҥоһун
1033,herstellen::V,ясау,оҥор
1034,bauen::V,кору,тут
1035,reparieren::V,төзәтү,абырахтаа
1036,verbessern::V,яхшырту,тупсар
1037,ändern::V,үзгәртү,уларыт
1038,graben::V,казу,хас
1039,beugen::V,ию,бокут
1040,beugen::V,ию,токурут
1041,beugen::V,ию,бүк баттаа
1042,biegen::V,бөгү,иэх
1043,biegen::V,бөгү,өҕүлүннэр
1044,drehen::V,бору,эргит
1045,drehen::V,бору,эргичит
1046,drehen::V,бөтерү,эргит
1047,drehen::V,бөтерү,эргичит
1048,wenden::V,бору,эргилин
1049,umdrehen::V,түнтәрү,түҥнэр
1050,heben::V,күтәрү,көтөх
1051,hochheben::V,күтәрү,таһаар
1052,ergreifen::V,эләктерү,тут
1053,halten::V,тоту,тут
1054,drücken::V,кысу,ык
1055,schieben::V,кузгату,ас
1056,kratzen::V,тырнау,кыһыы
1057,lecken::V,ялау,салаа
1058,beißen::V,тешләү,ытыр
1059,abreißen::V,өзү,быһа тарт
1060,abreißen::V,өзү,туура тарт
1061,abschneiden::V,кыю,быс
1062,abschneiden::V,кыю,быһан ыл
1063,abschneiden::V,кыю,быһа баттаа
1064,abschneiden::V,кисү,быс
1065,abschneiden::V,кисү,быһан ыл
1066,abschneiden::V,кисү,быһа баттаа
1067,binden::V,бәйләү,кэлгий
1068,stecken::V,төртү,батары ас
1069,stecken::V,тыгу,батары ас
1070,brechen::V,сындыру,тоһут
1071,klopfen::V,шаку,тоҥсуй
1072,klopfen::V,шакылдау,тоҥсуй
1073,hauen::V,кыйнау,оҕус
1074,kleben::V,ябыштыру,силимнээ
1075,reiben::V,ышку,аал
1076,streichen::V,ягу,сыбаа
1077,schleifen::V,кайрау,чочуй
1078,schneiden::V,кисү,быс
1079,rütteln::V,селкетү,иэҕэҥнэт
1080,schütteln::V,селкетү,сахсый
1081,schwenken::V,болгау,дайбаа
1082,schütten::V,кою,кут
1083,füllen::V,тутыру,толор
1084,einwickeln::V,төрү,суулаа
1085,tragen::V,ташу,ит
1086,schleppen::V,сөйрәү,сос
1087,schleppen::V,өстерәү,сос
1088,ziehen::V,тарту,тарт
1089,aufbewahren::V,саклау,уур
1090,aufbewahren::V,саклау,харай
1091,werfen::V,ыргыту,бырах
1092,fangen::V,тоту,хап
1093,packen::V,эләктерү,тут
1094,verstecken::V,яшерү,саһыар
1095,teilen::V,бүлү,үллэр
1096,schicken::V,җибәрү,ыыт
1097,bringen::V,китерү,аҕал
1098,hinzufügen::V,өстәү,эп
1099,bekommen::V,алу,ыл
1100,bekommen::V,алу,булун
1101,erhalten::V,алу,ыл
1102,nehmen::V,алу,ыл
1103,wählen::V,сайлау,быыбардаа
1104,auswählen::V,сайлау,тал
1105,bewahren::V,саклау,харай
1106,behindern::V,комачаулау,мэһэйдээ
1107,verderben::V,бозу,буорту гын
1108,beschädigen::V,бозу,алдьат
1109,zerbrechen::V,вату,үлтүрүт
1110,zerreißen::V,өзү,хайыта тарт
1111,zerreißen::V,ерту,хайыта тарт
1112,zerstören::V,җимерү,алдьат
1113,verbrennen::V,яндыру,уоттаа
1114,verbrennen::V,көйдерү,уоттаа
1115,geben::V,бирү,биэр
1116,reichen::V,тапшыру,аҕал
1117,schenken::V,бүләкләү,бэлэхтээ
1118,versprechen::V,вәгъдә бирү,эрэннэр
1119,wünschen::V,котлау,баҕар
1120,loben::V,мактау,хайҕаа
1121,küssen::V,үбү,уураа
1122,wiegen::V,тирбәтү,бигээ
1123,zudecken::V,ябу,сап
1124,zudecken::V,ябу,бүрүй
1125,zudecken::V,бөркәү,сап
1126,zudecken::V,бөркәү,бүрүй
1127,wecken::V,уяту,уһугуннар
1128,zeigen::V,күрсәтү,көрдөр
1129,führen::V,йөртү,салай
1130,lehren::V,өйрәтү,үөрэт
1131,unterrichten::V,укыту,үөрэт
1132,aufziehen::V,асрау,иит
1133,leiten::V,җитәкләү,салай
1134,antreiben::V,куалау,кыһай
1135,antreiben::V,әйдәләү,кыһай
1136,antreiben::V,ашыктыру,кыһай
1137,lassen::V,мәҗбүр итү,күһэй
1138,einladen::V,чакыру,ыҥыр
1139,vereinigen::V,берләштерү,холбоо
1140,vereinigen::V,берләштерү,түм
1141,besuchen::V,керешү,сырыт
1142,besuchen::V,керешү,билсэ сырыт
1143,treffen::V,очрату,көрүс
1144,sich versammeln::V,җыелышу,мүһүн
1145,sich versammeln::V,җыелышу,түмүс
1146,spielen::V,уйнау,оонньоо
1147,singen::V,җырлау,ыллаа
1148,tanzen::V,бию,үҥкүүлээ
1149,sich trennen::V,аерылу,араҕыс
1150,sich trennen::V,ташлашу,араҕыс
1151,verlassen::V,ташлау,хааллар
1152,verlassen::V,калдыру,хааллар
1153,retten::V,коткару,өрүһүй
1154,bewachen::V,каравыллау,араҥаччылаа
1155,schützen::V,ышыклау,көмүскээ
1156,verteidigen::V,яклау,көмүскээ
1157,verteidigen::V,саклау,көмүскээ
1158,sich schlagen::V,сугышу,охсус
1159,schießen::V,ату,ытыалаа
1160,siegen::V,җиңү,хот
1161,siegen::V,җиңү,кыай
1162,ärgern::V,ачуландыру,кыыһырт
1163,schlagen::V,ору,оҕус
1164,schlagen::V,бәрү,оҕус
1165,schlagen::V,тукмау,оҕус
1166,treten::V,тибү,тэп
1167,stechen::V,кадау,кэй
1168,stoßen::V,этү,кэп
1169,stoßen::V,этү,үтүрүй
1170,stehlen::V,урлау,уор
1171,stören::V,комачаулау,мэһэйдээ
1172,belästigen::V,борчу,батар
1173,belästigen::V,билмазалау,батар
1174,verbergen::V,яшерү,кистээ
1175,täuschen::V,алдату,албыннаа
1176,betrügen::V,хәрәмләшү,албыннаа
1177,töten::V,үтерү,өлөр
1178,wohnen::V,яшәү,олор
1179,arbeiten::V,эшләү,үлэлээ
1180,sammeln::V,туплау,мус
1181,sammeln::V,туплау,хомуй
1182,pflücken::V,өзү,үргээ
1183,jagen::V,аулау,бултаа
1184,fischen::V,балык тоту,балыктаа
1185,fassen::V,тоту,тут
1186,hüten::V,көтү,манаа
1187,treiben::V,куалау,үүр
1188,anbinden::V,бәйләү,баай
1189,füttern::V,туйдыру,аһат
1190,melken::V,саву,ыа
1191,hacken::V,чабу,кэрт
1192,gießen::V,сугару,сиигирт
1193,reifen::V,җитешү,бус
1194,zubereiten::V,пешеренү,бэлэмнээ
1195,kochen::V,пешерү,буһар
1196,kochen::V,кайнату,буһар
1197,backen::V,пешерү,буһар
1198,braten::V,куыру,хооруй
1199,braten::V,куыру,ыһаарылаа
1200,braten::V,куыру,соркуойдаа
1201,braten::V,кыздыру,хооруй
1202,braten::V,кыздыру,ыһаарылаа
1203,braten::V,кыздыру,соркуойдаа
1204,umrühren::V,бутау,былаа
1205,umrühren::V,болгату,былаа
1206,stricken::V,бәйләү,өр
1207,nähen::V,тегү,иистэн
1208,färben::V,ману,кырааскалаа
1209,reinigen::V,чистарту,ыраастаа
1210,waschen::V,юу,сууй
1211,abwischen::V,сөртү,сот
1212,spülen::V,чайкау,сайҕаа
1213,fegen::V,себерү,сиппий
1214,kehren::V,себерү,харбаа
1215,baden::V,коену,сөтүөлээ
1216,sich waschen::V,юыну,суун
1217,ausziehen::V,чишенү,уһул
1218,anziehen::V,кию,кэтэрт
1219,sich anziehen::V,киенү,таҥын
1220,kämmen::V,тарау,тараа
1221,schmücken::V,бизәү,симээ
1222,schmücken::V,бизәкләү,симээ
1223,sagen::V,дию,диэ
1224,sagen::V,әйтү,диэ
1225,sprechen::V,сөйләү,эт
1226,sprechen::V,сөйләү,саҥар
1227,sprechen::V,сөйләшү,эт
1228,sprechen::V,сөйләшү,саҥар
1229,reden::V,сөйләү,кэпсэт
1230,sich unterhalten::V,сөйләшү,кэпсэт
1231,fragen::V,сорау,ыйыт
1232,fragen::V,сорашу,ыйыт
1233,bitten::V,үтенү,көрдөс
1234,erzählen::V,сөйләү,кэпсээ
1235,erzählen::V,сөйләү,сэһэргээ
1236,mitteilen::V,белдерү,биллэр
1237,nennen::V,дию,ааттаа
1238,rufen::V,дәшү,ыҥыр
1239,prahlen::V,мактану,чабылан
1240,prahlen::V,мактану,киһиргээ
1241,prahlen::V,шапырыну,чабылан
1242,prahlen::V,шапырыну,киһиргээ
1243,übersetzen::V,күчерү,тылбаастаа
1244,denken::V,уйлау,санаа
1245,denken::V,уйлау,толкуйдаа
1246,glauben::V,инану,итэҕэй
1247,bemerken::V,искәрү,бэлиэтээ
1248,erkennen::V,тану,бил
1249,begreifen::V,аңлау,өйдөө
1250,begreifen::V,төшенү,өйдөө
1251,verstehen::V,аңлау,өйдөө
1252,verstehen::V,төшенү,өйдөө
1253,lernen::V,уку,үөрэн
1254,lernen::V,өйрәнү,үөрэн
1255,wissen::V,белү,бил
1256,sich erinnern an::V,хәтерләү,аҕын
1257,vergessen::V,оныту,умун
1258,messen::V,үлчәү,кэмнээ
1259,messen::V,үлчәү,кээмэйдээ
1260,zählen::V,санау,аах
1261,rechnen::V,исәпләү,аах
1262,lesen::V,уку,аах
1263,malen::V,рәсем ясау,уруһуйдаа
1264,malen::V,сурәт ясау,уруһуйдаа
1265,malen::V,сурәтләү,уруһуйдаа
1266,zeichnen::V,язу-сызу,уруһуйдаа
1267,zeichnen::V,сурәт ясау,уруһуйдаа
1268,schreiben::V,язу,суруй
1269,besitzen::V,биләү,баһылаа
1270,kaufen::V,алу,атыылас
1271,verkaufen::V,сату,атыылаа
1272,bezahlen::V,түләү,төлөө
1273,zahlen::V,түләү,төлөө
1274,beherrschen::V,ия булу,баһылаа
1275,ertragen::V,чыдау,тулуй
