,Concept_ID,ps,br
206,Asche::N,ایره,ludu
207,Dreck::N,ناپاکي,fank
208,Eisen::N,اوسپنه,houarn
209,Gold::N,سره زر,aour
210,Silber::N,نقره,arc'hant
211,Silber::N,سپین زر,arc'hant
212,Kohle::N,سکور,glaou
213,Kohle::N,سکاره,glaou
214,Glas::N,ښيښه,gwer
215,Lehm::N,خټه,
216,Sand::N,شګه,traezh
217,Mensch::N,انسان,den
218,Mann::N,سړی,den
219,Mann::N,نارینه,den
220,Frau::N,ښځه,maouez
221,Kind::N,بچی,bugel
222,Kind::N,ماشوم,bugel
223,Junge::N,هلک,paotr
224,Mädchen::N,نجلۍ,plac'h
225,Familie::N,کورنۍ,familh
226,Großvater::N,بابا,tad-kozh
227,Großmutter::N,انا,mamm-gozh
228,Eltern::N,مور او پلار,kerent
229,Vater::N,پلار,tad
230,Mutter::N,مور,mamm
231,Sohn::N,زوی,mab
232,Tochter::N,لور,merc'h
233,Bruder::N,ورور,breur
234,Schwester::N,خور,c'hoar
235,Onkel::N,تره,eontr
236,Onkel::N,ماما,eontr
237,Tante::N,خاله,moereb
238,Ehemann::N,مېړه,gwaz
239,Ehefrau::N,مېرمن,gwreg
240,Freude::N,خوشحالي,levenez
241,Gelächter::N,خندا,c'hoarzherezh
242,Glück::N,بخت,chañs
243,Kummer::N,غم,doan
244,Wunsch::N,هيله,c'hoant
245,Wunsch::N,غوښتنه,c'hoant
246,Lust::N,شوق,c'hoant
247,Lust::N,مینه,c'hoant
248,Geist::N,روح,spered
249,Gedanke::N,فکر,soñj
250,Gedächtnis::N,یاد,eñvor
251,Gedächtnis::N,حافظه,eñvor
252,Verstand::N,عقل,skiant
253,Verstand::N,شعور,skiant
254,Sinn::N,معنی,ster
255,Grund::N,علت,kaoz
256,Grund::N,اساس,kaoz
257,Wahrheit::N,حقیقت,gwirionez
258,Gespräch::N,مرکه,kaozeadenn
259,Gespräch::N,خبرې اترې,kaozeadenn
260,Märchen::N,افسانه,kaoz korriganez
261,Erzählung::N,قصه,kontadenn
262,Erzählung::N,کیسه,kontadenn
263,Nachricht::N,خبر,keloù
264,Neuigkeit::N,نوی خبر,kelaouenn
265,Name::N,نوم,anv
266,Rätsel::N,کیسۍ,divinatez
267,Rätsel::N,چیستان,divinatez
268,Rede::N,وینا,diskour
269,Sprache::N,ژبه,yezh
270,Stimme::N,غږ,mouezh
271,Stimme::N,اواز,mouezh
272,Wort::N,لغت,ger
273,Wort::N,کلمه,ger
274,Zeichen::N,نښه,sin
275,Zeichen::N,اشاره,sin
276,Ruf::N,ږغ,galv
277,Ruf::N,بلنه,galv
278,Lärm::N,غالمغال,trouz
279,Laut::N,ږغ,
280,Ton::N,اواز,ton
281,Lied::N,غزله,kanaouenn
282,Lied::N,سندره,kanaouenn
283,Ruhe::N,ارامي,sioulded
284,Leute::N,خلک,tud
285,Volk::N,ولس,pobl
286,Arbeit::N,کار,labour
287,Gast::N,مېلمه,kouviad
288,Geschenk::N,تحفه,prof
289,Geschenk::N,سوغات,prof
290,Spiel::N,لوبه,c'hoari
291,Gesellschaft::N,ډله,kompagnunezh
292,Gesellschaft::N,ډله,kavandad
293,Hilfe::N,کومک,sikour
294,Hilfe::N,مرسته,sikour
295,Freund::N,ملګری,mignon
296,Kamerad::N,انډيوال,kamarad
297,Angelegenheit::N,موضوع,afer
298,Anzahl::N,شمېر,niver
299,Anzahl::N,تعداد,niver
300,Art::N,ډول,sort
301,Stück::N,ټوټه,tamm
302,Teil::N,برخه,pezh
303,Hälfte::N,نیم,hanterenn
304,Kreis::N,دایره,kelc'h
305,Kreuz::N,صلیب,kroaz
306,Linie::N,خط,linenn
307,Linie::N,لیکه,linenn
308,Strich::N,کرښه,tenn
309,Abstand::N,فاصله,distok
310,Entfernung::N,واټن,keid
311,Entfernung::N,واټن,kehid
312,Gegend::N,سیمه,korn-bro
313,Gegend::N,منطقه,korn-bro
314,Platz::N,ځای,plasenn
315,Ort::N,ځای,lec'h
316,Seite::N,مخ,tu
317,Seite::N,اړخ,tu
318,Mitte::N,وسط,kreiz
319,Mitte::N,مینځ,kreiz
320,Gegenstand::N,شی,tra
321,Sache::N,شی,tra
322,Sache::N,څيز,tra
323,Rand::N,څنډه,kantenn
324,Rand::N,کناره,kantenn
325,Kante::N,اړخ,kantenn
326,Ecke::N,ګوټ,korn
327,Spitze::N,څوکه,begell
328,Ende::N,څوکه,dibenn
329,Loch::N,سوری,toull
330,Winkel::N,کنج,
331,Winkel::N,کوتی,
332,Muster::N,نمونه,tresadenn
333,Größe::N,قد,ment
334,Größe::N,لويوالی,ment
335,Länge::N,طول,hirder
336,Länge::N,اوږد والی,hirder
337,Höhe::N,جګوالی,uhelder
338,Gewicht::N,وزن,pouez
339,Menge::N,اندازه,bern
340,Haufen::N,کوټه,bern
341,Reihe::N,صف,steud
342,Reihe::N,کتار,steud
343,Boot::N,قايق,bag
344,Ruder::N,چپه,roeñv
345,Schlitten::N,ښویېدونی,trainell
346,Ski::N,سکي,ski
347,Lagerfeuer::N,اور,
348,Last::N,بار,karg
349,Last::N,پېټی,karg
350,Gang::N,تګ,kerzh
351,Schritt::N,ګام,paz
352,Norden::N,شمال,norzh
353,Norden::N,شمال,hanternoz
354,Süden::N,سوېل,su
355,Süden::N,سوېل,kreisteiz
356,Westen::N,لوېدېځ,kuzh-heol
357,Osten::N,شرق,reter
358,Osten::N,شرق,sav-heol
359,Osten::N,ختیځ,reter
360,Osten::N,ختیځ,sav-heol
361,Holz::N,لرګی,koad
362,Brett::N,تخته,plankenn
363,Platte::N,تخته,plakenn
364,Stütze::N,تکیوان,harp
365,Stange::N,ډاګه,sparl
366,Stock::N,لرګی,bazh
367,Stab::N,چيخله,bazh
368,Rohr::N,نل,tub
369,Rohr::N,نل,korz
370,Haus::N,کور,ti
371,Heim::N,کور,kêr
372,Ofen::N,تودنۍ,forn
373,Fußboden::N,غولی,plañchod
374,Tisch::N,مېز,taol
375,Stuhl::N,چوکۍ,kador
376,Wiege::N,زانګو,kavell
377,Bett::N,کټ,gwele
378,Bett::N,چپرکټ,gwele
379,Regal::N,تاخچۍ,estajerenn
380,Kiste::N,صندوق,kased
381,Fenster::N,کړکۍ,prenestr
382,Tür::N,دروازه,dor
383,Tor::N,دروازه,portal
384,Zaun::N,کټاره,sklotur
385,Dach::N,بام,toenn
386,Leiter::N,زينه,skeul
387,Besen::N,جارو,skubell
388,Spaten::N,یوم,pal
389,Schaufel::N,بېلچه,pal
390,Gabel::N,پنجه,fourchetez
391,Löffel::N,کاشوغه,loa
392,Messer::N,چاقو,kontell
393,Nagel::N,ميخ,tach
394,Netz::N,جال,roued
395,Haken::N,څنګک,krog
396,Griff::N,لاستی,kemer
397,Schloss::N,کلپ,potenn
398,Bild::N,رسم,skeudenn
399,Figur::N,قدوقامت,skeud
400,Figur::N,قدوقامت,figur
401,Puppe::N,ګوډۍ,merc'hodenn
402,Beutel::N,کڅوړه,sac'h
403,Bündel::N,دسته,feskenn
404,Tasche::N,بکس,sac'h
405,Tasche::N,توبره,sac'h
406,Eimer::N,سطل,sailh
407,Deckel::N,سرپوښ,pallenn
408,Geschirr::N,لوښی,listriaj
409,Sack::N,جوال,sac'h
410,Tasse::N,پیاله,tas
411,Topf::N,دېګی,pod
412,Kessel::N,دېګ,chaodouron
413,Essen::N,خوراک,pred
414,Nahrung::N,خوراک,boued
415,Speise::N,خواړه,meuz
416,Fleisch::N,غوښه,kig
417,Getreide::N,غله,ed
418,Brei::N,اوګره,yod
419,Brot::N,ډوډۍ,bara
420,Scheibe::N,مړۍ,tailhenn
421,Fett::N,غوړي,lard
422,Butter::N,کوچ,amann
423,Öl::N,تېل,eoul
424,Salz::N,مالګه,holen
425,Suppe::N,شوربا,soubenn
426,Honig::N,شات,mel
427,Milch::N,شوده,laezh
428,Tee::N,چای,te
429,Leder::N,څرمن,lêr
430,Wolle::N,پشم,gloan
431,Stoff::N,ټوټه,danvez
432,Nadel::N,ستن,nadoz
433,Faden::N,تار,neudenn
434,Knopf::N,تڼۍ,bouton
435,Knopf::N,تکمه,bouton
436,Knoten::N,غوټه,skoulm
437,Farbe::N,رنګ,liv
438,Kleidung::N,کالي,dilhad
439,Hemd::N,کميس,roc'hed
440,Kragen::N,غاړه,gouzoug
441,Ärmel::N,لستوڼی,milgin
442,Hose::N,پطلون,bragoù
443,Gürtel::N,کمربند,gouriz
444,Mütze::N,خولۍ,boned
445,Schuh::N,بوټ,botez
446,Stiefel::N,موزه,botez
447,Ring::N,ګوته,gwalenn
448,Band::N,فيته,bagad
449,Kamm::N,ګمنځ,krib
450,Spiegel::N,ایینه,melezour
451,Spiegel::N,هنداره,melezour
452,Riemen::N,تسمه,lerenn
453,Schnur::N,مزی,kordenn
454,Leine::N,رسۍ,roll
455,Decke::N,بړستن,golo
456,Kissen::N,بالښت,goubenner
457,Tuch::N,ټیکری,mezher
458,Handtuch::N,دسمال,toailhon
459,Kraft::N,زور,nerzh
460,Kraft::N,توان,nerzh
461,Stärke::N,قوت,nerzhder
462,Gesundheit::N,صحت,yec'hed
463,Gesundheit::N,روغتیا,yec'hed
464,Krankheit::N,مرض,klañved
465,Krankheit::N,ناروغي,klañved
466,Schmerz::N,درد,poan
467,Schmerz::N,درد,droug
468,Wunde::N,ټپ,gloazadenn
469,Wunde::N,زخم,gloazadenn
470,Fieber::N,تبه,terzhienn
471,Arznei::N,دوا,louzoù
472,Arznei::N,دارو,louzoù
473,Brücke::N,پول,pont
474,Brunnen::N,څاه,puñs
475,Brunnen::N,کوهی,puñs
476,Weide::N,وله,prad
477,Pfad::N,تړه,gwenodenn
478,Weg::N,لیار,hent
479,Straße::N,سړک,ru
480,Straße::N,سړک,hent
481,Dorf::N,کلی,kêr
482,Dorf::N,کلی,kêriadenn
483,Stadt::N,ښار,kêr
484,Brief::N,لیک,lizher
485,Brief::N,مکتوب,lizher
486,Buch::N,کتاب,levr
487,Buchstabe::N,حرف,lizherenn
488,Buchstabe::N,توری,lizherenn
489,Zeitung::N,اخبار,kazetenn
490,Leben::N,ژوند,buhez
491,Tod::N,مرګ,marv
492,Tod::N,مړینه,marv
493,Grab::N,قبر,bez
494,Grab::N,ډورۍ,bez
495,Kirche::N,کلیسا,iliz
496,Sünde::N,ګناه,pec'hed
497,Gott::N,خدای,doue
498,Arbeiter::N,کاریګر,labourer
499,Arbeiter::N,کاریګر,micherour
500,Chef::N,آمر,penn
501,Meister::N,استاد,mestr
502,Arzt::N,طبیب,mezeg
503,Arzt::N,طبیب,medisin
504,Arzt::N,ډاکټر,mezeg
505,Arzt::N,ډاکټر,medisin
506,Lehrer::N,معلم,skolaer
507,Lehrer::N,معلم,kelenner
508,Lehrer::N,ښوونکی,skolaer
509,Lehrer::N,ښوونکی,kelenner
510,Geld::N,پیسې,arc'hant
511,Geschäft::N,سوداګري,stal
512,Laden::N,دکان,stal
513,Laden::N,مغازه,stal
514,Preis::N,بیه,priz
515,Ware::N,مال,marc'hadourezh
516,Nutzen::N,ګټه,gounidegezh
517,Nutzen::N,ګټه,lañs
518,Nutzen::N,ګټه,profit
519,Nutzen::N,ګټه,spleit
520,Reichtum::N,شتمني,pinvidigezh
521,Welt::N,نړۍ,douar
522,Welt::N,دنیا,douar
523,Land::N,هېواد,bro
524,Staat::N,دولت,stad
525,König::N,باچا,roue
526,König::N,پادشاه,roue
527,Macht::N,قدرت,galloud
528,Grenze::N,حد,harzoù
529,Grenze::N,سرحد,harzoù
530,Krieg::N,جګړه,brezel
531,Feind::N,دښمن,eneber
532,Gewalt::N,زور,tâerder
533,Gewalt::N,تشدد,tâerder
534,Kampf::N,جنګ,kann
535,Kampf::N,مبارزه,kann
536,Bogen[Waffe]::N,لیندۍ,gwareg
537,Pfeil::N,غشی,saezh
538,Gewehr::N,ټوپک,fuzuilh
539,Fehler::N,خطا,fazi
540,Fehler::N,غلطي,fazi
541,Lüge::N,دروغ,gaou
542,Schaden::N,زیان,gwall
543,Schaden::N,تاوان,gwall
544,Unglück::N,بدبختي,gwalleur
545,Schuld::N,ګناه,kablusted
546,Schuld::N,ګناه,pec'hedigezh
547,Alter::N,منګ,oad
548,Schluss::N,اخر,diwezh
549,Zeit::N,وخت,amzer
550,Tag::N,ورځ,deizh
551,Morgen::N,سبا,beure
552,Morgen::N,سبا,mintin
553,Morgen::N,سهار,beure
554,Morgen::N,سهار,mintin
555,Mittag::N,غرمه,kreisteiz
556,Abend::N,ماښام,abardaez
557,Nacht::N,شپه,noz
558,Woche::N,اونۍ,sizhun
559,Monat::N,مياشت,miz
560,Jahr::N,کال,bloaz
561,Frühling::N,پسرلی,nevezamzer
562,Sommer::N,دوبی,hañv
563,Herbst::N,منی,diskaramzer
564,Herbst::N,خزان,diskaramzer
565,Winter::N,ژمی,goañv
566,Januar::N,جنوري,Genver
567,Februar::N,فبروري,C'hwevrer
568,März::N,مارچ,Meurzh
569,April::N,اپریل,Ebrel
570,Mai::N,مې,Mae
571,Juni::N,جون,Mezheven
572,Juli::N,جولای,Gouhere
573,August::N,اګست,Eost
574,September::N,سپټامبر,Gwengolo
575,Oktober::N,اکتوبر,Here
576,November::N,نومبر,Du
577,Dezember::N,دسمبر,Kerzu
578,Montag::N,دوشنبه,Lun
579,Dienstag::N,سه شنبه,Meurzh
580,Mittwoch::N,چارشنبه,Merc'her
581,Donnerstag::N,پنجشنبه,Yaou
582,Freitag::N,جمعه,Gwener
583,Samstag::N,خالي,Sadorn
584,Sonntag::N,یکشنبه,Sul
585,groß::A,لوی,bras
586,klein::A,وړوکی,bihan
587,lang::A,اوړد,hir
588,kurz::A,لنډ,berr
589,breit::A,پراخه,ledan
590,schmal::A,تنګ,strizh
591,dicht::A,ګڼ,stank
592,dick[Gegenstand]::A,پنډ,tev
593,dünn::A,نری,moan
594,fein::A,نازک,munut
595,fest::A,کلک,start
596,fest::A,ټینګ,start
597,flach::A,هوار,plaen
598,glatt::A,ښوی,lintr
599,glatt::A,ښوی,levn
600,hart::A,کلک,kalet
601,weich::A,نرم,blot
602,weich::A,پوست,blot
603,rund::A,ګرد,ront
604,spitz::A,تېره,poentet
605,scharf::A,تېز,dremm
606,scharf::A,تېره,dremm
607,stumpf::A,پڅ,talsoc'h
608,schwer::A,دروند,pounner
609,schön::A,ښکلی,kaer
610,heiß::A,تود,tomm
611,warm::A,تود,tomm
612,kalt::A,ېخ,yen
613,kalt::A,سوړ,yen
614,kühl::A,ېخ,yen
615,kühl::A,سوړ,yen
616,frisch::A,تازه,fresk
617,feucht::A,مرطوب,gleb
618,nass::A,لوند,gleb
619,trocken::A,وچ,sec'h
620,voll::A,ډک,leun
621,leer::A,خالی,goullo
622,offen::A,خلاص,digor
623,offen::A,پرانیستی,digor
624,geschlossen::A,تړلی,serr
625,sauber::A,پاک,naet
626,schmutzig::A,چټل,lous
627,roh::A,خام,kriz
628,reif::A,پوخ,darev
629,reif::A,رسېدلی,darev
630,lecker::A,خوندور,lipous
631,lecker::A,خوندور,saourus
632,lecker::A,مزه دار,lipous
633,lecker::A,مزه دار,saourus
634,süß::A,خوږ,dous
635,süß::A,شیرین,dous
636,bitter::A,تریخ,c'hwerv
637,sauer::A,ټاک,trenk
638,sauer::A,تريو,trenk
639,hell::A,روڼ,sklaer
640,hell::A,روښان,sklaer
641,dunkel::A,تیاره,teñval
642,schwarz::A,تور,du
643,weiß::A,سپين,gwenn
644,rot::A,سور,ruz
645,gelb::A,زېړ,melen
646,blau::A,شین,glas
647,blau::A,اسماني رنګه,glas
648,grün::A,زرغون,gwer
649,grau::A,خړ,louet
650,bunt::A,رنګارنګ,liesliv
651,billig::A,ارزان,marc'had-mat
652,teuer::A,ګران,ker
653,wertvoll::A,قیمتي,prizius
654,blind::A,ړوند,dall
655,taub::A,کوڼ,bouzar
656,kräftig::A,قوی,start
657,stark::A,قوی,kreñv
658,stark::A,تکړه,kreñv
659,schwach::A,ضعیف,gwan
660,schwach::A,کمزوری,gwan
661,fett::A,چاغ,lard
662,schlank::A,خوش اندام,sinkl
663,hübsch::A,ښکلی,koant
664,hübsch::A,ښایسته,koant
665,böse::A,شریر,gwall
666,böse::A,قهرناک,gwall
667,dumm::A,احمق,glep
668,faul::A,لټ,lezirek
669,faul::A,تنبل,lezirek
670,fleißig::A,زحمت کښ,studius
671,geizig::A,بخیل,tost
672,klug::A,عاقل,speredek
673,klug::A,هوښیار,speredek
674,geschickt::A,ماهر,dornet
675,lieb::A,عزیز,koant
676,lieb::A,محبوب,koant
677,lustig::A,خوشحال,laouen
678,sanft::A,پوست,flour
679,sanft::A,ملایم,flour
680,hungrig::A,وږی,marnaon
681,krank::A,مريض,klañv
682,krank::A,ناروغ,klañv
683,nackt::A,لوڅ,noazh
684,traurig::A,غمجن,trist
685,lebendig::A,ژوندی,bev
686,gut::A,ښه,mad
687,schlecht::A,بد,fall
688,schlecht::A,بد,gwall
689,schlecht::A,خراب,fall
690,schlecht::A,خراب,gwall
691,richtig::A,سم,reizh
692,richtig::A,صحیح,reizh
693,schlimm::A,بد,gwall
694,schlimm::A,مخوف,gwall
695,wahr::A,واقعي,gwir
696,alt::A,زوړ,kozh
697,neu::A,نوی,nevez
698,ehemalig::A,پخوانی,kozh
699,alt[Lebewesen]::A,زوړ,kozh
700,jung::A,ځوان,yaouank
701,arm::A,غریب,paour
702,arm::A,بې وزله,paour
703,reich::A,شتمن,pinvidik
704,reich::A,دولتمند,pinvidik
705,bekannt::A,اشنا,anavezet
706,berühmt::A,مشهور,brudet
707,fremd::A,پردی,dizanav
708,fremd::A,بېګانه,dizanav
709,verschieden::A,مختلف,disheñel
710,nah::A,نژدې,nes
711,fern::A,لیری,diabell
712,linker::A,چپ,kleiz
713,linker::A,کیڼ,kleiz
714,rechter::A,ښی,dehoù
715,anderer::A,بل,all
716,erster::A,لومړی,kentañ
717,zweiter::A,دوهم,eil
718,dritter::A,درېم,trede
719,letzter::A,آخرنی,diwezhañ
720,letzter::A,وروستی,diwezhañ
721,allein::ADV,یوازې,e-unan
722,auf einmal::ADV,په یوه وخت کی,ar un dro
723,zusammen::ADV,یو ځای,asambles
724,lange::ADV,ډېر وخت,pell
725,lange::ADV,ډېره موده,pell
726,plötzlich::ADV,ناببره,en un taol
727,plötzlich::ADV,یوناڅاپه,en un taol
728,sofort::ADV,فوراً,diouzhtu
729,sofort::ADV,سمدلاسه,diouzhtu
730,später::ADV,وروسته,diwezhatoc'h
731,jetzt::ADV,اوس,bremañ
732,heute::ADV,نن,hiziv
733,morgen::ADV,سبا,arc'hoazh
734,bald::ADV,ژر,hepdale
735,dann::ADV,پس,a-c'houde
736,dann::ADV,وروسته,a-c'houde
737,gestern::ADV,پرون,dec'h
738,einst::ADV,پخوا,gwechall
739,damals::ADV,هغه وخت,neuze
740,danach::ADV,بیا,goude
741,vorher::ADV,دمخه,diagent
742,zuerst::ADV,لومړی,da gentañ
743,einmal::ADV,یو ځل,ur wech
744,manchmal::ADV,ګاهی ګاهی,a-wechoù
745,oft::ADV,ډېر ځله,alies
746,immer::ADV,تل,atav
747,immer::ADV,تل,bepred
748,immer::ADV,همېشه,atav
749,immer::ADV,همېشه,bepred
750,niemals::ADV,هیڅکله نه,gwech ebet
751,hier::ADV,دلته,amañ
752,hierhin::ADV,دلته,dre amañ
753,hierhin::ADV,دې ځای ته,dre amañ
754,von hier::ADV,د دې ځای نه,alemañ
755,dort::ADV,هلته,aze
756,dort::ADV,هلته,ahont
757,dorthin::ADV,هلته,di
758,dorthin::ADV,هلته,aze
759,dorthin::ADV,هلته,ahont
760,dorthin::ADV,هغه ځای ته,di
761,dorthin::ADV,هغه ځای ته,aze
762,dorthin::ADV,هغه ځای ته,ahont
763,geradeaus::ADV,مخامخ,war-eeun
764,vorwärts::ADV,مخ پهٔ وړاندې,war-raok
765,rückwärts::ADV,بېرته,war-lerc'h
766,zurück::ADV,بېرته,war-dreñv
767,unten::ADV,لاندي,en traoñ
768,hinab::ADV,ښکته,a-izel
769,oben::ADV,پورته,en nec'h
770,hinauf::ADV,پاس,e-krec'h
771,überall::ADV,هره خوا,dre-holl
772,nicht::ADV,نه,ne ... ket
773,ein wenig::ADV,یو څه,un tammig
774,kaum::ADV,ایله,a-boan
775,sehr::ADV,ډېر,-tre
776,sehr::ADV,ډېر,-kenañ
777,sehr::ADV,زيات,-tre
778,sehr::ADV,زيات,-kenañ
779,so::ADV,داسې,evel-se
780,so::ADV,دومره,evel-se
781,noch::ADV,نور,c'hoazh
