,Concept_ID,bg,en
901,krank sein::V,боледувам,be ill
902,schmerzen::V,боля,ache
903,husten::V,кашлям,cough
904,genesen::V,оздравея,recover
905,sterben::V,умра,die
906,umkommen::V,загина,perish
907,sich bewegen::V,движа се,move
908,sich bewegen::V,мърдам се,move
909,sich rühren::V,движа се,budge
910,sich erheben::V,стана,stand up
911,sich setzen::V,седна,sit down
912,hinfallen::V,падна,tumble
913,laufen::V,ходя,walk
914,schreiten::V,крача,pace
915,spazierengehen::V,разхождам се,go for a walk
916,eilen::V,бързам,rush
917,sich beeilen::V,побързам,hurry
918,sausen::V,тичам,dash
919,rennen::V,бягам,run
920,springen::V,скачам,jump
921,klettern::V,катеря се,climb
922,schaukeln::V,люлея се,seesaw
923,kriechen::V,лазя,creep
924,kriechen::V,пълзя,creep
925,schwimmen::V,плувам,swim
926,tauchen::V,гмуркам се,dive
927,rudern::V,греба,row
928,fahren::V,пътувам,drive
929,fliegen::V,летя,fly
930,fliegen::V,хвърча,fly
931,gehen::V,ида,go
932,gehen::V,вървя,go
933,weggehen::V,отида си,go away
934,abfahren::V,отпътувам,depart
935,anhalten::V,спра се,stop
936,hineingehen::V,влизам,go in
937,eintreten::V,вляза,enter
938,kommen::V,ида,come
939,kommen::V,дойда,come
940,ankommen::V,пристигна,arrive
941,zurückkommen::V,върна се,come back
942,bleiben::V,остана,stay
943,warten::V,чакам,wait
944,erwarten::V,очаквам,wait for
945,suchen::V,търся,seek
946,suchen::V,търся,look for
947,finden::V,намеря,find
948,versuchen::V,опитам,try
949,vorbereiten::V,подготвя,prepare
950,lieben::V,любя,love
951,mögen::V,обичам,like
952,lachen::V,смея се,laugh
953,rühren::V,трогна,move
954,weinen::V,плача,weep
955,schimpfen::V,ругая,grumble
956,schimpfen::V,псувам,grumble
957,sich ärgern::V,ядосам се,be annoyed
958,sich fürchten::V,боя се,be afraid
959,sich fürchten::V,страхувам се,be afraid
960,fürchten::V,боя се от,be afraid of
961,fürchten::V,страхувам се от,be afraid of
962,fliehen::V,бягам,flee
963,flüchten::V,бягам,escape
964,flüchten::V,избягам,escape
965,sehen::V,видя,see
966,anschauen::V,гледам,look at
967,ansehen::V,поглеждам,watch
968,hören::V,чувам,hear
969,zuhören::V,слушам,listen
970,probieren::V,опитам,taste
971,riechen::V,подуша,smell
972,fühlen::V,усещам,feel
973,fühlen::V,чувствувам,feel
974,scheinen::V,изглеждам,seem
975,zu sehen sein::V,виждам се,show
976,vernehmen::V,доловя,hear
977,frieren::V,мръзна,be cold
978,tun::V,правя,do
979,können::V,мога,can
980,wollen::V,ща,want
981,wollen::V,искам,want
982,anfangen::V,започна,start
983,beenden::V,свърша,finish
984,beenden::V,завърша,finish
985,aufhören::V,престана,stop
986,gelingen::V,успея,succeed
987,gelingen::V,сполуча,succeed
988,geraten::V,удам се,turn out
989,öffnen::V,отворя,open
990,schließen::V,затворя,close
991,stellen::V,поставя,put
992,setzen::V,туря,place
993,legen::V,сложа,lay
994,legen::V,слагам,lay
995,berühren::V,докосна,touch
996,verbinden::V,свържа,connect
997,bedecken::V,покрия,cover
998,aufhängen::V,закача,hang up
999,anzünden::V,запаля,light
1000,aufheben::V,вдигна,pick up
1001,aufheben::V,повдигна,pick up
1002,zurücklassen::V,оставя,leave
1003,verlieren::V,загубя,lose
1004,fallen lassen::V,изпусна,drop
1005,machen::V,направя,make
1006,herstellen::V,произведа,produce
1007,bauen::V,строя,build
1008,reparieren::V,поправя,mend
1009,verbessern::V,подобря,improve
1010,ändern::V,променя,alter
1011,graben::V,копая,dig
1012,beugen::V,прегъна,bow
1013,biegen::V,прегъна,bend
1014,drehen::V,въртя,spin
1015,wenden::V,обърна,turn
1016,umdrehen::V,обърна,turn around
1017,heben::V,вдигам,raise
1018,hochheben::V,издигна,lift
1019,ergreifen::V,хвана,seize
1020,ergreifen::V,обхвана,seize
1021,halten::V,държа,hold
1022,drücken::V,натискам,press
1023,drücken::V,притискам,press
1024,schieben::V,тикам,push
1025,kratzen::V,одраскам,scrape
1026,lecken::V,лижа,lick
1027,lecken::V,ближа,lick
1028,beißen::V,хапя,bite
1029,beißen::V,ухапя,bite
1030,abreißen::V,откъсна,tear off
1031,abschneiden::V,отрежа,cut off
1032,binden::V,вържа,tie
1033,stecken::V,пъхна,stick
1034,brechen::V,троша,break
1035,klopfen::V,чукам,knock
1036,hauen::V,бия,hit
1037,kleben::V,лепя,glue
1038,kleben::V,залепя,glue
1039,reiben::V,трия,rub
1040,reiben::V,търкам,rub
1041,streichen::V,намажа,spread
1042,schleifen::V,остря,grind
1043,schneiden::V,режа,cut
1044,rütteln::V,разтърсвам,jolt
1045,schütteln::V,клатя,shake
1046,schütteln::V,друсам,shake
1047,schwenken::V,размахам,swing
1048,schütten::V,сипя,pour
1049,füllen::V,напълня,fill
1050,einwickeln::V,увия,wrap
1051,einwickeln::V,завия,wrap
1052,tragen::V,нося,carry
1053,schleppen::V,влача,drag
1054,ziehen::V,тегля,pull
1055,ziehen::V,дръпна,pull
1056,aufbewahren::V,съхраня,keep
1057,werfen::V,хвърля,throw
1058,fangen::V,ловя,catch
1059,fangen::V,уловя,catch
1060,packen::V,хвана,grab
1061,verstecken::V,крия,hide
1062,verstecken::V,скрия,hide
1063,teilen::V,разделя,divide
1064,schicken::V,изпращам,send
1065,bringen::V,донеса,bring
1066,hinzufügen::V,прибавя,add
1067,bekommen::V,сдобия се,get
1068,erhalten::V,получа,receive
1069,nehmen::V,взема,take
1070,wählen::V,избирам,choose
1071,auswählen::V,избера,select
1072,bewahren::V,пазя,preserve
1073,behindern::V,преча,hinder
1074,behindern::V,спъвам,hinder
1075,verderben::V,разваля,spoil
1076,beschädigen::V,повредя,damage
1077,zerbrechen::V,счупя,break
1078,zerreißen::V,скъсам,tear
1079,zerstören::V,разруша,destroy
1080,verbrennen::V,изгоря,burn
1081,geben::V,дам,give
1082,reichen::V,подам,hand
1083,schenken::V,подаря,give
1084,versprechen::V,обещая,promise
1085,wünschen::V,желая,wish
1086,loben::V,хваля,praise
1087,küssen::V,целувам,kiss
1088,wiegen::V,люлея,rock
1089,zudecken::V,покрия,cover
1090,wecken::V,събудя,wake
1091,zeigen::V,покажа,show
1092,führen::V,водя,guide
1093,führen::V,заведа,guide
1094,lehren::V,уча,teach
1095,unterrichten::V,преподавам,instruct
1096,aufziehen::V,отгледам,bring up
1097,leiten::V,ръководя,lead
1098,leiten::V,управлявам,lead
1099,antreiben::V,подкарвам,urge
1100,lassen::V,накарам,let
1101,einladen::V,поканя,invite
1102,vereinigen::V,съединя,unite
1103,besuchen::V,посетя,visit
1104,treffen::V,срещна,meet
1105,sich versammeln::V,събера се,assemble
1106,spielen::V,играя,play
1107,singen::V,пея,sing
1108,tanzen::V,танцувам,dance
1109,sich trennen::V,разделя се,separate
1110,verlassen::V,напусна,leave
1111,retten::V,спася,rescue
1112,bewachen::V,охранявам,guard
1113,schützen::V,запазя,protect
1114,verteidigen::V,защитя,defend
1115,sich schlagen::V,бия се,brawl
1116,schießen::V,стрелям,shoot
1117,siegen::V,победя,win
1118,ärgern::V,ядосам,annoy
1119,schlagen::V,бия,beat
1120,schlagen::V,ударя,beat
1121,treten::V,ритам,kick
1122,stechen::V,бодна,sting
1123,stoßen::V,бутна,shove
1124,stoßen::V,блъсна,shove
1125,stören::V,смутя,disturb
1126,belästigen::V,отегча,bother
1127,belästigen::V,безпокоя,bother
1128,verbergen::V,скрия,conceal
1129,täuschen::V,измамя,deceive
1130,betrügen::V,измамя,cheat
1131,töten::V,убия,kill
1132,töten::V,умъртвя,kill
1133,wohnen::V,живея,dwell
1134,arbeiten::V,работя,work
1135,sammeln::V,събера,gather
1136,pflücken::V,бера,pick
1137,pflücken::V,откъсна,pick
1138,jagen::V,ловувам,hunt
1139,fischen::V,ловя риба,fish
1140,fassen::V,хвана,catch
1141,hüten::V,пазя,herd
1142,treiben::V,карам,drive
1143,anbinden::V,завържа,tie up
1144,füttern::V,храня,feed
1145,melken::V,доя,milk
1146,hacken::V,сека,chop
1147,gießen::V,полея,water
1148,reifen::V,узрея,ripen
1149,zubereiten::V,приготвя,cook
1150,kochen::V,варя,boil
1151,backen::V,пека,bake
1152,braten::V,пържа,fry
1153,umrühren::V,разбъркам,stir
1154,stricken::V,плета,knit
1155,nähen::V,шия,sew
1156,färben::V,боядисам,dye
1157,reinigen::V,почистя,clean
1158,waschen::V,мия,wash
1159,waschen::V,пера,wash
1160,abwischen::V,избърша,wipe
1161,spülen::V,плакна,rinse
1162,fegen::V,измета,sweep
1163,kehren::V,мета,sweep
1164,baden::V,къпя се,bath
1165,sich waschen::V,мия се,wash
1166,ausziehen::V,съблека,take off
1167,anziehen::V,облека,put on
1168,sich anziehen::V,облека се,get dressed
1169,kämmen::V,реша,comb
1170,kämmen::V,вчеша,comb
1171,schmücken::V,накича,decorate
1172,sagen::V,кажа,say
1173,sprechen::V,говоря,speak
1174,reden::V,говоря,talk
1175,sich unterhalten::V,разговарям,chat
1176,fragen::V,запитам,ask
1177,bitten::V,моля,request
1178,erzählen::V,разкажа,tell
1179,mitteilen::V,съобщя,convey
1180,nennen::V,нарека,name
1181,rufen::V,викам,call
1182,rufen::V,повикам,call
1183,prahlen::V,хваля се,brag
1184,übersetzen::V,преведа,translate
1185,denken::V,мисля,think
1186,glauben::V,вярвам,believe
1187,bemerken::V,забележа,notice
1188,erkennen::V,позная,recognize
1189,begreifen::V,схвана,grasp
1190,verstehen::V,разбера,understand
1191,lernen::V,уча се,learn
1192,wissen::V,зная,know
1193,sich erinnern an::V,спомня си за,remember
1194,vergessen::V,забравя,forget
1195,messen::V,меря,measure
1196,zählen::V,броя,count
1197,rechnen::V,сметна,calculate
1198,lesen::V,чета,read
1199,malen::V,рисувам,paint
1200,zeichnen::V,рисувам,draw
1201,schreiben::V,пиша,write
1202,besitzen::V,имам,own
1203,besitzen::V,притежавам,own
1204,kaufen::V,купя,buy
1205,kaufen::V,купувам,buy
1206,verkaufen::V,продам,sell
1207,bezahlen::V,заплатя,pay for
1208,zahlen::V,платя,pay
1209,beherrschen::V,владея,rule
1210,ertragen::V,понеса,endure
1211,Platte::N,,slab
1212,Stütze::N,,bracket
1213,stehlen::V,,steal
