,Concept_ID,pt,ga
836,lustig::A,alegre,meidhreach
837,sanft::A,suave,bog
838,sanft::A,suave,séimh
839,sanft::A,brando,bog
840,sanft::A,brando,séimh
841,hungrig::A,faminto,ocrach
842,krank::A,doente,tinn
843,krank::A,doente,breoite
844,krank::A,enfermo,tinn
845,krank::A,enfermo,breoite
846,nackt::A,nu,nocht
847,nackt::A,despido,nocht
848,traurig::A,triste,brónach
849,lebendig::A,vivo,beo
850,gut::A,bom,maith
851,schlecht::A,mau,dona
852,schlecht::A,mau,droch-
853,schlecht::A,ruim,dona
854,schlecht::A,ruim,droch-
855,richtig::A,justo,ceart
856,richtig::A,correcto,ceart
857,schlimm::A,mau,gránna
858,schlimm::A,mau,tubaisteach
859,schlimm::A,grave,gránna
860,schlimm::A,grave,tubaisteach
861,wahr::A,verdadeiro,fíor
862,alt::A,velho,sean
863,alt::A,antigo,sean
864,neu::A,novo,úr
865,neu::A,novo,nua
866,ehemalig::A,antigo,iar-
867,ehemalig::A,antigo,sean-
868,alt[Lebewesen]::A,velho,sean
869,alt[Lebewesen]::A,velho,aosta
870,jung::A,jovem,óg
871,arm::A,pobre,bocht
872,reich::A,rico,saibhir
873,reich::A,rico,rachmasach
874,bekannt::A,conhecido,atá eolas air
875,berühmt::A,famoso,cailiúil
876,berühmt::A,famoso,clúiteach
877,berühmt::A,célebre,cailiúil
878,berühmt::A,célebre,clúiteach
879,fremd::A,alheio,coimhthíoch
880,fremd::A,estranho,coimhthíoch
881,verschieden::A,diverso,éagsúil
882,verschieden::A,diverso,difriúil
883,verschieden::A,diferente,éagsúil
884,verschieden::A,diferente,difriúil
885,nah::A,próximo,gar
886,nah::A,próximo,deas
887,fern::A,remoto,i bhfad uainn
888,fern::A,remoto,i bhfad i gcéin
889,fern::A,distante,i bhfad uainn
890,fern::A,distante,i bhfad i gcéin
891,linker::A,esquerdo,clé
892,rechter::A,direito,deas
893,anderer::A,outro,eile
894,erster::A,primeiro,céad
895,zweiter::A,segundo,dóú
896,zweiter::A,segundo,dara
897,dritter::A,terceiro,tríú
898,dritter::A,terceiro,treas
899,letzter::A,final,déanach
900,letzter::A,final,deireanach
901,letzter::A,último,déanach
902,letzter::A,último,deireanach
903,allein::ADV,só,i d'aonar
904,auf einmal::ADV,de vez,ag an am céanna
905,zusammen::ADV,juntos,le chéile
906,zusammen::ADV,juntos,in eineacht
907,lange::ADV,muito tempo,fada
908,plötzlich::ADV,de repente,go tobann
909,plötzlich::ADV,de repente,i dtobainne
910,sofort::ADV,imediatamente,ar an toirt
911,sofort::ADV,imediatamente,ar an bpointe
912,später::ADV,mais tarde,níos déanaí
913,jetzt::ADV,agora,anois
914,heute::ADV,hoje,inniu
915,morgen::ADV,amanhã,amárach
916,bald::ADV,logo,go luath
917,bald::ADV,logo,gan mhoill
918,bald::ADV,breve,go luath
919,bald::ADV,breve,gan mhoill
920,dann::ADV,então,ansin
921,dann::ADV,depois,ansin
922,gestern::ADV,ontem,inné
923,einst::ADV,antigamente,tráth
924,einst::ADV,antigamente,uair amháin
925,damals::ADV,então,ag an am
926,damals::ADV,então,an t-am sin
927,danach::ADV,logo,ina dhiaidh sin
928,danach::ADV,depois,ina dhiaidh sin
929,vorher::ADV,antes,cheana
930,vorher::ADV,antes,roimhe sin
931,zuerst::ADV,primeiro,ar dtús
932,einmal::ADV,uma vez,uair amháin
933,manchmal::ADV,às vezes,uaireanta
934,oft::ADV,muitas vezes,minic
935,immer::ADV,sempre,i gcónaí
936,niemals::ADV,nunca,riamh
937,hier::ADV,cá,anseo
938,hier::ADV,aqui,anseo
939,hierhin::ADV,para cá,anseo
940,von hier::ADV,daqui,an áit seo
941,dort::ADV,lá,ann
942,dort::ADV,lá,ansin
943,dort::ADV,ali,ann
944,dort::ADV,ali,ansin
945,dorthin::ADV,lá,ann
946,dorthin::ADV,lá,ansin
947,dorthin::ADV,para lá,ann
948,dorthin::ADV,para lá,ansin
949,geradeaus::ADV,em frente,ar aghaidh
950,vorwärts::ADV,avante,
951,rückwärts::ADV,para trás,siar
952,zurück::ADV,atrás,ar ais
953,unten::ADV,debaixo,thíos
954,unten::ADV,em baixo,thíos
955,hinab::ADV,para baixo,síos
956,oben::ADV,em cima,thuas
957,hinauf::ADV,para cima,suas
958,überall::ADV,em toda parte,i ngach áit
959,überall::ADV,em toda parte,ar fud na háite
960,nicht::ADV,não,ní
961,nicht::ADV,não,cha
962,ein wenig::ADV,um pouco,beagán
963,ein wenig::ADV,um bocado,beagán
964,kaum::ADV,apenas,ar éigean
965,sehr::ADV,muito,an-
966,so::ADV,tão,chomh
967,so::ADV,tão,mar sin
968,so::ADV,assim,chomh
969,so::ADV,assim,mar sin
970,noch::ADV,ainda,fós
971,noch::ADV,ainda,go fóill
972,nur::ADV,só,amháin
973,nur::ADV,só,níl ach
974,nur::ADV,apenas,amháin
975,nur::ADV,apenas,níl ach
976,nur::ADV,somente,amháin
977,nur::ADV,somente,níl ach
978,schon::ADV,já,cheana
979,schon::ADV,já,cheana féin
980,wieder::ADV,outra vez,arís
981,wieder::ADV,outra vez,athuair
982,vergebens::ADV,em vão,amú
983,vergebens::ADV,em vão,in aisce
984,vor::PRP,diante de,ar thosach
985,hinter::PRP,atrás de,laistiar de
986,hinter::PRP,atrás de,taobh thiar de
987,unter::PRP,sob,faoi
988,unter::PRP,debaixo de,faoi
989,durch::PRP,por,trí
990,durch::PRP,através de,trí
991,neben::PRP,junto de,taobh le
992,neben::PRP,junto de,in aice le
993,neben::PRP,ao lado de,taobh le
994,neben::PRP,ao lado de,in aice le
995,zwischen::PRP,entre,idir
996,wegen::PRP,por,de bharr
997,wegen::PRP,por,mar gheall ar
998,wegen::PRP,por causa de,de bharr
999,wegen::PRP,por causa de,mar gheall ar
1000,dies::PRN,isto,seo
1001,das::PRN,isso,sin
1002,das::PRN,aquilo,sin
1003,alles::PRN,todo,gach rud
1004,ich::PRN,eu,mé
1005,ich::PRN,eu,mise
1006,du::PRN,tu,tú
1007,du::PRN,tu,tusa
1008,er::PRN,ele,sé
1009,er::PRN,ele,seisean
1010,wir::PRN,nós,sinn
1011,ihr::PRN,vós,sibh
1012,ihr::PRN,vós,sibhse
1013,ihr::PRN,vocês,sibh
1014,ihr::PRN,vocês,sibhse
1015,sie::PRN,eles,siad
1016,sie::PRN,eles,siadsan
1017,was::FPRN,quê,cad
1018,was::FPRN,quê,céard
1019,wer::FPRN,quem,cé
1020,wo::FADV,onde,cá
1021,wo::FADV,onde,cén áit
1022,wohin::FADV,aonde,cá
1023,wohin::FADV,aonde,cén áit
1024,wohin::FADV,para onde,cá
1025,wohin::FADV,para onde,cén áit
1026,wie::FADV,como,conas
1027,wie::FADV,como,cén chaoi
1028,warum::FADV,porquê,cén fáth
1029,warum::FADV,porquê,cad chuige
1030,warum::FADV,por que,cén fáth
1031,warum::FADV,por que,cad chuige
1032,wieviel::FNUM,quanto,cá mhéad
1033,eins::NUM,um,aon
1034,zwei::NUM,dois,dhá
1035,drei::NUM,três,trí
1036,vier::NUM,quatro,ceathair
1037,fünf::NUM,cinco,cúig
1038,sechs::NUM,seis,sé
1039,sieben::NUM,sete,seacht
1040,acht::NUM,oito,ocht
1041,neun::NUM,nove,naoi
1042,zehn::NUM,dez,deich
1043,elf::NUM,onze,aon déag
1044,zwölf::NUM,doze,dó dhéag
1045,zwanzig::NUM,vinte,fiche
1046,dreißig::NUM,trinta,tríocha
1047,vierzig::NUM,quarenta,daichead
1048,vierzig::NUM,quarenta,ceathracha
1049,fünfzig::NUM,cinquenta,caoga
1050,sechzig::NUM,sessenta,seasca
1051,siebzig::NUM,setenta,seachtó
1052,achtzig::NUM,oitenta,ochtó
1053,neunzig::NUM,noventa,nócha
1054,hundert::NUM,cem,céad
1055,hundert::NUM,cento,céad
1056,tausend::NUM,mil,míle
1057,und::CNJ,e,agus
1058,oder::CNJ,ou,nó
1059,stehen::V,estar em pé,seas
1060,sitzen::V,estar sentado,suigh
1061,liegen::V,jazer,luigh
1062,liegen::V,estar deitado,luigh
1063,hängen::V,pender,tá crochta
1064,hängen::V,estar pendurado,tá crochta
1065,werden::V,tornar-se,éirigh
1066,passieren::V,acontecer,tarlaigh
1067,beginnen::V,começar,tosaigh
1068,enden::V,acabar,críochnaigh
1069,enden::V,terminar,críochnaigh
1070,wechseln::V,variar,athraigh
1071,wechseln::V,alternar,athraigh
1072,aufgehen[Sonne]::V,nascer,éirigh
1073,untergehen[Sonne]::V,pôr-se,fuin
1074,untergehen[Sonne]::V,pôr-se,téigh faoi
1075,scheinen[Sonne]::V,brilhar,taitin
1076,scheinen[Sonne]::V,brilhar,soilsigh
1077,donnern::V,trovejar,tá toirneach ann
1078,wehen::V,soprar,séid
1079,strömen::V,correr,sil
1080,fließen::V,fluir,rith
1081,fließen::V,fluir,snigh
1082,sich drehen::V,girar,cas
1083,sich drehen::V,girar,imrothlaigh
1084,schwanken::V,oscilar,luasc
1085,schwingen::V,vibrar,luasc
1086,fallen::V,cair,tit
1087,brennen::V,arder,dóigh
1088,rauchen::V,fumegar,plúch toite
1089,regnen::V,chover,báistigh
1090,regnen::V,chover,tá ag cur báistí
1091,gefrieren::V,gelar,sioc
1092,gefrieren::V,gelar,reoigh
1093,gefrieren::V,congelar,sioc
1094,gefrieren::V,congelar,reoigh
1095,tauen::V,derreter,leáigh
1096,tauen::V,derreter,coscair
1097,tauen::V,descongelar,leáigh
1098,tauen::V,descongelar,coscair
1099,schmelzen::V,fundir-se,leáigh
1100,trocknen::V,secar,triomaigh
1101,sieden::V,ferver,fiuch
1102,sieden::V,ferver,beirigh
1103,faulen::V,estragar-se,lobh
1104,faulen::V,estragar-se,dreoigh
1105,verfaulen::V,apodrecer,lobh
1106,verfaulen::V,apodrecer,feoigh
1107,reißen::V,romper-se,bris
1108,versinken::V,afundar-se,téigh síos
1109,vergehen::V,passar,téigh thart
1110,erscheinen::V,aparecer,tar
1111,verschwinden::V,desaparecer,imigh
1112,sinken::V,descer,tit
1113,sinken::V,descer,ísligh
1114,abnehmen::V,diminuir,maolaigh
1115,abnehmen::V,diminuir,laghdaigh
1116,abnehmen::V,decrescer,maolaigh
1117,abnehmen::V,decrescer,laghdaigh
1118,zunehmen::V,crescer,méadaigh
1119,zunehmen::V,aumentar,méadaigh
1120,steigen::V,subir,éirigh
1121,wachsen::V,crescer,fás
1122,glänzen::V,brilhar,lonraigh
1123,funkeln::V,cintilar,drithligh
1124,lärmen::V,fazer barulho,tóg callán
1125,läuten::V,chocalhar,buail
1126,klingeln::V,tocar,buail
1127,klirren::V,tinir,cling
1128,brausen::V,bramar,búir
1129,rauschen::V,murmurar,tá ag siosarnach
1130,rauschen::V,rumorejar,tá ag siosarnach
1131,klingen::V,soar,tá glór ag
1132,bellen::V,ladrar,amhastraigh
1133,heulen::V,uivar,glam
1134,blasen::V,soprar,séid
1135,pfeifen::V,assobiar,lig fead
1136,schreien::V,gritar,béic
1137,schreien::V,gritar,glaoigh
1138,stöhnen::V,gemer,lig cnead
1139,zittern::V,tremer,crith
1140,zittern::V,tremer,creathnaigh
1141,leben::V,viver,mair
1142,geboren werden::V,nascer,rugadh
1143,atmen::V,respirar,análaigh
1144,trinken::V,beber,ól
1145,essen::V,comer,ith
1146,schlucken::V,engolir,slog
1147,müde werden::V,cansar-se,tuirsigh
1148,einschlafen::V,adormecer,tit ina chodladh
1149,schlafen::V,dormir,codail
1150,aufwachen::V,acordar,múscail
1151,aufstehen::V,levantar-se,éirigh
1152,sich erholen::V,descansar,lig scíth
1153,krank werden::V,adoecer,éirigh tinn
1154,krank werden::V,ficar doente,éirigh tinn
1155,krank sein::V,estar doente,tá tinn
1156,schmerzen::V,doer,tá pian i
1157,husten::V,tossir,déan casacht
1158,genesen::V,convalescer,téarnaigh
1159,sterben::V,morrer,éag
1160,sterben::V,morrer,faigh bás
1161,umkommen::V,perecer,caill
1162,sich bewegen::V,mover-se,bog
1163,sich bewegen::V,mover-se,gluais
1164,sich rühren::V,mexer-se,corraigh
1165,sich erheben::V,levantar-se,seas suas
1166,sich setzen::V,sentar-se,suigh
1167,hinfallen::V,cair,tit
1168,laufen::V,andar,siúil
1169,laufen::V,caminhar,siúil
1170,schreiten::V,andar,siúil
1171,schreiten::V,caminhar,siúil
1172,spazierengehen::V,passear,téigh ag spaisteoireacht
1173,eilen::V,apressar-se,deifrigh
1174,eilen::V,apressar-se,brostaigh
1175,sich beeilen::V,apressar-se,deifrigh
1176,sich beeilen::V,apressar-se,déan deifir
1177,sich beeilen::V,despachar-se,deifrigh
1178,sich beeilen::V,despachar-se,déan deifir
1179,sausen::V,correr,luathaigh
1180,rennen::V,correr,rith
1181,springen::V,saltar,léim
1182,klettern::V,trepar,dreap
1183,schaukeln::V,baloiçar,téigh ar an maide corrach
1184,kriechen::V,rastejar,snámh
1185,kriechen::V,arrastar-se,snámh
1186,schwimmen::V,nadar,snámh
1187,tauchen::V,mergulhar,tum
1188,rudern::V,remar,iomair
1189,rudern::V,remar,rámhaigh
1190,fahren::V,ir,tiomáin
1191,fliegen::V,voar,eitil
1192,gehen::V,ir,téigh
1193,gehen::V,andar,téigh
1194,weggehen::V,partir,imigh
1195,weggehen::V,ir-se embora,imigh
1196,abfahren::V,sair,imigh
1197,abfahren::V,partir,imigh
1198,anhalten::V,parar,stad
1199,hineingehen::V,entrar,téigh isteach
1200,eintreten::V,entrar,téigh isteach
1201,kommen::V,vir,tar
1202,ankommen::V,chegar,tar
1203,zurückkommen::V,voltar,fill
1204,zurückkommen::V,regressar,fill
1205,bleiben::V,ficar,fan
1206,bleiben::V,permanecer,fan
1207,warten::V,esperar,fan
1208,erwarten::V,esperar,tá ag súil le
1209,erwarten::V,esperar,tá ag dréim le
1210,erwarten::V,aguardar,tá ag súil le
1211,erwarten::V,aguardar,tá ag dréim le
1212,suchen::V,buscar,lorg
1213,suchen::V,procurar,lorg
1214,finden::V,achar,faigh
1215,finden::V,achar,aimsigh
1216,finden::V,encontrar,faigh
1217,finden::V,encontrar,aimsigh
1218,versuchen::V,tentar,triail
1219,vorbereiten::V,preparar,réitigh
1220,lieben::V,amar,gráigh
1221,lieben::V,querer,gráigh
1222,mögen::V,gostar de,taitin le
1223,mögen::V,gostar de,is maith le
1224,lachen::V,rir,gáir
1225,lachen::V,rir-se,gáir
1226,rühren::V,comover,téigh i bhfeidhm ar
1227,weinen::V,chorar,goil
1228,weinen::V,chorar,caoin
1229,schimpfen::V,ralhar,tá ag clamhsán
1230,sich ärgern::V,zangar-se,tá corraithe
1231,sich fürchten::V,ter medo de,tá eagla ar
1232,sich fürchten::V,ter receio de,tá eagla ar
1233,fürchten::V,temer,tá eagla ar
1234,fürchten::V,recear,tá eagla ar
1235,fliehen::V,fugir,teith
1236,flüchten::V,refugiar-se,éalaigh
1237,sehen::V,ver,feic
1238,anschauen::V,olhar,dearc
1239,anschauen::V,olhar,féach ar
1240,ansehen::V,mirar,breathnaigh
1241,hören::V,ouvir,cluin
1242,zuhören::V,escutar,éist
1243,probieren::V,provar,bliais
1244,probieren::V,saborear,bliais
1245,riechen::V,cheirar,bolaigh
1246,fühlen::V,sentir,braith
1247,fühlen::V,sentir,mothaigh
1248,scheinen::V,parecer,tá an chuma ar
1249,zu sehen sein::V,estar à vista,tá le feiceáil
1250,vernehmen::V,ouvir,clois
1251,frieren::V,ter frio,tá fuar
1252,tun::V,fazer,déan
1253,können::V,saber,féad
1254,können::V,saber,is féidir le
1255,wollen::V,querer,tá ag iarraidh
1256,anfangen::V,iniciar,tosaigh
1257,anfangen::V,iniciar,cuir tús le
1258,beenden::V,acabar,críochnaigh
1259,beenden::V,acabar,cuir deireadh le
1260,beenden::V,terminar,críochnaigh
1261,beenden::V,terminar,cuir deireadh le
1262,aufhören::V,cessar,stad
1263,aufhören::V,desistir,stad
1264,gelingen::V,sair bem,éirigh le
1265,gelingen::V,dar bom resultado,éirigh le
1266,geraten::V,sair,tá deireadh ar
1267,geraten::V,dar resultado,tá deireadh ar
1268,öffnen::V,abrir,oscail
1269,schließen::V,fechar,dún
1270,schließen::V,fechar,iaigh
1271,stellen::V,pôr,cuir
1272,stellen::V,colocar,cuir
1273,setzen::V,pôr,cuir
1274,setzen::V,pôr,socraigh
1275,setzen::V,meter,cuir
1276,setzen::V,meter,socraigh
1277,legen::V,pôr,cuir
1278,legen::V,meter,cuir
1279,berühren::V,tocar,teagmhaigh le
1280,verbinden::V,unir,ceangail
1281,verbinden::V,ligar,ceangail
1282,bedecken::V,cobrir,clúdaigh
1283,bedecken::V,cobrir,cumhdaigh
1284,aufhängen::V,pendurar,croch
1285,anzünden::V,acender,las
1286,anzünden::V,acender,adhain
1287,aufheben::V,apanhar,tóg
1288,aufheben::V,apanhar,ardaigh
1289,aufheben::V,levantar,tóg
1290,aufheben::V,levantar,ardaigh
1291,zurücklassen::V,deixar,fág
1292,verlieren::V,perder,caill
1293,fallen lassen::V,deixar cair,lig uait
1294,fallen lassen::V,deixar cair,caith uait
1295,machen::V,fazer,déan
1296,machen::V,fazer,réitigh
1297,herstellen::V,produzir,táirg
1298,bauen::V,edificar,tóg
1299,bauen::V,construir,tóg
1300,reparieren::V,reparar,deisigh
1301,reparieren::V,consertar,deisigh
1302,verbessern::V,melhorar,feabhsaigh
1303,ändern::V,mudar,athraigh
1304,ändern::V,alterar,athraigh
1305,graben::V,cavar,tochail
1306,beugen::V,curvar,crom
1307,biegen::V,vergar,lúb
1308,drehen::V,girar,cas
1309,wenden::V,virar,tiontaigh
1310,wenden::V,voltar,tiontaigh
1311,umdrehen::V,virar,iompaigh
1312,umdrehen::V,virar,tiontaigh
1313,umdrehen::V,revolver,iompaigh
1314,umdrehen::V,revolver,tiontaigh
1315,heben::V,levantar,ardaigh
1316,hochheben::V,erguer,tóg
1317,hochheben::V,levantar,tóg
1318,ergreifen::V,apanhar,beir ar
1319,halten::V,segurar,coimeád
1320,halten::V,segurar,coinnigh
1321,drücken::V,apertar,brúigh
1322,schieben::V,empurrar,brúigh
1323,kratzen::V,raspar,scríob
1324,lecken::V,lamber,ligh
1325,lecken::V,lamber,leadhb
1326,beißen::V,morder,bain greim as
1327,abreißen::V,arrancar,stróic
1328,abreißen::V,arrancar,tarraing
1329,abschneiden::V,talhar,scoith
1330,binden::V,ligar,ceangail
1331,stecken::V,meter,sáigh
1332,stecken::V,enfiar,sáigh
1333,brechen::V,romper,bris
1334,brechen::V,quebrar,bris
1335,klopfen::V,bater,cnag
1336,hauen::V,bater,buail
1337,kleben::V,colar,gliúáil
1338,reiben::V,esfregar,cuimil
1339,streichen::V,barrar,leath
1340,schleifen::V,afiar,líomh
1341,schneiden::V,cortar,gearr
1342,rütteln::V,sacudir,croith
1343,schütteln::V,abanar,croith
1344,schütteln::V,sacudir,croith
1345,schwenken::V,agitar,luasc
1346,schütten::V,deitar,doirt
1347,füllen::V,encher,líon
1348,einwickeln::V,envolver,cuach
1349,einwickeln::V,envolver,clúdaigh
1350,einwickeln::V,embrulhar,cuach
1351,einwickeln::V,embrulhar,clúdaigh
1352,tragen::V,levar,iompair
1353,tragen::V,trazer,iompair
1354,schleppen::V,arrastar,tarraing
1355,ziehen::V,puxar,tarraing
1356,aufbewahren::V,guardar,coinnigh
1357,aufbewahren::V,conservar,coinnigh
1358,werfen::V,lançar,caith
1359,fangen::V,apanhar,ceap
1360,packen::V,agarrar,beir ar
1361,verstecken::V,esconder,folaigh
1362,verstecken::V,esconder,cuir i bhfolach
1363,teilen::V,partir,roinn
1364,teilen::V,dividir,roinn
1365,schicken::V,enviar,seol
1366,bringen::V,trazer,beir
1367,bringen::V,trazer,tabhair
1368,hinzufügen::V,acrescentar,cuir le
1369,bekommen::V,obter,faigh
1370,erhalten::V,receber,faigh
1371,nehmen::V,tomar,tóg
1372,nehmen::V,tomar,glac
1373,wählen::V,eleger,pioc
1374,wählen::V,eleger,roghnaigh
1375,wählen::V,escolher,pioc
1376,wählen::V,escolher,roghnaigh
1377,auswählen::V,escolher,roghnaigh
1378,auswählen::V,seleccionar,roghnaigh
1379,bewahren::V,guardar,caomhnaigh
1380,bewahren::V,conservar,caomhnaigh
1381,behindern::V,impedir,cuir bac ar
1382,verderben::V,estragar,mill
1383,verderben::V,corromper,mill
1384,beschädigen::V,danificar,loit
1385,beschädigen::V,danificar,déan damáiste do
1386,zerbrechen::V,romper,bris
1387,zerbrechen::V,quebrar,bris
1388,zerreißen::V,rasgar,stiall
1389,zerstören::V,destruir,mill
1390,zerstören::V,destruir,scrios
1391,verbrennen::V,queimar,las
1392,verbrennen::V,queimar,dóigh
1393,geben::V,dar,tabhair
1394,reichen::V,passar,sín
1395,reichen::V,passar,cuir
1396,schenken::V,oferecer,bronn
1397,schenken::V,oferecer,tabhair
1398,versprechen::V,prometer,geall
1399,wünschen::V,desejar,guigh
1400,loben::V,louvar,mol
1401,küssen::V,beijar,póg
1402,wiegen::V,embalar,bog
1403,wiegen::V,embalar,luasc
1404,zudecken::V,tapar,clúdaigh
1405,zudecken::V,cobrir,clúdaigh
1406,wecken::V,acordar,dúisigh
1407,wecken::V,despertar,dúisigh
1408,zeigen::V,mostrar,taispeáin
1409,führen::V,guiar,treoraigh
1410,führen::V,conduzir,treoraigh
1411,lehren::V,ensinar,múin
1412,lehren::V,ensinar,teagasc
1413,unterrichten::V,instruir,múin
1414,unterrichten::V,instruir,teagasc
1415,aufziehen::V,criar,tóg
1416,leiten::V,dirigir,tá i gceannas ar
1417,leiten::V,conduzir,tá i gceannas ar
1418,antreiben::V,impelir,gríosaigh
1419,lassen::V,fazer,cuir ag
1420,einladen::V,convidar,cuir cuireadh ar
1421,vereinigen::V,unir,aontaigh
1422,vereinigen::V,reunir,aontaigh
1423,besuchen::V,ir ver,tabhair cuairt ar
1424,besuchen::V,visitar,tabhair cuairt ar
1425,treffen::V,encontrar,cas ar
1426,treffen::V,encontrar,buail le
1427,sich versammeln::V,reunir-se,bailigh
1428,sich versammeln::V,reunir-se,cruinnigh
1429,spielen::V,jogar,imir
1430,spielen::V,jogar,tá ag spraoi
1431,spielen::V,brincar,imir
1432,spielen::V,brincar,tá ag spraoi
1433,singen::V,cantar,can
1434,tanzen::V,bailar,rinc
1435,tanzen::V,bailar,damhsaigh
1436,sich trennen::V,apartar-se,scar
1437,verlassen::V,deixar,fág
1438,verlassen::V,abandonar,fág
1439,retten::V,salvar,tarrtháil
1440,bewachen::V,vigiar,cosain
1441,bewachen::V,vigiar,gardáil
1442,bewachen::V,guardar,cosain
1443,bewachen::V,guardar,gardáil
1444,schützen::V,proteger,cosain
1445,verteidigen::V,defender,cosain
1446,sich schlagen::V,brigar,tá ag bruíon
1447,sich schlagen::V,bater-se,tá ag bruíon
1448,schießen::V,disparar,caith
1449,schießen::V,disparar,scaoil
1450,siegen::V,vencer,bain
1451,siegen::V,vencer,buaigh
1452,ärgern::V,irritar,cuir isteach ar
1453,ärgern::V,aborrecer,cuir isteach ar
1454,schlagen::V,bater,buail
1455,treten::V,pisar,ciceáil
1456,stechen::V,picar,sáigh
1457,stoßen::V,empurrar,brúigh
1458,stoßen::V,empurrar,soncáil
1459,stehlen::V,furtar,goid
1460,stören::V,perturbar,cuir isteach ar
1461,belästigen::V,incomodar,cuir as do
1462,belästigen::V,importunar,cuir as do
1463,verbergen::V,ocultar,ceil
1464,verbergen::V,esconder,ceil
1465,täuschen::V,iludir,cuir dallamullóg ar
1466,täuschen::V,enganar,cuir dallamullóg ar
1467,betrügen::V,burlar,déan calaois ar
1468,betrügen::V,enganar,déan calaois ar
1469,töten::V,matar,maraigh
1470,wohnen::V,morar,cuir faoi
1471,wohnen::V,morar,tá ina chónaí
1472,arbeiten::V,trabalhar,oibrigh
1473,sammeln::V,recolher,bailigh
1474,sammeln::V,recolher,cruinnigh
1475,sammeln::V,coleccionar,bailigh
1476,sammeln::V,coleccionar,cruinnigh
1477,pflücken::V,colher,pioc
1478,jagen::V,caçar,seilg
1479,fischen::V,pescar,iasc
1480,fassen::V,apanhar,beir ar
1481,hüten::V,guardar,aoirigh
1482,treiben::V,conduzir,seol
1483,treiben::V,conduzir,tiomáin
1484,anbinden::V,atar,ceangail
1485,füttern::V,dar de comer a,cothaigh
1486,füttern::V,dar de comer a,beathaigh
1487,melken::V,ordenhar,bligh
1488,melken::V,ordenhar,crúigh
1489,hacken::V,rachar,gearr
1490,gießen::V,regar,uiscigh
1491,reifen::V,amadurecer,aibigh
1492,zubereiten::V,preparar,cócaráil
1493,kochen::V,cozer,bruith
1494,kochen::V,cozer,beirigh
1495,backen::V,cozer,bácáil
1496,braten::V,assar,róst
1497,braten::V,assar,frioch
1498,braten::V,fritar,róst
1499,braten::V,fritar,frioch
1500,umrühren::V,remexer,measc
1501,stricken::V,tricotar,cniotáil
1502,stricken::V,fazer malha,cniotáil
1503,nähen::V,coser,fuaigh
1504,nähen::V,costurar,fuaigh
1505,färben::V,tingir,dathaigh
1506,färben::V,colorir,dathaigh
1507,reinigen::V,limpar,glan
1508,reinigen::V,purificar,glan
1509,waschen::V,lavar,nigh
1510,abwischen::V,limpar,glan
1511,abwischen::V,esfregar,glan
1512,spülen::V,lavar,sruthlaigh
1513,spülen::V,enxaguar,sruthlaigh
1514,fegen::V,varrer,scuab
1515,kehren::V,varrer,scuab
1516,baden::V,banhar,folc
1517,baden::V,tomar banho,folc
1518,sich waschen::V,lavar-se,nigh é féin
1519,ausziehen::V,despir,bain de
1520,anziehen::V,vestir,cuir ar
1521,sich anziehen::V,vestir-se,gléas é féin
1522,kämmen::V,pentear,cíor
1523,schmücken::V,adornar,maisigh
1524,sagen::V,dizer,abair
1525,sprechen::V,falar,labhair
1526,reden::V,falar,caintigh
1527,sich unterhalten::V,conversar,caintigh
1528,sich unterhalten::V,conversar,tá ag comhrá
1529,fragen::V,perguntar,fiafraigh
1530,fragen::V,perguntar,cuir ceist
1531,bitten::V,pedir,iarr
1532,erzählen::V,contar,inis
1533,erzählen::V,contar,eachtraigh
1534,mitteilen::V,comunicar,aithris
1535,mitteilen::V,comunicar,cuir in iúl
1536,mitteilen::V,participar,aithris
1537,mitteilen::V,participar,cuir in iúl
1538,nennen::V,nomear,ainmnigh
1539,nennen::V,apelidar,ainmnigh
1540,rufen::V,chamar,glaoigh
1541,prahlen::V,gabar-se,maígh
1542,prahlen::V,vangloriar-se,maígh
1543,übersetzen::V,traduzir,aistrigh
1544,denken::V,pensar,síl
1545,denken::V,pensar,ceap
1546,glauben::V,crer,creid
1547,bemerken::V,notar,tabhair faoi deara
1548,bemerken::V,observar,tabhair faoi deara
1549,erkennen::V,reconhecer,aithin
1550,begreifen::V,apreender,tuig
1551,begreifen::V,compreender,tuig
1552,verstehen::V,entender,tuig
1553,verstehen::V,compreender,tuig
1554,lernen::V,aprender,foghlaim
1555,wissen::V,saber,tá a fhios ag
1556,sich erinnern an::V,lembrar-se de,cuimhnigh ar
1557,sich erinnern an::V,lembrar-se de,is cuimhne ar
1558,sich erinnern an::V,recordar-se de,cuimhnigh ar
1559,sich erinnern an::V,recordar-se de,is cuimhne ar
1560,vergessen::V,esquecer,dearmad
1561,messen::V,medir,tomhais
1562,zählen::V,contar,cuntais
1563,rechnen::V,calcular,ríomh
1564,rechnen::V,calcular,áirigh
1565,lesen::V,ler,léigh
1566,malen::V,pintar,péinteáil
1567,zeichnen::V,desenhar,línigh
1568,zeichnen::V,desenhar,tarraing
1569,schreiben::V,escrever,scríobh
1570,besitzen::V,possuir,is le
1571,kaufen::V,comprar,ceannaigh
1572,verkaufen::V,vender,díol
1573,bezahlen::V,pagar,íoc as
1574,zahlen::V,pagar,íoc
1575,beherrschen::V,imperar,rialaigh
1576,ertragen::V,suportar,seas
1577,ertragen::V,suportar,fulaing
1578,ertragen::V,suportar,foighnigh
