,Concept_ID,sah,el
131,Küste::N,кытыл,ακρογιαλιά
132,Festland::N,кураанах сир,στεριά
133,Meer::N,муора,θάλασσα
134,Bucht::N,хомо,κόλπος
135,Bucht::N,бухта,κόλπος
136,Insel::N,арыы,νησί
137,Insel::N,арыы,νήσος
138,Blume::N,сибэкки,άνθος
139,Blume::N,сибэкки,λουλούδι
140,Gras::N,от,χόρτο
141,Gras::N,от,χορτάρι
142,Wurzel::N,силис,ρίζα
143,Baum::N,мас,δέντρο
144,Stamm::N,умнас,κορμός
145,Rinde::N,хатырык,φλούδα
146,Ast::N,мутук,κλαδί
147,Zweig::N,лабаа,κλαδί
148,Zweig::N,лабаа,κλάδος
149,Blatt::N,сэбирдэх,φύλλο
150,Birke::N,хатыҥ,σημύδα
151,Kiefer[Baum]::N,бэс,πεύκο
152,Weide[Baum]::N,үөт,ιτιά
153,Weide[Baum]::N,талах,ιτιά
154,Tanne::N,харыйа,έλατο
155,Horn::N,муос,κέρας
156,Horn::N,муос,κέρατο
157,Feder::N,куорсун,φτερό
158,Fell::N,тирии,δέρμα
159,Fell::N,тирии,τομάρι
160,Flügel::N,кынат,πτερύγιο
161,Klaue::N,тыҥырах,κουλό
162,Kralle::N,баппаҕай,νύχι
163,Schwanz::N,кутурук,ουρά
164,Ei::N,сымыыт,αβγό
165,Nest::N,уйа,φωλιά
166,Bau::N,хороон,φωλιά
167,Tier::N,кыыл,ζώο
168,Tier::N,харамай,ζώο
169,Herde::N,үөр,κοπάδι
170,Kuh::N,ынах,αγελάδα
171,Bulle::N,оҕус,ταύρος
172,Pferd::N,сылгы,άλογο
173,Schaf::N,овца,πρόβατο
174,Schwein::N,сибиинньэ,γουρούνι
175,Hund::N,ыт,σκυλί
176,Hund::N,ыт,σκύλος
177,Katze::N,куоска,γάτα
178,Bär::N,эһэ,άρκτος
179,Bär::N,эһэ,αρκούδα
180,Eichhörnchen::N,тииҥ,βερβερίτσα
181,Elch::N,тайах,άλκη
182,Fuchs::N,саһыл,αλεπού
183,Hase::N,куобах,λαγός
184,Maus::N,кутуйах,ποντικός
185,Wolf::N,бөрө,λύκος
186,Vogel::N,көтөр,πουλί
187,Schwarm::N,бөлөх,σμήνος
188,Huhn::N,куурусса,κότα
189,Huhn::N,куурусса,όρνιθα
190,Hahn::N,бөтүүк,πετεινός
191,Gans::N,хаас,χήνα
192,Adler::N,хотой,αετός
193,Ente::N,кус,πάπια
194,Eule::N,мэкчиргэ,κουκουβάγια
195,Kranich::N,туруйа,γερανός
196,Krähe::N,тураах,καρακάξα
197,Kuckuck::N,кэҕэ,κούκος
198,Schwan::N,куба,κύκνος
199,Fisch::N,балык,ψάρι
200,Barsch::N,алыһар,πέρκα
201,Hecht::N,сордон,λούτσος
202,Schlange[Tier]::N,моҕой,φίδι
203,Schlange[Tier]::N,эриэн үөн,φίδι
204,Wurm::N,үөн,σκουλήκι
205,Spinne::N,ооҕуй,αράχνη
206,Ameise::N,кымырдаҕас,μυρμήγκι
207,Laus::N,быт,ψείρα
208,Mücke::N,кумаар,κουνούπι
209,Fliege::N,сахсырҕа,μύγα
210,Schmetterling::N,лыах,πεταλούδα
211,Schmetterling::N,үрүмэччи,πεταλούδα
212,Beere::N,отон,ρόγα
213,Apfel::N,яблоко,μήλο
214,Pilz::N,тэллэй,μανιτάρι
215,Zwiebel::N,луук,κρεμμύδι
216,Saat::N,сиэмэ,σπόρος
217,Korn::N,сиэмэ,σπυρί
218,Heu::N,от,σανός
219,Schale::N,хах,τσόφλι
220,Grube::N,дьаама,λάκκος
221,Falle::N,сохсо,παγίδα
222,Schlinge::N,уктаа,θηλειά
223,Spur::N,суол,ίχνος
224,Asche::N,күл,στάχτη
225,Dreck::N,бадараан,βρωμιά
226,Eisen::N,тимир,σίδερο
227,Gold::N,көмүс,μάλαμα
228,Gold::N,көмүс,χρυσάφι
229,Gold::N,кыһыл көмүс,μάλαμα
230,Gold::N,кыһыл көмүс,χρυσάφι
231,Silber::N,көмүс,ασήμι
232,Silber::N,көмүс,άργυρος
233,Silber::N,үрүҥ көмүс,ασήμι
234,Silber::N,үрүҥ көмүс,άργυρος
235,Kohle::N,чох,κάρβουνο
236,Glas::N,өстүөкүлэ,γυαλί
237,Lehm::N,туой,πηλός
238,Sand::N,кумах,άμμος
239,Mensch::N,киһи,άνθρωπος
240,Mann::N,эр,άνδρας
241,Frau::N,дьахтар,γυναίκα
242,Kind::N,оҕо,παιδί
243,Junge::N,уол,αγόρι
244,Mädchen::N,кыыс оҕо,κοπέλα
245,Mädchen::N,кыыс оҕо,κορίτσι
246,Familie::N,кэргэн,οικογένεια
247,Großvater::N,эһэ,παππούς
248,Großmutter::N,эбэ,γιαγιά
249,Eltern::N,аҕа-ийэ,γονείς
250,Vater::N,аҕа,πατέρας
251,Mutter::N,ийэ,μητέρα
252,Sohn::N,уол,γιος
253,Tochter::N,кыыс,κόρη
254,Bruder::N,убай,αδελφός
255,Bruder::N,быраат,αδελφός
256,Schwester::N,аҕас,αδελφή
257,Schwester::N,балыс,αδελφή
258,Onkel::N,таай,θείος
259,Onkel::N,абаҕа,θείος
260,Tante::N,эдьиий,θεία
261,Ehemann::N,эр,σύζυγος
262,Ehefrau::N,ойох,σύζυγος
263,Freude::N,үөрүү,χαρά
264,Gelächter::N,күлүү,γέλια
265,Glück::N,дьол,ευτυχία
266,Glück::N,соргу,ευτυχία
267,Kummer::N,кутурҕан,έγνοια
268,Wunsch::N,баҕарыы,επιθυμία
269,Lust::N,баҕа,όρεξη
270,Geist::N,тыын,πνέυμα
271,Gedanke::N,санаа,σκέψη
272,Gedächtnis::N,өй,μνήμη
273,Verstand::N,өй,νους
274,Sinn::N,суолта,νόημα
275,Grund::N,төрүөт,λόγος
276,Wahrheit::N,кырдьык,αλήθεια
277,Gespräch::N,бэсиэдэ,συνομιλία
278,Gespräch::N,кэпсэтии,συνομιλία
279,Märchen::N,остуоруйа,παραμύθι
280,Erzählung::N,кэпсээн,διήγημα
281,Nachricht::N,биллэриллии,είδηση
282,Neuigkeit::N,сонун,νέο
283,Name::N,аат,όνομα
284,Rätsel::N,таабырын,αίνιγμα
285,Rede::N,этии,λόγος
286,Rede::N,этии,ομιλία
287,Sprache::N,тыл,γλώσσα
288,Stimme::N,куолас,φωνή
289,Wort::N,тыл,λέξη
290,Zeichen::N,бэлиэ,σημείο
291,Ruf::N,ыҥырыы,κραυγή
292,Lärm::N,айдаан,θόρυβος
293,Laut::N,тыас,ήχος
294,Ton::N,дорҕоон,ήχος
295,Ton::N,дорҕоон,τόνος
296,Lied::N,ырыа,τραγούδι
297,Ruhe::N,уу чуумпу,ησυχία
298,Leute::N,дьон,κόσμος
299,Leute::N,дьон,άνθρωποι
300,Volk::N,дьон,λαός
301,Volk::N,норуот,λαός
302,Arbeit::N,үлэ,εργασία
303,Gast::N,ыалдьыт,επισκέπτης
304,Geschenk::N,бэлэх,δώρο
305,Spiel::N,оонньуу,παιχνίδι
306,Gesellschaft::N,общество,κοινωνία
307,Hilfe::N,көмө,βοήθεια
308,Freund::N,доҕор,φίλος
309,Kamerad::N,атас,σύντροφος
310,Angelegenheit::N,дьыала,υπόθεση
311,Anzahl::N,ахсаан,αριθμός
312,Art::N,биис,είδος
313,Stück::N,кырбас,κομμάτι
314,Teil::N,ирээт,μέρος
315,Hälfte::N,аҥар,μισό
316,Kreis::N,төгүрүк,κύκλος
317,Kreis::N,төгүрүмтэ,κύκλος
318,Kreuz::N,кириэс,σταυρός
319,Linie::N,сурааһын,γραμμή
320,Strich::N,сурааһын,γραμμή
321,Abstand::N,арыт,απόσταση
322,Entfernung::N,ыраах,απόσταση
323,Gegend::N,сир,περιοχή
324,Gegend::N,сир,τοποθεσία
325,Platz::N,арыт,χώρος
326,Ort::N,сир,τόπος
327,Seite::N,өрүт,πλευρά
328,Seite::N,сирэй,πλευρά
329,Mitte::N,орто,μέση
330,Gegenstand::N,предмет,αντικείμενο
331,Sache::N,мал,πράγμα
332,Rand::N,кытыы,άκρη
333,Rand::N,кытыы,χείλος
334,Rand::N,ойоҕос,άκρη
335,Rand::N,ойоҕос,χείλος
336,Kante::N,кырыы,άκρη
337,Ecke::N,муннук,γωνιά
338,Spitze::N,чыпчаал,μύτη
339,Ende::N,төбө,άκρη
340,Loch::N,тэһэҕэс,τρύπα
341,Loch::N,дьөлөҕөс,τρύπα
342,Winkel::N,муннук,γωνία
343,Muster::N,оһуор,σχέδιο
344,Größe::N,кээмэй,μέγεθος
345,Länge::N,уста,μήκος
346,Höhe::N,үрдүк,ύψος
347,Gewicht::N,ыйааһын,βάρος
348,Menge::N,ахсаан,ποσότητα
349,Haufen::N,чөмчөх,σωρός
350,Reihe::N,кэккэ,αράδα
351,Boot::N,оҥочо,βάρκα
352,Ruder::N,эрдии,κουπί
353,Schlitten::N,сыарҕа,έλκηθρο
354,Ski::N,хайыһар,σκι
355,Lagerfeuer::N,кутаа,φωτιά
356,Last::N,ыарахан,φορτίο
357,Gang::N,хаамыы,δρόμος
358,Schritt::N,хардыы,βήμα
359,Norden::N,хоту,βορράς
360,Süden::N,соҕуруу,νότος
361,Westen::N,арҕаа,δύση
362,Osten::N,илин,ανατολή
363,Holz::N,мас,ξύλο
364,Brett::N,дуоска,σανίδι
365,Brett::N,хаптаһын,σανίδι
366,Platte::N,билиитэ,πλάκα
367,Stütze::N,тулааһын,στήριγμα
368,Stange::N,ураҕас,ραβδί
369,Stange::N,ураҕас,κοντός
370,Stock::N,мас,ξύλο
371,Stock::N,мас,μπαστούνι
372,Stock::N,баалкы,ξύλο
373,Stock::N,баалкы,μπαστούνι
374,Stab::N,ураҕас,ραβδί
375,Rohr::N,турба,σωλήνας
376,Haus::N,дьиэ,σπίτι
377,Heim::N,дьиэ,σπίτι
378,Ofen::N,оһох,σόμπα
379,Ofen::N,оһох,θερμάστρα
380,Fußboden::N,муоста,πάτωμα
381,Tisch::N,остуол,τραπέζι
382,Stuhl::N,устуул,καρέκλα
383,Wiege::N,биһик,κούνια
384,Bett::N,кырабаат,κρεβάτι
385,Regal::N,долбуур,ράφι
386,Kiste::N,дьааһык,κιβώτιο
387,Fenster::N,түннүк,παράθυρο
388,Tür::N,аан,πόρτα
389,Tor::N,аан,πύλη
390,Zaun::N,соппулуот,φράχτης
391,Dach::N,кырыыса,στέγη
392,Leiter::N,кирилиэс,σκάλα
393,Leiter::N,кирилиэс,κλίμακα
394,Besen::N,миинньик,σκούπα
395,Spaten::N,күрдьэх,φτυάρι
396,Schaufel::N,күрдьэх,φτυάρι
397,Gabel::N,биилкэ,πιρούνι
398,Löffel::N,луоска,κουτάλι
399,Messer::N,быһах,μαχαίρι
400,Nagel::N,тоһоҕо,καρφί
401,Netz::N,илим,δίχτυ
402,Haken::N,көхө,γάντζος
403,Haken::N,көхө,αγκίστρι
404,Griff::N,ук,λαβή
405,Griff::N,тутаах,λαβή
406,Schloss::N,күлүүс,κλειδαριά
407,Bild::N,хартыына,εικόνα
408,Figur::N,фигура,ανάστημα
409,Puppe::N,куукула,κούκλα
410,Beutel::N,мөһөөччук,πουγγί
411,Bündel::N,баайыы,δεμάτι
412,Tasche::N,суумка,τσάντα
413,Eimer::N,биэдэрэ,κουβάς
414,Deckel::N,хаппах,καπάκι
415,Geschirr::N,иһит,σκεύη
416,Sack::N,куул,σάκος
417,Tasse::N,сэлиэнэй,φλιτζάνι
418,Topf::N,көстүрүүҥкэ,χύτρα
419,Kessel::N,хочуол,καζάνι
420,Essen::N,аһылык,φαγητό
421,Nahrung::N,ас,τροφή
422,Speise::N,аһылык,φαγητό
423,Fleisch::N,эт,κρέας
424,Getreide::N,злактар,σιτάρι
425,Brei::N,хааһы,χυλός
426,Brot::N,килиэп,ψωμί
427,Brot::N,килиэп,άρτος
428,Scheibe::N,куһуок,φέτα
429,Fett::N,сыа,πάχος
430,Butter::N,арыы,βούτυρο
431,Öl::N,арыы,λάδι
432,Salz::N,туус,αλάτι
433,Suppe::N,мин,σούπα
434,Honig::N,мүөт,μέλι
435,Milch::N,үүт,γάλα
436,Tee::N,чэй,τσάι
437,Leder::N,тирии,πετσί
438,Wolle::N,түү,μαλλί
439,Stoff::N,таҥас,ύφασμα
440,Nadel::N,иннэ,βελόνα
441,Faden::N,сап,κλωστή
442,Knopf::N,тимэх,κουμπί
443,Knoten::N,түмүк,κόμπος
444,Farbe::N,кырааска,μπογιά
445,Kleidung::N,таҥас,ρούχα
446,Kleidung::N,таҥас,ενδυμασία
447,Hemd::N,ырбаахы,πουκάμισο
448,Kragen::N,саҕа,κολάρο
449,Ärmel::N,сиэх,μανίκι
450,Hose::N,ыстаан,πανταλόνι
451,Hose::N,бүрүүкэ,πανταλόνι
452,Gürtel::N,кур,ζώνη
453,Mütze::N,бэргэһэ,σκούφος
454,Schuh::N,бачыыҥка,παπούτσι
455,Stiefel::N,саппыкы,μπότα
456,Ring::N,биһилэх,δαχτυλίδι
457,Band::N,лиэнтэ,κορδέλα
458,Kamm::N,тараах,χτένα
459,Spiegel::N,сиэркилэ,καθρέφτης
460,Riemen::N,кур,λουρί
461,Schnur::N,быа,κορδόνι
462,Leine::N,тэһиин,σχοινί
463,Decke::N,суорҕан,κουβέρτα
464,Kissen::N,сыттык,μαξιλάρι
465,Tuch::N,былаат,πανί
466,Tuch::N,былаат,μαντήλι
467,Handtuch::N,соттор,πετσέτα
468,Kraft::N,сыра,δύναμη
469,Stärke::N,күүс,ισχύς
470,Stärke::N,күүс,δύναμη
471,Gesundheit::N,доруобуйа,υγεία
472,Krankheit::N,ыарыы,αρρώστια
473,Schmerz::N,ыарыы,πόνος
474,Wunde::N,баас,πληγή
475,Fieber::N,түрүлгэн,πυρετός
476,Fieber::N,лихорадка,πυρετός
477,Fieber::N,температура,πυρετός
478,Arznei::N,эмп,φάρμακο
479,Brücke::N,күргэ,γέφυρα
480,Brunnen::N,холуодьас,πηγάδι
481,Weide::N,мэччирэҥ,βοσκή
482,Pfad::N,ыллык,μονοπάτι
483,Weg::N,суол,δρόμος
484,Straße::N,суол,οδός
485,Straße::N,суол,δρόμος
486,Dorf::N,дэриэбинэ,χωριό
487,Stadt::N,куорат,πόλη
488,Brief::N,сурук,γράμμα
489,Brief::N,сурук,επιστολή
490,Buch::N,кинигэ,βιβλίο
491,Buchstabe::N,буква,γράμμα
492,Zeitung::N,хаһыат,εφημερίδα
493,Leben::N,тыын,ζωή
494,Leben::N,тыын,βίος
495,Tod::N,өлүү,θάνατος
496,Grab::N,иин,τάφος
497,Kirche::N,таҥара дьиэтэ,εκκλησία
498,Sünde::N,айыы,αμαρτία
499,Gott::N,тангара,θεός
500,Arbeiter::N,үлэһит,εργάτης
501,Chef::N,баһылык,προϊστάμενος
502,Chef::N,начальник,προϊστάμενος
503,Meister::N,уус,μάστορας
504,Meister::N,уус,αρχιτεχνίτης
505,Meister::N,маастар,μάστορας
506,Meister::N,маастар,αρχιτεχνίτης
507,Arzt::N,врач,γιατρός
508,Lehrer::N,учуутал,δάσκαλος
509,Geld::N,харчы,λεφτά
510,Geld::N,харчы,χρήματα
511,Geschäft::N,идэ,συναλλαγή
512,Laden::N,маҕаһыын,μαγαζί
513,Laden::N,маҕаһыын,κατάστημα
514,Preis::N,сыана,τιμή
515,Ware::N,табаар,εμπόρευμα
516,Nutzen::N,туһа,όφελος
517,Reichtum::N,баай,πλούτος
518,Welt::N,аан дойду,κόσμος
519,Land::N,дойду,χώρα
520,Staat::N,государство,κράτος
521,Staat::N,государство,πολιτεία
522,König::N,король,βασιλιάς
523,Macht::N,былаас,εξουσία
524,Grenze::N,кыраныысса,σύνορα
525,Krieg::N,сэрии,πόλεμος
526,Feind::N,өстөөх,εχθρός
527,Gewalt::N,күүһүлээһин,βία
528,Kampf::N,охсуһуу,αγώνας
529,Bogen[Waffe]::N,ох,τόξο
530,Pfeil::N,ох,σαΐτα
531,Gewehr::N,саа,τουφέκι
532,Fehler::N,сыыһа,λάθος
533,Fehler::N,сыыһа,σφάλμα
534,Lüge::N,сымыйа,ψέμα
535,Lüge::N,сымыйа,ψεύδος
536,Schaden::N,хоромньу,ζημία
537,Unglück::N,алдьархай,δυστυχία
538,Schuld::N,буруй,ενοχή
539,Schuld::N,буруй,φταίξιμο
540,Alter::N,саас,ηλικία
541,Schluss::N,тиһэх,τέλος
542,Zeit::N,бириэмэ,χρόνος
543,Tag::N,күн,μέρα
544,Tag::N,күн,ημέρα
545,Morgen::N,сарсыарда,πρωί
546,Mittag::N,күн ортото,μεσημέρι
547,Abend::N,киэһэ,βράδυ
548,Nacht::N,түүн,νύχτα
549,Woche::N,нэдиэлэ,εβδομάδα
550,Monat::N,ый,μήνας
551,Jahr::N,сыл,έτος
552,Jahr::N,сыл,χρόνος
553,Jahr::N,дьыл,έτος
554,Jahr::N,дьыл,χρόνος
555,Frühling::N,саас,άνοιξη
556,Sommer::N,сайын,καλοκαίρι
557,Herbst::N,күһүн,φθινόπωρο
558,Winter::N,кыһын,χειμώνας
559,Januar::N,тохсунньу,Ιανουάριος
560,Februar::N,олунньу,Φεβρουάριος
561,März::N,кулун тутар,Μάρτιος
562,April::N,муус устар ый,Απρίλιος
563,Mai::N,ыам ыйа,Μάιος
564,Juni::N,бэс ыйа,Ιούνιος
565,Juli::N,от ыйа,Ιούλιος
566,August::N,атырдьах ыйа,Αύγουστος
567,September::N,балаҕан ыйа,Σεπτέμβριος
568,Oktober::N,алтынньы,Οκτώβριος
569,November::N,сэтинньи,Νοέμβριος
570,Dezember::N,ахсынньы,Δεκέμβριος
571,Montag::N,бэнидиэнньик,Δευτέρα
572,Dienstag::N,оптуорунньук,Τρίτη
573,Mittwoch::N,сэрэдэ,Τετάρτη
574,Donnerstag::N,чэппиэр,Πέμπτη
575,Freitag::N,бээтинсэ,Παρασκευή
576,Samstag::N,субуота,Σάββατο
577,Sonntag::N,баскыһыанньа,Κυριακή
578,groß::A,бөдөҥ,μεγάλος
579,groß::A,улахан,μεγάλος
580,klein::A,кыр,μικρός
581,lang::A,уһун,μακρύς
582,kurz::A,кылгас,κοντός
583,breit::A,кэтит,φαρδύς
584,schmal::A,кыараҕас,στενός
585,dicht::A,хойуу,πυκνός
586,dick[Gegenstand]::A,суон,παχύς
587,dick[Gegenstand]::A,суон,χοντρός
588,dick[Gegenstand]::A,хойуу,παχύς
589,dick[Gegenstand]::A,хойуу,χοντρός
590,dünn::A,чараас,ψιλός
591,dünn::A,чараас,λεπτός
592,fein::A,бытархай,ψιλός
593,fein::A,синньигес,ψιλός
594,fest::A,бөҕө,στερεός
595,fest::A,кытаанах,στερεός
596,flach::A,хаптаҕай,επίπεδος
597,glatt::A,кылааккай,λείος
598,glatt::A,кылааккай,ομαλός
599,hart::A,хатан,σκληρός
600,hart::A,кытаанах,σκληρός
601,weich::A,сымнаҕас,μαλακός
602,rund::A,төгүрүк,στρογγυλός
603,spitz::A,сытыы,μυτερός
604,spitz::A,уһуктаах,μυτερός
605,scharf::A,сытыы,κοφτερός
606,stumpf::A,сыппах,αμβλύς
607,schwer::A,ыарахан,βαρύς
608,schön::A,кыраһыабай,ωραίος
609,schön::A,кыраһыабай,όμορφος
610,heiß::A,итии,ζεστός
611,warm::A,ичигэс,θερμός
612,kalt::A,тымныы,κρύος
613,kalt::A,тымныы,ψυχρός
614,kühl::A,сөрүүн,δροσερός
615,frisch::A,ыраас,νωπός
616,frisch::A,ыраас,φρέσκος
617,frisch::A,сөрүүн,νωπός
618,frisch::A,сөрүүн,φρέσκος
619,frisch::A,тымныы,νωπός
620,frisch::A,тымныы,φρέσκος
621,feucht::A,сииктээх,υγρός
622,nass::A,инчэҕэй,βρεγμένος
623,trocken::A,кураан,ξηρός
624,trocken::A,кураан,στεγνός
625,voll::A,толору,γεμάτος
626,leer::A,иччитэх,άδειος
627,offen::A,аһаҕас,ανοιχτός
628,geschlossen::A,бүтэй,κλειστός
629,sauber::A,сэбэр,καθαρός
630,schmutzig::A,кирдээх,βρώμικος
631,schmutzig::A,кирдээх,λερωμένος
632,roh::A,сиикэй,ωμός
633,reif::A,буспут,ώριμος
634,reif::A,сиппит-хоппут,ώριμος
635,lecker::A,минньигэс,νόστιμος
636,süß::A,минньигэс,γλυκός
637,bitter::A,аһыы,πικρός
638,sauer::A,аһыы,ξινός
639,hell::A,сырдык,φωτεινός
640,dunkel::A,хараҥа,σκοτεινός
641,schwarz::A,хара,μαύρος
642,schwarz::A,хара,μελανός
643,weiß::A,үрүҥ,άσπρος
644,weiß::A,маҥан,άσπρος
645,rot::A,кыһыл,κόκκινος
646,gelb::A,саһархай,κίτρινος
647,blau::A,күөх,μπλε
648,blau::A,күөх,γαλανός
649,grün::A,күөх,πράσινος
650,grün::A,от күөҕэ,πράσινος
651,grau::A,сиэрэй,γκρίζος
652,bunt::A,эриэн,ποικιλόχρωπος
653,billig::A,чэпчэки,φτηνός
654,teuer::A,сыаналаах,ακριβός
655,wertvoll::A,сыаналаах,πολύτιμος
656,blind::A,хараҕа суох,τυφλός
657,taub::A,дьүлэй,κουφός
658,kräftig::A,модун,δυνατός
659,stark::A,күүстээх,γερός
660,schwach::A,мөлтөх,αδύνατος
661,fett::A,эмис,παχύς
662,schlank::A,дьылҕан,λεπτός
663,schlank::A,дьылҕан,λυγερός
664,schlank::A,дьыпсаҕай,λεπτός
665,schlank::A,дьыпсаҕай,λυγερός
666,hübsch::A,олус кэрэ,όμορφος
667,hübsch::A,олус кэрэ,χαριτωμένος
668,hübsch::A,көрүөхтэн үчүгэй,όμορφος
669,hübsch::A,көрүөхтэн үчүгэй,χαριτωμένος
670,böse::A,өһүөннээх,κακός
671,dumm::A,акаары,κουτός
672,dumm::A,акаары,ανόητος
673,faul::A,нэс,τεμπέλης
674,fleißig::A,кыһамньылаах,εργατικός
675,geizig::A,иҥсэлээх,τσιγγούνης
676,klug::A,өйдөөх,έξυπνος
677,geschickt::A,наһаа дьоҕурдаах,επιδέξιος
678,lieb::A,тапталлаах,φίλος
679,lieb::A,тапталлаах,αγαπητός
680,lustig::A,көрдөөх,εύθυμος
681,lustig::A,көрдөөх,χαρούμενος
682,sanft::A,намчы,ήπιος
683,sanft::A,сымнаҕас,ήπιος
684,hungrig::A,аччык,πεινασμένος
685,krank::A,ыалдьар,άρρωστος
686,nackt::A,сыгынньах,γυμνός
687,traurig::A,санаарҕабыллаах,λυπημένος
688,lebendig::A,тыыннаах,ζωντανός
689,gut::A,үтүө,καλός
690,gut::A,үчүгэй,καλός
691,schlecht::A,куһаҕан,κακός
692,richtig::A,сөп,σωστός
693,schlimm::A,сидьиҥ,άσχημος
