,Concept_ID,tr,zh
486,Schmerz::N,ağrı,痛
487,Schmerz::N,sancı,痛
488,Wunde::N,yara,伤口
489,Fieber::N,ateş,发烧
490,Arznei::N,ilâç,药
491,Brücke::N,köprü,桥
492,Brunnen::N,kuyu,井
493,Brunnen::N,çeşme,井
494,Weide::N,otlak,牧场
495,Pfad::N,patika,小路
496,Pfad::N,keçiyolu,小路
497,Weg::N,yol,路
498,Straße::N,yol,街
499,Straße::N,cadde,街
500,Dorf::N,köy,村庄
501,Stadt::N,kent,城市
502,Stadt::N,şehir,城市
503,Brief::N,mektup,信
504,Buch::N,kitap,书
505,Buchstabe::N,harf,字母
506,Zeitung::N,gazete,报纸
507,Leben::N,hayat,生命
508,Tod::N,ölüm,死亡
509,Grab::N,kabir,坟墓
510,Kirche::N,kilise,教堂
511,Sünde::N,günah,罪
512,Gott::N,tanrı,上帝
513,Arbeiter::N,işçi,工人
514,Chef::N,şef,上司
515,Chef::N,müdür,上司
516,Meister::N,usta,师傅
517,Arzt::N,hekim,医生
518,Arzt::N,doktor,医生
519,Lehrer::N,hoca,教师
520,Lehrer::N,öğretmen,教师
521,Geld::N,para,钱
522,Geschäft::N,ticaret,交易
523,Laden::N,dükkân,商店
524,Preis::N,fiyat,价格
525,Ware::N,mal,商品
526,Nutzen::N,fayda,好处
527,Reichtum::N,servet,财富
528,Reichtum::N,zenginlik,财富
529,Welt::N,dünya,世界
530,Land::N,ülke,国家
531,Staat::N,devlet,国家
532,König::N,kral,国王
533,Macht::N,kudret,权力
534,Macht::N,iktidar,权力
535,Grenze::N,had,边界
536,Grenze::N,sınır,边界
537,Krieg::N,savaş,战争
538,Feind::N,düşman,敌人
539,Gewalt::N,zor,暴力
540,Gewalt::N,cebir,暴力
541,Kampf::N,savaş,战斗
542,Bogen[Waffe]::N,yay,弓
543,Pfeil::N,ok,箭
544,Gewehr::N,tüfek,枪
545,Fehler::N,hata,错误
546,Fehler::N,yanlış,错误
547,Lüge::N,yalan,谎话
548,Schaden::N,zarar,损失
549,Unglück::N,felâket,不幸
550,Unglück::N,talihsizlik,不幸
551,Schuld::N,suç,过错
552,Schuld::N,kabahat,过错
553,Alter::N,yaş,年龄
554,Schluss::N,son,结束
555,Zeit::N,zaman,时间
556,Tag::N,gün,天
557,Morgen::N,sabah,早晨
558,Mittag::N,öğle,中午
559,Abend::N,akşam,晚上
560,Nacht::N,gece,夜
561,Woche::N,hafta,星期
562,Monat::N,ay,月
563,Jahr::N,yıl,年
564,Jahr::N,sene,年
565,Frühling::N,ilkbahar,春天
566,Sommer::N,yaz,夏天
567,Herbst::N,güz,秋天
568,Herbst::N,sonbahar,秋天
569,Winter::N,kış,冬天
570,Januar::N,ocak,一月
571,Februar::N,şubat,二月
572,März::N,mart,三月
573,April::N,nisan,四月
574,Mai::N,mayıs,五月
575,Juni::N,haziran,六月
576,Juli::N,temmuz,七月
577,August::N,ağustos,八月
578,September::N,eylül,九月
579,Oktober::N,ekim,十月
580,November::N,kasım,十一月
581,Dezember::N,aralık,十二月
582,Montag::N,pazartesi,星期一
583,Dienstag::N,salı,星期二
584,Mittwoch::N,çarşamba,星期三
585,Donnerstag::N,perşembe,星期四
586,Freitag::N,cuma,星期五
587,Samstag::N,cumartesi,星期六
588,Sonntag::N,pazar,星期日
589,groß::A,büyük,大
590,klein::A,ufak,小
591,klein::A,küçük,小
592,lang::A,uzun,长
593,kurz::A,kısa,短
594,breit::A,enli,宽
595,breit::A,geniş,宽
596,schmal::A,dar,细长的
597,dicht::A,sık,密
598,dicht::A,yoğun,密
599,dick[Gegenstand]::A,kalın,厚
600,dick[Gegenstand]::A,iri,厚
601,dünn::A,ince,薄
602,fein::A,ince,细小
603,fein::A,narin,细小
604,fest::A,sabit,固体
605,fest::A,sağlam,固体
606,flach::A,düz,平坦
607,flach::A,yassı,平坦
608,glatt::A,düz,光滑
609,hart::A,katı,硬
610,weich::A,yumuşak,软
611,rund::A,yuvarlak,圆
612,spitz::A,sivri,尖
613,scharf::A,keskin,锋利
614,stumpf::A,kör,钝
615,schwer::A,ağır,重
616,schön::A,güzel,美丽
617,heiß::A,kızgın,烫
618,warm::A,sıcak,暖和
619,kalt::A,soğuk,冷
620,kühl::A,serin,凉
621,frisch::A,taze,新鲜
622,feucht::A,nemli,潮湿
623,feucht::A,rutubetli,潮湿
624,nass::A,yaş,湿
625,nass::A,ıslak,湿
626,trocken::A,kuru,干
627,voll::A,dolu,满
628,voll::A,dolmuş,满
629,leer::A,boş,空
630,offen::A,açık,敞开
631,geschlossen::A,kapalı,关闭
632,sauber::A,pak,干净
633,sauber::A,temiz,干净
634,schmutzig::A,pis,肮脏
635,schmutzig::A,kirli,肮脏
636,roh::A,çiğ,生
637,reif::A,olgun,成熟
638,lecker::A,lezzetli,好吃
639,süß::A,tatlı,甜
640,süß::A,şekerli,甜
641,bitter::A,acı,苦
642,sauer::A,ekşi,酸
643,hell::A,aydınlık,亮
644,dunkel::A,karanlık,阴暗
645,schwarz::A,kara,黑
646,schwarz::A,siyah,黑
647,weiß::A,ak,白
648,weiß::A,beyaz,白
649,rot::A,kırmızı,红
650,gelb::A,sarı,黄
651,blau::A,mavi,蓝
652,grün::A,yeşil,绿
653,grau::A,boz,灰色
654,bunt::A,renkli,五彩
655,billig::A,ucuz,便宜
656,teuer::A,pahalı,贵
657,wertvoll::A,değerli,贵重
658,blind::A,kör,瞎
659,taub::A,sağır,聋
660,kräftig::A,dinç,强壮
661,kräftig::A,kuvvetli,强壮
662,stark::A,güçlü,强壮
663,stark::A,kuvvetli,强壮
664,schwach::A,zayıf,弱
665,schwach::A,güçsüz,弱
666,fett::A,şişman,胖
667,schlank::A,narin,苗条
668,hübsch::A,güzel,漂亮
669,hübsch::A,sevimli,漂亮
670,böse::A,kötü,邪恶
671,dumm::A,aptal,笨
672,faul::A,tembel,懒惰
673,fleißig::A,çalışkan,勤奋
674,geizig::A,cimri,吝啬
675,klug::A,zekî,聪明
676,klug::A,akıllı,聪明
677,geschickt::A,becerikli,灵巧
678,lieb::A,sevimli,可爱
679,lustig::A,neşeli,快乐
680,sanft::A,nazik,柔和
681,hungrig::A,aç,饥饿
682,krank::A,hasta,患病
683,krank::A,rahatsız,患病
684,nackt::A,çıplak,裸体
685,traurig::A,kederli,悲哀
686,traurig::A,üzüntülü,悲哀
687,lebendig::A,canlı,活
688,gut::A,iyi,好
689,schlecht::A,kötü,坏
690,richtig::A,doğru,正确
691,schlimm::A,kötü,糟糕
692,wahr::A,doğru,真
693,wahr::A,gerçek,真
694,alt::A,eski,旧
695,neu::A,yeni,新
696,ehemalig::A,önceki,以前
697,alt[Lebewesen]::A,yaşlı,老
698,jung::A,genç,年轻
699,arm::A,fakir,贫穷
700,reich::A,zengin,富裕
701,bekannt::A,bilinen,出名
702,berühmt::A,ünlü,著名
703,berühmt::A,meşhur,著名
704,fremd::A,yabancı,陌生
705,verschieden::A,ayrı,不同
706,verschieden::A,farklı,不同
707,nah::A,yakın,近
708,nah::A,bitişik,近
709,fern::A,uzak,遥远
710,linker::A,sol,左
711,rechter::A,sağ,右
712,anderer::A,diğer,别的
713,erster::A,ilk,第一
714,erster::A,birinci,第一
715,zweiter::A,ikinci,第二
716,dritter::A,üçüncü,第三
717,letzter::A,son,最后
718,letzter::A,sonuncu,最后
719,allein::ADV,yalnız,单独
720,allein::ADV,tek başına,单独
721,auf einmal::ADV,birden,同时
722,zusammen::ADV,beraber,一起
723,zusammen::ADV,birlikte,一起
724,lange::ADV,çok,许久
725,lange::ADV,uzun,许久
726,plötzlich::ADV,ansızın,忽然
727,plötzlich::ADV,birdenbire,忽然
728,sofort::ADV,hemen,立刻
729,sofort::ADV,derhal,立刻
730,später::ADV,daha sonra,以后
731,jetzt::ADV,şimdi,现在
732,heute::ADV,bugün,今天
733,morgen::ADV,yarın,明天
734,bald::ADV,yakında,即将
735,dann::ADV,sonra,然后
736,gestern::ADV,dün,昨天
737,einst::ADV,eskiden,曾经
738,damals::ADV,o zamanlar,当时
739,danach::ADV,sonradan,随后
740,danach::ADV,ondan sonra,随后
741,vorher::ADV,önce,事先
742,vorher::ADV,önceden,事先
743,zuerst::ADV,ilk önce,首先
744,einmal::ADV,bir defa,一次
745,manchmal::ADV,bazan,有时
746,oft::ADV,sık sık,时常
747,oft::ADV,çok defa,时常
748,immer::ADV,daima,总是
749,immer::ADV,her zaman,总是
750,niemals::ADV,asla değil,从未
751,niemals::ADV,hiçbir zaman,从未
752,hier::ADV,burada,这里
753,hierhin::ADV,buraya,到这里
754,von hier::ADV,buradan,由此
755,dort::ADV,orada,那里
756,dort::ADV,şurada,那里
757,dorthin::ADV,oraya,到那里
758,dorthin::ADV,şuraya,到那里
759,geradeaus::ADV,doğru,一直往前
760,vorwärts::ADV,ileri,向前
761,rückwärts::ADV,geri,向后
762,zurück::ADV,geriye,退后
763,unten::ADV,aşağıda,下面
764,hinab::ADV,aşağıya,向下
765,oben::ADV,yukarıda,上面
766,hinauf::ADV,yukarı,向上
767,hinauf::ADV,yukarıya,向上
768,überall::ADV,her yerde,到处
769,nicht::ADV,-mi-,不
770,nicht::ADV,değil,不
771,ein wenig::ADV,biraz,一点儿
772,kaum::ADV,dar,几乎不
773,kaum::ADV,hemen hemen değil,几乎不
774,sehr::ADV,pek,很
775,sehr::ADV,gayet,很
776,so::ADV,öyle,如此
777,so::ADV,böyle,如此
778,noch::ADV,hâlâ,还
779,noch::ADV,henüz,还
780,nur::ADV,ancak,只
781,nur::ADV,yalnız,只
782,schon::ADV,çoktan,已经
783,wieder::ADV,tekrar,又
784,wieder::ADV,yeniden,又
785,vergebens::ADV,boşuna,
786,vor::PRP,önünde,在...面前
787,hinter::PRP,arkasında,在...背后
788,unter::PRP,altında,在...下面
789,durch::PRP,sayesinde,穿过
790,durch::PRP,ortasından,穿过
791,neben::PRP,yanında,在...旁
792,zwischen::PRP,arasında,在...之间
793,wegen::PRP,dolayı,由于
794,dies::PRN,bu,这
795,das::PRN,o,那
796,das::PRN,şu,那
797,alles::PRN,hepsi,一切
798,alles::PRN,her şey,一切
799,ich::PRN,ben,我
800,du::PRN,sen,你
801,er::PRN,o,他
802,wir::PRN,biz,我们
803,ihr::PRN,siz,你们
804,sie::PRN,onlar,她
805,was::FPRN,ne,什么
806,wer::FPRN,kim,谁
807,wo::FADV,nerede,哪里
808,wohin::FADV,nereye,去哪里
809,wie::FADV,nasıl,怎么
810,warum::FADV,neden,为什么
811,wieviel::FNUM,kaç,多少
812,wieviel::FNUM,ne kadar,多少
813,eins::NUM,bir,一
814,zwei::NUM,iki,二
815,drei::NUM,üç,三
816,vier::NUM,dört,四
817,fünf::NUM,beş,五
818,sechs::NUM,altı,六
819,sieben::NUM,yedi,七
820,acht::NUM,sekiz,八
821,neun::NUM,dokuz,九
822,zehn::NUM,on,十
823,elf::NUM,on bir,十一
824,zwölf::NUM,on iki,十二
825,zwanzig::NUM,yirmi,二十
826,dreißig::NUM,otuz,三十
827,vierzig::NUM,kırk,四十
828,fünfzig::NUM,elli,五十
829,sechzig::NUM,altmış,六十
830,siebzig::NUM,yetmiş,七十
831,achtzig::NUM,seksen,八十
832,neunzig::NUM,doksan,九十
833,hundert::NUM,yüz,百
834,tausend::NUM,bin,千
835,und::CNJ,ve,和
836,und::CNJ,ile,和
837,oder::CNJ,ya,或者
838,oder::CNJ,yahut,或者
839,stehen::V,durmak,站
840,sitzen::V,oturmak,坐
841,liegen::V,yatmak,躺着
842,hängen::V,asılı olmak,挂着
843,werden::V,olmak,成为
844,werden::V,olunmak,成为
845,passieren::V,olmak,发生
846,beginnen::V,başlamak,开始
847,enden::V,bitmek,终止
848,enden::V,sona ermek,终止
849,wechseln::V,değişmek,变迁
850,aufgehen[Sonne]::V,doğmak,升起
851,untergehen[Sonne]::V,batmak,下落
