,Concept_ID,da,la
853,laufen::V,løbe,vadere
854,schreiten::V,skride,gradi
855,spazierengehen::V,gå en tur,ambulare
856,eilen::V,ile,properare
857,sich beeilen::V,skynde sig,festinare
858,sausen::V,suse,currere
859,rennen::V,løbe,currere
860,rennen::V,rende,currere
861,springen::V,hoppe,salire
862,springen::V,springe,salire
863,klettern::V,klatre,niti
864,schaukeln::V,gynge,oscillare
865,kriechen::V,krybe,repere
866,kriechen::V,krybe,serpere
867,schwimmen::V,svømme,nare
868,schwimmen::V,svømme,natare
869,tauchen::V,dykke,mergere
870,rudern::V,ro,remigare
871,fahren::V,køre,vehi
872,fliegen::V,flyve,volare
873,gehen::V,gå,ire
874,gehen::V,gå,vadere
875,weggehen::V,gå bort,abire
876,weggehen::V,gå bort,discedere
877,abfahren::V,køre bort,proficisci
878,anhalten::V,standse,consistere
879,hineingehen::V,gå ind,inire
880,hineingehen::V,gå ind,ingredi
881,eintreten::V,træde ind,intrare
882,kommen::V,komme,venire
883,ankommen::V,ankomme,advenire
884,zurückkommen::V,komme tilbage,revenire
885,bleiben::V,blive,manere
886,bleiben::V,forblive,manere
887,warten::V,vente,opperiri
888,erwarten::V,vente,opperiri
889,erwarten::V,vente,expectare
890,erwarten::V,afvente,opperiri
891,erwarten::V,afvente,expectare
892,suchen::V,søge,quaerere
893,finden::V,finde,reperire
894,versuchen::V,forsøge,conari
895,versuchen::V,forsøge,temptare
896,vorbereiten::V,forberede,parare
897,lieben::V,elske,amare
898,mögen::V,holde af,amare
899,mögen::V,kunne lide,amare
900,lachen::V,le,ridere
901,rühren::V,røre,commovere
902,weinen::V,græde,flere
903,schimpfen::V,skænde,increpare
904,sich ärgern::V,ærgre sig,indignari
905,sich fürchten::V,være bange,vereri
906,fürchten::V,være bange for,timere
907,fliehen::V,flygte,fugere
908,flüchten::V,flygte,effugere
909,sehen::V,se,videre
910,anschauen::V,se på,aspectare
911,anschauen::V,betragte,aspectare
912,ansehen::V,anse,spectare
913,hören::V,høre,audire
914,zuhören::V,høre til,auscultare
915,probieren::V,smage,gustare
916,probieren::V,smage på,gustare
917,riechen::V,lugte,olfacere
918,fühlen::V,føle,sentire
919,scheinen::V,synes,videri
920,zu sehen sein::V,synes,conspici
921,vernehmen::V,erfare,comperire
922,frieren::V,fryse,algere
923,tun::V,gøre,facere
924,können::V,kunne,posse
925,wollen::V,ville,velle
926,anfangen::V,begynde,incipere
927,beenden::V,afslutte,finire
928,aufhören::V,ophøre,desistere
929,aufhören::V,holde op,desistere
930,gelingen::V,lykkes,contingere
931,geraten::V,blive,evenire
932,öffnen::V,åbne,aperire
933,schließen::V,lukke,claudere
934,stellen::V,stille,sistere
935,setzen::V,sætte,ponere
936,legen::V,lægge,ponere
937,berühren::V,berøre,tangere
938,verbinden::V,forbinde,iungere
939,bedecken::V,dække,tegere
940,bedecken::V,dække,operire
941,bedecken::V,bedække,tegere
942,bedecken::V,bedække,operire
943,aufhängen::V,hænge,suspendere
944,aufhängen::V,hænge op,suspendere
945,anzünden::V,tænde,accendere
946,anzünden::V,tænde,inflammare
947,anzünden::V,antænde,accendere
948,anzünden::V,antænde,inflammare
949,aufheben::V,løfte,tollere
950,aufheben::V,tage op,tollere
951,zurücklassen::V,lade tilbage,relinquere
952,verlieren::V,miste,perdere
953,verlieren::V,miste,amittere
954,fallen lassen::V,tabe,dimittere
955,fallen lassen::V,droppe,dimittere
956,machen::V,gøre,facere
957,herstellen::V,fremstille,fabricare
958,bauen::V,bygge,construere
959,reparieren::V,reparere,reparare
960,verbessern::V,rette,emendare
961,verbessern::V,forbedre,emendare
962,ändern::V,ændre,mutare
963,graben::V,grave,fodere
964,beugen::V,bøje,flectere
965,biegen::V,bøje,curvare
966,drehen::V,dreje,torquere
967,wenden::V,vende,vertere
968,umdrehen::V,dreje om,convertere
969,heben::V,hæve,tollere
970,hochheben::V,løfte,levare
971,ergreifen::V,gribe fat i,capessere
972,halten::V,holde,tenere
973,drücken::V,trykke,premere
974,schieben::V,skyde,promovere
975,schieben::V,skubbe,promovere
976,kratzen::V,klø,radere
977,kratzen::V,kradse,radere
978,lecken::V,slikke,lambere
979,beißen::V,bide,mordere
980,abreißen::V,rive af,avellere
981,abschneiden::V,skære af,desecare
982,binden::V,binde,ligare
983,stecken::V,stikke,inserere
984,brechen::V,brække,rumpere
985,klopfen::V,banke,pultare
986,hauen::V,hugge,ferire
987,kleben::V,klistre,agglutinare
988,reiben::V,gnide,terere
989,streichen::V,smøre,oblinere
990,schleifen::V,slibe,acuere
991,schneiden::V,skære,secare
992,schneiden::V,klippe,secare
993,rütteln::V,ruske,quassare
994,schütteln::V,ryste,quatere
995,schwenken::V,svinge,ventilare
996,schütten::V,hælde,fundere
997,füllen::V,fylde,complere
998,einwickeln::V,pakke ind,involvere
999,tragen::V,bære,ferre
1000,tragen::V,bære,portare
1001,schleppen::V,slæbe,pertrahere
1002,ziehen::V,trække,trahere
1003,aufbewahren::V,opbevare,asservare
1004,werfen::V,kaste,iacere
1005,fangen::V,fange,capere
1006,packen::V,gribe,capessere
1007,verstecken::V,gemme,abdere
1008,teilen::V,dele,partiri
1009,teilen::V,dele,dividere
1010,schicken::V,sende,mittere
1011,bringen::V,bringe,apportare
1012,hinzufügen::V,tilføje,addere
1013,bekommen::V,få,adipisci
1014,erhalten::V,få,accipere
1015,nehmen::V,tage,sumere
1016,wählen::V,vælge,eligere
1017,auswählen::V,udvælge,deligere
1018,bewahren::V,bevare,conservare
1019,behindern::V,hindre,impedire
1020,behindern::V,forhindre,impedire
1021,verderben::V,ødelægge,corrumpere
1022,beschädigen::V,beskadige,laedere
1023,zerbrechen::V,brække itu,rumpere
1024,zerbrechen::V,brække itu,frangere
1025,zerreißen::V,rive itu,discindere
1026,zerstören::V,ødelægge,delere
1027,verbrennen::V,brænde,urere
1028,verbrennen::V,brænde,cremare
1029,geben::V,give,dare
1030,reichen::V,række,praebere
1031,schenken::V,forære,donare
1032,schenken::V,forære,largiri
1033,versprechen::V,love,polliceri
1034,versprechen::V,love,promittere
1035,wünschen::V,ønske,
1036,loben::V,rose,laudare
1037,küssen::V,kysse,osculari
1038,wiegen::V,vugge,
1039,zudecken::V,dække til,tegere
1040,wecken::V,vække,excitare
1041,zeigen::V,vise,monstrare
1042,führen::V,føre,ducere
1043,lehren::V,lære,docere
1044,unterrichten::V,undervise,instituere
1045,aufziehen::V,opdrage,nutrire
1046,leiten::V,lede,ducere
1047,antreiben::V,skynde på,incitare
1048,lassen::V,få til at,iubere
1049,einladen::V,indbyde,invitare
1050,einladen::V,invitere,invitare
1051,vereinigen::V,forene,coniungere
1052,besuchen::V,besøge,visere
1053,treffen::V,møde,convenire
1054,sich versammeln::V,forsamles,convenire
1055,spielen::V,lege,ludere
1056,spielen::V,spille,ludere
1057,singen::V,synge,cantare
1058,tanzen::V,danse,saltare
1059,sich trennen::V,skilles,digredi
1060,sich trennen::V,skilles,discedere
1061,verlassen::V,forlade,deserere
1062,verlassen::V,forlade,relinquere
1063,retten::V,redde,servare
1064,bewachen::V,bevogte,custodire
1065,schützen::V,skærme,tueri
1066,schützen::V,skærme,tutari
1067,schützen::V,beskytte,tueri
1068,schützen::V,beskytte,tutari
1069,verteidigen::V,forsvare,defendere
1070,sich schlagen::V,slås,luctari
1071,schießen::V,skyde,iaculari
1072,siegen::V,sejre,vincere
1073,ärgern::V,ærgre,irritare
1074,schlagen::V,slå,ferire
1075,treten::V,sparke,calcare
1076,stechen::V,stikke,pungere
1077,stoßen::V,støde,tundere
1078,stehlen::V,stjæle,furari
1079,stören::V,forstyrre,turbare
1080,belästigen::V,genere,obtundere
1081,belästigen::V,ulejlige,obtundere
1082,verbergen::V,skjule,celare
1083,verbergen::V,skjule,occultare
1084,täuschen::V,villede,fallere
1085,betrügen::V,bedrage,fraudare
1086,töten::V,dræbe,necare
1087,töten::V,dræbe,caedere
1088,wohnen::V,bo,habitare
1089,arbeiten::V,arbejde,laborare
1090,sammeln::V,samle,colligere
1091,pflücken::V,plukke,carpere
1092,jagen::V,jage,venari
1093,fischen::V,fiske,piscari
1094,fassen::V,fange,capere
1095,hüten::V,vogte,custodire
1096,treiben::V,drive,agere
1097,anbinden::V,binde fast,alligare
1098,füttern::V,fodre,nutrire
1099,melken::V,malke,mulgere
1100,hacken::V,hakke,findere
1101,gießen::V,hælde,rigare
1102,reifen::V,modne,maturescere
1103,zubereiten::V,tilberede,apparare
1104,kochen::V,koge,coquere
1105,backen::V,bage,coquere
1106,braten::V,stege,torrere
1107,umrühren::V,røre om,commovere
1108,stricken::V,strikke,texere
1109,nähen::V,sy,suere
1110,färben::V,farve,tingere
1111,reinigen::V,rense,purgare
1112,reinigen::V,gøre ren,purgare
1113,waschen::V,vaske,lavare
1114,abwischen::V,tørre af,abstergere
1115,spülen::V,skylle,perluere
1116,fegen::V,feje,verrere
1117,kehren::V,feje,purgare
1118,baden::V,bade,lavari
1119,sich waschen::V,vaske sig,lavari
1120,ausziehen::V,tage af,exuere
1121,anziehen::V,tage på,induere
1122,sich anziehen::V,klæde sig på,vestiri
1123,kämmen::V,rede,pectere
1124,kämmen::V,frisere,pectere
1125,schmücken::V,pynte,ornare
1126,schmücken::V,pynte,decorare
1127,schmücken::V,smykke,ornare
1128,schmücken::V,smykke,decorare
1129,sagen::V,sige,dicere
1130,sprechen::V,snakke,fari
1131,reden::V,tale,loqui
1132,reden::V,snakke,loqui
1133,sich unterhalten::V,snakke sammen,colloqui
1134,sich unterhalten::V,snakke sammen,disputare
1135,fragen::V,spørge,rogare
1136,fragen::V,spørge,quaerere
1137,bitten::V,bede,orare
1138,bitten::V,bede,rogare
1139,erzählen::V,berette,narrare
1140,erzählen::V,fortælle,narrare
1141,mitteilen::V,meddele,communicare
1142,nennen::V,nævne,appellare
1143,rufen::V,råbe,vocare
1144,prahlen::V,prale,gloriari
1145,übersetzen::V,oversætte,vertere
1146,denken::V,tænke,cogitare
1147,glauben::V,tro,credere
1148,bemerken::V,bemærke,animadvertere
1149,bemerken::V,lægge mærke til,animadvertere
1150,erkennen::V,genkende,cognoscere
1151,begreifen::V,begribe,comprehendere
1152,verstehen::V,forstå,intellegere
1153,lernen::V,lære,discere
1154,wissen::V,vide,scire
1155,sich erinnern an::V,mindes,meminisse
1156,sich erinnern an::V,huske på,meminisse
1157,vergessen::V,glemme,oblivisci
1158,messen::V,måle,metiri
1159,zählen::V,tælle,numerare
1160,rechnen::V,regne,reri
1161,rechnen::V,regne,calculare
1162,lesen::V,læse,legere
1163,malen::V,male,pingere
1164,zeichnen::V,tegne,scribere
1165,schreiben::V,skrive,scribere
1166,besitzen::V,eje,possidere
1167,besitzen::V,besidde,possidere
1168,kaufen::V,købe,emere
1169,verkaufen::V,sælge,vendere
1170,bezahlen::V,betale,pendere
1171,zahlen::V,betale,solvere
1172,beherrschen::V,beherske,regere
1173,beherrschen::V,beherske,imperare
1174,ertragen::V,tåle,tolerare
1175,ertragen::V,tåle,sustinere
1176,ertragen::V,udholde,tolerare
1177,ertragen::V,udholde,sustinere
1178,hinfallen::V,,cadere
