,Concept_ID,ce,kv
771,verfaulen::V,дахкадала,сiсьмыны
772,reißen::V,хеда,косясьны
773,versinken::V,хичудаха,вӧйны
774,vergehen::V,дlаэха,мунны
775,erscheinen::V,схьадала,мыччисьны
776,erscheinen::V,ӏоттадала,мыччисьны
777,verschwinden::V,къайладала,ӧшны
778,sinken::V,лахдала,ямны
779,zunehmen::V,лакхадала,паськавны
780,steigen::V,хьаладала,лэбтiсьны
781,wachsen::V,кхиа,быдмыны
782,glänzen::V,лепа,свиттявны
783,funkeln::V,къега,югйовтлыны
784,funkeln::V,къега,югйӧв-керны
785,lärmen::V,гӏовгӏаян,чавзыны
786,läuten::V,детта,диньгыны
787,klingeln::V,дека,силькӧтны
788,klirren::V,дека,жольӧтны
789,brausen::V,хьаьдда даха,гуасьны
790,rauschen::V,леста,кышӧтны
791,klingen::V,дека,горавны
792,bellen::V,лета,увтны
793,bellen::V,лета,вувтны
794,heulen::V,угӏа,уннявны
795,blasen::V,хӏуп баха,пӧлявны
796,pfeifen::V,шок етта,пиксыны
797,schreien::V,мохь бетта,айзыны
798,stöhnen::V,узарш дан,ойзыны
799,stöhnen::V,узарш дан,ружтыны
800,zittern::V,дега,легьявны
801,leben::V,даха,овны
802,geboren werden::V,хила,шогмыны
803,atmen::V,садеӏа,лолавны
804,trinken::V,мала,юны
805,essen::V,кхалла,сёйны
806,schlucken::V,къурдбан,ньылавны
807,müde werden::V,кӏаддала,мыдзны
808,einschlafen::V,наб кхета,ланьтны
809,schlafen::V,вижа,узьны
810,schlafen::V,наб ян,узьны
811,schlafen::V,дижина хила,узьны
812,aufwachen::V,самадала,саймыны
813,aufwachen::V,самадала,пальмыны
814,aufstehen::V,гӏатта,сувтны
815,sich erholen::V,садаӏа,шоччисьлыны
816,krank werden::V,цомгуш хила,моржитны
817,krank sein::V,цомгуш хила,шогавны
818,krank sein::V,цомгуш хила,визьӧтны
819,schmerzen::V,лаза,висьны
820,schmerzen::V,ӏийжа,висьны
821,husten::V,йовхарш етта,кашляйтны
822,genesen::V,тадала,бурдны
823,sterben::V,дала,кувны
824,umkommen::V,хӏаллакхила,вийсьыны
825,sich bewegen::V,лела,локны
826,sich bewegen::V,лела,ветлӧтны
827,sich rühren::V,меттахъхьен,вӧрзьӧтчыны
828,sich erheben::V,хьалагlатта,сувтны
829,sich setzen::V,хаа,пуксьыны
830,hinfallen::V,дожа,пӧрласьны
831,hinfallen::V,охьакхета,пӧрласьны
832,laufen::V,вада,мунны
833,laufen::V,хьада,мунны
834,schreiten::V,болар дан,тальччавны
835,schreiten::V,ког баккха,тальччавны
836,spazierengehen::V,доладала,котрасьны
837,eilen::V,сихдала,тэрмасьны
838,sich beeilen::V,сихдала,тэрмасьны
839,rennen::V,дада,
840,springen::V,ирхкхийсадала,чеччавны
841,klettern::V,тӏедийла,кышасьны
842,schaukeln::V,техко,чурликасьны
843,kriechen::V,такха,кыскасьны-мунны
844,schwimmen::V,некадан,вартчыны
845,tauchen::V,чулелха,сунгисьны ваӧ
846,rudern::V,дига лело,сынны
847,rudern::V,кема лело,сынны
848,fahren::V,хахка,мунны
849,fliegen::V,тӏемадала,лэбавны
850,gehen::V,лeла,мунны
851,weggehen::V,дӏадаха,мунны
852,abfahren::V,дӏадаха,иньдӧтчыны
853,abfahren::V,дӏадаха,мунны
854,anhalten::V,саца,сувтны
855,hineingehen::V,чудала,пырны
856,eintreten::V,чудала,пырны
857,kommen::V,кхача,локны
858,kommen::V,дӏакхача,локны
859,kommen::V,схьакхача,локны
860,ankommen::V,кхача,локны
861,ankommen::V,схьакхача,локны
862,zurückkommen::V,юхада,бертны
863,zurückkommen::V,юхада,панӧвтсьыны
864,bleiben::V,диса,кольччыны
865,warten::V,хьежа,видзчисьны
866,warten::V,cобар дан,видзчисьны
867,erwarten::V,хьоьжуш ӏан,видзчисьны
868,suchen::V,леха,кошшыны
869,finden::V,каро,адззыны
870,versuchen::V,дан хьажа,пондыны
871,versuchen::V,дан хьажа,пондӧтны
872,vorbereiten::V,кечъян,лӧсьӧтны
873,lieben::V,деза,милуйтны
874,mögen::V,безамхила,радейтны
875,lachen::V,дела,серавны
876,rühren::V,хьедан,сьӧлӧм вӧрзьӧтны
877,weinen::V,делха,горзыны
878,schimpfen::V,чехо,видчыны
879,sich ärgern::V,оьгӏазъэха,лёкавны
880,sich fürchten::V,кхера,повны
881,fürchten::V,кхера,повны
882,fliehen::V,дӏадада,пышшыны
883,flüchten::V,дӏадада,пышшыны
884,sehen::V,ган,адззыны
885,anschauen::V,хьажа,видзӧтны
886,anschauen::V,хьежа,видзӧтны
887,ansehen::V,хьовса,видзӧтны
888,hören::V,хаза,кывны
889,zuhören::V,ладогӏа,кывзыны
890,probieren::V,хьажа,пешлыны
891,riechen::V,хьожа яха,дукавны
892,fühlen::V,хаадала,кывны
893,scheinen::V,мотта,декуйтчыны
894,zu sehen sein::V,гуш хила,тыдавны
895,vernehmen::V,бартхатта,тӧдмавны
896,frieren::V,гӏоро,гегдыны
897,tun::V,дан,керны
898,können::V,дадала,вермыны
899,wollen::V,тӏергӏа,мӧдны
900,anfangen::V,доло,петны
901,beenden::V,довла,ештӧтны
902,beenden::V,довла,керыштны
903,aufhören::V,саца,дугдыны
904,gelingen::V,кадала,шогмыны
905,geraten::V,хила,мыччисьны
906,öffnen::V,дӏаделла,осьтны
907,öffnen::V,схьаделла,осьтны
908,schließen::V,къовла,пӧднавны
909,schließen::V,дӏачӏагӏа,пӧднавны
910,stellen::V,хlотто,сувтӧтны
911,setzen::V,дийгӏа,пуксьӧтны
912,legen::V,охьадилла,пуктыны
913,berühren::V,хьедан,вӧрзьӧтны
914,verbinden::V,вовшахтаса,йитны
915,bedecken::V,тилла,вевттьыны
916,bedecken::V,тӏетаса,вевттьыны
917,aufhängen::V,хьалаолла,ӧшӧтны
918,anzünden::V,лато,ӧзтыны
919,aufheben::V,айа,лэбтыны
920,zurücklassen::V,дита,кольны
921,verlieren::V,дайа,ӧштыны
922,fallen lassen::V,охьадожо,уськӧтны
923,machen::V,дан,керны
924,herstellen::V,дан,вӧчны
925,bauen::V,гӏишлоян,строитны
926,reparieren::V,тадан,вочны
927,verbessern::V,нисдан,бурсьӧтны
928,ändern::V,хийца,вежны
929,graben::V,ахка,гарйыны
930,beugen::V,сатто,кусіньтны
931,biegen::V,сатто,чукыльтыштны
932,drehen::V,хьовзо,бергӧтны
933,umdrehen::V,хьовзo,бергӧтны
934,heben::V,айа,лэбтыны
935,heben::V,хьалаайа,лэбтыны
936,hochheben::V,хьалаайа,лэбтыны
937,ergreifen::V,дӏалаца,кватитны
938,halten::V,латто,видзны
939,drücken::V,тӏетаӏо,личкыны
940,schieben::V,татта,тойлавны
941,kratzen::V,мӏараш тийса,шаркӧтны
942,lecken::V,мотт хьекха,нювны
943,beißen::V,катoха,йирны
944,abreißen::V,схьадаккха,орӧтны
945,abschneiden::V,кхада,шӧрыштны
946,abschneiden::V,кхада,вундыштны
947,binden::V,дӏадехка,гӧрдззыны
948,binden::V,вовшахтаса,гӧрдззыны
949,stecken::V,чудахийта,мӧртны
950,brechen::V,кагдан,жугдыны
951,klopfen::V,детта,зукӧтны
952,hauen::V,етта,желльыны
953,kleben::V,тӏелато,лякӧтны
954,reiben::V,хьекхо,зыртны
955,streichen::V,тlехьакха,мавтны
956,schleifen::V,ирдан,кыскыны
957,schneiden::V,ларга,вундавны
958,rütteln::V,лесто,шатлавны
959,schütteln::V,лесто,зыбӧтны
960,schwenken::V,лесто,ӧвтны
961,schwenken::V,лесто,макайтны
962,schütten::V,дотта,кисьтны
963,füllen::V,дуза,тыртны
964,füllen::V,дуза,тырсьӧтны
965,einwickeln::V,хьарчо,тубны
966,tragen::V,дахьа,новйӧтны
967,schleppen::V,ийзо,кыскыны
968,ziehen::V,озо,кыскыны
969,aufbewahren::V,ӏалашдан,видзны
970,werfen::V,кхосса,шентывлыны
971,fangen::V,леца,кутны
972,packen::V,леца,кутасьны
973,packen::V,леца,кватитны
974,verstecken::V,къайладаккха,дзебны
975,teilen::V,декъа,торйӧтны
976,schicken::V,дӏадахьийта,иньдыны
977,bringen::V,дан,вайны
978,hinzufügen::V,тӏетоха,содтыны
979,bekommen::V,даккха,получитны
980,erhalten::V,даккха,получитны
981,nehmen::V,схьаэца,босьтны
982,wählen::V,харжа,бӧрйыны
983,auswählen::V,харжа,бӧрйыны
984,bewahren::V,lалашдан,видзны
985,behindern::V,новкъарло ян,падтыны
986,verderben::V,талхо,изводавны
987,beschädigen::V,дохо,паздыны
988,zerbrechen::V,дохо,паздыны
989,zerbrechen::V,кагдан,паздыны
990,zerreißen::V,хадо,косявны
991,zerstören::V,дохо,паздыны
992,zerstören::V,кагдан,паздыны
993,verbrennen::V,даго,сотны
994,geben::V,яла,сетны
995,reichen::V,дӏадала,сетны
996,reichen::V,дӏакховдо,сетны
997,schenken::V,совгӏат дан,козьнавны
998,versprechen::V,ваӏда дан,кӧсйыны
999,wünschen::V,лаа,бурсьыны
1000,loben::V,хасто,ошкыны
1001,küssen::V,оба яккха,окавны
1002,wiegen::V,тахка,тюттьӧтны
1003,zudecken::V,тӏетаса,вевттьыны
1004,wecken::V,самадаккха,саймӧтны
1005,zeigen::V,гайта,мыччавны
1006,führen::V,дига,нуӧтны
1007,lehren::V,ӏамо,велӧтны
1008,unterrichten::V,хьеха,велӧтны
1009,aufziehen::V,кхио,быдтыны
1010,leiten::V,урхалла дан,юравны
1011,leiten::V,урхалла дан,веськӧтлыны
1012,antreiben::V,сихдан,тэрмӧтны
1013,lassen::V,-йта,-ӧтыны
1014,einladen::V,кхайкха,корны
1015,vereinigen::V,цхьаьнатоха,ӧтувтны
1016,vereinigen::V,цхьаьнатоха,ӧтлаавны
1017,besuchen::V,хьажахIотта,пыравлыны
1018,treffen::V,дуьхьалкхета,пантавны
1019,sich versammeln::V,гулдан,ӧксьыны
1020,spielen::V,ловза,орсны
1021,singen::V,лакха,сьывны
1022,tanzen::V,хелхадала,йӧктыны
1023,sich trennen::V,къаста,торьясьны
1024,verlassen::V,дита,кольны
1025,retten::V,кӏелхьардаккха,мынтны
1026,bewachen::V,ха дан,смекайтны
1027,schützen::V,лардан,дорйыны
1028,verteidigen::V,лардан,дорйыны
1029,sich schlagen::V,етта,тышкасьны
1030,schießen::V,детта,лыйны
1031,siegen::V,тола,вермыны
1032,ärgern::V,оьгӏаздахийта,лӧгӧтны
1033,schlagen::V,тоха,базнитны
1034,treten::V,мийра тоха,чужьявны
1035,stechen::V,ӏотта,бытшкыны
1036,stechen::V,къовзо,бытшкыны
1037,stoßen::V,татта,тапкыны
1038,stoßen::V,татта,тойыштны
1039,stehlen::V,лачкъо,гусявны
1040,stören::V,новкъарло ян,костіавны
1041,belästigen::V,сагатдан,назыляйтны
1042,verbergen::V,къайладаккха,дзебны
1043,täuschen::V,ӏexo,бӧбӧтны
1044,täuschen::V,ӏexo,пӧрьявны
1045,betrügen::V,ледан,муклачитны
1046,töten::V,ден,вийны
1047,wohnen::V,даха,овны
1048,arbeiten::V,къахьега,уджавны
1049,sammeln::V,гулдан,ӧктыны
1050,pflücken::V,даха,судзлавны
1051,jagen::V,талла,вӧравны
1052,fischen::V,чӏерий леца,чериавны
1053,fassen::V,лаца,кутны
1054,fassen::V,схьалаца,кутны
1055,hüten::V,лардан,вердны
1056,hüten::V,лардан,йирсьӧтны
1057,treiben::V,лахка,вашӧтны
1058,anbinden::V,дӏадехка,кӧртавны
1059,füttern::V,хӏума яла,вердны
1060,melken::V,оза,высьтыны
1061,melken::V,оза,чилькӧтны
1062,gießen::V,хи тоха,киськавны
1063,reifen::V,хьекъа,кисьмыны
1064,zubereiten::V,кечъян,лӧсьӧтны
1065,zubereiten::V,кхача бан,лӧсьӧтны
1066,kochen::V,кхача бан,пуны
1067,backen::V,датта,пӧжавны
1068,braten::V,кхарза,жаритны
1069,umrühren::V,кего,соравны
1070,nähen::V,тега,вурны
1071,färben::V,басардан,краситны
1072,reinigen::V,цӏандан,весӧтны
1073,waschen::V,йила,пеславны
1074,waschen::V,йитта,пеславны
1075,waschen::V,дӏадайа,пеславны
1076,abwischen::V,дӏадайа,чышкыны
1077,spülen::V,хи кхарза,гывьявны
1078,fegen::V,нуй хьакха,чышкыны
1079,kehren::V,нуй хьакха,чышкыны
1080,baden::V,лийча,купайтчыны 
1081,sich waschen::V,юьхь йила,миссьыны
1082,ausziehen::V,духар дӏадаккха,гыжтӧтны
1083,ausziehen::V,духар дӏадаккха,пӧрччавны
1084,sich anziehen::V,духа,пасьтасьны
1085,kämmen::V,ехк хьакха,сынавны
1086,schmücken::V,хаздан,баситны
1087,sagen::V,ала,висьтавны
1088,sprechen::V,баха,шуны
1089,sprechen::V,мотт бийца,шуны
1090,reden::V,къамел дан,баитны
1091,sich unterhalten::V,къамел дан,сёрнитны
1092,fragen::V,хатта,юавны
1093,bitten::V,деха,корны
1094,erzählen::V,дийца,висьтавны
1095,mitteilen::V,хаам бан,висьтавны
1096,nennen::V,цӏе яккха,нимтны
1097,rufen::V,кхайкха,китсавны
1098,rufen::V,кхайкха,корны
1099,rufen::V,кхайкха,чукӧстны
1100,prahlen::V,куралла ян,ошшасьны
1101,prahlen::V,дозалла дан,ошшасьны
1102,übersetzen::V,гоч дан,вуджӧтны
1103,denken::V,ойла ян,чайтны
1104,glauben::V,теша,веритны
1105,bemerken::V,ган,казявны
1106,erkennen::V,довза,тӧдсавны
1107,begreifen::V,кхета,вежӧртны
1108,verstehen::V,кхета,кывны
1109,lernen::V,деша,велӧтчыны
1110,wissen::V,хаа,тӧдны
1111,sich erinnern an::V,дагадан,касьтывны
1112,vergessen::V,дицдала,вунӧтны
1113,messen::V,дуста,меряйтны
1114,zählen::V,дагардан,лыддьыны
1115,rechnen::V,лара,лыддьыны
1116,lesen::V,еша,лыддьӧтны
1117,malen::V,сурт дилла,
1118,zeichnen::V,сурт дилла,гижмавны
1119,schreiben::V,яздан,гижны
1120,besitzen::V,доладан,лоны
1121,kaufen::V,эца,небны
1122,verkaufen::V,дохка,вузавны
1123,bezahlen::V,мах бала,вештыны
1124,zahlen::V,мах бала,вештыны
1125,beherrschen::V,собаре хила,
1126,ertragen::V,лан,терпитны
1127,ertragen::V,сатоха,терпитны
1128,ertragen::V,садетта,терпитны
1129,Schwarm::N,,стая
1130,Schwarm::N,,чукӧр
1131,Schlinge::N,,лӧч
1132,Art::N,,пӧлӧс
1133,Entfernung::N,,ылына
1134,Griff::N,,пу
1135,Figur::N,,мыгӧр
1136,Bogen[Waffe]::N,,лук
1137,so::ADV,,сiдз
1138,abnehmen::V,,ямны
1139,sausen::V,,вирдавны-котӧртны
1140,wenden::V,,бергӧтны
1141,hacken::V,,керавны
1142,stricken::V,,домавны
1143,anziehen::V,,пасьтавны
