,Concept_ID,da,pl
836,erscheinen::V,vise sig,zjawiać się
837,verschwinden::V,forsvinde,zniknąć
838,sinken::V,synke,spadać
839,abnehmen::V,aftage,spadać
840,zunehmen::V,tiltage,wzrosnąć
841,steigen::V,stige,wzrastać
842,wachsen::V,gro,rosnąć
843,wachsen::V,vokse,rosnąć
844,glänzen::V,glinse,błyszczeć
845,funkeln::V,tindre,zabłyszczeć
846,lärmen::V,larme,hałasować
847,läuten::V,ringe,dzwonić
848,klingeln::V,ringe,dzwonić
849,klirren::V,klirre,brzęczeć
850,brausen::V,bruse,huczeć
851,rauschen::V,suse,szumieć
852,rauschen::V,suse,szeleścić
853,klingen::V,lyde,brzmieć
854,klingen::V,lyde,dźwięczeć
855,klingen::V,klinge,brzmieć
856,klingen::V,klinge,dźwięczeć
857,bellen::V,gø,szczekać
858,heulen::V,hyle,wyć
859,blasen::V,blæse,dmuchnąć
860,pfeifen::V,fløjte,gwizdać
861,schreien::V,skrige,krzyczeć
862,stöhnen::V,stønne,stękać
863,zittern::V,dirre,drżeć
864,zittern::V,skælve,drżeć
865,leben::V,leve,żyć
866,geboren werden::V,fødes,urodzić się
867,atmen::V,ånde,oddychać
868,trinken::V,drikke,pić
869,essen::V,spise,jeść
870,schlucken::V,synke,połknąć
871,müde werden::V,blive træt,zmęczyć się
872,einschlafen::V,falde i søvn,zasnąć
873,schlafen::V,sove,spać
874,aufwachen::V,vågne,obudzić się
875,aufstehen::V,stå op,wstać
876,sich erholen::V,komme sig,wypoczywać
877,krank werden::V,blive syg,zachorować
878,krank sein::V,være syg,chorować
879,schmerzen::V,smerte,boleć
880,husten::V,hoste,kaszlać
881,genesen::V,komme sig,wyzdrowieć
882,sterben::V,dø,umrzeć
883,umkommen::V,omkomme,zginąć
884,sich bewegen::V,bevæge sig,poruszać się
885,sich rühren::V,røre på sig,ruszyć się
886,sich erheben::V,rejse sig,podnieść się
887,sich setzen::V,sætte sig,usiąść
888,laufen::V,løbe,chodzić
889,schreiten::V,skride,kroczyć
890,spazierengehen::V,gå en tur,iść na spacer
891,eilen::V,ile,pospieszać
892,sich beeilen::V,skynde sig,pospieszyć się
893,sausen::V,suse,pędzić
894,rennen::V,løbe,biec
895,rennen::V,løbe,biegać
896,rennen::V,rende,biec
897,rennen::V,rende,biegać
898,springen::V,hoppe,skakać
899,springen::V,springe,skakać
900,klettern::V,klatre,wspinać się
901,schaukeln::V,gynge,huśtać
902,schaukeln::V,gynge,kołysać
903,kriechen::V,krybe,pełzać
904,kriechen::V,krybe,czołgać się
905,schwimmen::V,svømme,pływać
906,tauchen::V,dykke,zanurzać się
907,rudern::V,ro,wiosłować
908,fahren::V,køre,jechać
909,fliegen::V,flyve,latać
910,fliegen::V,flyve,lecieć
911,gehen::V,gå,iść
912,weggehen::V,gå bort,odejść
913,abfahren::V,køre bort,odjechać
914,anhalten::V,standse,zatrzymać się
915,hineingehen::V,gå ind,wchodzić
916,eintreten::V,træde ind,wejść
917,eintreten::V,træde ind,nastąpić
918,kommen::V,komme,przyjść
919,ankommen::V,ankomme,przybyć
920,zurückkommen::V,komme tilbage,wrócić
921,bleiben::V,blive,zostać
922,bleiben::V,forblive,zostać
923,warten::V,vente,czekać
924,erwarten::V,vente,oczekiwać
925,erwarten::V,afvente,oczekiwać
926,suchen::V,søge,szukać
927,finden::V,finde,znaleźć
928,versuchen::V,forsøge,próbować
929,vorbereiten::V,forberede,przygotować
930,lieben::V,elske,kochać
931,mögen::V,holde af,lubić
932,mögen::V,kunne lide,lubić
933,lachen::V,le,śmiać się
934,rühren::V,røre,wzruszyć
935,weinen::V,græde,płakać
936,schimpfen::V,skænde,kląć
937,sich ärgern::V,ærgre sig,gniewać się
938,sich fürchten::V,være bange,bać się
939,fürchten::V,være bange for,bać się
940,fliehen::V,flygte,uciekać
941,flüchten::V,flygte,uciec
942,sehen::V,se,widzieć
943,sehen::V,se,zobaczyć
944,anschauen::V,se på,oglądać
945,anschauen::V,betragte,oglądać
946,ansehen::V,anse,popatrzeć na
947,hören::V,høre,słyszeć
948,zuhören::V,høre til,słuchać
949,probieren::V,smage,kosztować
950,probieren::V,smage på,kosztować
951,riechen::V,lugte,wąchać
952,fühlen::V,føle,czuć
953,fühlen::V,føle,odczuwać
954,scheinen::V,synes,wydawać się
955,zu sehen sein::V,synes,widnieć
956,vernehmen::V,erfare,usłyszeć
957,frieren::V,fryse,marznąć
958,tun::V,gøre,czynić
959,können::V,kunne,móc
960,können::V,kunne,umieć
961,wollen::V,ville,chcieć
962,anfangen::V,begynde,zacząć
963,beenden::V,afslutte,zakończyć
964,aufhören::V,ophøre,przestać
965,aufhören::V,holde op,przestać
966,gelingen::V,lykkes,udać się
967,geraten::V,blive,udać się
968,öffnen::V,åbne,otworzyć
969,schließen::V,lukke,zamknąć
970,stellen::V,stille,postawić
971,setzen::V,sætte,posadzić
972,legen::V,lægge,kłaść
973,berühren::V,berøre,dotykać
974,verbinden::V,forbinde,łączyć
975,bedecken::V,dække,przykryć
976,bedecken::V,bedække,przykryć
977,aufhängen::V,hænge,powiesić
978,aufhängen::V,hænge op,powiesić
979,anzünden::V,tænde,zapalić
980,anzünden::V,antænde,zapalić
981,aufheben::V,løfte,podnieść
982,aufheben::V,tage op,podnieść
983,zurücklassen::V,lade tilbage,zostawić
984,verlieren::V,miste,zgubić
985,fallen lassen::V,tabe,upuścić
986,fallen lassen::V,droppe,upuścić
987,machen::V,gøre,zrobić
988,herstellen::V,fremstille,wytworzyć
989,bauen::V,bygge,budować
990,reparieren::V,reparere,naprawiać
991,verbessern::V,rette,ulepszyć
992,verbessern::V,forbedre,ulepszyć
993,ändern::V,ændre,zmienić
994,graben::V,grave,kopać
995,beugen::V,bøje,zagiąć
996,biegen::V,bøje,zgiąć
997,drehen::V,dreje,obracać
998,wenden::V,vende,obrocić
999,umdrehen::V,dreje om,obrocić
1000,heben::V,hæve,podnosić
1001,hochheben::V,løfte,podnieść
1002,ergreifen::V,gribe fat i,chwycić
1003,halten::V,holde,trzymać
1004,drücken::V,trykke,naciskać
1005,schieben::V,skyde,pchać
1006,schieben::V,skyde,posuwać
1007,schieben::V,skubbe,pchać
1008,schieben::V,skubbe,posuwać
1009,kratzen::V,klø,drapać
1010,kratzen::V,kradse,drapać
1011,lecken::V,slikke,lizać
1012,beißen::V,bide,kąsać
1013,abreißen::V,rive af,oderwać
1014,abschneiden::V,skære af,odciąć
1015,binden::V,binde,wiązać
1016,stecken::V,stikke,wetknąć
1017,brechen::V,brække,złamać
1018,klopfen::V,banke,pukać
1019,klopfen::V,banke,stukać
1020,hauen::V,hugge,bić
1021,kleben::V,klistre,kleić
1022,reiben::V,gnide,trzeć
1023,streichen::V,smøre,smarować
1024,schleifen::V,slibe,ostrzyć
1025,schneiden::V,skære,ciąć
1026,schneiden::V,skære,krajać
1027,schneiden::V,klippe,ciąć
1028,schneiden::V,klippe,krajać
1029,rütteln::V,ruske,trząść
1030,schütteln::V,ryste,trząść
1031,schwenken::V,svinge,machać
1032,schütten::V,hælde,nasypać
1033,füllen::V,fylde,napełnić
1034,einwickeln::V,pakke ind,zawinąć
1035,tragen::V,bære,nieść
1036,schleppen::V,slæbe,wlec
1037,ziehen::V,trække,ciągnąć
1038,aufbewahren::V,opbevare,przechowywać
1039,werfen::V,kaste,rzucać
1040,fangen::V,fange,łowić
1041,packen::V,gribe,chwycić
1042,verstecken::V,gemme,ukryć
1043,verstecken::V,gemme,schować
1044,teilen::V,dele,podzielić
1045,schicken::V,sende,posyłać
1046,bringen::V,bringe,przynieść
1047,hinzufügen::V,tilføje,dodać
1048,bekommen::V,få,dostać
1049,erhalten::V,få,otrzymać
1050,nehmen::V,tage,wziąć
1051,wählen::V,vælge,wybrać
1052,auswählen::V,udvælge,wybrać
1053,bewahren::V,bevare,zachować
1054,behindern::V,hindre,utrudnić
1055,behindern::V,hindre,przeszkadzać
1056,behindern::V,forhindre,utrudnić
1057,behindern::V,forhindre,przeszkadzać
1058,verderben::V,ødelægge,zepsuć
1059,beschädigen::V,beskadige,uszkodzić
1060,zerbrechen::V,brække itu,złamać
1061,zerreißen::V,rive itu,drzeć
1062,zerreißen::V,rive itu,rozdzierać
1063,zerstören::V,ødelægge,zniszczyć
1064,verbrennen::V,brænde,spalić
1065,geben::V,give,dać
1066,reichen::V,række,podać
1067,schenken::V,forære,darować
1068,versprechen::V,love,obiecać
1069,wünschen::V,ønske,życzyć
1070,loben::V,rose,chwalić
1071,küssen::V,kysse,całować
1072,wiegen::V,vugge,kołysać
1073,zudecken::V,dække til,przykryć
1074,wecken::V,vække,zbudzić
1075,zeigen::V,vise,pokazać
1076,führen::V,føre,wieść
1077,führen::V,føre,prowadzić
1078,lehren::V,lære,uczyć
1079,unterrichten::V,undervise,nauczać
1080,aufziehen::V,opdrage,wychować
1081,leiten::V,lede,kierować
1082,antreiben::V,skynde på,popędzić
1083,lassen::V,få til at,zostawić
1084,einladen::V,indbyde,zaprosić
1085,einladen::V,invitere,zaprosić
1086,vereinigen::V,forene,zjednoczyć
1087,besuchen::V,besøge,odwiedzić
1088,treffen::V,møde,trafić
1089,treffen::V,møde,spotkać
1090,sich versammeln::V,forsamles,zebrać się
1091,sich versammeln::V,forsamles,zgromadzić się
1092,spielen::V,lege,grać
1093,spielen::V,lege,bawić się
1094,spielen::V,spille,grać
1095,spielen::V,spille,bawić się
1096,singen::V,synge,śpiewać
1097,tanzen::V,danse,pląsać
1098,tanzen::V,danse,tańczyć
1099,sich trennen::V,skilles,rozstać się
1100,verlassen::V,forlade,opuścić
1101,retten::V,redde,ocalić
1102,retten::V,redde,uratować
1103,bewachen::V,bevogte,pilnować
1104,schützen::V,skærme,ochronić
1105,schützen::V,beskytte,ochronić
1106,verteidigen::V,forsvare,bronić
1107,sich schlagen::V,slås,pobić się
1108,schießen::V,skyde,strzelać
1109,siegen::V,sejre,zwycziężyć
1110,ärgern::V,ærgre,gniewać
1111,schlagen::V,slå,bić
1112,schlagen::V,slå,uderzyć
1113,treten::V,sparke,kopnąć
1114,stechen::V,stikke,ukłuć
1115,stoßen::V,støde,popchnąć
1116,stehlen::V,stjæle,ukraść
1117,stören::V,forstyrre,zakłócić
1118,stören::V,forstyrre,przeszkodzić
1119,belästigen::V,genere,dokuczać
1120,belästigen::V,ulejlige,dokuczać
1121,verbergen::V,skjule,ukryć
1122,täuschen::V,villede,łudzić
1123,betrügen::V,bedrage,oszukać
1124,töten::V,dræbe,zabić
1125,wohnen::V,bo,mieszkać
1126,arbeiten::V,arbejde,pracować
1127,sammeln::V,samle,zebrać
1128,pflücken::V,plukke,zerwać
1129,jagen::V,jage,polować
1130,fischen::V,fiske,łowić ryby
1131,fassen::V,fange,złapać
1132,hüten::V,vogte,paść
1133,treiben::V,drive,pędzić
1134,anbinden::V,binde fast,przywiązać
1135,füttern::V,fodre,karmić
1136,melken::V,malke,doić
1137,hacken::V,hakke,rąbać
1138,gießen::V,hælde,lać
1139,gießen::V,hælde,podlać
1140,reifen::V,modne,dojrzeć
1141,zubereiten::V,tilberede,przyrządzić
1142,kochen::V,koge,gotować
1143,backen::V,bage,piec
1144,braten::V,stege,piec
1145,braten::V,stege,smażyć
1146,umrühren::V,røre om,przemieszać
1147,stricken::V,strikke,dziać
1148,nähen::V,sy,szyć
1149,färben::V,farve,pofarbować
1150,reinigen::V,rense,oczyścić
1151,reinigen::V,gøre ren,oczyścić
1152,waschen::V,vaske,prać
1153,abwischen::V,tørre af,obetrzeć
1154,spülen::V,skylle,płukać
1155,fegen::V,feje,zamiatać
1156,kehren::V,feje,zamieść
1157,baden::V,bade,kąpać się
1158,sich waschen::V,vaske sig,myć się
1159,ausziehen::V,tage af,zdjąć
1160,anziehen::V,tage på,włożyć
1161,sich anziehen::V,klæde sig på,ubrać się
1162,kämmen::V,rede,uczesać
1163,kämmen::V,frisere,uczesać
1164,schmücken::V,pynte,ozdabiać
1165,schmücken::V,smykke,ozdabiać
1166,sagen::V,sige,powiedzieć
1167,sprechen::V,snakke,mówić
1168,reden::V,tale,mówić
1169,reden::V,snakke,mówić
1170,sich unterhalten::V,snakke sammen,rozmawiać
1171,fragen::V,spørge,zapytać
1172,bitten::V,bede,prosić
1173,erzählen::V,berette,opowiedzieć
1174,erzählen::V,fortælle,opowiedzieć
1175,mitteilen::V,meddele,zawiadomić o
1176,nennen::V,nævne,nazwać
1177,rufen::V,råbe,wołać
1178,prahlen::V,prale,chełpić się
1179,übersetzen::V,oversætte,tłumaczyć
1180,denken::V,tænke,myśleć
1181,glauben::V,tro,sądzić
1182,glauben::V,tro,wierzyć
1183,bemerken::V,bemærke,zauważyć
1184,bemerken::V,lægge mærke til,zauważyć
1185,erkennen::V,genkende,poznać
1186,begreifen::V,begribe,zrozumieć
1187,verstehen::V,forstå,rozumieć
1188,verstehen::V,forstå,dosłyszeć
1189,lernen::V,lære,uczyć się
1190,wissen::V,vide,wiedzieć
1191,sich erinnern an::V,mindes,przypomnieć sobie
1192,sich erinnern an::V,huske på,przypomnieć sobie
1193,vergessen::V,glemme,zapomnieć
1194,messen::V,måle,mierzyć
1195,zählen::V,tælle,liczyć
1196,rechnen::V,regne,rachować
1197,lesen::V,læse,czytać
1198,malen::V,male,malować
1199,zeichnen::V,tegne,rysować
1200,schreiben::V,skrive,pisać
1201,besitzen::V,eje,posiadać
1202,besitzen::V,besidde,posiadać
1203,kaufen::V,købe,kupić
1204,verkaufen::V,sælge,sprzedać
1205,bezahlen::V,betale,zapłacić
1206,zahlen::V,betale,płacić
1207,beherrschen::V,beherske,opanować
1208,ertragen::V,tåle,znieść
1209,ertragen::V,udholde,znieść
1210,hinfallen::V,,upaść
