,Concept_ID,udm,it
184,Maus::N,шыр,sorcio
185,Wolf::N,кион,lupo
186,Vogel::N,тылобурдо,uccello
187,Schwarm::N,уллё,stormo
188,Huhn::N,курег,gallina
189,Hahn::N,атас,gallo
190,Gans::N,ӟазег,oca
191,Adler::N,ӧрзи,àquila
192,Ente::N,ӵӧж,ànatra
193,Eule::N,кучыран,gufo
194,Eule::N,кучыран,civetta
195,Kranich::N,тури,gru
196,Krähe::N,куака,cornacchia
197,Kuckuck::N,кикы,cuccù
198,Kuckuck::N,кикы,cùculo
199,Schwan::N,юсь,cigno
200,Fisch::N,чорыг,pesce
201,Barsch::N,юш,pèrsico
202,Hecht::N,чипей,luccio
203,Schlange[Tier]::N,кый,serpente
204,Wurm::N,нумыр,baco
205,Wurm::N,нумыр,verme
206,Spinne::N,чонари,ragno
207,Ameise::N,кузьыли,formica
208,Laus::N,тэй,pidocchio
209,Mücke::N,нымы,zanzara
210,Mücke::N,чибинь,zanzara
211,Fliege::N,кут,mosca
212,Schmetterling::N,бубыли,farfalla
213,Beere::N,узы-боры,bacca
214,Apfel::N,яблок,mela
215,Pilz::N,губи,fungo
216,Zwiebel::N,сугон,cipolla
217,Saat::N,кидыс,semente
218,Korn::N,тысь,grano
219,Heu::N,турын,fieno
220,Schale::N,кыд,buccia
221,Grube::N,гу,cava
222,Grube::N,гу,fossa
223,Grube::N,гоп,cava
224,Grube::N,гоп,fossa
225,Falle::N,налик,tràppola
226,Schlinge::N,гиӟ,laccio
227,Schlinge::N,герд,laccio
228,Spur::N,пытьы,traccia
229,Spur::N,бервыл,traccia
230,Asche::N,пень,cenere
231,Dreck::N,дэри,fango
232,Eisen::N,корт,ferro
233,Gold::N,зарни,oro
234,Silber::N,азвесь,argento
235,Kohle::N,эгыр,carbone
236,Glas::N,стекло,vetro
237,Glas::N,пияла,vetro
238,Lehm::N,сюй,argilla
239,Sand::N,луо,arena
240,Sand::N,луо,sabbia
241,Mensch::N,мурт,uomo
242,Mensch::N,мурт,èssere umano
243,Mensch::N,адями,uomo
244,Mensch::N,адями,èssere umano
245,Mann::N,воргорон,uomo
246,Frau::N,кышномурт,donna
247,Kind::N,нуны,bambino
248,Kind::N,пинал,bambino
249,Junge::N,пи,ragazzo
250,Mädchen::N,ныл,ragazza
251,Familie::N,семья,famiglia
252,Großvater::N,песятай,nonno
253,Großvater::N,пересь атай,nonno
254,Großmutter::N,песянай,nonna
255,Großmutter::N,пересь анай,nonna
256,Eltern::N,атай-анай,genitori
257,Eltern::N,бубы-мумы,genitori
258,Vater::N,айы,padre
259,Vater::N,атай,padre
260,Mutter::N,мумы,madre
261,Sohn::N,пи,figlio
262,Tochter::N,ныл,figlia
263,Bruder::N,агай,fratello
264,Schwester::N,апа,sorella
265,Schwester::N,сузэр,sorella
266,Onkel::N,агай,zio
267,Tante::N,апа,zia
268,Tante::N,кенак,zia
269,Ehemann::N,карт,marito
270,Ehefrau::N,кышно,moglie
271,Freude::N,шумпотон,gioia
272,Freude::N,шумпотон,piacere
273,Gelächter::N,горем,risata
274,Glück::N,шуд,felicità
275,Kummer::N,кайгу,afflizione
276,Kummer::N,куректон,afflizione
277,Wunsch::N,мылпотон,desiderio
278,Lust::N,потон,voglia
279,Geist::N,лул,mente
280,Geist::N,лул,spìrito
281,Gedanke::N,малпан,idea
282,Gedanke::N,малпан,pensiero
283,Gedächtnis::N,йырсазь,memoria
284,Gedächtnis::N,тодэваён,memoria
285,Verstand::N,йырвизь,intelletto
286,Sinn::N,смысл,senso
287,Sinn::N,смысл,significato
288,Grund::N,муг,causa
289,Grund::N,муг,motivo
290,Grund::N,муг,ragione
291,Grund::N,ньӧм,causa
292,Grund::N,ньӧм,motivo
293,Grund::N,ньӧм,ragione
294,Wahrheit::N,зэм,verità
295,Wahrheit::N,шонер,verità
296,Gespräch::N,вераськон,discorso
297,Gespräch::N,вераськон,conversazione
298,Märchen::N,выжыкыл,fiaba
299,Märchen::N,выжыкыл,fàvola
300,Erzählung::N,верос,racconto
301,Erzählung::N,верос,narrazione
302,Nachricht::N,ивор,messaggio
303,Neuigkeit::N,выльивор,notizia
304,Name::N,ним,nome
305,Rätsel::N,мадькыл,indovinello
306,Rede::N,верам,discorso
307,Sprache::N,кыл,lingua
308,Sprache::N,кыл,linguaggio
309,Stimme::N,куара,voce
310,Wort::N,кыл,parola
311,Zeichen::N,пус,segno
312,Zeichen::N,пус,segnale
313,Zeichen::N,тодмет,segno
314,Zeichen::N,тодмет,segnale
315,Ruf::N,ӧтён,chiamata
316,Ruf::N,чортон,chiamata
317,Lärm::N,ӵашетон,chiasso
318,Lärm::N,ӵашетон,strèpito
319,Laut::N,куара,suono
320,Ton::N,куара,tono
321,Lied::N,кырӟан,canto
322,Lied::N,кырӟан,canzone
323,Ruhe::N,чалмыт улон,calma
324,Ruhe::N,чалмыт улон,tranquillità
325,Leute::N,адямиос,gente
326,Volk::N,калык,pòpolo
327,Arbeit::N,уж,lavoro
328,Gast::N,куно,òspite
329,Gast::N,куно,invitato
330,Geschenk::N,салам,regalo
331,Geschenk::N,кузьым,regalo
332,Spiel::N,шудон,gioco
333,Gesellschaft::N,калык,compagnìa
334,Hilfe::N,юрттон,aiuto
335,Hilfe::N,юрттон,soccorso
336,Freund::N,эш,amico
337,Freund::N,юлтош,amico
338,Kamerad::N,тодмо,camerata
339,Angelegenheit::N,уж,affare
340,Angelegenheit::N,уж,faccenda
341,Anzahl::N,лыд,nùmero
342,Anzahl::N,лыд,quantità
343,Art::N,тус,tipo
344,Art::N,тус,specie
345,Stück::N,юдэс,pezzo
346,Teil::N,люкет,parte
347,Hälfte::N,ӝыны,metà
348,Kreis::N,котырес,cìrcolo
349,Kreuz::N,крест,croce
350,Linie::N,гож,lìnea
351,Strich::N,гож,tratto
352,Abstand::N,вис,distanza
353,Abstand::N,кусып,distanza
354,Entfernung::N,кусып,distanza
355,Entfernung::N,кусып,lontananza
356,Gegend::N,инты,regione
357,Platz::N,инты,posto
358,Platz::N,инты,spazio
359,Ort::N,инты,luogo
360,Ort::N,инты,località
361,Ort::N,места,luogo
362,Ort::N,места,località
363,Seite::N,пал,lato
364,Seite::N,пал,parte
365,Mitte::N,шор,mezzo
366,Mitte::N,шор,centro
367,Gegenstand::N,арбери,oggetto
368,Sache::N,котыр,cosa
369,Rand::N,дур,orlo
370,Rand::N,дур,bordo
371,Rand::N,шаер,orlo
372,Rand::N,шаер,bordo
373,Kante::N,дур,spìgolo
374,Ecke::N,сэрег,canto
375,Spitze::N,йыл,punta
376,Ende::N,пум,capo
377,Ende::N,пум,estremità
378,Loch::N,пась,buco
379,Winkel::N,сэрег,àngolo
380,Muster::N,пужы,disegno
381,Größe::N,быдӟала,taglia
382,Größe::N,быдӟала,grandezza
383,Länge::N,кузьдала,lunghezza
384,Höhe::N,ӝуждала,altezza
385,Gewicht::N,сектала,peso
386,Gewicht::N,секытлык,peso
387,Menge::N,лыд,quantità
388,Menge::N,лыдпус,quantità
389,Haufen::N,люк,cùmulo
390,Haufen::N,люк,mucchio
391,Reihe::N,чур,fila
392,Boot::N,пыж,barca
393,Boot::N,пыж,battello
394,Boot::N,лодка,barca
395,Boot::N,лодка,battello
396,Ruder::N,полыс,remo
397,Schlitten::N,додьы,slitta
398,Ski::N,куас,sci
399,Lagerfeuer::N,тылскем,falò
400,Lagerfeuer::N,тылскем,fuoco di bivacco
401,Last::N,секыт,càrico
402,Gang::N,ветлон,andata
403,Schritt::N,вамыш,passo
404,Norden::N,уйпал,nord
405,Norden::N,уйпал,settentrione
406,Süden::N,лымшор,sud
407,Süden::N,лымшор,meridione
408,Westen::N,шунды пуксён,òvest
409,Westen::N,шунды пуксён,occidente
410,Osten::N,шунды ӝужан,est
411,Osten::N,шунды ӝужан,oriente
412,Holz::N,пу,legno
413,Brett::N,пул,asse
414,Brett::N,пул,tàvola
415,Platte::N,плита,lastra
416,Platte::N,плита,piastra
417,Stütze::N,пыкет,supporto
418,Stange::N,пуӵ,sbarra
419,Stange::N,пуӵ,pèrtica
420,Stock::N,боды,verga
421,Stock::N,боды,bastone
422,Stock::N,боды,bacchetta
423,Stab::N,пуӵ,asta
424,Stab::N,боды,asta
425,Rohr::N,труба,tubo
426,Haus::N,юрт,casa
427,Heim::N,корка,casa
428,Ofen::N,гур,stufa
429,Fußboden::N,выж,pavimento
430,Tisch::N,ӝӧк,tàvolo
431,Stuhl::N,пукон,sedia
432,Wiege::N,кӧкы,culla
433,Wiege::N,зыбка,culla
434,Bett::N,валес,letto
435,Regal::N,ӝажы,scaffale
436,Kiste::N,ящик,cassa
437,Fenster::N,укно,finestra
438,Fenster::N,косяк,finestra
439,Tür::N,ӧс,porta
440,Tor::N,ӟезьы,portone
441,Zaun::N,забор,recinto
442,Dach::N,липет,tetto
443,Leiter::N,падӟа,scala
444,Leiter::N,падӟа,scala a pioli
445,Besen::N,ӵужон,scopa
446,Besen::N,исьнер,scopa
447,Spaten::N,лопатка,vanga
448,Schaufel::N,ютырон,pala
449,Gabel::N,тэчы,forchetta
450,Gabel::N,вилка,forchetta
451,Löffel::N,пуньы,cucchiaio
452,Messer::N,пурт,coltello
453,Nagel::N,кортӵог,chiodo
454,Netz::N,сеть,rete
455,Haken::N,курик,uncino
456,Griff::N,ныд,mànico
457,Griff::N,ныд,maniglia
458,Schloss::N,тунгон,serratura
459,Bild::N,суред,quadro
460,Bild::N,суред,immàgine
461,Figur::N,фигура,figura
462,Puppe::N,мунё,bàmbola
463,Beutel::N,пуйы,borsa
464,Beutel::N,пуйы,sacchetto
465,Bündel::N,керттэт,fascio
466,Bündel::N,керттэт,fagotto
467,Tasche::N,пуйы,borsa
468,Tasche::N,сумка,borsa
469,Eimer::N,ведра,secchio
470,Deckel::N,ӵоксэт,coperchio
471,Geschirr::N,тусьты-пуньы,stoviglie
472,Sack::N,пуйы,sacco
473,Tasse::N,ӵаша,tazza
474,Topf::N,миска,pèntola
475,Kessel::N,пурты,paiolo
476,Kessel::N,пурты,calderone
477,Essen::N,сиськон,pasto
478,Essen::N,сиськон,mangiare
479,Nahrung::N,сион,cibo
480,Nahrung::N,сион,alimento
481,Speise::N,сиён,piatto
482,Fleisch::N,сӥль,carne
483,Getreide::N,ю тысь,cereali
484,Brei::N,ӝук,purè
485,Brei::N,ӝук,pappa
486,Brot::N,нянь,pane
487,Scheibe::N,шорем,fetta
488,Scheibe::N,шорем,trancia
489,Fett::N,кӧй,grasso
490,Butter::N,вӧй,burro
491,Öl::N,вӧй,olio
492,Salz::N,сылал,sale
493,Suppe::N,шыд,zuppa
494,Suppe::N,шыд,minestra
495,Honig::N,чечы,miele
496,Milch::N,йӧл,latte
497,Tee::N,чай,tè
498,Leder::N,сурон,pelle
499,Wolle::N,гон,lana
500,Wolle::N,ыжгон,lana
501,Stoff::N,куэм,panno
502,Stoff::N,куэм,tessuto
503,Nadel::N,вень,ago
504,Faden::N,сӥньыс,filo
505,Knopf::N,бирды,bottone
506,Knoten::N,герд,nodo
507,Farbe::N,буёл,pittura
508,Kleidung::N,дӥсь,vestiti
509,Kleidung::N,дӥсь,vestiario
510,Hemd::N,дэрем,camicia
511,Kragen::N,сирес,bàvero
512,Kragen::N,сирес,colletto
513,Ärmel::N,саес,mànica
514,Hose::N,брюки,calzoni
515,Hose::N,штань,calzoni
516,Gürtel::N,кускерттон,cintura
517,Mütze::N,ызьы,berretto
518,Schuh::N,ботинка,scarpa
519,Stiefel::N,сапег,stivale
520,Ring::N,зундэс,anello
521,Band::N,лента,nastro
522,Band::N,лента,fettuccia
523,Kamm::N,сын,pèttine
524,Spiegel::N,синучкон,specchio
525,Riemen::N,е,cinghia
526,Schnur::N,гозы,corda
527,Leine::N,думет,guinzaglio
528,Decke::N,шобрет,coperta
529,Kissen::N,миндэр,cuscino
530,Kissen::N,миндэр,guanciale
531,Tuch::N,кышет,fazzoletto
532,Handtuch::N,ӵушкон,asciugamano
533,Kraft::N,кать,forza
534,Kraft::N,ӟигар,forza
535,Stärke::N,юнлык,forza
536,Stärke::N,юнлык,vigore
537,Stärke::N,юнлык,fortezza
538,Gesundheit::N,тазалык,salute
539,Krankheit::N,висён,malattìa
540,Schmerz::N,висён,dolore
541,Wunde::N,яра,piaga
542,Wunde::N,яра,ferita
543,Fieber::N,кезег,febbre
544,Arznei::N,эмъюм,fàrmaco
545,Arznei::N,эмъюм,medicina
546,Brücke::N,выж,ponte
547,Brunnen::N,колдэч,pozzo
548,Weide::N,возь,pàscolo
549,Pfad::N,сюрес,sentiero
550,Weg::N,сюрес,via
551,Weg::N,сюрес,cammino
552,Straße::N,сюрес,strada
553,Dorf::N,гурт,paese
554,Dorf::N,гурт,villaggio
555,Stadt::N,кар,città
556,Stadt::N,город,città
557,Brief::N,гожтэт,lèttera
558,Buch::N,книга,libro
559,Buchstabe::N,буква,lèttera
560,Zeitung::N,газет,giornale
561,Leben::N,улон,vita
562,Tod::N,кулон,morte
563,Grab::N,шайгу,tomba
564,Grab::N,шайгу,sepolcro
565,Kirche::N,черк,chiesa
566,Sünde::N,сьӧлык,peccato
567,Gott::N,ӥнмар,dio
568,Arbeiter::N,рабочий,operaio
569,Arbeiter::N,рабочий,lavoratore
570,Chef::N,начальник,capo
571,Chef::N,начальник,padrone
572,Meister::N,кибашлы,mastro
573,Meister::N,кибашлы,maestro
574,Arzt::N,врач,mèdico
575,Arzt::N,врач,dottore
576,Lehrer::N,дышетӥсь,professore
577,Geld::N,уксё,soldi
578,Geld::N,уксё,denaro
579,Geld::N,коньдон,soldi
580,Geld::N,коньдон,denaro
581,Geschäft::N,уж,affare
582,Geschäft::N,уж,negozio
583,Laden::N,магазин,negozio
584,Preis::N,дун,prezzo
585,Ware::N,вуз,merce
586,Nutzen::N,пайда,ùtile
587,Nutzen::N,пайда,profitto
588,Reichtum::N,узырлык,ricchezza
589,Welt::N,дунне,mondo
590,Land::N,шаер,paese
591,Staat::N,кун,Stato
592,König::N,эксэй,re
593,Macht::N,власть,potere
594,Grenze::N,кунгож,confine
595,Grenze::N,кунгож,frontiera
596,Krieg::N,ож,guerra
597,Feind::N,тушмон,nemico
598,Gewalt::N,эриктэман,violenza
599,Kampf::N,нюръяськон,lotta
600,Bogen[Waffe]::N,пукыӵ,arco
601,Pfeil::N,пукыӵ вень,freccia
602,Gewehr::N,пыӵал,fucile
603,Fehler::N,янгыш,errore
604,Fehler::N,янгыш,sbaglio
605,Lüge::N,пӧян,bugìa
606,Lüge::N,пӧян,menzogna
607,Lüge::N,алдан,bugìa
608,Lüge::N,алдан,menzogna
609,Lüge::N,ӧрекчан,bugìa
610,Lüge::N,ӧрекчан,menzogna
611,Schaden::N,изъян,danno
612,Unglück::N,куректон,sfortuna
613,Unglück::N,шудтэме усён,sfortuna
614,Schuld::N,янгыш,colpa
615,Alter::N,арлыд,età
616,Schluss::N,пум,fine
617,Zeit::N,дыр,tempo
618,Tag::N,нунал,giorno
619,Tag::N,нунал,giornata
620,Morgen::N,ӵукна,mattina
621,Mittag::N,лымшор,mezzogiorno
622,Abend::N,ӝыт,sera
623,Abend::N,ӝыт,serata
624,Abend::N,акшан,sera
625,Abend::N,акшан,serata
626,Nacht::N,уй,notte
627,Woche::N,арня,settimana
628,Monat::N,толэзь,mese
629,Jahr::N,ар,anno
630,Frühling::N,тулыс,primavera
631,Sommer::N,гужем,estate
632,Herbst::N,сӥзьыл,autunno
633,Winter::N,тол,inverno
634,Januar::N,выльартолэзь,gennaio
635,Februar::N,тулыспал,febbraio
636,März::N,южтолэзь,marzo
637,April::N,оштолэзь,aprile
638,Mai::N,куартолэзь,maggio
639,Juni::N,вожотолэзь,giugno
640,Juli::N,пӧсьтолэзь,luglio
641,August::N,гудырикошкон,agosto
642,September::N,куарусён,settembre
643,Oktober::N,выльӝуктолэзь,ottobre
644,November::N,шуркынмон,novembre
645,Dezember::N,толсур,dicembre
646,Montag::N,вордӥськон,lunedì
647,Dienstag::N,вторник,martedì
648,Mittwoch::N,вирнунал,mercoledì
649,Donnerstag::N,покчиарня,giovedì
650,Freitag::N,удмуртарня,venerdì
651,Samstag::N,кӧснунал,sàbato
652,Sonntag::N,арня,domenica
653,groß::A,бадӟым,grande
654,klein::A,пичи,pìccolo
655,lang::A,кузь,lungo
656,kurz::A,вакчи,corto
657,breit::A,паськыт,largo
658,schmal::A,сюлэг,stretto
659,dicht::A,ӵем,denso
660,dick[Gegenstand]::A,зӧк,spesso
661,dünn::A,векчи,sottile
662,fein::A,векчи,fine
663,fein::A,векчи,delicato
664,fest::A,юн,sodo
665,fest::A,юн,fisso
666,fest::A,чурыт,sodo
667,fest::A,чурыт,fisso
668,flach::A,ӵошкыт,piano
669,flach::A,ӵошкыт,piatto
670,glatt::A,гылыт,liscio
671,glatt::A,вольыт,liscio
672,hart::A,чурыт,duro
673,weich::A,небыт,molle
674,rund::A,котырес,rotondo
675,spitz::A,йылсо,aguzzo
676,spitz::A,йылсо,appuntito
677,scharf::A,лэчыт,affilato
678,scharf::A,лэчыт,tagliente
679,stumpf::A,ныж,smussato
680,schwer::A,секыт,pesante
681,schön::A,чебер,bello
682,heiß::A,пӧсь,caldo
683,heiß::A,пӧсь,bollente
684,warm::A,шуныт,caldo
685,kalt::A,кезьыт,freddo
686,kühl::A,юзмыт,fresco
687,kühl::A,салкым,fresco
688,frisch::A,выль,fresco
689,feucht::A,мускыт,ùmido
690,nass::A,котмем,bagnato
691,trocken::A,кӧс,secco
692,voll::A,тыр,pieno
693,leer::A,буш,vuoto
694,leer::A,тырттэм,vuoto
695,offen::A,усьтэм,aperto
696,geschlossen::A,ӵогам,chiuso
697,geschlossen::A,пунням,chiuso
698,sauber::A,ӝикыт,netto
699,sauber::A,ӝикыт,pulito
700,sauber::A,чылкыт,netto
701,sauber::A,чылкыт,pulito
702,schmutzig::A,нӧд,sporco
703,schmutzig::A,нӧд,sùdicio
704,roh::A,ыль,crudo
705,reif::A,вуэм,maturo
706,lecker::A,ческыт,ghiotto
707,lecker::A,ческыт,squisito
708,süß::A,ческыт,dolce
709,bitter::A,курыт,amaro
710,sauer::A,чырс,aspro
711,sauer::A,чырс,acerbo
712,hell::A,югыт,chiaro
713,dunkel::A,пеймыт,buio
714,dunkel::A,пеймыт,oscuro
715,schwarz::A,сьӧд,nero
716,weiß::A,тӧдьы,bianco
717,rot::A,горд,rosso
718,gelb::A,ӵуж,giallo
719,blau::A,лыз,blu
720,blau::A,лыз,azzurro
721,grün::A,вож,verde
722,grau::A,пурысь,grigio
723,bunt::A,куӵо,variopinto
724,billig::A,дунтэм,a buon prezzo
725,billig::A,дунтэм,a buon mercato
726,teuer::A,дуно,caro
727,wertvoll::A,дуно,prezioso
728,blind::A,сукыр,cieco
729,blind::A,синтэм,cieco
730,taub::A,пельтэм,sordo
731,kräftig::A,кужмо,forte
732,kräftig::A,кужмо,robusto
733,stark::A,юн,forte
734,stark::A,юн,vigoroso
735,stark::A,кужмо,forte
736,stark::A,кужмо,vigoroso
737,schwach::A,ляб,dèbole
738,schwach::A,начар,dèbole
739,fett::A,кӧй,grasso
740,schlank::A,веськыт,snello
741,schlank::A,веськыт,slanciato
742,schlank::A,веськрес,snello
743,schlank::A,веськрес,slanciato
744,hübsch::A,чебер,bello
745,hübsch::A,чебер,carino
746,hübsch::A,синмаськымон,bello
747,hübsch::A,синмаськымон,carino
748,böse::A,лек,cattivo
749,dumm::A,шузи,stùpido
750,dumm::A,визьтэм,stùpido
751,faul::A,азьтэм,pigro
752,fleißig::A,сюлмо,diligente
753,geizig::A,сук,avaro
754,klug::A,визьмо,intelligente
755,geschickt::A,усто,àbile
756,geschickt::A,быгатӥсь,àbile
757,lieb::A,мусо,caro
758,lustig::A,шулдыр,gaio
759,lustig::A,шулдыр,allegro
760,sanft::A,мусо,dolce
761,sanft::A,эрке,dolce
762,hungrig::A,сютэм,affamato
763,krank::A,висись,malato
764,krank::A,висись,infermo
765,nackt::A,гольык,nudo
766,traurig::A,мӧзмыт,triste
767,lebendig::A,улэп,vivo
768,gut::A,ӟеч,buono
769,gut::A,умой,buono
770,schlecht::A,урод,cattivo
771,schlecht::A,алама,cattivo
772,richtig::A,шонер,giusto
773,schlimm::A,алама,grave
774,wahr::A,зэмос,vero
775,alt::A,вуж,vecchio
776,neu::A,выль,nuovo
777,ehemalig::A,азьвылэз,vecchio
778,ehemalig::A,азьвылэз,d'una_volta
779,alt[Lebewesen]::A,пересь,anziano
780,jung::A,егит,giovane
781,jung::A,пинал,giovane
782,arm::A,начар,pòvero
783,arm::A,куанер,pòvero
784,reich::A,узыр,ricco
785,bekannt::A,тодмо,noto
786,bekannt::A,тодмо,conosciuto
787,berühmt::A,дано,famoso
788,berühmt::A,дано,cèlebre
789,fremd::A,ят,estràneo
790,fremd::A,ят,straniero
791,verschieden::A,пӧртэм,diverso
792,verschieden::A,пӧртэм,differente
793,nah::A,матысь,vicino
794,nah::A,матысь,propinquo
795,fern::A,кыдёкысь,lontano
796,linker::A,паллян,sinistro
797,rechter::A,бур,destro
798,rechter::A,бурпал,destro
799,anderer::A,мукет,altro
800,erster::A,нырысетӥез,primo
801,zweiter::A,кыктэтӥез,secondo
802,dritter::A,кунньметӥез,terzo
803,letzter::A,берло,ùltimo
804,letzter::A,берпум,ùltimo
805,allein::ADV,огназ,solo
806,allein::ADV,огназ,da solo
807,auf einmal::ADV,огдыре,insieme
808,zusammen::ADV,ӵош,insieme
809,zusammen::ADV,валче,insieme
810,lange::ADV,кема,a lungo
