,Concept_ID,la,ta
117,Insel::N,insula,தீவு
118,Blume::N,flos,பூ
119,Gras::N,herba,புல்தரை
120,Gras::N,gramen,புல்தரை
121,Wurzel::N,radix,வேர்
122,Baum::N,arbor,மரம்
123,Stamm::N,truncus,அடிமரம்
124,Rinde::N,cortex,பட்டை
125,Rinde::N,cortex,மரப்பட்டை
126,Ast::N,ramus,கினை
127,Zweig::N,ramus,குச்சி
128,Blatt::N,folium,இலை
129,Birke::N,betulla,பிர்ச் மரம்
130,Kiefer[Baum]::N,pinus,தேவதாரு மரம்
131,Weide[Baum]::N,salix,மர வகைகளுள் ஒன்று
132,Tanne::N,abies,சாதிக்கய்
133,Horn::N,cornu,கொம்பு
134,Feder::N,penna,இறகு
135,Fell::N,pellis,மென்முடி
136,Flügel::N,ala,இறக்கை
137,Klaue::N,unguis,நகம்
138,Kralle::N,unguis,நகம்
139,Schwanz::N,cauda,வால்
140,Ei::N,ovum,முட்டை
141,Nest::N,nidus,கூடு
142,Bau::N,cavum,குகை
143,Bau::N,latibulum,குகை
144,Tier::N,bestia,விலங்கு
145,Herde::N,grex,கூட்டம்
146,Kuh::N,vacca,பசு
147,Bulle::N,taurus,காளை
148,Pferd::N,equus,குதிரை
149,Schaf::N,ovis,செம்மறிஆடு
150,Schwein::N,sus,பன்றி
151,Schwein::N,porcus,பன்றி
152,Hund::N,canis,நாய்
153,Katze::N,felis,பூனை
154,Bär::N,ursus,கரடி
155,Eichhörnchen::N,sciurus,அணில்
156,Elch::N,alces,கடம்பை
157,Fuchs::N,vulpes,நரி
158,Hase::N,lepus,முயல்
159,Maus::N,mus,எலி
160,Wolf::N,lupus,ஓநாய்
161,Vogel::N,avis,பறவை
162,Schwarm::N,examen,தொகுதி
163,Huhn::N,gallina,கோழிக்குஞசு
164,Hahn::N,gallus,சேவல்
165,Gans::N,anser,பெண் வாத்து
166,Adler::N,aquila,பருநது
167,Ente::N,anas,வாத்து
168,Eule::N,ulula,ஆந்தை
169,Eule::N,noctua,ஆந்தை
170,Kranich::N,grus,நாரை
171,Krähe::N,cornix,காகம்
172,Kuckuck::N,cuculus,குயில்
173,Schwan::N,olor,அன்னம்
174,Schwan::N,cycnus,அன்னம்
175,Fisch::N,piscis,மீன்
176,Barsch::N,perca,பேர்ச்
177,Hecht::N,esox,கோலாச்சி மீன்
178,Schlange[Tier]::N,serpens,பாம்பு
179,Wurm::N,vermis,புழு
180,Spinne::N,aranea,சிலந்தி
181,Ameise::N,formica,எறும்பு
182,Laus::N,pediculus,பேன்
183,Mücke::N,culex,கொசுவினப்பூச்சி
184,Fliege::N,musca,ஈ
185,Schmetterling::N,papilio,வண்ணத்துப்பூச்சி
186,Beere::N,baca,சதைப்பழம்
187,Apfel::N,malum,ஆப்பிள பழம்
188,Pilz::N,fungus,காளான்
189,Zwiebel::N,cepa,வெங்காயம்
190,Saat::N,seges,விதை
191,Korn::N,granum,தானியம்
192,Heu::N,faenum,வைக்கோல்
193,Schale::N,putamen,தோல்
194,Grube::N,fovea,குழி
195,Falle::N,pedica,பொறி
196,Schlinge::N,laqueus,கண்ணி
197,Spur::N,vestigium,சுவடு
198,Asche::N,cinis,சாம்பல்
199,Dreck::N,lutum,அழுக்கு
200,Eisen::N,ferrum,இரும்பு
201,Gold::N,aurum,தங்கம்
202,Silber::N,argentum,வெள்ளி
203,Kohle::N,carbo,நிலக்கரி
204,Glas::N,vitrum,கண்ணாடி
205,Lehm::N,lutum,களிமண்
206,Sand::N,arena,மணல்
207,Mensch::N,homo,மனிதர்கள்
208,Mann::N,vir,மனிதன்
209,Frau::N,mulier,பெண்
210,Kind::N,puer,குழந்தை
211,Kind::N,infans,குழந்தை
212,Junge::N,puer,பையன்
213,Mädchen::N,puella,சிறுமி
214,Familie::N,familia,குடும்பம்
215,Großvater::N,avus,தாத்தா
216,Großmutter::N,avia,பாட்டி
217,Eltern::N,parentes,பெற்றோர்
218,Vater::N,pater,தந்தை
219,Mutter::N,mater,தாய்
220,Sohn::N,filius,மகன்
221,Tochter::N,filia,மகள்
222,Bruder::N,frater,சகோதரன்
223,Schwester::N,soror,அக்கா
224,Onkel::N,patruus,தாய் மாமன்
225,Onkel::N,avunculus,தாய் மாமன்
226,Tante::N,amita,அத்தை
227,Ehemann::N,maritus,கணவன்
228,Ehefrau::N,uxor,மனைவி
229,Freude::N,gaudium,கொண்டாட்டம்
230,Freude::N,laetitia,கொண்டாட்டம்
231,Gelächter::N,risus,சிரிப்பு
232,Glück::N,felicitas,மகிழ்ச்சி
233,Kummer::N,aegritudo,துயரம்
234,Wunsch::N,voluntas,விருப்பம்
235,Wunsch::N,desiderium,விருப்பம்
236,Lust::N,libido,விருப்பம்
237,Lust::N,voluptas,விருப்பம்
238,Geist::N,mens,ஆன்மா
239,Geist::N,animus,ஆன்மா
240,Gedanke::N,sententia,எண்ணம்
241,Gedächtnis::N,memoria,ஞாபகம்
242,Verstand::N,ratio,மனம்
243,Verstand::N,ingenium,மனம்
244,Sinn::N,sensus,அர்த்தம்
245,Grund::N,causa,காரணம்
246,Wahrheit::N,veritas,உண்நை
247,Gespräch::N,sermo,பெசு
248,Märchen::N,fabula,நம்பத்தகாத கதை
249,Erzählung::N,fabula,கதை
250,Erzählung::N,narratio,கதை
251,Nachricht::N,nuntius,செய்தி
252,Neuigkeit::N,novitas,செய்தி
253,Name::N,nomen,பெயர்
254,Rätsel::N,aenigma,புதிர்
255,Rede::N,oratio,பேச்சு
256,Sprache::N,lingua,மொழி
257,Stimme::N,vox,குரல்
258,Wort::N,verbum,வார்த்தை
259,Wort::N,vocabulum,வார்த்தை
260,Zeichen::N,signum,குறி
261,Ruf::N,clamor,அழைப்பு
262,Lärm::N,strepitus,சத்தம்
263,Laut::N,sonus,ஒலி
264,Ton::N,sonus,குரல்
265,Lied::N,carmen,பாட்டு
266,Ruhe::N,quies,அமைதி
267,Leute::N,homines,மக்கள்
268,Volk::N,populus,மக்கள்
269,Arbeit::N,labor,வேலை
270,Gast::N,hospes,விருந்தாளி
271,Gast::N,conviva,விருந்தாளி
272,Geschenk::N,munus,பரிசுப் பொருள்
273,Spiel::N,ludus,விளையாட்டு
274,Gesellschaft::N,societas,சமுதாயம்
275,Hilfe::N,auxilium,உதவி
276,Hilfe::N,subsidium,உதவி
277,Freund::N,amicus,நண்பன்
278,Kamerad::N,socius,உடனிருப்பவன்
279,Angelegenheit::N,res,செய்தி
280,Anzahl::N,numerus,எண்ணிக்கை
281,Art::N,genus,வகை
282,Stück::N,frustum,துண்டம்
283,Stück::N,fragmentum,துண்டம்
284,Teil::N,pars,பகுதி
285,Hälfte::N,dimidium,பாதி
286,Kreis::N,orbis,வட்டம்
287,Kreis::N,circus,வட்டம்
288,Kreuz::N,crux,சிலுவை
289,Linie::N,linea,கோடு
290,Strich::N,lineamentum,வாத நோய்
291,Abstand::N,intervallum,இடைவெளி
292,Entfernung::N,spatium,தூரம்
293,Gegend::N,loca,வட்டாரம்
294,Gegend::N,regio,வட்டாரம்
295,Platz::N,locus,வெற்றிடம்
296,Ort::N,locus,இடம்
297,Seite::N,latus,பக்கம்
298,Mitte::N,medium,இடைப்பகுதி
299,Gegenstand::N,res,உருப்படி
300,Sache::N,res,பொருள்
301,Rand::N,margo,தொங்கு
302,Kante::N,angulus,விளிம்பு
303,Ecke::N,angulus,மூலை
304,Spitze::N,cacumen,முனை
305,Ende::N,caput,முடிவு
306,Loch::N,foramen,துளை
307,Winkel::N,angulus,கோணம்
308,Muster::N,exemplum,பாங்கு
309,Größe::N,magnitudo,அளவு
310,Länge::N,longitudo,நீளம்
311,Höhe::N,altitudo,உயரம்
312,Gewicht::N,pondus,எடை
313,Menge::N,copia,தொகை
314,Haufen::N,acervus,குவியல்
315,Reihe::N,ordo,வரிசை
316,Boot::N,navicula,படகு
317,Ruder::N,remus,துடுப்பு
318,Schlitten::N,sclodia,சகடையிலா வண்டி
319,Ski::N,narta,பனிச் சறுக்கல்
320,Lagerfeuer::N,ignis,மூட்டம்
321,Last::N,onus,பாரம்
322,Gang::N,cursus,நடை
323,Schritt::N,gradus,காலடி
324,Norden::N,septentriones,வடக்கு
325,Süden::N,meridies,தெற்கு
326,Westen::N,occidens,மேற்கு திசை
327,Osten::N,oriens,கிழக்கு
328,Holz::N,lignum,மரக்கட்டை
329,Brett::N,tabula,பலகை
330,Platte::N,lamina,பலகம்
331,Stütze::N,adminiculum,அடைப்புகன்
332,Stange::N,pertica,கம்பம்
333,Stock::N,baculum,குச்சி
334,Stab::N,scipio,கம்பு
335,Rohr::N,tubus,குழாய்
336,Haus::N,aedes,வீடு
337,Heim::N,domicilium,வீடு
338,Ofen::N,fornax,அடுப்பு
339,Fußboden::N,solum,தரை
340,Tisch::N,mensa,மேசை
341,Stuhl::N,sella,நாற்காலி
342,Wiege::N,cunae,தொட்டில்
343,Bett::N,lectus,படுக்கை
344,Regal::N,foruli,அலமாரி
345,Kiste::N,cista,பெட்டி
346,Fenster::N,fenestra,சாளரம்
347,Tür::N,ianua,கதவு
348,Tor::N,porta,வாசற்கதவு
349,Zaun::N,saepes,வேலி
350,Dach::N,tectum,கூரை
351,Leiter::N,scalae,ஏணி
352,Besen::N,scopae,விளக்குமாறு
353,Spaten::N,pala,மண்வெட்டி
354,Schaufel::N,pala,அடிதண்டா
355,Gabel::N,fuscinula,முட்கரண்டி
356,Löffel::N,coclear,கரண்டி
357,Messer::N,culter,கத்தி
358,Nagel::N,clavus,ஆணி
359,Netz::N,rete,வலை
360,Haken::N,hamus,கொக்கி
361,Griff::N,manubrium,கைப்பிடி
362,Schloss::N,claustra,பூட்டு
363,Bild::N,tabula,படம்
364,Bild::N,pictura,படம்
365,Figur::N,statunculum,எண்ணிக்கை
366,Puppe::N,pupa,பொம்மை
367,Beutel::N,sacculus,பை
368,Bündel::N,fascis,பொதி
369,Tasche::N,sacculus,பை
370,Eimer::N,situla,வாளி
371,Deckel::N,operculum,உறை
372,Geschirr::N,vasa,பாத்திரம்
373,Sack::N,saccus,பை
374,Tasse::N,pocillum,கிண்ணம்
375,Topf::N,olla,பானை
376,Kessel::N,aenum,கெண்டி
377,Essen::N,cena,உணவருந்துதல்
378,Nahrung::N,cibus,உணவு
379,Nahrung::N,alimenta,உணவு
380,Speise::N,cibus,உணவு வகை
381,Fleisch::N,caro,இறைச்சி
382,Getreide::N,frumentum,மக்காச்சோளம்
383,Brei::N,puls,கஞ்சி
384,Brot::N,panis,ரொட்டி
385,Scheibe::N,frustum,துண்டு
386,Fett::N,pingue,கொழுப்பு
387,Butter::N,butȳrum,வெண்ணெய்
388,Öl::N,oleum,எண்ணெய்
389,Salz::N,sal,உப்பு
390,Suppe::N,ius,ரசம்
391,Honig::N,mel,தேன்
392,Milch::N,lac,பால்
393,Tee::N,thea,தெனீர்
394,Leder::N,corium,பதம் செய்யப்பட்ட தோல்
395,Wolle::N,lana,கம்பளி
396,Stoff::N,textum,துணி
397,Nadel::N,acus,ஊசி
398,Faden::N,filum,நூல்
399,Knopf::N,bulla,பொத்தான்
400,Knoten::N,nodus,முடிச்சு
401,Farbe::N,pigmentum,வண்ணக் குழம்பு
402,Kleidung::N,vestimenta,ஆடைகள்
403,Hemd::N,tunica,சட்டை
404,Kragen::N,collare,கழுத்துப் பட்டை
405,Ärmel::N,manica,சட்டைக்கை
406,Hose::N,bracae,கால்சட்டை
407,Gürtel::N,cingulum,பெல்ட்
408,Mütze::N,pilleus,தொப்பி
409,Schuh::N,calceus,காலணி
410,Stiefel::N,pero,காலணி
411,Stiefel::N,caliga,காலணி
412,Ring::N,anulus,மோதிரம்
413,Band::N,redimiculum,நாடா
414,Kamm::N,pecten,கீப்பு
415,Spiegel::N,speculum,ஆடி
416,Spiegel::N,speculum,கண்ணாடி
417,Riemen::N,lorum,வார்
418,Schnur::N,linum,கயிறு
419,Leine::N,retinaculum,தோல்வார்
420,Decke::N,lodix,போர்வை
421,Kissen::N,pulvinus,தலையணை
422,Tuch::N,velum,துணி
423,Handtuch::N,mantele,தண்டு
424,Kraft::N,vis,நிர்பந்தம்
425,Stärke::N,robur,பலம்
426,Gesundheit::N,valetudo,ஆரோக்கியம்
427,Krankheit::N,morbus,நோய்
428,Schmerz::N,dolor,வலி
429,Wunde::N,vulnus,காயம்
430,Fieber::N,febris,காய்ச்சல்
431,Arznei::N,remedium,மருந்து
432,Brücke::N,pons,பாலம்
433,Brunnen::N,puteus,கேணி
434,Weide::N,pascua,மேய்ச்சல் நிலம்
435,Pfad::N,semita,நடை வழி
436,Weg::N,iter,வழி
437,Straße::N,via,சாலை
438,Dorf::N,vicus,கிராமம்
439,Stadt::N,urbs,நகரம்
440,Stadt::N,oppidum,நகரம்
441,Brief::N,epistula,கடிதம்
442,Buch::N,liber,புத்தகம்
443,Buchstabe::N,littera,எழத்து
444,Zeitung::N,diurnum,செய்தித்தாள்
445,Leben::N,vita,வாழ்க்கை
446,Tod::N,mors,மரணம்
447,Grab::N,sepulcrum,சமாதி
448,Kirche::N,ecclesia,தேவாலயம்
449,Sünde::N,peccatum,பாவம்
450,Gott::N,deus,கடவுள்
451,Arbeiter::N,operarius,தொழிலாளி
452,Chef::N,praefectus,மேலாளர்
453,Meister::N,magister,தலைவன்
454,Arzt::N,medicus,மருத்துவர்
455,Lehrer::N,magister,ஆசிரியர்
456,Geld::N,aes,பணம்
457,Geld::N,pecunia,பணம்
458,Geschäft::N,negotium,வாணிபம்
459,Laden::N,taberna,கடை
460,Preis::N,pretium,விலை
461,Ware::N,merx,சாமன்கள்
462,Nutzen::N,utilitas,இலாபம்
463,Reichtum::N,opes,சொத்து
464,Reichtum::N,divitiae,சொத்து
465,Welt::N,mundus,உலகம்
466,Land::N,terra,நாடு
467,Staat::N,res publica,நாடு
468,König::N,rex,அரசன்
469,Macht::N,potestas,அதிகாரம்
470,Grenze::N,limes,எல்லை
471,Krieg::N,bellum,போர்
472,Feind::N,inimicus,எதிரி
473,Gewalt::N,vis,வன்முறை
474,Kampf::N,pugna,போராட்டம்
475,Bogen[Waffe]::N,arcus,வில்
476,Pfeil::N,sagitta,அம்பு
477,Gewehr::N,sclopetum,துப்பாக்கி
478,Fehler::N,error,தவறு
479,Lüge::N,mendacium,பொய்
480,Schaden::N,damnum,சேதாரம்
481,Schaden::N,detrimentum,சேதாரம்
482,Unglück::N,miseria,இடையூறு
483,Unglück::N,calamitas,இடையூறு
484,Schuld::N,culpa,குற்றம்
485,Alter::N,aetas,வயது
486,Schluss::N,finis,முடிவு
487,Zeit::N,tempus,காலம்
488,Tag::N,dies,நாள்
489,Morgen::N,mane,காலை நேரம்
490,Mittag::N,meridies,மதியம்
491,Abend::N,vesper,மாலைப் பொழுது
492,Nacht::N,nox,இரவு
493,Woche::N,septimana,வாரம்
494,Monat::N,mensis,மாதம்
495,Jahr::N,annus,வருடம்
496,Frühling::N,ver,வசந்தம்
497,Sommer::N,aestas,கோடை
498,Herbst::N,autumnus,இலையுதிர் காலம்
499,Winter::N,hiems,குளிர்காலம்
500,Januar::N,Ianuarius,ஜனவரி
501,Februar::N,Februarius,பிபரவரி மாதம்
502,März::N,Martius,மார்ச் மாதம்
503,April::N,Aprilis,ஏப்ரல் மாதம்
504,Mai::N,Maius,மே மாதம்
505,Juni::N,Iunius,ஜூன் மாதம்
506,Juli::N,Iulius,ஜூலை மாதம்
507,August::N,Augustus,ஆகஸ்ட் மாதம்
508,September::N,September,செப்டம்பர் மாதம்
509,Oktober::N,Octobris,அக்டோபர் மாதம்
510,November::N,Novembris,நவம்பர் மாதம்
511,Dezember::N,December,டிசம்பர்
512,Montag::N,dies lunae,திங்கட் கிழமை
513,Dienstag::N,dies Martis ,செவ்வாய்க்கிழமை
514,Mittwoch::N,dies Mercurii,புதன் கிழமை
515,Donnerstag::N,dies Iovis,வியாழக் கிழமை
516,Freitag::N,dies Veneris,வெள்ளிக்கிழமை
517,Samstag::N,dies Saturni,சனிக்கிழமை
518,Sonntag::N,dominicus,ஞாயிறுக் கிழமை
519,Sonntag::N,dies solis,ஞாயிறுக் கிழமை
520,groß::A,magnus,பெரிய
521,klein::A,parvus,சிறிய
522,lang::A,longus,நீண்ட
523,kurz::A,brevis,குட்டையான
524,breit::A,latus,அகலமான
525,schmal::A,angustus,குறுகலான
526,dicht::A,densus,அடர்த்தியான
527,dick[Gegenstand]::A,crassus,தடித்த
528,dünn::A,tenuis,சன்னமான
529,fein::A,subtilis,மெல்லிய
530,fest::A,solidus,உறுதியாள
531,fest::A,stabilis,உறுதியாள
532,flach::A,planus,தட்டையான
533,glatt::A,levis,வழுவழுப்பான
534,hart::A,durus,கடினமான
535,weich::A,mollis,மென்மையான
536,rund::A,rotundus,உருண்டையான
537,spitz::A,acutus,திகந்தமாக
538,scharf::A,acer,கூரான
539,stumpf::A,hebes,உளம் திறந்த
540,schwer::A,gravis,கனமான
541,schön::A,pulcher,அழகான
542,schön::A,formosus,அழகான
543,heiß::A,fervidus,சூடான
544,warm::A,calidus,இதமான
545,kalt::A,frigidus,குளிர்ச்சியான
546,kühl::A,frigidus,குளிர்ச்சியான
547,frisch::A,recens,சுத்தமான
548,feucht::A,umidus,ஈரமான
549,nass::A,madidus,ஈரமான
550,trocken::A,aridus,உலர்ந்த
551,voll::A,plenus,நிரம்பிய
552,leer::A,vacuus,காலியான
553,offen::A,apertus,திறந்த
554,geschlossen::A,clausus,மூடப்பட்ட
555,sauber::A,lautus,சுத்தமான
556,schmutzig::A,sordidus,அழக்கான
557,roh::A,crudus,கச்சா
558,reif::A,maturus,பழுத்த
559,lecker::A,delicatus,சுவைமிக்க
560,süß::A,dulcis,இனிப்பான
561,bitter::A,amarus,கசப்பான
562,bitter::A,acerbus,கசப்பான
563,sauer::A,acidus,புளிப்பாக
564,hell::A,clarus,பளபளப்பான
565,dunkel::A,obscurus,கருமையான
566,schwarz::A,niger,கருப்பு வண்ண
567,weiß::A,albus,வெண்மையன
568,rot::A,ruber,சிவப்பு
569,gelb::A,flavus,மஞ்சள் வண்ணம்
570,blau::A,caeruleus,நீல வண்ண
571,grün::A,viridis,பச்சை வண்ண
572,grau::A,canus,சாம்பல் நிற
573,bunt::A,varius,வண்ண மயமான
574,billig::A,vilis,மலிவான
575,teuer::A,carus,விலை அதிகமான
576,wertvoll::A,pretiosus,மதிப்புள்ள
577,blind::A,caecus,பார்வையற்ற
578,taub::A,surdus,செவிடான
579,kräftig::A,robustus,வலிமையான
580,stark::A,firmus,பலமான
581,stark::A,validus,பலமான
582,schwach::A,debilis,பலவீனமான
583,schwach::A,infirmus,பலவீனமான
584,fett::A,crassus,பருமனாக
585,schlank::A,procerus,ஒல்லியான
586,hübsch::A,pulcher,அழகிய
587,böse::A,improbus,கேடு விளைவிக்கும்
588,dumm::A,stultus,முட்டாள்தனமான
589,dumm::A,stupidus,முட்டாள்தனமான
590,faul::A,piger,சோம்பலான
591,fleißig::A,sedulus,ஊக்கந்தளராத
592,geizig::A,avarus,கஞேசத்தனமான
593,klug::A,prudens,சாதுரியமான
594,geschickt::A,sollers,திறமையள்ள
595,lieb::A,carus,அன்புக்குரிய
596,lustig::A,iocosus,களிப்புமிக்க
597,sanft::A,clemens,சாதுவான
598,hungrig::A,impastus,பசியுடன்
599,krank::A,aeger,நோயுற்று
600,nackt::A,nudus,ஆடையற்ற
601,traurig::A,maestus,சோகமான
602,lebendig::A,vivus,பிழைப்பு
603,gut::A,bonus,நல்ல
604,schlecht::A,malus,கெட்ட
605,richtig::A,rectus,சரியான
606,schlimm::A,malus,அருவருப்பான
607,wahr::A,verus,உண்மையான
608,alt::A,antiquus,பழைய
609,neu::A,novus,புதிய
610,ehemalig::A,pristinus,முன்நாள்
611,alt[Lebewesen]::A,vetus,வயதான
612,jung::A,iuvenis,இளமையான
613,arm::A,pauper,ஏழ்மையான
614,reich::A,dives,செல்வம் படைத்த
615,bekannt::A,notus,பழக்கப்பட்ட
616,berühmt::A,celeber,புகழ்பெற்ற
617,berühmt::A,illustris,புகழ்பெற்ற
618,fremd::A,peregrinus,அயல் நாட்டு
619,verschieden::A,varius,வித்தியாசமான
620,nah::A,propinquus,பக்கத்தில் உள்ள
621,fern::A,longinquus,தொலை தூரத்தில்
622,linker::A,sinister,மீந்திருக்கும்
623,rechter::A,dexter,வலதுபக்கம்
624,anderer::A,alius,மற்ற
625,erster::A,primus,முதனமையான
626,zweiter::A,secundus,இரண்டாவது
627,dritter::A,tertius,மூன்றாவது
628,letzter::A,ultimus,கடைசி
629,allein::ADV,solum,தனியாக
630,auf einmal::ADV,simul,தடீரென்று
631,zusammen::ADV,una,சேர்ந்து
632,lange::ADV,diu,அதிக நோம்
633,plötzlich::ADV,subito,தடீரென்று
634,plötzlich::ADV,repente,தடீரென்று
635,sofort::ADV,statim,உடனடியாக
636,später::ADV,postea,பிறகு
637,jetzt::ADV,nunc,இப்பொழது
638,heute::ADV,hodie,இன்று
639,morgen::ADV,cras,நாளைக்கு
640,bald::ADV,mox,சீக்கிரம்
641,dann::ADV,deinde,அப்பொழுது
642,gestern::ADV,heri,நேற்று
643,einst::ADV,olim,ஒரே முறை
644,damals::ADV,tum,அப்பொழுது
645,danach::ADV,postea,பிற்பாடு
646,vorher::ADV,antea,முன்பாக
647,zuerst::ADV,primo,முதலில்
648,einmal::ADV,semel,ஒரே முறை
649,manchmal::ADV,interdum,சில நேரங்களில்
650,oft::ADV,saepe,அடிக்கடி
651,immer::ADV,semper,எப்பொழுதும்
652,niemals::ADV,numquam,ஒருபோதும் இல்லை
653,hier::ADV,hic,இங்கே
654,hierhin::ADV,huc,இவ்விடத்திற்கு
655,von hier::ADV,hinc,இனி
656,dort::ADV,ibi,அங்கே
657,dorthin::ADV,eo,அவ்விடத்திற்கு
658,geradeaus::ADV,recte,முன்னாலிருக்கும்
659,vorwärts::ADV,porro,முன்புறமாக
660,rückwärts::ADV,retro,பின்னோக்கி
661,zurück::ADV,retro,பின்பக்கம்
662,unten::ADV,infra,கீழாக
663,hinab::ADV,pessum,கீழ் நோக்கி
664,oben::ADV,supra,மேலே
665,hinauf::ADV,sursum,மேலே
666,überall::ADV,ubique,எல்லா இடத்திலும்
667,nicht::ADV,non,இல்லை
668,ein wenig::ADV,paulum,கொஞ்சம்
669,kaum::ADV,vix,அரிதாக
670,kaum::ADV,aegre,அரிதாக
671,sehr::ADV,valde,மிக்க
672,sehr::ADV,magnopere,மிக்க
673,so::ADV,ita,மிகவும்
674,noch::ADV,etiam,இப்பொழுதும்
675,nur::ADV,solum,மட்டும்
676,nur::ADV,tantum,மட்டும்
677,schon::ADV,iam,ஏற்கனவே
678,wieder::ADV,rursus,மறுபடியும்
679,vergebens::ADV,frustra,வீண்
680,vor::PRP,ante,முன்
681,hinter::PRP,post,பின்பக்கம்
682,unter::PRP,sub,கீழே
683,durch::PRP,per,ஊடே
684,neben::PRP,iuxta,அடுத்து
685,zwischen::PRP,inter,இடையில்
686,wegen::PRP,propter,ஏனெனில்
687,dies::PRN,hoc,இது
688,das::PRN,id,அது
689,alles::PRN,omnia,ஒவ்வொன்றும்
690,ich::PRN,ego,நான்
691,du::PRN,tu,நீ
692,er::PRN,is,அவன்
693,er::PRN,ille,அவன்
694,wir::PRN,nos,நாம்
695,wir::PRN,nos,நாங்கள்
