,Concept_ID,hr,ps
125,Anhöhe::N,uzvišica,غونډۍ
126,Berg::N,brdo,غ‍‍‍‍‍ر
127,Gipfel::N,vrh,څوکه
128,Höhle::N,pećina,کاز
129,Höhle::N,spilja,کاز
130,Abhang::N,obronak,لمن
131,Abhang::N,nizbrdica,لمن
132,Quelle::N,izvor,چینه
133,Quelle::N,vrelo,چینه
134,Bach::N,potok,واله
135,Fluss::N,rijeka,سیند
136,Ufer::N,obala,غاړه
137,Küste::N,obala,ساحل
138,Küste::N,morska obala,ساحل
139,Festland::N,kopno,وچه
140,Meer::N,more,بحر
141,Meer::N,more,سمندر
142,Bucht::N,zaliv,کارۍ
143,Insel::N,ada,ټاپو
144,Insel::N,ada,جزيره
145,Insel::N,otok,ټاپو
146,Insel::N,otok,جزيره
147,Blume::N,cvijet,ګل
148,Gras::N,trava,واښه
149,Wurzel::N,korijen,ریښه
150,Baum::N,drvo,ونه
151,Baum::N,stablo,ونه
152,Stamm::N,deblo,ډډ
153,Stamm::N,stablo,ډډ
154,Rinde::N,kora,پوستکی
155,Ast::N,grana,ښاخ
156,Zweig::N,grana,څانګه
157,Blatt::N,list,پاڼه
158,Birke::N,breza,توس
159,Kiefer[Baum]::N,bor,نښتر
160,Weide[Baum]::N,iva,وله
161,Weide[Baum]::N,vŕba,وله
162,Tanne::N,jela,ناجو
163,Horn::N,rog,ښکر
164,Feder::N,pero,بڼکه
165,Fell::N,koža,پوستکی
166,Flügel::N,krilo,وزر
167,Klaue::N,papak,پنجه
168,Klaue::N,papak,منګول
169,Kralle::N,pandža,پنجه
170,Kralle::N,pandža,منګول
171,Schwanz::N,rep,لکۍ
172,Ei::N,jaje,وۍ
173,Ei::N,jaje,هګۍ
174,Nest::N,gnijezdo,جاله
175,Bau::N,jazbina,کاز
176,Tier::N,životinja,ژوی
177,Tier::N,životinja,حیوان
178,Herde::N,krdo,رمه
179,Herde::N,krdo,غېله
180,Herde::N,stado,رمه
181,Herde::N,stado,غېله
182,Kuh::N,krava,غوا
183,Bulle::N,bik,غوئی
184,Pferd::N,konj,آس
185,Schaf::N,ovca,پسه
186,Schwein::N,svinja,سرکوزی
187,Hund::N,pas,سپی
188,Hund::N,pseto,سپی
189,Katze::N,mačka,پشه
190,Bär::N,medvjed,خرس
191,Eichhörnchen::N,vjeverica,خړ لمی
192,Elch::N,los,ګوزن
193,Fuchs::N,lisica,سپلم
194,Hase::N,zec,سوی
195,Maus::N,miš,مږک
196,Wolf::N,vuk,لېوه
197,Wolf::N,kurjak,لېوه
198,Vogel::N,ptica,مرغه
199,Schwarm::N,roj,سېل
200,Schwarm::N,jato,سېل
201,Huhn::N,kokoš,چرګه
202,Hahn::N,kokot,چرګ
203,Hahn::N,pijevac,چرګ
204,Gans::N,guska,بته
205,Adler::N,orao,عقاب
206,Ente::N,patka,ایلۍ
207,Eule::N,sova,ګونګی
208,Kranich::N,ždral,کلنګ
209,Krähe::N,vrana,کارغه
210,Kuckuck::N,kukavica,فاخته
211,Schwan::N,labud,قو
212,Fisch::N,riba,کب
213,Fisch::N,riba,ماهی
214,Barsch::N,grgeč,
215,Hecht::N,štuka,
216,Schlange[Tier]::N,guja,مار
217,Schlange[Tier]::N,zmija,مار
218,Wurm::N,crv,چینجی
219,Spinne::N,pauk,غڼه
220,Spinne::N,pauk,تارکښ
221,Ameise::N,mrav,مېږی
222,Laus::N,uš,سپږه
223,Mücke::N,komarac,ماشی
224,Fliege::N,muha,مچ
225,Schmetterling::N,leptir,پتنګ
226,Beere::N,boba,مېوۍ
227,Beere::N,bobica,مېوۍ
228,Apfel::N,jabuka,مڼه
229,Pilz::N,pečurka,خرېړی
230,Zwiebel::N,luk,پیاز
231,Zwiebel::N,kapula,پیاز
232,Saat::N,sjemenje,تخم
233,Korn::N,zrno,تخم
234,Korn::N,zrno,دانه
235,Heu::N,sijeno,بوس
236,Heu::N,sijeno,پروړه
237,Schale::N,kora,پوستکی
238,Schale::N,ljuska,پوستکی
239,Grube::N,jama,کنده
240,Falle::N,zamka,دام
241,Falle::N,zamka,لومه
242,Falle::N,klopka,دام
243,Falle::N,klopka,لومه
244,Schlinge::N,uzao,کړۍ
245,Schlinge::N,petlja,کړۍ
246,Spur::N,trag,نښه
247,Spur::N,slijed,نښه
248,Asche::N,pepeo,آس
249,Asche::N,pepeo,ایره
250,Dreck::N,blato,ناپاکي
251,Eisen::N,željezo,اوسپنه
252,Gold::N,zlato,سره زر
253,Silber::N,srebro,نقره
254,Silber::N,srebro,سپین زر
255,Kohle::N,ugalj,سکور
256,Kohle::N,ugalj,سکاره
257,Kohle::N,ugljen,سکور
258,Kohle::N,ugljen,سکاره
259,Glas::N,staklo,ښيښه
260,Lehm::N,glina,خټه
261,Lehm::N,ilovača,خټه
262,Sand::N,pijesak,شګه
263,Mensch::N,čovjek,انسان
264,Mann::N,muškarac,سړی
265,Mann::N,muškarac,نارینه
266,Frau::N,žena,ښځه
267,Kind::N,čedo,بچی
268,Kind::N,čedo,ماشوم
269,Kind::N,dijete,بچی
270,Kind::N,dijete,ماشوم
271,Junge::N,momče,هلک
272,Junge::N,dječak,هلک
273,Mädchen::N,djevojka,نجلۍ
274,Mädchen::N,djevojčica,نجلۍ
275,Familie::N,obitelj,کورنۍ
276,Familie::N,porodica,کورنۍ
277,Großvater::N,djed,بابا
278,Großmutter::N,baka,انا
279,Eltern::N,roditelji,مور او پلار
280,Vater::N,otac,پلار
281,Mutter::N,majka,مور
282,Sohn::N,sin,زوی
283,Tochter::N,kći,لور
284,Tochter::N,kćerka,لور
285,Bruder::N,brat,ورور
286,Schwester::N,sestra,خور
287,Onkel::N,čika,تره
288,Onkel::N,čika,ماما
289,Onkel::N,ujak,تره
290,Onkel::N,ujak,ماما
291,Tante::N,ujna,خاله
292,Tante::N,tetka,خاله
293,Ehemann::N,muž,مېړه
294,Ehemann::N,suprug,مېړه
295,Ehefrau::N,žena,مېرمن
296,Ehefrau::N,supruga,مېرمن
297,Freude::N,radost,خوشحالي
298,Gelächter::N,grohot,خندا
299,Glück::N,sreća,بخت
300,Kummer::N,jad,غم
301,Kummer::N,briga,غم
302,Wunsch::N,želja,هيله
303,Wunsch::N,želja,غوښتنه
304,Lust::N,volja,شوق
305,Lust::N,volja,مینه
306,Geist::N,duh,روح
307,Gedanke::N,misao,فکر
308,Gedächtnis::N,pamćenje,یاد
309,Gedächtnis::N,pamćenje,حافظه
310,Verstand::N,um,عقل
311,Verstand::N,um,شعور
312,Verstand::N,razum,عقل
313,Verstand::N,razum,شعور
314,Sinn::N,smisao,معنی
315,Sinn::N,značenje,معنی
316,Grund::N,razlog,علت
317,Grund::N,razlog,اساس
318,Wahrheit::N,istina,حقیقت
319,Gespräch::N,razgovor,مرکه
320,Gespräch::N,razgovor,خبرې اترې
321,Märchen::N,bajka,افسانه
322,Erzählung::N,priča,قصه
323,Erzählung::N,priča,کیسه
324,Erzählung::N,pripovijest,قصه
325,Erzählung::N,pripovijest,کیسه
326,Nachricht::N,vijest,خبر
327,Neuigkeit::N,novost,نوی خبر
328,Name::N,ime,نوم
329,Rätsel::N,zagonetka,کیسۍ
330,Rätsel::N,zagonetka,چیستان
331,Rede::N,govor,وینا
332,Rede::N,besjeda,وینا
333,Sprache::N,jezik,ژبه
334,Stimme::N,glas,غږ
335,Stimme::N,glas,اواز
336,Wort::N,riječ,لغت
337,Wort::N,riječ,کلمه
338,Zeichen::N,znak,نښه
339,Zeichen::N,znak,اشاره
340,Ruf::N,povik,ږغ
341,Ruf::N,povik,بلنه
342,Ruf::N,poklik,ږغ
343,Ruf::N,poklik,بلنه
344,Lärm::N,buka,غالمغال
345,Lärm::N,galama,غالمغال
346,Laut::N,zvuk,ږغ
347,Ton::N,ton,اواز
348,Lied::N,pjesma,غزله
349,Lied::N,pjesma,سندره
350,Ruhe::N,tišina,ارامي
351,Ruhe::N,počinak,ارامي
352,Leute::N,ljudi,خلک
353,Volk::N,puk,ولس
354,Volk::N,narod,ولس
355,Arbeit::N,rad,کار
356,Arbeit::N,posao,کار
357,Gast::N,gost,مېلمه
358,Geschenk::N,dar,تحفه
359,Geschenk::N,dar,سوغات
360,Geschenk::N,poklon,تحفه
361,Geschenk::N,poklon,سوغات
362,Spiel::N,igra,لوبه
363,Gesellschaft::N,društvo,ډله
364,Gesellschaft::N,kompanija,ډله
365,Hilfe::N,pomoć,کومک
366,Hilfe::N,pomoć,مرسته
367,Freund::N,prijatelj,ملګری
368,Kamerad::N,drug,انډيوال
369,Kamerad::N,drugar,انډيوال
370,Angelegenheit::N,posao,موضوع
371,Anzahl::N,broj,شمېر
372,Anzahl::N,broj,تعداد
373,Anzahl::N,brojnost,شمېر
374,Anzahl::N,brojnost,تعداد
375,Art::N,vid,ډول
376,Art::N,vrst,ډول
377,Stück::N,komad,ټوټه
378,Teil::N,dio,برخه
379,Hälfte::N,polovina,نیم
380,Kreis::N,krug,دایره
381,Kreuz::N,križ,صلیب
382,Linie::N,crta,خط
383,Linie::N,crta,لیکه
384,Strich::N,crta,کرښه
385,Abstand::N,razmak,فاصله
386,Abstand::N,odstojanje,فاصله
387,Entfernung::N,udaljenost,واټن
388,Gegend::N,kraj,سیمه
389,Gegend::N,kraj,منطقه
390,Gegend::N,predeo,سیمه
391,Gegend::N,predeo,منطقه
392,Platz::N,mjesto,ځای
393,Ort::N,mjesto,ځای
394,Seite::N,bok,مخ
395,Seite::N,bok,اړخ
396,Seite::N,strana,مخ
397,Seite::N,strana,اړخ
398,Mitte::N,sredina,وسط
399,Mitte::N,sredina,مینځ
400,Gegenstand::N,predmet,شی
401,Sache::N,posao,شی
402,Sache::N,posao,څيز
403,Rand::N,rub,څنډه
404,Rand::N,rub,کناره
405,Rand::N,kraj,څنډه
406,Rand::N,kraj,کناره
407,Kante::N,brid,اړخ
408,Kante::N,ivica,اړخ
409,Ecke::N,ugao,ګوټ
410,Spitze::N,vrh,څوکه
411,Spitze::N,šiljak,څوکه
412,Ende::N,konac,څوکه
413,Loch::N,rupa,سوری
414,Winkel::N,kut,کنج
415,Winkel::N,kut,کوتی
416,Winkel::N,ugao,کنج
417,Winkel::N,ugao,کوتی
418,Muster::N,uzor,نمونه
419,Größe::N,veličina,قد
420,Größe::N,veličina,لويوالی
421,Länge::N,duljina,طول
422,Länge::N,duljina,اوږد والی
423,Höhe::N,visina,جګوالی
424,Gewicht::N,težina,وزن
425,Menge::N,mnoštvo,اندازه
426,Menge::N,količina,اندازه
427,Haufen::N,hrpa,کوټه
428,Haufen::N,gomila,کوټه
429,Reihe::N,red,صف
430,Reihe::N,red,کتار
431,Boot::N,čun,قايق
432,Boot::N,čamac,قايق
433,Ruder::N,veslo,چپه
434,Schlitten::N,saone,ښویېدونی
435,Ski::N,ski,سکي
436,Ski::N,smučka,سکي
437,Lagerfeuer::N,logorska vatra,اور
438,Last::N,tovar,بار
439,Last::N,tovar,پېټی
440,Gang::N,hod,تګ
441,Schritt::N,korak,ګام
442,Norden::N,sjever,شمال
443,Süden::N,jug,سوېل
444,Westen::N,zapad,لوېدېځ
445,Osten::N,istok,شرق
446,Osten::N,istok,ختیځ
447,Holz::N,drvo,لرګی
448,Brett::N,daska,تخته
449,Platte::N,ploča,تخته
450,Stütze::N,potpora,تکیوان
451,Stange::N,motka,ډاګه
452,Stock::N,štap,لرګی
453,Stock::N,palica,لرګی
454,Stab::N,štap,چيخله
455,Stab::N,šipka,چيخله
456,Rohr::N,cijev,نل
457,Haus::N,kuća,کور
458,Heim::N,dom,کور
459,Ofen::N,peć,تودنۍ
460,Fußboden::N,pod,غولی
461,Tisch::N,stol,مېز
462,Tisch::N,trpeza,مېز
463,Stuhl::N,stolac,چوکۍ
464,Stuhl::N,stolica,چوکۍ
465,Wiege::N,kolijevka,زانګو
466,Bett::N,krevet,کټ
467,Bett::N,krevet,چپرکټ
468,Bett::N,postelja,کټ
469,Bett::N,postelja,چپرکټ
470,Regal::N,polica,تاخچۍ
471,Kiste::N,sanduk,صندوق
472,Fenster::N,prozor,کړکۍ
473,Tür::N,vrata,دروازه
474,Tor::N,vrata,دروازه
475,Tor::N,kapija,دروازه
476,Zaun::N,plot,کټاره
477,Zaun::N,ograda,کټاره
478,Dach::N,krov,بام
479,Leiter::N,ljestve,زينه
480,Leiter::N,ljestvice,زينه
481,Besen::N,metla,جارو
482,Spaten::N,ašov,یوم
483,Schaufel::N,lopata,بېلچه
484,Gabel::N,viljuška,پنجه
485,Löffel::N,žlica,کاشوغه
486,Messer::N,nož,چاقو
487,Nagel::N,čavao,ميخ
488,Netz::N,mreža,جال
489,Haken::N,kuka,څنګک
490,Griff::N,držak,لاستی
491,Griff::N,ručica,لاستی
492,Schloss::N,brava,کلپ
493,Bild::N,slika,رسم
494,Figur::N,figura,قدوقامت
495,Puppe::N,lutka,ګوډۍ
496,Beutel::N,kesa,کڅوړه
497,Bündel::N,snop,دسته
498,Bündel::N,svežanj,دسته
499,Tasche::N,torba,بکس
500,Tasche::N,torba,توبره
501,Tasche::N,taška,بکس
502,Tasche::N,taška,توبره
503,Eimer::N,kabao,سطل
504,Deckel::N,poklopac,سرپوښ
505,Geschirr::N,suđe,لوښی
506,Geschirr::N,posuđe,لوښی
507,Sack::N,džak,جوال
508,Sack::N,vreća,جوال
509,Tasse::N,šalica,پیاله
510,Topf::N,lonac,دېګی
511,Kessel::N,kazan,دېګ
512,Essen::N,obrok,خوراک
513,Nahrung::N,hrana,خوراک
514,Speise::N,jelo,خواړه
515,Fleisch::N,meso,غوښه
516,Getreide::N,žito,غله
517,Getreide::N,žitarice,غله
518,Brei::N,kaša,اوګره
519,Brot::N,kruh,ډوډۍ
520,Scheibe::N,kriška,مړۍ
521,Fett::N,mast,غوړي
522,Fett::N,salo,غوړي
523,Butter::N,buter,کوچ
524,Butter::N,maslac,کوچ
525,Öl::N,ulje,تېل
526,Salz::N,sol,مالګه
527,Suppe::N,supa,شوربا
528,Honig::N,med,شات
529,Milch::N,mlijeko,شوده
530,Tee::N,čaj,چای
531,Leder::N,koža,څرمن
532,Wolle::N,vuna,پشم
533,Stoff::N,štof,ټوټه
534,Stoff::N,tkanina,ټوټه
535,Nadel::N,igla,ستن
536,Faden::N,nit,تار
537,Faden::N,konac,تار
538,Knopf::N,dugme,تڼۍ
539,Knopf::N,dugme,تکمه
540,Knoten::N,čvor,غوټه
541,Knoten::N,uzao,غوټه
542,Farbe::N,farba,رنګ
543,Kleidung::N,odjeća,کالي
544,Hemd::N,košulja,کميس
545,Kragen::N,ovratnik,غاړه
546,Ärmel::N,rukav,لستوڼی
547,Hose::N,hlače,پطلون
548,Gürtel::N,pas,کمربند
549,Gürtel::N,pojas,کمربند
550,Mütze::N,kapa,خولۍ
551,Schuh::N,cipela,بوټ
552,Stiefel::N,čizma,موزه
553,Ring::N,prsten,ګوته
554,Band::N,vrpca,فيته
555,Kamm::N,češalj,ګمنځ
556,Spiegel::N,zrcalo,ایینه
557,Spiegel::N,zrcalo,هنداره
558,Spiegel::N,ogledalo,ایینه
559,Spiegel::N,ogledalo,هنداره
560,Riemen::N,kaiš,تسمه
561,Riemen::N,remen,تسمه
562,Schnur::N,vrpca,مزی
563,Leine::N,uzica,رسۍ
564,Decke::N,ćebe,بړستن
565,Decke::N,pokrivač,بړستن
566,Kissen::N,jastuk,بالښت
567,Tuch::N,rubac,ټیکری
568,Tuch::N,marama,ټیکری
569,Handtuch::N,ručnik,دسمال
570,Kraft::N,snaga,زور
571,Kraft::N,snaga,توان
572,Stärke::N,jakost,قوت
573,Gesundheit::N,zdravlje,صحت
574,Gesundheit::N,zdravlje,روغتیا
575,Krankheit::N,bolest,مرض
576,Krankheit::N,bolest,ناروغي
577,Schmerz::N,bol,درد
578,Wunde::N,rana,ټپ
579,Wunde::N,rana,زخم
580,Fieber::N,groznica,تبه
581,Arznei::N,lijek,دوا
582,Arznei::N,lijek,دارو
583,Brücke::N,most,پول
584,Brücke::N,ćuprija,پول
585,Brunnen::N,bunar,څاه
586,Brunnen::N,bunar,کوهی
587,Brunnen::N,zdenac,څاه
588,Brunnen::N,zdenac,کوهی
589,Weide::N,paša,وله
590,Weide::N,pašnjak,وله
591,Pfad::N,staza,تړه
592,Weg::N,put,لیار
593,Straße::N,drum,سړک
594,Straße::N,cesta,سړک
595,Dorf::N,selo,کلی
596,Stadt::N,grad,ښار
597,Stadt::N,varoš,ښار
598,Brief::N,list,لیک
599,Brief::N,list,مکتوب
600,Brief::N,pismo,لیک
601,Brief::N,pismo,مکتوب
602,Buch::N,knjiga,کتاب
603,Buchstabe::N,slovo,حرف
604,Buchstabe::N,slovo,توری
605,Zeitung::N,novine,اخبار
606,Leben::N,život,ژوند
607,Tod::N,smrt,مرګ
608,Tod::N,smrt,مړینه
609,Grab::N,raka,قبر
610,Grab::N,raka,ډورۍ
611,Kirche::N,crkva,کلیسا
612,Sünde::N,grijeh,ګناه
613,Gott::N,bog,خدای
614,Arbeiter::N,radnik,کاریګر
615,Chef::N,šef,آمر
616,Meister::N,majstor,استاد
617,Arzt::N,liječnik,طبیب
618,Arzt::N,liječnik,ډاکټر
619,Lehrer::N,učitelj,معلم
620,Lehrer::N,učitelj,ښوونکی
621,Geld::N,novac,پیسې
622,Geschäft::N,posao,سوداګري
623,Geschäft::N,trgovina,سوداګري
624,Laden::N,dućan,دکان
625,Laden::N,dućan,مغازه
626,Preis::N,cijena,بیه
627,Ware::N,roba,مال
628,Nutzen::N,korist,ګټه
629,Reichtum::N,bogatstvo,شتمني
630,Welt::N,svijet,نړۍ
631,Welt::N,svijet,دنیا
632,Land::N,zemlja,هېواد
633,Staat::N,država,دولت
634,König::N,kralj,باچا
635,König::N,kralj,پادشاه
636,Macht::N,moć,قدرت
637,Macht::N,vlast,قدرت
638,Grenze::N,granica,حد
639,Grenze::N,granica,سرحد
640,Krieg::N,rat,جګړه
641,Feind::N,neprijatelj,دښمن
642,Gewalt::N,sila,زور
643,Gewalt::N,sila,تشدد
644,Gewalt::N,nasilje,زور
645,Gewalt::N,nasilje,تشدد
646,Kampf::N,boj,جنګ
647,Kampf::N,boj,مبارزه
648,Kampf::N,borba,جنګ
649,Kampf::N,borba,مبارزه
650,Bogen[Waffe]::N,luk,لیندۍ
651,Pfeil::N,strijela,غشی
652,Gewehr::N,puška,ټوپک
653,Fehler::N,pogreška,خطا
654,Fehler::N,pogreška,غلطي
655,Fehler::N,griješka,خطا
656,Fehler::N,griješka,غلطي
657,Lüge::N,laž,دروغ
658,Schaden::N,šteta,زیان
659,Schaden::N,šteta,تاوان
660,Unglück::N,nesreća,بدبختي
661,Schuld::N,krivnja,ګناه
662,Alter::N,dob,منګ
663,Schluss::N,kraj,اخر
664,Schluss::N,konac,اخر
665,Zeit::N,doba,وخت
666,Zeit::N,vrijeme,وخت
667,Tag::N,dan,ورځ
668,Morgen::N,jutro,سبا
669,Morgen::N,jutro,سهار
670,Mittag::N,podne,غرمه
671,Abend::N,veče,ماښام
672,Abend::N,večer,ماښام
673,Nacht::N,noć,شپه
674,Woche::N,sedmica,اونۍ
675,Monat::N,mjesec,مياشت
676,Jahr::N,godina,کال
677,Frühling::N,proljeće,پسرلی
678,Sommer::N,ljeto,دوبی
679,Herbst::N,jesen,منی
680,Herbst::N,jesen,خزان
681,Winter::N,zima,ژمی
682,Januar::N,januar,جنوري
683,Januar::N,siječanj,جنوري
684,Februar::N,veljača,فبروري
685,Februar::N,februar,فبروري
686,März::N,mart,مارچ
687,März::N,ožujak,مارچ
688,April::N,april,اپریل
689,April::N,travanj,اپریل
690,Mai::N,maj,مې
691,Mai::N,svibanj,مې
692,Juni::N,juni,جون
693,Juni::N,lipanj,جون
694,Juli::N,juli,جولای
695,Juli::N,srpanj,جولای
696,August::N,august,اګست
697,August::N,kolovoz,اګست
698,September::N,rujan,سپټامبر
699,September::N,septembar,سپټامبر
700,Oktober::N,oktobar,اکتوبر
701,Oktober::N,listopad,اکتوبر
702,November::N,studeni,نومبر
703,November::N,novembar,نومبر
704,Dezember::N,prosinac,دسمبر
705,Montag::N,ponedjeljak,دوشنبه
706,Montag::N,ponedjeljnik,دوشنبه
707,Dienstag::N,utorak,سه شنبه
708,Dienstag::N,utornik,سه شنبه
709,Mittwoch::N,srijeda,چارشنبه
710,Donnerstag::N,četvrtak,پنجشنبه
711,Freitag::N,petak,جمعه
712,Samstag::N,subota,خالي
713,Sonntag::N,nedjelja,یکشنبه
714,groß::A,velik,لوی
715,klein::A,mali,وړوکی
716,klein::A,malen,وړوکی
717,lang::A,dug,اوړد
718,lang::A,dugačak,اوړد
719,kurz::A,kratak,لنډ
720,breit::A,širok,پراخه
721,schmal::A,uski,تنګ
722,schmal::A,uzak,تنګ
723,dicht::A,gust,ګڼ
724,dick[Gegenstand]::A,debeo,پنډ
725,dünn::A,tanak,نری
726,fein::A,fin,نازک
727,fein::A,tanak,نازک
728,fest::A,čvrst,کلک
729,fest::A,čvrst,ټینګ
730,flach::A,ravan,هوار
731,flach::A,plosnat,هوار
732,glatt::A,gladak,ښوی
733,hart::A,tvrd,کلک
734,weich::A,mek,نرم
735,weich::A,mek,پوست
736,weich::A,mekan,نرم
737,weich::A,mekan,پوست
738,rund::A,okrugao,ګرد
739,spitz::A,oštar,تېره
740,spitz::A,šiljast,تېره
741,scharf::A,oštar,تېز
742,scharf::A,oštar,تېره
743,scharf::A,bridak,تېز
744,scharf::A,bridak,تېره
745,stumpf::A,tup,پڅ
746,schwer::A,težak,دروند
747,schön::A,krasan,ښکلی
748,heiß::A,vruć,تود
749,warm::A,topao,تود
750,kalt::A,hladan,ېخ
751,kalt::A,hladan,سوړ
752,kühl::A,hladan,ېخ
753,kühl::A,hladan,سوړ
754,frisch::A,svjež,تازه
755,feucht::A,vlažan,مرطوب
756,nass::A,mokar,لوند
757,trocken::A,suh,وچ
758,voll::A,pun,ډک
759,leer::A,prazan,خالی
760,offen::A,otvoren,خلاص
761,offen::A,otvoren,پرانیستی
762,geschlossen::A,zatvoren,تړلی
763,sauber::A,čist,پاک
764,schmutzig::A,nečist,چټل
765,schmutzig::A,blatan,چټل
766,roh::A,sirov,خام
767,reif::A,zreo,پوخ
768,reif::A,zreo,رسېدلی
769,lecker::A,tečan,خوندور
770,lecker::A,tečan,مزه دار
771,lecker::A,ukusan,خوندور
772,lecker::A,ukusan,مزه دار
773,süß::A,sladak,خوږ
774,süß::A,sladak,شیرین
775,bitter::A,gorak,تریخ
776,sauer::A,kiseo,ټاک
777,sauer::A,kiseo,تريو
778,hell::A,vedar,روڼ
779,hell::A,vedar,روښان
780,hell::A,svijetao,روڼ
781,hell::A,svijetao,روښان
782,dunkel::A,taman,تیاره
783,schwarz::A,crn,تور
784,weiß::A,bio,سپين
785,weiß::A,bijel,سپين
786,rot::A,crven,سور
787,gelb::A,žut,زېړ
788,blau::A,plav,شین
789,blau::A,plav,اسماني رنګه
790,blau::A,modar,شین
791,blau::A,modar,اسماني رنګه
792,grün::A,zelen,زرغون
793,grau::A,siv,خړ
794,bunt::A,šaren,رنګارنګ
795,billig::A,jeftin,ارزان
796,teuer::A,skup,ګران
797,wertvoll::A,vrijedan,قیمتي
798,wertvoll::A,dragocjen,قیمتي
799,blind::A,slijep,ړوند
800,taub::A,gluh,کوڼ
801,kräftig::A,snažan,قوی
802,stark::A,jak,قوی
803,stark::A,jak,تکړه
804,stark::A,snažan,قوی
805,stark::A,snažan,تکړه
