,Concept_ID,vep,is
143,Ast::N,oks,grein
144,Zweig::N,oks,angi
145,Zweig::N,oks,kvistur
146,Zweig::N,barb,angi
147,Zweig::N,barb,kvistur
148,Blatt::N,lehtez,blað
149,Birke::N,koiv,birki
150,Kiefer[Baum]::N,pedai,fura
151,Weide[Baum]::N,raid,víðir
152,Tanne::N,kuz',greni
153,Horn::N,sar'v,horn
154,Feder::N,höuneh,fjöður
155,Fell::N,nahk,skinn
156,Flügel::N,suug,vængur
157,Klaue::N,künz',kló
158,Kralle::N,künz',kló
159,Schwanz::N,händ,rófa
160,Schwanz::N,händ,skott
161,Ei::N,muna,egg
162,Nest::N,peza,hreiður
163,Bau::N,uru,greni
164,Bau::N,uru,bæli
165,Tier::N,živat,dýr
166,Herde::N,kogo,hjörð
167,Kuh::N,lehm,kýr
168,Bulle::N,härg,boli
169,Pferd::N,hebo,hestur
170,Schaf::N,lambaz,kind
171,Schwein::N,siga,svín
172,Hund::N,koir,hundur
173,Katze::N,kaži,köttur
174,Bär::N,kondi,björn
175,Eichhörnchen::N,orav,íkorni
176,Elch::N,hirb',elgur
177,Fuchs::N,reboi,refur
178,Hase::N,jäniš,héri
179,Maus::N,hir',mús
180,Wolf::N,händikaz,úlfur
181,Vogel::N,lind,fugl
182,Schwarm::N,parveh,sægur
183,Huhn::N,kana,hæna
184,Hahn::N,kukoi,hani
185,Gans::N,hanh',gæs
186,Adler::N,orl,örn
187,Ente::N,sorz,önd
188,Eule::N,hir'pulo,uggla
189,Kranich::N,kurg,trana
190,Krähe::N,variš,kráka
191,Kuckuck::N,kägi,gaukur
192,Schwan::N,joucen,svanur
193,Fisch::N,kala,fiskur
194,Barsch::N,ahven,aborri
195,Hecht::N,haug',gedda
196,Schlange[Tier]::N,kü,naðra
197,Schlange[Tier]::N,mado,naðra
198,Wurm::N,mado,ormur
199,Spinne::N,hämähouk,kónguló
200,Ameise::N,murahaine,maur
201,Laus::N,täi,lús
202,Mücke::N,säs'k,mý
203,Mücke::N,säs'k,mýfluga
204,Fliege::N,kärbhaine,fluga
205,Schmetterling::N,lipkaine,fiðrildi
206,Beere::N,marj,ber
207,Apfel::N,jablok,epli
208,Pilz::N,sen',sveppur
209,Pilz::N,babuk,sveppur
210,Zwiebel::N,lauk,laukur
211,Saat::N,semned,fræ
212,Saat::N,semned,útsæði
213,Korn::N,jüvä,korn
214,Korn::N,vill',korn
215,Heu::N,hein,hey
216,Schale::N,kor',hýði
217,Grube::N,kop,gryfja
218,Falle::N,rida,gildra
219,Schlinge::N,rihm,snara
220,Spur::N,jäl'g,spor
221,Asche::N,tuhk,aska
222,Dreck::N,redu,óþverri
223,Dreck::N,pačak,óþverri
224,Eisen::N,raud,járn
225,Gold::N,kuld,gull
226,Silber::N,hobed,silfur
227,Kohle::N,hil',kol
228,Glas::N,stökol,gler
229,Lehm::N,savi,leir
230,Sand::N,lete,sandur
231,Mensch::N,mez',maður
232,Mensch::N,mez',manneskja
233,Mensch::N,ristit,maður
234,Mensch::N,ristit,manneskja
235,Mann::N,mez',maður
236,Mann::N,mez',karlmaður
237,Frau::N,naine,kona
238,Kind::N,laps',barn
239,Kind::N,laps',krakki
240,Junge::N,poig,drengur
241,Junge::N,prihaine,drengur
242,Mädchen::N,neičukaine,stelpa
243,Familie::N,kanz,fjölskylda
244,Familie::N,pereh,fjölskylda
245,Großvater::N,ded,afi
246,Großmutter::N,bab,amma
247,Eltern::N,vanhembad,foreldrar
248,Eltern::N,kazvatajad,foreldrar
249,Vater::N,tat,faðir
250,Mutter::N,mam,móðir
251,Sohn::N,poig,sonur
252,Tochter::N,tütär,dóttir
253,Bruder::N,veik,bróðir
254,Bruder::N,vell',bróðir
255,Schwester::N,čiža,systir
256,Schwester::N,sizar,systir
257,Onkel::N,däd',föðurbróðir
258,Tante::N,tädi,frænka
259,Tante::N,tädi,móðursystir
260,Ehemann::N,mužik,eiginmaður
261,Ehefrau::N,ak,eiginkona
262,Freude::N,ilo,gleði
263,Freude::N,ihastuz,gleði
264,Gelächter::N,nagr,hlátur
265,Glück::N,oza,gæfa
266,Kummer::N,gor'a,sorg
267,Wunsch::N,taht,ósk
268,Lust::N,himo,fýsn
269,Lust::N,himo,löngun
270,Geist::N,heng,andi
271,Gedanke::N,meletuz,hugsun
272,Gedächtnis::N,mušt,minni
273,Verstand::N,mel',vit
274,Sinn::N,jüvä,merking
275,Grund::N,sü,ástæða
276,Wahrheit::N,tozi,sannleikur
277,Gespräch::N,lodu,samtal
278,Gespräch::N,pagin,samtal
279,Märchen::N,sarn,ævintýri
280,Erzählung::N,sanutez,saga
281,Nachricht::N,tedotuz,frétt
282,Neuigkeit::N,uzištuz,frétt
283,Name::N,nimi,nafn
284,Rätsel::N,ozoitez,gáta
285,Rede::N,pagin,ræða
286,Rede::N,sanad,ræða
287,Sprache::N,kel',mál
288,Sprache::N,kel',tungumál
289,Stimme::N,än',rödd
290,Wort::N,sana,orð
291,Zeichen::N,znam,tákn
292,Zeichen::N,znam,merki
293,Ruf::N,kida,kall
294,Ruf::N,kucund,kall
295,Lärm::N,judu,hávaði
296,Laut::N,kulund,hljóð
297,Ton::N,kulund,tónn
298,Lied::N,pajo,ljóð
299,Lied::N,pajo,söngur
300,Ruhe::N,lebu,ró
301,Ruhe::N,lebu,kyrrð
302,Leute::N,rahvaz,fólk
303,Volk::N,rahvaz,þjóð
304,Arbeit::N,tö,vinna
305,Arbeit::N,rad,vinna
306,Gast::N,adiv,gestur
307,Geschenk::N,lahj,gjöf
308,Spiel::N,vänd,leikur
309,Gesellschaft::N,sebr,selskapur
310,Hilfe::N,abu,hjálp
311,Freund::N,sebranik,vinur
312,Kamerad::N,sebranik,félagi
313,Angelegenheit::N,azj,mál
314,Angelegenheit::N,azj,málefni
315,Anzahl::N,lugu,tala
316,Anzahl::N,lugu,fjöldi
317,Art::N,rod,tegund
318,Art::N,rodsugu,tegund
319,Stück::N,pala,biti
320,Stück::N,pala,stykki
321,Stück::N,supal,biti
322,Stück::N,supal,stykki
323,Teil::N,pala,hluti
324,Teil::N,pala,partur
325,Hälfte::N,pol',helmingur
326,Kreis::N,ümbruz,hringur
327,Kreis::N,kehkruz,hringur
328,Kreuz::N,rist,kross
329,Kreuz::N,rist,krossmark
330,Linie::N,pird,lína
331,Strich::N,pird,strik
332,Abstand::N,keskust,millibil
333,Entfernung::N,matk,fjarlægð
334,Gegend::N,taho,hérað
335,Platz::N,avaruz',pláss
336,Ort::N,koht,staður
337,Seite::N,pol',hlið
338,Seite::N,kül'g,hlið
339,Mitte::N,kesk,miðja
340,Gegenstand::N,kalu,hlutur
341,Sache::N,azj,mál
342,Rand::N,röun,brún
343,Kante::N,röun,rönd
344,Ecke::N,saum,horn
345,Spitze::N,agjaine,oddur
346,Ende::N,agj,endi
347,Loch::N,reig,gat
348,Loch::N,reig,hola
349,Winkel::N,čoga,skot
350,Winkel::N,čoga,krókur
351,Winkel::N,saum,skot
352,Winkel::N,saum,krókur
353,Muster::N,kirjam,munstur
354,Größe::N,suruz',stærð
355,Länge::N,piduz,lengd
356,Höhe::N,korktuz',hæð
357,Gewicht::N,jügu,vigt
358,Gewicht::N,jügu,þyngd
359,Gewicht::N,vedäduz,vigt
360,Gewicht::N,vedäduz,þyngd
361,Menge::N,äjüz',magn
362,Haufen::N,kogo,hrúga
363,Haufen::N,kogo,haugur
364,Reihe::N,rivi,röð
365,Boot::N,veneh,bátur
366,Ruder::N,air,ár
367,Schlitten::N,regi,sleði
368,Schlitten::N,regut,sleði
369,Ski::N,suks',skíði
370,Lagerfeuer::N,nodj,varðeldur
371,Lagerfeuer::N,pažag,varðeldur
372,Last::N,jüguz,byrði
373,Last::N,jüguz,farmur
374,Gang::N,astund,ganga
375,Schritt::N,hašk,skref
376,Norden::N,pohjoine,norður
377,Süden::N,suvi,suður
378,Westen::N,päivlaskm,vestur
379,Osten::N,päivnouzm,austur
380,Holz::N,pu,viður
381,Brett::N,laud,fjöl
382,Platte::N,keitim,flötur
383,Stütze::N,tugi,stoð
384,Stange::N,arz',stöng
385,Stock::N,kalu,prik
386,Stock::N,kalu,stafur
387,Stab::N,seibaz,prik
388,Stab::N,seibaz,stafur
389,Rohr::N,torv,rör
390,Rohr::N,torv,pípa
391,Haus::N,pert',hús
392,Heim::N,kodi,heimili
393,Ofen::N,päč,ofn
394,Fußboden::N,lava,gólf
395,Tisch::N,laud,borð
396,Tisch::N,stal'c,borð
397,Stuhl::N,ištim,stóll
398,Wiege::N,kätte,vagga
399,Bett::N,sija,rúm
400,Bett::N,sija,hvíla
401,Bett::N,magaduzsija,rúm
402,Bett::N,magaduzsija,hvíla
403,Regal::N,palič,hilla
404,Kiste::N,mülütim,kassi
405,Fenster::N,ikun,gluggi
406,Tür::N,uks',dyr
407,Tür::N,uks',hurð
408,Tor::N,verai,hlið
409,Zaun::N,aid,girðing
410,Zaun::N,aid,limgarður
411,Dach::N,katuz,þak
412,Leiter::N,pordhad,stigi
413,Besen::N,lud,sópur
414,Besen::N,vast,sópur
415,Spaten::N,labid,spaði
416,Schaufel::N,labid,skófla
417,Gabel::N,hangoine,gaffall
418,Löffel::N,luzik,skeið
419,Messer::N,veič,hnífur
420,Nagel::N,nagl,nögl
421,Netz::N,verk,net
422,Haken::N,kouk,krókur
423,Griff::N,kägä,tak
424,Griff::N,varz',tak
425,Schloss::N,lukkol,lás
426,Bild::N,kuva,mynd
427,Figur::N,figur,stytta
428,Puppe::N,tätüine,brúða
429,Beutel::N,havad,poki
430,Beutel::N,havad,baggi
431,Bündel::N,toppaz,böggull
432,Bündel::N,käč,böggull
433,Tasche::N,sumk,veski
434,Eimer::N,vädr,fata
435,Deckel::N,katuz,lok
436,Geschirr::N,astii,leirtau
437,Sack::N,havad,sekkur
438,Tasse::N,čašk,bolli
439,Topf::N,pada,pottur
440,Kessel::N,katil,ketill
441,Essen::N,sönd,matur
442,Nahrung::N,söm,fæða
443,Speise::N,sömine,réttur
444,Speise::N,sömine,matarréttur
445,Fleisch::N,liha,kjöt
446,Getreide::N,vill',korn
447,Brei::N,pudr,grautur
448,Brot::N,leib,brauð
449,Scheibe::N,bibaleh,sneið
450,Scheibe::N,šlik,sneið
451,Fett::N,razv,fita
452,Butter::N,voi,smjör
453,Öl::N,voi,olía
454,Salz::N,sol,salt
455,Suppe::N,lem',súpa
456,Suppe::N,keitoz,súpa
457,Honig::N,mezi,hunang
458,Milch::N,maid,mjólk
459,Tee::N,čai,te
460,Leder::N,nahk,skinn
461,Wolle::N,vill,ull
462,Stoff::N,kangaz,dúkur
463,Nadel::N,negl,nál
464,Faden::N,nit',þráður
465,Knopf::N,nübl',tala
466,Knopf::N,nübl',hnappur
467,Knoten::N,sol'm,hnútur
468,Farbe::N,muju,málning
469,Kleidung::N,sobad,búningur
470,Kleidung::N,sobad,klæðnaður
471,Hemd::N,paid,skyrta
472,Kragen::N,kagluz,kragi
473,Kragen::N,kagluz,flibbi
474,Ärmel::N,hijam,ermi
475,Hose::N,štanad,buxur
476,Gürtel::N,vö,belti
477,Mütze::N,šapuk,húfa
478,Schuh::N,keng',skór
479,Stiefel::N,sapug,stígvél
480,Ring::N,rengaz,hringur
481,Band::N,lentaine,band
482,Kamm::N,suga,greiða
483,Spiegel::N,zerkol,spegill
484,Riemen::N,vö,ól
485,Riemen::N,vö,reim
486,Schnur::N,nor,snúra
487,Leine::N,talutimnor,band
488,Decke::N,sijakatuz,teppi
489,Kissen::N,pöluz,koddi
490,Tuch::N,paik,klútur
491,Handtuch::N,käzipaik,þurrka
492,Handtuch::N,käzipaik,handklæði
493,Kraft::N,vägi,afl
494,Kraft::N,vägi,kraftur
495,Stärke::N,vahvuz',styrkur
496,Gesundheit::N,tervhuz,heilsa
497,Gesundheit::N,tervhuz,heilbrigði
498,Krankheit::N,läžund,sjúkdómur
499,Schmerz::N,kibu,sársauki
500,Wunde::N,čapatez,sár
501,Fieber::N,säru,hitasótt
502,Arznei::N,zel'l',lyf
503,Brücke::N,sild,brú
504,Brunnen::N,kaiv,brunnur
505,Weide::N,omaluine,hagi
506,Pfad::N,tehut,stígur
507,Weg::N,te,vegur
508,Straße::N,te,gata
509,Straße::N,te,stræti
510,Dorf::N,külä,þorp
511,Stadt::N,lidn,borg
512,Brief::N,kirjeine,bréf
513,Buch::N,kirj,bók
514,Buchstabe::N,kirjam,bókstafur
515,Zeitung::N,lehtez,dagblað
516,Leben::N,elo,líf
517,Tod::N,surm,dauði
518,Grab::N,kaum,gröf
519,Kirche::N,jumalanpert',kirkja
520,Sünde::N,grähk,synd
521,Gott::N,jumal,guð
522,Arbeiter::N,radnik,verkamaður
523,Chef::N,pämez',yfirmaður
524,Meister::N,mastar,meistari
525,Arzt::N,lekar',læknir
526,Lehrer::N,opendai,kennari
527,Geld::N,rahad,peningar
528,Geschäft::N,biznes,viðskipti
529,Laden::N,lauk,búð
530,Laden::N,lauk,verslun
531,Preis::N,arv,verð
532,Ware::N,tavar,vara
533,Nutzen::N,liža,gagn
534,Reichtum::N,kodielo,auður
535,Reichtum::N,kal'huz',auður
536,Welt::N,mail'm,veröld
537,Land::N,ma,land
538,Staat::N,valdkund,ríki
539,König::N,kunigaz,konungur
540,Macht::N,vald,vald
541,Grenze::N,röun,landamæri
542,Krieg::N,soda,stríð
543,Feind::N,vihanik,fjandmaður
544,Feind::N,vastustai,fjandmaður
545,Gewalt::N,vägivald,ofbeldi
546,Kampf::N,tora,bardagi
547,Bogen[Waffe]::N,taug,bogi
548,Pfeil::N,nol,ör
549,Gewehr::N,oružj,byssa
550,Fehler::N,viga,villa
551,Lüge::N,kelastuz,lygi
552,Schaden::N,pahuz',skemmd
553,Unglück::N,bed,óhamingja
554,Unglück::N,gor'a,óhamingja
555,Schuld::N,värhuz',sök
556,Alter::N,igä,aldur
557,Schluss::N,lop,lok
558,Schluss::N,lop,endir
559,Zeit::N,aig,tími
560,Tag::N,päiv,dagur
561,Morgen::N,homendez,morgunn
562,Mittag::N,keskpäiv,hádegi
563,Abend::N,eht,kvöld
564,Nacht::N,ö,nótt
565,Woche::N,nedal',vika
566,Monat::N,ku,mánuður
567,Jahr::N,voz',ár
568,Frühling::N,keväz',vor
569,Sommer::N,keza,sumar
570,Herbst::N,sügüz',haust
571,Winter::N,tal'v,vetur
572,Januar::N,viluku,janúar
573,Februar::N,uhoku,február
574,März::N,keväz'ku,mars
575,April::N,sulaku,apríl
576,Mai::N,semendku,maí
577,Juni::N,kezaku,júní
578,Juli::N,heinku,júlí
579,August::N,eloku,ágúst
580,September::N,sügüz'ku,september
581,Oktober::N,reduku,október
582,November::N,kül'mku,nóvember
583,Dezember::N,tal'vku,desember
584,Montag::N,ezmärg,mánudagur
585,Dienstag::N,tožnarg,þriðjudagur
586,Mittwoch::N,koumanz'päiv,miðvikudagur
587,Donnerstag::N,nellänz'päiv,fimmtudagur
588,Freitag::N,pätnič,föstudagur
589,Freitag::N,videnz'päiv,föstudagur
590,Samstag::N,sobat,laugardagur
591,Sonntag::N,pühäpäiv,sunnudagur
592,groß::A,sur',stór
593,groß::A,järed,stór
594,klein::A,pen',lítill
595,klein::A,pičuine,lítill
596,lang::A,pit'k,langur
597,kurz::A,lühüd,stuttur
598,breit::A,leved,breiður
599,schmal::A,kaid,mjór
600,dicht::A,tihed,þéttur
601,dick[Gegenstand]::A,paks,þykkur
602,dünn::A,hoik,þunnur
603,fein::A,hen,fíngerður
604,fest::A,luja,fastur
605,fest::A,ninev,fastur
606,flach::A,lapak,flatur
607,glatt::A,siled,háll
608,glatt::A,siled,sléttur
609,hart::A,kova,harður
610,weich::A,pehmed,mjúkur
611,rund::A,kehker,kringlóttur
612,spitz::A,nügu,oddhvass
613,spitz::A,terav,oddhvass
614,scharf::A,terav,beittur
615,stumpf::A,tül'c,bitlaus
616,schwer::A,jüged,þungur
617,schön::A,čoma,fagur
618,schön::A,čoma,fallegur
619,heiß::A,räk,heitur
620,warm::A,läm',hlýr
621,warm::A,läm',heitur
622,kalt::A,vilu,kaldur
623,kühl::A,raibak,svalur
624,kühl::A,viluhk,svalur
625,frisch::A,lahed,frískur
626,feucht::A,neps,rakur
627,feucht::A,neps,þvalur
628,feucht::A,toreh,rakur
629,feucht::A,toreh,þvalur
630,nass::A,märg,votur
631,nass::A,märg,blautur
632,trocken::A,kuiv,þurr
633,voll::A,täuz',fullur
634,leer::A,joudai,tómur
635,offen::A,avoin,opinn
636,offen::A,avol'jaine,opinn
637,geschlossen::A,saubaline,lokaður
638,sauber::A,puhtaz,þrifinn
639,schmutzig::A,redukaz,óhreinn
640,schmutzig::A,redukaz,sóðalegur
641,roh::A,rohk,hrár
642,roh::A,toreh,hrár
643,reif::A,küps,þroskaður
644,lecker::A,magukaz,ljúffengur
645,süß::A,maged,sætur
646,bitter::A,karged,beiskur
647,sauer::A,muiged,súr
648,hell::A,kirkas,bjartur
649,hell::A,valgei,bjartur
650,dunkel::A,pimed,dimmur
651,schwarz::A,must,svartur
652,weiß::A,vauged,hvítur
653,rot::A,rusked,rauður
654,gelb::A,pakuine,gulur
655,blau::A,sinine,blár
656,grün::A,vihand,grænn
657,grau::A,hahk,grár
658,bunt::A,kirjav,marglitur
659,billig::A,odav,ódýr
660,teuer::A,kalliž,dýr
661,wertvoll::A,arvokas,verðmætur
662,blind::A,soged,blindur
663,taub::A,kurdiž,heyrnarlaus
664,kräftig::A,vägev,öflugur
665,stark::A,vahv,sterkur
666,stark::A,vägekaz,sterkur
667,schwach::A,väll',veill
668,fett::A,razvakaz,feitur
669,schlank::A,kapos,grannur
670,schlank::A,kapos,spengilegur
671,hübsch::A,čoma,snotur
672,hübsch::A,čoma,laglegur
673,böse::A,äred,illur
674,böse::A,äred,vondur
675,böse::A,käred,illur
676,böse::A,käred,vondur
677,dumm::A,el'getoi,heimskur
678,faul::A,lašk,latur
679,fleißig::A,radonnavedii,iðinn
680,geizig::A,ažlak,nískur
681,klug::A,melev,hygginn
682,klug::A,melekaz,hygginn
683,geschickt::A,mahtokaz,fimur
684,geschickt::A,mahtokaz,laginn
685,lieb::A,izo,kær
686,lieb::A,izo,ljúfur
687,lieb::A,sula,kær
688,lieb::A,sula,ljúfur
689,lustig::A,ilokaz,kátur
690,sanft::A,laskav,blíður
691,hungrig::A,näl'ghine,soltinn
692,hungrig::A,näl'ghine,hungraður
693,krank::A,läžui,sjúkur
694,nackt::A,alastoi,nakinn
695,traurig::A,opalahine,dapur
696,traurig::A,opalahine,hryggur
697,lebendig::A,eläb,lifandi
698,gut::A,hüvä,góður
699,schlecht::A,huba,slæmur
700,schlecht::A,huba,lélegur
701,richtig::A,oiged,réttur
702,schlimm::A,paha,slæmur
703,wahr::A,todesine,sannur
704,alt::A,vanh,gamall
705,neu::A,uz',nýr
706,ehemalig::A,edeline,fyrrverandi
707,alt[Lebewesen]::A,ravaz,gamall
708,jung::A,nor',ungur
709,arm::A,gol'l',vesall
710,arm::A,gol'l',fátækur
711,reich::A,elokaz,ríkur
712,reich::A,elokaz,auðugur
713,bekannt::A,tutab,kunnugur
714,berühmt::A,tetab,frægur
715,fremd::A,veraz,framandi
716,fremd::A,veraz,ókunnugur
717,verschieden::A,erazvuitte,ýmis
718,nah::A,läheline,nálægur
719,fern::A,edahaine,fjarri
720,fern::A,edahaine,fjarlægur
721,linker::A,hura,vinstri
722,rechter::A,oiged,hægri
723,anderer::A,toine,annar
724,erster::A,ezmäine,fyrsti
725,zweiter::A,toine,annar
726,dritter::A,koumanz',þriðji
727,letzter::A,jäl'gmäine,síðasti
728,allein::ADV,üksnäze,einn
729,allein::ADV,üksnäze,aleinn
730,auf einmal::ADV,ühten aigan,allt í einu
731,zusammen::ADV,ühtes,saman
732,lange::ADV,hätken,lengi
733,plötzlich::ADV,äkkid,skyndilega
734,sofort::ADV,kerdalaz,strax
735,sofort::ADV,kerdalaz,þegar í stað
736,später::ADV,möhemba,seinna
737,jetzt::ADV,nügüd',nú
738,jetzt::ADV,nügüd',núna
739,heute::ADV,tämbei,í dag
740,morgen::ADV,homen,á morgun
741,bald::ADV,pigai,brátt
742,bald::ADV,pigai,bráðum
743,dann::ADV,sid',svo
744,dann::ADV,sid',síðan
745,gestern::ADV,eglai,í gær
746,einst::ADV,ende,forðum
747,einst::ADV,kerdan,forðum
748,damals::ADV,siloi,þá
749,damals::ADV,siloi,á þeim tímum
750,danach::ADV,sid',á eftir því
751,vorher::ADV,ende,áður
752,zuerst::ADV,ezmäi,fyrst
753,einmal::ADV,kerdan,einu sinni
754,manchmal::ADV,erašti,stundum
755,oft::ADV,paksus,oft
756,immer::ADV,kaiken,alltaf
757,immer::ADV,kaiken,sífellt
758,niemals::ADV,ei nikonz,aldrei
759,hier::ADV,täs,hér
760,hier::ADV,tägä,hér
761,hierhin::ADV,tänna,hingað
762,von hier::ADV,täspäi,héðan
763,von hier::ADV,sid'päi,héðan
764,dort::ADV,sigä,þar
765,dort::ADV,sigä,þarna
766,dorthin::ADV,sinna,þangað
767,dorthin::ADV,nakkale,þangað
768,geradeaus::ADV,kohtha,beint áfram
769,vorwärts::ADV,edehe,áfram
770,rückwärts::ADV,sel'gin,aftur á bak
771,zurück::ADV,tagaze,aftur
772,zurück::ADV,tagaze,til baka
773,unten::ADV,alahan,niðri
774,unten::ADV,alahan,fyrir neðan
775,hinab::ADV,alaz,niður
776,hinab::ADV,alaz,niður eftir
777,hinab::ADV,alahaks,niður
778,hinab::ADV,alahaks,niður eftir
779,oben::ADV,ülähän,uppi
780,hinauf::ADV,ülez,upp
781,hinauf::ADV,ülez,upp eftir
782,hinauf::ADV,ülähäks,upp
783,hinauf::ADV,ülähäks,upp eftir
784,überall::ADV,kaikjal,alls staðar
785,nicht::ADV,ei,ekki
786,ein wenig::ADV,vähän,dálítið
787,kaum::ADV,habi,varla
788,kaum::ADV,habi,tæplega
789,sehr::ADV,lujas,mjög
790,so::ADV,muga,svo
791,so::ADV,muga,þannig
792,so::ADV,ninga,svo
793,so::ADV,ninga,þannig
794,noch::ADV,völ,enn
795,noch::ADV,völ,ennþá
796,nur::ADV,järg,bara
797,nur::ADV,järg,aðeins
798,nur::ADV,vaiše,bara
799,nur::ADV,vaiše,aðeins
800,schon::ADV,jo,nú þegar
801,wieder::ADV,möst,aftur
802,wieder::ADV,möst,að nýju
803,vergebens::ADV,uhtei,árangurslaust
804,vor::PRP,edes,fyrir
805,hinter::PRP,taga,bak við
806,hinter::PRP,taga,aftur fyrir
807,unter::PRP,al,undir
808,durch::PRP,läbi,gegnum
809,durch::PRP,kal't,gegnum
810,neben::PRP,rindal,hjá
811,neben::PRP,rindal,við hliðina á
812,zwischen::PRP,keskes,milli
813,zwischen::PRP,keskes,á milli
814,wegen::PRP,tagut,vegna
815,dies::PRN,nece,þetta
816,das::PRN,se,það
817,alles::PRN,kaik,allt
818,ich::PRN,minä,ég
819,du::PRN,sinä,þú
820,er::PRN,hän,hann
821,wir::PRN,mö,við
