,Concept_ID,ga,la
824,einmal::ADV,uair amháin,semel
825,manchmal::ADV,uaireanta,interdum
826,oft::ADV,minic,saepe
827,immer::ADV,i gcónaí,semper
828,niemals::ADV,riamh,numquam
829,hier::ADV,anseo,hic
830,hierhin::ADV,anseo,huc
831,von hier::ADV,an áit seo,hinc
832,dort::ADV,ann,ibi
833,dort::ADV,ansin,ibi
834,dorthin::ADV,ann,eo
835,dorthin::ADV,ansin,eo
836,geradeaus::ADV,ar aghaidh,recte
837,rückwärts::ADV,siar,retro
838,zurück::ADV,ar ais,retro
839,unten::ADV,thíos,infra
840,hinab::ADV,síos,pessum
841,oben::ADV,thuas,supra
842,hinauf::ADV,suas,sursum
843,überall::ADV,i ngach áit,ubique
844,überall::ADV,ar fud na háite,ubique
845,nicht::ADV,ní,non
846,nicht::ADV,cha,non
847,ein wenig::ADV,beagán,paulum
848,kaum::ADV,ar éigean,vix
849,kaum::ADV,ar éigean,aegre
850,sehr::ADV,an-,valde
851,sehr::ADV,an-,magnopere
852,so::ADV,chomh,ita
853,so::ADV,mar sin,ita
854,noch::ADV,fós,etiam
855,noch::ADV,go fóill,etiam
856,nur::ADV,amháin,solum
857,nur::ADV,amháin,tantum
858,nur::ADV,níl ach,solum
859,nur::ADV,níl ach,tantum
860,schon::ADV,cheana,iam
861,schon::ADV,cheana féin,iam
862,wieder::ADV,arís,rursus
863,wieder::ADV,athuair,rursus
864,vergebens::ADV,amú,frustra
865,vergebens::ADV,in aisce,frustra
866,vor::PRP,ar thosach,ante
867,hinter::PRP,laistiar de,post
868,hinter::PRP,taobh thiar de,post
869,unter::PRP,faoi,sub
870,durch::PRP,trí,per
871,neben::PRP,taobh le,iuxta
872,neben::PRP,in aice le,iuxta
873,zwischen::PRP,idir,inter
874,wegen::PRP,de bharr,propter
875,wegen::PRP,mar gheall ar,propter
876,dies::PRN,seo,hoc
877,das::PRN,sin,id
878,alles::PRN,gach rud,omnia
879,ich::PRN,mé,ego
880,ich::PRN,mise,ego
881,du::PRN,tú,tu
882,du::PRN,tusa,tu
883,er::PRN,sé,is
884,er::PRN,sé,ille
885,er::PRN,seisean,is
886,er::PRN,seisean,ille
887,wir::PRN,sinn,nos
888,ihr::PRN,sibh,vos
889,ihr::PRN,sibhse,vos
890,sie::PRN,siad,ii
891,sie::PRN,siad,illi
892,sie::PRN,siadsan,ii
893,sie::PRN,siadsan,illi
894,was::FPRN,cad,quid
895,was::FPRN,céard,quid
896,wer::FPRN,cé,quis
897,wo::FADV,cá,ubi
898,wo::FADV,cén áit,ubi
899,wohin::FADV,cá,quo
900,wohin::FADV,cén áit,quo
901,wie::FADV,conas,quomodo
902,wie::FADV,cén chaoi,quomodo
903,warum::FADV,cén fáth,cur
904,warum::FADV,cad chuige,cur
905,wieviel::FNUM,cá mhéad,quantum
906,eins::NUM,aon,unus
907,zwei::NUM,dhá,duo
908,drei::NUM,trí,tres
909,vier::NUM,ceathair,quattuor
910,fünf::NUM,cúig,quinque
911,sechs::NUM,sé,sex
912,sieben::NUM,seacht,septem
913,acht::NUM,ocht,octo
914,neun::NUM,naoi,novem
915,zehn::NUM,deich,decem
916,elf::NUM,aon déag,undecim
917,zwölf::NUM,dó dhéag,duodecim
918,zwanzig::NUM,fiche,viginti
919,dreißig::NUM,tríocha,triginta
920,vierzig::NUM,daichead,quadraginta
921,vierzig::NUM,ceathracha,quadraginta
922,fünfzig::NUM,caoga,quinquaginta
923,sechzig::NUM,seasca,sexaginta
924,siebzig::NUM,seachtó,septuaginta
925,achtzig::NUM,ochtó,octoginta
926,neunzig::NUM,nócha,nonaginta
927,hundert::NUM,céad,centum
928,tausend::NUM,míle,mille
929,und::CNJ,agus,et
930,und::CNJ,agus,-que
931,oder::CNJ,nó,vel
932,stehen::V,seas,stare
933,sitzen::V,suigh,sedere
934,liegen::V,luigh,iacere
935,hängen::V,tá crochta,pendere
936,werden::V,éirigh,fieri
937,passieren::V,tarlaigh,accidere
938,beginnen::V,tosaigh,incipere
939,enden::V,críochnaigh,finem habere
940,wechseln::V,athraigh,mutari
941,aufgehen[Sonne]::V,éirigh,oriri
942,untergehen[Sonne]::V,fuin,occidere
943,untergehen[Sonne]::V,téigh faoi,occidere
944,scheinen[Sonne]::V,taitin,lucere
945,scheinen[Sonne]::V,soilsigh,lucere
946,donnern::V,tá toirneach ann,tonare
947,wehen::V,séid,flare
948,strömen::V,sil,fluere
949,fließen::V,rith,manare
950,fließen::V,snigh,manare
951,sich drehen::V,cas,torqueri
952,sich drehen::V,imrothlaigh,torqueri
953,schwanken::V,luasc,vacillare
954,schwingen::V,luasc,vibrare
955,fallen::V,tit,cadere
956,brennen::V,dóigh,ardere
957,rauchen::V,plúch toite,fumare
958,regnen::V,báistigh,pluere
959,regnen::V,tá ag cur báistí,pluere
960,gefrieren::V,sioc,congelari
961,gefrieren::V,reoigh,congelari
962,tauen::V,leáigh,rorare
963,tauen::V,coscair,rorare
964,schmelzen::V,leáigh,liquescere
965,trocknen::V,triomaigh,arescere
966,sieden::V,fiuch,fervere
967,sieden::V,beirigh,fervere
968,faulen::V,lobh,putescere
969,faulen::V,dreoigh,putescere
970,verfaulen::V,lobh,putescere
971,verfaulen::V,feoigh,putescere
972,reißen::V,bris,scindi
973,versinken::V,téigh síos,mergi
974,vergehen::V,téigh thart,praeterire
975,erscheinen::V,tar,apparere
976,verschwinden::V,imigh,discedere
977,sinken::V,tit,labi
978,sinken::V,ísligh,labi
979,abnehmen::V,maolaigh,deminui
980,abnehmen::V,laghdaigh,deminui
981,zunehmen::V,méadaigh,augeri
982,steigen::V,éirigh,augescere
983,wachsen::V,fás,crescere
984,glänzen::V,lonraigh,splendere
985,funkeln::V,drithligh,micare
986,lärmen::V,tóg callán,strepere
987,läuten::V,buail,sonare
988,klingeln::V,buail,tinnire
989,klirren::V,cling,crepare
990,brausen::V,búir,saevire
991,rauschen::V,tá ag siosarnach,crepare
992,klingen::V,tá glór ag,sonare
993,bellen::V,amhastraigh,latrare
994,heulen::V,glam,ululare
995,blasen::V,séid,flare
996,pfeifen::V,lig fead,sibilare
997,schreien::V,béic,clamare
998,schreien::V,glaoigh,clamare
999,stöhnen::V,lig cnead,gemere
1000,zittern::V,crith,tremere
1001,zittern::V,crith,trepidare
1002,zittern::V,creathnaigh,tremere
1003,zittern::V,creathnaigh,trepidare
1004,leben::V,mair,vivere
1005,geboren werden::V,rugadh,nasci
1006,atmen::V,análaigh,spirare
1007,trinken::V,ól,bibere
1008,essen::V,ith,edere
1009,schlucken::V,slog,devorare
1010,müde werden::V,tuirsigh,fatigari
1011,einschlafen::V,tit ina chodladh,obdormiscere
1012,schlafen::V,codail,dormire
1013,aufwachen::V,múscail,expergisci
1014,aufstehen::V,éirigh,exsurgere
1015,sich erholen::V,lig scíth,se reficere
1016,krank werden::V,éirigh tinn,aegrescere
1017,krank sein::V,tá tinn,aegrotare
1018,schmerzen::V,tá pian i,dolere
1019,husten::V,déan casacht,tussire
1020,genesen::V,téarnaigh,convalescere
1021,sterben::V,éag,mori
1022,sterben::V,faigh bás,mori
1023,umkommen::V,caill,perire
1024,sich bewegen::V,bog,se movere
1025,sich bewegen::V,gluais,se movere
1026,sich rühren::V,corraigh,micare
1027,sich erheben::V,seas suas,surgere
1028,sich setzen::V,suigh,considere
1029,hinfallen::V,tit,cadere
1030,laufen::V,siúil,vadere
1031,schreiten::V,siúil,gradi
1032,spazierengehen::V,téigh ag spaisteoireacht,ambulare
1033,eilen::V,deifrigh,properare
1034,eilen::V,brostaigh,properare
1035,sich beeilen::V,deifrigh,festinare
1036,sich beeilen::V,déan deifir,festinare
1037,sausen::V,luathaigh,currere
1038,rennen::V,rith,currere
1039,springen::V,léim,salire
1040,klettern::V,dreap,niti
1041,schaukeln::V,téigh ar an maide corrach,oscillare
1042,kriechen::V,snámh,repere
1043,kriechen::V,snámh,serpere
1044,schwimmen::V,snámh,nare
1045,schwimmen::V,snámh,natare
1046,tauchen::V,tum,mergere
1047,rudern::V,iomair,remigare
1048,rudern::V,rámhaigh,remigare
1049,fahren::V,tiomáin,vehi
1050,fliegen::V,eitil,volare
1051,gehen::V,téigh,ire
1052,gehen::V,téigh,vadere
1053,weggehen::V,imigh,abire
1054,weggehen::V,imigh,discedere
1055,abfahren::V,imigh,proficisci
1056,anhalten::V,stad,consistere
1057,hineingehen::V,téigh isteach,inire
1058,hineingehen::V,téigh isteach,ingredi
1059,eintreten::V,téigh isteach,intrare
1060,kommen::V,tar,venire
1061,ankommen::V,tar,advenire
1062,zurückkommen::V,fill,revenire
1063,bleiben::V,fan,manere
1064,warten::V,fan,opperiri
1065,erwarten::V,tá ag súil le,opperiri
1066,erwarten::V,tá ag súil le,expectare
1067,erwarten::V,tá ag dréim le,opperiri
1068,erwarten::V,tá ag dréim le,expectare
1069,suchen::V,lorg,quaerere
1070,finden::V,faigh,reperire
1071,finden::V,aimsigh,reperire
1072,versuchen::V,triail,conari
1073,versuchen::V,triail,temptare
1074,vorbereiten::V,réitigh,parare
1075,lieben::V,gráigh,amare
1076,mögen::V,taitin le,amare
1077,mögen::V,is maith le,amare
1078,lachen::V,gáir,ridere
1079,rühren::V,téigh i bhfeidhm ar,commovere
1080,weinen::V,goil,flere
1081,weinen::V,caoin,flere
1082,schimpfen::V,tá ag clamhsán,increpare
1083,sich ärgern::V,tá corraithe,indignari
1084,sich fürchten::V,tá eagla ar,vereri
1085,fürchten::V,tá eagla ar,timere
1086,fliehen::V,teith,fugere
1087,flüchten::V,éalaigh,effugere
1088,sehen::V,feic,videre
1089,anschauen::V,dearc,aspectare
1090,anschauen::V,féach ar,aspectare
1091,ansehen::V,breathnaigh,spectare
1092,hören::V,cluin,audire
1093,zuhören::V,éist,auscultare
1094,probieren::V,bliais,gustare
1095,riechen::V,bolaigh,olfacere
1096,fühlen::V,braith,sentire
1097,fühlen::V,mothaigh,sentire
1098,scheinen::V,tá an chuma ar,videri
1099,zu sehen sein::V,tá le feiceáil,conspici
1100,vernehmen::V,clois,comperire
1101,frieren::V,tá fuar,algere
1102,tun::V,déan,facere
1103,können::V,féad,posse
1104,können::V,is féidir le,posse
1105,wollen::V,tá ag iarraidh,velle
1106,anfangen::V,tosaigh,incipere
1107,anfangen::V,cuir tús le,incipere
1108,beenden::V,críochnaigh,finire
1109,beenden::V,cuir deireadh le,finire
1110,aufhören::V,stad,desistere
1111,gelingen::V,éirigh le,contingere
1112,geraten::V,tá deireadh ar,evenire
1113,öffnen::V,oscail,aperire
1114,schließen::V,dún,claudere
1115,schließen::V,iaigh,claudere
1116,stellen::V,cuir,sistere
1117,setzen::V,cuir,ponere
1118,setzen::V,socraigh,ponere
1119,legen::V,cuir,ponere
1120,berühren::V,teagmhaigh le,tangere
1121,verbinden::V,ceangail,iungere
1122,bedecken::V,clúdaigh,tegere
1123,bedecken::V,clúdaigh,operire
1124,bedecken::V,cumhdaigh,tegere
1125,bedecken::V,cumhdaigh,operire
1126,aufhängen::V,croch,suspendere
1127,anzünden::V,las,accendere
1128,anzünden::V,las,inflammare
1129,anzünden::V,adhain,accendere
1130,anzünden::V,adhain,inflammare
1131,aufheben::V,tóg,tollere
1132,aufheben::V,ardaigh,tollere
1133,zurücklassen::V,fág,relinquere
1134,verlieren::V,caill,perdere
1135,verlieren::V,caill,amittere
1136,fallen lassen::V,lig uait,dimittere
1137,fallen lassen::V,caith uait,dimittere
1138,machen::V,déan,facere
1139,machen::V,réitigh,facere
1140,herstellen::V,táirg,fabricare
1141,bauen::V,tóg,construere
1142,reparieren::V,deisigh,reparare
1143,verbessern::V,feabhsaigh,emendare
1144,ändern::V,athraigh,mutare
1145,graben::V,tochail,fodere
1146,beugen::V,crom,flectere
1147,biegen::V,lúb,curvare
1148,drehen::V,cas,torquere
1149,wenden::V,tiontaigh,vertere
1150,umdrehen::V,iompaigh,convertere
1151,umdrehen::V,tiontaigh,convertere
1152,heben::V,ardaigh,tollere
1153,hochheben::V,tóg,levare
1154,ergreifen::V,beir ar,capessere
1155,halten::V,coimeád,tenere
1156,halten::V,coinnigh,tenere
1157,drücken::V,brúigh,premere
1158,schieben::V,brúigh,promovere
1159,kratzen::V,scríob,radere
1160,lecken::V,ligh,lambere
1161,lecken::V,leadhb,lambere
1162,beißen::V,bain greim as,mordere
1163,abreißen::V,stróic,avellere
1164,abreißen::V,tarraing,avellere
1165,abschneiden::V,scoith,desecare
1166,binden::V,ceangail,ligare
1167,stecken::V,sáigh,inserere
1168,brechen::V,bris,rumpere
1169,klopfen::V,cnag,pultare
1170,hauen::V,buail,ferire
1171,kleben::V,gliúáil,agglutinare
1172,reiben::V,cuimil,terere
1173,streichen::V,leath,oblinere
1174,schleifen::V,líomh,acuere
1175,schneiden::V,gearr,secare
1176,rütteln::V,croith,quassare
1177,schütteln::V,croith,quatere
1178,schwenken::V,luasc,ventilare
1179,schütten::V,doirt,fundere
1180,füllen::V,líon,complere
1181,einwickeln::V,cuach,involvere
1182,einwickeln::V,clúdaigh,involvere
1183,tragen::V,iompair,ferre
1184,tragen::V,iompair,portare
1185,schleppen::V,tarraing,pertrahere
1186,ziehen::V,tarraing,trahere
1187,aufbewahren::V,coinnigh,asservare
1188,werfen::V,caith,iacere
1189,fangen::V,ceap,capere
1190,packen::V,beir ar,capessere
1191,verstecken::V,folaigh,abdere
1192,verstecken::V,cuir i bhfolach,abdere
1193,teilen::V,roinn,partiri
1194,teilen::V,roinn,dividere
1195,schicken::V,seol,mittere
1196,bringen::V,beir,apportare
1197,bringen::V,tabhair,apportare
1198,hinzufügen::V,cuir le,addere
1199,bekommen::V,faigh,adipisci
1200,erhalten::V,faigh,accipere
1201,nehmen::V,tóg,sumere
1202,nehmen::V,glac,sumere
1203,wählen::V,pioc,eligere
1204,wählen::V,roghnaigh,eligere
1205,auswählen::V,roghnaigh,deligere
1206,bewahren::V,caomhnaigh,conservare
1207,behindern::V,cuir bac ar,impedire
1208,verderben::V,mill,corrumpere
1209,beschädigen::V,loit,laedere
1210,beschädigen::V,déan damáiste do,laedere
1211,zerbrechen::V,bris,rumpere
1212,zerbrechen::V,bris,frangere
1213,zerreißen::V,stiall,discindere
1214,zerstören::V,mill,delere
1215,zerstören::V,scrios,delere
1216,verbrennen::V,las,urere
1217,verbrennen::V,las,cremare
1218,verbrennen::V,dóigh,urere
1219,verbrennen::V,dóigh,cremare
1220,geben::V,tabhair,dare
1221,reichen::V,sín,praebere
1222,reichen::V,cuir,praebere
1223,schenken::V,bronn,donare
1224,schenken::V,bronn,largiri
1225,schenken::V,tabhair,donare
1226,schenken::V,tabhair,largiri
1227,versprechen::V,geall,polliceri
1228,versprechen::V,geall,promittere
1229,wünschen::V,guigh,
1230,loben::V,mol,laudare
1231,küssen::V,póg,osculari
1232,wiegen::V,bog,
1233,wiegen::V,luasc,
1234,zudecken::V,clúdaigh,tegere
1235,wecken::V,dúisigh,excitare
1236,zeigen::V,taispeáin,monstrare
1237,führen::V,treoraigh,ducere
1238,lehren::V,múin,docere
1239,lehren::V,teagasc,docere
1240,unterrichten::V,múin,instituere
1241,unterrichten::V,teagasc,instituere
1242,aufziehen::V,tóg,nutrire
1243,leiten::V,tá i gceannas ar,ducere
1244,antreiben::V,gríosaigh,incitare
1245,lassen::V,cuir ag,iubere
1246,einladen::V,cuir cuireadh ar,invitare
1247,vereinigen::V,aontaigh,coniungere
1248,besuchen::V,tabhair cuairt ar,visere
1249,treffen::V,cas ar,convenire
1250,treffen::V,buail le,convenire
1251,sich versammeln::V,bailigh,convenire
1252,sich versammeln::V,cruinnigh,convenire
1253,spielen::V,imir,ludere
1254,spielen::V,tá ag spraoi,ludere
1255,singen::V,can,cantare
1256,tanzen::V,rinc,saltare
1257,tanzen::V,damhsaigh,saltare
1258,sich trennen::V,scar,digredi
1259,sich trennen::V,scar,discedere
1260,verlassen::V,fág,deserere
1261,verlassen::V,fág,relinquere
1262,retten::V,tarrtháil,servare
1263,bewachen::V,cosain,custodire
1264,bewachen::V,gardáil,custodire
1265,schützen::V,cosain,tueri
1266,schützen::V,cosain,tutari
1267,verteidigen::V,cosain,defendere
1268,sich schlagen::V,tá ag bruíon,luctari
1269,schießen::V,caith,iaculari
1270,schießen::V,scaoil,iaculari
1271,siegen::V,bain,vincere
1272,siegen::V,buaigh,vincere
1273,ärgern::V,cuir isteach ar,irritare
1274,schlagen::V,buail,ferire
1275,treten::V,ciceáil,calcare
1276,stechen::V,sáigh,pungere
1277,stoßen::V,brúigh,tundere
1278,stoßen::V,soncáil,tundere
1279,stehlen::V,goid,furari
1280,stören::V,cuir isteach ar,turbare
1281,belästigen::V,cuir as do,obtundere
1282,verbergen::V,ceil,celare
1283,verbergen::V,ceil,occultare
1284,täuschen::V,cuir dallamullóg ar,fallere
1285,betrügen::V,déan calaois ar,fraudare
1286,töten::V,maraigh,necare
1287,töten::V,maraigh,caedere
1288,wohnen::V,cuir faoi,habitare
1289,wohnen::V,tá ina chónaí,habitare
1290,arbeiten::V,oibrigh,laborare
1291,sammeln::V,bailigh,colligere
1292,sammeln::V,cruinnigh,colligere
1293,pflücken::V,pioc,carpere
1294,jagen::V,seilg,venari
1295,fischen::V,iasc,piscari
1296,fassen::V,beir ar,capere
1297,hüten::V,aoirigh,custodire
1298,treiben::V,seol,agere
1299,treiben::V,tiomáin,agere
1300,anbinden::V,ceangail,alligare
1301,füttern::V,cothaigh,nutrire
1302,füttern::V,beathaigh,nutrire
1303,melken::V,bligh,mulgere
1304,melken::V,crúigh,mulgere
1305,hacken::V,gearr,findere
1306,gießen::V,uiscigh,rigare
1307,reifen::V,aibigh,maturescere
1308,zubereiten::V,cócaráil,apparare
1309,kochen::V,bruith,coquere
1310,kochen::V,beirigh,coquere
1311,backen::V,bácáil,coquere
1312,braten::V,róst,torrere
1313,braten::V,frioch,torrere
1314,umrühren::V,measc,commovere
1315,stricken::V,cniotáil,texere
1316,nähen::V,fuaigh,suere
1317,färben::V,dathaigh,tingere
1318,reinigen::V,glan,purgare
1319,waschen::V,nigh,lavare
1320,abwischen::V,glan,abstergere
1321,spülen::V,sruthlaigh,perluere
1322,fegen::V,scuab,verrere
1323,kehren::V,scuab,purgare
1324,baden::V,folc,lavari
1325,sich waschen::V,nigh é féin,lavari
1326,ausziehen::V,bain de,exuere
1327,anziehen::V,cuir ar,induere
1328,sich anziehen::V,gléas é féin,vestiri
1329,kämmen::V,cíor,pectere
1330,schmücken::V,maisigh,ornare
1331,schmücken::V,maisigh,decorare
1332,sagen::V,abair,dicere
1333,sprechen::V,labhair,fari
1334,reden::V,caintigh,loqui
1335,sich unterhalten::V,caintigh,colloqui
1336,sich unterhalten::V,caintigh,disputare
1337,sich unterhalten::V,tá ag comhrá,colloqui
1338,sich unterhalten::V,tá ag comhrá,disputare
1339,fragen::V,fiafraigh,rogare
1340,fragen::V,fiafraigh,quaerere
1341,fragen::V,cuir ceist,rogare
1342,fragen::V,cuir ceist,quaerere
1343,bitten::V,iarr,orare
1344,bitten::V,iarr,rogare
1345,erzählen::V,inis,narrare
1346,erzählen::V,eachtraigh,narrare
1347,mitteilen::V,aithris,communicare
1348,mitteilen::V,cuir in iúl,communicare
1349,nennen::V,ainmnigh,appellare
1350,rufen::V,glaoigh,vocare
1351,prahlen::V,maígh,gloriari
1352,übersetzen::V,aistrigh,vertere
1353,denken::V,síl,cogitare
1354,denken::V,ceap,cogitare
1355,glauben::V,creid,credere
1356,bemerken::V,tabhair faoi deara,animadvertere
1357,erkennen::V,aithin,cognoscere
1358,begreifen::V,tuig,comprehendere
1359,verstehen::V,tuig,intellegere
1360,lernen::V,foghlaim,discere
1361,wissen::V,tá a fhios ag,scire
1362,sich erinnern an::V,cuimhnigh ar,meminisse
1363,sich erinnern an::V,is cuimhne ar,meminisse
1364,vergessen::V,dearmad,oblivisci
1365,messen::V,tomhais,metiri
1366,zählen::V,cuntais,numerare
1367,rechnen::V,ríomh,reri
1368,rechnen::V,ríomh,calculare
1369,rechnen::V,áirigh,reri
1370,rechnen::V,áirigh,calculare
1371,lesen::V,léigh,legere
1372,malen::V,péinteáil,pingere
1373,zeichnen::V,línigh,scribere
1374,zeichnen::V,tarraing,scribere
1375,schreiben::V,scríobh,scribere
1376,besitzen::V,is le,possidere
1377,kaufen::V,ceannaigh,emere
1378,verkaufen::V,díol,vendere
1379,bezahlen::V,íoc as,pendere
1380,zahlen::V,íoc,solvere
1381,beherrschen::V,rialaigh,regere
1382,beherrschen::V,rialaigh,imperare
1383,ertragen::V,seas,tolerare
1384,ertragen::V,seas,sustinere
1385,ertragen::V,fulaing,tolerare
1386,ertragen::V,fulaing,sustinere
1387,ertragen::V,foighnigh,tolerare
1388,ertragen::V,foighnigh,sustinere
1389,Ader::N,,vena
1390,vorwärts::ADV,,porro
