,Concept_ID,pt,bn
223,Mann::N,homem,মানুষ
224,Frau::N,mulher,নারী
225,Kind::N,filho,বাচ্চা
226,Kind::N,criança,বাচ্চা
227,Junge::N,rapaz,ছেলে
228,Junge::N,menino,ছেলে
229,Mädchen::N,menina,মেয়ে
230,Mädchen::N,rapariga,মেয়ে
231,Familie::N,família,পরিবার
232,Großvater::N,avô,মাতামহ
233,Großmutter::N,avó,মাতামহী
234,Eltern::N,pais,মাতাপিতা
235,Vater::N,pai,পিতা
236,Mutter::N,mãe,মাতা
237,Sohn::N,filho,ছেলে
238,Tochter::N,filha,মেয়ে
239,Bruder::N,irmão,দাদা
240,Schwester::N,irmã,বোন
241,Schwester::N,irmã,দিদি
242,Onkel::N,tio,মামা
243,Tante::N,tia,মাসী
244,Ehemann::N,esposo,স্বামী
245,Ehefrau::N,esposa,পত্নী
246,Freude::N,prazer,উল্লাস
247,Freude::N,alegria,উল্লাস
248,Gelächter::N,risada,হাসি
249,Gelächter::N,gargalhada,হাসি
250,Glück::N,felicidade,সুখ
251,Kummer::N,aflição,দুঃখ
252,Kummer::N,desgosto,দুঃখ
253,Wunsch::N,desejo,আকাঙ্ক্ষা
254,Lust::N,vontade,বাসনা
255,Geist::N,mente,আত্না
256,Geist::N,espírito,আত্না
257,Gedanke::N,ideia,চিন্তা
258,Gedanke::N,pensamento,চিন্তা
259,Gedächtnis::N,memória,স্মরণশক্তি
260,Verstand::N,razão,মন
261,Verstand::N,inteligência,মন
262,Sinn::N,sentido,পদার্থ
263,Sinn::N,significado,পদার্থ
264,Grund::N,causa,কারণ
265,Grund::N,motivo,কারণ
266,Wahrheit::N,verdade,সত্য
267,Gespräch::N,conversa,কথাবার্তা
268,Gespräch::N,conversação,কথাবার্তা
269,Märchen::N,conto,রূপকথা
270,Erzählung::N,conto,গল্প
271,Erzählung::N,narrativa,গল্প
272,Nachricht::N,mensagem,তথ্য
273,Neuigkeit::N,notícia,খবরাখবর
274,Neuigkeit::N,novidade,খবরাখবর
275,Name::N,nome,নাম
276,Rätsel::N,adivinha,ধাঁধা
277,Rede::N,oração,বক্তৃতা
278,Rede::N,discurso,বক্তৃতা
279,Sprache::N,língua,ভাষা
280,Stimme::N,voz,স্বর
281,Wort::N,palavra,শব্দ
282,Zeichen::N,marca,প্রতীক
283,Ruf::N,grito,ডাক
284,Ruf::N,chamada,ডাক
285,Lärm::N,ruído,হৈচৈ
286,Lärm::N,barulho,হৈচৈ
287,Laut::N,som,ধ্বনি
288,Ton::N,tom,স্বর
289,Lied::N,canção,গান
290,Ruhe::N,calma,শান্তি
291,Ruhe::N,silêncio,শান্তি
292,Leute::N,gente,প্রজাপুঞ্জ
293,Leute::N,pessoas,প্রজাপুঞ্জ
294,Volk::N,povo,জাতি
295,Volk::N,nação,জাতি
296,Arbeit::N,trabalho,চাকরি
297,Gast::N,hóspede,অতিথি
298,Gast::N,convidado,অতিথি
299,Geschenk::N,prenda,উপহার
300,Geschenk::N,presente,উপহার
301,Spiel::N,jogo,খেলা
302,Gesellschaft::N,companhia,সঙ্গিগণ
303,Hilfe::N,ajuda,সাহায্য
304,Hilfe::N,socorro,সাহায্য
305,Freund::N,amigo,বন্ধু
306,Kamerad::N,camarada,সঙ্গী
307,Angelegenheit::N,assunto,বিষয়
308,Anzahl::N,número,পরিমাণ
309,Anzahl::N,quantidade,পরিমাণ
310,Art::N,tipo,রকম
311,Art::N,espécie,রকম
312,Stück::N,pedaço,টুকরো
313,Teil::N,peça,অংশ
314,Teil::N,parte,অংশ
315,Hälfte::N,metade,অর্ধেক
316,Kreis::N,círculo,বৃত্ত
317,Kreuz::N,cruz,ক্রুশ
318,Linie::N,linha,রেখা
319,Strich::N,traço,কষি
320,Abstand::N,distância,ফাঁক
321,Entfernung::N,distância,ব্যবধান
322,Gegend::N,área,ক্ষেত্র
323,Gegend::N,região,ক্ষেত্র
324,Platz::N,lugar,জায়গা
325,Ort::N,sítio,স্থান
326,Seite::N,lado,পার্শ্ব
327,Mitte::N,meio,মধ্য
328,Gegenstand::N,objecto,জিনিস
329,Sache::N,coisa,বস্তু
330,Rand::N,bordo,কানা
331,Rand::N,margem,কানা
332,Kante::N,borda,ধার
333,Kante::N,aresta,ধার
334,Ecke::N,esquina,কোণ
335,Spitze::N,ponta,ডগা
336,Ende::N,cabo,প্রান্ত
337,Ende::N,extremo,প্রান্ত
338,Loch::N,furo,গর্ত
339,Loch::N,buraco,গর্ত
340,Winkel::N,canto,কোণ
341,Winkel::N,ângulo,কোণ
342,Muster::N,padrão,নমুন্
343,Muster::N,desenho,নমুন্
344,Größe::N,tamanho,আয়তন
345,Länge::N,comprimento,দৈর্ঘ্য
346,Höhe::N,altura,উচ্চতা
347,Höhe::N,altitude,উচ্চতা
348,Gewicht::N,peso,ওজন
349,Menge::N,quantidade,পরিমাণ
350,Haufen::N,pilha,পুঞ্জ
351,Reihe::N,fila,শ্রেণী
352,Boot::N,barco,নৌকা
353,Ruder::N,remo,দাঁড়
354,Schlitten::N,trenó,স্নেজ্-গাড়ি
355,Ski::N,esqui,শী
356,Lagerfeuer::N,fogueira,অগ্নি
357,Last::N,carga,বোঝা
358,Gang::N,curso,হণ্টন
359,Gang::N,caminhada,হণ্টন
360,Schritt::N,passo,পদ
361,Norden::N,norte,উত্তরদিক্
362,Süden::N,sul,দক্ষিণদিক
363,Westen::N,oeste,পশ্চিমদিক্
364,Westen::N,ocidente,পশ্চিমদিক্
365,Osten::N,este,পূর্বদিক
366,Osten::N,leste,পূর্বদিক
367,Osten::N,oriente,পূর্বদিক
368,Holz::N,madeira,কাঠ
369,Brett::N,tábua,তক্তা
370,Brett::N,prancha,তক্তা
371,Platte::N,laje,ফলক
372,Platte::N,chapa,ফলক
373,Stütze::N,apoio,নাগদণ্ড
374,Stütze::N,suporte,নাগদণ্ড
375,Stange::N,vara,দণ্ড
376,Stange::N,barra,দণ্ড
377,Stock::N,pau,ছড়ি
378,Stock::N,bengala,ছড়ি
379,Stab::N,bastão,যষ্টি
380,Rohr::N,cano,নল
381,Haus::N,casa,ঘর
382,Heim::N,lar,বাসা
383,Heim::N,casa,বাসা
384,Ofen::N,estufa,স্টোভ্
385,Ofen::N,aquecedor,স্টোভ্
386,Fußboden::N,piso,গহতল
387,Tisch::N,mesa,মেজ
388,Tisch::N,mesa,টেবিল
389,Stuhl::N,cadeira,চেয়ার
390,Stuhl::N,cadeira,কেদারা
391,Wiege::N,berço,দোলনা
392,Bett::N,cama,শয্যা
393,Regal::N,estante,তাক
394,Regal::N,prateleira,তাক
395,Kiste::N,caixa,বাক্স
396,Fenster::N,janela,জানালা
397,Tür::N,porta,দ্বার
398,Tor::N,portão,দ্বার
399,Zaun::N,cerca,বেড়া
400,Zaun::N,vedação,বেড়া
401,Dach::N,telhado,ছাদ
402,Leiter::N,escada,মই
403,Leiter::N,escada móvel,মই
404,Besen::N,vassoura,গুল্মবিশেষ
405,Spaten::N,pá,কোদাল
406,Schaufel::N,pá,বেলচা
407,Gabel::N,garfo,কাঁটা
408,Löffel::N,colher,চামচ
409,Messer::N,faca,ছুরি
410,Nagel::N,cravo,পেরেক
411,Netz::N,rede,জাল
412,Haken::N,gancho,কাচি
413,Griff::N,asa,হাতল
414,Griff::N,cabo,হাতল
415,Schloss::N,fechadura,তালা
416,Bild::N,imagem,ছবি
417,Bild::N,imagem,চিত্র
418,Figur::N,figura,আকার
419,Puppe::N,boneca,পুতুল
420,Beutel::N,saco,বটুয়া
421,Beutel::N,bolsa,বটুয়া
422,Bündel::N,fardo,আঁটি
423,Tasche::N,saco,থলি
424,Tasche::N,bolso,থলি
425,Eimer::N,balde,বাল্তি
426,Deckel::N,tampa,আবরণ
427,Geschirr::N,louça,থালা-বাসন
428,Sack::N,saca,বস্তা
429,Tasse::N,chávena,কাপ
430,Topf::N,tacho,পাত্র
431,Topf::N,panela,পাত্র
432,Kessel::N,caldeira,কেটলি
433,Essen::N,refeição,আহার
434,Nahrung::N,comida,খাদ্য
435,Nahrung::N,alimento,খাদ্য
436,Speise::N,prato,খাদ্য
437,Fleisch::N,carne,মাংস
438,Getreide::N,cereais,শস্য
439,Brei::N,puré,মণ্ড
440,Brot::N,pão,রুটি
441,Scheibe::N,fatia,ফালি
442,Fett::N,banha,মেদ
443,Fett::N,gordura,মেদ
444,Butter::N,manteiga,মাখন
445,Öl::N,azeite,তৈল
446,Salz::N,sal,নুন
447,Suppe::N,sopa,শুরুয়া
448,Suppe::N,caldo,শুরুয়া
449,Honig::N,mel,মধু
450,Milch::N,leite,দুধ
451,Tee::N,chá,চা
452,Leder::N,couro,পাকা চামড়া
453,Wolle::N,lã,পশম
454,Stoff::N,pano,বস্ত্র
455,Stoff::N,tecido,বস্ত্র
456,Nadel::N,agulha,সুচ
457,Faden::N,fio,সূত্র
458,Knopf::N,botão,বোতাম
459,Knoten::N,nó,গিঁট
460,Farbe::N,corante,রং
461,Kleidung::N,roupa,কাপড়
462,Kleidung::N,vestuário,কাপড়
463,Hemd::N,camisa,শার্ট
464,Kragen::N,gola,গলবন্ধ
465,Ärmel::N,manga,আস্তিন্
466,Hose::N,calça,ট্রাউজার
467,Gürtel::N,cinto,কটিবন্ধ
468,Mütze::N,boné,টুপি
469,Mütze::N,barrete,টুপি
470,Schuh::N,sapato,জুতো
471,Stiefel::N,bota,বুট
472,Ring::N,anel,আংটি
473,Band::N,fita,ফিতা
474,Band::N,faixa,ফিতা
475,Kamm::N,pente,চিরুনি
476,Spiegel::N,espelho,আয়না
477,Riemen::N,correia,চাবুক
478,Schnur::N,corda,দড়ি
479,Schnur::N,cordel,দড়ি
480,Leine::N,trela,শিকল
481,Decke::N,cobertor,কম্বল
482,Kissen::N,almofada,উপাধান
483,Tuch::N,pano,বস্ত্র
484,Handtuch::N,toalha,তোয়ালে
485,Kraft::N,força,জোর
486,Stärke::N,força,শক্তি
487,Gesundheit::N,saúde,স্বাস্থ্য
488,Krankheit::N,doença,অসুখ
489,Krankheit::N,doença,ব্যামো
490,Krankheit::N,enfermidade,অসুখ
491,Krankheit::N,enfermidade,ব্যামো
492,Schmerz::N,dor,যন্ত্রণা
493,Wunde::N,chaga,ক্ষত
494,Wunde::N,ferida,ক্ষত
495,Fieber::N,febre,জ্বর
496,Arznei::N,remédio,ঔষধ
497,Brücke::N,ponte,সেতু
498,Brunnen::N,poço,কূপ
499,Weide::N,pastagem,পশুচারণভূমি
500,Pfad::N,senda,পথ
501,Pfad::N,trilho,পথ
502,Weg::N,caminho,পথ
503,Straße::N,via,রাস্তা
504,Straße::N,estrada,রাস্তা
505,Dorf::N,aldeia,গ্রাম
506,Stadt::N,cidade,শহর
507,Brief::N,carta,চিঠি
508,Buch::N,livro,বই
509,Buchstabe::N,letra,অক্ষর
510,Zeitung::N,jornal,সংবাদপত্র
511,Leben::N,vida,জীবন
512,Tod::N,morte,মৃত্যু
513,Grab::N,túmulo,কবর
514,Grab::N,sepultura,কবর
515,Kirche::N,igreja,গির্জা
516,Sünde::N,pecado,পাপ
517,Gott::N,deus,দেবতা
518,Arbeiter::N,operário,শ্রমিক
519,Arbeiter::N,trabalhador,শ্রমিক
520,Chef::N,chefe,নেতা
521,Chef::N,patrão,নেতা
522,Meister::N,mestre,ব্যক্তি
523,Arzt::N,médico,চিকিৎসক
524,Lehrer::N,professor,অধ্যাপক
525,Geld::N,dinheiro,মুদ্রা
526,Geld::N,dinheiro,টাকাপয়সা
527,Geschäft::N,negócio,ব্যস্ততা
528,Laden::N,loja,দোকান
529,Preis::N,preço,মূল্য
530,Ware::N,mercadoria,পণ্যদ্রব্য
531,Nutzen::N,proveito,সুবিধা
532,Reichtum::N,riqueza,ধনদৌলত
533,Welt::N,mundo,জগৎ
534,Land::N,país,খেত
535,Staat::N,Estado,রাষ্ট্র
536,König::N,rei,রাজা
537,Macht::N,poder,প্রভাব
538,Macht::N,potência,প্রভাব
539,Grenze::N,fronteira,সীমা
540,Krieg::N,guerra,যুদ্ধ
541,Feind::N,inimigo,শত্রু
542,Gewalt::N,violência,জোর
543,Kampf::N,luta,লড়াই
544,Kampf::N,combate,লড়াই
545,Bogen[Waffe]::N,arco,ধনুক
546,Pfeil::N,seta,বাণ
547,Pfeil::N,flecha,বাণ
548,Gewehr::N,espingarda,বন্দুক
549,Fehler::N,erro,ভুল
550,Fehler::N,falha,ভুল
551,Lüge::N,mentira,মিথ্যা
552,Schaden::N,dano,ক্ষতি
553,Schaden::N,estrago,ক্ষতি
554,Unglück::N,desgraça,দুর্ভাগ্য
555,Schuld::N,culpa,অপরাধ
556,Alter::N,idade,আয়ু
557,Schluss::N,fim,শেষ
558,Zeit::N,tempo,সময়
559,Tag::N,dia,দিন
560,Morgen::N,manhã,সকাল
561,Mittag::N,meio-dia,মধ্যাহু
562,Abend::N,noite,সন্ধ্যা
563,Abend::N,tardinha,সন্ধ্যা
564,Nacht::N,noite,রাত্রি
565,Woche::N,semana,সপ্তাহ
566,Monat::N,mês,মাস
567,Jahr::N,ano,সৌরবর্ষ
568,Frühling::N,primavera,বসন্তকাল
569,Sommer::N,verão,গ্রীষ্মকাল
570,Herbst::N,outono,শরংঋতু
571,Winter::N,inverno,শীতকাল
572,Januar::N,Janeiro,জানুয়ারী
573,Februar::N,Fevereiro,ফেব্রুয়ারী
574,März::N,Março,মার্চ
575,April::N,Abril,এপ্রিল
576,Mai::N,Maio,মে
577,Juni::N,Junho,জুন
578,Juli::N,Julho,জুলাই
579,August::N,Agosto,অগাস্ট
580,September::N,Setembro,সেপ্টেম্বর
581,Oktober::N,Outubro,অক্টোবর
582,November::N,Novembro,নভেম্বর
583,Dezember::N,Dezembro,ডিসেম্বর
584,Montag::N,segunda-feira,সোমবার
585,Dienstag::N,terça-feira,মঙ্গলবার
586,Mittwoch::N,quarta-feira,বুধবার
587,Donnerstag::N,quinta-feira,বৃহম্পতিবার
588,Freitag::N,sexta-feira,শুক্রবার
589,Samstag::N,sábado,শনিবার
590,Sonntag::N,domingo,রবিবার
591,groß::A,grande,বৃহৎ
592,klein::A,pequeno,ছোট
593,lang::A,comprido,দীর্ঘ
594,kurz::A,curto,খর্ব
595,kurz::A,curto,হ্রস্ব
596,breit::A,largo,চওড়া
597,schmal::A,estreito,সরু
598,dicht::A,denso,ঘন
599,dick[Gegenstand]::A,grosso,পুরু
600,dünn::A,delgado,কৃশ
601,fein::A,fino,সূক্ষ্ম
602,fein::A,subtil,সূক্ষ্ম
603,fest::A,firme,দৃঢ়
604,fest::A,sólido,দৃঢ়
605,flach::A,plano,সমতল
606,glatt::A,liso,মসৃণ
607,hart::A,duro,শক্ত
608,weich::A,mole,নরম
609,rund::A,redondo,গোলাকার
610,spitz::A,agudo,তীক্ষ্ন
611,scharf::A,afiado,শাণিত
612,stumpf::A,rombo,ভোঁতা
613,schwer::A,pesado,ভারী
614,schön::A,belo,সুন্দর
615,schön::A,bonito,সুন্দর
616,heiß::A,quente,গরম
617,warm::A,quente,ঈষদুষ্ণ
618,kalt::A,frio,ঠাণ্ডা
619,kühl::A,fresco,শীতল
620,frisch::A,fresco,তাজা
621,feucht::A,húmido,ভিজা
622,nass::A,molhado,ভিজা
623,trocken::A,seco,শুষ্ক
624,voll::A,cheio,পূর্ণ
625,leer::A,vazio,খালি
626,offen::A,aberto,খোলা
627,geschlossen::A,fechado,বন্ধ
628,sauber::A,limpo,নির্মল
629,schmutzig::A,sujo,নোংরা
630,roh::A,cru,কাঁচা
631,reif::A,maduro,পাকা
632,lecker::A,delicioso,সুস্বাদ
633,süß::A,doce,মিষ্ট
634,bitter::A,amargo,তিক্ত
635,sauer::A,azedo,টক
636,hell::A,claro,উজ্জ্বল
637,dunkel::A,escuro,অন্ধকারময়
638,dunkel::A,sombrio,অন্ধকারময়
639,schwarz::A,preto,কালো
640,weiß::A,branco,সাদা
641,rot::A,vermelho,লাল
642,gelb::A,amarelo,হলদে
643,blau::A,azul,নীল
644,grün::A,verde,সবুজ
645,grau::A,cinzento,ছাই-রঙা
646,bunt::A,colorido,রঙিন
647,billig::A,barato,সস্তা
648,teuer::A,caro,আক্রা
649,wertvoll::A,valioso,মহার্ঘ
650,wertvoll::A,precioso,মহার্ঘ
651,blind::A,cego,কানা
652,taub::A,surdo,বধির
653,kräftig::A,forte,বিশাল
654,kräftig::A,poderoso,বিশাল
655,stark::A,forte,শক্তিশালী
656,stark::A,robusto,শক্তিশালী
657,schwach::A,débil,দুর্বল
658,fett::A,gordo,মোটা
659,schlank::A,esbelto,কৃশ
660,hübsch::A,giro,সুন্দর
661,hübsch::A,bonito,সুন্দর
662,böse::A,mau,খারাপ
663,dumm::A,parvo,মূর্খ
664,dumm::A,estúpido,মূর্খ
665,faul::A,preguiçoso,শ্রমবিমুখ
666,fleißig::A,aplicado,পরিশ্রমী
667,fleißig::A,diligente,পরিশ্রমী
668,geizig::A,avarento,ব্যয়কুণ্ঠ
669,klug::A,prudente,দক্ষ
670,klug::A,inteligente,দক্ষ
671,geschickt::A,hábil,পটু
672,lieb::A,caro,প্রেয়
673,lieb::A,querido,প্রেয়
674,lustig::A,alegre,প্রফুল্ল
675,sanft::A,suave,নম্র
676,sanft::A,brando,নম্র
677,hungrig::A,faminto,ক্ষুধার্ত
678,krank::A,doente,অসুস্থ
679,krank::A,enfermo,অসুস্থ
680,nackt::A,nu,উলঙ্গ
681,nackt::A,despido,উলঙ্গ
682,traurig::A,triste,দুঃখিত
683,lebendig::A,vivo,জীবিত
684,gut::A,bom,ভালো
685,schlecht::A,mau,মন্দ
686,schlecht::A,ruim,মন্দ
687,richtig::A,justo,ঠিক
688,richtig::A,correcto,ঠিক
689,schlimm::A,mau,কদর্য
690,schlimm::A,grave,কদর্য
691,wahr::A,verdadeiro,বাস্তব
692,alt::A,velho,পুরাতন
693,alt::A,antigo,পুরাতন
694,neu::A,novo,নব
695,neu::A,novo,নূতন
696,ehemalig::A,antigo,পূর্বকালীন
697,alt[Lebewesen]::A,velho,বৃদ্ধ
698,jung::A,jovem,তরুণ
699,arm::A,pobre,ক্ষুদ্র
700,reich::A,rico,ধনবান্
701,bekannt::A,conhecido,সুপরিচিত
702,berühmt::A,famoso,বিখ্যাত
703,berühmt::A,célebre,বিখ্যাত
704,fremd::A,alheio,বিদেশি
705,fremd::A,estranho,বিদেশি
706,verschieden::A,diverso,বিসদৃশ
707,verschieden::A,diferente,বিসদৃশ
708,nah::A,próximo,নিকটবতী
709,fern::A,remoto,দুরবতী
710,fern::A,distante,দুরবতী
711,linker::A,esquerdo,বাম
712,rechter::A,direito,ডান
713,rechter::A,direito,ডাইন
714,anderer::A,outro,অন্যতর
715,erster::A,primeiro,প্রথম
716,zweiter::A,segundo,দ্বিতীয়
717,dritter::A,terceiro,তৃতীয়
718,letzter::A,final,সর্বশেষ
719,letzter::A,último,সর্বশেষ
720,allein::ADV,só,একক
721,auf einmal::ADV,de vez,জলদি
722,zusammen::ADV,juntos,একসঙ্গে
723,lange::ADV,muito tempo,লম্বা
724,plötzlich::ADV,de repente,হঠাৎ
725,sofort::ADV,imediatamente,মুহ্ণর্তমধ্যে
726,später::ADV,mais tarde,পশ্চাতে
727,jetzt::ADV,agora,এখন
728,heute::ADV,hoje,আজ
