,Concept_ID,ta,ml
560,lustig::A,களிப்புமிக்க,ആനന്ദകരമായ
561,sanft::A,சாதுவான,സൌമ്യമായ
562,hungrig::A,பசியுடன்,വിശപ്പുള്ള
563,krank::A,நோயுற்று,അസുഖമുള്ള
564,nackt::A,ஆடையற்ற,നഡമായ
565,traurig::A,சோகமான,വിഷമമുള്ള
566,lebendig::A,பிழைப்பு,ഉപജീവനം
567,gut::A,நல்ல,നല്ല
568,schlecht::A,கெட்ட,മോശമായ
569,richtig::A,சரியான,ശരിയായ
570,schlimm::A,அருவருப்பான,വൃത്തികെട്ട
571,wahr::A,உண்மையான,ശരിയായ
572,alt::A,பழைய,പഴയ
573,neu::A,புதிய,പുതിയ
574,ehemalig::A,முன்நாள்,മുൻ
575,alt[Lebewesen]::A,வயதான,വയസ്സുള്ള
576,jung::A,இளமையான,കൌമാരമായ
577,arm::A,ஏழ்மையான,പാവപ്പെട്ട
578,reich::A,செல்வம் படைத்த,സമ്പന്നമായ
579,bekannt::A,பழக்கப்பட்ட,പരിചിതമായ
580,berühmt::A,புகழ்பெற்ற,പ്രശസ്തനായ
581,fremd::A,அயல் நாட்டு,വൈദേശികമായ
582,verschieden::A,வித்தியாசமான,വ്യത്യസ്തമായ
583,nah::A,பக்கத்தில் உள்ள,അരികത്തുള്ള
584,fern::A,தொலை தூரத்தில்,അകലെയുള്ള
585,linker::A,மீந்திருக்கும்,അവശേഷിച്ച
586,rechter::A,வலதுபக்கம்,വലത്തേ
587,anderer::A,மற்ற,മറ്റുള്ള
588,erster::A,முதனமையான,ആദ്യത്തെ
589,zweiter::A,இரண்டாவது,രണ്ടാം
590,dritter::A,மூன்றாவது,മൂന്നാമത്
591,letzter::A,கடைசி,അവസാനത്തെ
592,allein::ADV,தனியாக,തനിച്ചുള്ള
593,auf einmal::ADV,தடீரென்று,ഉടന്
594,zusammen::ADV,சேர்ந்து,ഒരുമിച്ച
595,lange::ADV,அதிக நோம்,നീണ്ട_കാലത്തേയ്ക്ക്
596,plötzlich::ADV,தடீரென்று,പെട്ടെന്ന്
597,sofort::ADV,உடனடியாக,തത്ക്ഷണം
598,später::ADV,பிறகு,പിന്നീട്
599,jetzt::ADV,இப்பொழது,ഇപ്പോൾ
600,heute::ADV,இன்று,ഇന്ന്
601,morgen::ADV,நாளைக்கு,നാളെ
602,bald::ADV,சீக்கிரம்,ഉടനെ
603,dann::ADV,அப்பொழுது,അപ്പോൾ
604,gestern::ADV,நேற்று,ഇന്നലെ
605,einst::ADV,ஒரே முறை,പണ്ടൊരിക്കല്
606,damals::ADV,அப்பொழுது,അപ്പോൾ
607,danach::ADV,பிற்பாடு,പിന്നീട്
608,vorher::ADV,முன்பாக,മുൻപ്
609,zuerst::ADV,முதலில்,ആദ്യം
610,einmal::ADV,ஒரே முறை,ഒരിക്കൽ
611,manchmal::ADV,சில நேரங்களில்,ചിലപ്പോൾ
612,oft::ADV,அடிக்கடி,പലപ്പോഴും
613,immer::ADV,எப்பொழுதும்,എപ്പോഴും
614,niemals::ADV,ஒருபோதும் இல்லை,ഒരിക്കലും
615,hier::ADV,இங்கே,ഇവിടെ
616,hierhin::ADV,இவ்விடத்திற்கு,ഇവിടേക്ക്
617,von hier::ADV,இனி,ഇവിടെനിന്ന്
618,dort::ADV,அங்கே,അവിടെ
619,dorthin::ADV,அவ்விடத்திற்கு,അവിടേക്ക്
620,geradeaus::ADV,முன்னாலிருக்கும்,മുമ്പിൽ
621,geradeaus::ADV,முன்னாலிருக்கும்,മുമന്നോട്ട്
622,vorwärts::ADV,முன்புறமாக,മുന്നോട്ട്
623,rückwärts::ADV,பின்னோக்கி,തലതിരിച്ച്
624,zurück::ADV,பின்பக்கம்,പുറകിലേക്ക്
625,unten::ADV,கீழாக,താഴെ
626,hinab::ADV,கீழ் நோக்கி,താഴേക്ക്
627,oben::ADV,மேலே,മുകളിൽ
628,hinauf::ADV,மேலே,മുകളിൽ
629,überall::ADV,எல்லா இடத்திலும்,എല്ലായിടത്തും
630,nicht::ADV,இல்லை,ഇല്ല
631,ein wenig::ADV,கொஞ்சம்,കുറച്ച്
632,kaum::ADV,அரிதாக,കഷ്ടിച്ച്
633,sehr::ADV,மிக்க,വളരെ
634,so::ADV,மிகவும்,അങ്ങനെ
635,noch::ADV,இப்பொழுதும்,ഇപ്പോഴും
636,nur::ADV,மட்டும்,മാത്രം
637,schon::ADV,ஏற்கனவே,നേരത്തേ തന്നെ
638,wieder::ADV,மறுபடியும்,വീണ്ടും
639,vergebens::ADV,வீண்,വിഫല
640,vor::PRP,முன்,മുമ്പിൽ
641,hinter::PRP,பின்பக்கம்,പുറകിൽ
642,unter::PRP,கீழே,കീഴിൽ
643,durch::PRP,ஊடே,ഉള്ളിലൂടെ
644,neben::PRP,அடுத்து,അടുത്ത്
645,zwischen::PRP,இடையில்,ഇടയ്ക്ക്
646,wegen::PRP,ஏனெனில்,നിമിത്തം
647,dies::PRN,இது,ഇത്
648,das::PRN,அது,അത്
649,alles::PRN,ஒவ்வொன்றும்,എല്ലാം
650,ich::PRN,நான்,ഞാൻ
651,du::PRN,நீ,നിങ്ങൾ
652,er::PRN,அவன்,അദ്ദേഹം
653,er::PRN,அவன்,അയാൾ
654,er::PRN,அவன்,അവൻ
655,er::PRN,அவன்,അവർ
656,er::PRN,அவன்,അവൾ
657,wir::PRN,நாம்,നമ്മൾ
658,wir::PRN,நாங்கள்,നമ്മൾ
659,ihr::PRN,நீங்கள்,നിങ്ങൾ
660,sie::PRN,அவர்கள்,അവർ
661,was::FPRN,என்ன,എന്ത്
662,wer::FPRN,யார்,ആര്
663,wo::FADV,எங்கே,എവിടെ
664,wohin::FADV,எதற்கு,എവിടേക്ക്
665,wie::FADV,எப்படி,എങ്ങനെ
666,warum::FADV,ஏன்,എന്തുകൊണ്ട്
667,wieviel::FNUM,எவ்வளவு,എത്ര
668,eins::NUM,ஒன்று,ഒന്ന്
669,zwei::NUM,இரண்டு,രണ്ട്
670,drei::NUM,மூன்று,മൂന്ന്
671,vier::NUM,நான்கு,നാല്
672,fünf::NUM,ஐந்து,അഞ്ച്
673,sechs::NUM,ஆறு,ആറ്
674,sieben::NUM,ஏழு,ഏഴ്
675,acht::NUM,எட்டு,എട്ട്
676,neun::NUM,ஒன்பது,ഒമ്പത്
677,zehn::NUM,பத்து,പത്ത്
678,elf::NUM,பதினொன்று,പതിനൊന്ന്
679,zwölf::NUM,பன்னிரண்டு,പന്ത്രണ്ട്
680,zwanzig::NUM,இருபது,ഇരുപത്
681,dreißig::NUM,முப்பது,മുപ്പത്
682,vierzig::NUM,நாற்பது,നാൽപ്പത്
683,fünfzig::NUM,ஐமபது,അൻപത്
684,sechzig::NUM,அறுபது,അറുപത്
685,siebzig::NUM,எழுபது,എഴുപത്
686,achtzig::NUM,எண்பது,എൺപത്
687,neunzig::NUM,தொன்னூறு,തൊണ്ണൂറ്
688,hundert::NUM,நூறு,നൂറ്
689,tausend::NUM,ஆயிரம்,ആയിരം
690,und::CNJ,மற்றும்,ഉം
691,oder::CNJ,அல்லது,അഥവാ
692,stehen::V,நில்,നിൽക്കുക
693,sitzen::V,உட்கார்,ഇരിക്കുക
694,liegen::V,படு,കിടക്കുക
695,hängen::V,தொங்கச் செய்,തൂങ്ങുക
696,werden::V,ஆகு,ആയിത്തീരുക
697,passieren::V,நிகழ்,സംഭവിക്കുക
698,beginnen::V,ஆரம்பி,ആരംഭിക്കുക
699,enden::V,முடி,അവസാനിപ്പിക്കുക
700,wechseln::V,மாற்று,മാറ്റുക
701,aufgehen[Sonne]::V,உயர எழு,ഉയരുക
702,untergehen[Sonne]::V,பொறுத்து,അടുക്കി_വയ്ക്കുക
703,scheinen[Sonne]::V,பிரகாசி,പ്രകാശിക്കുക
704,donnern::V,இடி,ഇടിവെട്ടുക
705,wehen::V,வீசு,വീശുക
706,strömen::V,பாயதல்,ഒഴുകുക
707,fließen::V,நீரோட்டம் போக்கில் போ,ഒഴുകുക
708,sich drehen::V,சுழல்,ചുറ്റുക
709,sich drehen::V,சுழல்,കറക്കുക
710,schwanken::V,தள்ளாடு,ഇരുവശത്തേയ്ക്കും_ആടുക
711,schwingen::V,ஆடு,ആടുക
712,fallen::V,விழு,വീഴുക
713,brennen::V,எரி,കത്തുക
714,rauchen::V,பகை பிடி,പുകയുക
715,regnen::V,மழை பெய்,മഴ_പെയ്യുക
716,gefrieren::V,உறைந்துவிடு,തണത്ത്_മരവിക്കുക
717,tauen::V,உருகு,അലിയുക
718,schmelzen::V,உருகு,ഉരുകുക
719,trocknen::V,உலர்த்து,വരളുക
720,sieden::V,கொதிக்க வை,തിളപ്പിക്കുക
721,faulen::V,அழுகச் செய்,ചീയുക
722,verfaulen::V,அழுகச் செய்,അഴുകുക
723,reißen::V,திடீரென அறு,ശബ്ദത്തോടെ_മുറിയുക
724,versinken::V,மூழ்கு,മുക്കുക
725,vergehen::V,கடந்துசெல்,കടന്നുപോകുക
726,erscheinen::V,தோன்றச்,പ്രത്യക്ഷപ്പെടുക
727,verschwinden::V,மறைந்து போ,അദൃശ്യമാകുക
728,sinken::V,பதைவுறு,താഴുക
729,abnehmen::V,குறை,കുറിയുക
730,zunehmen::V,உயர்த்து,വർദ്ധിക്കുക
731,steigen::V,உயர எழு,ഉയരുക
732,wachsen::V,வளர்,വളരുക
733,glänzen::V,மிளிர்,മിന്നുക
734,funkeln::V,பிரகாசி,തിളങ്ങുക
735,lärmen::V,கொம்பு,ശബ്ദമുണ്ടാക്കുക
736,läuten::V,மணியொலியிசை,മണിമുഴങ്ങുക
737,klingeln::V,மணி அடி,ചിലമ്പുക
738,klirren::V,கிலுங்கு,കിലുക്കുക
739,brausen::V,இரைதல்,മുഴങ്ങുക
740,rauschen::V,சலசலப்பு,അനങ്ങുക
741,klingen::V,சிலம்புதல்,മുഴക്കുക
742,bellen::V,குரை,കുരയ്ക്കുക
743,heulen::V,ஊளையிடு,ഓരിയിടുക
744,blasen::V,ஊது,ഊതുക
745,pfeifen::V,சீழ்க்கை எழப்பு,വിസിലടിക്കുക
746,schreien::V,கூச்சலிடு,ആക്രോശിക്കുക
747,stöhnen::V,வேதனை,അരക്കം
748,stöhnen::V,வேதனை,ആർത്തനാദം
749,zittern::V,நடுங்கு,വിറയ്ക്കുക
750,leben::V,உயிருடனிரு,താമസിക്കുക
751,geboren werden::V,பிற,ജനിക്കുക
752,atmen::V,சுவாசி,ശ്വസിക്കുക
753,trinken::V,குடி,കുടിക്കുക
754,essen::V,சாப்பிடு,കഴിക്കുക
755,schlucken::V,முழுங்கு,വിഴുങ്ങുക
756,müde werden::V,கையயர்தல்,ക്ഷീണിക്കുക
757,einschlafen::V,தூங்க,നിദ്രിക്കുക
758,schlafen::V,தூங்கு,ഉറങ്ങുക
759,aufwachen::V,எழுப்பு,ഉണരുക
760,aufstehen::V,எழுந்திரு,എഴുന്നേൽക്കുക
761,sich erholen::V,இளைப்பாறு,വിശ്രമിക്കുക
762,krank werden::V,விழுதல்,ദീനംപിടിക്കുക
763,krank sein::V,நருக்கலாயிருக்க,രോഗികളാകുക
764,schmerzen::V,நோவுறு,വേദനിക്കുക
765,husten::V,இருமு,ചുമയ്ക്കുക
766,genesen::V,குணம் அடை,സുഖപ്പെടുക
767,sterben::V,மரணமடை,മരിക്കുക
768,umkommen::V,நசி,മരിക്കുക
769,sich bewegen::V,நகர்த்து,സ്ഥലം_മാറുക
770,sich rühren::V,அசை,ചലിക്കുക
771,sich erheben::V,எழுந்து நில்,നിൽക്കുക
772,sich setzen::V,உட்கார்,ഇരിക്കുക
773,hinfallen::V,விழு,വീഴുക
774,laufen::V,நட,നടക്കുക
775,schreiten::V,கவடுவைத்தல்,നടക്കുക
776,spazierengehen::V,உலவு,ഉലാത്തുക
777,eilen::V,விரைந்து,പാഞ്ഞെത്തുക
778,sich beeilen::V,அவசரப்படுத்து,തിരിക്കുകൂട്ടുക
779,sich beeilen::V,அவசரப்படுத்து,തിടുക്കം_കാട്ടുക
780,sausen::V,விரைந்து செல்,കുതിക്കുക
781,rennen::V,ஓடு,ഓടുക
782,springen::V,குதி,ചാടുക
783,klettern::V,ஏறு,കയറുക
784,schaukeln::V,தள்ளாடு,ഇളകുക
785,kriechen::V,மெதுவாக நடந்து செல்,പതുങ്ങികയറുക
786,schwimmen::V,நீந்து,നീന്തുക
787,tauchen::V,மூழ்கி நீச்சலடி,വെള്ളത്തിലേക്ക് ചാടുക
788,rudern::V,துடுப்புப் போடு,തുഴയുക
789,fahren::V,ஓட்டு,വാഹനം ഓടിക്കുക
790,fliegen::V,பற,പറക്കുക
791,gehen::V,போ,പോകുക
792,weggehen::V,விலகிச் செல்,വിടുക
793,abfahren::V,புறப்பட்டுச் செல்,പുറപ്പെടുക
794,anhalten::V,நின்றுவிடு,നിർത്തുക
795,hineingehen::V,மறையச் செய்,പ്രവേശിക്കുക
796,eintreten::V,நுழை,പ്രവേശിക്കുക
797,kommen::V,வா,വരുക
798,ankommen::V,வநது சேர்,എത്തിച്ചേരുക
799,zurückkommen::V,திரும்பி வா,തിരിച്ചു വരുക
800,bleiben::V,இரு,തുടരുക
801,warten::V,தாமதி,കാത്തിരിക്കുക
802,erwarten::V,எதிர்நோக்கு,പ്രതീക്ഷിക്കുക
803,suchen::V,தேடு,തിരയുക
804,finden::V,கண்டுபிடி,കണ്ടെത്തുക
805,versuchen::V,முயற்சி செய்,ശ്രമിക്കുക
806,vorbereiten::V,ஆயத்தம் செய்,തയ്യാറെടുക്കുക
807,lieben::V,அன்பு செலுத்து,സ്നേഹിക്കുക
808,mögen::V,விரும்பு,ഇഷ്ടപ്പെടുക
809,lachen::V,சிரி,ചിരിക്കുക
810,rühren::V,இதயத்தைத் தொடு,ഹൃദയം സ്പർശിക്കുക
811,weinen::V,அழு,തേങ്ങുക
812,schimpfen::V,சாபமிடு,പിറുപിറുക്കുക
813,sich ärgern::V,கோப்பபடு,കോപിക്കുക
814,sich fürchten::V,பயப்படு,പേടിക്കുക
815,fürchten::V,பயப்படுத்து,പേടിക്കുക
816,fliehen::V,ஓடு,രക്ഷപ്പെടുക
817,flüchten::V,தப்பிவிடு,രക്ഷപ്പെടുക
818,sehen::V,பார்,കാണുക
819,anschauen::V,கூர்ந்து கவனி,നോക്കുക
820,ansehen::V,கவனி,നോക്കുക
821,hören::V,கேள்,കേൾക്കുക
822,zuhören::V,சுவைத்துப் பார்,ശ്രദ്ധിക്കുക
823,probieren::V,ருசி,രുചിയുള്ളതായി_തോന്നുക
824,riechen::V,முகர்ந்து பார்,മണത്തു_നോക്കുക
825,fühlen::V,தொட்டுணர்,സ്പർശിച്ചറിയുക
826,scheinen::V,காணப்படு,കാണപ്പെടുക
827,zu sehen sein::V,தோன்றுதல்,വെളിച്ചപ്പെടുക
828,vernehmen::V,கேள்,കേൾക്കുക
829,frieren::V,குதுகுதுகு,വിറയ്ക്കുക
830,tun::V,செய்,ചെയ്യുക
831,können::V,இயல்வது,കഴിയുക
832,wollen::V,விரும்பு,വേണുക
833,anfangen::V,தொடங்கு,തുടങ്ങുക
834,beenden::V,முடி,പൂർത്തിയാക്കുക
835,aufhören::V,நிறுத்து,നിർത്തുക
836,gelingen::V,வெற்றி,വിജയിക്കുക
837,geraten::V,ஏற்படுத்து,പരിണമിക്കുക
838,öffnen::V,திற,തുറക്കുക
839,schließen::V,மூடு,അടയ്ക്കുക
840,stellen::V,வை,വയ്ക്കുക
841,setzen::V,வை,വയ്ക്കുക
842,legen::V,பரப்பி வை,ഇടുക
843,berühren::V,பதி,തൊടുക
844,verbinden::V,சேர்,ഘടിപ്പിക്കുക
845,bedecken::V,உறைபோடு,മുടുക
846,aufhängen::V,தொங்கவிடு,കെട്ടിതൂക്കുക
847,anzünden::V,எரியூட்டு,കത്തിക്കുക
848,aufheben::V,பொறுக்கி எடு,പെറുക്കിയെടുക്കുക
849,zurücklassen::V,விட்டுச் செல்,വച്ചുപോരുക
850,verlieren::V,இழ,നഷ്ടപ്പെടുക
851,fallen lassen::V,அளவில் குறைவு,വീഴ്ത്തുക
852,machen::V,தயார்செய்,ഉണ്ടാക്കുക
853,herstellen::V,உற்பத்தி செய்,ഉൽപാദിപ്പിക്കുക
854,bauen::V,கட்டு,നിർമ്മിക്കുക
855,reparieren::V,பழுது பார்,നന്നാക്കുക
856,verbessern::V,மேம்படுத்து,മെച്ചപ്പെടുക
857,ändern::V,மாற்றி அமை,മാറ്റംവരുത്തുക
858,graben::V,குழி வெட்டு,കുഴിക്കുക
859,beugen::V,வனை,വണങ്ങുക
860,biegen::V,வனை,കുനിയുക
861,drehen::V,சுழல்,തിരിക്കുക
862,wenden::V,குடைகவிழு,തിരിയുക
863,umdrehen::V,சுற்றும் முற்றும் பார்,തിരിയുക
864,heben::V,தூக்கு,ഉയർത്തുക
865,hochheben::V,தூக்கு,ഉയർത്തുക
866,ergreifen::V,பறி,ബലമായി_പിടിക്കുക
867,halten::V,பிடித்துக் கொள்,പിടിക്കുക
868,drücken::V,அழுத்து,അമർത്തുക
869,schieben::V,தள்ளு,തള്ളുക
870,kratzen::V,கீறு,ചുരണ്ടുക
871,lecken::V,நக்கு,നക്കുക
872,beißen::V,கடி,കടിക്കുക
873,abreißen::V,கிழி,കീറിക്കളയുക
874,abschneiden::V,வெட்டி எடு,മുറിച്ചുമാറ്റുക
875,binden::V,கட்டு,കെട്ടുക
876,stecken::V,பதிய வை,തുളയ്ക്കുക
877,brechen::V,உடை,ഉടയുക
878,klopfen::V,தட்டு,തട്ടുക
879,hauen::V,அடி,അടിക്കുക
880,kleben::V,ஒட்டு,ഒട്ടിക്കുക
881,reiben::V,தேய்,തിരുമ്മിത്തുടയ്ക്കുക
882,streichen::V,பரவச்செய்,പടർത്തുക
883,schleifen::V,அரை,പൊടിക്കുക
884,schneiden::V,துண்டாக்கு,മുറിക്കുക
885,rütteln::V,மெல்ல தள்ளு,മുട്ടുക
886,schütteln::V,குலுக்கு,കുലുക്കുക
887,schwenken::V,ஊஞ்சலாடு,ആടുക
888,schütten::V,ஊற்று,ഒഴിക്കുക
889,füllen::V,நிரப்பு,നിറയ്ക്കുക
890,einwickeln::V,சுற்று,പൊതിയുക
891,tragen::V,எடுத்துச் செல்,വഹിക്കുക
892,schleppen::V,இழுத்துச் செல்,വലിച്ചിഴയ്ക്കുക
893,ziehen::V,இழு,വലിക്കുക
894,aufbewahren::V,வைத்துக் கொள்,വയ്ക്കുക
895,werfen::V,வீசி எறி,എറിയുക
896,fangen::V,பிடி,പിടിക്കുക
897,packen::V,பிடித்துக்கொள்,തട്ടിപ്പറിക്കുക
898,verstecken::V,மறை,മറയ്ക്കുക
899,teilen::V,பாகங்களாகப் பிரி,വിഭജിക്കുക
900,schicken::V,அனுப்பு,അയയ്ക്കുക
901,bringen::V,கொண்டு வா,കൊണ്ടുവരുക
902,hinzufügen::V,சேர்,കൂട്ടുക
903,bekommen::V,பெறு,കിട്ടുക
904,erhalten::V,பெறு,സ്വീകരിക്കുക
905,nehmen::V,எடு,എടുക്കുക
906,wählen::V,தேர்ந்தெடு,തിരഞ്ഞെടുക്കുക
907,auswählen::V,தேர்ல்தெடு,തിരഞ്ഞെടുക്കുക
908,bewahren::V,கெடாது பேணு,പുലർത്തുക
909,behindern::V,தடங்கல் செய்,തടയിടുക
910,verderben::V,நாசமாக்கு,നശിപ്പിക്കുക
911,beschädigen::V,சேதப்படுத்து,ക്ഷതമേൽപ്പിക്കുക
912,zerbrechen::V,உடை,ഉടയുക
913,zerreißen::V,கிழி,കീറുക
914,zerstören::V,அழி,നശിപ്പിക്കുക
915,verbrennen::V,எரியூட்டு,കത്തിനശിക്കുക
916,verbrennen::V,எரியூட்டு,കത്തിച്ചുകളയുക
917,geben::V,கொடு,കൊടുക്കുക
918,geben::V,கொடு,തരുക
919,reichen::V,வழங்கு,കൈമാറുക
920,schenken::V,மொயத்தல்,സമ്മാനം കൊടുക്കുക
921,versprechen::V,உறுதியளி,വാഗ്ദാനം_നൽകുക
922,wünschen::V,ஆசைப்படு,ആഗ്രഹിക്കുക
923,loben::V,புகழ்ச்சி கூறு,പുകഴ്ത്തുക
924,küssen::V,முத்தமிடு,ഉമ്മവയ്ക്കുക
925,wiegen::V,ஆட்டுத்தல்,ഇളകുക
926,zudecken::V,உறைபோடு,മുടുക
927,wecken::V,எழுப்பு,ഉണർത്തുക
928,zeigen::V,காட்டு,കാണിക്കുക
929,führen::V,வழிகாட்டி,നടത്തുക
930,lehren::V,சொல்லிக் கொடு,പഠിപ്പിക്കുക
931,unterrichten::V,அறிவுரை கூறு,പരിശീലിപ്പിക്കുക
932,aufziehen::V,வளர்,വളർത്തിക്കൊണ്ടുവരുക
933,leiten::V,அழைத்துச் செல்,നയിക്കുക
934,antreiben::V,தூண்டு,പ്രേരിപ്പിക്കുക
935,lassen::V,விடு,അനുവദിക്കുക
936,einladen::V,அழை,ക്ഷണിക്കുക
937,vereinigen::V,ஒன்றாகச் சேர்,കൂടിച്ചേരുക
938,besuchen::V,வருகை புரி,സന്ദർശിക്കുക
939,treffen::V,சந்தி,തമ്മിൽ കാണുക
940,sich versammeln::V,தொகுப்பு,സംയോജിപ്പിക്കുക
941,spielen::V,விளையாடு,കളിക്കുക
942,singen::V,பாடு,പാടുക
943,tanzen::V,நடனமாடு,നൃത്തം ചെയ്യുക
944,sich trennen::V,தனிப்படடுத்து,നേർപെടുത്തുക
945,verlassen::V,கைவிடு,പിൻവാങ്ങുക
946,retten::V,காப்பாற்று,രക്ഷിക്കുക
947,bewachen::V,காவல் செய்,കാവൽനിൽക്കുക
948,schützen::V,பாதுகாப்பு செய்,പരിരക്ഷിക്കുക
949,verteidigen::V,எதிர்த்து நில்,പ്രതിരോധിക്കുക
950,sich schlagen::V,பூசலிடு,കലഹിക്കുക
951,schießen::V,சுட்டுக் கொல்,വെടിവെക്കുക
952,siegen::V,வெற்றி பெறு,വിജയിക്കുക
953,ärgern::V,எரிச்சலூட்டு,വിഷമിപ്പിക്കുക
954,schlagen::V,அடி,അടിക്കുക
955,treten::V,உதை,തൊഴിക്കുക
956,stechen::V,கொட்டு,കുത്തുക
957,stoßen::V,நெருக்கு,തള്ളുക
958,stehlen::V,திருடு,മോഷ്ടിക്കുക
959,stören::V,தொல்லைகொடு,ശല്യപ്പെടുത്തുക
960,belästigen::V,தொல்லை கொடு,മെനക്കെടുക
961,verbergen::V,மறை,മറയ്ക്കുക
962,verbergen::V,மறை,ഒളിക്കുക
963,täuschen::V,ஏமாற்று,കബളിപ്പിക്കുക
964,betrügen::V,ஏமாற்று,ചതിക്കുക
965,töten::V,கொல்,കൊല്ലുക
966,wohnen::V,தங்கியிரு,താമസിക്കുക
967,arbeiten::V,வேலை செய்,ജോലിചെയ്യുക
968,sammeln::V,ஒன்றுசேர்,സഞ്ചയിക്കുക
969,pflücken::V,கொய்து எடு,പറിച്ചെടുക്കുക
970,jagen::V,வேட்டையாடு,വേട്ടയാടുക
971,fischen::V,மீன் பிடி,മീൻ പിടിക്കുക
972,fassen::V,பிடி,പിടിക്കുക
973,hüten::V,காவல் செய்,ചേർക്കുക
974,treiben::V,ஓட்டு,വാഹനം_ഓടിക്കുക
975,anbinden::V,கட்டு,കെട്ടിയിടുക
976,füttern::V,உணவளி,തീറ്റുക
977,melken::V,பால் கற,പാലുകറക്കുക
978,hacken::V,வெட்டி எடு,വെട്ടിമുറിക്കുക
979,gießen::V,நீர்ப் பாய்ச்சு,നനയ്ക്കുക
980,reifen::V,பழு,പാകമാകുക
981,zubereiten::V,சமையல் செய்,പാചകം_ചെയ്യുക
982,kochen::V,வேகவை,വേവിക്കുക
983,backen::V,வெப்பத்தில் வாட்டு,ബേക്ക് ചെയ്യുക
984,braten::V,பொரியச் செய்,പോരിക്കുക
985,umrühren::V,கலக்கு,ഇളക്കുക
986,stricken::V,பின்னியிழை,മെടയുക
987,nähen::V,தையல் வேலை செய்,തുന്നുക
988,färben::V,வண்ணம் பெறச் செய்,ചായം പൂശുക
989,reinigen::V,சுத்தம் செய்,വൃത്തിയാക്കുക
990,waschen::V,கழுவு,കഴുകുക
991,abwischen::V,துடை,തുടയ്ക്കുക
992,spülen::V,அலசு,കഴുകുക
993,fegen::V,பெறுக்கு,അടിച്ചുവാരുക
994,kehren::V,பெறுக்கு,അടിച്ചുവാരുക
995,baden::V,குளி,നീന്തിത്തുടിക്കുക
996,sich waschen::V,கழுவு,കഴുകുക
997,ausziehen::V,கழற்று,ഇഴുക്കുക
998,anziehen::V,புனைதல்,ഉടുക്കുക
999,sich anziehen::V,உடுத்துதல்,ധരിച്ച നേടുകയുക
1000,kämmen::V,தலை வாரிக் கொள்,മുടിചീകുക
1001,schmücken::V,அழகுபடுத்து,അലങ്കരിക്കുക
1002,sagen::V,சொல்,പറയുക
1003,sprechen::V,பேசு,സംസാരിക്കുക
1004,reden::V,பெசு,സംസാരിക്കുക
1005,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,നർമ്മസല്ലാപം നടത്തുക
1006,fragen::V,கேள்,ചോദിക്കുക
1007,bitten::V,வேண்டு,അപേക്ഷിക്കുക
1008,erzählen::V,சொல்,പറയുക
1009,mitteilen::V,சொல்,അറിയിക്കുക
1010,nennen::V,பெயரிடுதல்,പേരിടുക
1011,rufen::V,கூச்சலிடு,വിളിക്കുക
1012,prahlen::V,தற்பெருமை பேசு,പൊങ്ങച്ചം പറയുക
1013,übersetzen::V,மொழிபெயர்ப்பு செய்,പരിഭാഷപ്പെടുത്തുക
1014,denken::V,யோசி,ചിന്തിക്കുക
1015,glauben::V,நம்பு,വിശ്വസിക്കുക
1016,bemerken::V,கவனி,ശ്രദ്ധിക്കുക
1017,erkennen::V,அடையாளம் கண்டுகொள்,തിരിചറിയുക
1018,begreifen::V,பற்றிக்கொள்,കൈപ്പിടിയിലാക്കുക
1019,verstehen::V,புரிந்து கொள்,മനസ്സിലാക്കുക
1020,lernen::V,கற்றுக்கொள்,പഠിക്കുക
1021,wissen::V,தெரிந்திரு,അറിയുക
1022,sich erinnern an::V,நினைவு கூர்,ഓർമിക്കുക
1023,vergessen::V,மற,മറക്കുക
1024,messen::V,அளவிடு,അളക്കുക
1025,zählen::V,எண்ணு,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1026,rechnen::V,கணக்கிடு,ഗണിക്കുക
1027,lesen::V,படி,വായിക്കുക
1028,malen::V,வண்ணச்சித்திரம்,ചിത്രം വരയ്ക്കുക
1029,zeichnen::V,வரை,വരയ്ക്കുക
1030,schreiben::V,எழுது,എഴുതുക
1031,besitzen::V,உடைமையாகக் கொண்டிரு,സ്വന്തമാക്കുക
1032,kaufen::V,வாங்கு,വാങ്ങുക
1033,verkaufen::V,விற்பனை செய்,വിൽക്കുക
1034,bezahlen::V,இறுத்தல்,പരിഹാരം ചെയ്യുക
1035,zahlen::V,பணம் செலுத்து,പണം അടയ്ക്കുക
1036,beherrschen::V,ஆட்சிசெய்,ഭരിക്കുക
1037,ertragen::V,தாங்கு,താങ്ങുക
