,Concept_ID,lbe,mn
280,Lust::N,гьавас,дур
281,Lust::N,гьавас,хүсэл
282,Lust::N,ччаву,дур
283,Lust::N,ччаву,хүсэл
284,Geist::N,рухӏ,оюун
285,Gedanke::N,пикри,сэтгэл
286,Gedächtnis::N,дакӏний личӏаву,ой
287,Gedächtnis::N,дакӏний личӏаву,цээж
288,Verstand::N,аькьлу,ухаан
289,Sinn::N,мяъна,утга
290,Grund::N,багьана,учир
291,Wahrheit::N,тӏайламур,үнэн
292,Wahrheit::N,хӏакьмур,үнэн
293,Gespräch::N,ихтилат,яриа
294,Märchen::N,магьа,явган үлгэр
295,Erzählung::N,хавар,тууж
296,Nachricht::N,хавар,мэдээ
297,Neuigkeit::N,хавар,сонин
298,Name::N,цӏа,нэр
299,Rätsel::N,ссигьа,оньсого
300,Rede::N,гъалгъа,хэлсэн үг
301,Sprache::N,маз,хэл
302,Stimme::N,чӏу,дуу
303,Stimme::N,чӏукӏа,дуу
304,Wort::N,махъ,үг
305,Zeichen::N,лишан,тамга
306,Zeichen::N,лишан,тэмдэг
307,Lärm::N,чӏу,шуугиан
308,Lärm::N,чӏу,чимээ
309,Laut::N,чӏу,анир
310,Laut::N,чӏу,дуу
311,Ton::N,чӏу,авиа
312,Ton::N,чӏу,аялгуу
313,Lied::N,балай,дуу
314,Ruhe::N,дигьалагру,энх
315,Ruhe::N,дигьалагру,тайван
316,Leute::N,инсантал,хүмүүс
317,Volk::N,ил,улс
318,Volk::N,халкь,улс
319,Arbeit::N,заву,ажил
320,Arbeit::N,заву,хөдөлмөр
321,Gast::N,хъамаличу,зочин
322,Gast::N,хъамаличу,айлчин
323,Geschenk::N,бухчакарши,бэлэг
324,Geschenk::N,лажинккакку,бэлэг
325,Spiel::N,тӏуркӏу,наадам
326,Spiel::N,тӏуркӏу,тоглоом
327,Gesellschaft::N,жямат,хамт байх
328,Gesellschaft::N,ккуран,хамт байх
329,Hilfe::N,кумаг,тусламж
330,Freund::N,дус,найз
331,Freund::N,дус,нөхөр
332,Kamerad::N,хӏаласу,хань
333,Kamerad::N,хӏаласу,нөхөр
334,Angelegenheit::N,иш,хэрэг
335,Anzahl::N,аьдад,тоо
336,Art::N,жинс,төрөл
337,Art::N,жинс,янз
338,Stück::N,касак,хэсэг
339,Teil::N,бутӏа,хувь
340,Teil::N,бутӏа,хэсэг
341,Hälfte::N,дачӏи,хагас
342,Kreis::N,кюрщан,тойрог
343,Kreis::N,кюрщан,хүрээ
344,Kreuz::N,ххач,загалмай
345,Linie::N,щва,шугам
346,Strich::N,щва,зураас
347,Abstand::N,манзил,зай
348,Entfernung::N,манзил,зай
349,Entfernung::N,манзил,хол ойр
350,Gegend::N,кӏану,хавь
351,Gegend::N,кӏану,газар
352,Ort::N,кӏану,газар
353,Ort::N,кӏану,байр
354,Seite::N,чул,тал
355,Seite::N,чул,этгээд
356,Seite::N,чулухалу,тал
357,Seite::N,чулухалу,этгээд
358,Mitte::N,дя,төв
359,Mitte::N,дя,дунд
360,Gegenstand::N,зат,юм
361,Sache::N,зат,үйл
362,Sache::N,зат,хэрэг
363,Rand::N,зума,зах
364,Rand::N,зума,хөвөө
365,Ecke::N,мурцӏу,өнцөг
366,Spitze::N,мицӏ,үзүүр
367,Ende::N,зума,зах
368,Ende::N,зума,үзүүр
369,Loch::N,ккутӏ,цоорхой
370,Loch::N,ккутӏ,онгорхой
371,Winkel::N,мурцӏу,өнцөг
372,Muster::N,накьич,хээ
373,Muster::N,накьич,угалз
374,Länge::N,лахъишиву,урт
375,Höhe::N,лахъшиву,өндөр
376,Gewicht::N,дуццин,жин
377,Gewicht::N,кӏушиву,жин
378,Haufen::N,бакӏу,бөөн
379,Reihe::N,кьюкьа,эгнээ
380,Boot::N,луткка,завь
381,Ruder::N,весло,сэлүүр
382,Ruder::N,чӏатӏа,сэлүүр
383,Schlitten::N,чана,чарга
384,Schlitten::N,санкка,чарга
385,Ski::N,лижарду,цана
386,Lagerfeuer::N,къавтӏн,түүдэг
387,Last::N,гьиву,ачаа
388,Gang::N,нанаву,явдал
389,Schritt::N,ша,алхам
390,Norden::N,ухссав,умар
391,Norden::N,ухссавнил чулухалу,умар
392,Süden::N,кьилва,урд
393,Süden::N,кьилва,өмнө
394,Westen::N,баргълагавал,өрнө
395,Westen::N,баргълагавал,баруун
396,Westen::N,баргълагавал чул,өрнө
397,Westen::N,баргълагавал чул,баруун
398,Osten::N,баргъбуккай чулухалу,зүүн
399,Osten::N,баргъбуккай чулухалу,дорно
400,Holz::N,тӏама,мод
401,Brett::N,тахта,банз
402,Platte::N,гъуни,хавтан
403,Stütze::N,гьалакӏу,тулгуур
404,Stütze::N,гьалакӏу,тулга
405,Stange::N,къазихъ,сургааг
406,Stock::N,ттархь,саваа
407,Stab::N,ччантӏакъу,таяг
408,Rohr::N,бургъу,хоолой
409,Haus::N,къатта,гэр
410,Haus::N,къатта,байшин
411,Heim::N,къатта,гэр
412,Ofen::N,пач,зуух
413,Ofen::N,пач,пийшин
414,Fußboden::N,чӏанкъатта,шал
415,Tisch::N,усттул,ширээ
416,Stuhl::N,кӏану,сандал
417,Wiege::N,оьрчӏал кӏану,өлгий
418,Bett::N,тах,ор
419,Regal::N,чӏаму,тавиур
420,Kiste::N,яшикӏ,авдар
421,Kiste::N,яшикӏ,хайрцаг
422,Kiste::N,къурши,авдар
423,Kiste::N,къурши,хайрцаг
424,Fenster::N,чӏавахьулу,гэгээвч
425,Tür::N,нуз,үүд
426,Tür::N,нуз,хаалга
427,Tür::N,нузкьун,үүд
428,Tür::N,нузкьун,хаалга
429,Tor::N,къапу,хаалга
430,Tor::N,дарваза,хаалга
431,Zaun::N,дайгьузанну,хашаа
432,Dach::N,магъи,дээвэр
433,Dach::N,цӏиялу,дээвэр
434,Leiter::N,чуртту,шат
435,Besen::N,чӏатлу,хамуур
436,Besen::N,чӏатлу,туужуу
437,Spaten::N,бил,хүрз
438,Schaufel::N,чӏатӏа,хүрз
439,Gabel::N,гьиссилу,сэрээ
440,Löffel::N,къуса,халбага
441,Messer::N,чӏила,хутга
442,Nagel::N,мяр,хадаас
443,Netz::N,къери,өөш
444,Netz::N,къери,тор
445,Haken::N,къича,гох
446,Griff::N,куяму,иш
447,Griff::N,куяму,сэнж
448,Schloss::N,кьункьула,цуурга
449,Schloss::N,кьункьула,цоож
450,Bild::N,сурат,зураг
451,Puppe::N,ссихьу,хүүхэлдэй
452,Beutel::N,чантай,агсаа
453,Beutel::N,чантай,уут
454,Bündel::N,гьи,боодол
455,Bündel::N,къар,боодол
456,Eimer::N,бадра,хөнөг
457,Eimer::N,бадра,хувин
458,Deckel::N,къапаза,таг
459,Deckel::N,къапаза,хавхаг
460,Geschirr::N,пюрунчӏул,сав суулга
461,Geschirr::N,тӏахӏникӏичӏу,сав суулга
462,Sack::N,къап,шуудай
463,Sack::N,дарваг,шуудай
464,Tasse::N,пижан,аяга
465,Tasse::N,пинжан,аяга
466,Tasse::N,инкираччатӏи,аяга
467,Tasse::N,цинцилттал бушкъап,аяга
468,Topf::N,кӏункӏур,тогоо
469,Kessel::N,чаг,тогоо
470,Kessel::N,кӏункӏур,тогоо
471,Essen::N,дукия,идээ
472,Essen::N,дукин,идээ
473,Nahrung::N,дукра,хүнс
474,Speise::N,дукра,идээ
475,Fleisch::N,дикӏ,мах
476,Getreide::N,къама,будаа
477,Brei::N,ккурч,богшмол
478,Brei::N,ккурч,будаа
479,Brot::N,ччатӏ,талх
480,Scheibe::N,парча,зүсэм
481,Scheibe::N,парча,хэрчим
482,Fett::N,аьгъушиву,өөх
483,Butter::N,нагь,тос
484,Butter::N,лагаву,тос
485,Salz::N,цӏву,давс
486,Suppe::N,накь,шөл
487,Honig::N,ницӏ,бал
488,Milch::N,накӏ,сүү
489,Tee::N,чяй,цай
490,Leder::N,бурчу,арьс
491,Leder::N,бурчу,савхи
492,Wolle::N,ппал,ноос
493,Wolle::N,ппал,унгас
494,Stoff::N,янна,бөс
495,Nadel::N,ххалаххи,зүү
496,Faden::N,ххал,боолт
497,Faden::N,ххал,утас
498,Knopf::N,банд,товч
499,Knoten::N,къурхъ,зангилаа
500,Farbe::N,сир,будаг
501,Kleidung::N,янна,хувцас
502,Kleidung::N,лаххия,хувцас
503,Hemd::N,гьухъа,цамц
504,Kragen::N,дарвач,зах заам
505,Ärmel::N,кахха,ханцуй
506,Hose::N,хӏажак,өмд
507,Gürtel::N,мухӏлу,бүс
508,Mütze::N,кьяпа,малгай
509,Mütze::N,кьяпа,бүрх
510,Stiefel::N,чакма,гутал
511,Ring::N,кӏисса,бөгж
512,Band::N,линт,тууз
513,Kamm::N,ттарал,сам
514,Spiegel::N,дагьани,толь
515,Riemen::N,эн,тасам
516,Riemen::N,эн,сур
517,Schnur::N,хьхьа,татлага
518,Decke::N,виргъан,хөнжил
519,Decke::N,виргъан,хучлага
520,Kissen::N,кӏаралу,дэр
521,Tuch::N,карщи,алчуур
522,Tuch::N,карщи,даавуу
523,Handtuch::N,калихьу,алчуур
524,Handtuch::N,лажинлихьу,алчуур
525,Kraft::N,эллаж,чадал
526,Kraft::N,эллаж,хүч
527,Stärke::N,гуж,эрч
528,Stärke::N,гуж,тэнхээ
529,Gesundheit::N,цӏуллу-сагъшиву,бие
530,Gesundheit::N,цӏуллу-сагъшиву,эрүүл мэнд
531,Krankheit::N,къашайшиву,эмгэг
532,Schmerz::N,къюву,өвчин
533,Wunde::N,щаву,шарх
534,Fieber::N,кӏиришиву,халуун
535,Arznei::N,дару,эм
536,Brücke::N,ламу,гүүр
537,Brunnen::N,къуй,худаг
538,Weide::N,бизантту,бэлчээр
539,Pfad::N,жегъир ххуллу,жим
540,Pfad::N,жегъир ххуллу,зөрөг
541,Weg::N,ххуллу,зам
542,Weg::N,ххуллу,харгуй
543,Straße::N,ххуллу,зам
544,Straße::N,ххуллу,харгуй
545,Dorf::N,щар,тосгон
546,Dorf::N,щар,гацаа
547,Dorf::N,шяравалу,тосгон
548,Dorf::N,шяравалу,гацаа
549,Stadt::N,шагьру,хот
550,Brief::N,чагъар,захидал
551,Brief::N,чагъар,захиа
552,Buch::N,лу,ном
553,Buch::N,лу,бичиг
554,Buchstabe::N,хӏарп,үсэг
555,Zeitung::N,кказит,сонин
556,Leben::N,оьрму,амь
557,Leben::N,оьрму,амьдрал
558,Tod::N,ажал,үхэл
559,Tod::N,бивкӏу,үхэл
560,Tod::N,ивчӏаву,үхэл
561,Grab::N,гьав,булш
562,Kirche::N,килиса,сүм
563,Sünde::N,бунагъ,нүгэл
564,Sünde::N,бунагъ,хилэнц
565,Gott::N,зал,бурхан
566,Arbeiter::N,зузала,ажилчин
567,Arbeiter::N,зузала,хөдөлмөрчин
568,Chef::N,ялувма,дарга
569,Meister::N,усттар,дархан
570,Arzt::N,хӏакин,эмч
571,Lehrer::N,учитель,багш
572,Geld::N,арцу,цаас
573,Geld::N,арцу,мөнгө
574,Geschäft::N,даву,наймаа
575,Laden::N,ттучан,дэлгүүр
576,Preis::N,багъа,үнэ
577,Ware::N,хъус,таваар
578,Ware::N,хъус,бараа
579,Nutzen::N,хайр,ашиг
580,Nutzen::N,мюнпат,ашиг
581,Reichtum::N,давлат,баялаг
582,Reichtum::N,аваданшиву,баялаг
583,Welt::N,дуниял,дэлхий
584,Welt::N,дуниял,орчлон
585,Land::N,билаят,улс
586,Land::N,билаят,орон
587,Staat::N,паччахӏлугъ,төр
588,Staat::N,паччахӏлугъ,гүрэн
589,Macht::N,власть,засаг
590,Grenze::N,дазу,хил
591,Krieg::N,дяъви,дайн
592,Feind::N,душман,дайсан
593,Gewalt::N,къия,хүчирхэх
594,Kampf::N,лачӏуи уккаву,тэмцэл
595,Kampf::N,лачӏуи уккаву,байлдаан
596,Bogen[Waffe]::N,ккуртта,нум
597,Pfeil::N,чӏатӏаракӏ,годил
598,Pfeil::N,чӏатӏаракӏ,сум
599,Gewehr::N,ттупанг,буу
600,Fehler::N,гъалатӏ,эндэл
601,Fehler::N,гъалатӏ,алдаа
602,Lüge::N,щялмахъ,худал
603,Schaden::N,зарал,хор
604,Schaden::N,зарал,хөнөөл
605,Unglück::N,бала,гай
606,Unglück::N,бала,гамшиг
607,Schuld::N,тахсир,гэм
608,Schuld::N,тахсир,буруу
609,Alter::N,оьрму,нас
610,Schluss::N,ахир,эцэс
611,Schluss::N,ахир,төгсгөл
612,Zeit::N,чӏун,цаг
613,Tag::N,кьини,өдөр
614,Morgen::N,кӏюрх,өглөө
615,Mittag::N,ахттайн,үд
616,Mittag::N,дяахттайн,үд
617,Mittag::N,ахттайн чӏун,үд
618,Abend::N,маркӏачӏан,үдэш
619,Nacht::N,хьхьу,шөнө
620,Woche::N,нюжмар,долоо хоног
621,Monat::N,барз,сар
622,Jahr::N,шин,жил
623,Frühling::N,инт,хавар
624,Sommer::N,гъи,зун
625,Herbst::N,ссут,намар
626,Winter::N,кӏи,өвөл
627,Januar::N,цалчинмур барз,нэгдүгээр сар
628,Februar::N,кӏилчинмур барз,хоёрдугаар сар
629,März::N,шамилчинмур барз,гуравдугаар сар
630,April::N,апрель,дөрөвдүгээр сар
631,April::N,мукьилчинмур барз,дөрөвдүгээр сар
632,Mai::N,май,тавдугаар сар
633,Mai::N,ххюлчинмур барз,тавдугаар сар
634,Juni::N,июнь,зургаадугаар сар
635,Juni::N,ряххилчинмур барз,зургаадугаар сар
636,Juli::N,июль,долдугаар сар
637,Juli::N,Арулчинмур барз,долдугаар сар
638,August::N,мяйлчинмур барз,наймдугаар сар
639,September::N,урчӏилчинмур барз,есдүгээр сар
640,Oktober::N,ацӏилчинмур барз,аравдугаар сар
641,November::N,ацӏния цалчинмур барз,арван нэгдүгээр сар
642,Dezember::N,ацӏния кӏилчинмур барз,арван хоёрдугаар сар
643,Montag::N,итин,даваа
644,Montag::N,итин кьини,даваа
645,Dienstag::N,тталат,мягмар
646,Dienstag::N,тталат кьини,мягмар
647,Mittwoch::N,арвахӏ,лхагва
648,Donnerstag::N,хамис,пүрэв
649,Freitag::N,нюжмар,баасан
650,Freitag::N,нюжмар кьини,баасан
651,Samstag::N,ххуллун,бямба
652,Samstag::N,ххуллун кьини,бямба
653,Sonntag::N,алхӏат,ням
654,Sonntag::N,алхӏат кьини,ням
655,groß::A,бугъарасса,их
656,groß::A,бугъарасса,том
657,klein::A,чӏивисса,бага
658,klein::A,чӏивисса,жаахан
659,lang::A,лахъисса,урт
660,kurz::A,кутӏасса,охор
661,kurz::A,кутӏасса,богино
662,breit::A,уттасса,өргөн
663,schmal::A,уттакӏюласса,уйтан
664,schmal::A,уттакӏюласса,нарийн
665,dicht::A,ццунсса,нягт
666,dicht::A,ццунсса,чигжүү
667,dick[Gegenstand]::A,ганзсса,зузаан
668,dünn::A,кӏюласса,нимгэн
669,fest::A,цӏакьсса,бөх
670,fest::A,цӏакьсса,хатуу
671,fest::A,кьянкьасса,бөх
672,fest::A,кьянкьасса,хатуу
673,flach::A,баягъисса,хавтгай
674,flach::A,цӏубакъасса,хавтгай
675,flach::A,куртӏ дакъасса,хавтгай
676,glatt::A,дюрчӏусса,цагаан
677,hart::A,кьянкьасса,хатуу
678,weich::A,кӏукӏлусса,зөөлөн
679,rund::A,ккурккисса,дугуй
680,rund::A,ккурккисса,дугариг
681,spitz::A,ярксса,шовх
682,spitz::A,ярксса,шовгор
683,spitz::A,дайлсса,шовх
684,spitz::A,дайлсса,шовгор
685,spitz::A,мицӏ бусса,шовх
686,spitz::A,мицӏ бусса,шовгор
687,scharf::A,ярксса,хурц
688,scharf::A,ярксса,иртэй
689,scharf::A,дайлсса,хурц
690,scharf::A,дайлсса,иртэй
691,scharf::A,мицӏ бусса,хурц
692,scharf::A,мицӏ бусса,иртэй
693,stumpf::A,къуркъасса,мохоо
694,schwer::A,кӏусса,хүнд
695,schön::A,аьнтӏикӏасса,гуа
696,schön::A,аьнтӏикӏасса,сайхан
697,heiß::A,кӏирисса,халуун
698,warm::A,гъелисса,дулаан
699,kalt::A,дяркъусса,хүйтэн
700,kühl::A,дюхлулсса,сэрүүн
701,frisch::A,цӏусса,эрүүл
702,frisch::A,цӏусса,жихүүн
703,feucht::A,атилсса,чийгтэй
704,feucht::A,хъавтусса,чийгтэй
705,nass::A,атилсса,нойтон
706,nass::A,хъавтусса,нойтон
707,trocken::A,кьавкьсса,хатсан
708,trocken::A,кьакьан бувсса,хатсан
709,voll::A,бувцӏусса,дүүрэн
710,leer::A,бачӏвасса,хоосон
711,offen::A,тӏивтӏусса,онгорхой
712,geschlossen::A,лавкьусса,битүү
713,geschlossen::A,лавкьусса,хаалтай
714,sauber::A,марцӏсса,цэвэр
715,sauber::A,марцӏсса,хиргүй
716,schmutzig::A,чапалсса,бохир
717,schmutzig::A,чапалсса,хиртэй
718,roh::A,шакъавхьсса,түүхий
719,reif::A,дирсса,болсон
720,lecker::A,нахӏусса,амттай
721,lecker::A,тӏааьнсса,амттай
722,süß::A,нацӏусса,амттай
723,süß::A,нацӏусса,чихэрлэг
724,bitter::A,кьурчӏисса,гашуун
