,Concept_ID,se,mrj
328,Atem::N,vuo'iŋâstim,шӱлӹш
329,Atem::N,jiõg'g,шӱлӹш
330,Atem::N,вӯйнас,шӱлӹш
331,Atem::N,вӯййнмушш,шӱлӹш
332,Hunger::N,nielkie,шужымаш
333,Hunger::N,nielgge,шужымаш
334,Hunger::N,nealgi,шужымаш
335,Hunger::N,nelgi,шужымаш
336,Hunger::N,neä´lǧǧ,шужымаш
337,Hunger::N,не̄лльк,шужымаш
338,Träne::N,gïknjele,сӹнзӓвӹд
339,Träne::N,ganjál,сӹнзӓвӹд
340,Träne::N,ganjal,сӹнзӓвӹд
341,Träne::N,koonjâl,сӹнзӓвӹд
342,Träne::N,kõõnjâl,сӹнзӓвӹд
343,Träne::N,кэ̄нял,сӹнзӓвӹд
344,Geschmack::N,aelmie,тот
345,Geschmack::N,muosse,тот
346,Geschmack::N,smáhkka,тот
347,Geschmack::N,máhku,тот
348,Geschmack::N,smáhkka,тот
349,Geschmack::N,mááhu,тот
350,Geschmack::N,smakkâ,тот
351,Geschmack::N,njõõd,тот
352,Geschmack::N,smääkk,тот
353,Geschmack::N,ня̄лльк,тот
354,Geruch::N,haaje,пыш
355,Geruch::N,habjja,пыш
356,Geruch::N,hádja,пыш
357,Geruch::N,opsâ,пыш
358,Geruch::N,haajâ,пыш
359,Geruch::N,õpss,пыш
360,Geruch::N,haajj,пыш
361,Geruch::N,апс,пыш
362,Geruch::N,лэ̄гк,пыш
363,Schlaf::N,nahkerh,ом
364,Schlaf::N,nager,ом
365,Schlaf::N,oados,ом
366,Schlaf::N,nagir,ом
367,Schlaf::N,naṿer,ом
368,Schlaf::N,nââ´er,ом
369,Schlaf::N,нагерь,ом
370,Traum::N,nahkere,ом
371,Traum::N,niehko,ом
372,Traum::N,niehku,ом
373,Traum::N,naṿer,ом
374,Traum::N,nââ´er,ом
375,Traum::N,нагерь,ом
376,Himmel::N,elmie,пӹлгом
377,Himmel::N,almme,пӹлгом
378,Himmel::N,albmi,пӹлгом
379,Himmel::N,alme,пӹлгом
380,Himmel::N,â´lmm,пӹлгом
381,Himmel::N,алльм,пӹлгом
382,Sonne::N,biejjie,кечӹ
383,Sonne::N,bæjvásj,кечӹ
384,Sonne::N,beaivváš,кечӹ
385,Sonne::N,peivi,кечӹ
386,Sonne::N,piäiváš,кечӹ
387,Sonne::N,pei´vv,кечӹ
388,Sonne::N,пе̄ййв,кечӹ
389,Mond::N,aske,тӹлзӹ
390,Mond::N,mánno,тӹлзӹ
391,Mond::N,mánnu,тӹлзӹ
392,Mond::N,máánu,тӹлзӹ
393,Mond::N,mään,тӹлзӹ
394,Mond::N,ма̄нн,тӹлзӹ
395,Stern::N,daasta,шӹдӹр
396,Stern::N,naestie,шӹдӹр
397,Stern::N,násste,шӹдӹр
398,Stern::N,násti,шӹдӹр
399,Stern::N,täsni,шӹдӹр
400,Stern::N,tä´snn,шӹдӹр
401,Stern::N,та̄ссьт,шӹдӹр
402,Luft::N,elmie,юж
403,Luft::N,elmie,воздух
404,Luft::N,ájmmo,юж
405,Luft::N,ájmmo,воздух
406,Luft::N,áibmu,юж
407,Luft::N,áibmu,воздух
408,Luft::N,áimu,юж
409,Luft::N,áimu,воздух
410,Luft::N,šõŋŋ,юж
411,Luft::N,šõŋŋ,воздух
412,Luft::N,вӯйнас,юж
413,Luft::N,вӯйнас,воздух
414,Wind::N,bïegke,мардеж
415,Wind::N,biegga,мардеж
416,Wind::N,biegga,мардеж
417,Wind::N,pieg'gâ,мардеж
418,Wind::N,piõg'g,мардеж
419,Wind::N,пӣӈӈк,мардеж
420,Welle::N,baaroe,ко
421,Welle::N,baaroe,коэ
422,Welle::N,bárro,ко
423,Welle::N,bárro,коэ
424,Welle::N,bárru,ко
425,Welle::N,bárru,коэ
426,Welle::N,pááṛu,ко
427,Welle::N,pááṛu,коэ
428,Welle::N,päärr,ко
429,Welle::N,päärr,коэ
430,Welle::N,нэ̄ммп,ко
431,Welle::N,нэ̄ммп,коэ
432,Wasser::N,tjaetsie,вӹд
433,Wasser::N,tjáhtje,вӹд
434,Wasser::N,čáhci,вӹд
435,Wasser::N,čääci,вӹд
436,Wasser::N,čää´cc,вӹд
437,Wasser::N,ча̄дзь,вӹд
438,Stein::N,gierkie,кӱ
439,Stein::N,giergge,кӱ
440,Stein::N,geađgi,кӱ
441,Stein::N,keđgi,кӱ
442,Stein::N,ǩeä´dǧǧ,кӱ
443,Stein::N,ке̄ддҌк,кӱ
444,Boden::N,betnie,рок
445,Boden::N,ednam,рок
446,Boden::N,bodni,рок
447,Boden::N,vuođđu,рок
448,Boden::N,ponne,рок
449,Boden::N,vuáđ̣u,рок
450,Boden::N,vuâđđ,рок
451,Boden::N,лаввьн,рок
452,Boden::N,е̄ммьне,рок
453,Erde::N,jåarta,свет
454,Erde::N,mueltie,свет
455,Erde::N,ednam,свет
456,Erde::N,mållde,свет
457,Erde::N,eana,свет
458,Erde::N,eennâm,свет
459,Erde::N,mädd,свет
460,Erde::N,jânnam,свет
461,Erde::N,е̄ммьне,свет
462,Staub::N,heblie,пырак
463,Staub::N,tsumhtsie,пырак
464,Staub::N,dubme,пырак
465,Staub::N,dopmu,пырак
466,Staub::N,kovjâ,пырак
467,Staub::N,põõ´l,пырак
468,Staub::N,кэ̄ббьй,пырак
469,Rauch::N,soeve,шӹкш
470,Rauch::N,suovva,шӹкш
471,Rauch::N,suovva,шӹкш
472,Rauch::N,suoṿâ,шӹкш
473,Rauch::N,suõvv,шӹкш
474,Rauch::N,сӯвв,шӹкш
475,Funke::N,naestie,ип
476,Funke::N,naestie,тылип
477,Funke::N,tjuonam,ип
478,Funke::N,tjuonam,тылип
479,Funke::N,čuotnan,ип
480,Funke::N,čuotnan,тылип
481,Funke::N,čuođâlm,ип
482,Funke::N,čuođâlm,тылип
483,Funke::N,iiskâr,ип
484,Funke::N,iiskâr,тылип
485,Funke::N,čuõzzâm,ип
486,Funke::N,čuõzzâm,тылип
487,Funke::N,чӯссэм,ип
488,Funke::N,чӯссэм,тылип
489,Feuer::N,dålle,тыл
490,Feuer::N,dållå,тыл
491,Feuer::N,dolla,тыл
492,Feuer::N,tullâ,тыл
493,Feuer::N,toll,тыл
494,Feuer::N,то̄лл,тыл
495,Licht::N,tjoevke,соты
496,Licht::N,tjoevke,валгыды
497,Licht::N,tjuovgga,соты
498,Licht::N,tjuovgga,валгыды
499,Licht::N,čuovga,соты
500,Licht::N,čuovga,валгыды
501,Licht::N,čuovggas,соты
502,Licht::N,čuovggas,валгыды
503,Licht::N,čuoṿâ,соты
504,Licht::N,čuoṿâ,валгыды
505,Licht::N,toll,соты
506,Licht::N,toll,валгыды
507,Licht::N,čuõvv,соты
508,Licht::N,čuõvv,валгыды
509,Licht::N,то̄лл,соты
510,Licht::N,то̄лл,валгыды
511,Schatten::N,skugkie,ӹмӹл
512,Schatten::N,soejvene,ӹмӹл
513,Schatten::N,irkes,ӹмӹл
514,Schatten::N,sieges,ӹмӹл
515,Schatten::N,itku,ӹмӹл
516,Schatten::N,suoivâ,ӹмӹл
517,Schatten::N,õõtt,ӹмӹл
518,Schatten::N,ǩeeu´niǩ,ӹмӹл
519,Schatten::N,кывьнэхь,ӹмӹл
520,Wetter::N,vïerhtse,игечӹ
521,Wetter::N,dálkke,игечӹ
522,Wetter::N,dálki,игечӹ
523,Wetter::N,šoŋŋâ,игечӹ
524,Wetter::N,šõŋŋ,игечӹ
525,Wetter::N,шэ̄ӈӈ,игечӹ
526,Nebel::N,såavla,тӹтӹрӓ
527,Nebel::N,mearhka,тӹтӹрӓ
528,Nebel::N,murkko,тӹтӹрӓ
529,Nebel::N,mierkká,тӹтӹрӓ
530,Nebel::N,mierká,тӹтӹрӓ
531,Nebel::N,miär'kká,тӹтӹрӓ
532,Nebel::N,oṃo,тӹтӹрӓ
533,Nebel::N,sue´lnn,тӹтӹрӓ
534,Nebel::N,цӣгк,тӹтӹрӓ
535,Nebel::N,сулльн,тӹтӹрӓ
536,Wolke::N,balve,пӹл
537,Wolke::N,balvva,пӹл
538,Wolke::N,balva,пӹл
539,Wolke::N,polvâ,пӹл
540,Wolke::N,põlvv,пӹл
541,Wolke::N,пэллв,пӹл
542,Regen::N,ebrie,юр
543,Regen::N,harvve,юр
544,Regen::N,arvi,юр
545,Regen::N,arve,юр
546,Regen::N,â´brr,юр
547,Regen::N,аббьр,юр
548,Schnee::N,lopme,лым
549,Schnee::N,moehtege,лым
550,Schnee::N,muohta,лым
551,Schnee::N,muohta,лым
552,Schnee::N,muotâ,лым
553,Schnee::N,muõtt,лым
554,Schnee::N,вэ̄дз,лым
555,Schnee::N,куэллт,лым
556,Eis::N,jïenge,и
557,Eis::N,jiegŋa,и
558,Eis::N,jiekŋa,и
559,Eis::N,jieŋ̣â,и
560,Eis::N,jiõŋŋ,и
561,Eis::N,ӣӈӈ,и
562,Frost::N,baajkoe,ӱштӹ
563,Frost::N,tjoasskem,ӱштӹ
564,Frost::N,buolaš,ӱштӹ
565,Frost::N,puolâš,ӱштӹ
566,Frost::N,puõlâš,ӱштӹ
567,Frost::N,мӯнь,ӱштӹ
568,Kälte::N,jueskie,ӱштӹ
569,Kälte::N,tjåetskeme,ӱштӹ
570,Kälte::N,tjoasskem,ӱштӹ
571,Kälte::N,čoaskin,ӱштӹ
572,Kälte::N,ko'lmâsvuotâ,ӱштӹ
573,Kälte::N,ijss,ӱштӹ
574,Kälte::N,čuä´cǩǩem,ӱштӹ
575,Kälte::N,tuârggnjõs,ӱштӹ
576,Kälte::N,кэ̄лмас,ӱштӹ
577,Hitze::N,baahke,шокшы
578,Hitze::N,báhkka,шокшы
579,Hitze::N,báhkka,шокшы
580,Hitze::N,pakkâ,шокшы
581,Hitze::N,kuṃe,шокшы
582,Hitze::N,paašt,шокшы
583,Hitze::N,жоарр,шокшы
584,Raureif::N,jyjse,пöрш
585,Raureif::N,ridne,пöрш
586,Raureif::N,goarre,пöрш
587,Raureif::N,ritni,пöрш
588,Raureif::N,suhči,пöрш
589,Raureif::N,riṇe,пöрш
590,Raureif::N,ай,пöрш
591,Regenbogen::N,aatjan goengere,шанавӹл
592,Regenbogen::N,aatjan joekse,шанавӹл
593,Regenbogen::N,ádjájuoksa,шанавӹл
594,Regenbogen::N,arvedávgi,шанавӹл
595,Regenbogen::N,bajándávgi,шанавӹл
596,Regenbogen::N,äijihtävgi,шанавӹл
597,Regenbogen::N,teârmmazjohss,шанавӹл
598,Regenbogen::N,тӣрмесью̄ккс,шанавӹл
599,Donner::N,raejrie,хӹдӹртӹш
600,Donner::N,átjek,хӹдӹртӹш
601,Donner::N,átjárájdde,хӹдӹртӹш
602,Donner::N,áddjá,хӹдӹртӹш
603,Donner::N,baján,хӹдӹртӹш
604,Donner::N,juuṛâ,хӹдӹртӹш
605,Donner::N,tie´rmes,хӹдӹртӹш
606,Donner::N,тӣрмесь,хӹдӹртӹш
607,Donner::N,ча̄ркнэгк,хӹдӹртӹш
608,Strömung::N,njuvvie,йогы
609,Strömung::N,ájggedáhpe,йогы
610,Strömung::N,rávdnji,йогы
611,Strömung::N,virde,йогы
612,Strömung::N,ve´rdd,йогы
613,Strömung::N,выррьт,йогы
614,Tropfen::N,gåajhkohts,капльы
615,Tropfen::N,gåajhkohts,капльык
616,Tropfen::N,gåjkudis,капльы
617,Tropfen::N,gåjkudis,капльык
618,Tropfen::N,goaikkanas,капльы
619,Tropfen::N,goaikkanas,капльык
620,Tropfen::N,čalme,капльы
621,Tropfen::N,čalme,капльык
622,Tropfen::N,čâ´lmm,капльы
623,Tropfen::N,čâ´lmm,капльык
624,Tropfen::N,ча̄лльм,капльы
625,Tropfen::N,ча̄лльм,капльык
626,Schaum::N,sapte,шонг
627,Schaum::N,såpptå,шонг
628,Schaum::N,sokta,шонг
629,Schaum::N,suptâ,шонг
630,Schaum::N,soptt,шонг
631,Schaum::N,со̄ппт,шонг
632,Schmutz::N,haaskoe,лявӹрӓ
633,Schmutz::N,duolvva,лявӹрӓ
634,Schmutz::N,duolva,лявӹрӓ
635,Schmutz::N,durdi,лявӹрӓ
636,Schmutz::N,stänži,лявӹрӓ
637,Schmutz::N,sähss,лявӹрӓ
638,Schmutz::N,са̄ккьс,лявӹрӓ
639,Schmutz::N,не̄шшь,лявӹрӓ
640,See::N,jaevrie,йӓр
641,See::N,jávrre,йӓр
642,See::N,jávri,йӓр
643,See::N,jävri,йӓр
644,See::N,jâu´rr,йӓр
645,See::N,я̄ввьр,йӓр
646,Sumpf::N,pluevie,лӱкӹ
647,Sumpf::N,áhpe,лӱкӹ
648,Sumpf::N,sæmssa,лӱкӹ
649,Sumpf::N,jeaggi,лӱкӹ
650,Sumpf::N,jeggi,лӱкӹ
651,Sumpf::N,jeä´ǧ'ǧ,лӱкӹ
652,Sumpf::N,ла̄ммьп,лӱкӹ
653,Moor::N,pluevie,куп
654,Moor::N,jiegge,куп
655,Moor::N,suotnju,куп
656,Moor::N,karrii,куп
657,Moor::N,kä´rev,куп
658,Moor::N,veättaǩ,куп
659,Moor::N,ла̄ммьп,куп
660,Wiese::N,ïentje,алык
661,Wiese::N,giedde,алык
662,Wiese::N,gieddi,алык
663,Wiese::N,nijtto,алык
664,Wiese::N,пуэшенҍ,алык
665,Wald::N,skåake,шӹргӹ
666,Wald::N,skåajje,шӹргӹ
667,Wald::N,miehtsie,шӹргӹ
668,Wald::N,vuovdde,шӹргӹ
669,Wald::N,miehttse,шӹргӹ
670,Wald::N,vuovdi,шӹргӹ
671,Wald::N,meahcci,шӹргӹ
672,Wald::N,mecci,шӹргӹ
673,Wald::N,vyemi,шӹргӹ
674,Wald::N,vue´mm,шӹргӹ
675,Wald::N,meä´c'c,шӹргӹ
676,Wald::N,ля̄ммт,шӹргӹ
677,Hügel::N,deava,пӱгӹрикӓ
678,Hügel::N,dievvá,пӱгӹрикӓ
679,Hügel::N,dievvá,пӱгӹрикӓ
680,Hügel::N,čummâ,пӱгӹрикӓ
