,Concept_ID,kk,vep
802,anderer::A,өзге,toine
803,anderer::A,былайғы,toine
804,erster::A,алғашқы,ezmäine
805,zweiter::A,екінші,toine
806,dritter::A,үшінші,koumanz'
807,letzter::A,артқы,jäl'gmäine
808,letzter::A,кейінгі,jäl'gmäine
809,allein::ADV,серіксіз,üksnäze
810,auf einmal::ADV,бірден,ühten aigan
811,zusammen::ADV,бірлесіп,ühtes
812,lange::ADV,ұзақ,hätken
813,plötzlich::ADV,кенет,äkkid
814,sofort::ADV,әне-міне дегенше,kerdalaz
815,später::ADV,артынан,möhemba
816,jetzt::ADV,енді,nügüd'
817,jetzt::ADV,қазір,nügüd'
818,heute::ADV,бүгін,tämbei
819,morgen::ADV,ертең,homen
820,bald::ADV,тез,pigai
821,dann::ADV,онан соң,sid'
822,dann::ADV,сонан соң,sid'
823,gestern::ADV,кеше,eglai
824,einst::ADV,бірде,ende
825,einst::ADV,бірде,kerdan
826,einst::ADV,бір кезде,ende
827,einst::ADV,бір кезде,kerdan
828,damals::ADV,анада,siloi
829,danach::ADV,онан соң,sid'
830,danach::ADV,сонан соң,sid'
831,vorher::ADV,бұрын,ende
832,zuerst::ADV,әуелі,ezmäi
833,zuerst::ADV,алдымен,ezmäi
834,einmal::ADV,бір жолы,kerdan
835,manchmal::ADV,кейде,erašti
836,oft::ADV,ылғи,paksus
837,immer::ADV,өнебойы,kaiken
838,niemals::ADV,ешуақытта,ei nikonz
839,hier::ADV,бұнда,täs
840,hier::ADV,бұнда,tägä
841,hier::ADV,осында,täs
842,hier::ADV,осында,tägä
843,hierhin::ADV,бермен,tänna
844,von hier::ADV,бер жақтан,täspäi
845,von hier::ADV,бер жақтан,sid'päi
846,dort::ADV,анда,sigä
847,dorthin::ADV,әрі,sinna
848,dorthin::ADV,әрі,nakkale
849,geradeaus::ADV,тура,kohtha
850,vorwärts::ADV,ілгері,edehe
851,rückwärts::ADV,артқа,sel'gin
852,zurück::ADV,кейін қарай,tagaze
853,unten::ADV,төменде,alahan
854,hinab::ADV,астына,alaz
855,hinab::ADV,астына,alahaks
856,hinab::ADV,төмен,alaz
857,hinab::ADV,төмен,alahaks
858,oben::ADV,жоғарыда,ülähän
859,hinauf::ADV,өрге,ülez
860,hinauf::ADV,өрге,ülähäks
861,überall::ADV,әрқайда,kaikjal
862,nicht::ADV,емес,ei
863,ein wenig::ADV,азырақ,vähän
864,ein wenig::ADV,аздаған,vähän
865,ein wenig::ADV,азғантай,vähän
866,kaum::ADV,зорға,habi
867,sehr::ADV,орасан,lujas
868,so::ADV,бұлай,muga
869,so::ADV,бұлай,ninga
870,so::ADV,былайша,muga
871,so::ADV,былайша,ninga
872,noch::ADV,әлі,völ
873,nur::ADV,ғана,järg
874,nur::ADV,ғана,vaiše
875,schon::ADV,түге,jo
876,wieder::ADV,жаңа,möst
877,wieder::ADV,қайта,möst
878,wieder::ADV,жаңадан,möst
879,vergebens::ADV,бекер,uhtei
880,vor::PRP,алды,edes
881,hinter::PRP,артынан,taga
882,unter::PRP,түп,al
883,unter::PRP,маңында,al
884,durch::PRP,арқылы,läbi
885,durch::PRP,арқылы,kal't
886,neben::PRP,іргеде,rindal
887,neben::PRP,жанында,rindal
888,zwischen::PRP,арада,keskes
889,wegen::PRP,үшін,tagut
890,dies::PRN,бұ,nece
891,dies::PRN,осы,nece
892,das::PRN,сол,se
893,alles::PRN,дүйім,kaik
894,alles::PRN,күллі,kaik
895,ich::PRN,мен,minä
896,du::PRN,сен,sinä
897,er::PRN,ол,hän
898,wir::PRN,біз,mö
899,ihr::PRN,сіз,tö
900,sie::PRN,олар,hö
901,was::FPRN,не,mi
902,wer::FPRN,кім,ken
903,wo::FADV,кәні,kus
904,wo::FADV,қайда,kus
905,wohin::FADV,қайда,kuna
906,wie::FADV,калай,kut
907,wie::FADV,калай,mit'
908,warum::FADV,неғып,mikš
909,wieviel::FNUM,неше,äjak
910,wieviel::FNUM,неше,kuverz'
911,wieviel::FNUM,қанша,äjak
912,wieviel::FNUM,қанша,kuverz'
913,eins::NUM,бір,üks'
914,zwei::NUM,екі,kaks'
915,drei::NUM,үш,koume
916,vier::NUM,төрт,nel'l'
917,fünf::NUM,бес,viž
918,sechs::NUM,алты,kuz'
919,sieben::NUM,жеті,seičeme
920,acht::NUM,сегіз,kahesa
921,neun::NUM,тоғыз,ühesa
922,zehn::NUM,он,kümne
923,elf::NUM,он бір,üks'toštkümne
924,zwölf::NUM,он екі,kaks'toštkümne
925,zwanzig::NUM,жиырма,kaks'kümne
926,dreißig::NUM,отыз,koumekümne
927,vierzig::NUM,қырық,nel'l'kümne
928,fünfzig::NUM,елу,vižkümne
929,sechzig::NUM,алпыс,kuz'kümne
930,siebzig::NUM,жетпіс,seičemekümne
931,achtzig::NUM,сексен,kahesakümne
932,neunzig::NUM,тоқсан,ühesakümne
933,hundert::NUM,жүз,sada
934,tausend::NUM,мың,tuha
935,und::CNJ,та,i
936,und::CNJ,та,da
937,oder::CNJ,әлде,vai
938,oder::CNJ,немесе,vai
939,stehen::V,тұру,seišta
940,sitzen::V,отыру,ištta
941,liegen::V,жату,venuda
942,hängen::V,ілу,ripta
943,werden::V,болу,lindä
944,werden::V,болу,tehtas
945,werden::V,түрегелу,lindä
946,werden::V,түрегелу,tehtas
947,passieren::V,болу,ozaitas
948,beginnen::V,басталу,augotadas
949,enden::V,ада болу,loptas
950,wechseln::V,құбылу,vajehtadas
951,wechseln::V,өзгеру,vajehtadas
952,aufgehen[Sonne]::V,шығу,nousta
953,untergehen[Sonne]::V,батыру,lasktas
954,scheinen[Sonne]::V,жылтырау,paštta
955,donnern::V,күркіреу,juraita
956,wehen::V,огып тур,dölta
957,wehen::V,огып тур,puhuda
958,strömen::V,сорғалау,valadas
959,fließen::V,ағу,valuda
960,sich drehen::V,айналу,punotas
961,schwanken::V,толықсу,čibuda
962,schwingen::V,тербелу,čibuda
963,fallen::V,құлау,langeta
964,fallen::V,жығылу,langeta
965,fallen::V,төмендеу,langeta
966,brennen::V,жану,pallada
967,rauchen::V,түтету,savustada
968,regnen::V,жауу,vihmda
969,gefrieren::V,мұздай қату,jäduda
970,gefrieren::V,мұздай қату,kül'mdä
971,gefrieren::V,мұз боп қату,jäduda
972,gefrieren::V,мұз боп қату,kül'mdä
973,tauen::V,жібу,sulada
974,schmelzen::V,еру,sulada
975,trocknen::V,курау,kuida
976,trocknen::V,курау,kuivehtuda
977,sieden::V,қайнау,kehuda
978,faulen::V,иістену,hapata
979,faulen::V,иістену,traudäs
980,verfaulen::V,шіру,hapata
981,reißen::V,жыртылу,rebita
982,versinken::V,малтығу,upota
983,vergehen::V,өту,mända
984,erscheinen::V,көріну,ozutadas
985,erscheinen::V,көрініп қалу,ozutadas
986,verschwinden::V,ғайып_болу,hajeta
987,sinken::V,ылдилау,väheta
988,sinken::V,ылдилау,lasktas
989,sinken::V,төмендеу,väheta
990,sinken::V,төмендеу,lasktas
991,abnehmen::V,кемітілу,peneta
992,zunehmen::V,көбею,ližaduda
993,steigen::V,қобу,nousta
994,steigen::V,көтерілу,nousta
995,steigen::V,жоғарылау,nousta
996,wachsen::V,өсу,kazda
997,glänzen::V,жалтырау,loštta
998,funkeln::V,жарқырау,hoštta
999,funkeln::V,нұрлану,hoštta
1000,funkeln::V,жылтылдау,hoštta
1001,lärmen::V,шулау,robaita
1002,lärmen::V,шуылдау,robaita
1003,läuten::V,қоңыраулату,judaita
1004,klingeln::V,дыңғырлау,kelotada
1005,klirren::V,дыңылдату,biraita
1006,brausen::V,тасу,bruncta
1007,rauschen::V,сусылдау,šobaita
1008,rauschen::V,сыбдырлау,šobaita
1009,klingen::V,дыбыс шығару,heläita
1010,bellen::V,үру,nutta
1011,heulen::V,ұлу,ulaita
1012,blasen::V,үру,puhuda
1013,pfeifen::V,ысқыру,pistta
1014,pfeifen::V,ысқыру,vihelta
1015,schreien::V,шыңғыру,kirkta
1016,schreien::V,шыңғыру,kidastada
1017,schreien::V,айғайлау,kirkta
1018,schreien::V,айғайлау,kidastada
1019,schreien::V,байбайлау,kirkta
1020,schreien::V,байбайлау,kidastada
1021,schreien::V,бажалақтау,kirkta
1022,schreien::V,бажалақтау,kidastada
1023,stöhnen::V,ыңырсу,ohkta
1024,stöhnen::V,ыңырсу,voivotada
1025,stöhnen::V,ыңкылдау,ohkta
1026,stöhnen::V,ыңкылдау,voivotada
1027,zittern::V,қалш,säraita
1028,zittern::V,қалшылдату,säraita
1029,leben::V,жасау,eläda
1030,leben::V,күнелту,eläda
1031,leben::V,күн көру,eläda
1032,leben::V,тіршілік ету,eläda
1033,geboren werden::V,туу,sünduda
1034,atmen::V,дем алу,henktä
1035,atmen::V,ауа жұту,henktä
1036,trinken::V,ішу,joda
1037,trinken::V,ұрттау,joda
1038,essen::V,жеу,söda
1039,essen::V,тамақтану,söda
1040,schlucken::V,жұту,lainata
1041,müde werden::V,болдыру,väzuda
1042,müde werden::V,болдыру,šuštuda
1043,einschlafen::V,үйыктап калу,uinota
1044,schlafen::V,ұйықтау,magata
1045,schlafen::V,ұйықтау,nukkuda
1046,aufwachen::V,ояну,heraštuda
1047,aufstehen::V,ояну,nousta
1048,sich erholen::V,тынығу,lebaitas
1049,krank werden::V,кеселдену,läžegata
1050,krank werden::V,сырқаттану,läžegata
1051,krank werden::V,ауырып қалу,läžegata
1052,krank werden::V,ауыра бастау,läžegata
1053,krank werden::V,кеселге ұшырау,läžegata
1054,krank werden::V,сырқаттанып қалу,läžegata
1055,krank sein::V,ауыру,läžuda
1056,krank sein::V,сырқаттану,läžuda
1057,schmerzen::V,ауырады,kibištada
1058,husten::V,жөтелу,rügda
1059,genesen::V,айығу,tervehtuda
1060,sterben::V,өлу,kolda
1061,sterben::V,қайтыс,kolda
1062,sterben::V,жантапсыру,kolda
1063,umkommen::V,өлу,kolda
1064,umkommen::V,қаза табу,kolda
1065,sich bewegen::V,жылжу,likkuda
1066,sich rühren::V,қыбырлау,likahtada
1067,sich rühren::V,қыбырлау,kubahtada
1068,sich erheben::V,тұру,nousta
1069,sich setzen::V,отыру,išttas
1070,hinfallen::V,жығылу,langeta
1071,laufen::V,жояу жүру,kävuda
1072,schreiten::V,кадамдау,astta
1073,schreiten::V,кадамдау,haškta
1074,spazierengehen::V,қыдыру,kävelta
1075,eilen::V,асығу,kiruhtada
1076,eilen::V,жеделдену,kiruhtada
1077,eilen::V,жедепдеу,kiruhtada
1078,sich beeilen::V,асығу,kiruhtada
1079,sich beeilen::V,жеделдену,kiruhtada
1080,sausen::V,заулау,fun'urta
1081,rennen::V,жүгіру,joksta
1082,springen::V,секіру,hüptä
1083,klettern::V,өрмелеп шығу,libuda
1084,schaukeln::V,тербелу,čibuda
1085,kriechen::V,еңбектеу,ličtas
1086,schwimmen::V,жүзу,ujuda
1087,schwimmen::V,малту,ujuda
1088,schwimmen::V,қалықтау,ujuda
1089,tauchen::V,сүңгу,čukautas
1090,rudern::V,есу,souta
1091,fahren::V,бару,ajada
1092,fahren::V,бару,ajelda
1093,fliegen::V,ұшу,leta
1094,gehen::V,бару,mända
1095,gehen::V,бару,kävuda
1096,weggehen::V,кету,päzda
1097,weggehen::V,кету,lähtta
1098,abfahren::V,жөнелу,tönduda
1099,anhalten::V,тоқтау,seižutadas
1100,hineingehen::V,кіру,mända südäimehe
1101,eintreten::V,ену,tulda
1102,kommen::V,жету,tulda
1103,ankommen::V,келу,tulda
1104,zurückkommen::V,қайту,pörtas
1105,bleiben::V,қалу,jäda
1106,warten::V,тосу,varastada
1107,erwarten::V,күту,varastada
1108,suchen::V,іздеу,ectä
1109,finden::V,табу,löuta
1110,versuchen::V,талпыну,ladida
1111,versuchen::V,талпыну,rohkaita
1112,vorbereiten::V,әзірлеу,vaumita
1113,lieben::V,сүю,armastada
1114,mögen::V,жарату,navedida
1115,mögen::V,жақсы_көру,navedida
1116,lachen::V,күлу,nagrda
1117,lachen::V,күлісу,nagrda
1118,rühren::V,көңілін бұзу,likutada
1119,weinen::V,жылау,itkta
1120,schimpfen::V,ақырып-бақыру,laidas
1121,schimpfen::V,ақырып-бақыру,pačatada
1122,sich ärgern::V,ашулану,rändüda
1123,sich fürchten::V,сескену,varaita
1124,fürchten::V,қауіптену,varaita
1125,fürchten::V,сақсыну,varaita
1126,fliehen::V,қашу,pageta
1127,fliehen::V,қашып кету,pageta
1128,flüchten::V,қашу,pageta
1129,flüchten::V,қашу,joksta
1130,flüchten::V,қашып кету,pageta
1131,flüchten::V,қашып кету,joksta
1132,sehen::V,көру,nähta
1133,anschauen::V,назар салу,kacta
1134,ansehen::V,тамашалау,kacta
1135,hören::V,есту,kulda
1136,zuhören::V,тыңдау,kundeltas
1137,zuhören::V,құлақ қою,kundeltas
1138,probieren::V,тату,mujada
1139,probieren::V,дәм тату,mujada
1140,riechen::V,иіскеу,rižada
1141,fühlen::V,сезу,mujada
1142,fühlen::V,сезіну,mujada
1143,scheinen::V,болып көріну,näguda
1144,zu sehen sein::V,көріну,näguda
1145,vernehmen::V,есту,kulištada
1146,vernehmen::V,есітіп қалу,kulištada
1147,frieren::V,тоңу,kül'mdä
1148,frieren::V,жаурау,kül'mdä
1149,tun::V,ету,tehta
1150,tun::V,істеу,tehta
1151,können::V,білу,voida
1152,können::V,білу,mahtta
1153,wollen::V,қалау,himoita
1154,wollen::V,қалау,tahtoida
1155,anfangen::V,бастау,zavottä
1156,anfangen::V,бастау,augotada
1157,beenden::V,бітіру,loptä
1158,beenden::V,адақтау,loptä
1159,beenden::V,тамамдау,loptä
1160,beenden::V,аяқтап шығу,loptä
1161,aufhören::V,доғару,loptas
1162,gelingen::V,жолы түсу,lähtta
1163,gelingen::V,жолы түсу,tehtas
1164,geraten::V,калу,tulda
1165,öffnen::V,ашу,avaita
1166,öffnen::V,ашып қою,avaita
1167,schließen::V,жабу,saubata
1168,stellen::V,қою,panda
1169,stellen::V,қою,seižutada
1170,stellen::V,қойдыру,panda
1171,stellen::V,қойдыру,seižutada
1172,setzen::V,отырғызу,ištutada
1173,legen::V,салу,panda
1174,legen::V,калау,panda
1175,berühren::V,тию,koskta
1176,berühren::V,тию,käziduda
1177,verbinden::V,байлап алу,ühtenzoitta
1178,verbinden::V,сабақтастыру,ühtenzoitta
1179,bedecken::V,бүркеу,katta
1180,bedecken::V,бүркеу,peitta
1181,aufhängen::V,ілу,riputada
1182,aufhängen::V,асып қою,riputada
1183,anzünden::V,тұтату,sütutada
1184,aufheben::V,көтеру,leta
1185,zurücklassen::V,қалдыру,jätta
1186,verlieren::V,жоғалту,kadotada
1187,fallen lassen::V,құлатып алу,kirbotada
1188,fallen lassen::V,қолдан түсіріп алу,kirbotada
1189,machen::V,ету,säta
1190,machen::V,ету,tehta
1191,machen::V,жасау,säta
1192,machen::V,жасау,tehta
1193,machen::V,жасап шығару,säta
1194,machen::V,жасап шығару,tehta
1195,herstellen::V,жасап шығару,tehta
1196,bauen::V,тұрғызу,leta
1197,bauen::V,тұрғызу,sauda
1198,reparieren::V,оңдау,koheta
1199,verbessern::V,дұрыстау,paremboita
1200,ändern::V,өзгерту,vajehtada
1201,graben::V,үңгу,kaida
1202,graben::V,үңгу,čongoida
1203,beugen::V,буғу,koverta
1204,biegen::V,ию,painda
1205,biegen::V,майыстыру,painda
1206,drehen::V,айналдыру,punotada
1207,wenden::V,екінші жағын айналдыру,käta
1208,wenden::V,екінші жағын айналдыру,kärauta
1209,umdrehen::V,бұру,käta
1210,heben::V,көтеру,leta
1211,hochheben::V,жоғарылату,libutada
1212,hochheben::V,көтеру,libutada
1213,ergreifen::V,бас_салу,tabata
1214,ergreifen::V,шап_беріп_ұстап_алу,tabata
1215,ergreifen::V,шап_беру,tabata
1216,ergreifen::V,шап_ете_түсу,tabata
1217,halten::V,тұту,pidada
1218,halten::V,ұстау,pidada
1219,drücken::V,басу,painda
1220,schieben::V,итеру,žigutada
1221,kratzen::V,қыру,künstä
1222,lecken::V,жалау,nolda
1223,beißen::V,қабу,purda
1224,beißen::V,қабу,hambastada
1225,beißen::V,тістеу,purda
1226,beißen::V,тістеу,hambastada
1227,beißen::V,қауып алу,purda
1228,beißen::V,қауып алу,hambastada
1229,abreißen::V,үзу,ratketa
1230,abschneiden::V,қырқу,čapata
1231,abschneiden::V,қырқу,leikata
1232,binden::V,байланыстыру,sidoda
1233,binden::V,байлап_алу,sidoda
1234,binden::V,байластыру,sidoda
1235,binden::V,байлау,sidoda
1236,binden::V,буу,sidoda
1237,binden::V,матау,sidoda
1238,binden::V,сабақтастыру,sidoda
1239,binden::V,ұштастыру,sidoda
1240,stecken::V,сұғу,čokaita
1241,brechen::V,сындыру,katkaita
1242,klopfen::V,қағу,kolkotada
1243,hauen::V,соғу,löda
1244,kleben::V,желімдеу,klejata
1245,reiben::V,үйкеу,hosta
1246,reiben::V,үйкеу,törkita
1247,reiben::V,үйкеу,jorotada
1248,streichen::V,сүйкеу,voita
1249,schleifen::V,егеу,hijoida
1250,schleifen::V,егеу,teravzoitta
1251,schleifen::V,қайрау,hijoida
1252,schleifen::V,қайрау,teravzoitta
1253,schleifen::V,егеулеу,hijoida
1254,schleifen::V,егеулеу,teravzoitta
1255,schneiden::V,кесу,leikata
1256,rütteln::V,қозғау,heilutada
1257,rütteln::V,жұлмалау,heilutada
1258,schütteln::V,дірілдету,pudištada
1259,schütteln::V,селкілдету,pudištada
1260,schwenken::V,бұлғау,maihutada
1261,schwenken::V,сермеу,maihutada
1262,schütten::V,құю,valada
1263,füllen::V,толтыру,täutta
1264,einwickeln::V,орау,kärdä
1265,tragen::V,алып жүру,kantta
1266,tragen::V,алып жүру,kandišta
1267,schleppen::V,тарту,vedätada
1268,ziehen::V,тарту,vedada
1269,aufbewahren::V,сақтау,kaita
1270,werfen::V,лақтыру,čuta
1271,werfen::V,лақтыру,tactä
1272,fangen::V,қармау,püta
1273,fangen::V,қағып алу,püta
1274,packen::V,шап беру,tabata
1275,packen::V,шап ете түсу,tabata
1276,packen::V,шап беріп ұстап алу,tabata
1277,verstecken::V,тығу,peitta
1278,verstecken::V,жасыру,peitta
1279,teilen::V,бөлу,jagada
1280,schicken::V,жіберу,oigeta
1281,bringen::V,әкелу,veda
1282,bringen::V,алып келу,veda
1283,hinzufügen::V,қосу,ližata
1284,hinzufügen::V,үстеу,ližata
1285,bekommen::V,алу,sada
1286,erhalten::V,алмақ,sada
1287,nehmen::V,алу,otta
1288,nehmen::V,алмақ,otta
1289,wählen::V,таңдау,valita
1290,auswählen::V,екшеу,valita
1291,auswählen::V,саралау,valita
1292,auswählen::V,сұрыптау,valita
1293,auswählen::V,сайлап алу,valita
1294,bewahren::V,сақтау,kaita
1295,behindern::V,оралғы болу,telustada
1296,verderben::V,бүлдіру,travida
1297,beschädigen::V,бұзу,satatada
1298,zerbrechen::V,уату,mureta
1299,zerreißen::V,жырту,rebitada
1300,zerstören::V,қирату,mureta
1301,zerstören::V,талқандау,mureta
1302,verbrennen::V,өртеу,poltta
1303,verbrennen::V,жандыру,poltta
1304,verbrennen::V,өртеп жіберу,poltta
1305,verbrennen::V,жандырып жіберу,poltta
1306,geben::V,беру,antta
1307,reichen::V,беру,antta
1308,schenken::V,тарту,lahjoita
1309,versprechen::V,уәде беру,toivotada
1310,wünschen::V,тілеу,toivotada
1311,loben::V,мақтау,kitta
1312,loben::V,дәріптеу,kitta
1313,küssen::V,сүю,tervehtada
1314,wiegen::V,тербеу,likutada
1315,zudecken::V,бүркеу,katta
1316,wecken::V,ояту,noustatada
1317,zeigen::V,көрсету,ozutada
1318,führen::V,ерту,astutada
1319,führen::V,жетектеу,astutada
1320,lehren::V,оқыту,opeta
1321,unterrichten::V,оқыту,opeta
1322,aufziehen::V,бағу,kazvatada
1323,leiten::V,басқару,ohjata
1324,leiten::V,жетекшілік ету,ohjata
1325,antreiben::V,асықтыру,rigehtoitta
1326,lassen::V,-ткізу,käskta
1327,lassen::V,мәжбүр ету,käskta
1328,einladen::V,шақыру,kucta
1329,vereinigen::V,біріктіру,ühtenzoitta
1330,vereinigen::V,біріктіріп қою,ühtenzoitta
1331,besuchen::V,кіріп шығу,rižada
1332,besuchen::V,барып шығу,rižada
1333,treffen::V,кездесу,vastata
1334,sich versammeln::V,топталу,kägeta
1335,sich versammeln::V,топталу,sätas
1336,spielen::V,ойнау,väta
1337,singen::V,сайрау,pajatada
1338,tanzen::V,билеу,kargaita
1339,sich trennen::V,айрылысу,erigata
1340,verlassen::V,тастау,jätta
1341,retten::V,құтқару,päzutada
1342,bewachen::V,күзету,varjoita
1343,schützen::V,жақтау,kaita
1344,schützen::V,жақтасу,kaita
1345,verteidigen::V,қорғау,kaita
1346,sich schlagen::V,алысу,torata
1347,schießen::V,ату,ampta
1348,siegen::V,жеңу,vägestada
1349,ärgern::V,ашуландыру,verdutada
1350,ärgern::V,ашуландыру,rändütada
1351,schlagen::V,ұру,löda
1352,schlagen::V,ұру,iškta
1353,treten::V,тебу,peksta
1354,treten::V,тебу,topsta
1355,stechen::V,шаншу,pystiä
1356,stoßen::V,түрту,iškta
1357,stoßen::V,түрту,pudištada
1358,stehlen::V,ұрлау,vargastada
1359,stören::V,кесірлен,keskustada
1360,belästigen::V,мазасын алу,tartuteldas
1361,verbergen::V,сездірмеу,katelda
1362,täuschen::V,жалған айту,manitada
1363,betrügen::V,алдау,manitada
1364,betrügen::V,алдап кету,manitada
1365,betrügen::V,ақымақ қылу,manitada
1366,töten::V,құрту,rikta
1367,töten::V,құрту,surmita
1368,töten::V,өлтіру,rikta
1369,töten::V,өлтіру,surmita
1370,wohnen::V,мекендеу,eläda
1371,wohnen::V,өмір сүру,eläda
1372,arbeiten::V,істеу,rata
1373,arbeiten::V,еңбектену,rata
1374,sammeln::V,жыю,kogota
1375,pflücken::V,жұлу,poimda
1376,jagen::V,аулау,mecata
1377,fischen::V,балык_аулау,kalatada
1378,fassen::V,ұстау,tabata
1379,hüten::V,жаю,paimeta
1380,hüten::V,бағу,paimeta
1381,treiben::V,айдау,ajada
1382,anbinden::V,байлау,küttestada
1383,anbinden::V,байлау,sidoda
1384,füttern::V,ас ішкізу,sötta
1385,füttern::V,азықтандыру,sötta
1386,füttern::V,қоректендіру,sötta
1387,melken::V,сауу,lüpsta
1388,hacken::V,турау,sauda
1389,gießen::V,суару,valada
1390,reifen::V,жетілу,küpseta
1391,zubereiten::V,даяр ету,vaumištada
1392,kochen::V,асу,keitta
1393,backen::V,пісіру,paštta
1394,braten::V,қуыру,žarda
1395,umrühren::V,былғалау,segoitada
1396,umrühren::V,сапырылыстыру,segoitada
1397,stricken::V,торлау,kudoda
1398,stricken::V,тоқу,kudoda
1399,nähen::V,тігу,ombelta
1400,färben::V,бояу,mujutada
1401,färben::V,сырлау,mujutada
1402,reinigen::V,аршу,puhtastada
1403,reinigen::V,тазалау,puhtastada
1404,waschen::V,жуу,pesta
1405,abwischen::V,сүрту,pühktä
1406,spülen::V,шаю,huhtoida
1407,fegen::V,сыпыру,pühkta
1408,kehren::V,сыпыру,uhoita
1409,baden::V,шомылу,kül'ptäs
1410,sich waschen::V,жуыну,pestas
1411,ausziehen::V,шешу,riičta
1412,ausziehen::V,шешу,rušta
1413,anziehen::V,кигізу,panda päle
1414,anziehen::V,кигізу,panda kädehe
1415,anziehen::V,кигізу,panda jaugha
1416,sich anziehen::V,киіну,sobdas
1417,kämmen::V,тарау,harjata
1418,schmücken::V,әсемдеу,čomitada
1419,schmücken::V,мәнерлеу,čomitada
1420,schmücken::V,көріктендіру,čomitada
1421,sagen::V,деу,sanuda
1422,sagen::V,айту,sanuda
1423,sprechen::V,деу,pagišta
1424,sprechen::V,айту,pagišta
1425,reden::V,сөйлеу,pagišta
1426,reden::V,сөйлесу,pagišta
1427,reden::V,тіл қатысу,pagišta
1428,sich unterhalten::V,сұхбаттасу,lodaita
1429,fragen::V,сұрау,küzuda
1430,bitten::V,өтіну,pakita
1431,bitten::V,жалыну,pakita
1432,erzählen::V,айту,sanuda
1433,erzählen::V,айту,starinoita
1434,mitteilen::V,білдіру,tedotada
1435,nennen::V,атау,nimitada
1436,rufen::V,шақыру,kucta
1437,prahlen::V,бөсу,kittäs
1438,übersetzen::V,аудару,käta
1439,denken::V,ойлау,meletada
1440,glauben::V,нану,uskta
1441,glauben::V,илану,uskta
1442,bemerken::V,аңғару,homaita
1443,erkennen::V,тану,tundištada
1444,begreifen::V,ұғу,tabata
1445,begreifen::V,аңғарып алу,tabata
1446,verstehen::V,пайым,el'geta
1447,verstehen::V,пайым,toimetada
1448,verstehen::V,түсіну,el'geta
1449,verstehen::V,түсіну,toimetada
1450,lernen::V,оқу,opetas
1451,wissen::V,хабардар болу,teta
1452,sich erinnern an::V,еске түсіру,johtutada
1453,vergessen::V,ұмыту,unohtada
1454,messen::V,өлшеу,märita
1455,zählen::V,санау,lugeda
1456,rechnen::V,санап шығару,lugeda
1457,rechnen::V,санап шығу,lugeda
1458,rechnen::V,санау,lugeda
1459,lesen::V,оқу,lugeda
1460,malen::V,сурет салу,pirta
1461,zeichnen::V,сурет салу,pirta
1462,schreiben::V,жазу,kirjutada
1463,besitzen::V,болу,omištada
1464,kaufen::V,алу,ostta
1465,kaufen::V,әперу,ostta
1466,verkaufen::V,сату,möda
1467,bezahlen::V,төлеу,maksta
1468,bezahlen::V,ақы беру,maksta
1469,bezahlen::V,ақы төлеу,maksta
1470,zahlen::V,төлеу,maksta
1471,beherrschen::V,билеу,valdoita
1472,ertragen::V,төзу,tirpta
1473,ertragen::V,шыдау,tirpta
