,Concept_ID,en,ps
836,wehen::V,blow,چلېدل
837,strömen::V,stream,بهېدل
838,fließen::V,flow,بهېدل
839,fließen::V,flow,تویېدل
840,sich drehen::V,revolve,ګرځېدل
841,sich drehen::V,revolve,چورلېدل
842,schwanken::V,sway,زنګېدل
843,schwingen::V,swing,زنګېدل
844,fallen::V,fall,ولېدل
845,brennen::V,burn,سوځېدل
846,rauchen::V,smoke,لوګی کول
847,regnen::V,rain,باران اورېدل
848,gefrieren::V,freeze,کنګل نيول
849,tauen::V,thaw,وېلې کېدل
850,schmelzen::V,melt,وېلې کېدل
851,trocknen::V,dry,وچېدل
852,sieden::V,boil,اېشېدل
853,faulen::V,rot,خرابېدل
854,verfaulen::V,decay,ورستېدل
855,reißen::V,snap,شلېدل
856,versinken::V,sink,ډوېېدل
857,vergehen::V,pass,تېرېدل
858,erscheinen::V,appear,ښکارېدل
859,verschwinden::V,disappear,ورکېدل
860,sinken::V,drop,ښکته کېدل
861,abnehmen::V,decrease,کمېدل
862,zunehmen::V,increase,زیاتېدل
863,steigen::V,rise,جګېدل
864,steigen::V,rise,پورته کېدل
865,wachsen::V,grow,وده کول
866,glänzen::V,shine,ځلېدل
867,funkeln::V,sparkle,پړکېدل
868,lärmen::V,be noisy,غال و غول کول
869,läuten::V,chime,زنګ وهل
870,klingeln::V,ring,زنګ وهل
871,klirren::V,tinkle,کړنګېدل
872,brausen::V,roar,تلاطم کول
873,rauschen::V,rustle,شڼهار کول
874,klingen::V,sound,آواز کول
875,bellen::V,bark,غپېدل
876,heulen::V,howl,انګلل
877,blasen::V,blow,پو کول
878,pfeifen::V,whistle,شپېلک وهل
879,schreien::V,shout,ناره کول
880,stöhnen::V,groan,زګېروی کول
881,zittern::V,tremble,لړزېدل
882,leben::V,be alive,ژوند کول
883,geboren werden::V,be born,زېږېدل
884,atmen::V,breathe,ساه کښل
885,atmen::V,breathe,تنفس کول
886,trinken::V,drink,څښل
887,essen::V,eat,خوړل
888,schlucken::V,swallow,غړپول
889,müde werden::V,get tired,ستړی کېدل
890,einschlafen::V,fall asleep,ویده کېدل
891,schlafen::V,sleep,خوب کول
892,aufwachen::V,wake up,ویښېدل
893,aufstehen::V,get up,پاڅېدل
894,sich erholen::V,relax,استراحت کول
895,krank werden::V,fall ill,رنځورېدل
896,krank sein::V,be ill,ناجوړېدل
897,schmerzen::V,ache,خوږېدل
898,schmerzen::V,ache,درد کول
899,husten::V,cough,ټوخېدل
900,genesen::V,recover,رغېدل
901,sterben::V,die,مړل
902,umkommen::V,perish,تلفېدل
903,sich bewegen::V,move,چلېدل
904,sich bewegen::V,move,حرکت کول
905,sich rühren::V,budge,ښورېدل
906,sich erheben::V,stand up,درېدل
907,sich setzen::V,sit down,کښېنستل
908,hinfallen::V,tumble,لوېدل
909,laufen::V,walk,منډې وهل
910,schreiten::V,pace,قدم ایښودل
911,spazierengehen::V,go for a walk,چکر وهل
912,eilen::V,rush,بېړه کول
913,sich beeilen::V,hurry,عجله کول
914,sausen::V,dash,ځغستل
915,rennen::V,run,زغلېدل
916,springen::V,jump,ټوپ وهل
917,klettern::V,climb,ختل
918,schaukeln::V,seesaw,زنګېدل
919,kriechen::V,creep,خاپوړی وهل
920,schwimmen::V,swim,لامبو وهل
921,tauchen::V,dive,غوټه وهل
922,rudern::V,row,پارو وهل
923,fahren::V,drive,تلل
924,fliegen::V,fly,الوتل
925,gehen::V,go,تلل
926,weggehen::V,go away,بهر وتل
927,abfahren::V,depart,تلل
928,anhalten::V,stop,ودرېدل
929,hineingehen::V,go in,داخلېدل
930,eintreten::V,enter,ننوتل
931,kommen::V,come,راتلل
932,ankommen::V,arrive,رسېدل
933,zurückkommen::V,come back,بېرته راتلل
934,bleiben::V,stay,پاتې کېدل
935,warten::V,wait,انتظار وېستل
936,erwarten::V,wait for,انتظار کول
937,suchen::V,seek,لټول
938,suchen::V,look for,لټول
939,finden::V,find,میندل
940,finden::V,find,پیدا کول
941,versuchen::V,try,هڅه کول
942,vorbereiten::V,prepare,چمتوکول
943,lieben::V,love,مینه لرل
944,mögen::V,like,خوښول
945,mögen::V,like,علاقه لرل
946,lachen::V,laugh,خندېدل
947,rühren::V,move,اغېزه کول
948,weinen::V,weep,ژړل
949,schimpfen::V,grumble,ښکنځا کول
950,sich ärgern::V,be annoyed,قهر راتلل
951,sich fürchten::V,be afraid,ډارېدل
952,fürchten::V,be afraid of,ډارېدل
953,fliehen::V,flee,تښتېدل
954,flüchten::V,escape,تښتېدل
955,sehen::V,see,لیدل
956,anschauen::V,look at,کتل
957,ansehen::V,watch,ننداره کول
958,hören::V,hear,اورېدل
959,zuhören::V,listen,غوږ نیول
960,probieren::V,taste,څکه کول
961,probieren::V,taste,چاشنی کول
962,riechen::V,smell,بويول
963,fühlen::V,feel,حسول
964,scheinen::V,seem,ښکارېدل
965,zu sehen sein::V,show,ښکارېدل
966,vernehmen::V,hear,خبرېدل
967,frieren::V,be cold,ساړه کېتل
968,tun::V,do,کول
969,können::V,can,کولای شول
970,können::V,can,د لاسه کېدل
971,wollen::V,want,غوښتل
972,anfangen::V,start,شروع کول
973,beenden::V,finish,ختمول
974,beenden::V,finish,پای ته رسول
975,aufhören::V,stop,بس کول
976,gelingen::V,succeed,موفق کېدل
977,gelingen::V,succeed,بریالی کېدل
978,geraten::V,turn out,کېدل
979,öffnen::V,open,خلاصول
980,öffnen::V,open,پرانیستل
981,schließen::V,close,تړل
982,stellen::V,put,ایښودل
983,setzen::V,place,کښېنول
984,legen::V,lay,ایښودل
985,berühren::V,touch,لاس وهل
986,verbinden::V,connect,تړل
987,bedecken::V,cover,پوښول
988,aufhängen::V,hang up,ځوړندول
989,anzünden::V,light,بلول
990,aufheben::V,pick up,پورته کول
991,zurücklassen::V,leave,پرېښودل
992,verlieren::V,lose,ورکول
993,fallen lassen::V,drop,له لاسه لوېدل
994,machen::V,make,کول
995,herstellen::V,produce,جوړول
996,herstellen::V,produce,توليدول
997,bauen::V,build,جوړول
998,reparieren::V,mend,ترمیمول
999,verbessern::V,improve,اصلاح کول
1000,ändern::V,alter,تغیر ورکول
1001,graben::V,dig,کيندل
1002,beugen::V,bow,ټیټول
1003,biegen::V,bend,کږول
1004,drehen::V,spin,ګرځول
1005,wenden::V,turn,اړول
1006,umdrehen::V,turn around,اړول
1007,heben::V,raise,جګول
1008,heben::V,raise,پورته کول
1009,hochheben::V,lift,جګول
1010,ergreifen::V,seize,نیول
1011,halten::V,hold,نیول
1012,drücken::V,press,کښېکښل
1013,schieben::V,push,پوری وهل
1014,kratzen::V,scrape,ګرول
1015,lecken::V,lick,څټل
1016,beißen::V,bite,چیچل
1017,abreißen::V,tear off,شکول
1018,abschneiden::V,cut off,پرېکول
1019,binden::V,tie,تړل
1020,stecken::V,stick,ټومبل
1021,brechen::V,break,ماتول
1022,klopfen::V,knock,ټکول
1023,hauen::V,hit,ټکول
1024,kleben::V,glue,نښلول
1025,kleben::V,glue,سرېښول
1026,reiben::V,rub,مږل
1027,streichen::V,spread,مښل
1028,schleifen::V,grind,تېره کول
1029,schneiden::V,cut,غوڅول
1030,schneiden::V,cut,پرېکول
1031,rütteln::V,jolt,خوڅول
1032,schütteln::V,shake,ښورول
1033,schwenken::V,swing,خوڅول
1034,schütten::V,pour,اچول
1035,schütten::V,pour,تویول
1036,füllen::V,fill,ډکول
1037,einwickeln::V,wrap,پېچل
1038,einwickeln::V,wrap,نغښتل
1039,tragen::V,carry,وړل
1040,schleppen::V,drag,وړل
1041,ziehen::V,pull,کښل
1042,aufbewahren::V,keep,ساتل
1043,werfen::V,throw,اچول
1044,werfen::V,throw,غورځول
1045,fangen::V,catch,نیول
1046,fangen::V,catch,ګیرول
1047,packen::V,grab,نیول
1048,verstecken::V,hide,پټول
1049,teilen::V,divide,وېشل
1050,teilen::V,divide,تقسیمول
1051,schicken::V,send,لېږل
1052,schicken::V,send,استول
1053,bringen::V,bring,راوړل
1054,hinzufügen::V,add,زیاتول
1055,bekommen::V,get,حاصلول
1056,erhalten::V,receive,اخیستل
1057,nehmen::V,take,نیول
1058,nehmen::V,take,اخيستل
1059,wählen::V,choose,خوښول
1060,auswählen::V,select,چنده کول
1061,bewahren::V,preserve,ساتل
1062,behindern::V,hinder,مانع کېدل
1063,behindern::V,hinder,ممانعت کول
1064,verderben::V,spoil,خرابېدل
1065,beschädigen::V,damage,ورانول
1066,zerbrechen::V,break,ماتول
1067,zerreißen::V,tear,څیرې کول
1068,zerstören::V,destroy,ړنګول
1069,zerstören::V,destroy,ورانول
1070,verbrennen::V,burn,سوځول
1071,geben::V,give,ورکول
1072,reichen::V,hand,ورکول
1073,schenken::V,give,بښل
1074,versprechen::V,promise,لوز کول
1075,wünschen::V,wish,غوښتل
1076,loben::V,praise,ستایل
1077,loben::V,praise,تمجید کول
1078,küssen::V,kiss,ښکلول
1079,wiegen::V,rock,زنګول
1080,zudecken::V,cover,پوښول
1081,wecken::V,wake,ويښول
1082,zeigen::V,show,ښودل
1083,führen::V,guide,بیول
1084,lehren::V,teach,درس ورکول
1085,lehren::V,teach,تعلیم ورکول
1086,unterrichten::V,instruct,درس ورکول
1087,aufziehen::V,bring up,روزل
1088,leiten::V,lead,رهبری کول
1089,leiten::V,lead,لارښوونه کول
1090,antreiben::V,urge,چټک کول
1091,lassen::V,let,اړکول
1092,einladen::V,invite,بلل
1093,vereinigen::V,unite,متحد کول
1094,vereinigen::V,unite,یوځای کول
1095,besuchen::V,visit,کتنه کول
1096,treffen::V,meet,ليدل
1097,treffen::V,meet,تلقی کول
1098,sich versammeln::V,assemble,راغونډېدل
1099,spielen::V,play,لوبه کول
1100,singen::V,sing,سندرې وېل
1101,tanzen::V,dance,ګډېدل
1102,sich trennen::V,separate,بېلېدل
1103,verlassen::V,leave,ترک کول
1104,retten::V,rescue,نجات ورکول
1105,bewachen::V,guard,ساتل
1106,bewachen::V,guard,حفاظت کول
1107,schützen::V,protect,ژغورل
1108,verteidigen::V,defend,دفاع کول
1109,sich schlagen::V,brawl,جنګېدل
1110,schießen::V,shoot,ویشتل
1111,siegen::V,win,غالبېدل
1112,ärgern::V,annoy,خپه کول
1113,schlagen::V,beat,وهل
1114,treten::V,kick,په لغته وهل
1115,stechen::V,sting,ټومبل
1116,stoßen::V,shove,ټېل وهل
1117,stoßen::V,shove,پوری وهل
1118,stehlen::V,steal,تښتول
1119,stehlen::V,steal,غلا کول
1120,stören::V,disturb,ماتول
1121,belästigen::V,bother,ځورول
1122,belästigen::V,bother,تکلیف ورکول
1123,verbergen::V,conceal,پټول
1124,täuschen::V,deceive,تېرایستل
1125,täuschen::V,deceive,خطا ایستل
1126,betrügen::V,cheat,غولول
1127,töten::V,kill,وژل
1128,töten::V,kill,مړ کول
1129,wohnen::V,dwell,اوسېدل
1130,arbeiten::V,work,کار کول
1131,sammeln::V,gather,راټولول
1132,sammeln::V,gather,راغونډول
1133,pflücken::V,pick,شکول
1134,jagen::V,hunt,ښکار کول
1135,fischen::V,fish,کب نيول
1136,fassen::V,catch,نیول
1137,fassen::V,catch,ګیرول
1138,hüten::V,herd,پوول
1139,treiben::V,drive,بیول
1140,anbinden::V,tie up,تړل
1141,füttern::V,feed,خوراک ورکول
1142,melken::V,milk,لوشل
1143,hacken::V,chop,پی کول
1144,gießen::V,water,اوبه کول
1145,reifen::V,ripen,رسېدل
1146,zubereiten::V,cook,تیارول
1147,kochen::V,boil,پخول
1148,backen::V,bake,پخول
1149,braten::V,fry,وريتول
1150,umrühren::V,stir,لړل
1151,stricken::V,knit,اوبدل
1152,nähen::V,sew,ګنډل
1153,färben::V,dye,رنګول
1154,reinigen::V,clean,صافول
1155,waschen::V,wash,مینځل
1156,abwischen::V,wipe,وچول
1157,spülen::V,rinse,کنګالول
1158,fegen::V,sweep,جارو کول
1159,kehren::V,sweep,جارو کول
1160,baden::V,bath,لمبېدل
1161,sich waschen::V,wash,ځان مينځل
1162,ausziehen::V,take off,کښل
1163,ausziehen::V,take off,ایستل
1164,anziehen::V,put on,اغوستل
1165,sich anziehen::V,get dressed,کالی اغوستل
1166,kämmen::V,comb,ګمنځول
1167,schmücken::V,decorate,ښکلی کول
1168,sagen::V,say,وېل
1169,sprechen::V,speak,وېل
1170,sprechen::V,speak,غږېدل
1171,reden::V,talk,ګړېدل
1172,reden::V,talk,خبرې کول
1173,sich unterhalten::V,chat,خبری کول
1174,fragen::V,ask,پوښتنه کول
1175,bitten::V,request,غوښتل
1176,erzählen::V,tell,کيسه کول
1177,erzählen::V,tell,حکايت کول
1178,mitteilen::V,convey,خبرول
1179,mitteilen::V,convey,خبر ورکول
1180,nennen::V,name,نوم ايښودل
1181,rufen::V,call,بلل
1182,prahlen::V,brag,لاپې وهل
1183,übersetzen::V,translate,ژباړل
1184,übersetzen::V,translate,ترجمه کول
1185,denken::V,think,فکر کول
1186,glauben::V,believe,باور کول
1187,bemerken::V,notice,لیدل
1188,erkennen::V,recognize,پېژندل
1189,begreifen::V,grasp,رسېدل
1190,begreifen::V,grasp,پوهېدل
1191,verstehen::V,understand,پوهېدل
1192,lernen::V,learn,زده کول
1193,lernen::V,learn,درس لوستل
1194,wissen::V,know,پوهېدل
1195,sich erinnern an::V,remember,یادول
1196,sich erinnern an::V,remember,په یاد راوړل
1197,vergessen::V,forget,هېرول
1198,messen::V,measure,اندازه کول
1199,zählen::V,count,شمارل
1200,rechnen::V,calculate,حسابول
1201,lesen::V,read,لوستل
1202,malen::V,paint,رسمول
1203,zeichnen::V,draw,رسمول
1204,schreiben::V,write,لیکل
1205,besitzen::V,own,لرل
1206,kaufen::V,buy,رانیول
1207,verkaufen::V,sell,خرڅول
1208,bezahlen::V,pay for,تأدیه کول
1209,zahlen::V,pay,کسات اخيستل
1210,beherrschen::V,rule,تسلط لرل
1211,ertragen::V,endure,زغمل
