,Concept_ID,he,os
742,plötzlich::ADV,לפתע,æвиппайды
743,plötzlich::ADV,לפתע,æваст
744,plötzlich::ADV,פתאום,æвиппайды
745,plötzlich::ADV,פתאום,æваст
746,sofort::ADV,מיד,уыцы сахат
747,sofort::ADV,מיד,уайтагъд
748,später::ADV,לאחר זמן,фæстæдæр
749,später::ADV,יותר מאחר,фæстæдæр
750,jetzt::ADV,עכשיו,ныр
751,heute::ADV,היום,абон
752,morgen::ADV,מחר,райсом
753,bald::ADV,בקרוב,тагъд
754,bald::ADV,בקרוב,рæхджы
755,dann::ADV,אחר-כך,стæй
756,gestern::ADV,אתמול,знон
757,einst::ADV,לפנים,кӕддӕр
758,damals::ADV,אז,уæд
759,danach::ADV,אחר-כך,стæй
760,danach::ADV,אחר-כך,уый фæстæ
761,vorher::ADV,לפני זה,раздæр
762,zuerst::ADV,קדם,фыццаг
763,einmal::ADV,פעם,иу хатт
764,manchmal::ADV,לפעמים,хатт
765,oft::ADV,לעתים קרובות,арæх
766,immer::ADV,תמיד,ӕдзух
767,niemals::ADV,אף פעם,никуы
768,niemals::ADV,אף פעם,никæд
769,hier::ADV,כאן,ам
770,hierhin::ADV,פה,ардӕм
771,von hier::ADV,מפה,ардыгæй
772,dort::ADV,שם,уым
773,dorthin::ADV,שם,уырдӕм
774,geradeaus::ADV,ישר,æргом
775,vorwärts::ADV,קדימה,размӕ
776,rückwärts::ADV,לאחור,фӕстӕмӕ
777,zurück::ADV,בחזרה,фӕстӕмӕ
778,zurück::ADV,אחורנית,фӕстӕмӕ
779,unten::ADV,למטה,дæлæ
780,unten::ADV,למטה,дæлейы
781,unten::ADV,למטה,бынæй
782,hinab::ADV,למטה,дӕлӕмӕ
783,hinab::ADV,למטה,уырдыгмӕ
784,oben::ADV,מעל,уӕле
785,oben::ADV,למעלה,уӕле
786,hinauf::ADV,למעלה,уӕлӕмӕ
787,überall::ADV,בכל מקום,алыран
788,überall::ADV,בכל מקום,алкæм
789,überall::ADV,בכל מקום,кæмдæриддæр
790,nicht::ADV,לא,нӕ
791,ein wenig::ADV,קצת,чысыл
792,kaum::ADV,בקשי,цъус
793,sehr::ADV,מאוד,тынг
794,sehr::ADV,מאוד,иттӕг
795,so::ADV,כך,афтӕ
796,so::ADV,ככה,афтӕ
797,noch::ADV,עוד,ма
798,noch::ADV,עדין,ма
799,nur::ADV,רק,канд
800,nur::ADV,רק,ӕрмӕст
801,schon::ADV,כבר,нырид
802,wieder::ADV,שוב,ногӕй
803,vergebens::ADV,לריק,дзæгъæлы
804,vergebens::ADV,לריק,уæгъды
805,vergebens::ADV,לריק,æнæхъуаджы
806,vergebens::ADV,לשוא,дзæгъæлы
807,vergebens::ADV,לשוא,уæгъды
808,vergebens::ADV,לשוא,æнæхъуаджы
809,vor::PRP,מול,разы
810,hinter::PRP,מאחורי,фӕстӕ
811,unter::PRP,מתחת,бын
812,durch::PRP,דרך,æхсæнты
813,neben::PRP,ליד,цур
814,neben::PRP,על-יד,цур
815,zwischen::PRP,בין,астӕу
816,wegen::PRP,בשל,тыххай
817,wegen::PRP,בגלל,тыххай
818,dies::PRN,זה,ай
819,das::PRN,זה,уый
820,alles::PRN,הכל,алцы
821,alles::PRN,הכל,æппæтдæр
822,alles::PRN,הכל,иууылдӕр
823,ich::PRN,אני,æз
824,du::PRN,את,ды
825,du::PRN,אתה,ды
826,er::PRN,הוא,уый
827,wir::PRN,אנחנו,мах
828,ihr::PRN,לה,сымах
829,sie::PRN,הם,уыдон
830,was::FPRN,מה,цы
831,wer::FPRN,מי,чи
832,wo::FADV,איפה,кӕм
833,wohin::FADV,לאן,кӕдӕм
834,wie::FADV,איך,куыд
835,warum::FADV,למה,цӕмӕн
836,wieviel::FNUM,כמה,цал
837,eins::NUM,אחד,иу
838,zwei::NUM,שתים,дыууӕ
839,drei::NUM,שלושה,ӕртӕ
840,vier::NUM,ארבעה,цыппар
841,fünf::NUM,חמשה,фондз
842,sechs::NUM,ששה,ӕхсӕз
843,sieben::NUM,שבעה,авд
844,acht::NUM,שמונה,аст
845,neun::NUM,תשעה,фараст
846,zehn::NUM,עשרה,дӕс
847,elf::NUM,אחת עשרה,иуæндæс
848,zwölf::NUM,שתים עשרה,дыууадæс
849,zwanzig::NUM,עשרים,дыууын
850,dreißig::NUM,שלושים,æртын
851,dreißig::NUM,שלושים,дæсæмæссæдз
852,vierzig::NUM,ארבעים,цыппор
853,vierzig::NUM,ארבעים,цыппур
854,vierzig::NUM,ארבעים,дыууиссæдзы
855,fünfzig::NUM,חמשים,фӕндзай
856,sechzig::NUM,ששים,æхсай
857,sechzig::NUM,ששים,æртиссæдзы
858,siebzig::NUM,שבעים,æвдай
859,siebzig::NUM,שבעים,дæс æмæ æртиссæдзы
860,achtzig::NUM,שמונים,цыппарыссæдзы
861,achtzig::NUM,שמונים,æстай
862,neunzig::NUM,תשעים,нæуæдз
863,neunzig::NUM,תשעים,дæс æмæ цыппарыссæдзы
864,hundert::NUM,מאה,сӕдӕ
865,tausend::NUM,אלף,мин
866,und::CNJ,ו,ӕмӕ
867,oder::CNJ,או,кӕнӕ
868,stehen::V,עמד,лӕууын
869,sitzen::V,ישב,бадын
870,liegen::V,שכב,хуыссын
871,hängen::V,היה תלוי,ауыгъд уын
872,werden::V,הפך ל,суӕвын
873,passieren::V,קרה,æрцæуын
874,beginnen::V,התחיל,райдайын
875,enden::V,הסתים,фæуын
876,wechseln::V,השתנה,ивын
877,aufgehen[Sonne]::V,זרח,скæсын
878,untergehen[Sonne]::V,שקע, аныгуылын
879,scheinen[Sonne]::V,בהק,рухс кӕнын
880,donnern::V,רעם,нæрын
881,wehen::V,נשב,дымын
882,strömen::V,זרם,кӕлын
883,fließen::V,זרם,цæуын
884,fließen::V,זרם,уайын
885,fließen::V,זרם,кæлын
886,sich drehen::V,הסתובב,зилын
887,schwanken::V,התנודד,æнкъуысын
888,schwingen::V,התנענע,æнкъуысын
889,schwingen::V,התנענע,змæлын
890,fallen::V,נפל,хауын
891,brennen::V,בער,судзын
892,rauchen::V,עשן,фæздæг кæнын
893,regnen::V,ירד גשם,уарын
894,gefrieren::V,קפא,сӕлын
895,tauen::V,נמס,стайын
896,schmelzen::V,התיך,тайын
897,trocknen::V,התיבש,хус кæнын
898,sieden::V,רתח,фыцын
899,faulen::V,רקב,ӕмбийын
900,verfaulen::V,רקב,бамбийын
901,reißen::V,נקרע,скъуийын
902,versinken::V,טבע,дӕлдон_кӕнын
903,vergehen::V,עבר,аивгъуийын
904,erscheinen::V,נגלה,разынын
905,erscheinen::V,הופיע,разынын
906,verschwinden::V,נעלם,фæтары уын
907,verschwinden::V,נעלם,фæдæлдзæх уын
908,verschwinden::V,נעלם,фесæфын
909,verschwinden::V,נעלם,æрбайсæфын
910,sinken::V,ירד,дæлæмæ æрхауын
911,abnehmen::V,הפחית,фæкъаддæр уын
912,abnehmen::V,הפחית,фæцух уын
913,zunehmen::V,רבה,фæфылдæр уын
914,zunehmen::V,רבה,сбирæ уын
915,zunehmen::V,רבה,сахадын
916,steigen::V,עלה,сыстын
917,wachsen::V,גדל,рӕзын
918,glänzen::V,נצץ,ӕрттивын
919,glänzen::V,בהק,ӕрттивын
920,funkeln::V,נצנץ,тыбар-тыбур_кӕнын
921,lärmen::V,רעש,хъæлæба кæнын
922,läuten::V,צלצל,цæгъдын
923,klingeln::V,צלצל,цæгъдын
924,klirren::V,קרקש,дзыгъал-мыгъул кæнын
925,klirren::V,קרקש,дзæгъ-дзæгъ кæнын
926,brausen::V,געש,абухын
927,rauschen::V,רשרש,
928,klingen::V,נשמע,зæлын
929,klingen::V,נשמע,азæлын
930,klingen::V,נשמע,хъуысын
931,bellen::V,נבח,рæйын
932,heulen::V,ילל,ниуын
933,blasen::V,נשף,фу кӕнын
934,pfeifen::V,שרק,æхситт кæнын
935,pfeifen::V,שרק,къуыззитт кæнын
936,schreien::V,צעק,хъӕр кӕнын
937,stöhnen::V,נאנק,хъæрзын
938,stöhnen::V,נאנק,дзыназын
939,zittern::V,רעד,ризын
940,leben::V,חי,цӕрын
941,geboren werden::V,נולד,райгуырын
942,atmen::V,נשם,улӕфын
943,trinken::V,שתה,нуазын
944,essen::V,אכל,хӕрын
945,schlucken::V,בלע,ныхъуырын
946,müde werden::V,התעיף,бафæллайын
947,müde werden::V,התעיף,бафæлмæцын
948,müde werden::V,התעיף,сфæлмæцын
949,einschlafen::V,נרדם,бафынæй уын
950,schlafen::V,ישן,хуыссын
951,schlafen::V,ישן,фынӕй кӕнын
952,aufwachen::V,התעורר,райхъал уын
953,aufstehen::V,קם,стын
954,sich erholen::V,נפש,фæллад уадзын
955,sich erholen::V,נפש,улæфын
956,krank werden::V,חלה,фӕрынчын уын
957,krank sein::V,היה חולה,сӕйын
958,schmerzen::V,כאב,риссын
959,husten::V,השתעל,хуыфын
960,genesen::V,הבריא,сдзæбæх уын
961,genesen::V,הבריא,рандидзын
962,genesen::V,הבריא,сæндидзын
963,sterben::V,מת,мӕлын
964,umkommen::V,נספה,фесæфын
965,umkommen::V,נספה,байсæфын
966,umkommen::V,נספה,бабын уын
967,umkommen::V,נספה,мард фæуын
968,sich bewegen::V,נע,тæлфын
969,sich bewegen::V,נע,цæуын
970,sich rühren::V,זז,змӕлын
971,sich erheben::V,קם,стын
972,sich setzen::V,התישב,сбадын
973,hinfallen::V,נפל,ӕрхауын
974,laufen::V,הלך ברגל,цӕуын
975,laufen::V,הלך ברגל,рацу-бацу_кӕнын
976,schreiten::V,פסע,къахдзæф кæнын
977,schreiten::V,פסע,санчъех кæнын
978,schreiten::V,פסע,цæуын
979,spazierengehen::V,טיל,озер кæнын
980,spazierengehen::V,טיל,тезгъо кæнын
981,eilen::V,אץ,тагъд кæнын
982,eilen::V,אץ,тындзын
983,eilen::V,מהר,тагъд кæнын
984,eilen::V,מהר,тындзын
985,sich beeilen::V,מהר,тагъд кæнын
986,sich beeilen::V,מהר,тындзын
987,sausen::V,אץ,уайын
988,sausen::V,אץ,тæхын
989,rennen::V,רץ,згъорын
990,springen::V,קפץ,гæпп кæнын
991,springen::V,קפץ,сæррæтт кæнын
992,springen::V,קפץ,лиуырын
993,klettern::V,טפס,хилын
994,schaukeln::V,התנדנד,хецъро кæнын
995,schaukeln::V,התנדנד,херыйыл бадын
996,kriechen::V,זחל,бырын
997,schwimmen::V,שחה,ленк кӕнын
998,tauchen::V,צלל,ныгъуылын
999,rudern::V,חתר,бæлæгъ тæрын
1000,rudern::V,חתר,чема тæрын
1001,fahren::V,נסע,цӕуын
1002,fliegen::V,עף,тӕхын
1003,gehen::V,הלך,цӕуын
1004,weggehen::V,עזב,ацӕуын
1005,abfahren::V,יצא,араст уын
1006,anhalten::V,עצר,æрлæууын
1007,hineingehen::V,נכנס,мидæмæ цæуын
1008,eintreten::V,נכנס,бацӕуын
1009,kommen::V,בא,æрцæуын
1010,ankommen::V,הגיע,æрцæуын
1011,zurückkommen::V,שב,раздæхын
1012,zurückkommen::V,שב,фæстæмæ_раздæхын
1013,zurückkommen::V,שב,æрбаздæхын
1014,zurückkommen::V,שב,аздæхын
1015,zurückkommen::V,חזר,раздæхын
1016,zurückkommen::V,חזר,фæстæмæ_раздæхын
1017,zurückkommen::V,חזר,æрбаздæхын
1018,zurückkommen::V,חזר,аздæхын
1019,bleiben::V,נשאר,лӕууын
1020,warten::V,חכה,ӕнхъӕлмӕ кӕсын
1021,warten::V,המתין,ӕнхъӕлмӕ кӕсын
1022,erwarten::V,צפה,ӕнхъӕлмӕ кӕсын
1023,suchen::V,חפש,агурын
1024,finden::V,מצא,ссарын
1025,versuchen::V,נסה,фӕлварын
1026,vorbereiten::V,הכין,бацаттæ кæнын
1027,vorbereiten::V,הכין,æрæввонг кæнын
1028,lieben::V,אהב,уарзын
1029,mögen::V,אהב,зæрдæмæ цæуын
1030,lachen::V,צחק,худын
1031,rühren::V,נגע ללב,зæрдæ суынгæг кæнын
1032,weinen::V,בכה,кӕуын
1033,schimpfen::V,גער,æлгъитын
1034,sich ärgern::V,זעם,мæсты кæнын
1035,sich ärgern::V,כעס,мæсты кæнын
1036,sich fürchten::V,פחד,тæрсын
1037,sich fürchten::V,חשש,тæрсын
1038,fürchten::V,פחד מ,тæрсын
1039,fürchten::V,חשש מ,тæрсын
1040,fliehen::V,ברח,лидзын
1041,flüchten::V,נמלט,алидзын
1042,sehen::V,ראה,уынын
1043,anschauen::V,הביט,акӕсын
1044,ansehen::V,התבונן,кӕсын
1045,hören::V,שמע,хъусын
1046,zuhören::V,הקשיב,хъусын
1047,probieren::V,נסה,уынын
1048,probieren::V,נסה,аходын
1049,riechen::V,הריח,смудын
1050,fühlen::V,חש,ӕнкъарын
1051,scheinen::V,נדמה,зынын
1052,zu sehen sein::V,נראה,зынын
1053,vernehmen::V,נודע ל,фехъусын
1054,frieren::V,קר ל,сийын
1055,tun::V,פעל,кӕнын
1056,können::V,יכל,фӕразын
1057,wollen::V,רצה,фӕндын
1058,anfangen::V,התחיל,райдайын
1059,beenden::V,גמר,фӕуын
1060,aufhören::V,סים,банцайын
1061,aufhören::V,סים,фенцайын
1062,gelingen::V,הצליח,бантысын
1063,geraten::V,עלה,разынын
1064,öffnen::V,פתח,гом кӕнын
1065,schließen::V,סגר,ӕхгӕнын
1066,stellen::V,העמיד,ӕвӕрын
1067,setzen::V,הושיב,сбадын кӕнын
1068,legen::V,שם,ӕрӕвӕрын
1069,berühren::V,נגע,агайын
1070,verbinden::V,קשר,бӕттын
1071,bedecken::V,כסה,ӕмбӕрзын
1072,aufhängen::V,תלה,ауындзын
1073,anzünden::V,הצית,ссудзын
1074,aufheben::V,אסף,сисын
1075,zurücklassen::V,השאיר,ныууадзын
1076,verlieren::V,אבד,фесафын
1077,fallen lassen::V,שמט,ӕрӕппарын
1078,fallen lassen::V,שמט,къухтӕй феуӕгъд кӕнын
1079,fallen lassen::V,הפיל,ӕрӕппарын
1080,fallen lassen::V,הפיל,къухтӕй феуӕгъд кӕнын
1081,machen::V,עשה,саразын
1082,herstellen::V,יצר,сцæттæ кæнын
1083,herstellen::V,יצר,саразын
1084,bauen::V,בנה,амайын
1085,reparieren::V,תקן,æмпъузын
1086,reparieren::V,תקן,цалцæг кæнын
1087,verbessern::V,שפר,фæхуыздæр кæнын
1088,ändern::V,שנה,аивын
1089,graben::V,חפר,къахын
1090,beugen::V,כפף,æркъæдз кæнын
1091,beugen::V,כפף,æртасын кæнын
1092,biegen::V,כופף,тасын кӕнын
1093,drehen::V,סובב,здухын
1094,wenden::V,הפך,афæлдахын
1095,wenden::V,הפך,рафæлдахын
1096,umdrehen::V,סובב,афæлдахын
1097,heben::V,הרים,сдарын
1098,heben::V,הרים,схæцын
1099,hochheben::V,הרים,уæлæмæ хæцын
1100,ergreifen::V,אחז,фӕлӕбурын
1101,halten::V,החזיק,дарын
1102,drücken::V,לחץ,æлхъивын
1103,drücken::V,לחץ,хæцын
1104,schieben::V,הזיז,схойын
1105,kratzen::V,שרט,хафын
1106,kratzen::V,שפשף,хафын
1107,lecken::V,לקק,сдæрын
1108,beißen::V,נשך,хæцын
1109,abreißen::V,קרע,ратонын
1110,abschneiden::V,חתך,ралыг кӕнын
1111,binden::V,קשר,бабӕттын
1112,stecken::V,תקע,ныссадзын
1113,brechen::V,שבר,асæттын
1114,brechen::V,שבר,басæттын
1115,brechen::V,שבר,ныссæттын
1116,klopfen::V,נקש,хойын
1117,klopfen::V,נקש,гуыпп-гуыпп кæнын
1118,klopfen::V,נקש,къуырцц-къуырцц кæнын
1119,hauen::V,הכה,цӕвын
1120,hauen::V,הכה,нӕмын
1121,kleben::V,הדביק,ныхасын
1122,kleben::V,הדביק,æндадзын
1123,reiben::V,שפשף,сӕрфын
1124,reiben::V,שפשף,хафын
1125,streichen::V,מרח,байсæрдын
1126,streichen::V,מרח,сахорын
1127,schleifen::V,השחיז,ссын
1128,schleifen::V,השחיז,цыргъ кӕнын
1129,schneiden::V,גזר,кӕрдын
1130,rütteln::V,נענע,æнкъусын
1131,schütteln::V,נער,уигъын
1132,schwenken::V,נופף,тилын
1133,schwenken::V,נופף,уигъын
1134,schwenken::V,טלטל,тилын
1135,schwenken::V,טלטל,уигъын
1136,schütten::V,שפך,ныккӕнын
1137,füllen::V,מלא,байдзаг кæнын
1138,einwickeln::V,עטף,батухын
1139,tragen::V,נשא,хӕссын
1140,schleppen::V,סחב,ласын
1141,ziehen::V,משך,ласын
1142,aufbewahren::V,שמר,æвæрын
1143,werfen::V,זרק,зыввытт кӕнын
1144,fangen::V,תפס,ӕрцахсын
1145,packen::V,אחז,рацахсын
1146,verstecken::V,החביא,æмбæхсын
1147,verstecken::V,החביא,нымæхсын
1148,teilen::V,חלק,уарын
1149,schicken::V,שלח,ӕрвитын
1150,bringen::V,הביא,æрхæссын
1151,bringen::V,הביא,æрбахæссын
1152,hinzufügen::V,הוסיף,ӕфтауын
1153,bekommen::V,תפס,ссарын
1154,bekommen::V,תפס,сфæрæз кæнын
1155,bekommen::V,תפס,самал кæнын
1156,erhalten::V,קבל,райсын
1157,nehmen::V,אחז,райсын
1158,wählen::V,בחר,равзарын
1159,auswählen::V,בחר ב,авзарын
1160,bewahren::V,קים,бавæрын
1161,bewahren::V,קים,нывæрын
1162,behindern::V,מנע,цæлхдур æвæрын
1163,behindern::V,מנע,ныхдур æвæрын
1164,behindern::V,מנע,къуылымпы кæнын
1165,behindern::V,מנע,хъыг дарын
1166,verderben::V,מנע,фесафын
1167,beschädigen::V,הזיק,халын
1168,zerbrechen::V,נשבר,асӕттын
1169,zerreißen::V,קרע,аскъуынын
1170,zerstören::V,הרס,фехалын
1171,zerstören::V,השמיד,фехалын
1172,verbrennen::V,שרף,басудзын
1173,geben::V,נתן,дӕттын
1174,reichen::V,העביר,адæттын
1175,schenken::V,נתן במתנה,лæвар кæнын
1176,versprechen::V,הבטיח,дзырд раттын
1177,versprechen::V,הבטיח,зӕрдӕ бавӕрын
1178,wünschen::V,אחל,зæрдæ зæгъы
1179,loben::V,שבח,раппӕлын
1180,küssen::V,נשק,пъа кæнын
1181,küssen::V,נשק,ба кæнын
1182,wiegen::V,נדנד,узын
1183,zudecken::V,כסה,бамбӕрзын
1184,wecken::V,עורר,райхъал кӕнын
1185,zeigen::V,הראה,амонын
1186,führen::V,הביא,кӕнын
1187,führen::V,הביא,фæкæнын
1188,führen::V,הוביל,кӕнын
1189,führen::V,הוביל,фæкæнын
1190,lehren::V,למד,ахуыр кæнын
1191,unterrichten::V,למד,ахуыр кæнын
1192,aufziehen::V,רומם,хъомыл кӕнын
1193,leiten::V,נהל,разамынд дӕттын
1194,antreiben::V,המרץ,тагъд кæнын
1195,antreiben::V,המרץ,рог кæнын
1196,lassen::V,נתן,кæнын
1197,einladen::V,הזמין,ӕрхонын
1198,einladen::V,הזמין,ӕрбахонын
1199,vereinigen::V,אחד,баиу кӕнын
1200,vereinigen::V,לכד,баиу кӕнын
1201,besuchen::V,בקר,абæрæг кæнын
1202,besuchen::V,בקר,бабæрæг кæнын
1203,besuchen::V,בקר,бауайын
1204,treffen::V,פגש,фембæлын
1205,sich versammeln::V,התאסף,æрæмбырд уын
1206,spielen::V,שחק,хъазын
1207,singen::V,שר,зарын
1208,tanzen::V,רקד,кафын
1209,sich trennen::V,נפרד,фæйнæрдæм фæцæуын айхæлын
1210,verlassen::V,עזב,ныууадзын
1211,retten::V,הציל,фервӕзын кӕнын
1212,bewachen::V,שמר,хъахъхъӕнын
1213,schützen::V,אבטח,хъахъхъӕнын
1214,verteidigen::V,הגן,бахизын
1215,sich schlagen::V,התכתש,хыл кæнын
1216,schießen::V,ירה,ӕхсын
1217,siegen::V,גבר,басӕттын
1218,siegen::V,גבר,фӕуӕлахиз уӕвын
1219,siegen::V,נצח,басӕттын
1220,siegen::V,נצח,фӕуӕлахиз уӕвын
1221,ärgern::V,עצבן,мӕсты кӕнын
1222,schlagen::V,הכה,ныццæвын
1223,schlagen::V,הלקה,ныццæвын
1224,treten::V,בעט,
1225,stechen::V,דקר,фæрæхойын
1226,stoßen::V,דחק,риуыгъын
1227,stehlen::V,גנב,давын
1228,stören::V,קטע,хъыгдарын
1229,stören::V,הפריע,хъыгдарын
1230,belästigen::V,הציק,хъыгдарын
1231,belästigen::V,הטריד,хъыгдарын
1232,verbergen::V,הצניע,бамбӕхсын
1233,verbergen::V,הצניע,басусӕг кӕнын
1234,täuschen::V,שגע,фӕливын
1235,täuschen::V,שגע,асайын
1236,betrügen::V,הונה,асайын
1237,töten::V,הרג,амарын
1238,wohnen::V,גר,цӕрын
1239,arbeiten::V,עבד,кусын
1240,sammeln::V,אסף,æртонын
1241,pflücken::V,קטף,тонын
1242,jagen::V,צד,цуан кæнын
1243,fischen::V,דג,кæсаг ахсын æнгуырæй
1244,fischen::V,דג,æнгуыр дарын
1245,fassen::V,תפס,ӕрцахсын
1246,hüten::V,רעה,хизын
1247,treiben::V,הוציא,скъӕрын
1248,anbinden::V,קשר,бабæттын
1249,anbinden::V,קשר,æрбæттын
1250,füttern::V,הלעיט,холлаг дæттын
1251,füttern::V,הלעיט,холлаг æвæрын
1252,füttern::V,הלעיט,дарын
1253,melken::V,חלב,дуцын
1254,hacken::V,קצץ,кæрдын
1255,hacken::V,קצץ,лыгтæ кæнын
1256,gießen::V,השקה,бакалын
1257,reifen::V,בשל,срæгъæд уын
1258,reifen::V,בשל,сцæттæ уын
1259,zubereiten::V,הכין,сцӕттӕ кӕнын
1260,kochen::V,בשל,фыцын
1261,backen::V,אפה,фыцын
1262,braten::V,צלה,цурын
1263,braten::V,טגן,цурын
1264,umrühren::V,ערבב,ахæццæ кæнын
1265,umrühren::V,ערבב,азмæнтын
1266,umrühren::V,ערבב,астауын
1267,stricken::V,סרג,кæнын
1268,stricken::V,סרג,бийын
1269,nähen::V,תפר,хуыйын
1270,färben::V,צבע,ахорын
1271,reinigen::V,נקה,ссыгъдæг кæнын
1272,reinigen::V,נקה,ныссыгъдæг кæнын
1273,reinigen::V,נקה,ныссæрфын
1274,waschen::V,רחץ,ӕхсын
1275,waschen::V,כבס,ӕхсын
1276,abwischen::V,נגב,сӕрфын
1277,spülen::V,שטף,æнхъæвзын
1278,fegen::V,טאטא,мӕрзын
1279,kehren::V,טאטא,мӕрзын
1280,baden::V,טבל,хи найын
1281,baden::V,שחה,хи найын
1282,sich waschen::V,התרחץ,хи æхсын
1283,ausziehen::V,הוריד,ласын
1284,anziehen::V,לבש,скæнын
1285,sich anziehen::V,התלבש,дзаума скæнын
1286,sich anziehen::V,התלבש,дарæс скæнын
1287,kämmen::V,סרק,ныффасын
1288,kämmen::V,סרק,æрфасын
1289,schmücken::V,קשט,фӕлындын
1290,sagen::V,אמר,зæгъын
1291,sprechen::V,דבר,дзурын
1292,reden::V,דבר,ныхас кӕнын
1293,sich unterhalten::V,שוחח,ныхас кæнын
1294,fragen::V,שאל,фӕрсын
1295,bitten::V,בקש,курын
1296,erzählen::V,ספר,радзурын
1297,erzählen::V,ספר,ратаурæгъ кæнын
1298,mitteilen::V,מסר,фехъусын кæнын
1299,mitteilen::V,הודיע,фехъусын кæнын
1300,nennen::V,קרא בשם,хонын
1301,rufen::V,גיס,сидын
1302,rufen::V,הזמין לבוא,сидын
1303,prahlen::V,התרברב,ӕппӕлын
1304,übersetzen::V,תרגם,ратæлмац кæнын
1305,denken::V,חשב,ӕнхъӕлын
1306,denken::V,חשב,хъуыды кӕнын
1307,glauben::V,האמין,уырнын
1308,bemerken::V,הבחין,фенын
1309,erkennen::V,זהה,базонын
1310,begreifen::V,קלט,ӕмбарын
1311,begreifen::V,קלט,бамбарын
1312,begreifen::V,הבין,ӕмбарын
1313,begreifen::V,הבין,бамбарын
1314,verstehen::V,הבין,
1315,lernen::V,למד,ахуыр кӕнын
1316,wissen::V,ידע,зонын
1317,sich erinnern an::V,זכר,зæрдыл æрлæууын
1318,sich erinnern an::V,זכר,æрымысын
1319,sich erinnern an::V,זכר,æрбаймысын
1320,sich erinnern an::V,זכר,æрхъуыды кæнын
1321,vergessen::V,שכח,ферох кæнын
1322,vergessen::V,שכח,айрох кæнын
1323,messen::V,מדד,барын
1324,zählen::V,ספר,нымайын
1325,rechnen::V,חשב,хынцын
1326,lesen::V,קרא,кӕсын
1327,lesen::V,קרא,фӕрсын
1328,malen::V,ציר,ныв кӕнын
1329,zeichnen::V,שרטט,ныв кӕнын
1330,schreiben::V,כתב,фыссын
1331,besitzen::V,היה בעל של,хицау уын
1332,kaufen::V,קנה,балхӕнын
1333,kaufen::V,רכש,балхӕнын
1334,verkaufen::V,מכר,уӕй кӕнын
1335,bezahlen::V,שלם,бафидын
1336,zahlen::V,שלם,фидын
1337,beherrschen::V,שלט,æлдариуæг кæнын
1338,ertragen::V,סבל,бавзарын
