,Concept_ID,kn,eu
569,Schluss::N,ಮುಕ್ತಾಯ,bukaera
570,Zeit::N,ಕಾಲ,aldi
571,Zeit::N,ಕಾಲ,denbora
572,Tag::N,ದಿನ,egun
573,Morgen::N,ಮುಂಜಾನೆ,goiz
574,Mittag::N,ನಡುಹಗಲು,eguerdi
575,Abend::N,ಸಂಜೆ,arrats
576,Nacht::N,ರಾತ್ರಿ,gau
577,Woche::N,ವಾರ,aste
578,Monat::N,ತಿಂಗಳು,hil
579,Jahr::N,ಸಂವತ್ಸರ,urte
580,Frühling::N,ವಸಂತ,udalehen
581,Sommer::N,ಬಿಸಿಲುಕಾಲ,uda
582,Herbst::N,ಶರತ್ಕಾಲ,udazken
583,Herbst::N,ಶರತ್ಕಾಲ,neguantz
584,Winter::N,ಚಳಿಗಾಲ,negu
585,Januar::N,ನಾಲ್ಚಳಿ,urtarril
586,Februar::N,ಅಯ್ಚಳಿ,otsail
587,März::N,ಮೊಬ್ಬೇಸಿಗೆ,martxo
588,April::N,ಇಬ್ಬೇಸಿಗೆ,apiril
589,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maiatz
590,Juni::N,ಮೊಮ್ಮಳೆ,ekain
591,Juli::N,ಇಮ್ಮಳೆ,uztail
592,August::N,ಮುಮ್ಮಳೆ,abuztu
593,September::N,ನಾಲ್ಮಳೆ,irail
594,Oktober::N,ಮೊಚ್ಚಳಿ,urri
595,November::N,ಇಚ್ಚಳಿ,azaro
596,Dezember::N,ಮುಚ್ಚಳಿ,abendu
597,Montag::N,ಸೋಮುವಾರ,astelehen
598,Dienstag::N,ಮಂಗಳವಾರ,astearte
599,Mittwoch::N,ಬುಧವಾರ,asteazken
600,Donnerstag::N,ಗುರುವಾರ,ostegun
601,Freitag::N,ಶುಕ್ರವಾರ,ostiral
602,Samstag::N,ಶನಿವಾರ,larunbat
603,Sonntag::N,ಭಾನುವಾರ,igande
604,groß::A,ದೊಡ್ಡ,handi
605,klein::A,ಪುಟ್ಟ,txiki
606,lang::A,ದೀರ್ಘ,luze
607,kurz::A,ಚಕ್ಕ,labur
608,breit::A,ಅಗಲವಾದ,zabal
609,schmal::A,ಇಕ್ಕಟ್ಟಾದ,mehar
610,dicht::A,ದಟ್ಟ,sarri
611,dicht::A,ದಟ್ಟ,trinko
612,dick[Gegenstand]::A,ದಟ್ಟ,lodi
613,dünn::A,ತೆಳು,mehe
614,fein::A,ಕೋಮಲ,fin
615,fest::A,ಘನ,tinko
616,flach::A,ಚಪ್ಪಟೆ,lau
617,flach::A,ಚಪ್ಪಟೆ,ordoki
618,glatt::A,ನಯ,leun
619,hart::A,ಗಟ್ಟಿ,gogor
620,weich::A,ಮೃದುವಾದ,bigun
621,weich::A,ಮೃದುವಾದ,beratz
622,rund::A,ವರ್ತುಳ,biribil
623,spitz::A,ಮೊನಚಾದ,puntadun
624,scharf::A,ತೀಕ್ಷ್ಣ,zorrotz
625,stumpf::A,ಮೊಂಡು,kamuts
626,schwer::A,ಭಾರಿ,astun
627,schwer::A,ಭಾರಿ,pisutsu
628,schön::A,ಸುಂದರ,eder
629,heiß::A,ಬಿಸಿ,bero
630,heiß::A,ಬಿಸಿ,oso bero
631,warm::A,ಬಿಸಿ,bero
632,kalt::A,ತಣ್ಣನೆಯ,hotz
633,kühl::A,ತಂಪಾದ,hotzil
634,frisch::A,ನಿರ್ಮಲ,fresko
635,frisch::A,ನಿರ್ಮಲ,hozkirri
636,feucht::A,ಒದ್ದೆಯಾದ,heze
637,nass::A,ಒದ್ದೆಯಾದ,busti
638,trocken::A,ಶುಷ್ಕ,siku
639,trocken::A,ಶುಷ್ಕ,lehor
640,voll::A,ತುಂಬಿದ,bete
641,leer::A,ಖಾಲಿ,huts
642,offen::A,ಮುಚ್ಚಲ್ಲದ,ireki
643,geschlossen::A,ಮುಚ್ಚಿದ,itxita
644,sauber::A,ಶುದ್ಧ,xahu
645,sauber::A,ಶುದ್ಧ,garbi
646,schmutzig::A,ಅಶುದ್ಧ,lohi
647,schmutzig::A,ಅಶುದ್ಧ,zikin
648,roh::A,ಹಸಿ,gordin
649,reif::A,ಹಣ್ಣಾದ,umo
650,reif::A,ಹಣ್ಣಾದ,heldu
651,lecker::A,ಗುಚಿಕರ,goxo
652,süß::A,ಸಿಹಿ,goxo
653,bitter::A,ಕಹಿ,karmin
654,bitter::A,ಕಹಿ,garratz
655,sauer::A,ಹುಳಿಯಾದ,mingots
656,hell::A,ಹೊಳೆಯುವ,argi
657,dunkel::A,ಮಬ್ಬಾದ,ilun
658,schwarz::A,ಕಪ್ಪು,beltz
659,weiß::A,ಬಿಳಿಯ,zuri
660,rot::A,ಕೆಂಪು,gorri
661,gelb::A,ಹಳದಯ,hori
662,blau::A,ನೀಲ,urdin
663,grün::A,ಕಾಯಾದ,berde
664,grün::A,ಕಾಯಾದ,musker
665,grau::A,ಬೂದುಬಣ್ಣದ,urdin
666,grau::A,ಬೂದುಬಣ್ಣದ,urdinabar
667,bunt::A,ವರ್ಣರಂಜಿತ,koloretsu
668,billig::A,ಅಗ್ಗ,merke
669,teuer::A,ದುಬಾರಿಯಾದ,garesti
670,wertvoll::A,ಅಮೂಲ್ಯ,baliotsu
671,blind::A,ಅಂಧ,itsu
672,taub::A,ಕಿವುಡಾದ,gor
673,kräftig::A,ಪ್ರಬಲ,kementsu
674,stark::A,ಶಕ್ತಿವಂತ,bizkor
675,stark::A,ಶಕ್ತಿವಂತ,indartsu
676,schwach::A,ದುರ್ಬಲ,ahul
677,schwach::A,ದುರ್ಬಲ,indargabe
678,fett::A,ಕೊಬ್ಬಿದ,gizen
679,schlank::A,ತೆಳ್ಳಗಿನ,lerden
680,hübsch::A,ಅಂದವಾದ,polit
681,böse::A,ಕೆಟ್ಟ,tzar
682,böse::A,ಕೆಟ್ಟ,gaizto
683,dumm::A,ಮಂದ,lelo
684,dumm::A,ಮಂದ,pello
685,faul::A,ಆಲಸ,nagi
686,faul::A,ಆಲಸ,alfer
687,fleißig::A,ಕಡಗುವ,maratz
688,fleißig::A,ಕಡಗುವ,lanzale
689,geizig::A,ಜುಗ್ಗ,zeken
690,geizig::A,ಜುಗ್ಗ,zikoitz
691,klug::A,ಚತುರ,zuhur
692,geschickt::A,ದಕ್ಷ,trebe
693,geschickt::A,ದಕ್ಷ,antzetsu
694,lieb::A,ಪ್ರಿಯ,maite
695,lieb::A,ಪ್ರಿಯ,laztan
696,lustig::A,ಖುಷಿಯಾದ,alaitsu
697,sanft::A,ಸೌಮ್ಯ,eme
698,sanft::A,ಸೌಮ್ಯ,ezti
699,hungrig::A,ಹಸಿದ,gose
700,krank::A,ಅಸ್ವಸ್ಥ,eri
701,krank::A,ಅಸ್ವಸ್ಥ,gaixo
702,nackt::A,ನಗ್ನ,biluzi
703,traurig::A,ದುಃಖಿತ,itun
704,traurig::A,ದುಃಖಿತ,betilun
705,lebendig::A,ಜೀವಂತ,bizirik
706,gut::A,ಒಳ್ಳೆಯ,on
707,schlecht::A,ದುಷ್ಟ,txar
708,richtig::A,ಸರಿ,zuzen
709,schlimm::A,ಅಸಹ್ಯ,larri
710,wahr::A,ನಿಜ,egiazko
711,alt::A,ಮುದಿ,zahar
712,neu::A,ಹೊಸ,berri
713,ehemalig::A,ಮಾಜೀ,lehengo
714,alt[Lebewesen]::A,ವೃದ್ಧ,adindun
715,jung::A,ಎಳ,gazte
716,arm::A,ಬಡ,txiro
717,arm::A,ಬಡ,behartsu
718,reich::A,ಶ್ರೀಮಂತ,dirudun
719,bekannt::A,ಅಪ್ತ,ezagun
720,berühmt::A,ಪ್ರಸಿದ್ಧ,entzun
721,berühmt::A,ಪ್ರಸಿದ್ಧ,ospetsu
722,fremd::A,ಪರಕೀಯ,arrotz
723,verschieden::A,ಬೇರೆ,ezberdin
724,verschieden::A,ಬೇರೆ,desberdin
725,nah::A,ಹತ್ತಿರವಾದ,hurre
726,nah::A,ಹತ್ತಿರವಾದ,hurbil
727,fern::A,ದೂರದ,urrun
728,linker::A,ಎಡ,ezker
729,rechter::A,ಬಲ,eskuin
730,anderer::A,ಇತರ,beste
731,erster::A,ಪ್ರಥಮ,lehen
732,erster::A,ಪ್ರಥಮ,aurren
733,zweiter::A,ದ್ವಿತೀಯ,bigarren
734,dritter::A,ಮೂರನೆಯಜಗತ್ತು,hirugarren
735,letzter::A,ಅಂತ್ಯ,azken
736,letzter::A,ಅಂತ್ಯ,hondar
737,allein::ADV,ಒಬ್ಬನೇ,bakarrik
738,auf einmal::ADV,ಒಡನೆ,batera
739,zusammen::ADV,ಒಟ್ಟಿಗೆ,elkarrekin
740,lange::ADV,ದೀರ್ಘ,luzaro
741,plötzlich::ADV,ಅನಾಮತ್ತು,bat-batean
742,sofort::ADV,ಜಾಗ್ರತೆ,berehala
743,später::ADV,ತರುವಾಯ,gero
744,jetzt::ADV,ಈಗ,orain
745,heute::ADV,ಇಂದು,gaur
746,morgen::ADV,ನಾಳೆ,bihar
747,bald::ADV,ಬೇಗ,aurki
748,bald::ADV,ಬೇಗ,laster
749,dann::ADV,ಆಗ,ondoren
750,gestern::ADV,ನಿನ್ನೆ,atzo
751,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,antzina
752,damals::ADV,ಆಗ,orduan
753,danach::ADV,ಆಮೇಲೆ,gerora
754,danach::ADV,ಆಮೇಲೆ,ondoren
755,vorher::ADV,ಮುಂಚೆ,lehenago
756,zuerst::ADV,ಮೊದಲಿಗೆ,aurrena
757,zuerst::ADV,ಮೊದಲಿಗೆ,lehenbizi
758,einmal::ADV,ಒಮ್ಮೆ,behin
759,einmal::ADV,ಒಮ್ಮೆ,aldi bat
760,manchmal::ADV,ಆಗಾಗ,batzuetan
761,manchmal::ADV,ಆಗಾಗ,zenbaitetan
762,oft::ADV,ಅನೇಕಸಲ,maiz
763,oft::ADV,ಅನೇಕಸಲ,askotan
764,immer::ADV,ಯಾವಾಗಲೂ,beti
765,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,inoiz ez
766,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,sekula ez
767,hier::ADV,ಇಲ್ಲಿ,hemen
768,hierhin::ADV,ಇತ್ತ,hona
769,von hier::ADV,ಇಲ್ಲಿಂದ,hemendik
770,von hier::ADV,ಇಲ್ಲಿಂದ,honetatik
771,dort::ADV,ಅಲ್ಲಿ,han
772,dorthin::ADV,ಅಲ್ಲಿಗೆ,hara
773,geradeaus::ADV,ಸೀದಾ,artez
774,vorwärts::ADV,ಮುನ್ನೆಡೆವ,aurrera
775,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,atzera
776,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,atzerantz
777,zurück::ADV,ಹಿಂದಕ್ಕೆ,atzera
778,unten::ADV,ಕೆಳಗೆ,behean
779,hinab::ADV,ಕೆಳಕ್ಕೆ,behera
780,hinab::ADV,ಕೆಳಕ್ಕೆ,beherantz
781,oben::ADV,ಮೇಲೆ,goian
782,hinauf::ADV,ಮೇಲಕ್ಕೆ,gora
783,hinauf::ADV,ಮೇಲಕ್ಕೆ,gorantz
784,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,edonon
785,nicht::ADV,ಇಲ್ಲ,ez
786,nicht::ADV,ಅಲ್ಲ,ez
787,ein wenig::ADV,ತುಸು,apur bat
788,ein wenig::ADV,ತುಸು,pixka bat
789,kaum::ADV,ಕಠಿನವಾಗಿ,ozta
790,kaum::ADV,ಕಠಿನವಾಗಿ,nekez
791,sehr::ADV,ಬಹು,oso
792,so::ADV,ಅಷ್ಟು,hala
793,so::ADV,ಅಷ್ಟು,honela
794,noch::ADV,ಇನ್ನು,oraindik
795,nur::ADV,ಕೇವಲ,bakarrik
796,schon::ADV,ಆಗಲೇ,ja
797,schon::ADV,ಆಗಲೇ,jada
798,wieder::ADV,ಪುನಃ,berriro
799,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,alferrik
800,vor::PRP,ಮುಂದೆ,aurrean
801,hinter::PRP,ಹಿಂದ,ostean
802,hinter::PRP,ಹಿಂದ,gibelean
803,unter::PRP,ಕೆಳ,pean
804,unter::PRP,ಕೆಳ,azpian
805,durch::PRP,ನೇರವಾಗಿ,zehar
806,neben::PRP,ಅಧರ ಬಲಿಕ,ondoan
807,neben::PRP,ಅಧರ ಬಲಿಕ,aldamenean
808,zwischen::PRP,ನಡುವೆ,artean
809,wegen::PRP,ಅಧಕ್ಕಗಿ,-gatik
810,dies::PRN,ಈ,hau
811,das::PRN,ಅದು,hura
812,alles::PRN,ಎಲ್ಲ,dena
813,ich::PRN,ನಾನು,ni
814,du::PRN,ನೀನು,zu
815,er::PRN,ಅವನು,bera
816,er::PRN,ಇವನು,bera
817,wir::PRN,ನಾವು,gu
818,ihr::PRN,ನೀವು,zuek
819,sie::PRN,ಅವರು,berak
820,was::FPRN,ಏನು,zer
821,wer::FPRN,ಯಾರಿಗೆ,nor
822,wo::FADV,ಎಲ್ಲಿ,non
823,wohin::FADV,ಎಲ್ಲಿಗೆ,nora
824,wie::FADV,ಹೇಗೆ,nola
825,wie::FADV,ಹೇಗೆ,zelan
826,warum::FADV,ಏಕೆ,zeren
827,warum::FADV,ಏಕೆ,zergatik
828,wieviel::FNUM,ಎಷ್ಟು,zenbat
829,eins::NUM,ಒಂದು,bat
830,zwei::NUM,ಎರಡು,bi
831,zwei::NUM,ಎರಡು,biga
832,drei::NUM,ಮೂರು,hiru
833,vier::NUM,ನಾಲ್ಕು,lau
834,fünf::NUM,ಅಯ್ದು,bost
835,sechs::NUM,ಆರು,sei
836,sieben::NUM,ಏಳು,zazpi
837,acht::NUM,ಎಂಟು,zortzi
838,neun::NUM,ಒಂಭಬತ್ತು,bederatzi
839,zehn::NUM,ಹತ್ತು,hamar
840,elf::NUM,ಹನ್ನೊಂದು,hamaika
841,zwölf::NUM,ಹನ್ನೆರಡು,hamabi
842,zwanzig::NUM,ಇಪ್ಪತ್ತು,hogei
843,dreißig::NUM,ಮೂವತ್ತು,hogeita hamar
844,vierzig::NUM,ನಲವತ್ತು,berrogei
845,fünfzig::NUM,ಐವತ್ತು,berrogeita hamar
846,sechzig::NUM,ಅರುವತ್ತು,hirurogei
847,siebzig::NUM,ಎಪ್ಪತ್ತು,hirurogeita hamar
848,achtzig::NUM,ಎಂಬತ್ತು,laurogei
849,neunzig::NUM,ತೊಂಬತ್ತು,laurogeita hamar
850,hundert::NUM,ನೂರು,ehun
851,tausend::NUM,ಸಾವಿರ,mila
852,und::CNJ,ಮತ್ತು,eta
853,oder::CNJ,ಅಥವಾ,edo
854,stehen::V,ನಿಲ್ಲು,zutik egon
855,sitzen::V,ಕುಳ್ಳಿರು,eserita egon
856,liegen::V,ಮಲಗಿಕೊ,etzan
857,hängen::V,ಇಳಿಯಬಿಡು,eskegita egon
858,hängen::V,ಇಳಿಯಬಿಡು,zintzilik egon
859,werden::V,ಆಗು,bihurtu
860,werden::V,ಆಗು,bilakatu
861,passieren::V,ಆಗು,pasatu
862,passieren::V,ಆಗು,gertatu
863,beginnen::V,ಆರಂಭಿಸು,hasi
864,enden::V,ಕೊನೆಗಾಣು,bukatu
865,wechseln::V,ಮಾರ್ಪಡಿಸು,aldatu
866,aufgehen[Sonne]::V,ಮೂಡು,ilki
867,aufgehen[Sonne]::V,ಮೂಡು,sortu
868,untergehen[Sonne]::V,ಮುಳುಗು,sartu
869,scheinen[Sonne]::V,ಹೊಳೆ,eguzkia egon
870,donnern::V,ಗುಡುಗಾಗು,trumoia jo
871,wehen::V,ತೀಡು,haizea ibili
872,strömen::V,ಹರಿ,zorrotadaka isuri
873,fließen::V,ಹರಿ,isuri
874,sich drehen::V,ಸುತ್ತು,biratu
875,schwanken::V,ಓಲಾಡು,zabuka ibili
876,schwingen::V,ತೂಗು,kulunkatu
877,fallen::V,ಉದುರು,erori
878,brennen::V,ಉರಿ,sutan egon
879,rauchen::V,ಹೊಗೆಬಿಡು,kea bota
880,regnen::V,ಸುರಿ,euria ari izan
881,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,izoztu
882,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,hormatu
883,tauen::V,ಬೆಚ್ಚಗಾಗು,gesaldu
884,schmelzen::V,ಕರಗು,urtu
885,trocknen::V,ಒಣಗು,idortu
886,trocknen::V,ಒಣಗು,lehortu
887,sieden::V,ಕುದಿ,irakin
888,faulen::V,ಕೊಳೆ,hirotu
889,faulen::V,ಕೊಳೆ,usteldu
890,verfaulen::V,ನಶಿಸು,hirotu
891,verfaulen::V,ನಶಿಸು,usteldu
892,reißen::V,ಒಡೆ,eten
893,reißen::V,ಒಡೆ,tarrat egin
894,versinken::V,ಮುಳುಗು,urperatu
895,vergehen::V,ಸಾಗು,iragan
896,erscheinen::V,ತೋರು,agertu
897,verschwinden::V,ಮಾಯವಾಗು,desagertu
898,sinken::V,ಕುಸಿ,beheititu
899,abnehmen::V,ತಗ್ಗು,gutxitu
900,abnehmen::V,ತಗ್ಗು,beheratu
901,zunehmen::V,ಬೆಳೆ,gora egin
902,steigen::V,ಉಬ್ಬು,igo
903,wachsen::V,ಬೆಳೆ,hazi
904,glänzen::V,ಮಿರುಗು,distiratu
905,funkeln::V,ಮಿನುಗು,izarniatu
906,lärmen::V,ಶಬ್ದ ಮಾಡಲು,zarata atera
907,läuten::V,ಬಾರಿಸು,jo
908,läuten::V,ಬಾರಿಸು,hots egin
909,klingeln::V,ಅನುರಣಿಸು,txirrina jo
910,klirren::V,ಕಿಣಿಕಿಣಿಸು,tintin egin
911,brausen::V,ಅಬ್ಬರಿಸು,marru egin
912,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,fir-fir egin
913,klingen::V,ಉಸಿರು,soinu egin
914,bellen::V,ಬಗುಳು,zaunkatu
915,heulen::V,ಅರಚು,ulu egin
916,heulen::V,ಅರಚು,uhuri egin
917,blasen::V,ಗಾಳಿ ಊದು,ufa egin
918,blasen::V,ಗಾಳಿ ಊದು,putz egin
919,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,txistu egin
920,schreien::V,ಕರೆ,oihu egin
921,schreien::V,ಕರೆ,garrasi egin
922,stöhnen::V,ನರಳು,intziri egin
923,zittern::V,ನಡುಗು,ikara egin
924,zittern::V,ನಡುಗು,dar-dar egin
925,leben::V,ಇರು,bizi izan
926,geboren werden::V,ಉಂಟಾಗು,jaio
927,atmen::V,ಉಸಿರು,hats egin
928,atmen::V,ಉಸಿರು,arnasa egin
929,trinken::V,ಕುಡಿ,edan
930,essen::V,ತಿನ್ನು,jan
931,schlucken::V,ನುಂಗು,irentsi
932,müde werden::V,ಬಳಲು,unatu
933,müde werden::V,ಬಳಲು,nekatu
934,einschlafen::V,ನಿದ್ಧೆಹೋಗು,lokartu
935,schlafen::V,ನಿದ್ರಿಸು,lo egin
936,aufwachen::V,ಏಳು,esnatu
937,aufwachen::V,ಏಳು,atzarri
938,aufstehen::V,ಏಳು,jaiki
939,sich erholen::V,ಸುಧಾರಿಸು,atseden egin
940,krank werden::V,ಬೇನೆಬೀಳು,gaixotu
941,krank sein::V,ಕೆಟ್ಟ ಎಂದು,eri izan
942,krank sein::V,ಕೆಟ್ಟ ಎಂದು,gaixo izan
943,schmerzen::V,ಕಚ್ಚು,min egin
944,husten::V,ಕೆಮ್ಮು,eztul egin
945,genesen::V,ಮತ್ತೆಹೊದಿಸು,osatu
946,sterben::V,ಮೃತಪಡು,hil
947,sterben::V,ಮೃತಪಡು,zendu
948,umkommen::V,ಹಾಳಾಗು,istripuz hil
949,sich bewegen::V,ಚಲಿಸು,higitu
950,sich rühren::V,ಕದಲು,zirkin egin
951,sich erheben::V,ಏಳು,zutitu
952,sich erheben::V,ಏಳು,altxatu
953,sich setzen::V,ಕೂರು,eseri
954,sich setzen::V,ಕೂರು,jesarri
955,hinfallen::V,ಬೀಳು,erori
956,laufen::V,ನಡೆ,ibili
957,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,oinkatu
958,spazierengehen::V,ವಿಹರಿಸು,paseatu
959,spazierengehen::V,ವಿಹರಿಸು,ostera bat egin
960,eilen::V,ಮುನ್ನುಗ್ಗು,lasterkatu
961,sich beeilen::V,ಆತುರಪಡು,lehiatu
962,sausen::V,ಒಗೆ,ziztu bizian joan
963,rennen::V,ಓಡು,lasterka egin
964,springen::V,ಜಿಗಿ,jauzi egin
965,klettern::V,ಏರು,igo
966,schaukeln::V,ತೂಗು,zabu egin
967,schaukeln::V,ತೂಗು,zanbulu egin
968,kriechen::V,ತೆವಳು,narras egin
969,schwimmen::V,ಈಜು,igerikatu
970,schwimmen::V,ಈಜು,igeri egin
971,tauchen::V,ಕೆಳಗಿಳಿ,murgildu
972,tauchen::V,ಕೆಳಗಿಳಿ,pulunpatu
973,rudern::V,ಸಾಗಿಸು,bogatu
974,rudern::V,ಸಾಗಿಸು,arraun egin
975,fahren::V,ನಡೆಸು,joan
976,fliegen::V,ಹಾರು,hegaldatu
977,fliegen::V,ಹಾರು,hegan egin
978,gehen::V,ಹೋಗು,joan
979,weggehen::V,ಹೊರಡು,alde egin
980,abfahren::V,ತೆರಳು,abiatu
981,anhalten::V,ನಿಲ್ಲು,geratu
982,anhalten::V,ನಿಲ್ಲು,gelditu
983,hineingehen::V,ಒಳಹೊಗು,sartu
984,eintreten::V,ಒಳಹೊಗು,sartu
985,kommen::V,ಬರು,etorri
986,ankommen::V,ಬರು,heldu
987,ankommen::V,ಬರು,iritsi
988,zurückkommen::V,ಹಿಂದಿರುಗು,itzuli
989,bleiben::V,ಇರು,gelditu
990,warten::V,ಇರು,itxaron
991,warten::V,ಇರು,zain egon
992,erwarten::V,ನಿರೀಕ್ಷಿಸು,iguriki
993,suchen::V,ಹುಡುಕು,bilatu
994,finden::V,ಕಂಡುಕೊ,idoro
995,finden::V,ಕಂಡುಕೊ,aurkitu
996,versuchen::V,ಪ್ರಯತ್ನಿಸು,saiatu
997,versuchen::V,ಪ್ರಯತ್ನಿಸು,ahalegindu
998,vorbereiten::V,ಸಿದ್ಧವಾಗು,gertatu
999,lieben::V,ಪ್ರೀತಿಸು,maitatu
1000,lieben::V,ಪ್ರೀತಿಸು,maite izan
1001,mögen::V,ಇಷ್ಟಪಡು,laket izan
1002,mögen::V,ಇಷ್ಟಪಡು,atsegin izan
1003,lachen::V,ನಗು,irri egin
1004,lachen::V,ನಗು,barre egin
1005,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,hunkitu
1006,weinen::V,ಅಳು,negar egin
1007,schimpfen::V,ಗೊಣಗು,erneguka ari izan
1008,sich ärgern::V,ಗಣಗಾಡು,ernegatu
1009,sich ärgern::V,ಗಣಗಾಡು,haserretu
1010,sich fürchten::V,ನಡುಗು,beldur izan
1011,fürchten::V,ಹೆದರು,beldur izan
1012,fliehen::V,ಓಡಿಹೋಗು,ihes egin
1013,flüchten::V,ಪಾರಾಗು,ihes egin
1014,sehen::V,ಕಾಣು,ikusi
1015,anschauen::V,ನೋಡು,begietsi
1016,ansehen::V,ನಿರೀಕ್ಷಿಸು,begiratu
1017,hören::V,ಕೇಳು,aditu
1018,zuhören::V,ಆಲಿಸು,entzun
1019,probieren::V,ರುಚಿ ನೋಡು,dastatu
1020,riechen::V,ಮೂಸು,usnatu
1021,riechen::V,ಮೂಸು,usaindu
1022,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,sentitu
1023,scheinen::V,ತೋರು,iruditu
1024,scheinen::V,ತೋರು,begitandu
1025,zu sehen sein::V,ಕಾಣಿಸು,azaldu
1026,vernehmen::V,ಕೇಳು,aditu
1027,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,hotz izan
1028,tun::V,ಮಾಡು,egin
1029,können::V,ಮಾಡಬಲ್ಲ,ahal izan
1030,wollen::V,ಬಯಸು,nahi izan
1031,anfangen::V,ಪ್ರಾರಂಭಿಸು,hasi
1032,beenden::V,ನಿಲ್ಲಿಸು,bukatu
1033,aufhören::V,ಮುಗಿಸು,utzi
1034,gelingen::V,ಯಶಸ್ವಿಯಾಗು,lortu
1035,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,heldu
1036,öffnen::V,ತೆರೆ,ireki
1037,öffnen::V,ತೆರೆ,zabaldu
1038,schließen::V,ಮುಚ್ಚು,itxi
1039,stellen::V,ಇಕ್ಕು,ipini
1040,setzen::V,ಇಡು,jesarri
1041,legen::V,ಇಡು,jarri
1042,berühren::V,ತಾಕು,ukitu
1043,verbinden::V,ಕೂಡಿಸು,uztartu
1044,bedecken::V,ಮುಚ್ಚು,estali
1045,aufhängen::V,ತೂಗುಹಾಕು,eseki
1046,aufhängen::V,ತೂಗುಹಾಕು,eskegi
1047,anzünden::V,ಹತ್ತಿಸು,piztu
1048,aufheben::V,ಆಯಿ,jaso
1049,zurücklassen::V,ಬಿಡು,atzean utzi
1050,verlieren::V,ಕಳೆ,galdu
1051,fallen lassen::V,ಬೀಳಿಸು,erortzen utzi
1052,machen::V,ಮಾಡು,egin
1053,herstellen::V,ತಯಾರಿಸು,ekoiztu
1054,bauen::V,ಕಟ್ಟು,eraiki
1055,reparieren::V,ಸರಿಪಡಿಸು,konpondu
1056,verbessern::V,ತಿದ್ದು,hobetu
1057,ändern::V,ಬದಲಾಯಿಸು,mudatu
1058,graben::V,ಅಗೆ,aitzurtu
1059,beugen::V,ಬಗ್ಗಿಸು,makurtu
1060,biegen::V,ಬಗ್ಗಿಸು,malgutu
1061,biegen::V,ಬಗ್ಗಿಸು,makolatu
1062,drehen::V,ತಿರುಗು,jiratu
1063,wenden::V,ತಿರುಗು,bihurtu
1064,umdrehen::V,ತಿರುಗಿಸು,biratu
1065,umdrehen::V,ತಿರುಗಿಸು,alderantzikatu
1066,heben::V,ಎತ್ತು,jaso
1067,heben::V,ಎತ್ತು,goratu
1068,hochheben::V,ಎತ್ತು,goratu
1069,hochheben::V,ಎತ್ತು,altxatu
1070,ergreifen::V,ಆಕ್ರಮಿಸು,oratu
1071,halten::V,ಹಿಡಿ,eutsi
1072,drücken::V,ಒತ್ತು,sakatu
1073,schieben::V,ನೂಕು,bultzatu
1074,kratzen::V,ತರಚಿಕೊಳ್ಳು,hatz egin
1075,kratzen::V,ತರಚಿಕೊಳ್ಳು,hazka egin
1076,lecken::V,ನೆಕ್ಕು,miaztu
1077,lecken::V,ನೆಕ್ಕು,lamikatu
1078,beißen::V,ಕಚ್ಚು,hozka egin
1079,beißen::V,ಕಚ್ಚು,ausiki egin
1080,abreißen::V,ಹರಿ,kendu
1081,abschneiden::V,ಕತ್ತರಿಸು,moztu
1082,abschneiden::V,ಕತ್ತರಿಸು,pikatu
1083,binden::V,ಕಟ್ಟು,lotu
1084,binden::V,ಕಟ್ಟು,estekatu
1085,stecken::V,ಸಿಕ್ಕಿಸು,sartu
1086,brechen::V,ಮುರಿ,apurtu
1087,klopfen::V,ತಟ್ಟು,jo
1088,hauen::V,ಹೊಡೆ,jo
1089,kleben::V,ಅಂಟಿಸು,itsatsi
1090,reiben::V,ಉಜ್ಜು,igurtzi
1091,streichen::V,ಹರಡು,igurtzi
1092,schleifen::V,ಮಸೆ,zorroztu
1093,schneiden::V,ಕತ್ತರಿಸು,moztu
1094,rütteln::V,ಕುಲುಕಿಸು,astindu
1095,rütteln::V,ಕುಲುಕಿಸು,inarrosi
1096,schütteln::V,ಅಲುಗಿಸು,astindu
1097,schütteln::V,ಅಲುಗಿಸು,inarrosi
1098,schwenken::V,ತೂಗಾಡು,zabukatu
1099,schütten::V,ಎರೆ,isuri
1100,füllen::V,ತುಂಬಿಸು,bete
1101,einwickeln::V,ಹೊದಿಸು,bildu
1102,tragen::V,ಹೊರು,eroan
