,Concept_ID,sv,et
857,beginnen::V,börja,algama
858,beginnen::V,börja,hakkama
859,enden::V,ända,lõppema
860,wechseln::V,växla,vahelduma
861,aufgehen[Sonne]::V,gå upp,tõusma
862,untergehen[Sonne]::V,gå ned,loojuma
863,scheinen[Sonne]::V,skina,paistma
864,donnern::V,dundra,kõmisema
865,wehen::V,blåsa,puhuma
866,strömen::V,forsa,voolama
867,strömen::V,strömma,voolama
868,fließen::V,flyta,voolama
869,sich drehen::V,snurra,pöörduma
870,schwanken::V,vackla,kõikuma
871,schwingen::V,svinga,võnkuma
872,fallen::V,falla,langema
873,brennen::V,brinna,põlema
874,rauchen::V,ryka,suitsema
875,regnen::V,regna,sadama
876,gefrieren::V,frysa,kinni külmuma
877,tauen::V,töa,sulama
878,schmelzen::V,smälta,sulama
879,trocknen::V,torka,kuivama
880,sieden::V,koka,keema
881,sieden::V,sjuda,keema
882,faulen::V,ruttna,mädanema
883,verfaulen::V,ruttna,mädanema
884,reißen::V,brista,rebenema
885,versinken::V,sjunka,uppuma
886,vergehen::V,förgå,mööduma
887,erscheinen::V,synas,ilmuma
888,erscheinen::V,visa sig,ilmuma
889,verschwinden::V,försvinna,kaduma
890,sinken::V,sjunka,vajuma
891,sinken::V,sjunka,langema
892,abnehmen::V,avta,vähenema
893,abnehmen::V,avta,kahenema
894,abnehmen::V,minskas,vähenema
895,abnehmen::V,minskas,kahenema
896,zunehmen::V,tilltaga,kasvama
897,steigen::V,stiga,tõusma
898,steigen::V,stiga,üles minema
899,wachsen::V,växa,kasvama
900,glänzen::V,glimma,läikimä
901,funkeln::V,tindra,sädelema
902,funkeln::V,gnistra,sädelema
903,lärmen::V,bråka,lärmama
904,lärmen::V,väsnas,lärmama
905,läuten::V,ringa,helisema
906,klingeln::V,ringa,helisema
907,klirren::V,klirra,kõlisema
908,brausen::V,brusa,kohisema
909,rauschen::V,susa,kohisema
910,klingen::V,låta,kõlama
911,klingen::V,klinga,kõlama
912,bellen::V,skälla,haukuma
913,heulen::V,yla,uluma
914,heulen::V,tjuta,uluma
915,blasen::V,blåsa,puhuma
916,pfeifen::V,vissla,vilistama
917,schreien::V,skrika,karjuma
918,stöhnen::V,stöna,oigama
919,zittern::V,darra,värisema
920,zittern::V,skälva,värisema
921,leben::V,leva,elama
922,leben::V,leva,elus olema
923,geboren werden::V,födas,sündima
924,atmen::V,andas,hingama
925,trinken::V,dricka,jooma
926,essen::V,äta,sööma
927,schlucken::V,svälja,neelama
928,müde werden::V,tröttna,väsima
929,einschlafen::V,somna,uinuma
930,schlafen::V,sova,magama
931,aufwachen::V,vakna,ärkama
932,aufstehen::V,stiga upp,ärkama
933,aufstehen::V,stiga upp,üles tõusma
934,sich erholen::V,repa sig,puhkama
935,sich erholen::V,hämta sig,puhkama
936,krank werden::V,insjukna,haigestuma
937,krank werden::V,insjukna,haigeks jääma
938,krank sein::V,vara sjuk,haige olema
939,schmerzen::V,smärta,valutama
940,schmerzen::V,göra ont,valutama
941,husten::V,hosta,köhima
942,genesen::V,tillfriskna,toibuma
943,sterben::V,dö,surema
944,umkommen::V,omkomma,surma saama
945,sich bewegen::V,röra sig,liikuma
946,sich rühren::V,röra på sig,liikuma
947,sich erheben::V,resa sig,kerkima
948,sich setzen::V,sätta sig,istet võtma
949,hinfallen::V,falla omkull,kukkuma
950,hinfallen::V,falla omkull,maha kukkuma
951,laufen::V,löpa,kõndima
952,schreiten::V,skrida,astuma
953,spazierengehen::V,promenera,jalutama
954,eilen::V,ila,ruttama
955,eilen::V,ila,kiirustama
956,sich beeilen::V,skynda sig,ruttama
957,sich beeilen::V,skynda sig,kiirustama
958,sausen::V,susa,kihutama
959,sausen::V,susa,tormama
960,rennen::V,löpa,jooksma
961,rennen::V,löpa,kihutama
962,rennen::V,springa,jooksma
963,rennen::V,springa,kihutama
964,springen::V,hoppa,hüppama
965,klettern::V,klättra,ronima
966,schaukeln::V,gunga,kiikuma
967,kriechen::V,kräla,roomama
968,schwimmen::V,simma,ujuma
969,tauchen::V,dyka,sukelduma
970,rudern::V,ro,sõudma
971,fahren::V,köra,sõitma
972,fliegen::V,flyga,lendama
973,gehen::V,gå,käima
974,gehen::V,gå,minema
975,weggehen::V,gå bort,ära minema
976,weggehen::V,gå bort,välja minema
977,abfahren::V,resa,väljuma
978,abfahren::V,resa,ära sõitma
979,abfahren::V,avresa,väljuma
980,abfahren::V,avresa,ära sõitma
981,anhalten::V,stanna,peatuma
982,hineingehen::V,gå in,sisenema
983,hineingehen::V,gå in,sisse minema
984,eintreten::V,träda in,sisenema
985,eintreten::V,träda in,sisse astuma
986,kommen::V,komma,tulema
987,ankommen::V,ankomma,saabuma
988,zurückkommen::V,återkomma,tagasi tulema
989,bleiben::V,bli,jääma
990,bleiben::V,förbli,jääma
991,warten::V,vänta,ootama
992,erwarten::V,vänta,ootama
993,erwarten::V,vänta,lootma
994,suchen::V,leta,otsima
995,finden::V,finna,leidma
996,versuchen::V,försöka,püüdma
997,versuchen::V,försöka,üritama
998,versuchen::V,försöka,katsetama
999,vorbereiten::V,förbereda,valmistama
1000,lieben::V,älska,armastama
1001,mögen::V,tycka om,sallima
1002,mögen::V,tycka om,meeldima
1003,lachen::V,skratta,naerma
1004,rühren::V,röra,liigutama
1005,rühren::V,röra,heldima panema
1006,weinen::V,gråta,nutma
1007,schimpfen::V,skälla,sõimama
1008,sich ärgern::V,förargas,ärrituma
1009,sich ärgern::V,förargas,vihastuma
1010,sich fürchten::V,vara rädd,kartma
1011,sich fürchten::V,vara rädd,hirmu tundma
1012,fürchten::V,frukta,kartma
1013,fliehen::V,fly,põgenema
1014,fliehen::V,rymma,põgenema
1015,flüchten::V,fly,põgenema
1016,sehen::V,se,nägema
1017,anschauen::V,se på,vaatama
1018,anschauen::V,betrakta,vaatama
1019,ansehen::V,åse,vaatama
1020,hören::V,höra,kuulma
1021,zuhören::V,höra på,kuulama
1022,zuhören::V,lyssna till,kuulama
1023,probieren::V,smaka,proovima
1024,probieren::V,smaka på,proovima
1025,riechen::V,lukta,nuusutama
1026,fühlen::V,känna,tundma
1027,scheinen::V,verka,näida
1028,scheinen::V,verka,ilmuda
1029,scheinen::V,tyckas,näida
1030,scheinen::V,tyckas,ilmuda
1031,zu sehen sein::V,synas,ilmuma
1032,zu sehen sein::V,kunna ses,ilmuma
1033,vernehmen::V,få veta,üle kuulama
1034,vernehmen::V,förnimma,üle kuulama
1035,frieren::V,frysa,külmetada
1036,tun::V,göra,tegema
1037,können::V,kunna,võima
1038,können::V,kunna,oskama
1039,wollen::V,vilja,tahtma
1040,anfangen::V,börja,hakkama
1041,anfangen::V,börja,alustama
1042,beenden::V,avsluta,lõpetama
1043,aufhören::V,sluta,lakkama
1044,aufhören::V,upphöra,lakkama
1045,gelingen::V,lyckas,õnnestuma
1046,geraten::V,bli,jõudma
1047,öffnen::V,öppna,avama
1048,schließen::V,låsa,sulgema
1049,schließen::V,stänga,sulgema
1050,stellen::V,ställa,panema
1051,stellen::V,ställa,asetama
1052,setzen::V,sätta,panema
1053,legen::V,lägga,panema
1054,legen::V,lägga,asetama
1055,berühren::V,beröra,riivama
1056,berühren::V,beröra,puudutama
1057,verbinden::V,förbinda,ühendama
1058,bedecken::V,täcka,katma
1059,bedecken::V,betäcka,katma
1060,aufhängen::V,hänga,riputama
1061,aufhängen::V,hänga upp,riputama
1062,anzünden::V,tända,süütama
1063,anzünden::V,antända,süütama
1064,anzünden::V,tända på,süütama
1065,aufheben::V,lyfta,üles tõstma
1066,zurücklassen::V,lämna,jätma
1067,zurücklassen::V,efterlämna,jätma
1068,verlieren::V,mista,kaotama
1069,verlieren::V,förlora,kaotama
1070,fallen lassen::V,tappa,maha pillama
1071,fallen lassen::V,tappa,kukkuda laskma
1072,fallen lassen::V,släppa,maha pillama
1073,fallen lassen::V,släppa,kukkuda laskma
1074,machen::V,göra,tegema
1075,herstellen::V,tillverka,valmistama
1076,herstellen::V,framställa,valmistama
1077,bauen::V,bygga,ehitama
1078,reparieren::V,reparera,parandama
1079,verbessern::V,rätta,parandama
1080,verbessern::V,förbättra,parandama
1081,ändern::V,ändra,muutma
1082,ändern::V,ändra,ümber tegema
1083,ändern::V,förändra,muutma
1084,ändern::V,förändra,ümber tegema
1085,graben::V,gräva,kaevama
1086,beugen::V,böja,painutama
1087,biegen::V,böja,painutama
1088,biegen::V,kröka,painutama
1089,drehen::V,vrida,keerama
1090,wenden::V,vända,ümber pöörama
1091,umdrehen::V,vrida om,ümber keerama
1092,heben::V,häva,tõstma
1093,hochheben::V,lyfta,üles tõstma
1094,hochheben::V,lyfta,kõrgele tõstma
1095,ergreifen::V,gripa,haarama
1096,halten::V,hålla,hoidma
1097,drücken::V,trycka,pigistama
1098,schieben::V,skjuta,lükkama
1099,kratzen::V,riva,kraapima
1100,kratzen::V,skrapa,kraapima
1101,lecken::V,slicka,lakkuma
1102,beißen::V,bita,purema
1103,beißen::V,bita,hammustama
1104,abreißen::V,slita_av,rebima
1105,abreißen::V,slita_av,ära rebima
1106,abreißen::V,riva_av,rebima
1107,abreißen::V,riva_av,ära rebima
1108,abschneiden::V,skära av,ära lõikama
1109,binden::V,binda,siduma
1110,stecken::V,sticka,pistma
1111,brechen::V,bryta,murdma
1112,brechen::V,brista,murdma
1113,klopfen::V,banka,koputama
1114,klopfen::V,klappa,koputama
1115,hauen::V,hugga,lööma
1116,kleben::V,klistra,kleepima
1117,reiben::V,gnida,hõõruma
1118,streichen::V,smörja,silitama
1119,schleifen::V,slipa,lihvima
1120,schleifen::V,slipa,teritama
1121,schneiden::V,skära,lõikama
1122,schneiden::V,klippa,lõikama
1123,rütteln::V,skaka,raputama
1124,schütteln::V,rista,raputama
1125,schütteln::V,rista,loksutama
1126,schwenken::V,svänga,vehkima
1127,schwenken::V,svänga,lehvitama
1128,schütten::V,hälla,kallama
1129,füllen::V,fylla,täitma
1130,einwickeln::V,slå in,sisse mähkima
1131,einwickeln::V,veckla in,sisse mähkima
1132,tragen::V,bära,kandma
1133,schleppen::V,släpa,tassima
1134,schleppen::V,släpa,lohistama
1135,ziehen::V,dra,vedama
1136,ziehen::V,dra,tõmbama
1137,aufbewahren::V,förvara,säilitama
1138,aufbewahren::V,förvara,alal hoidma
1139,aufbewahren::V,ta vara på,säilitama
1140,aufbewahren::V,ta vara på,alal hoidma
1141,werfen::V,kasta,viskama
1142,fangen::V,fånga,püüdma
1143,packen::V,gripa,kinni haarama
1144,packen::V,gripa,kinni võtma
1145,packen::V,gripa tag,kinni haarama
1146,packen::V,gripa tag,kinni võtma
1147,verstecken::V,gömma,peitma
1148,teilen::V,dela,jagama
1149,teilen::V,dela,jaotama
1150,schicken::V,skicka,saatma
1151,bringen::V,bringa,viima
1152,hinzufügen::V,tillägga,lisama
1153,bekommen::V,få,saama
1154,bekommen::V,erhålla,saama
1155,erhalten::V,få,saama
1156,erhalten::V,erhålla,saama
1157,nehmen::V,ta,võtma
1158,nehmen::V,taga,võtma
1159,wählen::V,välja,valima
1160,auswählen::V,utvälja,valima
1161,bewahren::V,bevara,hoidma
1162,behindern::V,hindra,takistama
1163,behindern::V,förhindra,takistama
1164,verderben::V,förstöra,rikkuma
1165,beschädigen::V,skada,rikkuma
1166,zerbrechen::V,bryta isär,katki tegema
1167,zerbrechen::V,bryta sönder,katki tegema
1168,zerreißen::V,riva sönder,katki rebima
1169,zerreißen::V,slita sönder,katki rebima
1170,zerstören::V,förstöra,purustama
1171,verbrennen::V,bränna,põletama
1172,verbrennen::V,bränna upp,põletama
1173,geben::V,ge,andma
1174,reichen::V,räcka,andma
1175,reichen::V,räcka,ulatama
1176,schenken::V,skänka,kinkima
1177,versprechen::V,lova,lubama
1178,versprechen::V,lova,tõotama
1179,wünschen::V,önska,soovima
1180,loben::V,lova,kiitma
1181,loben::V,beröma,kiitma
1182,küssen::V,pussa,suudlema
1183,wiegen::V,vagga,hällitama
1184,zudecken::V,täcka,kaanetama
1185,zudecken::V,täcka,kinni katma
1186,wecken::V,väcka,äratama
1187,zeigen::V,visa,näitama
1188,führen::V,föra,juhatama
1189,lehren::V,lära,õpetama
1190,unterrichten::V,undervisa,õpetama
1191,aufziehen::V,uppfostra,üles kasvatama
1192,leiten::V,leda,juhtima
1193,antreiben::V,driva på,ergutama
1194,lassen::V,få att,laskma
1195,einladen::V,bjuda,kutsuma
1196,einladen::V,inbjuda,kutsuma
1197,vereinigen::V,förena,ühendama
1198,besuchen::V,besöka,külastama
1199,treffen::V,möta,kohtama
1200,treffen::V,träffa,kohtama
1201,sich versammeln::V,församla sig,kogunema
1202,spielen::V,leka,mängima
1203,spielen::V,spela,mängima
1204,singen::V,sjunga,laulma
1205,tanzen::V,dansa,tantsima
1206,sich trennen::V,skiljas,lahku minema
1207,verlassen::V,lämna,maha jätma
1208,verlassen::V,överge,maha jätma
1209,retten::V,rädda,päästma
1210,bewachen::V,bevaka,valvama
1211,schützen::V,skydda,kaitsma
1212,schützen::V,beskydda,kaitsma
1213,verteidigen::V,försvara,kaitsma
1214,sich schlagen::V,slåss,kaklema
1215,schießen::V,skjuta,tulistama
1216,siegen::V,segra,võitma
1217,ärgern::V,förarga,ärritama
1218,ärgern::V,förarga,vihastama
1219,schlagen::V,slå,lööma
1220,treten::V,sparka,sõtkuma
1221,stechen::V,sticka,pistma
1222,stechen::V,sticka,torkama
1223,stoßen::V,stöta,tõukama
1224,stehlen::V,stjäla,varastama
1225,stören::V,störa,segama
1226,stören::V,störa,häirima
1227,belästigen::V,genera,ahistama
1228,belästigen::V,besvära,ahistama
1229,verbergen::V,dölja,peitma
1230,verbergen::V,dölja,varjama
1231,täuschen::V,vilseleda,petma
1232,täuschen::V,vilseleda,tüssama
1233,betrügen::V,bedra,petma
1234,betrügen::V,bedra,tüssama
1235,betrügen::V,bedra,truudust murtma
1236,töten::V,döda,tapma
1237,töten::V,döda,surmama
1238,wohnen::V,bo,elama
1239,arbeiten::V,arbeta,töötama
1240,sammeln::V,samla,koguma
1241,sammeln::V,samla,korjama
1242,pflücken::V,plocka,noppima
1243,jagen::V,jaga,jahtima
1244,fischen::V,fiska,kalastama
1245,fischen::V,fiska,kala püüdma
1246,fassen::V,fånga,püüdma
1247,hüten::V,vakta,karjatama
1248,treiben::V,driva,ajama
1249,anbinden::V,binda fast,kinni siduma
1250,füttern::V,fodra,söötma
1251,melken::V,mjölka,lüpsma
1252,hacken::V,hacka,raiuma
1253,hacken::V,hacka,lõhkuma
1254,gießen::V,hälla,kastma
1255,gießen::V,vattna,kastma
1256,reifen::V,mogna,valmima
1257,zubereiten::V,tillaga,valmistama
1258,zubereiten::V,tillreda,valmistama
1259,kochen::V,koka,keetma
1260,backen::V,baka,küpsetama
1261,braten::V,steka,praadima
1262,umrühren::V,röra om,segama
1263,stricken::V,sticka,kuduma
1264,nähen::V,sy,õmblema
1265,färben::V,färga,värvima
1266,reinigen::V,rensa,puhastama
1267,reinigen::V,rengöra,puhastama
1268,waschen::V,tvätta,pesema
1269,abwischen::V,torka av,puhtaks pühkima
1270,spülen::V,spola,uhtma
1271,spülen::V,skölja,uhtma
1272,fegen::V,feja,pühkima
1273,kehren::V,sopa,pühkima
1274,baden::V,bada,suplema
1275,baden::V,bada,kümblema
1276,sich waschen::V,tvätta sig,end pesema
1277,ausziehen::V,ta av,käest võtma
1278,ausziehen::V,ta av,jalast võtma
1279,ausziehen::V,ta av,seljast võtma
1280,anziehen::V,ta på,jalga panema
1281,sich anziehen::V,klä på sig,riietuma
1282,kämmen::V,kamma,kammima
1283,schmücken::V,pynta,kaunistama
1284,schmücken::V,smycka,kaunistama
1285,sagen::V,säga,ütlema
1286,sprechen::V,tala,rääkima
1287,sprechen::V,tala,kõnelema
1288,reden::V,tala,kõnelema
1289,reden::V,prata,kõnelema
1290,sich unterhalten::V,prata,vestlema
1291,fragen::V,fråga,küsima
1292,fragen::V,spörja,küsima
1293,bitten::V,be,paluma
1294,erzählen::V,berätta,jutustama
1295,mitteilen::V,meddela,teatama
1296,mitteilen::V,meddela,teada andma
1297,nennen::V,kalla,nimetama
1298,rufen::V,ropa,kutsuma
1299,prahlen::V,pråla,hooplema
1300,prahlen::V,skryta,hooplema
1301,übersetzen::V,tolka,tõlkima
1302,übersetzen::V,översätta,tõlkima
1303,denken::V,tänka,mõtlema
1304,glauben::V,tro,uskuma
1305,bemerken::V,uppmärksamma,märkama
1306,bemerken::V,lägga märke till,märkama
1307,erkennen::V,känna igen,ära tundma
1308,begreifen::V,begripa,aru saama
1309,verstehen::V,förstå,mõistma
1310,lernen::V,lära sig,õppima
1311,wissen::V,veta,teadma
1312,sich erinnern an::V,minnas,mäletama
1313,sich erinnern an::V,komma ihåg,mäletama
1314,vergessen::V,glömma,unustama
1315,messen::V,mäta,mõõtma
1316,zählen::V,räkna,loendama
1317,rechnen::V,räkna,arvutama
1318,lesen::V,läsa,lugema
1319,malen::V,måla,maalima
1320,zeichnen::V,teckna,joonistama
1321,schreiben::V,skriva,kirjutama
1322,besitzen::V,äga,omama
1323,besitzen::V,besitta,omama
1324,kaufen::V,köpa,ostma
1325,verkaufen::V,sälja,müüma
1326,bezahlen::V,betala,tasuma
1327,zahlen::V,betala,maksma
1328,beherrschen::V,behärska,valitsema
1329,ertragen::V,tåla,taluma
1330,ertragen::V,uthärda,taluma
