,Concept_ID,la,uk
841,geboren werden::V,nasci,народитися
842,atmen::V,spirare,дихати
843,trinken::V,bibere,пити
844,essen::V,edere,їсти
845,schlucken::V,devorare,ковтати
846,müde werden::V,fatigari,втомитися
847,einschlafen::V,obdormiscere,заснути
848,schlafen::V,dormire,спати
849,aufwachen::V,expergisci,прокинутися
850,aufstehen::V,exsurgere,встати
851,sich erholen::V,se reficere,відпочивати
852,krank werden::V,aegrescere,захворіти
853,krank sein::V,aegrotare,хворіти
854,schmerzen::V,dolere,боліти
855,husten::V,tussire,кашляти
856,genesen::V,convalescere,одужати
857,genesen::V,convalescere,видужати
858,sterben::V,mori,померти
859,umkommen::V,perire,згинути
860,sich bewegen::V,se movere,рухатися
861,sich rühren::V,micare,ворушитися
862,sich erheben::V,surgere,встати
863,sich setzen::V,considere,сісти
864,hinfallen::V,cadere,упасти
865,laufen::V,vadere,ходити
866,schreiten::V,gradi,крокувати
867,spazierengehen::V,ambulare,гуляти
868,eilen::V,properare,спішити
869,sich beeilen::V,festinare,поспішати
870,sausen::V,currere,мчатися
871,rennen::V,currere,бігати
872,springen::V,salire,скакати
873,springen::V,salire,стрибати
874,klettern::V,niti,лазити
875,schaukeln::V,oscillare,гойдатися
876,kriechen::V,repere,повзати
877,kriechen::V,serpere,повзати
878,schwimmen::V,nare,пливти
879,schwimmen::V,nare,плавати
880,schwimmen::V,natare,пливти
881,schwimmen::V,natare,плавати
882,tauchen::V,mergere,пірнати
883,rudern::V,remigare,гребти
884,rudern::V,remigare,веслувати
885,fahren::V,vehi,їхати
886,fliegen::V,volare,літати
887,gehen::V,ire,іти
888,gehen::V,vadere,іти
889,weggehen::V,abire,піти
890,weggehen::V,discedere,піти
891,abfahren::V,proficisci,від’їхати
892,abfahren::V,proficisci,відправитися
893,anhalten::V,consistere,зупинитися
894,hineingehen::V,inire,входити
895,hineingehen::V,ingredi,входити
896,eintreten::V,intrare,увійти
897,kommen::V,venire,прийти
898,ankommen::V,advenire,прибути
899,zurückkommen::V,revenire,повернутися
900,bleiben::V,manere,залишитися
901,warten::V,opperiri,чекати
902,erwarten::V,opperiri,чекати
903,erwarten::V,expectare,чекати
904,suchen::V,quaerere,шукати
905,finden::V,reperire,знайти
906,versuchen::V,conari,випробовувати
907,versuchen::V,temptare,випробовувати
908,vorbereiten::V,parare,підготувати
909,lieben::V,amare,любити
910,mögen::V,amare,любити
911,mögen::V,amare,подобатися
912,lachen::V,ridere,сміятися
913,rühren::V,commovere,розчулити
914,weinen::V,flere,плакати
915,schimpfen::V,increpare,лаятися
916,sich ärgern::V,indignari,сердитися
917,sich fürchten::V,vereri,боятися
918,fürchten::V,timere,боятися
919,fliehen::V,fugere,тікати
920,flüchten::V,effugere,утекти
921,sehen::V,videre,бачити
922,anschauen::V,aspectare,поглянути
923,ansehen::V,spectare,дивитися на
924,hören::V,audire,чути
925,zuhören::V,auscultare,слухати
926,probieren::V,gustare,покуштувати
927,riechen::V,olfacere,нюхати
928,fühlen::V,sentire,відчувати
929,scheinen::V,videri,здаватися
930,zu sehen sein::V,conspici,виднітися
931,vernehmen::V,comperire,почути
932,frieren::V,algere,мерзнути
933,tun::V,facere,робити
934,können::V,posse,могти
935,wollen::V,velle,хотіти
936,anfangen::V,incipere,почати
937,beenden::V,finire,закінчити
938,aufhören::V,desistere,перестати
939,gelingen::V,contingere,вдатися
940,geraten::V,evenire,опинитися
941,öffnen::V,aperire,відкрити
942,schließen::V,claudere,закрити
943,stellen::V,sistere,поставити
944,setzen::V,ponere,посадити
945,legen::V,ponere,класти
946,berühren::V,tangere,чіпати
947,verbinden::V,iungere,зв’язати
948,bedecken::V,tegere,покрити
949,bedecken::V,operire,покрити
950,aufhängen::V,suspendere,повісити
951,anzünden::V,accendere,запалити
952,anzünden::V,inflammare,запалити
953,aufheben::V,tollere,підняти
954,zurücklassen::V,relinquere,залишити
955,verlieren::V,perdere,загубити
956,verlieren::V,amittere,загубити
957,fallen lassen::V,dimittere,упустити
958,machen::V,facere,зробити
959,herstellen::V,fabricare,виготовити
960,bauen::V,construere,будувати
961,reparieren::V,reparare,лагодити
962,verbessern::V,emendare,поліпшити
963,ändern::V,mutare,змінити
964,graben::V,fodere,копати
965,beugen::V,flectere,зігнути
966,biegen::V,curvare,погнути
967,drehen::V,torquere,вертіти
968,wenden::V,vertere,повернути
969,umdrehen::V,convertere,перевернути
970,heben::V,tollere,піднімати
971,hochheben::V,levare,підняти
972,ergreifen::V,capessere,схопити
973,halten::V,tenere,тримати
974,drücken::V,premere,натискати
975,schieben::V,promovere,пхати
976,schieben::V,promovere,штовхати
977,kratzen::V,radere,шкребти
978,lecken::V,lambere,лизати
979,beißen::V,mordere,кусати
980,abreißen::V,avellere,відірвати
981,abschneiden::V,desecare,відрізати
982,binden::V,ligare,в’язати
983,stecken::V,inserere,увіткнути
984,brechen::V,rumpere,зламати
985,klopfen::V,pultare,стукати
986,hauen::V,ferire,бити
987,kleben::V,agglutinare,клеїти
988,reiben::V,terere,терти
989,streichen::V,oblinere,намазати
990,schleifen::V,acuere,точити
991,schneiden::V,secare,різати
992,rütteln::V,quassare,хитати
993,schütteln::V,quatere,трясти
994,schwenken::V,ventilare,махати
995,schütten::V,fundere,налити
996,füllen::V,complere,наповнити
997,einwickeln::V,involvere,загорнути
998,tragen::V,ferre,нести
999,tragen::V,portare,нести
1000,schleppen::V,pertrahere,тягти
1001,ziehen::V,trahere,тягнути
1002,aufbewahren::V,asservare,зберігати
1003,werfen::V,iacere,кидати
1004,fangen::V,capere,ловити
1005,packen::V,capessere,схопити
1006,verstecken::V,abdere,сховати
1007,teilen::V,partiri,розділити
1008,teilen::V,dividere,розділити
1009,schicken::V,mittere,посилати
1010,bringen::V,apportare,принести
1011,hinzufügen::V,addere,додати
1012,bekommen::V,adipisci,дістати
1013,erhalten::V,accipere,одержати
1014,nehmen::V,sumere,взяти
1015,wählen::V,eligere,вибрати
1016,auswählen::V,deligere,відібрати
1017,bewahren::V,conservare,зберегти
1018,behindern::V,impedire,перешкоджати
1019,verderben::V,corrumpere,зіпсувати
1020,beschädigen::V,laedere,зашкодити
1021,zerbrechen::V,rumpere,розбити
1022,zerbrechen::V,frangere,розбити
1023,zerreißen::V,discindere,розірвати
1024,zerstören::V,delere,зруйнувати
1025,verbrennen::V,urere,спалити
1026,verbrennen::V,cremare,спалити
1027,geben::V,dare,дати
1028,reichen::V,praebere,передати
1029,schenken::V,donare,дарувати
1030,schenken::V,largiri,дарувати
1031,versprechen::V,polliceri,обіцяти
1032,versprechen::V,promittere,обіцяти
1033,loben::V,laudare,хвалити
1034,küssen::V,osculari,цілувати
1035,zudecken::V,tegere,накрити
1036,wecken::V,excitare,розбудити
1037,zeigen::V,monstrare,показати
1038,führen::V,ducere,вести
1039,lehren::V,docere,вчити
1040,unterrichten::V,instituere,викладати
1041,aufziehen::V,nutrire,виховати
1042,leiten::V,ducere,керувати
1043,antreiben::V,incitare,підганяти
1044,lassen::V,iubere,змусити
1045,einladen::V,invitare,запросити
1046,vereinigen::V,coniungere,об’єднати
1047,besuchen::V,visere,завітати
1048,besuchen::V,visere,відвідати
1049,treffen::V,convenire,зустріти
1050,sich versammeln::V,convenire,зібратися
1051,spielen::V,ludere,грати
1052,singen::V,cantare,співати
1053,tanzen::V,saltare,танцювати
1054,sich trennen::V,digredi,розлучитися
1055,sich trennen::V,discedere,розлучитися
1056,verlassen::V,deserere,покинути
1057,verlassen::V,relinquere,покинути
1058,retten::V,servare,врятувати
1059,bewachen::V,custodire,охороняти
1060,schützen::V,tueri,уберігати
1061,schützen::V,tutari,уберігати
1062,verteidigen::V,defendere,захистити
1063,sich schlagen::V,luctari,битися
1064,sich schlagen::V,luctari,дратися
1065,schießen::V,iaculari,стріляти
1066,siegen::V,vincere,перемогти
1067,ärgern::V,irritare,сердити
1068,schlagen::V,ferire,ударити
1069,treten::V,calcare,штовхати
1070,stechen::V,pungere,вколоти
1071,stoßen::V,tundere,штовхнути
1072,stehlen::V,furari,украсти
1073,stören::V,turbare,перешкодити
1074,belästigen::V,obtundere,докучати
1075,verbergen::V,celare,сховати
1076,verbergen::V,occultare,сховати
1077,täuschen::V,fallere,обдурити
1078,betrügen::V,fraudare,зшахраювати
1079,töten::V,necare,убити
1080,töten::V,caedere,убити
1081,wohnen::V,habitare,жити
1082,wohnen::V,habitare,мешкати
1083,arbeiten::V,laborare,працювати
1084,sammeln::V,colligere,зібрати
1085,pflücken::V,carpere,зривати
1086,jagen::V,venari,полювати
1087,fischen::V,piscari,рибалити
1088,fassen::V,capere,піймати
1089,hüten::V,custodire,пасти
1090,treiben::V,agere,гнати
1091,anbinden::V,alligare,прив’язати
1092,füttern::V,nutrire,годувати
1093,füttern::V,nutrire,харчувати
1094,melken::V,mulgere,доїти
1095,hacken::V,findere,рубати
1096,gießen::V,rigare,полити
1097,reifen::V,maturescere,дозріти
1098,zubereiten::V,apparare,зготовити
1099,zubereiten::V,apparare,приготувати
1100,kochen::V,coquere,варити
1101,kochen::V,coquere,готувати
1102,backen::V,coquere,пекти
1103,braten::V,torrere,смажити
1104,umrühren::V,commovere,переміщати
1105,stricken::V,texere,в’язати
1106,nähen::V,suere,шити
1107,färben::V,tingere,пофарбувати
1108,reinigen::V,purgare,очистити
1109,waschen::V,lavare,мити
1110,abwischen::V,abstergere,витерти
1111,spülen::V,perluere,полоскати
1112,fegen::V,verrere,підмітати
1113,kehren::V,purgare,мести
1114,baden::V,lavari,купатися
1115,sich waschen::V,lavari,митися
1116,ausziehen::V,exuere,зняти
1117,anziehen::V,induere,надіти
1118,sich anziehen::V,vestiri,одягтися
1119,sich anziehen::V,vestiri,одягнутися
1120,kämmen::V,pectere,зачесати
1121,schmücken::V,ornare,оздобити
1122,schmücken::V,decorare,оздобити
1123,sagen::V,dicere,сказати
1124,sprechen::V,fari,говорити
1125,reden::V,loqui,розмовляти
1126,sich unterhalten::V,colloqui,бесідувати
1127,sich unterhalten::V,disputare,бесідувати
1128,fragen::V,rogare,запитати
1129,fragen::V,quaerere,запитати
1130,bitten::V,orare,просити
1131,bitten::V,rogare,просити
1132,erzählen::V,narrare,розповісти
1133,mitteilen::V,communicare,повідомити
1134,nennen::V,appellare,назвати
1135,rufen::V,vocare,кликати
1136,prahlen::V,gloriari,хвалитися
1137,übersetzen::V,vertere,перекласти
1138,denken::V,cogitare,думати
1139,denken::V,cogitare,мислити
1140,glauben::V,credere,вірити
1141,bemerken::V,animadvertere,помітити
1142,erkennen::V,cognoscere,пізнати
1143,begreifen::V,comprehendere,осягнути
1144,verstehen::V,intellegere,почути
1145,lernen::V,discere,навчатися
1146,wissen::V,scire,знати
1147,sich erinnern an::V,meminisse,пам’ятати
1148,vergessen::V,oblivisci,забути
1149,messen::V,metiri,міряти
1150,zählen::V,numerare,лічити
1151,rechnen::V,reri,рахувати
1152,rechnen::V,calculare,рахувати
1153,lesen::V,legere,читати
1154,malen::V,pingere,малювати
1155,zeichnen::V,scribere,рисувати
1156,schreiben::V,scribere,писати
1157,besitzen::V,possidere,мати
1158,kaufen::V,emere,купити
1159,verkaufen::V,vendere,продати
1160,bezahlen::V,pendere,заплатити
1161,zahlen::V,solvere,платити
1162,beherrschen::V,regere,володіти
1163,beherrschen::V,imperare,володіти
1164,ertragen::V,tolerare,витерпіти
1165,ertragen::V,sustinere,витерпіти
1166,wünschen::V,,бажати
1167,wiegen::V,,качати
