,Concept_ID,be,lt
793,unten::ADV,унізе,žemai
794,unten::ADV,унізе,apačioje
795,hinab::ADV,уніз,žemyn
796,oben::ADV,угары,viršuj
797,oben::ADV,наверсе,viršuj
798,hinauf::ADV,угару,aukštyn
799,hinauf::ADV,угару,į viršų
800,überall::ADV,усюды,visur
801,nicht::ADV,не,ne
802,ein wenig::ADV,трошкі,truputį
803,kaum::ADV,ледзьве,vos
804,sehr::ADV,вельмі,labai
805,sehr::ADV,вельмі,baisiai
806,so::ADV,так,taip
807,noch::ADV,яшчэ,dar
808,nur::ADV,толькі,tik
809,nur::ADV,толькі,vien
810,schon::ADV,ужо,jau
811,wieder::ADV,зноў,vėl
812,wieder::ADV,зноў,iš naujo
813,vergebens::ADV,дарма,veltui
814,vergebens::ADV,дарма,bergždžiai
815,vergebens::ADV,дарэмна,veltui
816,vergebens::ADV,дарэмна,bergždžiai
817,vor::PRP,перад,prieš
818,hinter::PRP,за,už
819,hinter::PRP,ззаду,už
820,unter::PRP,пад,po
821,durch::PRP,праз,pro
822,durch::PRP,праз,per
823,neben::PRP,каля,prie
824,neben::PRP,каля,šalia
825,zwischen::PRP,між,tarp
826,zwischen::PRP,паміж,tarp
827,wegen::PRP,з-за,dėl
828,wegen::PRP,з-за,dėlei
829,dies::PRN,гэта,šis
830,dies::PRN,гэта,šitas
831,das::PRN,тое,tat
832,alles::PRN,усё,visas
833,ich::PRN,я,aš
834,du::PRN,ты,tu
835,er::PRN,ён,jis
836,wir::PRN,мы,mes
837,ihr::PRN,вы,jūs
838,sie::PRN,яны,ji
839,sie::PRN,яны,jos
840,was::FPRN,што,kas
841,wer::FPRN,хто,kas
842,wo::FADV,дзе,kur
843,wohin::FADV,куды,kur
844,wohin::FADV,куды,kur link
845,wie::FADV,як,kaip
846,warum::FADV,чаму,kod̃ėl
847,warum::FADV,чаму,dėl ko
848,wieviel::FNUM,колькі,kiek
849,eins::NUM,адзін,vienas
850,zwei::NUM,два,du
851,drei::NUM,тры,trys
852,vier::NUM,чатыры,keturi
853,fünf::NUM,пяць,penki
854,sechs::NUM,шесць,šeši
855,sieben::NUM,сем,septyni
856,acht::NUM,восем,aštuoni
857,neun::NUM,дзевяць,devyni
858,zehn::NUM,дзесяць,dešimt
859,elf::NUM,адзінаццаць,vienuolika
860,zwölf::NUM,дванаццаць,dvylika
861,zwanzig::NUM,дваццаць,dvidešimt
862,dreißig::NUM,трыццаць,trisdešimt
863,vierzig::NUM,сорак,keturiasdešimt
864,fünfzig::NUM,пядзесят,penkiasdešimt
865,sechzig::NUM,шесдзесят,šešiasdešimt
866,siebzig::NUM,семдзесят,septyniasdešimt
867,achtzig::NUM,восемдзесят,aštuoniasdešimt
868,neunzig::NUM,дзевяноста,devyniasdešimt
869,hundert::NUM,сто,šimtas
870,tausend::NUM,тысяча,tūkstantis
871,und::CNJ,і,ĩr
872,und::CNJ,ды,ĩr
873,oder::CNJ,або,ar
874,oder::CNJ,або,arba
875,stehen::V,стаяць,stovėti
876,sitzen::V,сядзець,sėdėti
877,liegen::V,ляжаць,gulėti
878,hängen::V,вісець,kyboti
879,hängen::V,вісець,kabėti
880,werden::V,стаць,taptis
881,werden::V,стаць,darytis
882,werden::V,зрабіцца,taptis
883,werden::V,зрабіцца,darytis
884,passieren::V,трапіцца,atsitikti
885,passieren::V,трапіцца,pasitaikyti
886,beginnen::V,пачацца,prasid́ėti
887,enden::V,кончыцца,baigtis
888,wechseln::V,мяняцца,keistis
889,wechseln::V,мяняцца,pasikeisti
890,aufgehen[Sonne]::V,узысці,tekėti
891,aufgehen[Sonne]::V,узысці,patekėti
892,untergehen[Sonne]::V,зайсці,leistis
893,untergehen[Sonne]::V,зайсці,nusileisti
894,scheinen[Sonne]::V,свяціць,šviesti
895,donnern::V,грымець,griausti
896,donnern::V,грымець,griaudėti
897,wehen::V,дзьмуць,pūsti
898,strömen::V,ліцца,lietis
899,strömen::V,ліцца,plūsti
900,fließen::V,цячы,tekėti
901,sich drehen::V,круціцца,suktis
902,sich drehen::V,круціцца,pasisukti
903,sich drehen::V,варочацца,suktis
904,sich drehen::V,варочацца,pasisukti
905,schwanken::V,хістацца,svyruoti
906,schwingen::V,гайдацца,suptis
907,schwingen::V,калыхацца,suptis
908,fallen::V,падаць,pulti
909,fallen::V,падаць,kristi
910,brennen::V,гарэць,degti
911,rauchen::V,дымець,rūkyti
912,regnen::V,дажджыць,lyti
913,gefrieren::V,замерзнуць,užšalti
914,tauen::V,раставаць,tirpti
915,schmelzen::V,плавіцца,lydytis
916,trocknen::V,сохнуць,džiūti
917,sieden::V,кіпець,virti
918,faulen::V,гнісці,pūti
919,verfaulen::V,згнісці,švinkti
920,reißen::V,ірвацца,plyšti
921,reißen::V,ірвацца,trūkti
922,versinken::V,тануць,skę̃sti
923,versinken::V,тануць,grimzti
924,vergehen::V,праходзіць,praeiti
925,erscheinen::V,зʼявіцца,pasirodyti
926,verschwinden::V,знікнуць,dingti
927,verschwinden::V,знікнуць,išnykti
928,verschwinden::V,знікнуць,pranykti
929,sinken::V,спадаць,kristi
930,abnehmen::V,паменшыцца,mažėti
931,abnehmen::V,паменшыцца,silpnėti
932,zunehmen::V,павялічвацца,didėti
933,zunehmen::V,павялічвацца,padaugėti
934,steigen::V,паднімацца,kilti
935,wachsen::V,расці,augti
936,glänzen::V,блішчаць,blizgėti
937,funkeln::V,бліскаць,žibėti
938,lärmen::V,шумець,triukšmauti
939,läuten::V,званіць,skambinti
940,klingeln::V,званіць,skambinti
941,klirren::V,бразгаць,žvangėti
942,brausen::V,бушаваць,šniokšti
943,rauschen::V,шастаць,ošti
944,rauschen::V,шастаць,šlamėti
945,klingen::V,гучаць,skardėti
946,bellen::V,брахаць,loti
947,heulen::V,выць,kaukti
948,heulen::V,выць,staugti
949,blasen::V,дзьмухнуць,pūsti
950,pfeifen::V,свістаць,švilpti
951,pfeifen::V,свістаць,švilpauti
952,schreien::V,крычаць,šaukti
953,stöhnen::V,стагнаць,dejuoti
954,stöhnen::V,стагнаць,aimanuoti
955,zittern::V,дрыжаць,virpėti
956,leben::V,жыць,gyventi
957,geboren werden::V,нарадзіцца,gimti
958,atmen::V,дыхаць,alsuoti
959,atmen::V,дыхаць,kvėpuoti
960,trinken::V,піць,gerti
961,essen::V,есці,valgyti
962,schlucken::V,глытаць,praryti
963,müde werden::V,стаміцца,nuvargti
964,müde werden::V,стаміцца,privargti
965,einschlafen::V,заснуць,užmigti
966,schlafen::V,спаць,miegoti
967,aufwachen::V,рассыпацца,pabusti
968,aufstehen::V,устаць,keltis
969,aufstehen::V,устаць,atsikelti
970,sich erholen::V,адпачываць,pailsėti
971,sich erholen::V,адпачываць,poilsiauti
972,krank werden::V,захварэць,susirgti
973,krank sein::V,хварэць,sirgti
974,schmerzen::V,балець,sopėti
975,schmerzen::V,балець,skaudėti
976,husten::V,кашляць,kosėti
977,genesen::V,паправіцца,sveikti
978,genesen::V,паправіцца,taisytis
979,genesen::V,паздаравець,sveikti
980,genesen::V,паздаравець,taisytis
981,sterben::V,памерці,mirti
982,sterben::V,памерці,numirti
983,umkommen::V,загінуць,žūti
984,sich bewegen::V,рухацца,judėti
985,sich bewegen::V,рухацца,pasijudinti
986,sich rühren::V,варушыцца,krutėti
987,sich erheben::V,устаць,pakilti
988,sich erheben::V,устаць,atsikelti
989,sich setzen::V,сесці,sėstis
990,sich setzen::V,сесці,atsisėsti
991,hinfallen::V,упасці,parkristi
992,hinfallen::V,упасці,pargriūti
993,laufen::V,хадзіць,eiti
994,schreiten::V,шагаць,žengti
995,schreiten::V,шагаць,žingsniuoti
996,schreiten::V,крочыць,žengti
997,schreiten::V,крочыць,žingsniuoti
998,spazierengehen::V,гуляць,pasivaikščioti
999,eilen::V,спяшацца,skubėti
1000,sich beeilen::V,спяшацца,paskub́ėti
1001,sich beeilen::V,спяшацца,pasiskubinti
1002,sausen::V,імчацца,dumti
1003,sausen::V,імчацца,lėkti
1004,rennen::V,бегаць,bėgti
1005,springen::V,скакаць,šokti
1006,klettern::V,лазіць,kopti
1007,schaukeln::V,гайдацца,supti
1008,schaukeln::V,гайдацца,linguoti
1009,kriechen::V,поўзаць,ropoti
1010,kriechen::V,поўзаць,šliaužti
1011,schwimmen::V,плаваць,plaukti
1012,tauchen::V,ныраць,nerti
1013,rudern::V,веславаць,irtis
1014,rudern::V,веславаць,irkluoti
1015,fahren::V,ехаць,važiuoti
1016,fahren::V,ехаць,važinėti
1017,fliegen::V,лятаць,lėkti
1018,fliegen::V,лятаць,skristi
1019,gehen::V,ісці,eiti
1020,weggehen::V,пайсці,išeiti
1021,abfahren::V,адʼяжджаць,išvykti
1022,abfahren::V,адʼяжджаць,išvažiuoti
1023,anhalten::V,спыніцца,sustoti
1024,anhalten::V,затрымацца,sustoti
1025,hineingehen::V,уваходзіць,įeiti
1026,eintreten::V,увайсці,įžengti
1027,kommen::V,прыйсці,ateiti
1028,ankommen::V,прыбыць,ateiti
1029,zurückkommen::V,вярнуцца,grį̃žti
1030,zurückkommen::V,вярнуцца,sugrį̃žti
1031,bleiben::V,застацца,likti
1032,bleiben::V,застацца,pasilikti
1033,warten::V,чакаць,laukti
1034,erwarten::V,чакаць,laukti
1035,suchen::V,шукаць,ieškoti
1036,finden::V,знайсці,rasti
1037,finden::V,знайсці,surasti
1038,versuchen::V,прабаваць,mėginti
1039,vorbereiten::V,падрыхтаваць,rengti
1040,lieben::V,кахаць,myĺėti
1041,mögen::V,любіць,ḿėgti
1042,mögen::V,любіць,patikti
1043,lachen::V,смяяцца,juoktis
1044,rühren::V,расчуліць,jaudinti
1045,rühren::V,расчуліць,graudinti
1046,weinen::V,плакаць,verkti
1047,schimpfen::V,лаяцца,bartis
1048,sich ärgern::V,сердаваць,pykti
1049,sich ärgern::V,сердаваць,apmaudauti
1050,sich fürchten::V,баяцца,bijoti
1051,sich fürchten::V,баяцца,baimintis
1052,fürchten::V,баяцца,bijoti
1053,fürchten::V,баяцца,baimintis
1054,fliehen::V,уцякаць,bėgti
1055,fliehen::V,уцякаць,sprukti
1056,flüchten::V,уцячы,pabėgti
1057,sehen::V,бачыць,žiūŕėti
1058,anschauen::V,паглядзець,žiūŕėti
1059,ansehen::V,глядзець,žiūrėti į
1060,ansehen::V,глядзець,pažiūrėti į
1061,hören::V,чуць,girdėti
1062,zuhören::V,слухаць,klausytis
1063,probieren::V,каштаваць,ragauti
1064,probieren::V,каштаваць,paragauti
1065,riechen::V,нюхаць,uosti
1066,riechen::V,нюхаць,užuosti
1067,fühlen::V,адчуваць,justi
1068,fühlen::V,адчуваць,jausti
1069,fühlen::V,адчуваць,pajusti
1070,scheinen::V,здавацца,rodytis
1071,scheinen::V,здавацца,atrodyti
1072,zu sehen sein::V,віднецца,pasirodyti
1073,vernehmen::V,пачуць,išgirsti
1074,frieren::V,мёрзнуць,šalti
1075,tun::V,рабіць,daryti
1076,können::V,умець,galėti
1077,können::V,умець,pajėgti
1078,wollen::V,хацець,norėti
1079,anfangen::V,пачаць,pradėti
1080,anfangen::V,пачаць,prasid́ėti
1081,beenden::V,закончыць,baigti
1082,beenden::V,закончыць,užbaigti
1083,aufhören::V,перастаць,liautis
1084,gelingen::V,удацца,pavykti
1085,gelingen::V,удацца,pasisekti
1086,geraten::V,аказацца,nusisekti
1087,öffnen::V,адчыніць,atverti
1088,öffnen::V,адчыніць,atidaryti
1089,schließen::V,зачыніць,uždaryti
1090,stellen::V,паставіць,statyti
1091,stellen::V,паставіць,pastatyti
1092,setzen::V,пасадзіць,sodinti
1093,setzen::V,пасадзіць,pasodinti
1094,legen::V,класці,dėti
1095,legen::V,класці,pad́ėti
1096,berühren::V,чапаць,liesti
1097,berühren::V,чапаць,paliesti
1098,verbinden::V,звязаць,jungti
1099,verbinden::V,звязаць,surišti
1100,bedecken::V,накрыць,uždengti
1101,aufhängen::V,павесіць,pakarti
1102,aufhängen::V,павесіць,pakabinti
1103,anzünden::V,запаліць,padegti
1104,aufheben::V,падняць,pakelti
1105,zurücklassen::V,пакінуць,palikti
1106,verlieren::V,згубіць,pamesti
1107,fallen lassen::V,упусціць,atsisakyti
1108,machen::V,зрабіць,dirbti
1109,herstellen::V,вырабіць,gaminti
1110,bauen::V,будаваць,statyti
1111,bauen::V,будаваць,pastatyti
1112,reparieren::V,правіць,taisyti
1113,reparieren::V,правіць,remontuoti
1114,verbessern::V,палепшыць,gerinti
1115,verbessern::V,палепшыць,ištaisyti
1116,ändern::V,змяніць,keisti
1117,ändern::V,змяніць,pakeisti
1118,graben::V,капаць,kasti
1119,beugen::V,сагнуць,lenkti
1120,beugen::V,сагнуць,palenkti
1121,biegen::V,пагнуць,lenkti
1122,biegen::V,пагнуць,palenkti
1123,drehen::V,вярцець,sukti
1124,wenden::V,павярнуць,kreipti
1125,wenden::V,павярнуць,pakreipti
1126,umdrehen::V,перавярнуць,sukti
1127,umdrehen::V,перавярнуць,apversti
1128,heben::V,падымаць,kelti
1129,heben::V,падымаць,pakelti
1130,hochheben::V,падняць,pakelti
1131,ergreifen::V,схапіць,čiupti
1132,ergreifen::V,схапіць,griebti
1133,ergreifen::V,схваціць,čiupti
1134,ergreifen::V,схваціць,griebti
1135,halten::V,трымаць,laikyti
1136,halten::V,трымаць,palaikyti
1137,drücken::V,націскаць,spausti
1138,schieben::V,пхаць,stumti
1139,schieben::V,штурхаць,stumti
1140,kratzen::V,скрэбці,kasyti
1141,kratzen::V,скрэбці,grandyti
1142,lecken::V,лізаць,laižyti
1143,beißen::V,кусаць,kandžioti
1144,abreißen::V,адарваць,nuplėšti
1145,abschneiden::V,адрэзаць,atpjauti
1146,abschneiden::V,адрэзаць,atkirpti
1147,binden::V,вязаць,rišti
1148,binden::V,вязаць,surišti
1149,stecken::V,уваткнуць,kišti
1150,stecken::V,уваткнуць,įkišti
1151,brechen::V,зламаць,lūžti
1152,brechen::V,зламаць,laužyti
1153,klopfen::V,стукаць,belsti
1154,klopfen::V,стукаць,barbenti
1155,hauen::V,біць,mušti
1156,kleben::V,клеіць,lipdyti
1157,kleben::V,клеіць,klijuoti
1158,reiben::V,церці,trinti
1159,reiben::V,церці,tarkuoti
1160,streichen::V,намазаць,tepti
1161,streichen::V,намазаць,užtepti
1162,schleifen::V,тачыць,galą́sti
1163,schneiden::V,рэзаць,pjauti
1164,schneiden::V,рэзаць,kirpti
1165,rütteln::V,хістаць,purtyti
1166,schütteln::V,трэсці,purtyti
1167,schwenken::V,махаць,mojuoti
1168,schütten::V,наліць,pilti
1169,schütten::V,наліць,berti
1170,füllen::V,напоўніць,pildyti
1171,füllen::V,напоўніць,pripildyti
1172,einwickeln::V,загарнуць,įvynioti
1173,einwickeln::V,загарнуць,suvynioti
1174,tragen::V,несці,nešti
1175,tragen::V,несці,nešioti
1176,schleppen::V,цягнуць,vilkti
1177,ziehen::V,цягнуць,tempti
1178,aufbewahren::V,захоўваць,laikyti
1179,werfen::V,кідаць,mesti
1180,werfen::V,кідаць,sviesti
1181,fangen::V,лавіць,sugauti
1182,packen::V,схапіць,čiupti
1183,packen::V,схапіць,griebti
1184,packen::V,схваціць,čiupti
1185,packen::V,схваціць,griebti
1186,verstecken::V,схаваць,slėpti
1187,verstecken::V,схаваць,slapstyti
1188,teilen::V,раздзяліць,dalyti
1189,teilen::V,раздзяліць,padalyti
1190,schicken::V,пасылаць,sių̃sti
1191,schicken::V,пасылаць,pasių̃sti
1192,bringen::V,прынесці,atnešti
1193,hinzufügen::V,дабавіць,pridėti
1194,bekommen::V,дастаць,gauti
1195,erhalten::V,атрымаць,gauti
1196,nehmen::V,ўзяць,paimti
1197,wählen::V,выбраць,rinkti
1198,wählen::V,выбраць,išsirinkti
1199,auswählen::V,адабраць,išrinkti
1200,bewahren::V,захаваць,išsaugoti
1201,behindern::V,перашкаджаць,trukdyti
1202,verderben::V,сапсаваць,sugadinti
1203,beschädigen::V,пашкодзіць,žaloti
1204,beschädigen::V,пашкодзіць,gadinti
1205,zerbrechen::V,разбіць,sukulti
1206,zerbrechen::V,разбіць,sudaužyti
1207,zerreißen::V,разадраць,perplėšti
1208,zerreißen::V,разадраць,suplėšyti
1209,zerstören::V,разбурыць,suardyti
1210,zerstören::V,разбурыць,sugriauti
1211,verbrennen::V,спаліць,deginti
1212,verbrennen::V,спаліць,sudeginti
1213,geben::V,даць,duoti
1214,geben::V,даць,paduoti
1215,reichen::V,перадаць,paduoti
1216,schenken::V,дарыць,dovanoti
1217,versprechen::V,абяцаць,žadėti
1218,versprechen::V,абяцаць,pažadėti
1219,wünschen::V,жадаць,norėti
1220,wünschen::V,жадаць,linḱėti
1221,loben::V,хваліць,girti
1222,loben::V,хваліць,pagirti
1223,küssen::V,цалаваць,bučiuoti
1224,wiegen::V,гушкаць,supti
1225,wiegen::V,калыхаць,supti
1226,zudecken::V,накрыць,užkloti
1227,zudecken::V,накрыць,uždengti
1228,wecken::V,пабудзіць,žadinti
1229,zeigen::V,паказаць,rodyti
1230,führen::V,весці,vesti
1231,führen::V,весці,vadovauti
1232,lehren::V,вучыць,mokyti
1233,lehren::V,вучыць,išmokyti
1234,unterrichten::V,выкладаць,dėstyti
1235,aufziehen::V,выхаваць,išauginti
1236,leiten::V,кіраваць,valdyti
1237,leiten::V,кіраваць,vadovauti
1238,antreiben::V,падганяць,uiti
1239,antreiben::V,падганяць,raginti
1240,antreiben::V,падганяць,skubinti
1241,lassen::V,прымусіць,paliepti
1242,einladen::V,запрасіць,kviesti
1243,einladen::V,запрасіць,pakviesti
1244,vereinigen::V,абʼяднаць,sujungti
1245,vereinigen::V,абʼяднаць,suvienyti
1246,besuchen::V,наведаць,lankyti
1247,besuchen::V,наведаць,aplankyti
1248,treffen::V,сустрэць,sutikti
1249,treffen::V,сустрэць,pasitikti
1250,sich versammeln::V,сабрацца,susirinkti
1251,spielen::V,гуляць,groti
1252,spielen::V,гуляць,žaisti
1253,singen::V,пець,dainuoti
1254,singen::V,спяваць,dainuoti
1255,tanzen::V,танцаваць,šokti
1256,sich trennen::V,расстацца,skirtis
1257,sich trennen::V,расстацца,išsiskirti
1258,verlassen::V,пакінуць,palikti
1259,retten::V,выратаваць,gelbėti
1260,bewachen::V,ахоўваць,sergėti
1261,schützen::V,уберагаць,ginti
1262,schützen::V,уберагаць,apginti
1263,verteidigen::V,абараніць,ginti
1264,verteidigen::V,абараніць,apginti
1265,sich schlagen::V,біцца,muštis
1266,sich schlagen::V,драцца,muštis
1267,schießen::V,страляць,šauti
1268,schießen::V,страляць,šaudyti
1269,siegen::V,перамагчы,nugalėti
1270,ärgern::V,злаваць,pykinti
1271,schlagen::V,ударыць,mušti
1272,schlagen::V,ударыць,smogti
1273,schlagen::V,ударыць,trenkti
1274,treten::V,штурхаць,mygti
1275,stechen::V,укалоць,gelti
1276,stechen::V,укалоць,smeigti
1277,stoßen::V,папхнуць,stumti
1278,stoßen::V,папхнуць,pastumti
1279,stehlen::V,украсці,vogti
1280,stören::V,перашкодзіць,trikdyti
1281,belästigen::V,дакучаць,apsunkinti
1282,verbergen::V,скрыць,slėpti
1283,verbergen::V,скрыць,paslėpti
1284,verbergen::V,схаваць,slėpti
1285,verbergen::V,схаваць,paslėpti
1286,täuschen::V,падмануць,klaidinti
1287,betrügen::V,змахляваць,apgauti
1288,töten::V,забіць,žudyti
1289,töten::V,забіць,nužudyti
1290,wohnen::V,жыць,gyventi
1291,arbeiten::V,працаваць,dirbti
1292,arbeiten::V,працаваць,triūsti
1293,sammeln::V,сабраць,rinkti
1294,pflücken::V,зрываць,skinti
1295,pflücken::V,зрываць,raškyti
1296,jagen::V,паляваць,medžioti
1297,fischen::V,рыбачыць,žvejoti
1298,fassen::V,злавіць,sučiupti
1299,hüten::V,пасвіць,ganyti
1300,treiben::V,гнаць,ginti
1301,anbinden::V,прывязаць,pririšti
1302,füttern::V,карміць,šerti
1303,melken::V,даіць,melžti
1304,hacken::V,сячы,kapoti
1305,gießen::V,паліць,lieti
1306,gießen::V,паліць,laistyti
1307,reifen::V,паспець,nokti
1308,reifen::V,паспець,sirpti
1309,zubereiten::V,зварыць,ruošti
1310,zubereiten::V,зварыць,gaminti
1311,zubereiten::V,згатаваць,ruošti
1312,zubereiten::V,згатаваць,gaminti
1313,kochen::V,варыць,virti
1314,kochen::V,варыць,virinti
1315,backen::V,пячы,kepti
1316,braten::V,смажыць,kepti
1317,braten::V,смажыць,kepinti
1318,umrühren::V,перамяшаць,maišyti
1319,umrühren::V,перамяшаць,pamaišyti
1320,stricken::V,вязаць,megzti
1321,nähen::V,шыць,siūti
1322,färben::V,пафарбаваць,dažyti
1323,färben::V,пафарбаваць,nudažyti
1324,reinigen::V,ачысціць,valyti
1325,reinigen::V,ачысціць,švarinti
1326,waschen::V,мыць,plauti
1327,waschen::V,мыць,mazgoti
1328,waschen::V,мыць,skalbti
1329,abwischen::V,выцерці,nušluostyti
1330,spülen::V,паласкаць,plauti
1331,spülen::V,паласкаць,skalauti
1332,fegen::V,падмятаць,šluoti
1333,kehren::V,месці,šluoti
1334,baden::V,купацца,maudytis
1335,sich waschen::V,мыцца,praustis
1336,ausziehen::V,зняць,numauti
1337,ausziehen::V,зняць,nuvilkti
1338,anziehen::V,надзець,mauti
1339,anziehen::V,надзець,apsivilkti
1340,sich anziehen::V,адзецца,rengtis
1341,sich anziehen::V,адзецца,apsirengti
1342,kämmen::V,прычасаць,šukuoti
1343,schmücken::V,аздобіць,puošti
1344,schmücken::V,аздобіць,dabinti
1345,schmücken::V,аздобіць,gražinti
1346,sagen::V,сказаць,tarti
1347,sprechen::V,гаварыць,kalbėti
1348,reden::V,размаўляць,šnekėti
1349,sich unterhalten::V,гутарыць,kalbėtis
1350,sich unterhalten::V,гутарыць,šnekučiuotis
1351,fragen::V,спытаць,klausti
1352,bitten::V,прасіць,prašyti
1353,erzählen::V,расказаць,pasakoti
1354,mitteilen::V,паведаміць,skelbti
1355,mitteilen::V,паведаміць,pranešti
1356,nennen::V,назваць,vadinti
1357,nennen::V,назваць,vardyti
1358,rufen::V,зваць,šaukti
1359,rufen::V,зваць,kviesti
1360,prahlen::V,хваліцца,girtis
1361,übersetzen::V,перакласці,versti
1362,übersetzen::V,перакласці,išversti
1363,denken::V,думаць,galvoti
1364,glauben::V,верыць,manyti
1365,glauben::V,верыць,tikėti
1366,bemerken::V,заўважыць,pamatyti
1367,bemerken::V,заўважыць,pastebėti
1368,erkennen::V,пазнаць,pažinti
1369,erkennen::V,пазнаць,atpažinti
1370,begreifen::V,спасцігнуць,suvokti
1371,verstehen::V,пачуць,suprasti
1372,lernen::V,вучыцца,mokytis
1373,wissen::V,знаць,žinoti
1374,sich erinnern an::V,памятаць,prisiminti
1375,vergessen::V,забыць,užmiršti
1376,messen::V,мераць,matuoti
1377,zählen::V,лічыць,skaičiuoti
1378,rechnen::V,лічыць,skaičiuoti
1379,lesen::V,чытаць,skaityti
1380,malen::V,маляваць,tapyti
1381,zeichnen::V,рысаваць,piešti
1382,zeichnen::V,рысаваць,žymėti
1383,zeichnen::V,рысаваць,braižyti
1384,schreiben::V,пісаць,rašyti
1385,besitzen::V,мець,turėti
1386,kaufen::V,купіць,pirkti
1387,verkaufen::V,прадаць,parduoti
1388,bezahlen::V,заплаціць,apmokėti
1389,zahlen::V,плаціць,mokėti
1390,beherrschen::V,уладаць,valdyti
1391,beherrschen::V,валодаць,valdyti
1392,ertragen::V,выцерпець,kę̃sti
1393,ertragen::V,выцерпець,pakelti
1394,ertragen::V,выцерпець,iškę̃sti
