,Concept_ID,ga,zh
80,Rauch::N,deatach,烟
81,Funke::N,drithle,火花
82,Feuer::N,tine,火
83,Licht::N,solas,光
84,Schatten::N,scáth,影子
85,Wetter::N,aimsir,天气
86,Nebel::N,ceo,雾
87,Wolke::N,néal,云
88,Wolke::N,scamall,云
89,Regen::N,báisteach,雨
90,Regen::N,fearthainn,雨
91,Schnee::N,sneachta,雪
92,Eis::N,oighear,冰
93,Frost::N,sioc,霜冻
94,Kälte::N,fuacht,寒冷
95,Hitze::N,teas,炎热
96,Hitze::N,teocht,炎热
97,Raureif::N,sioc bán,霜
98,Regenbogen::N,stua ceatha,虹
99,Regenbogen::N,bogha báistí,虹
100,Donner::N,toirneach,雷
101,Strömung::N,sruth,水流
102,Tropfen::N,deoir,滴
103,Schaum::N,cúr,泡沫
104,Schmutz::N,salachar,赃物
105,See::N,loch,湖
106,Sumpf::N,portach,沼泽
107,Moor::N,caorán,沼泽
108,Moor::N,móinteán,沼泽
109,Wiese::N,cluain,草地
110,Wiese::N,móinéar,草地
111,Wald::N,coill,森林
112,Wald::N,foraois,森林
113,Hügel::N,ard,丘陵
114,Anhöhe::N,ard,山丘
115,Anhöhe::N,ardán,山丘
116,Berg::N,sliabh,山
117,Gipfel::N,barr,峰
118,Gipfel::N,mullach,峰
119,Höhle::N,uaimh,洞穴
120,Höhle::N,pluais,洞穴
121,Abhang::N,fána,斜坡
122,Quelle::N,foinse,泉
123,Bach::N,sruthán,溪
124,Fluss::N,abhainn,河流
125,Ufer::N,bruach,岸
126,Küste::N,cósta,海岸
127,Küste::N,cladach,海岸
128,Festland::N,míntír,大陆
129,Meer::N,muir,海
130,Meer::N,farraige,海
131,Bucht::N,bá,海湾
132,Bucht::N,cuan,海湾
133,Insel::N,inis,岛
134,Insel::N,oileán,岛
135,Blume::N,bláth,花
136,Gras::N,féar,草
137,Wurzel::N,rúta,根
138,Wurzel::N,fréamh,根
139,Baum::N,crann,树
140,Stamm::N,stoc,树干
141,Stamm::N,tamhan,树干
142,Rinde::N,coirt,树皮
143,Rinde::N,craiceann,树皮
144,Ast::N,géag,树枝
145,Zweig::N,géag,树枝
146,Zweig::N,craobh,树枝
147,Blatt::N,duille,叶子
148,Blatt::N,duilleog,叶子
149,Birke::N,beith,桦木
150,Birke::N,crann beithe,桦木
151,Kiefer[Baum]::N,péine,松树
152,Weide[Baum]::N,saileach,柳树
153,Tanne::N,giúis,冷杉
154,Horn::N,adharc,角
155,Feder::N,cleite,羽毛
156,Fell::N,clúmh,皮毛
157,Flügel::N,eite,翅膀
158,Flügel::N,sciathán,翅膀
159,Klaue::N,crúb,爪子
160,Klaue::N,crobh,爪子
161,Kralle::N,crobh,爪子
162,Schwanz::N,eireaball,尾巴
163,Ei::N,ubh,蛋
164,Nest::N,nead,巢
165,Bau::N,brocais,穴
166,Tier::N,ainmhí,动物
167,Tier::N,beithíoch,动物
168,Herde::N,tréad,群
169,Kuh::N,bó,母牛
170,Bulle::N,tarbh,公牛
171,Pferd::N,each,马
172,Pferd::N,capall,马
173,Schaf::N,caora,羊
174,Schwein::N,muc,猪
175,Hund::N,madra,狗
176,Katze::N,cat,猫
177,Bär::N,béar,熊
178,Eichhörnchen::N,iora,松鼠
179,Elch::N,eilc,麋鹿
180,Fuchs::N,sionnach,狐狸
181,Fuchs::N,madra rua,狐狸
182,Hase::N,giorria,兔子
183,Maus::N,luch,老鼠
184,Wolf::N,mac tíre,狼
185,Vogel::N,éan,鸟
186,Schwarm::N,saithe,群
187,Huhn::N,cearc,鸡
188,Hahn::N,coileach,公鸡
189,Gans::N,gé,鹅
190,Adler::N,iolar,鹰
191,Ente::N,lacha,鸭
192,Eule::N,ulchabhán,猫头鹰
193,Kranich::N,grús,鹤
194,Krähe::N,caróg,乌鸦
195,Krähe::N,préachán,乌鸦
196,Kuckuck::N,cuach,布谷鸟
197,Schwan::N,eala,天鹅
198,Fisch::N,iasc,鱼
199,Barsch::N,péirse,鲈鱼
200,Hecht::N,liús,狗鱼
201,Schlange[Tier]::N,nathair,蛇
202,Wurm::N,péist,蠕虫
203,Spinne::N,damhán alla,蜘蛛
204,Ameise::N,seangán,蚂蚁
205,Laus::N,míol,虱子
206,Mücke::N,muiscít,蚊子
207,Mücke::N,corrmhíol,蚊子
208,Fliege::N,cuil,苍蝇
209,Fliege::N,cuileog,苍蝇
210,Schmetterling::N,féileacán,蝴蝶
211,Beere::N,caor,将果
212,Apfel::N,úll,苹果
213,Pilz::N,beacán,蘑菇
214,Pilz::N,muisiriún,蘑菇
215,Zwiebel::N,oinniún,洋葱
216,Saat::N,síol,种子
217,Korn::N,gráinne,谷粒
218,Heu::N,féar,干草
219,Schale::N,scaimh,壳
220,Grube::N,poll,坑
221,Falle::N,gaiste,圈套
222,Schlinge::N,sealán,活扣
223,Spur::N,rian,踪迹
224,Asche::N,luaith,灰烬
225,Dreck::N,salachar,污垢
226,Eisen::N,iarann,铁
227,Gold::N,ór,金子
228,Silber::N,airgead,银
229,Kohle::N,gual,煤
230,Glas::N,gloine,玻璃
231,Lehm::N,cré,粘土
232,Sand::N,gaineamh,沙
233,Mensch::N,duine,人
234,Mann::N,fear,男子
235,Frau::N,bean,妇女
236,Kind::N,gasúr,小孩
237,Kind::N,páiste,小孩
238,Junge::N,buachaill,男孩
239,Mädchen::N,cailín,女孩
240,Familie::N,teaghlach,家庭
241,Familie::N,comhluadar,家庭
242,Großvater::N,seanathair,祖父
243,Großmutter::N,seanmháthair,祖母
244,Eltern::N,tuismitheoirí,父母
245,Vater::N,athair,父亲
246,Mutter::N,máthair,母亲
247,Sohn::N,mac,儿子
248,Tochter::N,iníon,女儿
249,Bruder::N,deartháir,兄弟
250,Schwester::N,deirfiúr,姐妹
251,Onkel::N,uncail,伯父
252,Tante::N,aintín,阿姨
253,Ehemann::N,fear céile,丈夫
254,Ehefrau::N,bean chéile,妻子
255,Freude::N,áthas,愉快
256,Gelächter::N,gáire,大笑
257,Glück::N,séan,运气
258,Glück::N,sonas,运气
259,Kummer::N,brón,苦恼
260,Kummer::N,buairt,苦恼
261,Wunsch::N,guí,愿望
262,Wunsch::N,achainí,愿望
263,Lust::N,fonn,乐趣
264,Geist::N,meon,精神
265,Geist::N,spiorad,精神
266,Gedanke::N,smaoineamh,思想
267,Gedächtnis::N,cuimhne,记性
268,Verstand::N,ciall,理智
269,Verstand::N,intinn,理智
270,Sinn::N,brí,感觉
271,Sinn::N,ciall,感觉
272,Grund::N,fáth,理由
273,Wahrheit::N,fírinne,真理
274,Gespräch::N,comhrá,谈话
275,Märchen::N,scéal,童话
276,Erzählung::N,scéal,故事
277,Nachricht::N,teachtaireacht,消息
278,Neuigkeit::N,scéala,新闻
279,Name::N,ainm,名字
280,Rätsel::N,tomhas,谜语
281,Rede::N,óráid,讲话
282,Rede::N,aitheasc,讲话
283,Sprache::N,teanga,语言
284,Stimme::N,guth,声音
285,Wort::N,focal,词
286,Zeichen::N,comhartha,标记
287,Ruf::N,glaoch,呼喊
288,Lärm::N,torann,噪音
289,Laut::N,fuaim,响声
290,Ton::N,ton,声音
291,Lied::N,amhrán,歌曲
292,Ruhe::N,suaimhneas,安静
293,Leute::N,muintir,人们
294,Volk::N,pobal,人民
295,Arbeit::N,obair,劳动
296,Gast::N,aoi,客人
297,Geschenk::N,féirín,礼物
298,Geschenk::N,bronntanas,礼物
299,Spiel::N,cluiche,游戏
300,Gesellschaft::N,comhluadar,陪同
301,Hilfe::N,cúnamh,帮助
302,Hilfe::N,cabhair,帮助
303,Freund::N,cara,朋友
304,Kamerad::N,comrádaí,同志
305,Angelegenheit::N,ábhar,事情
306,Anzahl::N,líon,数目
307,Art::N,sórt,种类
308,Art::N,saghas,种类
309,Stück::N,píosa,块
310,Teil::N,cuid,部分
311,Teil::N,páirt,部分
312,Hälfte::N,leath,一半
313,Kreis::N,ciorcal,圆
314,Kreuz::N,cros,十字架
315,Linie::N,líne,线条
316,Strich::N,stríoc,划
317,Abstand::N,achar,距离
318,Entfernung::N,fad,距离
319,Gegend::N,ceantar,地区
320,Platz::N,áit,场所
321,Platz::N,spás,场所
322,Ort::N,áit,地点
323,Seite::N,taobh,面
324,Mitte::N,lár,中间
325,Gegenstand::N,ball,物品
326,Gegenstand::N,ábhar,物品
327,Sache::N,ní,物
328,Sache::N,rud,物
329,Rand::N,imeall,边
330,Rand::N,ciumhais,边
331,Kante::N,corr,棱
332,Kante::N,colbha,棱
333,Ecke::N,coirnéal,角
334,Spitze::N,gob,尖
335,Spitze::N,barr,尖
336,Ende::N,ceann,结尾
337,Ende::N,foirceann,结尾
338,Loch::N,poll,洞
339,Winkel::N,cúinne,角度
340,Winkel::N,uillinn,角度
341,Muster::N,patrún,模型
342,Größe::N,méid,大小
343,Größe::N,toise,大小
344,Länge::N,fad,长度
345,Höhe::N,airde,高度
346,Gewicht::N,meáchan,重量
347,Menge::N,méid,数量
348,Haufen::N,cnap,堆
349,Reihe::N,líne,行
350,Reihe::N,sraith,行
351,Boot::N,bád,小船
352,Ruder::N,rámh,奖
353,Ruder::N,maide rámha,奖
354,Schlitten::N,carr sleamhnáin,雪橇
355,Ski::N,scí,雪板
356,Lagerfeuer::N,tine champa,营火
357,Last::N,ualach,负担
358,Gang::N,siúlóid,行走
359,Schritt::N,céim,步伐
360,Schritt::N,coiscéim,步伐
361,Norden::N,tuaisceart,北
362,Süden::N,deisceart,南
363,Westen::N,iarthar,西
364,Osten::N,oirthear,东
365,Holz::N,adhmad,木材
366,Brett::N,clár,木板
367,Platte::N,leac,平板
368,Stütze::N,taca,支架
369,Stange::N,polla,杆
370,Stange::N,cuaille,杆
371,Stock::N,bata,棒
372,Stock::N,maide,棒
373,Stab::N,maide,棍
374,Stab::N,bachall,棍
375,Rohr::N,píopa,管子
376,Haus::N,teach,房屋
377,Heim::N,baile,家
378,Ofen::N,sornóg,炉子
379,Fußboden::N,urlár,地板
380,Tisch::N,bord,桌子
381,Tisch::N,tábla,桌子
382,Stuhl::N,cathaoir,椅子
383,Wiege::N,cliabhán,摇蓝
384,Bett::N,leaba,床
385,Regal::N,seilf,架子
386,Kiste::N,bosca,箱子
387,Fenster::N,fuinneoig,窗户
388,Tür::N,doras,门
389,Tor::N,geata,大门
390,Zaun::N,fál,篱笆
391,Zaun::N,claí,篱笆
392,Dach::N,díon,屋顶
393,Leiter::N,dréimire,梯子
394,Besen::N,scuab,扫帚
395,Spaten::N,spád,铁锹
396,Spaten::N,rámhainn,铁锹
397,Schaufel::N,sluasaid,铁锹
398,Gabel::N,forc,叉
399,Gabel::N,gabhlóg,叉
400,Löffel::N,spúnóg,食匙
401,Messer::N,scian,刀
402,Nagel::N,tairne,钉子
403,Netz::N,líon,网
404,Netz::N,eangach,网
405,Haken::N,croch,钩子
406,Griff::N,cos,把柄
407,Griff::N,hanla,把柄
408,Schloss::N,glas,锁
409,Bild::N,pictiúr,图画
410,Figur::N,fíor,人像
411,Puppe::N,bábóg,娃娃
412,Beutel::N,mála,袋子
413,Beutel::N,mealbhóg,袋子
414,Bündel::N,beart,捆
415,Tasche::N,mála,手提包
416,Eimer::N,buicéad,桶
417,Deckel::N,clár,盖子
418,Deckel::N,claibín,盖子
419,Geschirr::N,soithí,餐具
420,Geschirr::N,gréithe,餐具
421,Sack::N,sac,袋子
422,Sack::N,mála,袋子
423,Tasse::N,cupán,杯子
424,Topf::N,pota,锅
425,Kessel::N,citeal,水壶
426,Essen::N,béile,进餐
427,Nahrung::N,bia,食物
428,Speise::N,mias,菜肴
429,Fleisch::N,feoil,肉
430,Getreide::N,grán,谷物
431,Getreide::N,arbhar,谷物
432,Brei::N,brúitín,粥
433,Brot::N,arán,面包
434,Scheibe::N,píosa,片
435,Scheibe::N,slisne,片
436,Fett::N,saill,脂肪
437,Fett::N,méathras,脂肪
438,Butter::N,im,黄油
439,Öl::N,ola,油
440,Salz::N,salann,盐
441,Suppe::N,sú,汤
442,Suppe::N,anraith,汤
443,Honig::N,mil,蜂蜜
444,Milch::N,bainne,奶
445,Tee::N,tae,茶
446,Leder::N,leathar,皮革
447,Wolle::N,olann,毛线
448,Stoff::N,éadach,织物
449,Nadel::N,snáthaid,针
450,Faden::N,snáth,线
451,Knopf::N,cnaipe,纽扣
452,Knoten::N,snaidhm,结
453,Farbe::N,péint,颜色
454,Kleidung::N,éadaí,衣服
455,Hemd::N,léine,衬衫
456,Kragen::N,bóna,领子
457,Ärmel::N,muinchille,袖子
458,Hose::N,bríste,裤子
459,Hose::N,treabhsar,裤子
460,Gürtel::N,crios,腰带
461,Mütze::N,caipín,帽子
462,Schuh::N,bróg,鞋
463,Stiefel::N,buatais,靴子
464,Ring::N,fáinne,戒指
465,Band::N,ribín,带子
466,Kamm::N,cíor,梳子
467,Spiegel::N,scáthán,镜子
468,Riemen::N,iall,皮带
469,Riemen::N,strapa,皮带
470,Schnur::N,téad,绳子
471,Schnur::N,sreangán,绳子
472,Leine::N,iall,皮带
473,Decke::N,pluid,被子
474,Decke::N,blaincéad,被子
475,Kissen::N,piliúr,软垫
476,Kissen::N,adhartán,软垫
477,Tuch::N,scaif,巾
478,Handtuch::N,tuáille,手巾
479,Kraft::N,fórsa,力
480,Stärke::N,neart,力量
481,Gesundheit::N,sláinte,健康
482,Krankheit::N,tinneas,病
483,Krankheit::N,breoiteacht,病
484,Schmerz::N,pian,痛
485,Wunde::N,goin,伤口
486,Fieber::N,fiabhras,发烧
487,Arznei::N,cógas,药
488,Brücke::N,droichead,桥
489,Brunnen::N,tobar,井
490,Weide::N,féarach,牧场
491,Pfad::N,cosán,小路
492,Pfad::N,conair,小路
493,Weg::N,slí,路
494,Weg::N,bealach,路
495,Straße::N,bóthar,街
496,Dorf::N,sráidbhaile,村庄
497,Stadt::N,baile,城市
498,Stadt::N,cathair,城市
499,Brief::N,litir,信
500,Buch::N,cín,书
501,Buch::N,leabhar,书
502,Buchstabe::N,litir,字母
503,Zeitung::N,nuachtán,报纸
504,Leben::N,saol,生命
505,Leben::N,beatha,生命
506,Tod::N,bás,死亡
507,Grab::N,uaigh,坟墓
508,Kirche::N,eaglais,教堂
509,Sünde::N,peaca,罪
510,Gott::N,dia,上帝
511,Arbeiter::N,oibrí,工人
512,Chef::N,saoiste,上司
513,Chef::N,ceannasaí,上司
514,Meister::N,máistir,师傅
515,Arzt::N,lia,医生
516,Arzt::N,dochtúir,医生
517,Lehrer::N,oide,教师
518,Lehrer::N,múinteoir,教师
519,Geld::N,airgead,钱
520,Geschäft::N,gnó,交易
521,Laden::N,siopa,商店
522,Preis::N,praghas,价格
523,Ware::N,earra,商品
524,Nutzen::N,tairbhe,好处
525,Reichtum::N,rachmas,财富
526,Reichtum::N,saibhreas,财富
527,Welt::N,domhan,世界
528,Land::N,tír,国家
529,Staat::N,stát,国家
530,König::N,rí,国王
531,Macht::N,cumhacht,权力
532,Grenze::N,críoch,边界
533,Grenze::N,teorainn,边界
534,Krieg::N,cogadh,战争
535,Feind::N,namhaid,敌人
536,Gewalt::N,foréigean,暴力
537,Kampf::N,troid,战斗
538,Bogen[Waffe]::N,bogha,弓
539,Pfeil::N,saighead,箭
540,Gewehr::N,gunna,枪
541,Fehler::N,botún,错误
542,Fehler::N,meancóg,错误
543,Lüge::N,bréag,谎话
544,Lüge::N,éitheach,谎话
545,Schaden::N,dochar,损失
546,Schaden::N,damáiste,损失
547,Unglück::N,drochrath,不幸
548,Schuld::N,locht,过错
549,Schuld::N,milleán,过错
550,Alter::N,aois,年龄
551,Schluss::N,deireadh,结束
552,Zeit::N,am,时间
553,Zeit::N,aimsir,时间
554,Tag::N,lá,天
555,Morgen::N,maidin,早晨
556,Mittag::N,nóin,中午
557,Abend::N,tráthnóna,晚上
558,Nacht::N,oíche,夜
559,Woche::N,seachtain,星期
560,Monat::N,mí,月
561,Jahr::N,bliain,年
562,Frühling::N,earrach,春天
563,Sommer::N,samhradh,夏天
564,Herbst::N,fómhar,秋天
565,Winter::N,geimhreadh,冬天
566,Januar::N,Eanáir,一月
567,Februar::N,Feabhra,二月
568,März::N,Márta,三月
569,April::N,Aibreán,四月
570,Mai::N,Bealtaine,五月
571,Juni::N,Meitheamh,六月
572,Juli::N,Iúil,七月
573,August::N,Lúnasa,八月
574,September::N,Meán Fómhair,九月
575,Oktober::N,Deireadh Fómhair,十月
576,November::N,Samhain,十一月
577,November::N,Mí na Samhna,十一月
578,Dezember::N,Mí na Nollag,十二月
579,Montag::N,Luan,星期一
580,Montag::N,Dé Luain,星期一
581,Dienstag::N,Máirt,星期二
582,Dienstag::N,Dé Máirt,星期二
583,Mittwoch::N,Céadaoin,星期三
584,Mittwoch::N,Dé Céadaoin,星期三
585,Donnerstag::N,Déardaoin,星期四
586,Freitag::N,Aoine,星期五
587,Freitag::N,Dé hAoine,星期五
588,Samstag::N,Satharn,星期六
589,Samstag::N,Dé Sathairn,星期六
590,Sonntag::N,Domhnach,星期日
591,Sonntag::N,Dé Domhnaigh,星期日
592,groß::A,mór,大
593,klein::A,beag,小
594,lang::A,fada,长
595,kurz::A,gearr,短
596,kurz::A,gairid,短
597,breit::A,leathan,宽
598,breit::A,fairsing,宽
599,schmal::A,cúng,细长的
600,dicht::A,dlúth,密
601,dick[Gegenstand]::A,tiubh,厚
602,dünn::A,caol,薄
603,dünn::A,tanaí,薄
604,fein::A,scáinte,细小
605,fein::A,fíneálta,细小
606,fest::A,daingean,固体
607,flach::A,cothrom,平坦
608,glatt::A,mín,光滑
609,glatt::A,sleamhain,光滑
610,hart::A,crua,硬
611,weich::A,bog,软
612,rund::A,cruinn,圆
613,spitz::A,gobach,尖
614,spitz::A,biorach,尖
615,scharf::A,géar,锋利
616,scharf::A,faobhrach,锋利
617,stumpf::A,maol,钝
618,schwer::A,trom,重
619,schön::A,álainn,美丽
620,heiß::A,te,烫
621,warm::A,te,暖和
622,kalt::A,fuar,冷
623,kühl::A,fionnuar,凉
624,frisch::A,úr,新鲜
625,frisch::A,friseáilte,新鲜
626,feucht::A,tais,潮湿
627,nass::A,fliuch,湿
628,trocken::A,tirim,干
629,voll::A,lán,满
630,leer::A,folamh,空
631,offen::A,oscailte,敞开
632,geschlossen::A,dúnta,关闭
633,geschlossen::A,druidte,关闭
634,sauber::A,glan,干净
635,schmutzig::A,salach,肮脏
636,roh::A,amh,生
637,reif::A,aibí,成熟
638,lecker::A,blasta,好吃
639,süß::A,milis,甜
640,bitter::A,searbh,苦
641,sauer::A,géar,酸
642,sauer::A,searbh,酸
643,hell::A,geal,亮
644,hell::A,soilseach,亮
645,dunkel::A,dorcha,阴暗
646,schwarz::A,dubh,黑
647,weiß::A,bán,白
648,rot::A,dearg,红
649,gelb::A,buí,黄
650,blau::A,gorm,蓝
651,grün::A,glas,绿
652,grün::A,uaine,绿
653,grau::A,liath,灰色
654,bunt::A,ildathach,五彩
655,bunt::A,dathannach,五彩
656,billig::A,saor,便宜
657,teuer::A,daor,贵
658,teuer::A,costasach,贵
659,wertvoll::A,luachmhar,贵重
660,blind::A,dall,瞎
661,blind::A,caoch,瞎
662,taub::A,bodhar,聋
663,kräftig::A,cumhachtach,强壮
664,stark::A,tréan,强壮
665,stark::A,láidir,强壮
666,schwach::A,lag,弱
667,schwach::A,fann,弱
668,fett::A,ramhar,胖
669,schlank::A,caol,苗条
670,schlank::A,seang,苗条
671,hübsch::A,álainn,漂亮
672,hübsch::A,dathúil,漂亮
673,böse::A,olc,邪恶
674,dumm::A,dúr,笨
675,dumm::A,amaideach,笨
676,faul::A,falsa,懒惰
677,faul::A,leisciúil,懒惰
678,fleißig::A,dícheallach,勤奋
679,geizig::A,barainneach,吝啬
680,geizig::A,sprionlaithe,吝啬
681,klug::A,cliste,聪明
682,geschickt::A,oilte,灵巧
683,geschickt::A,ealaíonta,灵巧
684,lieb::A,dil,可爱
685,lieb::A,dílis,可爱
686,lustig::A,aerach,快乐
687,lustig::A,meidhreach,快乐
688,sanft::A,bog,柔和
689,sanft::A,séimh,柔和
690,hungrig::A,ocrach,饥饿
691,krank::A,tinn,患病
692,krank::A,breoite,患病
693,nackt::A,nocht,裸体
694,traurig::A,brónach,悲哀
695,lebendig::A,beo,活
696,gut::A,maith,好
697,schlecht::A,dona,坏
698,schlecht::A,droch-,坏
699,richtig::A,ceart,正确
700,schlimm::A,gránna,糟糕
701,schlimm::A,tubaisteach,糟糕
702,wahr::A,fíor,真
703,alt::A,sean,旧
704,neu::A,úr,新
705,neu::A,nua,新
706,ehemalig::A,iar-,以前
707,ehemalig::A,sean-,以前
708,alt[Lebewesen]::A,sean,老
709,alt[Lebewesen]::A,aosta,老
710,jung::A,óg,年轻
711,arm::A,bocht,贫穷
712,reich::A,saibhir,富裕
713,reich::A,rachmasach,富裕
714,bekannt::A,atá eolas air,出名
715,berühmt::A,cailiúil,著名
716,berühmt::A,clúiteach,著名
717,fremd::A,coimhthíoch,陌生
718,verschieden::A,éagsúil,不同
719,verschieden::A,difriúil,不同
720,nah::A,gar,近
721,nah::A,deas,近
722,fern::A,i bhfad uainn,遥远
723,fern::A,i bhfad i gcéin,遥远
724,linker::A,clé,左
725,rechter::A,deas,右
726,anderer::A,eile,别的
727,erster::A,céad,第一
728,zweiter::A,dóú,第二
729,zweiter::A,dara,第二
730,dritter::A,tríú,第三
731,dritter::A,treas,第三
732,letzter::A,déanach,最后
733,letzter::A,deireanach,最后
734,allein::ADV,i d'aonar,单独
735,auf einmal::ADV,ag an am céanna,同时
736,zusammen::ADV,le chéile,一起
737,zusammen::ADV,in eineacht,一起
738,lange::ADV,fada,许久
739,plötzlich::ADV,go tobann,忽然
740,plötzlich::ADV,i dtobainne,忽然
741,sofort::ADV,ar an toirt,立刻
742,sofort::ADV,ar an bpointe,立刻
743,später::ADV,níos déanaí,以后
744,jetzt::ADV,anois,现在
745,heute::ADV,inniu,今天
746,morgen::ADV,amárach,明天
747,bald::ADV,go luath,即将
748,bald::ADV,gan mhoill,即将
749,dann::ADV,ansin,然后
750,gestern::ADV,inné,昨天
751,einst::ADV,tráth,曾经
752,einst::ADV,uair amháin,曾经
753,damals::ADV,ag an am,当时
754,damals::ADV,an t-am sin,当时
755,danach::ADV,ina dhiaidh sin,随后
756,vorher::ADV,cheana,事先
757,vorher::ADV,roimhe sin,事先
758,zuerst::ADV,ar dtús,首先
759,einmal::ADV,uair amháin,一次
760,manchmal::ADV,uaireanta,有时
761,oft::ADV,minic,时常
762,immer::ADV,i gcónaí,总是
763,niemals::ADV,riamh,从未
764,hier::ADV,anseo,这里
765,hierhin::ADV,anseo,到这里
766,von hier::ADV,an áit seo,由此
767,dort::ADV,ann,那里
768,dort::ADV,ansin,那里
769,dorthin::ADV,ann,到那里
770,dorthin::ADV,ansin,到那里
771,geradeaus::ADV,ar aghaidh,一直往前
772,rückwärts::ADV,siar,向后
773,zurück::ADV,ar ais,退后
774,unten::ADV,thíos,下面
775,hinab::ADV,síos,向下
776,oben::ADV,thuas,上面
777,hinauf::ADV,suas,向上
778,überall::ADV,i ngach áit,到处
779,überall::ADV,ar fud na háite,到处
780,nicht::ADV,ní,不
781,nicht::ADV,cha,不
782,ein wenig::ADV,beagán,一点儿
783,kaum::ADV,ar éigean,几乎不
784,sehr::ADV,an-,很
785,so::ADV,chomh,如此
786,so::ADV,mar sin,如此
787,noch::ADV,fós,还
788,noch::ADV,go fóill,还
789,nur::ADV,amháin,只
790,nur::ADV,níl ach,只
791,schon::ADV,cheana,已经
792,schon::ADV,cheana féin,已经
793,wieder::ADV,arís,又
794,wieder::ADV,athuair,又
795,vergebens::ADV,amú,
796,vergebens::ADV,in aisce,
797,vor::PRP,ar thosach,在...面前
798,hinter::PRP,laistiar de,在...背后
799,hinter::PRP,taobh thiar de,在...背后
800,unter::PRP,faoi,在...下面
801,durch::PRP,trí,穿过
802,neben::PRP,taobh le,在...旁
803,neben::PRP,in aice le,在...旁
804,zwischen::PRP,idir,在...之间
805,wegen::PRP,de bharr,由于
806,wegen::PRP,mar gheall ar,由于
807,dies::PRN,seo,这
808,das::PRN,sin,那
809,alles::PRN,gach rud,一切
810,ich::PRN,mé,我
811,ich::PRN,mise,我
812,du::PRN,tú,你
813,du::PRN,tusa,你
814,er::PRN,sé,他
815,er::PRN,seisean,他
816,wir::PRN,sinn,我们
817,ihr::PRN,sibh,你们
818,ihr::PRN,sibhse,你们
819,sie::PRN,siad,她
820,sie::PRN,siadsan,她
821,was::FPRN,cad,什么
822,was::FPRN,céard,什么
823,wer::FPRN,cé,谁
824,wo::FADV,cá,哪里
825,wo::FADV,cén áit,哪里
826,wohin::FADV,cá,去哪里
827,wohin::FADV,cén áit,去哪里
828,wie::FADV,conas,怎么
829,wie::FADV,cén chaoi,怎么
830,warum::FADV,cén fáth,为什么
831,warum::FADV,cad chuige,为什么
832,wieviel::FNUM,cá mhéad,多少
833,eins::NUM,aon,一
834,zwei::NUM,dhá,二
835,drei::NUM,trí,三
836,vier::NUM,ceathair,四
837,fünf::NUM,cúig,五
838,sechs::NUM,sé,六
839,sieben::NUM,seacht,七
840,acht::NUM,ocht,八
841,neun::NUM,naoi,九
842,zehn::NUM,deich,十
843,elf::NUM,aon déag,十一
