,Concept_ID,de,hy
266,Ruhe::N,Ruhe,անդորրություն
267,Leute::N,Leute,մարդիկ
268,Volk::N,Volk,ազգ
269,Arbeit::N,Arbeit,գործ
270,Arbeit::N,Arbeit,աշխատանք
271,Gast::N,Gast,հյուր
272,Geschenk::N,Geschenk,նվեր
273,Spiel::N,Spiel,խաղ
274,Gesellschaft::N,Gesellschaft,ընկերություն
275,Hilfe::N,Hilfe,օգնությթուն
276,Freund::N,Freund,ընկեր
277,Freund::N,Freund,բարեկամ
278,Kamerad::N,Kamerad,ուղեկից
279,Angelegenheit::N,Angelegenheit,բան
280,Angelegenheit::N,Angelegenheit,գործ
281,Anzahl::N,Anzahl,քանակ
282,Anzahl::N,Anzahl,գումար
283,Art::N,Art,տեսակ
284,Stück::N,Stück,կտոր
285,Teil::N,Teil,մաս
286,Hälfte::N,Hälfte,կես
287,Kreis::N,Kreis,շիջանակ
288,Kreuz::N,Kreuz,խաչ
289,Linie::N,Linie,գիծ
290,Strich::N,Strich,գիծ
291,Abstand::N,Abstand,անջրպետ
292,Entfernung::N,Entfernung,հեռավորություն
293,Gegend::N,Gegend,շրջան
294,Platz::N,Platz,տարածություն
295,Ort::N,Ort,տեղ
296,Ort::N,Ort,վայր
297,Seite::N,Seite,կողմ
298,Mitte::N,Mitte,մեջտեղ
299,Gegenstand::N,Gegenstand,առարկա
300,Sache::N,Sache,բան
301,Rand::N,Rand,վերջք
302,Kante::N,Kante,եզր
303,Ecke::N,Ecke,անկյուն
304,Spitze::N,Spitze,ծայր
305,Ende::N,Ende,ծայր
306,Loch::N,Loch,անցք
307,Winkel::N,Winkel,անկյուն
308,Muster::N,Muster,օրինակ
309,Größe::N,Größe,մեծություն
310,Länge::N,Länge,երկարություն
311,Höhe::N,Höhe,բարձրություն
312,Gewicht::N,Gewicht,կշիռ
313,Menge::N,Menge,քանակ
314,Haufen::N,Haufen,դեզ
315,Haufen::N,Haufen,կույտ
316,Reihe::N,Reihe,շարք
317,Reihe::N,Reihe,կարգ
318,Boot::N,Boot,նավակ
319,Ruder::N,Ruder,թի
320,Ruder::N,Ruder,թիակ
321,Schlitten::N,Schlitten,բալխիր
322,Ski::N,Ski,դահուկ
323,Lagerfeuer::N,Lagerfeuer,բացօդեայ կրակ
324,Last::N,Last,բեռ
325,Gang::N,Gang,զբոսանք
326,Schritt::N,Schritt,քայլ
327,Norden::N,Norden,հյուսիս
328,Süden::N,Süden,հարավ
329,Westen::N,Westen,արեւմուտք
330,Osten::N,Osten,արեւելք
331,Holz::N,Holz,փայտ
332,Brett::N,Brett,տախտակ
333,Platte::N,Platte,թիթեղ
334,Stütze::N,Stütze,նեցուկ
335,Stange::N,Stange,ձող
336,Stock::N,Stock,փայտ
337,Stab::N,Stab,ցուպ
338,Stab::N,Stab,գավազան
339,Rohr::N,Rohr,խողովակ
340,Haus::N,Haus,տուն
341,Heim::N,Heim,տուն
342,Ofen::N,Ofen,վառարան
343,Fußboden::N,Fußboden,հատակ
344,Tisch::N,Tisch,սեղան
345,Stuhl::N,Stuhl,աթոռ
346,Wiege::N,Wiege,օրորոց
347,Bett::N,Bett,անկողին
348,Regal::N,Regal,դարակ
349,Kiste::N,Kiste,տուփ
350,Fenster::N,Fenster,պատուհան
351,Tür::N,Tür,դուռ
352,Tor::N,Tor,դարպաս
353,Zaun::N,Zaun,ցանկապատ
354,Dach::N,Dach,տանիք
355,Dach::N,Dach,կտուր
356,Leiter::N,Leiter,սանդուղք
357,Besen::N,Besen,ավել
358,Spaten::N,Spaten,բահ
359,Schaufel::N,Schaufel,թի
360,Gabel::N,Gabel,պատառաքաղ
361,Löffel::N,Löffel,գդալ
362,Messer::N,Messer,դանակ
363,Nagel::N,Nagel,մեխ
364,Netz::N,Netz,ցանց
365,Haken::N,Haken,կարթ
366,Griff::N,Griff,կոթ
367,Griff::N,Griff,բռնակ
368,Schloss::N,Schloss,կողպեք
369,Bild::N,Bild,նկար
370,Bild::N,Bild,պատկեր
371,Figur::N,Figur,քանդակ
372,Figur::N,Figur,պատկեր
373,Puppe::N,Puppe,տիկնիկ
374,Beutel::N,Beutel,տոպրակ
375,Bündel::N,Bündel,կապոց
376,Tasche::N,Tasche,պայուսակ
377,Eimer::N,Eimer,դույլ
378,Deckel::N,Deckel,կափարիչ
379,Geschirr::N,Geschirr,ամանեղեն
380,Sack::N,Sack,պարկ
381,Sack::N,Sack,տոպրակ
382,Tasse::N,Tasse,թաս
383,Tasse::N,Tasse,գավաթ
384,Topf::N,Topf,անոթ
385,Kessel::N,Kessel,կաթսա
386,Essen::N,Essen,կերակուր
387,Nahrung::N,Nahrung,ուտելիք
388,Speise::N,Speise,խորտիկ
389,Speise::N,Speise,կերակուր
390,Fleisch::N,Fleisch,միս
391,Getreide::N,Getreide,հացահատիկ
392,Brei::N,Brei,լանդակ
393,Brot::N,Brot,հաց
394,Scheibe::N,Scheibe,կտոր
395,Scheibe::N,Scheibe,պատառ
396,Fett::N,Fett,ճարպ
397,Butter::N,Butter,կարագ
398,Öl::N,Öl,ձեթ
399,Salz::N,Salz,աղ
400,Suppe::N,Suppe,սուպ
401,Suppe::N,Suppe,ապուր
402,Honig::N,Honig,մեղր
403,Milch::N,Milch,կաթ
404,Tee::N,Tee,թեյ
405,Leder::N,Leder,կաշի
406,Wolle::N,Wolle,բուրդ
407,Stoff::N,Stoff,գործվածք
408,Nadel::N,Nadel,ասեղ
409,Faden::N,Faden,թել
410,Knopf::N,Knopf,կոճակ
411,Knoten::N,Knoten,հանգույց
412,Farbe::N,Farbe,ներկ
413,Kleidung::N,Kleidung,հագուստ
414,Hemd::N,Hemd,վերնաշապիկ
415,Kragen::N,Kragen,օձիք
416,Ärmel::N,Ärmel,թեւք
417,Hose::N,Hose,շալվար
418,Gürtel::N,Gürtel,գոտի
419,Mütze::N,Mütze,կեպի
420,Schuh::N,Schuh,կոշիկ
421,Stiefel::N,Stiefel,երկարաճիթ կոշիկ
422,Ring::N,Ring,զնգալ
423,Band::N,Band,ժապավեն
424,Kamm::N,Kamm,սանր
425,Spiegel::N,Spiegel,հայելի
426,Riemen::N,Riemen,փոկ
427,Schnur::N,Schnur,լար
428,Leine::N,Leine,փոկ
429,Decke::N,Decke,վերմակ
430,Kissen::N,Kissen,բարձ
431,Tuch::N,Tuch,թաշկինակ
432,Handtuch::N,Handtuch,սրբիչ
433,Kraft::N,Kraft,ուժ
434,Stärke::N,Stärke,պնդություն
435,Stärke::N,Stärke,ամրություն
436,Gesundheit::N,Gesundheit,առողջություն
437,Krankheit::N,Krankheit,ախտ
438,Krankheit::N,Krankheit,հիվանդություն
439,Schmerz::N,Schmerz,ցավ
440,Schmerz::N,Schmerz,տանջանք
441,Wunde::N,Wunde,վերք
442,Fieber::N,Fieber,տենդ
443,Arznei::N,Arznei,դեղ
444,Brücke::N,Brücke,կամուրջ
445,Brunnen::N,Brunnen,հոր
446,Brunnen::N,Brunnen,ջրհոր
447,Weide::N,Weide,արոտավայր
448,Pfad::N,Pfad,արահետ
449,Weg::N,Weg,ուղի
450,Straße::N,Straße,ճանապարհ
451,Dorf::N,Dorf,գյուղ
452,Stadt::N,Stadt,քաղաք
453,Brief::N,Brief,նամակ
454,Buch::N,Buch,գիրք
455,Buchstabe::N,Buchstabe,տառ
456,Buchstabe::N,Buchstabe,գիր
457,Zeitung::N,Zeitung,լրագիր
458,Leben::N,Leben,կյանք
459,Tod::N,Tod,մահ
460,Grab::N,Grab,գերեզման
461,Kirche::N,Kirche,եկեղեցի
462,Sünde::N,Sünde,մեղք
463,Gott::N,Gott,աստված
464,Arbeiter::N,Arbeiter,բանվոր
465,Arbeiter::N,Arbeiter,աշխատող
466,Chef::N,Chef,տեր
467,Meister::N,Meister,վարպետ
468,Arzt::N,Arzt,բժիշկ
469,Lehrer::N,Lehrer,ուսուցիչ
470,Geld::N,Geld,փող
471,Geschäft::N,Geschäft,գործ
472,Geschäft::N,Geschäft,աշխատանք
473,Laden::N,Laden,կրպակ
474,Laden::N,Laden,խանութ
475,Preis::N,Preis,գին
476,Ware::N,Ware,ապրանք
477,Nutzen::N,Nutzen,օգուտ
478,Reichtum::N,Reichtum,հարստություն
479,Welt::N,Welt,աշխարհ
480,Land::N,Land,երկիր
481,Staat::N,Staat,պետություն
482,König::N,König,արքա
483,König::N,König,թագավոր
484,Macht::N,Macht,իշխանություն
485,Grenze::N,Grenze,սահման
486,Krieg::N,Krieg,պատերազմ
487,Feind::N,Feind,թշնամի
488,Gewalt::N,Gewalt,բռնություն
489,Gewalt::N,Gewalt,սաստկություն
490,Kampf::N,Kampf,մարտ
491,Bogen[Waffe]::N,Bogen,աղեղ
492,Pfeil::N,Pfeil,նետ
493,Gewehr::N,Gewehr,հրացան
494,Fehler::N,Fehler,սխալ
495,Lüge::N,Lüge,սուտ
496,Schaden::N,Schaden,վնաս
497,Unglück::N,Unglück,դժբախտություն
498,Schuld::N,Schuld,պակասություն
499,Alter::N,Alter,հասակ
500,Schluss::N,Schluss,վերջ
501,Schluss::N,Schluss,վախճան
502,Zeit::N,Zeit,ժամանակ
503,Tag::N,Tag,օր
504,Morgen::N,Morgen,առավոտ
505,Mittag::N,Mittag,կեսօր
506,Abend::N,Abend,երեկո
507,Nacht::N,Nacht,գիշեր
508,Woche::N,Woche,շաբաթ
509,Monat::N,Monat,ամիս
510,Jahr::N,Jahr,տարի
511,Frühling::N,Frühling,գարուն
512,Sommer::N,Sommer,ամառ
513,Herbst::N,Herbst,աշուն
514,Winter::N,Winter,ձմեռ
515,Januar::N,Januar,հունվար
516,Februar::N,Februar,փետրվար
517,März::N,März,մարտ
518,April::N,April,ապրիլ
519,Mai::N,Mai,մայիս
520,Juni::N,Juni,հունիս
521,Juli::N,Juli,հուլիս
522,August::N,August,օգոստոս
523,September::N,September,սեպտեմբեր
524,Oktober::N,Oktober,հոկտեմբեր
525,November::N,November,նոյեմբեր
526,Dezember::N,Dezember,դեկտեմբեր
527,Montag::N,Montag,երկուշաբթի
528,Dienstag::N,Dienstag,երեքշաբթի
529,Mittwoch::N,Mittwoch,չորեքշաբթի
530,Donnerstag::N,Donnerstag,հինգշաբթի
531,Freitag::N,Freitag,ուրբաթ
532,Samstag::N,Samstag,շաբաթ
533,Sonntag::N,Sonntag,կիրակի
534,groß::A,groß,մեծ
535,groß::A,groß,խոշոր
536,klein::A,klein,պստիկ
537,klein::A,klein,փոքրիկ
538,lang::A,lang,երկար
539,kurz::A,kurz,կարճ
540,breit::A,breit,լայն
541,schmal::A,schmal,նեղ
542,dicht::A,dicht,խիտ
543,dick[Gegenstand]::A,dick,հաստ
544,dünn::A,dünn,բարակ
545,fein::A,fein,նուրբ
546,fest::A,fest,ամուր
547,fest::A,fest,պինդ
548,flach::A,flach,տափակ
549,glatt::A,glatt,հարթ
550,hart::A,hart,կարծր
551,weich::A,weich,մեղմ
552,weich::A,weich,փափուկ
553,rund::A,rund,կլոր
554,spitz::A,spitz,սրածայր
555,scharf::A,scharf,սուր
556,stumpf::A,stumpf,գուլ
557,schwer::A,schwer,ծանր
558,schön::A,schön,սիրուն
559,schön::A,schön,գեղեցիկ
560,heiß::A,heiß,թեժ
561,warm::A,warm,տաք
562,warm::A,warm,ջերմ
563,kalt::A,kalt,ցուրտ
564,kühl::A,kühl,զով
565,frisch::A,frisch,թարմ
566,feucht::A,feucht,ղոնավ
567,nass::A,nass,թաց
568,trocken::A,trocken,ցամաք
569,voll::A,voll,լի
570,voll::A,voll,լիքը
571,leer::A,leer,դատարկ
572,offen::A,offen,բաց
573,geschlossen::A,geschlossen,գոց
574,sauber::A,sauber,մաքուր
575,schmutzig::A,schmutzig,կեղտոտ
576,roh::A,roh,հում
577,reif::A,reif,հասած
578,reif::A,reif,հասուն
579,lecker::A,lecker,համեղ
580,süß::A,süß,անուշ
581,bitter::A,bitter,կծու
582,sauer::A,sauer,թթու
583,sauer::A,sauer,թթված
584,hell::A,hell,պայծառ
585,hell::A,hell,խելամիտ
586,dunkel::A,dunkel,մութ
587,schwarz::A,schwarz,սեւ
588,weiß::A,weiß,սպիտակ
589,rot::A,rot,կարմիր
590,gelb::A,gelb,դեղին
591,blau::A,blau,կապույտ
592,grün::A,grün,կանաչ
593,grau::A,grau,գորշ
594,bunt::A,bunt,գոյնզգոյն
595,billig::A,billig,էժան
596,teuer::A,teuer,թանկ
597,wertvoll::A,wertvoll,թանկարժեք
598,blind::A,blind,կույր
599,taub::A,taub,խուլ
600,kräftig::A,kräftig,հզոր
601,stark::A,stark,ուժեղ
602,schwach::A,schwach,տկար
603,schwach::A,schwach,թույլ
604,fett::A,fett,գեր
605,schlank::A,schlank,նիհար
606,hübsch::A,hübsch,գրավիչ
607,hübsch::A,hübsch,սիրունիկ
608,böse::A,böse,չար
609,dumm::A,dumm,հիմար
610,faul::A,faul,ծույլ
611,fleißig::A,fleißig,ջանասեր
612,fleißig::A,fleißig,փութաջան
613,geizig::A,geizig,ագահ
614,geizig::A,geizig,կծծի
615,klug::A,klug,խելոք
616,klug::A,klug,ընդունակ
617,geschickt::A,geschickt,ճարտար
618,lieb::A,lieb,սիրելի
619,lustig::A,lustig,զվարթ
620,sanft::A,sanft,հեզ
621,hungrig::A,hungrig,քաղցած
622,krank::A,krank,հիվանդ
623,nackt::A,nackt,մերկ
624,traurig::A,traurig,տխուր
625,lebendig::A,lebendig,կենդանի
626,gut::A,gut,լավ
627,schlecht::A,schlecht,վատ
628,richtig::A,richtig,ձիշտ
629,schlimm::A,schlimm,լղրճուկ
630,wahr::A,wahr,ճիշտ
631,wahr::A,wahr,իրական
632,alt::A,alt,հին
633,neu::A,neu,նոր
634,ehemalig::A,ehemalig,նախկին
635,alt[Lebewesen]::A,alt,ծեր
636,alt[Lebewesen]::A,alt,պառավ
637,jung::A,jung,մատաղ
638,arm::A,arm,աղքատ
639,reich::A,reich,հարուստ
640,bekannt::A,bekannt,ծանոթ
641,berühmt::A,berühmt,հայտնի
642,berühmt::A,berühmt,հռչակավոր
643,fremd::A,fremd,օտար
644,verschieden::A,verschieden,տարբեր
645,nah::A,nah,մոտ
646,nah::A,nah,մերձ
647,fern::A,fern,հեռավոր
648,linker::A,linker,ձախ
649,rechter::A,rechter,աջ
650,anderer::A,anderer,այլ
651,anderer::A,anderer,ուրիշ
652,erster::A,erster,առաջին
653,zweiter::A,zweiter,երկրորդ
654,dritter::A,dritter,երրորդ
655,letzter::A,letzter,վերջին
656,allein::ADV,allein,միայնակ
657,auf einmal::ADV,auf einmal,միասնաբար
658,zusammen::ADV,zusammen,միասին
659,zusammen::ADV,zusammen,իրար հետ
660,lange::ADV,lange,երկար ժամանակ
661,plötzlich::ADV,plötzlich,հանկարծ
662,sofort::ADV,sofort,իսկույն
663,später::ADV,später,ավելի ուշ
664,später::ADV,später,հետո
665,jetzt::ADV,jetzt,այժմ
666,heute::ADV,heute,այսօր
667,morgen::ADV,morgen,վաղը
668,bald::ADV,bald,շուտով
669,dann::ADV,dann,ապա
670,dann::ADV,dann,հետո
671,gestern::ADV,gestern,երեկ
672,einst::ADV,einst,հին ատեն
673,damals::ADV,damals,ատէնին
674,danach::ADV,danach,ապա
675,danach::ADV,danach,այն ժամանակ
676,vorher::ADV,vorher,առաջ
677,zuerst::ADV,zuerst,նախ
678,einmal::ADV,einmal,մի անգամ
679,manchmal::ADV,manchmal,երբեմն
680,oft::ADV,oft,հաճախ
681,immer::ADV,immer,միշտ
682,niemals::ADV,niemals,երբեք
683,hier::ADV,hier,այստեղ
684,hierhin::ADV,hierhin,այստեղ
685,von hier::ADV,von hier,այդտեղից
686,dort::ADV,dort,այնտեղ
687,dorthin::ADV,dorthin,այնտեղ
