,Concept_ID,is,lv
0,Auge::N,auga,син
1,Auge::N,auga,acs
2,Ohr::N,eyra,пель
3,Ohr::N,eyra,auss
4,Nase::N,nef,ныр
5,Nase::N,nef,deguns
6,Mund::N,munnur,вом
7,Mund::N,munnur,mute
8,Zahn::N,tönn,пинь
9,Zahn::N,tönn,zobs
10,Zunge::N,tunga,кыв
11,Zunge::N,tunga,mēle
12,Lippe::N,vör,вом дор
13,Lippe::N,vör,lūpa
14,Wange::N,kinn,бан
15,Wange::N,kinn,vaigs
16,Wange::N,vangi,бан
17,Wange::N,vangi,vaigs
18,Gesicht::N,andlit,чужӧм
19,Gesicht::N,andlit,seja
20,Gesicht::N,andlit,ģīmis
21,Stirn::N,enni,плеш
22,Stirn::N,enni,кымӧс
23,Stirn::N,enni,piere
24,Haar::N,hár,си
25,Haar::N,hár,юрси
26,Haar::N,hár,mats
27,Schnurrbart::N,yfirskegg,ус
28,Schnurrbart::N,yfirskegg,пыртсим
29,Schnurrbart::N,yfirskegg,ūsas
30,Bart::N,skegg,тош
31,Bart::N,skegg,bārda
32,Kinn::N,haka,тшӧка
33,Kinn::N,haka,zods
34,Kinn::N,haka,smakrs
35,Kiefer[Anatomie]::N,kjálki,черлы
36,Kiefer[Anatomie]::N,kjálki,алака лы
37,Kiefer[Anatomie]::N,kjálki,вомкӧтш лы
38,Kiefer[Anatomie]::N,kjálki,žoklis
39,Kiefer[Anatomie]::N,skoltur,черлы
40,Kiefer[Anatomie]::N,skoltur,алака лы
41,Kiefer[Anatomie]::N,skoltur,вомкӧтш лы
42,Kiefer[Anatomie]::N,skoltur,žoklis
43,Kehle::N,kverk,голя
44,Kehle::N,kverk,rīkle
45,Hals::N,háls,сьылі
46,Hals::N,háls,kakls
47,Genick::N,hnakki,юрбӧр
48,Genick::N,hnakki,балябӧж
49,Genick::N,hnakki,sprands
50,Kopf::N,höfuð,юр
51,Kopf::N,höfuð,galva
52,Rücken::N,hryggur,мыш
53,Rücken::N,hryggur,mugura
54,Bauch::N,kviður,рушку
55,Bauch::N,kviður,vēders
56,Nabel::N,nafli,гӧг
57,Nabel::N,nafli,naba
58,Busen::N,barmur,морӧс
59,Busen::N,barmur,krūts
60,Brust::N,brjóst,морӧс
61,Brust::N,brjóst,krūts
62,Schulter::N,öxl,пельпом
63,Schulter::N,öxl,plecs
64,Arm::N,armur,ки
65,Arm::N,armur,roka
66,Arm::N,armur,delms
67,Ellenbogen::N,olnbogi,гырддза
68,Ellenbogen::N,olnbogi,elkonis
69,Hand::N,hönd,ки
70,Hand::N,hönd,roka
71,Hand::N,hönd,plauksta
72,Handfläche::N,lófi,ки пыдӧс
73,Handfläche::N,lófi,delna
74,Handfläche::N,lófi,plauksta
75,Finger::N,fingur,чунь
76,Finger::N,fingur,pirksts
77,Fingernagel::N,fingurnögl,гыж
78,Fingernagel::N,fingurnögl,nags
79,Nagel[Anatomie]::N,nögl,гыж
80,Nagel[Anatomie]::N,nögl,nags
81,Zeh::N,tá,кок чунь
82,Zeh::N,tá,pirksts
83,Fuß::N,fótur,кок
84,Fuß::N,fótur,kāja
85,Ferse::N,hæll,кокбӧр
86,Ferse::N,hæll,papēdis
87,Knie::N,kné,пидзӧс
88,Knie::N,kné,celis
89,Oberschenkel::N,læri,лядьвей
90,Oberschenkel::N,læri,бек
91,Oberschenkel::N,læri,ciska
92,Oberschenkel::N,læri,augšstilbs
93,Bein::N,fótleggur,кок
94,Bein::N,fótleggur,kāja
95,Körper::N,búkur,туша
96,Körper::N,búkur,вывтыр
97,Körper::N,búkur,miesa
98,Körper::N,búkur,ķermenis
99,Körper::N,líkami,туша
100,Körper::N,líkami,вывтыр
101,Körper::N,líkami,miesa
102,Körper::N,líkami,ķermenis
103,Haut::N,húð,ку
104,Haut::N,húð,āda
105,Haut::N,skinn,ку
106,Haut::N,skinn,āda
107,Blut::N,blóð,вир
108,Blut::N,blóð,asins
109,Ader::N,æð,сӧн
110,Ader::N,æð,asinsvads
111,Sehne::N,sin,вез
112,Sehne::N,sin,dzīsla
113,Knochen::N,bein,лы
114,Knochen::N,bein,kauls
115,Gehirn::N,heili,вем
116,Gehirn::N,heili,smadzenes
117,Herz::N,hjarta,сьӧлӧм
118,Herz::N,hjarta,sirds
119,Magen::N,magi,кынӧм
120,Magen::N,magi,kuņģis
121,Leber::N,lifur,мус
122,Leber::N,lifur,aknas
123,Atem::N,andi,лов
124,Atem::N,andi,elpa
125,Atem::N,andardráttur,лов
126,Atem::N,andardráttur,elpa
127,Hunger::N,hungur,тшыг
128,Hunger::N,hungur,bads
129,Hunger::N,hungur,izsalkums
130,Träne::N,tár,синва
131,Träne::N,tár,asara
132,Geschmack::N,smekkur,кӧр
133,Geschmack::N,smekkur,чӧсмӧс
134,Geschmack::N,smekkur,garša
135,Geruch::N,lykt,зын
136,Geruch::N,lykt,дук
137,Geruch::N,lykt,smaka
138,Schlaf::N,svefn,узьӧм
139,Schlaf::N,svefn,miegs
140,Traum::N,draumur,вӧт
141,Traum::N,draumur,вӧтасьӧм
142,Traum::N,draumur,sapnis
143,Himmel::N,himinn,енэж
144,Himmel::N,himinn,debess
145,Sonne::N,sól,шонді
146,Sonne::N,sól,saule
147,Mond::N,tungl,тӧлысь
148,Mond::N,tungl,mēness
149,Stern::N,stjarna,кодзув
150,Stern::N,stjarna,zvaigzne
151,Luft::N,loft,сынӧд
152,Luft::N,loft,gaiss
153,Wind::N,vindur,тӧв
154,Wind::N,vindur,vējš
155,Welle::N,alda,гы
156,Welle::N,alda,vilnis
157,Welle::N,bylgja,гы
158,Welle::N,bylgja,vilnis
159,Wasser::N,vatn,ва
160,Wasser::N,vatn,ūdens
161,Stein::N,steinn,из
162,Stein::N,steinn,akmens
163,Boden::N,botn,му
164,Boden::N,botn,augsne
165,Erde::N,jörð,му
166,Erde::N,jörð,му-ва
167,Erde::N,jörð,zeme
168,Staub::N,ryk,бус
169,Staub::N,ryk,putekļi
170,Staub::N,duft,бус
171,Staub::N,duft,putekļi
172,Rauch::N,reykur,тшын
173,Rauch::N,reykur,dūmi
174,Funke::N,neisti,кинь
175,Funke::N,neisti,би кинь
176,Funke::N,neisti,dzirkstele
177,Feuer::N,eldur,би
178,Feuer::N,eldur,uguns
179,Licht::N,ljós,югӧр
180,Licht::N,ljós,gaisma
181,Schatten::N,skuggi,вуджӧр
182,Schatten::N,skuggi,ēna
183,Wetter::N,veður,поводдя
184,Wetter::N,veður,laiks
185,Nebel::N,þoka,ру
186,Nebel::N,þoka,онь
187,Nebel::N,þoka,migla
188,Wolke::N,ský,кымӧр
189,Wolke::N,ský,mākonis
190,Regen::N,regn,зэр
191,Regen::N,regn,lietus
192,Schnee::N,snjór,лым
193,Schnee::N,snjór,sniegs
194,Eis::N,ís,йи
195,Eis::N,ís,ledus
196,Frost::N,frost,кӧдзыд
197,Frost::N,frost,sals
198,Kälte::N,kuldi,кӧдзыд
199,Kälte::N,kuldi,saltums
200,Kälte::N,kuldi,aukstums
201,Hitze::N,hiti,пӧсь
202,Hitze::N,hiti,гожӧд
203,Hitze::N,hiti,karstums
204,Raureif::N,hrím,пуж
205,Raureif::N,hrím,гыӧр
206,Raureif::N,hrím,sarma
207,Regenbogen::N,regnbogi,ӧшкамӧшка
208,Regenbogen::N,regnbogi,varavīksne
209,Donner::N,þruma,гым
210,Donner::N,þruma,pērkons
211,Strömung::N,straumur,ва ныр
212,Strömung::N,straumur,визувтӧм
213,Strömung::N,straumur,straume
214,Strömung::N,straumur,strāvojums
215,Tropfen::N,dropi,войт
216,Tropfen::N,dropi,lāse
217,Schaum::N,froða,быг
218,Schaum::N,froða,быгзьӧм
219,Schaum::N,froða,putas
220,Schmutz::N,óhreinindi,няйт
221,Schmutz::N,óhreinindi,dubļi
222,See::N,stöðuvatn,ты
223,See::N,stöðuvatn,ezers
224,Sumpf::N,fen,гыбад
225,Sumpf::N,fen,кад
226,Sumpf::N,fen,dumbrājs
227,Sumpf::N,fen,staignājs
228,Moor::N,mýri,нюр
229,Moor::N,mýri,purvs
230,Moor::N,mýri,muklājs
231,Wiese::N,engi,видз
232,Wiese::N,engi,pļava
233,Wald::N,skógur,вӧр
234,Wald::N,skógur,mežs
235,Hügel::N,hæð,дзиб
236,Hügel::N,hæð,мыльк
237,Hügel::N,hæð,нӧрыс
238,Hügel::N,hæð,paugurs
239,Hügel::N,hóll,дзиб
240,Hügel::N,hóll,мыльк
241,Hügel::N,hóll,нӧрыс
242,Hügel::N,hóll,paugurs
243,Anhöhe::N,hæð,мыльк
244,Anhöhe::N,hæð,нӧрыс
245,Anhöhe::N,hæð,paugurs
246,Anhöhe::N,hóll,мыльк
247,Anhöhe::N,hóll,нӧрыс
248,Anhöhe::N,hóll,paugurs
249,Berg::N,fell,чой
250,Berg::N,fell,керӧс
251,Berg::N,fell,kalns
252,Berg::N,fjall,чой
253,Berg::N,fjall,керӧс
254,Berg::N,fjall,kalns
255,Gipfel::N,tindur,чук
256,Gipfel::N,tindur,virsotne
257,Höhle::N,hellir,рудӧг
258,Höhle::N,hellir,ala
259,Abhang::N,hlíð,ньывк
260,Abhang::N,hlíð,бокша
261,Abhang::N,hlíð,nogāze
262,Abhang::N,brekka,ньывк
263,Abhang::N,brekka,бокша
264,Abhang::N,brekka,nogāze
265,Quelle::N,lind,ӧшмӧс
266,Quelle::N,lind,avots
267,Quelle::N,uppspretta,ӧшмӧс
268,Quelle::N,uppspretta,avots
269,Bach::N,lækur,шор
270,Bach::N,lækur,urga
271,Bach::N,lækur,strauts
272,Fluss::N,á,ю
273,Fluss::N,á,upe
274,Fluss::N,fljót,ю
275,Fluss::N,fljót,upe
276,Ufer::N,árbakki,вадор
277,Ufer::N,árbakki,krasts
278,Ufer::N,sjávarbakki,вадор
279,Ufer::N,sjávarbakki,krasts
280,Küste::N,strönd,вадор
281,Küste::N,strönd,piekraste
282,Festland::N,meginland,му
283,Festland::N,meginland,sauszeme
284,Meer::N,haf,саридз
285,Meer::N,haf,jūra
286,Meer::N,sjór,саридз
287,Meer::N,sjór,jūra
288,Bucht::N,vík,куръя
289,Bucht::N,vík,līcis
290,Insel::N,eyja,ді
291,Insel::N,eyja,sala
292,Blume::N,blóm,дзоридз
293,Blume::N,blóm,puķe
294,Blume::N,blóm,zieds
295,Gras::N,gras,турун
296,Gras::N,gras,zāle
297,Wurzel::N,rót,вуж
298,Wurzel::N,rót,sakne
299,Baum::N,tré,пу
300,Baum::N,tré,koks
301,Stamm::N,stofn,пучер
302,Stamm::N,stofn,stumbrs
303,Rinde::N,börkur,кырсь
304,Rinde::N,börkur,miza
305,Ast::N,grein,ув
306,Ast::N,grein,zars
307,Zweig::N,angi,вож
308,Zweig::N,angi,nozare
309,Zweig::N,kvistur,вож
310,Zweig::N,kvistur,nozare
311,Blatt::N,blað,кор
312,Blatt::N,blað,lapa
313,Birke::N,birki,кыдз
314,Birke::N,birki,bērzs
315,Kiefer[Baum]::N,fura,пожӧм
316,Kiefer[Baum]::N,fura,priede
317,Weide[Baum]::N,víðir,бадь
318,Weide[Baum]::N,víðir,kārkls
319,Tanne::N,greni,коз
320,Tanne::N,greni,egle
321,Horn::N,horn,сюр
322,Horn::N,horn,rags
323,Feder::N,fjöður,гӧн
324,Feder::N,fjöður,тывборд
325,Feder::N,fjöður,spalva
326,Fell::N,skinn,ку
327,Fell::N,skinn,āda
328,Flügel::N,vængur,борд
329,Flügel::N,vængur,spārns
330,Klaue::N,kló,гыж
331,Klaue::N,kló,nags
332,Kralle::N,kló,гыж
333,Kralle::N,kló,nags
334,Schwanz::N,rófa,бӧж
335,Schwanz::N,rófa,ļipa
336,Schwanz::N,skott,бӧж
337,Schwanz::N,skott,ļipa
338,Ei::N,egg,кольк
339,Ei::N,egg,ola
340,Nest::N,hreiður,поз
341,Nest::N,hreiður,ligzda
342,Bau::N,greni,горс
343,Bau::N,greni,пырмӧс
344,Bau::N,greni,гу
345,Bau::N,greni,ala
346,Bau::N,bæli,горс
347,Bau::N,bæli,пырмӧс
348,Bau::N,bæli,гу
349,Bau::N,bæli,ala
350,Tier::N,dýr,пемӧс
351,Tier::N,dýr,dzīvnieks
352,Herde::N,hjörð,стада
353,Herde::N,hjörð,кельӧб
354,Herde::N,hjörð,ganāmpulks
355,Kuh::N,kýr,мӧс
356,Kuh::N,kýr,govs
357,Bulle::N,boli,ӧш
358,Bulle::N,boli,bullis
359,Pferd::N,hestur,вӧв
360,Pferd::N,hestur,zirgs
361,Schaf::N,kind,ыж
362,Schaf::N,kind,aita
363,Schwein::N,svín,порсь
364,Schwein::N,svín,cūka
365,Hund::N,hundur,пон
366,Hund::N,hundur,suns
367,Katze::N,köttur,кань
368,Katze::N,köttur,kaķis
369,Bär::N,björn,ош
370,Bär::N,björn,lācis
371,Eichhörnchen::N,íkorni,ур
372,Eichhörnchen::N,íkorni,vāvere
373,Elch::N,elgur,йӧра
374,Elch::N,elgur,alnis
375,Fuchs::N,refur,руч
376,Fuchs::N,refur,lapsa
377,Hase::N,héri,кӧч
378,Hase::N,héri,zaķis
379,Maus::N,mús,шыр
380,Maus::N,mús,pele
381,Wolf::N,úlfur,кӧин
382,Wolf::N,úlfur,vilks
383,Vogel::N,fugl,кай
384,Vogel::N,fugl,лэбач
385,Vogel::N,fugl,putns
386,Schwarm::N,sægur,чукӧр
387,Schwarm::N,sægur,spiets
388,Huhn::N,hæna,курӧг
389,Huhn::N,hæna,vista
390,Hahn::N,hani,петук
391,Hahn::N,hani,gailis
392,Gans::N,gæs,дзодзӧг
393,Gans::N,gæs,zoss
394,Adler::N,örn,кутш
395,Adler::N,örn,ērglis
396,Ente::N,önd,утка
397,Ente::N,önd,pīle
398,Eule::N,uggla,сюзь
399,Eule::N,uggla,pūce
400,Kranich::N,trana,тури
401,Kranich::N,trana,dzērve
402,Krähe::N,kráka,рака
403,Krähe::N,kráka,vārna
404,Kuckuck::N,gaukur,кӧк
405,Kuckuck::N,gaukur,dzeguze
406,Schwan::N,svanur,юсь
407,Schwan::N,svanur,gulbis
408,Fisch::N,fiskur,чери
409,Fisch::N,fiskur,zivs
410,Barsch::N,aborri,ёкыш
411,Barsch::N,aborri,asaris
412,Hecht::N,gedda,сир
413,Hecht::N,gedda,līdaka
414,Schlange[Tier]::N,naðra,кый
415,Schlange[Tier]::N,naðra,čūska
416,Wurm::N,ormur,номыр
417,Wurm::N,ormur,tārps
418,Spinne::N,kónguló,черань
419,Spinne::N,kónguló,zirneklis
420,Ameise::N,maur,кодзувкот
421,Ameise::N,maur,skudra
422,Laus::N,lús,той
423,Laus::N,lús,uts
424,Mücke::N,mý,ном
425,Mücke::N,mý,ods
426,Mücke::N,mýfluga,ном
427,Mücke::N,mýfluga,ods
428,Fliege::N,fluga,гут
429,Fliege::N,fluga,muša
430,Schmetterling::N,fiðrildi,бобув
431,Schmetterling::N,fiðrildi,tauriņš
432,Beere::N,ber,тусь
433,Beere::N,ber,вотӧс
434,Beere::N,ber,oga
435,Apfel::N,epli,яблӧг
436,Apfel::N,epli,ābols
437,Pilz::N,sveppur,тшак
438,Pilz::N,sveppur,sēne
439,Zwiebel::N,laukur,луккок
440,Zwiebel::N,laukur,йӧнгыль
441,Zwiebel::N,laukur,sīpols
442,Saat::N,fræ,тусь
443,Saat::N,fræ,кӧйдыс
444,Saat::N,fræ,sēkla
445,Saat::N,útsæði,тусь
446,Saat::N,útsæði,кӧйдыс
447,Saat::N,útsæði,sēkla
448,Korn::N,korn,тусь
449,Korn::N,korn,grauds
450,Heu::N,hey,турун
451,Heu::N,hey,siens
452,Schale::N,hýði,кор
453,Schale::N,hýði,čaula
454,Schale::N,hýði,čaumala
455,Grube::N,gryfja,гу
456,Grube::N,gryfja,bedre
457,Falle::N,gildra,лэч
458,Falle::N,gildra,slazds
459,Falle::N,gildra,lamatas
460,Schlinge::N,snara,лэч
461,Schlinge::N,snara,cilpa
462,Spur::N,spor,туй
463,Spur::N,spor,pēda
464,Asche::N,aska,пӧм
465,Asche::N,aska,pelni
466,Dreck::N,óþverri,няйт
467,Dreck::N,óþverri,dubļi
468,Eisen::N,járn,кӧрт
469,Eisen::N,járn,dzelzs
470,Gold::N,gull,зарни
471,Gold::N,gull,zelts
472,Silber::N,silfur,эзысь
473,Silber::N,silfur,sudrabs
474,Kohle::N,kol,шом
475,Kohle::N,kol,ogle
476,Glas::N,gler,стеклӧ
477,Glas::N,gler,stikls
478,Lehm::N,leir,сёй
479,Lehm::N,leir,māls
480,Sand::N,sandur,лыа
481,Sand::N,sandur,smiltis
482,Mensch::N,maður,морт
483,Mensch::N,maður,cilvēks
484,Mensch::N,manneskja,морт
485,Mensch::N,manneskja,cilvēks
486,Mann::N,maður,аймӧрт
487,Mann::N,maður,мужичӧй
488,Mann::N,maður,vīrietis
489,Mann::N,karlmaður,аймӧрт
490,Mann::N,karlmaður,мужичӧй
491,Mann::N,karlmaður,vīrietis
492,Frau::N,kona,ань
493,Frau::N,kona,нывбаба
494,Frau::N,kona,sieviete
495,Kind::N,barn,кага
496,Kind::N,barn,bērns
497,Kind::N,krakki,кага
498,Kind::N,krakki,bērns
499,Junge::N,drengur,пи
500,Junge::N,drengur,zēns
501,Junge::N,drengur,puika
502,Junge::N,drengur,puisis
503,Mädchen::N,stelpa,ныв
504,Mädchen::N,stelpa,meiča
505,Mädchen::N,stelpa,skuķis
506,Mädchen::N,stelpa,meitene
507,Familie::N,fjölskylda,семья
508,Familie::N,fjölskylda,ģimene
509,Großvater::N,afi,пӧль
510,Großvater::N,afi,vecaistēvs
511,Großmutter::N,amma,баб
512,Großmutter::N,amma,vecāmāte
513,Eltern::N,foreldrar,ай-мам
514,Eltern::N,foreldrar,бать-мам
515,Eltern::N,foreldrar,vecāki
516,Vater::N,faðir,бать
517,Vater::N,faðir,ай
518,Vater::N,faðir,tēvs
519,Mutter::N,móðir,мам
520,Mutter::N,móðir,māte
