,Concept_ID,ru,la
69,Stern::N,звезда,stella
70,Luft::N,воздух,aer
71,Wind::N,ветер,ventus
72,Welle::N,волна,unda
73,Wasser::N,вода,aqua
74,Stein::N,камень,lapis
75,Boden::N,почва,solum
76,Erde::N,земля,terra
77,Staub::N,пыль,pulvis
78,Rauch::N,дым,fumus
79,Funke::N,искра,scintilla
80,Feuer::N,огонь,ignis
81,Licht::N,свет,lux
82,Licht::N,свет,lumen
83,Schatten::N,тень,umbra
84,Wetter::N,погода,caelum
85,Wetter::N,погода,tempestas
86,Nebel::N,туман,nebula
87,Wolke::N,облако,nubes
88,Regen::N,дождь,imber
89,Regen::N,дождь,pluvia
90,Schnee::N,снег,nix
91,Eis::N,лед,glacies
92,Frost::N,мороз,gelu
93,Kälte::N,холод,frigus
94,Hitze::N,жара,calor
95,Hitze::N,жара,aestus
96,Raureif::N,иней,pruina
97,Regenbogen::N,радуга,arcus
98,Donner::N,гром,tonitrus
99,Strömung::N,течение,fluctus
100,Tropfen::N,капля,gutta
101,Schaum::N,пена,spuma
102,Schmutz::N,грязь,sordes
103,Schmutz::N,грязь,squalor
104,See::N,озеро,lacus
105,Sumpf::N,топь,palus
106,Moor::N,болото,palus
107,Wiese::N,луг,pratum
108,Wald::N,лес,silva
109,Hügel::N,холм,collis
110,Anhöhe::N,возвышенность,specula
111,Berg::N,гора,mons
112,Gipfel::N,вершина,vertex
113,Höhle::N,пещера,caverna
114,Höhle::N,пещера,spelunca
115,Abhang::N,склон,declivum
116,Quelle::N,источник,fons
117,Bach::N,ручей,rivus
118,Fluss::N,река,flumen
119,Ufer::N,берег,ripa
120,Küste::N,побережье,litus
121,Festland::N,суша,continens
122,Meer::N,море,mare
123,Bucht::N,бухта,sinus
124,Insel::N,остров,insula
125,Blume::N,цветок,flos
126,Gras::N,трава,herba
127,Gras::N,трава,gramen
128,Wurzel::N,корень,radix
129,Baum::N,дерево,arbor
130,Stamm::N,ствол,truncus
131,Rinde::N,кора,cortex
132,Ast::N,сук,ramus
133,Zweig::N,ветвь,ramus
134,Blatt::N,лист,folium
135,Birke::N,береза,betulla
136,Kiefer[Baum]::N,сосна,pinus
137,Weide[Baum]::N,ива,salix
138,Tanne::N,ель,abies
139,Horn::N,рог,cornu
140,Feder::N,перо,penna
141,Fell::N,шкура,pellis
142,Flügel::N,крыло,ala
143,Klaue::N,коготь,unguis
144,Kralle::N,лапа,unguis
145,Schwanz::N,хвост,cauda
146,Ei::N,яйцо,ovum
147,Nest::N,гнездо,nidus
148,Bau::N,нора,cavum
149,Bau::N,нора,latibulum
150,Tier::N,животное,bestia
151,Herde::N,стадо,grex
152,Kuh::N,корова,vacca
153,Bulle::N,бык,taurus
154,Pferd::N,лошадь,equus
155,Schaf::N,овца,ovis
156,Schwein::N,свинья,sus
157,Schwein::N,свинья,porcus
158,Hund::N,собака,canis
159,Katze::N,кошка,felis
160,Bär::N,медведь,ursus
161,Eichhörnchen::N,белка,sciurus
162,Elch::N,лось,alces
163,Fuchs::N,лиса,vulpes
164,Hase::N,заяц,lepus
165,Maus::N,мышь,mus
166,Wolf::N,волк,lupus
167,Vogel::N,птица,avis
168,Schwarm::N,стая,examen
169,Huhn::N,курица,gallina
170,Hahn::N,петух,gallus
171,Gans::N,гусь,anser
172,Adler::N,орел,aquila
173,Ente::N,утка,anas
174,Eule::N,сова,ulula
175,Eule::N,сова,noctua
176,Kranich::N,журавль,grus
177,Krähe::N,ворона,cornix
178,Kuckuck::N,кукушка,cuculus
179,Schwan::N,лебедь,olor
180,Schwan::N,лебедь,cycnus
181,Fisch::N,рыба,piscis
182,Barsch::N,окунь,perca
183,Hecht::N,щука,esox
184,Schlange[Tier]::N,змея,serpens
185,Wurm::N,червяк,vermis
186,Spinne::N,паук,aranea
187,Ameise::N,муравей,formica
188,Laus::N,вошь,pediculus
189,Mücke::N,комар,culex
190,Fliege::N,муха,musca
191,Schmetterling::N,бабочка,papilio
192,Beere::N,ягода,baca
193,Apfel::N,яблоко,malum
194,Pilz::N,гриб,fungus
195,Zwiebel::N,луковица,cepa
196,Saat::N,семя,seges
197,Korn::N,зерно,granum
198,Heu::N,сено,faenum
199,Schale::N,шелуха,putamen
200,Grube::N,яма,fovea
201,Falle::N,ловушка,pedica
202,Schlinge::N,силок,laqueus
203,Spur::N,след,vestigium
204,Asche::N,зола,cinis
205,Asche::N,пепел,cinis
206,Dreck::N,грязь,lutum
207,Eisen::N,железо,ferrum
208,Gold::N,золото,aurum
209,Silber::N,серебро,argentum
210,Kohle::N,уголь,carbo
211,Glas::N,стекло,vitrum
212,Lehm::N,глина,lutum
213,Sand::N,песок,arena
214,Mensch::N,человек,homo
215,Mann::N,мужчина,vir
216,Frau::N,женщина,mulier
217,Kind::N,ребенок,puer
218,Kind::N,ребенок,infans
219,Junge::N,мальчик,puer
220,Mädchen::N,девочка,puella
221,Familie::N,семья,familia
222,Großvater::N,дедушка,avus
223,Großmutter::N,бабушка,avia
224,Eltern::N,родители,parentes
225,Vater::N,отец,pater
226,Mutter::N,мать,mater
227,Sohn::N,сын,filius
228,Tochter::N,дочь,filia
229,Bruder::N,брат,frater
230,Schwester::N,сестра,soror
231,Onkel::N,дядя,patruus
232,Onkel::N,дядя,avunculus
233,Tante::N,тетя,amita
234,Ehemann::N,муж,maritus
235,Ehefrau::N,жена,uxor
236,Freude::N,радость,gaudium
237,Freude::N,радость,laetitia
238,Gelächter::N,смех,risus
239,Glück::N,счастье,felicitas
240,Kummer::N,горе,aegritudo
241,Wunsch::N,желание,voluntas
242,Wunsch::N,желание,desiderium
243,Lust::N,влечение,libido
244,Lust::N,влечение,voluptas
245,Geist::N,дух,mens
246,Geist::N,дух,animus
247,Gedanke::N,мысль,sententia
248,Gedächtnis::N,память,memoria
249,Verstand::N,ум,ratio
250,Verstand::N,ум,ingenium
251,Sinn::N,смысл,sensus
252,Grund::N,повод,causa
253,Wahrheit::N,правда,veritas
254,Gespräch::N,беседа,sermo
255,Märchen::N,сказка,fabula
256,Erzählung::N,рассказ,fabula
257,Erzählung::N,рассказ,narratio
258,Nachricht::N,сообщение,nuntius
259,Neuigkeit::N,новость,novitas
260,Name::N,имя,nomen
261,Rätsel::N,загадка,aenigma
262,Rede::N,речь,oratio
263,Sprache::N,язык,lingua
264,Stimme::N,голос,vox
265,Wort::N,слово,verbum
266,Wort::N,слово,vocabulum
267,Zeichen::N,знак,signum
268,Ruf::N,зов,clamor
269,Lärm::N,шум,strepitus
270,Laut::N,звук,sonus
271,Ton::N,звучание,sonus
272,Lied::N,песня,carmen
273,Ruhe::N,покой,quies
274,Leute::N,люди,homines
275,Volk::N,народ,populus
276,Arbeit::N,работа,labor
277,Gast::N,гость,hospes
278,Gast::N,гость,conviva
279,Geschenk::N,подарок,munus
280,Spiel::N,игра,ludus
281,Gesellschaft::N,общество,societas
282,Hilfe::N,помощь,auxilium
283,Hilfe::N,помощь,subsidium
284,Freund::N,друг,amicus
285,Kamerad::N,приятель,socius
286,Angelegenheit::N,дело,res
287,Anzahl::N,количество,numerus
288,Art::N,вид,genus
289,Stück::N,кусок,frustum
290,Stück::N,кусок,fragmentum
291,Teil::N,часть,pars
292,Hälfte::N,половина,dimidium
293,Kreis::N,круг,orbis
294,Kreis::N,круг,circus
295,Kreuz::N,крест,crux
296,Linie::N,линия,linea
297,Strich::N,черта,lineamentum
298,Abstand::N,промежуток,intervallum
299,Entfernung::N,расстояние,spatium
300,Gegend::N,местность,loca
301,Gegend::N,местность,regio
302,Platz::N,пространство,locus
303,Ort::N,место,locus
304,Seite::N,сторона,latus
305,Mitte::N,середина,medium
306,Gegenstand::N,предмет,res
307,Sache::N,вещь,res
308,Rand::N,край,margo
309,Kante::N,ребро,angulus
310,Ecke::N,угол,angulus
311,Spitze::N,кончик,cacumen
312,Ende::N,конец,caput
313,Loch::N,дыра,foramen
314,Winkel::N,угол,angulus
315,Muster::N,узор,exemplum
316,Größe::N,размер,magnitudo
317,Länge::N,длина,longitudo
318,Höhe::N,высота,altitudo
319,Gewicht::N,вес,pondus
320,Menge::N,количество,copia
321,Haufen::N,куча,acervus
322,Reihe::N,ряд,ordo
323,Boot::N,лодка,navicula
324,Ruder::N,весло,remus
325,Schlitten::N,сани,sclodia
326,Ski::N,лыжа,narta
327,Lagerfeuer::N,костер,ignis
328,Last::N,тяжесть,onus
329,Gang::N,ход,cursus
330,Schritt::N,шаг,gradus
331,Norden::N,север,septentriones
332,Süden::N,юг,meridies
333,Westen::N,запад,occidens
334,Osten::N,восток,oriens
335,Holz::N,древесина,lignum
336,Brett::N,доска,tabula
337,Platte::N,плита,lamina
338,Stütze::N,подпорка,adminiculum
339,Stange::N,жердь,pertica
340,Stock::N,палка,baculum
341,Stab::N,шест,scipio
342,Rohr::N,труба,tubus
343,Haus::N,дом,aedes
344,Heim::N,дом,domicilium
345,Ofen::N,печь,fornax
346,Fußboden::N,пол,solum
347,Tisch::N,стол,mensa
348,Stuhl::N,стул,sella
349,Wiege::N,колыбель,cunae
350,Bett::N,постель,lectus
351,Regal::N,полка,foruli
352,Kiste::N,ящик,cista
353,Fenster::N,окно,fenestra
354,Tür::N,дверь,ianua
355,Tor::N,ворота,porta
356,Zaun::N,забор,saepes
357,Dach::N,крыша,tectum
358,Leiter::N,лестница,scalae
359,Besen::N,метла,scopae
360,Spaten::N,лопата,pala
361,Schaufel::N,совок,pala
362,Gabel::N,вилка,fuscinula
363,Löffel::N,ложка,coclear
364,Messer::N,нож,culter
365,Nagel::N,гвоздь,clavus
366,Netz::N,сеть,rete
367,Haken::N,крюк,hamus
368,Griff::N,ручка,manubrium
369,Schloss::N,замок,claustra
370,Bild::N,картина,tabula
371,Bild::N,картина,pictura
372,Figur::N,фигура,statunculum
373,Puppe::N,кукла,pupa
374,Beutel::N,мешок,sacculus
375,Bündel::N,связка,fascis
376,Tasche::N,сумка,sacculus
377,Eimer::N,ведро,situla
378,Deckel::N,крышка,operculum
379,Geschirr::N,посуда,vasa
380,Sack::N,мешок,saccus
381,Tasse::N,чашка,pocillum
382,Topf::N,кастрюля,olla
383,Kessel::N,котел,aenum
384,Essen::N,еда,cena
385,Nahrung::N,пища,cibus
386,Nahrung::N,пища,alimenta
387,Speise::N,блюдо,cibus
388,Speise::N,кушанье,cibus
389,Fleisch::N,мясо,caro
390,Getreide::N,хлеб,frumentum
391,Brei::N,каша,puls
392,Brot::N,хлеб,panis
393,Scheibe::N,ломоть,frustum
394,Fett::N,жир,pingue
395,Butter::N,масло,butȳrum
396,Öl::N,масло,oleum
397,Salz::N,соль,sal
398,Suppe::N,суп,ius
399,Honig::N,мед,mel
400,Milch::N,молоко,lac
401,Tee::N,чай,thea
402,Leder::N,кожа,corium
403,Wolle::N,шерсть,lana
404,Stoff::N,ткань,textum
405,Nadel::N,игла,acus
406,Faden::N,нитка,filum
407,Knopf::N,пуговица,bulla
408,Knoten::N,узел,nodus
409,Farbe::N,краска,pigmentum
410,Kleidung::N,одежда,vestimenta
411,Hemd::N,рубашка,tunica
412,Kragen::N,воротник,collare
413,Ärmel::N,рукав,manica
414,Hose::N,брюки,bracae
415,Gürtel::N,пояс,cingulum
416,Mütze::N,шапка,pilleus
417,Schuh::N,ботинок,calceus
418,Stiefel::N,сапог,pero
419,Stiefel::N,сапог,caliga
420,Ring::N,кольцо,anulus
421,Band::N,лента,redimiculum
422,Kamm::N,расческа,pecten
423,Spiegel::N,зеркало,speculum
424,Riemen::N,ремень,lorum
425,Schnur::N,веревка,linum
426,Leine::N,поводок,retinaculum
427,Decke::N,одеяло,lodix
428,Kissen::N,подушка,pulvinus
429,Tuch::N,платок,velum
430,Handtuch::N,полотенце,mantele
431,Kraft::N,сила,vis
432,Stärke::N,крепость,robur
433,Gesundheit::N,здоровье,valetudo
434,Krankheit::N,болезнь,morbus
435,Schmerz::N,боль,dolor
436,Wunde::N,рана,vulnus
437,Fieber::N,лихорадка,febris
438,Fieber::N,температура,febris
439,Arznei::N,лекарство,remedium
440,Brücke::N,мост,pons
441,Brunnen::N,колодец,puteus
442,Weide::N,пастбище,pascua
443,Pfad::N,тропа,semita
444,Weg::N,путь,iter
445,Weg::N,дорога,iter
446,Straße::N,улица,via
447,Straße::N,дорога,via
448,Dorf::N,деревня,vicus
449,Stadt::N,город,urbs
450,Stadt::N,город,oppidum
451,Brief::N,письмо,epistula
452,Buch::N,книга,liber
453,Buchstabe::N,буква,littera
454,Zeitung::N,газета,diurnum
455,Leben::N,жизнь,vita
456,Tod::N,смерть,mors
457,Grab::N,могила,sepulcrum
458,Kirche::N,церковь,ecclesia
459,Sünde::N,грех,peccatum
460,Gott::N,бог,deus
461,Arbeiter::N,рабочий,operarius
462,Chef::N,начальник,praefectus
463,Meister::N,мастер,magister
464,Arzt::N,врач,medicus
465,Lehrer::N,учитель,magister
466,Geld::N,деньги,aes
467,Geld::N,деньги,pecunia
468,Geschäft::N,занятие,negotium
469,Laden::N,магазин,taberna
470,Preis::N,цена,pretium
471,Ware::N,товар,merx
472,Nutzen::N,выгода,utilitas
473,Reichtum::N,богатство,opes
474,Reichtum::N,богатство,divitiae
475,Welt::N,мир,mundus
476,Land::N,страна,terra
477,Staat::N,государство,res publica
478,König::N,король,rex
479,Macht::N,власть,potestas
480,Grenze::N,граница,limes
481,Krieg::N,война,bellum
482,Feind::N,враг,inimicus
483,Gewalt::N,насилие,vis
484,Kampf::N,борьба,pugna
485,Bogen[Waffe]::N,лук,arcus
486,Pfeil::N,стрела,sagitta
487,Gewehr::N,ружье,sclopetum
488,Fehler::N,ошибка,error
489,Lüge::N,ложь,mendacium
490,Schaden::N,вред,damnum
491,Schaden::N,вред,detrimentum
492,Unglück::N,беда,miseria
493,Unglück::N,беда,calamitas
494,Schuld::N,вина,culpa
495,Alter::N,возраст,aetas
496,Schluss::N,окончание,finis
497,Zeit::N,время,tempus
498,Tag::N,день,dies
499,Morgen::N,утро,mane
500,Mittag::N,полдень,meridies
501,Abend::N,вечер,vesper
502,Nacht::N,ночь,nox
503,Woche::N,неделя,septimana
504,Monat::N,месяц,mensis
505,Jahr::N,год,annus
506,Frühling::N,весна,ver
507,Sommer::N,лето,aestas
508,Herbst::N,осень,autumnus
509,Winter::N,зима,hiems
510,Januar::N,январь,Ianuarius
511,Februar::N,февраль,Februarius
512,März::N,март,Martius
513,April::N,апрель,Aprilis
514,Mai::N,май,Maius
515,Juni::N,июнь,Iunius
516,Juli::N,июль,Iulius
517,August::N,август,Augustus
518,September::N,сентябрь,September
519,Oktober::N,октябрь,Octobris
520,November::N,ноябрь,Novembris
521,Dezember::N,декабрь,December
522,Montag::N,понедельник,dies lunae
523,Dienstag::N,вторник,dies Martis 
524,Mittwoch::N,среда,dies Mercurii
525,Donnerstag::N,четверг,dies Iovis
526,Freitag::N,пятница,dies Veneris
527,Samstag::N,суббота,dies Saturni
528,Sonntag::N,воскресенье,dominicus
529,Sonntag::N,воскресенье,dies solis
530,groß::A,большой,magnus
531,klein::A,маленький,parvus
532,lang::A,длинный,longus
533,kurz::A,короткий,brevis
534,breit::A,широкий,latus
535,schmal::A,узкий,angustus
536,dicht::A,густой,densus
537,dick[Gegenstand]::A,толстый,crassus
538,dünn::A,тонкий,tenuis
539,fein::A,тонкий,subtilis
540,fest::A,крепкий,solidus
541,fest::A,крепкий,stabilis
542,flach::A,плоский,planus
543,glatt::A,гладкий,levis
544,hart::A,твердый,durus
545,weich::A,мягкий,mollis
546,rund::A,круглый,rotundus
547,spitz::A,остроконечный,acutus
548,scharf::A,острый,acer
549,stumpf::A,тупой,hebes
550,schwer::A,тяжелый,gravis
551,schön::A,красивый,pulcher
552,schön::A,красивый,formosus
553,heiß::A,жаркий,fervidus
554,warm::A,теплый,calidus
555,kalt::A,холодный,frigidus
556,kühl::A,прохладный,frigidus
557,frisch::A,свежий,recens
558,feucht::A,влажный,umidus
559,nass::A,мокрый,madidus
560,trocken::A,сухой,aridus
561,voll::A,полный,plenus
562,voll::A,наполненный,plenus
563,leer::A,пустой,vacuus
564,offen::A,открытый,apertus
565,geschlossen::A,закрытый,clausus
566,sauber::A,чистый,lautus
567,schmutzig::A,грязный,sordidus
568,roh::A,сырой,crudus
569,reif::A,зрелый,maturus
570,lecker::A,вкусный,delicatus
571,süß::A,сладкий,dulcis
572,bitter::A,горький,amarus
573,bitter::A,горький,acerbus
574,sauer::A,кислый,acidus
575,hell::A,светлый,clarus
576,dunkel::A,темный,obscurus
577,schwarz::A,черный,niger
578,weiß::A,белый,albus
579,rot::A,красный,ruber
580,gelb::A,желтый,flavus
581,blau::A,синий,caeruleus
582,grün::A,зеленый,viridis
583,grau::A,серый,canus
584,bunt::A,пестрый,varius
585,billig::A,дешевый,vilis
586,teuer::A,дорогой,carus
587,wertvoll::A,ценный,pretiosus
588,blind::A,слепой,caecus
589,taub::A,глухой,surdus
590,kräftig::A,могучий,robustus
591,stark::A,сильный,firmus
592,stark::A,сильный,validus
593,schwach::A,слабый,debilis
594,schwach::A,слабый,infirmus
595,fett::A,жирный,crassus
596,schlank::A,стройный,procerus
597,hübsch::A,прелестный,pulcher
598,böse::A,злой,improbus
599,dumm::A,глупый,stultus
600,dumm::A,глупый,stupidus
601,faul::A,ленивый,piger
602,fleißig::A,прилежный,sedulus
603,geizig::A,жадный,avarus
604,klug::A,умный,prudens
605,geschickt::A,искусный,sollers
606,lieb::A,милый,carus
607,lustig::A,веселый,iocosus
608,sanft::A,нежный,clemens
609,hungrig::A,голодный,impastus
610,krank::A,больной,aeger
611,nackt::A,голый,nudus
612,traurig::A,грустный,maestus
613,lebendig::A,живой,vivus
614,gut::A,хороший,bonus
615,schlecht::A,плохой,malus
616,richtig::A,правильный,rectus
617,schlimm::A,отвратительный,malus
618,schlimm::A,мерзкий,malus
619,wahr::A,настоящий,verus
620,alt::A,старый,antiquus
621,neu::A,новый,novus
622,ehemalig::A,бывший,pristinus
623,alt[Lebewesen]::A,пожилой,vetus
624,jung::A,молодой,iuvenis
625,arm::A,бедный,pauper
626,reich::A,богатый,dives
627,bekannt::A,знакомый,notus
628,berühmt::A,знаменитый,celeber
629,berühmt::A,знаменитый,illustris
630,fremd::A,чужой,peregrinus
631,verschieden::A,разный,varius
632,nah::A,близкий,propinquus
633,fern::A,далекий,longinquus
634,linker::A,левый,sinister
635,rechter::A,правый,dexter
636,anderer::A,другой,alius
637,erster::A,первый,primus
638,zweiter::A,второй,secundus
639,dritter::A,третий,tertius
640,letzter::A,последний,ultimus
641,allein::ADV,один,solum
642,auf einmal::ADV,сразу,simul
643,zusammen::ADV,вместе,una
644,lange::ADV,долго,diu
645,plötzlich::ADV,вдруг,subito
646,plötzlich::ADV,вдруг,repente
647,sofort::ADV,тотчас,statim
648,später::ADV,позже,postea
649,jetzt::ADV,сейчас,nunc
650,heute::ADV,сегодня,hodie
651,morgen::ADV,завтра,cras
652,bald::ADV,скоро,mox
653,dann::ADV,потом,deinde
654,gestern::ADV,вчера,heri
655,einst::ADV,однажды,olim
656,damals::ADV,тогда,tum
657,danach::ADV,затем,postea
658,vorher::ADV,раньше,antea
659,zuerst::ADV,сперва,primo
660,einmal::ADV,раз,semel
661,manchmal::ADV,иногда,interdum
662,oft::ADV,часто,saepe
663,immer::ADV,всегда,semper
664,niemals::ADV,никогда,numquam
665,hier::ADV,здесь,hic
666,hierhin::ADV,сюда,huc
667,von hier::ADV,отсюда,hinc
668,dort::ADV,там,ibi
669,dorthin::ADV,туда,eo
670,geradeaus::ADV,прямо,recte
671,vorwärts::ADV,вперед,porro
672,rückwärts::ADV,назад,retro
673,zurück::ADV,обратно,retro
674,unten::ADV,внизу,infra
675,hinab::ADV,вниз,pessum
676,oben::ADV,наверху,supra
677,hinauf::ADV,вверх,sursum
678,überall::ADV,везде,ubique
679,nicht::ADV,не,non
680,ein wenig::ADV,немного,paulum
681,kaum::ADV,едва,vix
682,kaum::ADV,едва,aegre
683,sehr::ADV,очень,valde
684,sehr::ADV,очень,magnopere
685,so::ADV,так,ita
686,noch::ADV,еще,etiam
687,nur::ADV,только,solum
688,nur::ADV,только,tantum
689,schon::ADV,уже,iam
690,wieder::ADV,опять,rursus
691,vergebens::ADV,напрасно,frustra
692,vor::PRP,перед,ante
693,hinter::PRP,за,post
694,hinter::PRP,позади,post
695,unter::PRP,под,sub
696,durch::PRP,сквозь,per
697,neben::PRP,возле,iuxta
698,zwischen::PRP,между,inter
699,wegen::PRP,из-за,propter
700,dies::PRN,это,hoc
701,das::PRN,то,id
702,alles::PRN,все,omnia
703,ich::PRN,я,ego
704,du::PRN,ты,tu
705,er::PRN,он,is
706,er::PRN,он,ille
707,wir::PRN,мы,nos
708,ihr::PRN,вы,vos
709,sie::PRN,они,ii
710,sie::PRN,они,illi
711,was::FPRN,что,quid
712,wer::FPRN,кто,quis
713,wo::FADV,где,ubi
714,wohin::FADV,куда,quo
715,wie::FADV,как,quomodo
716,warum::FADV,почему,cur
717,wieviel::FNUM,сколько,quantum
718,eins::NUM,один,unus
719,zwei::NUM,два,duo
720,drei::NUM,три,tres
721,vier::NUM,четыре,quattuor
722,fünf::NUM,пять,quinque
723,sechs::NUM,шесть,sex
724,sieben::NUM,семь,septem
725,acht::NUM,восемь,octo
726,neun::NUM,девять,novem
727,zehn::NUM,десять,decem
728,elf::NUM,одиннадцать,undecim
729,zwölf::NUM,двенадцать,duodecim
730,zwanzig::NUM,двадцать,viginti
731,dreißig::NUM,тридцать,triginta
732,vierzig::NUM,сорок,quadraginta
733,fünfzig::NUM,пятьдесят,quinquaginta
734,sechzig::NUM,шестьдесят,sexaginta
735,siebzig::NUM,семьдесят,septuaginta
736,achtzig::NUM,восемьдесят,octoginta
737,neunzig::NUM,девяносто,nonaginta
738,hundert::NUM,сто,centum
739,tausend::NUM,тысяча,mille
740,und::CNJ,и,et
741,und::CNJ,и,-que
742,oder::CNJ,или,vel
743,oder::CNJ,либо,vel
744,stehen::V,стоять,stare
745,sitzen::V,сидеть,sedere
746,liegen::V,лежать,iacere
747,hängen::V,висеть,pendere
748,werden::V,стать,fieri
749,passieren::V,случиться,accidere
750,beginnen::V,начаться,incipere
751,enden::V,кончиться,finem habere
752,wechseln::V,меняться,mutari
753,aufgehen[Sonne]::V,взойти,oriri
754,untergehen[Sonne]::V,зайти,occidere
755,scheinen[Sonne]::V,светить,lucere
756,donnern::V,греметь,tonare
757,wehen::V,дуть,flare
758,strömen::V,литься,fluere
759,fließen::V,течь,manare
760,sich drehen::V,вращаться,torqueri
761,schwanken::V,колебаться,vacillare
762,schwingen::V,качаться,vibrare
763,fallen::V,падать,cadere
764,brennen::V,гореть,ardere
765,rauchen::V,дымить,fumare
766,regnen::V,дождить,pluere
767,gefrieren::V,замерзнуть,congelari
768,tauen::V,таять,rorare
769,schmelzen::V,плавиться,liquescere
770,trocknen::V,сохнуть,arescere
771,sieden::V,кипеть,fervere
772,faulen::V,гнить,putescere
773,verfaulen::V,сгнить,putescere
774,reißen::V,рваться,scindi
775,versinken::V,тонуть,mergi
776,vergehen::V,проходить,praeterire
777,erscheinen::V,появиться,apparere
778,verschwinden::V,исчезнуть,discedere
779,sinken::V,спадать,labi
780,abnehmen::V,уменьшиться,deminui
781,zunehmen::V,увеличиваться,augeri
782,steigen::V,подниматься,augescere
783,wachsen::V,расти,crescere
784,glänzen::V,блестеть,splendere
785,funkeln::V,сверкать,micare
786,lärmen::V,шуметь,strepere
787,läuten::V,звонить,sonare
788,klingeln::V,звонить,tinnire
789,klirren::V,звякать,crepare
790,brausen::V,бушевать,saevire
791,rauschen::V,шелестеть,crepare
792,klingen::V,звучать,sonare
793,bellen::V,лаять,latrare
794,heulen::V,выть,ululare
795,blasen::V,дунуть,flare
796,pfeifen::V,свистеть,sibilare
797,schreien::V,кричать,clamare
798,stöhnen::V,стонать,gemere
799,zittern::V,дрожать,tremere
800,zittern::V,дрожать,trepidare
801,leben::V,жить,vivere
802,geboren werden::V,родиться,nasci
803,atmen::V,дышать,spirare
804,trinken::V,пить,bibere
805,essen::V,есть,edere
806,essen::V,кушать,edere
807,schlucken::V,глотать,devorare
808,müde werden::V,устать,fatigari
809,einschlafen::V,заснуть,obdormiscere
810,schlafen::V,спать,dormire
811,aufwachen::V,проснуться,expergisci
812,aufstehen::V,встать,exsurgere
813,sich erholen::V,отдыхать,se reficere
814,krank werden::V,заболеть,aegrescere
815,krank sein::V,болеть,aegrotare
816,schmerzen::V,болеть,dolere
817,husten::V,кашлять,tussire
818,genesen::V,поправиться,convalescere
819,sterben::V,умереть,mori
820,umkommen::V,погибнуть,perire
821,sich bewegen::V,двигаться,se movere
822,sich rühren::V,шевельнуться,micare
823,sich erheben::V,встать,surgere
824,sich setzen::V,сесть,considere
825,hinfallen::V,упасть,cadere
826,laufen::V,ходить,vadere
827,schreiten::V,шагать,gradi
828,spazierengehen::V,гулять,ambulare
829,eilen::V,спешить,properare
830,sich beeilen::V,торопиться,festinare
831,sausen::V,мчаться,currere
832,rennen::V,бегать,currere
833,springen::V,прыгать,salire
834,klettern::V,лазать,niti
835,schaukeln::V,раскачиваться,oscillare
836,kriechen::V,ползать,repere
837,kriechen::V,ползать,serpere
838,schwimmen::V,плавать,nare
839,schwimmen::V,плавать,natare
840,tauchen::V,нырять,mergere
841,rudern::V,грести,remigare
842,fahren::V,ехать,vehi
843,fliegen::V,летать,volare
844,gehen::V,идти,ire
845,gehen::V,идти,vadere
846,weggehen::V,уйти,abire
847,weggehen::V,уйти,discedere
