,Concept_ID,hi,ar
149,Nebel::N,कुहरा,ضباب
150,Wolke::N,मेघ,غيمة
151,Wolke::N,मेघ,سحابة
152,Wolke::N,अभ्र,غيمة
153,Wolke::N,अभ्र,سحابة
154,Regen::N,मेंह,مطر
155,Regen::N,बारिश,مطر
156,Schnee::N,हिम,ثلج
157,Schnee::N,बर्फ़,ثلج
158,Eis::N,हिम,جليد
159,Eis::N,बर्फ़,جليد
160,Frost::N,ठंड,صقيع
161,Kälte::N,सर्दी,برد
162,Kälte::N,शीतलता,برد
163,Hitze::N,ताप,حر
164,Hitze::N,ताप,حرارة
165,Hitze::N,गरमी,حر
166,Hitze::N,गरमी,حرارة
167,Raureif::N,पाला,صقيع
168,Regenbogen::N,इंद्र-धनुष,قوس قزح
169,Donner::N,गरज,رعد
170,Donner::N,मेघ-गर्जन,رعد
171,Strömung::N,बहाव,تيار
172,Strömung::N,प्रवाह,تيار
173,Tropfen::N,बूँद,قطرة
174,Schaum::N,झाग,زبد
175,Schaum::N,झाग,رغوة
176,Schmutz::N,गंद,وسخ
177,Schmutz::N,कीचड़,وسخ
178,See::N,झील,بحيرة
179,See::N,सरोवर,بحيرة
180,Sumpf::N,दलदल,مستنقع
181,Sumpf::N,धँसान,مستنقع
182,Moor::N,झाबर,مستنقع
183,Moor::N,धँसान,مستنقع
184,Wiese::N,घास-स्थल,مرج
185,Wald::N,जंगल,غابة
186,Hügel::N,टीला,تل
187,Hügel::N,पहाड़,تل
188,Anhöhe::N,टीला,تل
189,Anhöhe::N,पहाड़ी,تل
190,Berg::N,पहाड़,جبل
191,Gipfel::N,शिखर,قمة
192,Höhle::N,गुहा,كهف
193,Höhle::N,गुफ़ा,كهف
194,Abhang::N,ढाल,منحدر
195,Abhang::N,ढलान,منحدر
196,Quelle::N,चश्मा,منبع
197,Bach::N,सोता,مجرى
198,Bach::N,नदिका,مجرى
199,Fluss::N,नदी,نهر
200,Fluss::N,सरिता,نهر
201,Ufer::N,तट,ضفة
202,Ufer::N,किनारा,ضفة
203,Küste::N,समुद्र-तट,ساحل
204,Festland::N,महाद्वीप,بر
205,Meer::N,सागर,بحر
206,Meer::N,समुद्र,بحر
207,Bucht::N,खाड़ी,خليج
208,Insel::N,टापू,جزيرة
209,Insel::N,द्वीप,جزيرة
210,Blume::N,फूल,زهرة
211,Blume::N,पुष्प,زهرة
212,Gras::N,घास,حشيش
213,Wurzel::N,मूल,أصل
214,Baum::N,पेड़,شجرة
215,Baum::N,वृक्ष,شجرة
216,Stamm::N,धड़,جذع
217,Rinde::N,छाल,قشرة
218,Rinde::N,वल्कल,قشرة
219,Ast::N,डाल,فرع
220,Ast::N,शाखा,فرع
221,Zweig::N,टहनी,غصن
222,Blatt::N,पत्र,ورقة
223,Blatt::N,पत्ता,ورقة
224,Birke::N,भूर्ज,قضبان
225,Kiefer[Baum]::N,पाइन-वृक्ष,صنوبرة
226,Weide[Baum]::N,बेंत,صفصاف
227,Tanne::N,फ़र,شوح
228,Tanne::N,फ़र,تبوب
229,Horn::N,सींग,قرن
230,Horn::N,विषाण,قرن
231,Feder::N,पर,ريشة
232,Feder::N,पंख,ريشة
233,Fell::N,खाल,فرو
234,Fell::N,पशु-चर्म,فرو
235,Flügel::N,पंख,جناح
236,Flügel::N,डैना,جناح
237,Klaue::N,पंजा,مخلب
238,Kralle::N,पंजा,مخلب
239,Kralle::N,नाख़ून,مخلب
240,Schwanz::N,पूँछ,ذيل
241,Ei::N,अंडा,بيض
242,Nest::N,नीड़,عش
243,Nest::N,घोंसला,عش
244,Bau::N,बिल,جحر
245,Bau::N,माँद,جحر
246,Tier::N,पशु,حيوان
247,Tier::N,जानवर,حيوان
248,Herde::N,गल्ला,قطيع
249,Kuh::N,गौ,بقرة
250,Kuh::N,गाय,بقرة
251,Bulle::N,साँड़,ثور
252,Pferd::N,अश्व,خيل
253,Pferd::N,घोड़ा,خيل
254,Schaf::N,भेड़,شاة
255,Schwein::N,शूकर,خنزير
256,Hund::N,श्वान,كلب
257,Hund::N,कुत्ता,كلب
258,Katze::N,बिल्ली,قطة
259,Bär::N,रीछ,دب
260,Bär::N,भालू,دب
261,Eichhörnchen::N,गिलहरी,سنجاب
262,Elch::N,एल्क,موظ
263,Fuchs::N,लोमड़ी,ثعلب
264,Hase::N,खरहा,أرنب
265,Hase::N,ख़रगोश,أرنب
266,Maus::N,मूष,فأرة
267,Maus::N,चूहा,فأرة
268,Wolf::N,वृक,ذئب
269,Wolf::N,भेड़िया,ذئب
270,Vogel::N,पक्षी,طير
271,Vogel::N,चिड़िया,طير
272,Schwarm::N,झुंड,سرب
273,Huhn::N,मुर्ग़ी,دجاجة
274,Hahn::N,मुर्ग़ा,ديك
275,Gans::N,हंस,وزة
276,Gans::N,हंसिनी,وزة
277,Adler::N,उक़ाब,نسر
278,Ente::N,बतख़,بطة
279,Ente::N,बत्तक,بطة
280,Eule::N,उल्लू,بوم
281,Kranich::N,सारस,كركي
282,Kranich::N,क्रौंंच,كركي
283,Krähe::N,काक,غراب
284,Kuckuck::N,कोयल,وقواق
285,Kuckuck::N,कोकिल,وقواق
286,Schwan::N,हंस,إوز عراقي
287,Schwan::N,मराल,إوز عراقي
288,Fisch::N,मछली,سمك
289,Fisch::N,मत्स्य,سمك
290,Barsch::N,पर्च,فرخ أوربي
291,Hecht::N,पाइक,سمك الكراكي
292,Schlange[Tier]::N,सर्प,حية
293,Schlange[Tier]::N,सर्प,ثعبان
294,Wurm::N,कृमि,دودة
295,Wurm::N,कीड़ा,دودة
296,Spinne::N,लूता,عنكبوت
297,Spinne::N,मकड़ी,عنكبوت
298,Ameise::N,चींटी,نملة
299,Laus::N,जूँ,قملة
300,Mücke::N,डाँस,ناموسة
301,Fliege::N,मक्खी,ذبابة
302,Fliege::N,मक्षिका,ذبابة
303,Schmetterling::N,तितली,فراشة
304,Beere::N,बेरी,حبة
305,Apfel::N,सेब,تفاح
306,Pilz::N,खुंबी,فطر
307,Zwiebel::N,प्याज़,بصل
308,Saat::N,बीज,زرع
309,Korn::N,दाना,حبة
310,Heu::N,मूखी घास,دريس
311,Schale::N,बकला,قشرة
312,Schale::N,छिलका,قشرة
313,Grube::N,गड्ढा,نقرة
314,Falle::N,जाल,فخ
315,Falle::N,जाल,مصيدة
316,Falle::N,फँदा,فخ
317,Falle::N,फँदा,مصيدة
318,Schlinge::N,फँदा,عروة
319,Spur::N,सुराग़,أثر
320,Spur::N,पद-चिह्न,أثر
321,Asche::N,राख,رماد
322,Dreck::N,मैल,قذر
323,Dreck::N,गंदगी,قذر
324,Eisen::N,लोहा,حديد
325,Gold::N,सोना,ذهب
326,Gold::N,स्वर्ण,ذهب
327,Silber::N,रजत,فضة
328,Silber::N,चाँदी,فضة
329,Kohle::N,कोयला,فحم
330,Glas::N,काँच,زجاج
331,Lehm::N,चिकनी मिट्टी,طين
332,Sand::N,रेत,رمل
333,Sand::N,बालू,رمل
334,Mensch::N,मानव,إنسان
335,Mensch::N,इनसान,إنسان
336,Mensch::N,मनुष्य,إنسان
337,Mann::N,आदमी,رجل
338,Mann::N,पुरुष,رجل
339,Frau::N,औरत,امرأة
340,Frau::N,महिला,امرأة
341,Frau::N,स्त्री,امرأة
342,Kind::N,बाल,طفل
343,Kind::N,बच्चा,طفل
344,Junge::N,लड़का,ولد
345,Mädchen::N,लड़की,بنت
346,Mädchen::N,कुमारी,بنت
347,Familie::N,परिवार,عائلة
348,Großvater::N,दादा,جد
349,Großmutter::N,नानी,جدة
350,Eltern::N,माँ-बाप,أبوان
351,Eltern::N,माँ-बाप,والدان
352,Eltern::N,माता-पिता,أبوان
353,Eltern::N,माता-पिता,والدان
354,Vater::N,बाप,أب
355,Vater::N,पिता,أب
356,Mutter::N,माँ,أم
357,Mutter::N,माता,أم
358,Sohn::N,बेटा,إبن
359,Sohn::N,पुत्र,إبن
360,Tochter::N,बेटी,بنت
361,Tochter::N,बेटी,إبنة
362,Tochter::N,पुत्री,بنت
363,Tochter::N,पुत्री,إبنة
364,Bruder::N,भाई,أخ
365,Bruder::N,भाई,شقيق
366,Bruder::N,भ्राता,أخ
367,Bruder::N,भ्राता,شقيق
368,Schwester::N,बहन,أخت
369,Schwester::N,भगिनी,أخت
370,Onkel::N,ताऊ,عم
371,Onkel::N,काका,عم
372,Tante::N,बूआ,عمة
373,Tante::N,फूफी,عمة
374,Tante::N,ख़ाला,عمة
375,Ehemann::N,पति,زوج
376,Ehemann::N,शौहर,زوج
377,Ehefrau::N,बीवी,زوجة
378,Freude::N,आनंद,فرح
379,Freude::N,आनंद,سرور
380,Freude::N,प्रसन्नता,فرح
381,Freude::N,प्रसन्नता,سرور
382,Gelächter::N,हँसी,قهقهة
383,Gelächter::N,क़हक़हा,قهقهة
384,Glück::N,आनंद,سعادة
385,Glück::N,ख़ुशी,سعادة
386,Kummer::N,शोक,غم
387,Kummer::N,दुःख,غم
388,Wunsch::N,इच्छा,منية
389,Wunsch::N,अभिलाषा,منية
390,Lust::N,चाह,شهوة
391,Lust::N,कामना,شهوة
392,Geist::N,जान,روح
393,Geist::N,प्राण,روح
394,Gedanke::N,विचार,فكرة
395,Gedächtnis::N,याददाश्त,ذاكرة
396,Gedächtnis::N,स्मरण-शक्ति,ذاكرة
397,Verstand::N,समझ,عقل
398,Verstand::N,अक़्ल,عقل
399,Verstand::N,बुद्धि,عقل
400,Sinn::N,अर्थ,معنى
401,Grund::N,वजह,سبب
402,Grund::N,कारण,سبب
403,Wahrheit::N,सत्य,حقيقة
404,Wahrheit::N,सच्चाई,حقيقة
405,Gespräch::N,चर्चा,محادثة
406,Gespräch::N,वार्ता,محادثة
407,Gespräch::N,बात-चीत,محادثة
408,Märchen::N,क़िस्सा,خرافة
409,Erzählung::N,कथा,قصة
410,Erzählung::N,कथा,حكاية
411,Erzählung::N,कहानी,قصة
412,Erzählung::N,कहानी,حكاية
413,Nachricht::N,सूचना,خبر
414,Nachricht::N,समाचार,خبر
415,Neuigkeit::N,ख़बर,خبر جديد
416,Neuigkeit::N,समाचार,خبر جديد
417,Name::N,नाम,اسم
418,Rätsel::N,पहेली,لغز
419,Rede::N,वचन,خطبة
420,Rede::N,भाषण,خطبة
421,Sprache::N,भाषा,لغة
422,Sprache::N,ज़बान,لغة
423,Stimme::N,स्वर,صوت
424,Stimme::N,आवाज़,صوت
425,Wort::N,शब्द,كلمة
426,Wort::N,लफ़्ज़,كلمة
427,Zeichen::N,निशान,رمز
428,Zeichen::N,निशान,إشارة
429,Ruf::N,पुकार,نداء
430,Ruf::N,आह्वान,نداء
431,Lärm::N,शोर,صخب
432,Lärm::N,शोर,ضجة
433,Lärm::N,हुल्लड़,صخب
434,Lärm::N,हुल्लड़,ضجة
435,Laut::N,स्वर,صوت
436,Laut::N,ध्वनि,صوت
437,Ton::N,सुर,نغمة
438,Ton::N,स्वर,نغمة
439,Lied::N,गीत,أغنية
440,Ruhe::N,आराम,هدوء
441,Ruhe::N,ख़ामोशी,هدوء
442,Leute::N,लोग,ناس
443,Volk::N,क़ौम,شعب
444,Volk::N,प्रजा,شعب
445,Arbeit::N,काम,عمل
446,Gast::N,अतिथि,ضيف
447,Gast::N,मेहमान,ضيف
448,Geschenk::N,उपहार,هدية
449,Geschenk::N,तोहफ़ा,هدية
450,Spiel::N,खेल,لعب
451,Spiel::N,क्रीड़ा,لعب
452,Gesellschaft::N,साथ,صحبة
453,Hilfe::N,मदद,عون
454,Hilfe::N,मदद,مساعدة
455,Hilfe::N,सहायता,عون
456,Hilfe::N,सहायता,مساعدة
457,Freund::N,मित्र,صديق
458,Kamerad::N,साथी,زميل
459,Kamerad::N,कामरेड,زميل
460,Angelegenheit::N,बात,أمر
461,Angelegenheit::N,बात,شأن
462,Angelegenheit::N,मामला,أمر
463,Angelegenheit::N,मामला,شأن
464,Anzahl::N,तादाद,عدد
465,Anzahl::N,संख्या,عدد
466,Art::N,तरह,نوع
467,Art::N,क़िस्म,نوع
468,Stück::N,फाँक,قطعة
469,Stück::N,टुकड़ा,قطعة
470,Teil::N,भाग,قسم
471,Teil::N,हिस्सा,قسم
472,Hälfte::N,अर्धभाग,نصف
473,Kreis::N,चक्कर,دائرة
474,Kreuz::N,सलीब,صليب
475,Kreuz::N,क्रूस,صليب
476,Linie::N,लाइन,خط
477,Strich::N,लकीर,شرطة
478,Abstand::N,अंतर,مسافة
479,Abstand::N,फ़ासला,مسافة
480,Entfernung::N,दूरी,بعد
481,Entfernung::N,फ़ासला,بعد
482,Gegend::N,इलाक़ा,ناحية
483,Platz::N,जगह,فراغ
484,Platz::N,स्थान,فراغ
485,Ort::N,स्थल,مكان
486,Ort::N,स्थान,مكان
487,Seite::N,ओर,جانب
488,Seite::N,तरफ़,جانب
489,Mitte::N,बीच,وسط
490,Mitte::N,मध्य,وسط
491,Gegenstand::N,चीज़,موضوع
492,Gegenstand::N,पदार्थ,موضوع
493,Sache::N,चीज़,شيء
494,Sache::N,वस्तु,شيء
495,Rand::N,छोर,حافة
496,Rand::N,उपांत,حافة
497,Kante::N,कोर,حافة
498,Kante::N,किनारा,حافة
499,Ecke::N,कोना,ركن
500,Ecke::N,नुक्कड़,ركن
501,Spitze::N,नोक,سن
502,Ende::N,छोर,طرف
503,Ende::N,सिरा,طرف
504,Loch::N,छेद,ثقب
505,Loch::N,सूराख़,ثقب
506,Winkel::N,कोण,زاوية
507,Winkel::N,कोना,زاوية
508,Muster::N,नमूना,عينة
509,Muster::N,डिज़ाइन,عينة
510,Größe::N,परिमाण,حجم
511,Größe::N,विस्तार,حجم
512,Länge::N,लंबाई,طول
513,Höhe::N,ऊँचाई,علو
514,Höhe::N,ऊँचाई,ارتفاع
515,Höhe::N,उच्चता,علو
516,Höhe::N,उच्चता,ارتفاع
517,Gewicht::N,भार,وزن
518,Gewicht::N,वज़न,وزن
519,Menge::N,मात्रा,كمية
520,Haufen::N,ढेर,كوم
521,Haufen::N,अंबार,كوم
522,Reihe::N,क़तार,صف
523,Reihe::N,पंक्ति,صف
524,Boot::N,नाव,قارب
525,Boot::N,नाव,زورق
526,Boot::N,नौका,قارب
527,Boot::N,नौका,زورق
528,Ruder::N,चप्पू,مجذاف
529,Schlitten::N,बर्फ़-गाड़ी,مزلقة
530,Ski::N,स्की,زلاجة
531,Lagerfeuer::N,अलाव,نار المخيم
532,Lagerfeuer::N,कैंप-फ़ायर,نار المخيم
533,Last::N,भार,حمل
534,Gang::N,चाल,مشية
535,Schritt::N,डग,خطوة
536,Schritt::N,क़दम,خطوة
537,Norden::N,उत्तर,شمال
538,Süden::N,दक्खिन,جنوب
539,Westen::N,पश्चिम,غرب
540,Osten::N,पूरब,شرق
541,Holz::N,काठ,خشب
542,Holz::N,काष्ठ,خشب
543,Brett::N,पटरा,لوح
544,Brett::N,तख़्ता,لوح
545,Platte::N,फलक,صفيحة
546,Platte::N,तख़्ता,صفيحة
547,Stütze::N,टेक,سند
548,Stütze::N,टेक,دعامة
549,Stütze::N,थूनी,سند
550,Stütze::N,थूनी,دعامة
551,Stange::N,छड़,عود
552,Stange::N,बाँस,عود
553,Stock::N,लाठी,عصا
554,Stab::N,लग्गा,قضيب
555,Rohr::N,नल,أنبوبة
556,Haus::N,घर,دار
557,Haus::N,घर,بيت
558,Haus::N,मकान,دار
559,Haus::N,मकान,بيت
560,Heim::N,घर,بيت
561,Heim::N,घर,مسكن
562,Heim::N,गृह,بيت
563,Heim::N,गृह,مسكن
564,Ofen::N,चूल्हा,مدفأة
565,Fußboden::N,फ़र्श,أرضية
566,Tisch::N,मेज़,مائدة
567,Stuhl::N,कुरसी,كرسي
568,Wiege::N,पालना,مهد
569,Wiege::N,हिंडोला,مهد
570,Bett::N,खाट,سرير
571,Bett::N,पलंग,سرير
572,Regal::N,शेल्फ़,رف
573,Kiste::N,पेटी,صندوق
574,Kiste::N,डिब्बा,صندوق
575,Fenster::N,खिड़की,شباك
576,Fenster::N,खिड़की,نافذة
577,Tür::N,द्वार,باب
578,Tür::N,दरवाज़ा,باب
579,Tor::N,फाटक,بوابة
580,Zaun::N,बाड़ा,سياج
581,Dach::N,छत,سطح
582,Dach::N,छप्पर,سطح
583,Leiter::N,सीढ़ी,سلم
584,Besen::N,झाड़ू,مكنسة
585,Besen::N,बुहारी,مكنسة
586,Spaten::N,कुदाल,مسحاة
587,Schaufel::N,बेलचा,مجرفة
588,Schaufel::N,फावड़ा,مجرفة
589,Gabel::N,काँटा,شوكة
590,Löffel::N,चम्मच,ملعقة
591,Messer::N,छुरा,سكين
592,Messer::N,चाक़ू,سكين
593,Nagel::N,कील,مسمار
594,Nagel::N,मेख़,مسمار
595,Netz::N,जाल,شبكة
596,Haken::N,अंकुश,خطاف
597,Haken::N,अंकुश,صنارة
598,Griff::N,मूठ,قبضة
599,Griff::N,हत्था,قبضة
600,Schloss::N,ताला,قفل
601,Bild::N,चित्र,صورة
602,Figur::N,मूर्ति,تمثال
603,Puppe::N,पुतली,دمية
604,Puppe::N,गुड़िया,دمية
605,Beutel::N,झोला,كيس
606,Bündel::N,पुलिंदा,ربطة
607,Tasche::N,बेग,شنطة
608,Tasche::N,बेग,محفظة
609,Tasche::N,बस्ता,شنطة
610,Tasche::N,बस्ता,محفظة
611,Eimer::N,बाल्टी,سطل
612,Eimer::N,बाल्टी,جردل
613,Deckel::N,ढक्कन,سداد
614,Geschirr::N,बरतन-भाँड़े,أوان
615,Sack::N,बोरा,زكيبة
616,Tasse::N,प्याला,فنجان
617,Topf::N,देग़चा,قدر
618,Topf::N,देग़चा,طنجرة
619,Kessel::N,देग़,قدر
620,Kessel::N,देग़,غلاية
621,Kessel::N,बटलोई,قدر
622,Kessel::N,बटलोई,غلاية
623,Essen::N,खाना,طعام
624,Nahrung::N,भोजन,غذاء
625,Speise::N,खाना,أكل
626,Speise::N,व्यंजन,أكل
627,Fleisch::N,मांस,لحم
628,Fleisch::N,गोश्त,لحم
629,Getreide::N,अनाज,حبوب
630,Brei::N,भरता,عصيدة
631,Brei::N,दलिया,عصيدة
632,Brot::N,रोटी,خبز
633,Scheibe::N,कतला,شريحة
634,Fett::N,वसा,سمن
635,Fett::N,चरबी,سمن
636,Butter::N,मक्खन,زبدة
637,Öl::N,तेल,زيت
638,Salz::N,नमक,ملح
639,Suppe::N,सूप,حساء
640,Suppe::N,सूप,شربة
641,Suppe::N,शोरबा,حساء
642,Suppe::N,शोरबा,شربة
643,Honig::N,शहद,عسل
644,Milch::N,दूध,حليب
645,Tee::N,चाय,شاي
646,Leder::N,चमड़ा,جلد
647,Wolle::N,ऊन,صوف
648,Stoff::N,कपड़ा,قماش
649,Nadel::N,सूई,إبرة
650,Faden::N,डोरा,خيط
651,Knopf::N,बटन,زر
652,Knopf::N,घुंडी,زر
653,Knoten::N,गाँठ,عقدة
654,Knoten::N,गुत्थी,عقدة
655,Farbe::N,रंग,صبغة
656,Farbe::N,वर्ण,صبغة
657,Kleidung::N,पहनावा,ملابس
658,Hemd::N,कुरता,قميص
659,Hemd::N,क़मीज़,قميص
660,Kragen::N,गरदनी,ياقة
661,Kragen::N,गरेबान,ياقة
662,Ärmel::N,आस्तीन,كم
663,Hose::N,पैंट,سروال
664,Hose::N,पैंट,بنطلون
665,Hose::N,पतलून,سروال
666,Hose::N,पतलून,بنطلون
667,Gürtel::N,पेटी,حزام
668,Gürtel::N,मेखला,حزام
669,Mütze::N,टोपी,طاقية
670,Schuh::N,जूता,حذاء
671,Stiefel::N,बूट,جزمة
672,Stiefel::N,बूट,حذاء طويل
673,Ring::N,अँगूठी,حلقة
674,Band::N,पट्टी,شريط
675,Kamm::N,कंघी,مشط
676,Spiegel::N,आईना,مرآة
677,Spiegel::N,दर्पण,مرآة
678,Riemen::N,तसमा,سير
679,Riemen::N,पट्टा,سير
680,Schnur::N,डोरी,حبل
681,Schnur::N,डोरी,دوبارة
682,Schnur::N,सुतली,حبل
683,Schnur::N,सुतली,دوبارة
684,Leine::N,रस्सी,قيد
685,Decke::N,रज़ाई,بطانية
686,Kissen::N,तकिया,وسادة
687,Kissen::N,गाद्दा,وسادة
688,Tuch::N,रूमाल,منديل
689,Tuch::N,वस्त्र,منديل
690,Handtuch::N,अँगोछा,فوطة
691,Handtuch::N,अँगोछा,منشفة
692,Kraft::N,ज़ोर,قدرة
693,Kraft::N,शक्ति,قدرة
694,Stärke::N,बल,قوة
695,Stärke::N,ताक़त,قوة
696,Gesundheit::N,स्वास्थ्य,صحة
697,Gesundheit::N,तंदुरुस्ती,صحة
698,Krankheit::N,रोग,مرض
699,Krankheit::N,बीमारी,مرض
700,Schmerz::N,दर्द,ألم
701,Schmerz::N,दर्द,وجع
702,Schmerz::N,पीड़ा,ألم
703,Schmerz::N,पीड़ा,وجع
704,Wunde::N,घाव,جرح
705,Wunde::N,ज़ख़्म,جرح
706,Fieber::N,ज्वर,حمى
707,Fieber::N,बुख़ार,حمى
708,Arznei::N,दवा,دواء
709,Arznei::N,औषाधि,دواء
710,Brücke::N,पुल,جسر
711,Brücke::N,सेतु,جسر
712,Brunnen::N,कुआँ,بئر
713,Weide::N,चरागाह,مرعى
714,Pfad::N,पथ,درب
715,Pfad::N,पगडंडी,درب
716,Weg::N,मार्ग,سكة
717,Straße::N,राह,طريق
718,Straße::N,रास्ता,طريق
719,Dorf::N,गाँव,قرية
720,Dorf::N,ग्राम,قرية
721,Stadt::N,शहर,مدينة
722,Brief::N,ख़त,خطاب
723,Brief::N,ख़त,مكتوب
724,Brief::N,पत्र,خطاب
725,Brief::N,पत्र,مكتوب
726,Brief::N,चिट्ठी,خطاب
727,Brief::N,चिट्ठी,مكتوب
728,Buch::N,किताब,كتاب
729,Buch::N,पुस्तक,كتاب
730,Buchstabe::N,अक्षर,حرف
731,Zeitung::N,अख़बार,جريدة
732,Zeitung::N,समाचार-पत्र,جريدة
733,Leben::N,जीवन,عيش
734,Leben::N,जीवन,حياة
735,Leben::N,ज़िंदगी,عيش
736,Leben::N,ज़िंदगी,حياة
737,Tod::N,मौत,موت
738,Tod::N,मौत,وفاة
739,Tod::N,मृत्यु,موت
740,Tod::N,मृत्यु,وفاة
741,Grab::N,क़ब्र,قبر
742,Kirche::N,चर्च,كنيسة
743,Kirche::N,गिरजा,كنيسة
744,Sünde::N,पाप,خطيئة
745,Sünde::N,गुनाह,خطيئة
746,Gott::N,देव,إله
747,Gott::N,ईश्वर,إله
