,Concept_ID,ba,bg
792,dorthin::ADV,шунда,натам
793,dorthin::ADV,шунда,нататък
794,dorthin::ADV,тегеләй,натам
795,dorthin::ADV,тегеләй,нататък
796,geradeaus::ADV,тура,направо
797,vorwärts::ADV,алға,напред
798,rückwärts::ADV,кирегә,назад
799,zurück::ADV,кирегә,обратно
800,unten::ADV,түбәндә,долу
801,hinab::ADV,түбәнгә,надолу
802,oben::ADV,юғарыла,горе
803,hinauf::ADV,юғарыға,нагоре
804,überall::ADV,бөтә урында,навсякъде
805,nicht::ADV,тугел,не
806,ein wenig::ADV,аҙ,малко
807,kaum::ADV,көскә,едва
808,kaum::ADV,көскә,едвам
809,kaum::ADV,саҡ-саҡ,едва
810,kaum::ADV,саҡ-саҡ,едвам
811,sehr::ADV,ифат,много
812,sehr::ADV,ифат,твърде
813,so::ADV,шулай,тъй
814,so::ADV,шулай,така
815,noch::ADV,йәнә,още
816,nur::ADV,бары,само
817,schon::ADV,инде,вече
818,wieder::ADV,тағы,пак
819,wieder::ADV,тағы,отново
820,vergebens::ADV,бушҡа,напразно
821,vor::PRP,алдында,пред
822,hinter::PRP,артында,зад
823,unter::PRP,аҫтында,под
824,durch::PRP,үтә,през
825,neben::PRP,эргәһендә,до
826,neben::PRP,эргәһендә,при
827,zwischen::PRP,араһында,между
828,zwischen::PRP,араһында,помежду
829,wegen::PRP,өсөн,заради
830,wegen::PRP,сәбәпле,заради
831,dies::PRN,был,този
832,dies::PRN,ошо,този
833,das::PRN,ул,туй
834,das::PRN,ул,това
835,alles::PRN,бөтә,всичко
836,ich::PRN,мин,аз
837,du::PRN,һин,ти
838,er::PRN,ул,той
839,wir::PRN,беҙ,ние
840,ihr::PRN,һеҙ,вие
841,sie::PRN,улар,те
842,was::FPRN,ә,що
843,was::FPRN,ә,какво
844,was::FPRN,ни,що
845,was::FPRN,ни,какво
846,was::FPRN,нәмә,що
847,was::FPRN,нәмә,какво
848,wer::FPRN,ҡем,кой
849,wo::FADV,ҡайҙа,къде
850,wohin::FADV,ҡайҙа,накъде
851,wohin::FADV,ҡайҙа,накъдето
852,wie::FADV,инидәй,как
853,warum::FADV,ин өсөн,защо
854,wieviel::FNUM,күпме,колко
855,eins::NUM,бер,един
856,zwei::NUM,ике,два
857,zwei::NUM,икәү,два
858,drei::NUM,өс,три
859,vier::NUM,дүрт,четири
860,fünf::NUM,биш,пет
861,sechs::NUM,алты,шест
862,sieben::NUM,ете,седем
863,acht::NUM,һигеҙ,осем
864,neun::NUM,туғыҙ,девет
865,zehn::NUM,ун,десет
866,elf::NUM,ун бер,единайсет
867,elf::NUM,ун бер,единадесет
868,zwölf::NUM,ун ике,дванайсет
869,zwölf::NUM,ун ике,дванадесет
870,zwanzig::NUM,егерме,двайсет
871,zwanzig::NUM,егерме,двадесет
872,dreißig::NUM,утыҙ,тридесет
873,vierzig::NUM,ҡырҡ,четиридесет
874,fünfzig::NUM,илле,петдесет
875,sechzig::NUM,алтмыш,шестдесет
876,siebzig::NUM,етмеш,седемдесет
877,achtzig::NUM,һикһән,осемдесет
878,neunzig::NUM,туҡһан,деветдесет
879,hundert::NUM,йөҙ,сто
880,tausend::NUM,мең,хиляда
881,und::CNJ,да,а
882,und::CNJ,да,та
883,oder::CNJ,йәки,или
884,stehen::V,тороу,стоя
885,sitzen::V,ултырыу,седя
886,liegen::V,ятыу,лежа
887,hängen::V,аҫылынып тороу,вися
888,werden::V,булыу,бъда
889,werden::V,булыу,стана
890,passieren::V,булыу,случа се
891,beginnen::V,башлау,започна
892,enden::V,бөтөү,свърша
893,enden::V,тамамланыү,свърша
894,wechseln::V,үҙгәреү,променям
895,aufgehen[Sonne]::V,ҡалҡыу,изгрея
896,untergehen[Sonne]::V,байыу,заляза
897,scheinen[Sonne]::V,яҡтыртып тороу,грея
898,scheinen[Sonne]::V,яҡтыртып тороу,светя
899,donnern::V,күкрәү,гърмя
900,wehen::V,иҫеү,вея
901,wehen::V,иҫеү,духам
902,strömen::V,ташыу,тека
903,strömen::V,ташыу,лея се
904,fließen::V,ағыу,тека
905,sich drehen::V,әйләнеү,въртя се
906,schwanken::V,тирбәлеү,клатя се
907,schwingen::V,бәүетеү,трептя
908,fallen::V,йығылыу,падам
909,brennen::V,яныу,горя
910,rauchen::V,төтәү,димя
911,regnen::V,ямғыр яуа,вали дъжд
912,gefrieren::V,туңыү,замръзна
913,tauen::V,иреү,топя се
914,schmelzen::V,иреү,разтопя се
915,trocknen::V,кибеү,съхна
916,sieden::V,ҡайнау,вря
917,sieden::V,ҡайнау,кипя
918,faulen::V,сереу,гния
919,verfaulen::V,сереу,изгния
920,reißen::V,өҙөү,напукам се
921,reißen::V,йыртылыу,напукам се
922,versinken::V,батыу,потъна
923,vergehen::V,үтеү,минавам
924,erscheinen::V,килеп сығыу,явя се
925,verschwinden::V,юғалыу,изчезна
926,sinken::V,түбәнәйеү,падна
927,abnehmen::V,кәметеү,отслабна
928,zunehmen::V,артыу,нарасна
929,steigen::V,күтәрелеү,увелича се
930,steigen::V,күтәрелеү,покачвам се
931,wachsen::V,үҫеү,раста
932,glänzen::V,ялтырау,лъщя
933,glänzen::V,ялтырау,блестя
934,funkeln::V,баҙлау,искря
935,lärmen::V,шаулау,шумя
936,läuten::V,ҡағыу,звъня
937,klingeln::V,ҡағыу,звъня
938,klingeln::V,шылтыратыу,звъня
939,klirren::V,шылтыратыу,звънтя
940,klirren::V,шылтыратыу,дрънкам
941,brausen::V,ҡотороноу,буча
942,rauschen::V,шыптырлау,шумя
943,klingen::V,яңғырау,звуча
944,bellen::V,өрөү,лая
945,heulen::V,олоу,вия
946,heulen::V,олоу,рева
947,blasen::V,өрөү,духна
948,pfeifen::V,һызғырып ебәреү,свиря
949,schreien::V,ҡысҡырыу,крещя
950,stöhnen::V,уңғырашыу,стена
951,stöhnen::V,уңғырашыу,пъшкам
952,zittern::V,ҡалтырау,треперя
953,leben::V,йәшәү,живея
954,geboren werden::V,тыуыу,родя се
955,atmen::V,тын алыү,дишам
956,trinken::V,эсеү,пия
957,essen::V,ашау,ям
958,schlucken::V,йотоу,гълтам
959,müde werden::V,арыу,уморя се
960,einschlafen::V,йоҡлап китеү,заспя
961,schlafen::V,йоҡлау,спя
962,aufwachen::V,уяныу,събудя се
963,aufstehen::V,тороу,стана
964,sich erholen::V,ял итеү,отдъхвам си
965,krank werden::V,сирләү,заболея
966,krank sein::V,сирләү,боледувам
967,schmerzen::V,ауыртыу,боля
968,husten::V,йүтәлләү,кашлям
969,genesen::V,һауығыу,оздравея
970,sterben::V,үлеү,умра
971,umkommen::V,һәләк булыу,загина
972,sich bewegen::V,хәрәкәт итеү,движа се
973,sich bewegen::V,хәрәкәт итеү,мърдам се
974,sich rühren::V,ҡуҙғалыу,движа се
975,sich erheben::V,тороу,стана
976,sich setzen::V,ултырыу,седна
977,hinfallen::V,ҡолау,падна
978,laufen::V,йөрөү,ходя
979,schreiten::V,атлау,крача
980,spazierengehen::V,ял итеп йороү,разхождам се
981,eilen::V,ашығыу,бързам
982,eilen::V,ҡабаланыу,бързам
983,sich beeilen::V,ашығыу,побързам
984,sich beeilen::V,ҡабаланыу,побързам
985,sausen::V,елеү,тичам
986,rennen::V,йүгеп йөрөү,бягам
987,springen::V,һикереү,скачам
988,klettern::V,үрмәләү,катеря се
989,klettern::V,үрмәләп менеү,катеря се
990,schaukeln::V,сайҡалыу,люлея се
991,kriechen::V,шыуышыу,лазя
992,kriechen::V,шыуышыу,пълзя
993,schwimmen::V,йоҙөү,плувам
994,tauchen::V,сумыу,гмуркам се
995,rudern::V,ишеү,греба
996,fahren::V,йөрөү,пътувам
997,fliegen::V,осоу,летя
998,fliegen::V,осоу,хвърча
999,gehen::V,барыу,ида
1000,gehen::V,барыу,вървя
1001,weggehen::V,китеү,отида си
1002,abfahren::V,сығыу,отпътувам
1003,anhalten::V,тукталыу,спра се
1004,hineingehen::V,инеү,влизам
1005,eintreten::V,инеү,вляза
1006,kommen::V,килеү,ида
1007,kommen::V,килеү,дойда
1008,ankommen::V,килеү,пристигна
1009,zurückkommen::V,ҡайтыу,върна се
1010,bleiben::V,ҡалыу,остана
1011,warten::V,көтөп тороу,чакам
1012,erwarten::V,көтөү,очаквам
1013,suchen::V,эҙләү,търся
1014,finden::V,табыу,намеря
1015,versuchen::V,тырышып ҡарау,опитам
1016,vorbereiten::V,әҙерләү,подготвя
1017,lieben::V,яратыу,любя
1018,mögen::V,һөйөү,обичам
1019,mögen::V,яратыу,обичам
1020,lachen::V,көлөү,смея се
1021,rühren::V,ҡағылыу,трогна
1022,weinen::V,илау,плача
1023,schimpfen::V,һүгенеү,ругая
1024,schimpfen::V,һүгенеү,псувам
1025,schimpfen::V,тиргәнеү,ругая
1026,schimpfen::V,тиргәнеү,псувам
1027,schimpfen::V,һуҡраныу,ругая
1028,schimpfen::V,һуҡраныу,псувам
1029,sich ärgern::V,асыуланыу,ядосам се
1030,sich fürchten::V,ҡурҡыу,боя се
1031,sich fürchten::V,ҡурҡыу,страхувам се
1032,fürchten::V,ҡурҡыу,боя се от
1033,fürchten::V,ҡурҡыу,страхувам се от
1034,fliehen::V,ҡасыу,бягам
1035,flüchten::V,ҡасыу,бягам
1036,flüchten::V,ҡасыу,избягам
1037,sehen::V,күреү,видя
1038,anschauen::V,ҡарау,гледам
1039,ansehen::V,ҡарау,поглеждам
1040,ansehen::V,тикшереү,поглеждам
1041,hören::V,ишетеү,чувам
1042,zuhören::V,тыңлау,слушам
1043,probieren::V,татыу,опитам
1044,riechen::V,еҫкәү,подуша
1045,fühlen::V,тойоу,усещам
1046,fühlen::V,тойоу,чувствувам
1047,scheinen::V,кеүек күренеү,изглеждам
1048,scheinen::V,тойолоу,изглеждам
1049,zu sehen sein::V,күренеү,виждам се
1050,vernehmen::V,ишетеү,доловя
1051,frieren::V,туңыү,мръзна
1052,tun::V,яһау,правя
1053,tun::V,әшләү,правя
1054,können::V,алыу,мога
1055,können::V,мөмкин булыу,мога
1056,wollen::V,теләү,ща
1057,wollen::V,теләү,искам
1058,anfangen::V,башлау,започна
1059,beenden::V,бөтөрөү,свърша
1060,beenden::V,бөтөрөү,завърша
1061,beenden::V,тамамлау,свърша
1062,beenden::V,тамамлау,завърша
1063,aufhören::V,туктау,престана
1064,gelingen::V,уңышлы булыу,успея
1065,gelingen::V,уңышлы булыу,сполуча
1066,geraten::V,булып сығыу,удам се
1067,öffnen::V,асыу,отворя
1068,schließen::V,йомоу,затворя
1069,stellen::V,ҡуйыу,поставя
1070,setzen::V,урынлаштырыу,туря
1071,legen::V,һалыу,сложа
1072,legen::V,һалыу,слагам
1073,berühren::V,тейеү,докосна
1074,berühren::V,ҡағылыу,докосна
1075,verbinden::V,ҡушыу,свържа
1076,verbinden::V,бәйләү,свържа
1077,bedecken::V,ҡаплау,покрия
1078,aufhängen::V,элеү,закача
1079,anzünden::V,тоҡандырыу,запаля
1080,aufheben::V,мендереү,вдигна
1081,aufheben::V,мендереү,повдигна
1082,zurücklassen::V,ҡалдырыу,оставя
1083,verlieren::V,юғалтыу,загубя
1084,fallen lassen::V,төшөрөп ебәреү,изпусна
1085,machen::V,яһау,направя
1086,machen::V,эшләү,направя
1087,herstellen::V,эшләп сығарыу,произведа
1088,bauen::V,төҙөү,строя
1089,reparieren::V,төҙәтеү,поправя
1090,verbessern::V,яҡшыртыу,подобря
1091,ändern::V,үҙгәртеү,променя
1092,graben::V,ҡаҙыу,копая
1093,beugen::V,бөгөү,прегъна
1094,biegen::V,бөгөү,прегъна
1095,drehen::V,өйрөлтөү,въртя
1096,drehen::V,әйләндереү,въртя
1097,wenden::V,әйләндереү,обърна
1098,umdrehen::V,түңкәреү,обърна
1099,heben::V,күтәреү,вдигам
1100,heben::V,мендереү,вдигам
1101,hochheben::V,күтәреү,издигна
1102,ergreifen::V,тотоп алыу,хвана
1103,ergreifen::V,тотоп алыу,обхвана
1104,halten::V,тотоу,държа
1105,drücken::V,ҡыҫыу,натискам
1106,drücken::V,ҡыҫыу,притискам
1107,schieben::V,этеү,тикам
1108,schieben::V,төртөү,тикам
1109,kratzen::V,ҡырыу,одраскам
1110,lecken::V,ялау,лижа
1111,lecken::V,ялау,ближа
1112,beißen::V,тешләү,хапя
1113,beißen::V,тешләү,ухапя
1114,abreißen::V,өҙөү,откъсна
1115,abschneiden::V,ҡырҡыу,отрежа
1116,binden::V,бәйләү,вържа
1117,stecken::V,ҡаҙау,пъхна
1118,brechen::V,боҙоу,троша
1119,klopfen::V,шаҡылдау,чукам
1120,hauen::V,туҡмау,бия
1121,kleben::V,йәбештереү,лепя
1122,kleben::V,йәбештереү,залепя
1123,reiben::V,ыуыу,трия
1124,reiben::V,ыуыу,търкам
1125,reiben::V,ышҡыу,трия
1126,reiben::V,ышҡыу,търкам
1127,streichen::V,яғыу,намажа
1128,schleifen::V,үткерләү,остря
1129,schneiden::V,ҡырҡыу,режа
1130,rütteln::V,һелкетеү,разтърсвам
1131,schütteln::V,һелкетеү,клатя
1132,schütteln::V,һелкетеү,друсам
1133,schwenken::V,болғау,размахам
1134,schütten::V,ҡойоу,сипя
1135,füllen::V,тултырыу,напълня
1136,einwickeln::V,төрөү,увия
1137,einwickeln::V,төрөү,завия
1138,tragen::V,алып барыу,нося
1139,schleppen::V,һөйрәү,влача
1140,ziehen::V,тартыу,тегля
1141,ziehen::V,тартыу,дръпна
1142,aufbewahren::V,һаҡлау,съхраня
1143,werfen::V,ырғытыу,хвърля
1144,fangen::V,тотоу,ловя
1145,fangen::V,тотоу,уловя
1146,packen::V,етеү,хвана
1147,packen::V,тотоп алыу,хвана
1148,verstecken::V,йәшереү,крия
1149,verstecken::V,йәшереү,скрия
1150,teilen::V,бүлеү,разделя
1151,schicken::V,ебәреү,изпращам
1152,bringen::V,килтереү,донеса
1153,hinzufügen::V,өтәү,прибавя
1154,bekommen::V,алыу,сдобия се
1155,erhalten::V,алыу,получа
1156,nehmen::V,алыу,взема
1157,wählen::V,һайлаү,избирам
1158,auswählen::V,һайлап алыу,избера
1159,bewahren::V,һаҡлау,пазя
1160,behindern::V,тотҡарлыҡ яһау,преча
1161,behindern::V,тотҡарлыҡ яһау,спъвам
1162,verderben::V,боҙоу,разваля
1163,beschädigen::V,боҙоу,повредя
1164,zerbrechen::V,ҡыйратыу,счупя
1165,zerreißen::V,йыртыу,скъсам
1166,zerstören::V,емереү,разруша
1167,verbrennen::V,үртәү,изгоря
1168,geben::V,биреү,дам
1169,reichen::V,биреү,подам
1170,schenken::V,бүләк итеү,подаря
1171,versprechen::V,вәғәҙә биреү,обещая
1172,wünschen::V,теләу,желая
1173,loben::V,маҡтау,хваля
1174,küssen::V,үбеү,целувам
1175,wiegen::V,бәүетеү,люлея
1176,wiegen::V,тирбәтеү,люлея
1177,zudecken::V,ҡаплау,покрия
1178,wecken::V,уятыу,събудя
1179,zeigen::V,күрһәтеү,покажа
1180,führen::V,етәкләү,водя
1181,führen::V,етәкләү,заведа
1182,lehren::V,уҡытыу,уча
1183,lehren::V,өйрәтеү,уча
1184,unterrichten::V,уҡытыу,преподавам
1185,aufziehen::V,тәрбиәле,отгледам
1186,leiten::V,етәкләү,ръководя
1187,leiten::V,етәкләү,управлявам
1188,leiten::V,етәкселек итеү,ръководя
1189,leiten::V,етәкселек итеү,управлявам
1190,antreiben::V,ашыҡтырыу,подкарвам
1191,lassen::V,мәжбүр итеү,накарам
1192,einladen::V,саҡырыу,поканя
1193,vereinigen::V,берләштереү,съединя
1194,besuchen::V,килеп сығыу,посетя
1195,treffen::V,тойоү,срещна
1196,treffen::V,осратыу,срещна
1197,treffen::V,ҡаршылау,срещна
1198,sich versammeln::V,йыйылыу,събера се
1199,spielen::V,тартыу,играя
1200,singen::V,йырлау,пея
1201,tanzen::V,бейеү,танцувам
1202,sich trennen::V,айырылышыу,разделя се
1203,verlassen::V,ташлау,напусна
1204,verlassen::V,ташлап китеү,напусна
1205,retten::V,ҡотҡарыу,спася
1206,bewachen::V,һаҡлау,охранявам
1207,schützen::V,һаҡлау,запазя
1208,verteidigen::V,яҡлау,защитя
1209,sich schlagen::V,һуғышыу,бия се
1210,schießen::V,атыу,стрелям
1211,siegen::V,еңеү,победя
1212,ärgern::V,асыуландырыу,ядосам
1213,schlagen::V,бәреү,бия
1214,schlagen::V,бәреү,ударя
1215,schlagen::V,туҡмау,бия
1216,schlagen::V,туҡмау,ударя
1217,treten::V,тибеү,ритам
1218,treten::V,типкеләү,ритам
1219,stechen::V,сәнсеү,бодна
1220,stoßen::V,этеү,бутна
1221,stoßen::V,этеү,блъсна
1222,stoßen::V,төртөү,бутна
1223,stoßen::V,төртөү,блъсна
1224,stehlen::V,урлау,
1225,stören::V,ҡамасаулау,смутя
1226,belästigen::V,бимазалау,отегча
1227,belästigen::V,бимазалау,безпокоя
1228,belästigen::V,ҡамасаулау,отегча
1229,belästigen::V,ҡамасаулау,безпокоя
1230,verbergen::V,йәшереү,скрия
1231,täuschen::V,ултыртыу,измамя
1232,betrügen::V,алдау,измамя
1233,töten::V,үлтереү,убия
1234,töten::V,үлтереү,умъртвя
1235,wohnen::V,йәшәү,живея
1236,arbeiten::V,эшләү,работя
1237,sammeln::V,йыйыу,събера
1238,pflücken::V,өҙөү,бера
1239,pflücken::V,өҙөү,откъсна
1240,jagen::V,аулау,ловувам
1241,fischen::V,аулау,ловя риба
1242,fassen::V,тотоу,хвана
1243,hüten::V,көтөү,пазя
1244,treiben::V,ҡыуыу,карам
1245,anbinden::V,бәйләү,завържа
1246,füttern::V,ашатыу,храня
1247,melken::V,һауыү,доя
1248,hacken::V,турау,сека
1249,hacken::V,тапау,сека
1250,gießen::V,ҡойоу,полея
1251,reifen::V,өлғөрөү,узрея
1252,zubereiten::V,бешереү,приготвя
1253,kochen::V,бешереү,варя
1254,backen::V,бешереү,пека
1255,braten::V,ҡурыу,пържа
1256,umrühren::V,ҡатнаштырыу,разбъркам
1257,stricken::V,бәйләү,плета
1258,nähen::V,тегеү,шия
1259,färben::V,буяу,боядисам
1260,reinigen::V,таҙартыу,почистя
1261,waschen::V,йыуыу,мия
1262,waschen::V,йыуыу,пера
1263,abwischen::V,һөртөү,избърша
1264,spülen::V,сайҡау,плакна
1265,fegen::V,һепереү,измета
1266,kehren::V,һепереү,мета
1267,baden::V,һыу инеү,къпя се
1268,sich waschen::V,йыуыныу,мия се
1269,ausziehen::V,сисеү,съблека
1270,anziehen::V,кейеү,облека
1271,sich anziehen::V,кейенеү,облека се
1272,kämmen::V,тарау,реша
1273,kämmen::V,тарау,вчеша
1274,schmücken::V,биҙәү,накича
1275,sagen::V,әйтеү,кажа
1276,sprechen::V,әйтеү,говоря
1277,sprechen::V,һөйләшеү,говоря
1278,reden::V,һөйләшеү,говоря
1279,sich unterhalten::V,әңгәмәләшеү,разговарям
1280,fragen::V,һорау,запитам
1281,bitten::V,үтенеү,моля
1282,erzählen::V,һөйләү,разкажа
1283,mitteilen::V,әйтеү,съобщя
1284,nennen::V,атау,нарека
1285,nennen::V,исемләү,нарека
1286,rufen::V,саҡырыу,викам
1287,rufen::V,саҡырыу,повикам
1288,prahlen::V,маҡтаныу,хваля се
1289,prahlen::V,шапырыныу,хваля се
1290,übersetzen::V,тәржемә итеү,преведа
1291,denken::V,уйлау,мисля
1292,glauben::V,ышаныу,вярвам
1293,bemerken::V,күреү,забележа
1294,erkennen::V,таныу,позная
1295,begreifen::V,аңлау,схвана
1296,verstehen::V,аңлау,разбера
1297,lernen::V,өйрәнеү,уча се
1298,wissen::V,белеү,зная
1299,sich erinnern an::V,хәтергә алыу,спомня си за
1300,vergessen::V,онотоу,забравя
1301,messen::V,үлсәү,меря
1302,zählen::V,һанау,броя
1303,rechnen::V,һанау,сметна
1304,lesen::V,уҡыу,чета
1305,malen::V,һүрәт яһау,рисувам
1306,malen::V,рәсем төшөрөү,рисувам
1307,zeichnen::V,һүрәт яһау,рисувам
1308,zeichnen::V,рәсем төшөрөү,рисувам
1309,schreiben::V,яҙыу,пиша
1310,besitzen::V,биләү,имам
1311,besitzen::V,биләү,притежавам
1312,kaufen::V,һатып алыу,купя
1313,kaufen::V,һатып алыу,купувам
1314,verkaufen::V,һатыу,продам
1315,bezahlen::V,түләү,заплатя
1316,zahlen::V,түләү,платя
1317,beherrschen::V,биләү,владея
1318,ertragen::V,түҙеү,понеса
