,Concept_ID,ca,cy
121,Bach::N,riera,cornant
122,Fluss::N,riu,afon
123,Ufer::N,riba,glan
124,Küste::N,costa,traeth
125,Küste::N,costa,arfordir
126,Festland::N,terra ferma,tir
127,Meer::N,mar,môr
128,Bucht::N,cala,bae
129,Bucht::N,badia,bae
130,Insel::N,illa,ynys
131,Blume::N,flor,blodyn
132,Gras::N,herba,glaswellt
133,Wurzel::N,rel,gwreiddyn
134,Wurzel::N,arrel,gwreiddyn
135,Baum::N,arbre,coeden
136,Stamm::N,tronc,colfen
137,Stamm::N,tronc,boncyff
138,Rinde::N,escorça,rhisgl
139,Ast::N,branca,cangen
140,Zweig::N,ram,cainc
141,Zweig::N,ram,cangen
142,Blatt::N,fulla,deilen
143,Birke::N,bedoll,bedwen
144,Kiefer[Baum]::N,pi,pinwydden
145,Weide[Baum]::N,salze,helygen
146,Tanne::N,avet,ffynidwydden
147,Horn::N,corn,corn
148,Horn::N,banya,corn
149,Feder::N,ploma,plufyn
150,Fell::N,pell,ffwr
151,Flügel::N,ala,adain
152,Klaue::N,urpa,crafanc
153,Kralle::N,grapa,ewin
154,Schwanz::N,cua,cwt
155,Schwanz::N,cua,cynffon
156,Ei::N,ou,wy
157,Nest::N,niu,nyth
158,Bau::N,cau,ffau
159,Tier::N,animāl,anifail
160,Herde::N,ramat,praidd
161,Herde::N,ramat,diadell
162,Kuh::N,vaca,buwch
163,Bulle::N,toro,tarw
164,Pferd::N,cavāll,ceffyl
165,Schaf::N,be,dafad
166,Schaf::N,ovella,dafad
167,Schwein::N,bacó,mochyn
168,Hund::N,ca,ci
169,Hund::N,gos,ci
170,Katze::N,gat,cath
171,Bär::N,ós,arth
172,Eichhörnchen::N,esquirol,gwiwer
173,Elch::N,ant,elc
174,Fuchs::N,guilla,cadno
175,Hase::N,llebre,ysgyfarnog
176,Maus::N,ratolí,llygoden
177,Wolf::N,llop,blaidd
178,Vogel::N,au,aderyn
179,Vogel::N,ocēll,aderyn
180,Schwarm::N,bandada,haid
181,Huhn::N,gallina,cyw
182,Hahn::N,gall,ceiliog
183,Gans::N,oca,gŵydd
184,Adler::N,àguila,eryr
185,Ente::N,ànec,hwyad
186,Eule::N,òliba,tylluan
187,Eule::N,mussol,tylluan
188,Kranich::N,grua,garan
189,Kranich::N,grua,crychydd
190,Krähe::N,cornella,brân
191,Kuckuck::N,cucut,cog
192,Kuckuck::N,cucut,cwcw
193,Schwan::N,cigne,alarch
194,Fisch::N,peix,pysgod
195,Barsch::N,perca,draenog
196,Hecht::N,lluç,penhwyad
197,Schlange[Tier]::N,serp,neidr
198,Wurm::N,cuc,abwydyn
199,Wurm::N,cuc,pryf genwair
200,Spinne::N,aranya,cor
201,Spinne::N,aranya,pryf copyn
202,Ameise::N,formiga,morgrugyn
203,Laus::N,poll,lleuen
204,Mücke::N,mosquit,gwybedyn
205,Fliege::N,mosca,cleren
206,Schmetterling::N,papallona,glöyn byw
207,Schmetterling::N,papallona,iâr fach yr haf
208,Beere::N,baia,aeronen
209,Apfel::N,poma,afal
210,Pilz::N,bolet,madarch
211,Zwiebel::N,ceba,nionyn
212,Zwiebel::N,ceba,winwnsyn
213,Saat::N,sembra,had
214,Korn::N,gra,grawn
215,Heu::N,fenc,gwair
216,Schale::N,closca,croen
217,Schale::N,closca,plisgyn
218,Grube::N,sot,pwll
219,Grube::N,sot,pydew
220,Grube::N,clot,pwll
221,Grube::N,clot,pydew
222,Falle::N,trampa,magl
223,Schlinge::N,baga,cwlwm rhedeg
224,Spur::N,traça,ôl
225,Asche::N,cendra,lludw
226,Dreck::N,llot,baw
227,Dreck::N,llot,budreddi
228,Eisen::N,ferro,haearn
229,Gold::N,or,aur
230,Silber::N,plata,arian
231,Kohle::N,carbó,glo
232,Glas::N,vidre,gwydr
233,Lehm::N,fang,clai
234,Lehm::N,argila,clai
235,Sand::N,arena,tywod
236,Mensch::N,humà,dyn
237,Mensch::N,persona,dyn
238,Mann::N,home,dyn
239,Frau::N,dona,merch
240,Frau::N,dona,gwraig
241,Kind::N,nen,plentyn
242,Junge::N,noi,hogyn
243,Junge::N,noi,bachgen
244,Mädchen::N,noia,merch
245,Mädchen::N,noia,geneth
246,Familie::N,família,teulu
247,Familie::N,família,tylwyth
248,Großvater::N,avi,taid
249,Großvater::N,avi,tad-cu
250,Großmutter::N,àvia,nain
251,Großmutter::N,àvia,mam-gu
252,Eltern::N,pares,rhieni
253,Vater::N,pare,tad
254,Mutter::N,mare,mam
255,Sohn::N,fill,mab
256,Tochter::N,filla,merch
257,Bruder::N,germà,brawd
258,Schwester::N,germana,chwaer
259,Onkel::N,oncle,ewythr
260,Tante::N,tia,modryb
261,Ehemann::N,espòs,gŵr
262,Ehefrau::N,muller,gwraig
263,Freude::N,goig,gorfoledd
264,Freude::N,alegria,gorfoledd
265,Gelächter::N,riallada,chwerthin
266,Glück::N,felicitat,hapusrwydd
267,Kummer::N,pena,galar
268,Wunsch::N,desig,dymuniad
269,Lust::N,ganes,chwant
270,Geist::N,ment,ysbryd
271,Geist::N,esperit,ysbryd
272,Gedanke::N,pensament,meddwl
273,Gedächtnis::N,memòria,cof
274,Verstand::N,raó,meddwl
275,Verstand::N,seny,meddwl
276,Sinn::N,solta,ystyr
277,Sinn::N,sentit,ystyr
278,Grund::N,raó,achos
279,Grund::N,raó,rheswm
280,Grund::N,causa,achos
281,Grund::N,causa,rheswm
282,Wahrheit::N,veritāt,gwir
283,Wahrheit::N,veritāt,gwirionedd
284,Gespräch::N,conversa,sgwrs
285,Märchen::N,conte,chwedl werin
286,Erzählung::N,narració,stori
287,Nachricht::N,missatge,neges
288,Neuigkeit::N,novetat,newydd
289,Name::N,nom,enw
290,Rätsel::N,endevinalla,pos
291,Rede::N,discurs,araith
292,Sprache::N,llēngua,iaith
293,Stimme::N,veu,llais
294,Wort::N,mot,gair
295,Wort::N,paraula,gair
296,Zeichen::N,signe,arwydd
297,Zeichen::N,senyal,arwydd
298,Ruf::N,crida,galwad
299,Lärm::N,sorōll,trwst
300,Laut::N,so,sain
301,Ton::N,to,tôn
302,Lied::N,cançó,cân
303,Ruhe::N,calma,tawelwch
304,Ruhe::N,silenci,tawelwch
305,Leute::N,gent,pobl
306,Volk::N,poble,pobl
307,Arbeit::N,labor,gwaith
308,Arbeit::N,treball,gwaith
309,Gast::N,hoste,gwestai
310,Geschenk::N,regal,rhodd
311,Geschenk::N,regal,anrheg
312,Geschenk::N,obsequi,rhodd
313,Geschenk::N,obsequi,anrheg
314,Spiel::N,joc,chwarae
315,Gesellschaft::N,companyia,cwmni
316,Hilfe::N,ajut,cymorth
317,Freund::N,amīc,cyfaill
318,Kamerad::N,company,cydymaith
319,Kamerad::N,camarada,cydymaith
320,Angelegenheit::N,afer,pwnc
321,Angelegenheit::N,assumpte,pwnc
322,Anzahl::N,nombre,cyfrif
323,Anzahl::N,quantitat,cyfrif
324,Art::N,tipus,bath
325,Art::N,classe,bath
326,Stück::N,peça,darn
327,Teil::N,part,rhan
328,Hälfte::N,meitat,hanner
329,Kreis::N,cercle,cylch
330,Kreuz::N,creu,croes
331,Linie::N,línia,llinell
332,Strich::N,traç,strôc
333,Strich::N,traç,trawiad
334,Strich::N,ratlla,strôc
335,Strich::N,ratlla,trawiad
336,Abstand::N,distància,bwlch
337,Abstand::N,distància,pellter
338,Entfernung::N,distància,pellter
339,Gegend::N,regió,cylch
340,Gegend::N,contrada,cylch
341,Platz::N,cabuda,lle
342,Ort::N,lloc,lle
343,Seite::N,banda,ochr
344,Seite::N,costāt,ochr
345,Mitte::N,mig,canol
346,Mitte::N,centre,canol
347,Gegenstand::N,objecte,eitem
348,Sache::N,cosa,peth
349,Rand::N,vora,cwr
350,Rand::N,vora,ymyl
351,Rand::N,marge,cwr
352,Rand::N,marge,ymyl
353,Kante::N,caire,min
354,Kante::N,caire,ymyl
355,Kante::N,cantell,min
356,Kante::N,cantell,ymyl
357,Ecke::N,cantonada,cornel
358,Spitze::N,punta,blaen
359,Ende::N,cap,pen
360,Loch::N,forāt,twll
361,Winkel::N,racó,congl
362,Muster::N,dibuix,patrwm
363,Muster::N,disseny,patrwm
364,Größe::N,grandària,maint
365,Größe::N,grandària,maintioli
366,Länge::N,longitud,hyd
367,Höhe::N,altura,uchder
368,Höhe::N,altitud,uchder
369,Gewicht::N,pes,pwysau
370,Menge::N,quantitat,swm
371,Menge::N,quantitat,maint
372,Haufen::N,pila,pentwr
373,Reihe::N,fila,rhes
374,Boot::N,bot,cwch
375,Boot::N,barca,cwch
376,Ruder::N,rem,rhwyf
377,Schlitten::N,trineu,sled
378,Schlitten::N,trineu,car llusg
379,Ski::N,esquí,sgi
380,Lagerfeuer::N,foc de campament,coelcerth
381,Last::N,càrrega,llwyth
382,Gang::N,marxa,tro
383,Schritt::N,pas,cam
384,Norden::N,nord,gogledd
385,Süden::N,sud,de
386,Westen::N,oest,gorllewin
387,Westen::N,occident,gorllewin
388,Osten::N,est,dwyrain
389,Osten::N,orient,dwyrain
390,Holz::N,fusta,pren
391,Brett::N,taula,bwrdd
392,Brett::N,taula,astell
393,Platte::N,placa,llech
394,Stütze::N,suport,ateg
395,Stütze::N,suport,cynhalydd
396,Stange::N,vara,polyn
397,Stock::N,pal,ffon
398,Stock::N,pal,brigyn
399,Stab::N,bastó,ffon
400,Rohr::N,tub,pibell
401,Haus::N,casa,tŷ
402,Heim::N,llar,cartref
403,Ofen::N,estufa,stof
404,Fußboden::N,terra,llawr
405,Tisch::N,taula,bwrdd
406,Stuhl::N,cadira,cadair
407,Wiege::N,bressol,crud
408,Bett::N,llit,gwely
409,Regal::N,prestatgeria,silff
410,Kiste::N,caixa,bocs
411,Kiste::N,caixa,blwch
412,Fenster::N,finestra,ffenestr
413,Tür::N,porta,drws
414,Tor::N,portal,porth
415,Zaun::N,tanca,ffens
416,Dach::N,teulada,to
417,Leiter::N,escala,ysgol
418,Leiter::N,escala de mà,ysgol
419,Besen::N,escombra,ysgub
420,Spaten::N,pala,rhaw
421,Schaufel::N,pala,rhaw
422,Gabel::N,forquilla,fforc
423,Löffel::N,cullera,llwy
424,Messer::N,coltell,cyllell
425,Nagel::N,clau,hoel
426,Netz::N,filat,gwe
427,Netz::N,filat,rhwyd
428,Haken::N,ganxo,bach
429,Griff::N,puny,carn
430,Griff::N,mànec,carn
431,Schloss::N,pany,clo
432,Bild::N,imatge,llun
433,Bild::N,imatge,pictiwr
434,Figur::N,figura,ffigur
435,Puppe::N,nina,dol
436,Beutel::N,bossa,cwd
437,Bündel::N,feix,bwndel
438,Bündel::N,feix,coflaid
439,Bündel::N,paquet,bwndel
440,Bündel::N,paquet,coflaid
441,Tasche::N,bossa,cod
442,Eimer::N,galleda,bwced
443,Eimer::N,galleda,cunnog
444,Deckel::N,tapa,caead
445,Deckel::N,tapadora,caead
446,Geschirr::N,vaixella,llestri
447,Sack::N,sac,sach
448,Sack::N,saca,sach
449,Tasse::N,tassa,cwpan
450,Topf::N,pot,pot
451,Topf::N,pot,crochan
452,Topf::N,olla,pot
453,Topf::N,olla,crochan
454,Kessel::N,caldera,tegell
455,Essen::N,àpat,pryd o fwyd
456,Essen::N,menjada,pryd o fwyd
457,Nahrung::N,aliment,bwyd
458,Speise::N,plat,saig
459,Fleisch::N,carn,cig
460,Getreide::N,cereals,ŷd
461,Getreide::N,cereals,llafur
462,Brei::N,puré,uwd
463,Brot::N,pa,bara
464,Scheibe::N,tall,tafell
465,Scheibe::N,llesca,tafell
466,Fett::N,greix,saim
467,Fett::N,greix,braster
468,Butter::N,mantega,ymenyn
469,Öl::N,oli,olew
470,Salz::N,sal,halen
471,Suppe::N,sopa,cawl
472,Honig::N,mel,mêl
473,Milch::N,llet,llaeth
474,Milch::N,llet,llefrith
475,Tee::N,te,te
476,Leder::N,cuir,lledr
477,Wolle::N,llana,gwlân
478,Stoff::N,tela,lliain
479,Stoff::N,tela,brethyn
480,Nadel::N,agulla,nodwydd
481,Faden::N,fil,edau
482,Faden::N,fil,edefyn
483,Knopf::N,botó,botwm
484,Knoten::N,nus,cwlwm
485,Farbe::N,pintura,paent
486,Kleidung::N,roba,dillad
487,Kleidung::N,roba,gwisgoedd
488,Kleidung::N,vestits,dillad
489,Kleidung::N,vestits,gwisgoedd
490,Hemd::N,camisa,crys
491,Kragen::N,coll,coler
492,Ärmel::N,màniga,llawes
493,Hose::N,pantalōns,trowsus
494,Gürtel::N,cinturó,gwregys
495,Mütze::N,gorra,cap
496,Schuh::N,sabata,esgid
497,Stiefel::N,bota,botasen
498,Ring::N,anell,modrwy
499,Band::N,veta,rhuban
500,Band::N,cinta,rhuban
501,Kamm::N,pinta,crib
502,Spiegel::N,mirāll,drych
503,Riemen::N,corretja,strap
504,Schnur::N,corda,llinyn
505,Leine::N,corretja,tennyn
506,Decke::N,manta,blanced
507,Decke::N,manta,gwrthban
508,Decke::N,flassada,blanced
509,Decke::N,flassada,gwrthban
510,Kissen::N,coixí,clustog
511,Kissen::N,coixí,gobennydd
512,Tuch::N,mocador,sgarff
513,Handtuch::N,tovallola,tywel
514,Handtuch::N,tovallola,lliain sychu
515,Kraft::N,força,grym
516,Stärke::N,vigor,nerth
517,Stärke::N,vigor,cryfder
518,Gesundheit::N,salut,iechyd
519,Krankheit::N,malaltia,afiechyd
520,Krankheit::N,malaltia,anhwylder
521,Schmerz::N,dolor,poen
522,Schmerz::N,dolor,gwayw
523,Wunde::N,ferida,clwyf
524,Fieber::N,febre,twymyn
525,Arznei::N,medicament,meddyginiaeth
526,Brücke::N,pont,pont
527,Brunnen::N,pou,ffynnon
528,Weide::N,pastura,porfa
529,Pfad::N,senda,llwybr
530,Pfad::N,sender,llwybr
531,Weg::N,camí,ffordd
532,Straße::N,carretera,heol
533,Straße::N,carretera,ffordd
534,Dorf::N,poble,pentref
535,Stadt::N,ciutāt,tref
536,Brief::N,carta,llythyr
537,Buch::N,llibre,llyfr
538,Buchstabe::N,lletra,llythyren
539,Zeitung::N,diāri,papur newydd
540,Leben::N,vida,bywyd
541,Tod::N,mort,marwolaeth
542,Grab::N,tomba,bedd
543,Kirche::N,església,eglwys
544,Sünde::N,pecat,pechod
545,Gott::N,déu,duw
546,Arbeiter::N,obrer,gweithiwr
547,Chef::N,cap,pennaeth
548,Meister::N,mestre,meistr
549,Arzt::N,metge,meddyg
550,Lehrer::N,mestre,athro
551,Geld::N,dinērs,pres
552,Geld::N,dinērs,arian
553,Geschäft::N,negoci,busnes
554,Laden::N,tenda,siop
555,Laden::N,botiga,siop
556,Preis::N,preu,pris
557,Ware::N,mercaderia,nwydd
558,Nutzen::N,profit,elw
559,Nutzen::N,profit,budd
560,Reichtum::N,riquesa,cyfoeth
561,Welt::N,món,byd
562,Land::N,país,gwlad
563,Staat::N,estat,gwladwriaeth
564,König::N,rei,brenin
565,Macht::N,poder,grym
566,Macht::N,poder,awdurdod
567,Macht::N,potència,grym
568,Macht::N,potència,awdurdod
569,Grenze::N,frontera,ffin
570,Grenze::N,frontera,goror
571,Krieg::N,guerra,rhyfel
572,Feind::N,enemic,gelyn
573,Gewalt::N,violència,ffyrnigrwydd
574,Kampf::N,lluita,brwydr
575,Bogen[Waffe]::N,arc,bwa
576,Pfeil::N,fletxa,saeth
577,Gewehr::N,fusell,dryll
578,Gewehr::N,escopeta,dryll
579,Fehler::N,falta,gwall
580,Fehler::N,falta,camgymeriad
581,Lüge::N,mentida,celwydd
582,Lüge::N,mentida,anwiredd
583,Schaden::N,dany,niwed
584,Schaden::N,dany,difrod
585,Unglück::N,desgràcia,anffawd
586,Schuld::N,culpa,bai
587,Alter::N,edat,oed
588,Schluss::N,fi,diwedd
589,Schluss::N,final,diwedd
590,Zeit::N,temps,amser
591,Tag::N,dia,dydd
592,Tag::N,dia,diwrnod
593,Morgen::N,matí,bore
594,Mittag::N,migdia,nawn
595,Abend::N,vespre,noswaith
596,Nacht::N,nit,nos
597,Woche::N,setmana,wythnos
598,Monat::N,mes,mis
599,Jahr::N,any,blwyddyn
600,Frühling::N,primavera,gwanwyn
601,Sommer::N,estīu,haf
602,Herbst::N,tardor,hydref
603,Winter::N,hivērn,gaeaf
604,Januar::N,gener,Ionawr
605,Februar::N,febrer,Chwefror
606,März::N,març,Mawrth
607,April::N,abril,Ebrill
608,Mai::N,maig,Mai
609,Juni::N,juny,Mehefin
610,Juli::N,juliol,Gorffennaf
611,August::N,agost,Awst
612,September::N,setembre,Medi
613,Oktober::N,octubre,Hydref
614,November::N,novembre,Tachwedd
615,Dezember::N,desembre,Rhagfyr
616,Montag::N,dilluns,dydd Llun
617,Dienstag::N,dimarts,dydd Mawrth
618,Mittwoch::N,dimecres,dydd Mercher
619,Donnerstag::N,dijous,dydd Iau
620,Freitag::N,divendres,dydd Gwener
621,Samstag::N,dissabte,dydd Sadwrn
622,Sonntag::N,diumenge,dydd Sul
623,groß::A,gros,mawr
624,klein::A,petīt,bach
625,lang::A,llarg,hir
626,kurz::A,curt,byr
627,kurz::A,curt,cwta
628,breit::A,ample,llydan
629,schmal::A,estret,cul
630,dicht::A,dens,dwys
631,dick[Gegenstand]::A,gruixūt,trwchus
632,dünn::A,prim,tenau
633,fein::A,fi,main
634,fest::A,ferm,cadarn
635,fest::A,sòlid,cadarn
636,flach::A,pla,gwastad
637,glatt::A,llis,llyfn
638,hart::A,dur,caled
639,weich::A,tou,meddal
640,rund::A,rodó,crwn
641,spitz::A,punxegut,pigfain
642,scharf::A,agut,miniog
643,stumpf::A,rom,pŵl
644,stumpf::A,esmussat,pŵl
645,schwer::A,pesāt,trwm
646,schön::A,bonīc,teg
647,schön::A,bonīc,hardd
648,schön::A,bonīc,prydferth
649,heiß::A,calēnt,poeth
650,warm::A,càlid,twym
651,warm::A,càlid,cynnes
652,kalt::A,fred,oer
653,kühl::A,fresc,oeraidd
654,frisch::A,fresc,iach
655,feucht::A,humit,llaith
656,nass::A,mullat,gwlyb
657,trocken::A,sec,sych
658,voll::A,ple,llawn
659,leer::A,buit,gwag
660,offen::A,obert,agored
661,geschlossen::A,tancat,caead
662,geschlossen::A,tancat,caeëdig
663,sauber::A,net,glân
664,schmutzig::A,brut,budr
665,schmutzig::A,brut,brwnt
666,roh::A,cru,amrwd
667,reif::A,madur,aeddfed
668,lecker::A,deliciós,blasus
669,lecker::A,deliciós,danteithiol
670,süß::A,dolç,melys
671,bitter::A,amarg,chwerw
672,sauer::A,agre,sur
673,hell::A,clar,disglair
674,dunkel::A,fosc,tywyll
675,schwarz::A,negre,du
676,weiß::A,blanc,gwyn
677,rot::A,vermēll,coch
678,gelb::A,groc,melyn
679,blau::A,blau,glas
680,grün::A,verd,gwyrdd
681,grau::A,gris,llwyd
682,bunt::A,multicolor,lliwgar
683,billig::A,barat,rhad
684,teuer::A,car,drud
685,wertvoll::A,preciós,gwerthfawr
686,blind::A,cec,dall
687,taub::A,sord,byddar
688,kräftig::A,fort,nerthol
689,kräftig::A,fort,grymus
690,kräftig::A,vigorós,nerthol
691,kräftig::A,vigorós,grymus
692,stark::A,fort,cryf
693,stark::A,fort,cadarn
694,schwach::A,feble,gwan
695,fett::A,gras,tew
696,schlank::A,esvelt,main
697,hübsch::A,maco,tlws
698,böse::A,dolent,drwg
699,dumm::A,ximple,twp
700,dumm::A,estúpid,twp
701,faul::A,gandūl,diog
702,faul::A,mandrós,diog
703,fleißig::A,diligēnt,dyfal
704,geizig::A,avar,crintach
705,geizig::A,avar,cybyddlyd
706,klug::A,intel·ligent,deallus
707,geschickt::A,hàbil,medrus
708,geschickt::A,hàbil,deheuig
709,lieb::A,amat,hoff
710,lieb::A,amat,annwyl
711,lieb::A,estimat,hoff
712,lieb::A,estimat,annwyl
713,lustig::A,alegre,llon
714,sanft::A,suau,mwyn
715,hungrig::A,afamat,newynog
716,krank::A,malālt,sâl
717,krank::A,malālt,gwael
718,nackt::A,nu,noeth
719,traurig::A,trist,trist
720,lebendig::A,viu,yn fyw
721,gut::A,bo,da
722,schlecht::A,dolēnt,drwg
723,schlecht::A,dolēnt,gwael
724,richtig::A,just,cywir
725,richtig::A,correcte,cywir
726,schlimm::A,greu,enbyd
727,wahr::A,vertader,gwir
728,wahr::A,veritable,gwir
729,alt::A,vell,hen
730,neu::A,nou,newydd
731,ehemalig::A,antic,blaenorol
732,alt[Lebewesen]::A,vell,oedrannus
733,jung::A,jove,ifanc
734,arm::A,pobre,tlawd
735,reich::A,ric,cyfoethog
736,bekannt::A,conegut,cynefin
737,bekannt::A,conegut,cyfarwydd
738,berühmt::A,famós,enwog
739,fremd::A,estrany,estron
740,verschieden::A,diferent,gwahanol
741,nah::A,pròxim,agos
742,fern::A,llunyà,pell
743,fern::A,distant,pell
744,linker::A,esquerre,aswy
745,linker::A,esquerre,chwith
746,rechter::A,dret,de
747,rechter::A,dret,deau
748,anderer::A,altre,arall
749,erster::A,primer,cyntaf
750,zweiter::A,segon,ail
751,dritter::A,tercer,trydydd
752,letzter::A,últim,olaf
753,allein::ADV,sol,unig
754,allein::ADV,sol,ar ei ben ei hun
755,auf einmal::ADV,d'una vegada,ar yr un pryd
756,zusammen::ADV,junt,ynghyd
757,zusammen::ADV,junt,gyda'i gilydd
758,lange::ADV,molt de temps,amser hir
759,plötzlich::ADV,de cop,yn sydyn
760,plötzlich::ADV,de sobte,yn sydyn
761,sofort::ADV,de seguida,ar unwaith
762,später::ADV,més tard,yn ddiweddarach
763,jetzt::ADV,ara,yn awr
764,heute::ADV,avūi,heddiw
765,morgen::ADV,demà,yfory
766,bald::ADV,aviāt,yn fuan
767,bald::ADV,aviāt,gyda hyn
768,dann::ADV,després,yna
769,dann::ADV,després,y pryd hwnnw
770,gestern::ADV,ahir,ddoe
771,einst::ADV,anteriorment,gynt
772,damals::ADV,llavōrs,ar y pryd
773,damals::ADV,llavōrs,bryd hynny
774,damals::ADV,aleshores,ar y pryd
775,damals::ADV,aleshores,bryd hynny
776,danach::ADV,després,wedyn
777,vorher::ADV,abāns,o'r blaen
778,zuerst::ADV,primer,yn gyntaf
779,einmal::ADV,una vegada,unwaith
780,manchmal::ADV,de vegades,weithiau
781,manchmal::ADV,de vegades,ar brydiau
782,oft::ADV,sovint,yn aml
783,oft::ADV,sovint,yn fynych
784,immer::ADV,sempre,bob amser
785,niemals::ADV,no ... mai,ni ... byth
786,niemals::ADV,no ... mai,ni ... erioed
787,hier::ADV,aquí,yma
788,hierhin::ADV,per aquí,hyd yma
789,von hier::ADV,des d'aquí,oddi yma
790,dort::ADV,allí,acw
791,dorthin::ADV,hi,tuag yno
792,geradeaus::ADV,tot dret,syth ymlaen
793,vorwärts::ADV,endavānt,ymlaen
794,rückwärts::ADV,endarrera,yn ôl
795,zurück::ADV,darrere,yn ôl
796,unten::ADV,a baix,isod
797,unten::ADV,a baix,oddi tanodd
798,hinab::ADV,cap avall,i lawr
799,hinab::ADV,cap avall,i waered
800,oben::ADV,dalt,fry
801,hinauf::ADV,cap amunt,i fyny
802,hinauf::ADV,cap amunt,i'r lan
803,überall::ADV,pertot,ym mhobman
804,überall::ADV,per tot arreu,ym mhobman
805,nicht::ADV,no,ni
806,nicht::ADV,no,nid
807,ein wenig::ADV,una mica,tipyn
808,ein wenig::ADV,una mica,ychydig
809,kaum::ADV,a penes,prin
810,sehr::ADV,molt,iawn
811,so::ADV,així,fel
812,so::ADV,així,felly
813,noch::ADV,encara,eto
814,nur::ADV,només,yn unig
815,schon::ADV,ja,eisoes
816,schon::ADV,ja,yn barod
817,wieder::ADV,de nou,drachefn
818,vergebens::ADV,en va,yn ofer
819,vor::PRP,davānt,o flaen
820,vor::PRP,enfront de,o flaen
821,hinter::PRP,darrera,ar ôl
822,unter::PRP,sota,islaw
823,durch::PRP,per,trwy
824,neben::PRP,al costāt de,ar bwys
