,Concept_ID,myv,it
256,Mutter::N,ава,madre
257,Sohn::N,цёра,figlio
258,Tochter::N,тейтерь,figlia
259,Bruder::N,леля,fratello
260,Bruder::N,ялакс,fratello
261,Schwester::N,сазор,sorella
262,Onkel::N,леля,zio
263,Tante::N,патя,zia
264,Ehemann::N,мирде,marito
265,Ehefrau::N,ни,moglie
266,Freude::N,кеняркс,gioia
267,Freude::N,кеняркс,piacere
268,Gelächter::N,ракамо,risata
269,Gelächter::N,пейдема,risata
270,Glück::N,уцяска,felicità
271,Kummer::N,рискс,afflizione
272,Kummer::N,мелявкс,afflizione
273,Wunsch::N,мель,desiderio
274,Wunsch::N,бажамо,desiderio
275,Lust::N,бажамо,voglia
276,Geist::N,ойме,mente
277,Geist::N,ойме,spìrito
278,Gedanke::N,мель,idea
279,Gedanke::N,мель,pensiero
280,Gedächtnis::N,мель,memoria
281,Verstand::N,прев,intelletto
282,Sinn::N,толк,senso
283,Sinn::N,толк,significato
284,Sinn::N,смысла,senso
285,Sinn::N,смысла,significato
286,Grund::N,тувтал,causa
287,Grund::N,тувтал,motivo
288,Grund::N,тувтал,ragione
289,Wahrheit::N,видечи,verità
290,Gespräch::N,кортнема,discorso
291,Gespräch::N,кортнема,conversazione
292,Märchen::N,ёвкс,fiaba
293,Märchen::N,ёвкс,fàvola
294,Erzählung::N,ёвтнема,racconto
295,Erzählung::N,ёвтнема,narrazione
296,Nachricht::N,куля,messaggio
297,Neuigkeit::N,куля,notizia
298,Name::N,лем,nome
299,Rätsel::N,содамоёвкс,indovinello
300,Rede::N,кортамо,discorso
301,Sprache::N,кель,lingua
302,Sprache::N,кель,linguaggio
303,Stimme::N,ваигель,voce
304,Wort::N,вал,parola
305,Zeichen::N,теште,segno
306,Zeichen::N,теште,segnale
307,Ruf::N,тердема,chiamata
308,Lärm::N,шалнома,chiasso
309,Lärm::N,шалнома,strèpito
310,Laut::N,вайгель,suono
311,Ton::N,гайнема,tono
312,Lied::N,моро,canto
313,Lied::N,моро,canzone
314,Ruhe::N,оймамо,calma
315,Ruhe::N,оймамо,tranquillità
316,Leute::N,ломанть,gente
317,Volk::N,народ,pòpolo
318,Arbeit::N,тев,lavoro
319,Gast::N,инже,òspite
320,Gast::N,инже,invitato
321,Geschenk::N,казне,regalo
322,Spiel::N,налксема,gioco
323,Gesellschaft::N,община,compagnìa
324,Hilfe::N,лездамо,aiuto
325,Hilfe::N,лездамо,soccorso
326,Freund::N,оя,amico
327,Freund::N,ялга,amico
328,Kamerad::N,оя,camerata
329,Kamerad::N,ялга,camerata
330,Angelegenheit::N,тев,affare
331,Angelegenheit::N,тев,faccenda
332,Anzahl::N,ламоксчи,nùmero
333,Anzahl::N,ламоксчи,quantità
334,Art::N,вид,tipo
335,Art::N,вид,specie
336,Stück::N,пакш,pezzo
337,Stück::N,пелькс,pezzo
338,Teil::N,часть,parte
339,Teil::N,пелькс,parte
340,Hälfte::N,пель,metà
341,Hälfte::N,пелькс,metà
342,Kreis::N,кирькс,cìrcolo
343,Kreuz::N,крёст,croce
344,Linie::N,кикс,lìnea
345,Strich::N,межа,tratto
346,Abstand::N,ютко,distanza
347,Entfernung::N,ютко,distanza
348,Entfernung::N,ютко,lontananza
349,Gegend::N,тарка,regione
350,Gegend::N,пертьпелькс,regione
351,Platz::N,васолкс,posto
352,Platz::N,васолкс,spazio
353,Ort::N,тарка,luogo
354,Ort::N,тарка,località
355,Seite::N,ён,lato
356,Seite::N,ён,parte
357,Seite::N,чире,lato
358,Seite::N,чире,parte
359,Mitte::N,куншка,mezzo
360,Mitte::N,куншка,centro
361,Gegenstand::N,предмет,oggetto
362,Sache::N,тев,cosa
363,Sache::N,веща,cosa
364,Rand::N,пе,orlo
365,Rand::N,пе,bordo
366,Rand::N,чире,orlo
367,Rand::N,чире,bordo
368,Kante::N,ирдез,spìgolo
369,Ecke::N,ужо,canto
370,Spitze::N,пряне,punta
371,Spitze::N,пе,punta
372,Ende::N,пе,capo
373,Ende::N,пе,estremità
374,Loch::N,варя,buco
375,Winkel::N,ужо,àngolo
376,Muster::N,сёрма,disegno
377,Größe::N,сэрь,taglia
378,Größe::N,сэрь,grandezza
379,Größe::N,покшолма,taglia
380,Größe::N,покшолма,grandezza
381,Länge::N,кувалмо,lunghezza
382,Höhe::N,сэрь,altezza
383,Höhe::N,пандо,altezza
384,Gewicht::N,сталмо,peso
385,Menge::N,лововкс,quantità
386,Haufen::N,мар,cùmulo
387,Haufen::N,мар,mucchio
388,Haufen::N,валявкс,cùmulo
389,Haufen::N,валявкс,mucchio
390,Reihe::N,ряд,fila
391,Boot::N,венч,barca
392,Boot::N,венч,battello
393,Ruder::N,милё,remo
394,Schlitten::N,нурдт,slitta
395,Ski::N,сокс,sci
396,Lagerfeuer::N,толбандя,falò
397,Lagerfeuer::N,толбандя,fuoco di bivacco
398,Last::N,сталмо,càrico
399,Last::N,кандома,càrico
400,Gang::N,молема,andata
401,Gang::N,якамо,andata
402,Schritt::N,эскелькс,passo
403,Norden::N,якшамо ёнкс,nord
404,Norden::N,якшамо ёнкс,settentrione
405,Süden::N,лембе ёнкс,sud
406,Süden::N,лембе ёнкс,meridione
407,Westen::N,чивалгома,òvest
408,Westen::N,чивалгома,occidente
409,Osten::N,чилисема,est
410,Osten::N,чилисема,oriente
411,Holz::N,чувто,legno
412,Brett::N,лаз,asse
413,Brett::N,лаз,tàvola
414,Platte::N,плита,lastra
415,Platte::N,плита,piastra
416,Stütze::N,неже,supporto
417,Stange::N,олга,sbarra
418,Stange::N,олга,pèrtica
419,Stock::N,мандо,verga
420,Stock::N,мандо,bastone
421,Stock::N,мандо,bacchetta
422,Stab::N,олога,asta
423,Rohr::N,турба,tubo
424,Haus::N,кудо,casa
425,Heim::N,кудо,casa
426,Ofen::N,каштомо,stufa
427,Fußboden::N,киякс,pavimento
428,Tisch::N,столь,tàvolo
429,Stuhl::N,стул,sedia
430,Wiege::N,лавсь,culla
431,Wiege::N,нурямот,culla
432,Bett::N,ацамо,letto
433,Regal::N,лався,scaffale
434,Regal::N,лавсяланго,scaffale
435,Kiste::N,горобия,cassa
436,Kiste::N,сундук,cassa
437,Fenster::N,вальма,finestra
438,Tür::N,кенкш,porta
439,Tor::N,ортат,portone
440,Zaun::N,пирявт,recinto
441,Zaun::N,пирвякс,recinto
442,Dach::N,кудопря,tetto
443,Leiter::N,кузтема,scala
444,Leiter::N,кузтема,scala a pioli
445,Besen::N,тенсть,scopa
446,Spaten::N,койме,vanga
447,Schaufel::N,кече,pala
448,Schaufel::N,келей койме,pala
449,Gabel::N,сянгине,forchetta
450,Löffel::N,пенч,cucchiaio
451,Messer::N,пеель,coltello
452,Nagel::N,эске,chiodo
453,Netz::N,алтыма,rete
454,Haken::N,кечказ,uncino
455,Griff::N,кедне,mànico
456,Griff::N,кедне,maniglia
457,Schloss::N,замок,serratura
458,Schloss::N,панжома,serratura
459,Bild::N,картина,quadro
460,Bild::N,картина,immàgine
461,Figur::N,рунго,figura
462,Puppe::N,няка,bàmbola
463,Beutel::N,кескав,borsa
464,Beutel::N,кескав,sacchetto
465,Bündel::N,керькс,fascio
466,Bündel::N,керькс,fagotto
467,Tasche::N,юдма,borsa
468,Eimer::N,ведра,secchio
469,Deckel::N,велькс,coperchio
470,Geschirr::N,кедьге,stoviglie
471,Sack::N,кескав,sacco
472,Tasse::N,чакш,tazza
473,Topf::N,кастрюля,pèntola
474,Kessel::N,котёл,paiolo
475,Kessel::N,котёл,calderone
476,Essen::N,ярсамо,pasto
477,Essen::N,ярсамо,mangiare
478,Nahrung::N,ярсамопель,cibo
479,Nahrung::N,ярсамопель,alimento
480,Speise::N,ярсамопель,piatto
481,Fleisch::N,сывель,carne
482,Getreide::N,сюро,cereali
483,Brei::N,каша,purè
484,Brei::N,каша,pappa
485,Brot::N,кши,pane
486,Scheibe::N,кочом,fetta
487,Scheibe::N,кочом,trancia
488,Scheibe::N,сускомо,fetta
489,Scheibe::N,сускомо,trancia
490,Fett::N,куя,grasso
491,Butter::N,ой,burro
492,Öl::N,ой,olio
493,Salz::N,сал,sale
494,Suppe::N,ям,zuppa
495,Suppe::N,ям,minestra
496,Honig::N,медь,miele
497,Milch::N,ловсо,latte
498,Tee::N,чай,tè
499,Leder::N,киське,pelle
500,Wolle::N,пона,lana
501,Stoff::N,коцт,panno
502,Stoff::N,коцт,tessuto
503,Nadel::N,салмукс,ago
504,Faden::N,суре,filo
505,Knopf::N,пов,bottone
506,Knoten::N,сюлмо,nodo
507,Farbe::N,артомапель,pittura
508,Kleidung::N,оршамот,vestiti
509,Kleidung::N,оршамот,vestiario
510,Hemd::N,панар,camicia
511,Kragen::N,сиве,bàvero
512,Kragen::N,сиве,colletto
513,Ärmel::N,ожа,mànica
514,Hose::N,понкст,calzoni
515,Gürtel::N,каркс,cintura
516,Mütze::N,чапка,berretto
517,Schuh::N,туфля,scarpa
518,Stiefel::N,кем,stivale
519,Ring::N,суркс,anello
520,Band::N,лента,nastro
521,Band::N,лента,fettuccia
522,Kamm::N,сурсеме,pèttine
523,Spiegel::N,чавачамо,specchio
524,Riemen::N,кшнань каркс,cinghia
525,Schnur::N,пикс,corda
526,Leine::N,ведьме,guinzaglio
527,Decke::N,вельтямо,coperta
528,Kissen::N,тодов,cuscino
529,Kissen::N,тодов,guanciale
530,Tuch::N,паця,fazzoletto
531,Handtuch::N,нардамо,asciugamano
532,Kraft::N,вий,forza
533,Stärke::N,виевчи,forza
534,Stärke::N,виевчи,vigore
535,Stärke::N,виевчи,fortezza
536,Gesundheit::N,шумбрачи,salute
537,Krankheit::N,орма,malattìa
538,Krankheit::N,сэредема,malattìa
539,Schmerz::N,сэредькс,dolore
540,Wunde::N,керявкс,piaga
541,Wunde::N,керявкс,ferita
542,Fieber::N,маштыкс,febbre
543,Arznei::N,ормаменькс,fàrmaco
544,Arznei::N,ормаменькс,medicina
545,Brücke::N,сэдь,ponte
546,Brücke::N,мадамо,ponte
547,Brunnen::N,лисьма,pozzo
548,Weide::N,ракшань ванома тарка,pàscolo
549,Pfad::N,ян,sentiero
550,Weg::N,ки,via
551,Weg::N,ки,cammino
552,Straße::N,ки,strada
553,Dorf::N,веле,paese
554,Dorf::N,веле,villaggio
555,Stadt::N,ош,città
556,Brief::N,сёрма,lèttera
557,Buch::N,книга,libro
558,Buchstabe::N,буква,lèttera
559,Zeitung::N,газета,giornale
560,Leben::N,эрямо,vita
561,Tod::N,кулома,morte
562,Grab::N,калмо,tomba
563,Grab::N,калмо,sepolcro
564,Kirche::N,церькова,chiesa
565,Sünde::N,чумочи,peccato
566,Gott::N,паз,dio
567,Arbeiter::N,робочей,operaio
568,Arbeiter::N,робочей,lavoratore
569,Chef::N,прявт,capo
570,Chef::N,прявт,padrone
571,Meister::N,кол тевень тенця,mastro
572,Meister::N,кол тевень тенця,maestro
573,Arzt::N,врач,mèdico
574,Arzt::N,врач,dottore
575,Lehrer::N,учитель,professore
576,Lehrer::N,тонавтыця,professore
577,Geld::N,ярмак,soldi
578,Geld::N,ярмак,denaro
579,Geschäft::N,ладязь тев,affare
580,Geschäft::N,ладязь тев,negozio
581,Laden::N,лавка,negozio
582,Preis::N,питне,prezzo
583,Ware::N,миевкс,merce
584,Ware::N,рамавкс,merce
585,Nutzen::N,паро,ùtile
586,Nutzen::N,паро,profitto
587,Nutzen::N,лезэ,ùtile
588,Nutzen::N,лезэ,profitto
589,Reichtum::N,сюпавчи,ricchezza
590,Welt::N,мир,mondo
591,Welt::N,мастор ланго,mondo
592,Land::N,мастор,paese
593,Staat::N,государства,Stato
594,König::N,король,re
595,Macht::N,азорксчи,potere
596,Grenze::N,буен тешкс,confine
597,Grenze::N,буен тешкс,frontiera
598,Krieg::N,война,guerra
599,Feind::N,душман,nemico
600,Gewalt::N,нарьгамо,violenza
601,Kampf::N,тюрема,lotta
602,Bogen[Waffe]::N,нал,arco
603,Pfeil::N,нал,freccia
604,Gewehr::N,ружия,fucile
605,Gewehr::N,винтовка,fucile
606,Fehler::N,ильведькс,errore
607,Fehler::N,ильведькс,sbaglio
608,Fehler::N,ильведевкс,errore
609,Fehler::N,ильведевкс,sbaglio
610,Lüge::N,манчема,bugìa
611,Lüge::N,манчема,menzogna
612,Lüge::N,кенгелема,bugìa
613,Lüge::N,кенгелема,menzogna
614,Schaden::N,зыян,danno
615,Unglück::N,зыян,sfortuna
616,Schuld::N,чумочи,colpa
617,Alter::N,шка,età
618,Schluss::N,пе,fine
619,Zeit::N,шка,tempo
620,Zeit::N,пинге,tempo
621,Tag::N,чи,giorno
622,Tag::N,чи,giornata
623,Morgen::N,валске,mattina
624,Mittag::N,чикуншка,mezzogiorno
625,Abend::N,чокшнэ,sera
626,Abend::N,чокшнэ,serata
627,Nacht::N,ве,notte
628,Woche::N,недля,settimana
629,Monat::N,ков,mese
630,Jahr::N,ие,anno
631,Frühling::N,тундо,primavera
632,Sommer::N,кизэ,estate
633,Herbst::N,сёксь,autunno
634,Winter::N,теле,inverno
635,Januar::N,якшамков,gennaio
636,Februar::N,февраль,febbraio
637,März::N,март,marzo
638,April::N,апрель,aprile
639,Mai::N,май,maggio
640,Juni::N,июнь,giugno
641,Juli::N,июль,luglio
642,August::N,август,agosto
643,September::N,сентября,settembre
644,Oktober::N,октября,ottobre
645,November::N,ноября,novembre
646,Dezember::N,декабря,dicembre
647,Montag::N,пондельник,lunedì
648,Dienstag::N,овторник,martedì
649,Mittwoch::N,серёда,mercoledì
650,Donnerstag::N,цетьверьг,giovedì
651,Freitag::N,пеця,venerdì
652,Samstag::N,субута,sàbato
653,Samstag::N,шлямочи,sàbato
654,Sonntag::N,недлячи,domenica
655,groß::A,ине,grande
656,groß::A,покш,grande
657,klein::A,вишка,pìccolo
658,lang::A,кувака,lungo
659,kurz::A,нурькине,corto
660,breit::A,келей,largo
661,schmal::A,теине,stretto
662,dicht::A,тусто,denso
663,dick[Gegenstand]::A,эчке,spesso
664,dünn::A,човине,sottile
665,fein::A,човине,fine
666,fein::A,човине,delicato
667,fest::A,кеме,sodo
668,fest::A,кеме,fisso
669,flach::A,лапужа,piano
670,flach::A,лапужа,piatto
671,glatt::A,валаня,liscio
672,hart::A,калгодо,duro
673,weich::A,чевте,molle
674,rund::A,кеверь,rotondo
675,spitz::A,пшти,aguzzo
676,spitz::A,пшти,appuntito
677,scharf::A,пшти,affilato
678,scharf::A,пшти,tagliente
679,stumpf::A,ношка,smussato
680,schwer::A,стака,pesante
681,schön::A,мазый,bello
682,heiß::A,пси,caldo
683,heiß::A,пси,bollente
684,warm::A,лембе,caldo
685,kalt::A,якшамо,freddo
686,kühl::A,экше,fresco
687,frisch::A,свежа,fresco
688,feucht::A,летьке,ùmido
689,nass::A,начко,bagnato
690,trocken::A,коське,secco
691,voll::A,пешксе,pieno
692,leer::A,чаво,vuoto
693,offen::A,панжадо,aperto
694,offen::A,виде,aperto
695,geschlossen::A,пекстазь,chiuso
696,geschlossen::A,сёлгозь,chiuso
697,sauber::A,ванькс,netto
698,sauber::A,ванькс,pulito
699,schmutzig::A,ливезев,sporco
700,schmutzig::A,ливезев,sùdicio
701,roh::A,верек,crudo
702,reif::A,кенерезь,maturo
703,lecker::A,тантей,ghiotto
704,lecker::A,тантей,squisito
705,süß::A,ламбамо,dolce
706,bitter::A,сэпей,amaro
707,sauer::A,чапамо,aspro
708,sauer::A,чапамо,acerbo
709,hell::A,валдо,chiaro
710,dunkel::A,чопода,buio
711,dunkel::A,чопода,oscuro
712,schwarz::A,раужо,nero
713,weiß::A,ашо,bianco
714,rot::A,якстере,rosso
715,gelb::A,ожо,giallo
716,blau::A,сэнь,blu
717,blau::A,сэнь,azzurro
718,grün::A,пиже,verde
719,grau::A,шержев,grigio
720,bunt::A,сёрмав,variopinto
721,billig::A,аволь питней,a buon prezzo
722,billig::A,аволь питней,a buon mercato
723,teuer::A,питней,caro
724,wertvoll::A,питней,prezioso
725,blind::A,сокор,cieco
726,taub::A,амариця,sordo
727,kräftig::A,пек виев,forte
728,kräftig::A,пек виев,robusto
729,stark::A,виев,forte
730,stark::A,виев,vigoroso
731,schwach::A,лавшо,dèbole
732,fett::A,куя,grasso
733,schlank::A,виде ронга,snello
734,schlank::A,виде ронга,slanciato
735,hübsch::A,мазый,bello
736,hübsch::A,мазый,carino
737,böse::A,кежей,cattivo
738,dumm::A,чавола,stùpido
739,dumm::A,превтеме,stùpido
740,faul::A,нузякс,pigro
741,fleißig::A,мелень путыця,diligente
742,geizig::A,скупой,avaro
743,klug::A,превей,intelligente
744,geschickt::A,маштозь теезь,àbile
745,lieb::A,вадря,caro
746,lustig::A,весёла,gaio
747,lustig::A,весёла,allegro
748,sanft::A,сэтьме,dolce
749,hungrig::A,вачо,affamato
750,krank::A,сэредиця,malato
751,krank::A,сэредиця,infermo
752,nackt::A,штапо,nudo
753,traurig::A,нусманя,triste
754,lebendig::A,эриця,vivo
755,gut::A,паро,buono
756,schlecht::A,берянь,cattivo
757,richtig::A,виде,giusto
758,schlimm::A,берянь,grave
759,wahr::A,алкуксонь,vero
760,alt::A,ташто,vecchio
761,neu::A,од,nuovo
762,ehemalig::A,икелень,vecchio
763,ehemalig::A,икелень,d'una_volta
764,alt[Lebewesen]::A,сыре,anziano
765,jung::A,од,giovane
766,arm::A,кажов,pòvero
767,reich::A,сюпав,ricco
768,bekannt::A,содавикс,noto
769,bekannt::A,содавикс,conosciuto
770,berühmt::A,содавикс,famoso
771,berühmt::A,содавикс,cèlebre
772,fremd::A,лия,estràneo
773,fremd::A,лия,straniero
774,fremd::A,асодавикс,estràneo
775,fremd::A,асодавикс,straniero
776,verschieden::A,эрьва,diverso
777,verschieden::A,эрьва,differente
778,nah::A,а васолонь,vicino
779,nah::A,а васолонь,propinquo
780,fern::A,умонь,lontano
781,fern::A,кезэрень,lontano
782,linker::A,керш,sinistro
783,rechter::A,вить,destro
784,anderer::A,лия,altro
785,erster::A,васень,primo
786,erster::A,васенце,primo
787,zweiter::A,омбоце,secondo
788,dritter::A,колмоце,terzo
789,letzter::A,меельце,ùltimo
790,allein::ADV,башка,solo
791,allein::ADV,башка,da solo
792,allein::ADV,ськамонзо,solo
793,allein::ADV,ськамонзо,da solo
794,auf einmal::ADV,вейсэ,insieme
795,zusammen::ADV,вейс,insieme
796,zusammen::ADV,вейсэ,insieme
797,lange::ADV,кувать,a lungo
798,plötzlich::ADV,апак учо,all'improvviso
799,sofort::ADV,курок,sùbito
800,sofort::ADV,курок,all'istante
801,sofort::ADV,нейке,sùbito
802,sofort::ADV,нейке,all'istante
803,später::ADV,мейле,più tardi
804,jetzt::ADV,ней,ora
805,jetzt::ADV,ней,adesso
806,heute::ADV,течи,oggi
807,morgen::ADV,ванды,domani
808,bald::ADV,курок,presto
809,bald::ADV,курок,tra poco
810,dann::ADV,мейле,allora
811,dann::ADV,седе мейле,allora
812,gestern::ADV,исяк,ieri
813,einst::ADV,весть,prima
814,einst::ADV,весть,un tempo
815,einst::ADV,зярдо-бути,prima
816,einst::ADV,зярдо-бути,un tempo
817,damals::ADV,сестэ,allora
818,danach::ADV,мейле,poi
