,Concept_ID,ro,sl
163,Feder::N,pană,peró
164,Fell::N,piele,kŕzno
165,Flügel::N,aripă,krílo
166,Klaue::N,gheară,párkelj
167,Kralle::N,labă,krémpelj
168,Kralle::N,gheară,krémpelj
169,Schwanz::N,coadă,rèp
170,Ei::N,ou,jájce
171,Nest::N,cuib,gnézdo
172,Bau::N,bârlog,brlòg
173,Bau::N,vizuină,brlòg
174,Tier::N,animal,živál
175,Herde::N,turmă,čréda
176,Herde::N,cireadă,čréda
177,Kuh::N,vacă,kráva
178,Bulle::N,taur,bìk
179,Pferd::N,cal,kònj
180,Schaf::N,oaie,ôvca
181,Schwein::N,porc,svínja
182,Hund::N,câine,pès
183,Katze::N,pisică,máčka
184,Bär::N,urs,mêdved
185,Eichhörnchen::N,veveriță,véverica
186,Elch::N,elan,lós
187,Fuchs::N,vulpe,lisíca
188,Hase::N,iepure,zájec
189,Maus::N,șoarece,mìš
190,Wolf::N,lup,vólk
191,Vogel::N,pasăre,ptìč
192,Vogel::N,pasăre,ptíca
193,Schwarm::N,cârd,játa
194,Huhn::N,găină,kokóš
195,Hahn::N,cocoș,petêlin
196,Gans::N,gâscă,gós
197,Adler::N,vultur,ôrel
198,Ente::N,rață,ráca
199,Eule::N,bufniță,sôva
200,Kranich::N,cocor,žerjàv
201,Krähe::N,cioară,vrána
202,Kuckuck::N,cuc,kúkavica
203,Schwan::N,lebădă,labód
204,Fisch::N,pește,ríba
205,Barsch::N,biban,ostríž
206,Hecht::N,știucă,ščúka
207,Schlange[Tier]::N,șarpe,káča
208,Wurm::N,vierme,čr̀v
209,Wurm::N,vierme,glísta
210,Spinne::N,păianjen,pájek
211,Ameise::N,furnică,mrávlja
212,Laus::N,păduche,úš
213,Mücke::N,țânțar,komár
214,Fliege::N,muscă,múha
215,Schmetterling::N,fluture,metúlj
216,Beere::N,boabă,jágoda
217,Apfel::N,măr,jábolko
218,Pilz::N,burete,góba
219,Pilz::N,ciupercă,góba
220,Zwiebel::N,ceapă,čebúla
221,Saat::N,semănătură,séme
222,Korn::N,grâu,zŕno
223,Heu::N,fân,senó
224,Schale::N,coajă,lupína
225,Grube::N,groapă,jáma
226,Falle::N,cursă,pást
227,Falle::N,capcană,pást
228,Schlinge::N,laț,zánka
229,Schlinge::N,laț,pêtlja
230,Spur::N,dâră,sléd
231,Asche::N,cenușă,pepél
232,Dreck::N,noroi,bláto
233,Dreck::N,murdărie,bláto
234,Eisen::N,fier,želézo
235,Gold::N,aur,zlató
236,Silber::N,argint,srebró
237,Kohle::N,cărbune,ógel
238,Glas::N,sticlă,stêklo
239,Lehm::N,lut,ílo
240,Lehm::N,humă,ílo
241,Sand::N,nisip,pések
242,Mensch::N,om,člôvek
243,Mensch::N,persoană,člôvek
244,Mann::N,om,móž
245,Mann::N,om,môški
246,Mann::N,bărbat,móž
247,Mann::N,bărbat,môški
248,Frau::N,femeie,gospá
249,Frau::N,femeie,žénska
250,Kind::N,copil,déte
251,Kind::N,copil,otròk
252,Junge::N,băiat,fànt
253,Junge::N,băiat,déček
254,Junge::N,flăcău,fànt
255,Junge::N,flăcău,déček
256,Mädchen::N,fată,deklè
257,Mädchen::N,fată,déklica
258,Familie::N,familie,družína
259,Großvater::N,bunic,dèd
260,Großvater::N,bunic,dédek
261,Großvater::N,tată mare,dèd
262,Großvater::N,tată mare,dédek
263,Großmutter::N,bunică,bábica
264,Großmutter::N,mamă mare,bábica
265,Eltern::N,părinți,stárši
266,Vater::N,tată,ôče
267,Vater::N,părinte,ôče
268,Mutter::N,mamă,máma
269,Sohn::N,fiu,sín
270,Sohn::N,fecior,sín
271,Tochter::N,fiică,hčí
272,Tochter::N,fiică,hčérka
273,Bruder::N,frate,bràt
274,Schwester::N,soră,sêstra
275,Onkel::N,unchi,újec
276,Onkel::N,unchi,stríc
277,Tante::N,mătușă,têta
278,Tante::N,mătușă,strína
279,Ehemann::N,soț,móž
280,Ehemann::N,soț,sopróg
281,Ehemann::N,bărbat,móž
282,Ehemann::N,bărbat,sopróg
283,Ehefrau::N,soție,žêna
284,Ehefrau::N,soție,sopróga
285,Freude::N,bucurie,rádost
286,Freude::N,bucurie,vesêlje
287,Gelächter::N,râset,sméh
288,Gelächter::N,râset,grohòt
289,Glück::N,fericire,sréča
290,Kummer::N,mâhnire,gorjé
291,Wunsch::N,dorință,žêlja
292,Wunsch::N,deziderat,žêlja
293,Lust::N,poftă,poželênje
294,Lust::N,înclinare,poželênje
295,Geist::N,duh,dúša
296,Geist::N,minte,dúša
297,Geist::N,suflet,dúša
298,Gedanke::N,gând,mísel
299,Gedanke::N,cuget,mísel
300,Gedächtnis::N,memorie,pámet
301,Verstand::N,minte,
302,Verstand::N,intelect,
303,Sinn::N,sens,pomèn
304,Sinn::N,sens,smísel
305,Sinn::N,înțeles,pomèn
306,Sinn::N,înțeles,smísel
307,Grund::N,cauză,vzròk
308,Grund::N,pricină,vzròk
309,Wahrheit::N,adevăr,resníca
310,Gespräch::N,convorbire,pogóvor
311,Gespräch::N,conversație,pogóvor
312,Märchen::N,basm,právljica
313,Märchen::N,poveste,právljica
314,Erzählung::N,poveste,povést
315,Nachricht::N,veste,sporočílo
316,Neuigkeit::N,noutate,novóst
317,Neuigkeit::N,actualitate,novóst
318,Name::N,nume,imé
319,Rätsel::N,ghicitoare,ugánka
320,Rede::N,discurs,góvor
321,Sprache::N,limbă,jêzik
322,Sprache::N,limbaj,jêzik
323,Stimme::N,glas,glás
324,Wort::N,cuvânt,beséda
325,Zeichen::N,semn,znák
326,Zeichen::N,semnal,znák
327,Ruf::N,chemare,klíc
328,Lärm::N,zgomot,hrúp
329,Lärm::N,zgomot,trúšč
330,Lärm::N,tărăboi,hrúp
331,Lärm::N,tărăboi,trúšč
332,Laut::N,sunet,glás
333,Ton::N,ton,tón
334,Lied::N,cântec,pésem
335,Ruhe::N,odihnă,pokòj
336,Ruhe::N,liniște,pokòj
337,Leute::N,lume,ljudjé
338,Leute::N,oameni,ljudjé
339,Volk::N,popor,národ
340,Volk::N,națiune,národ
341,Arbeit::N,lucru,délo
342,Gast::N,musafir,gòst
343,Geschenk::N,dar,darílo
344,Geschenk::N,cadou,darílo
345,Spiel::N,joc,ígra
346,Gesellschaft::N,societate,drúžba
347,Hilfe::N,ajutor,pomóč
348,Freund::N,amic,prijátelj
349,Freund::N,prieten,prijátelj
350,Kamerad::N,tovarăș,továriš
351,Angelegenheit::N,afacere,zadéva
352,Anzahl::N,număr,števílo
353,Anzahl::N,cantitate,števílo
354,Art::N,fel,vŕsta
355,Art::N,specie,vŕsta
356,Stück::N,bucată,kós
357,Teil::N,parte,dél
358,Teil::N,porție,dél
359,Hälfte::N,jumătate,polovíca
360,Kreis::N,cerc,króg
361,Kreis::N,cerc,kolobár
362,Kreuz::N,cruce,kríž
363,Linie::N,linie,próga
364,Strich::N,linie,čŕta
365,Strich::N,trăsătură,čŕta
366,Abstand::N,distanță,preslédek
367,Abstand::N,depărtare,preslédek
368,Entfernung::N,distanță,oddáljenost
369,Entfernung::N,depărtare,oddáljenost
370,Gegend::N,regiune,kràj
371,Gegend::N,regiune,dežêla
372,Platz::N,loc,prôstor
373,Ort::N,loc,mésto
374,Seite::N,latură,bòk
375,Seite::N,latură,strán
376,Mitte::N,centru,sredína
377,Gegenstand::N,obiect,prédmet
378,Sache::N,lucru,réč
379,Sache::N,lucru,stvár
380,Sache::N,chestie,réč
381,Sache::N,chestie,stvár
382,Rand::N,bordură,kràj
383,Kante::N,muchie,rób
384,Kante::N,bordură,rób
385,Ecke::N,colț,vogál
386,Spitze::N,vârf,óst
387,Spitze::N,creștet,óst
388,Ende::N,capăt,kônec
389,Loch::N,gaură,lúknja
390,Winkel::N,colț,kót
391,Muster::N,desen,vzórec
392,Größe::N,mărime,veličína
393,Länge::N,lungime,dolžína
394,Höhe::N,înălțime,vršína
395,Gewicht::N,greutate,téža
396,Menge::N,cantitate,količína
397,Haufen::N,grămadă,kùp
398,Haufen::N,grămadă,kopíca
399,Reihe::N,șir,níz
400,Reihe::N,șir,vŕsta
401,Reihe::N,rând,níz
402,Reihe::N,rând,vŕsta
403,Boot::N,barcă,čóln
404,Boot::N,luntre,čóln
405,Ruder::N,vâslă,vêslo
406,Ruder::N,lopată,vêslo
407,Schlitten::N,sanie,saní
408,Ski::N,schi,smučí
409,Lagerfeuer::N,foc de tabără,táborni ôgenj
410,Last::N,povară,tôvor
411,Last::N,sarcină,tôvor
412,Gang::N,mers,hòd
413,Gang::N,umblet,hòd
414,Schritt::N,pas,korák
415,Norden::N,nord,séver
416,Norden::N,miazănoapte,séver
417,Süden::N,sud,júg
418,Süden::N,miazăzi,júg
419,Westen::N,apus,zapàd
420,Osten::N,est,vzhòd
421,Osten::N,răsărit,vzhòd
422,Holz::N,lemn,lés
423,Brett::N,scândură,deskà
424,Platte::N,placă,plôča
425,Stütze::N,proptea,opóra
426,Stütze::N,proptea,zaslómba
427,Stange::N,bară,gréd
428,Stange::N,prăjină,gréd
429,Stock::N,băț,pálica
430,Stock::N,baston,pálica
431,Stab::N,baston,pálica
432,Stab::N,prăjină,pálica
433,Rohr::N,tub,cév
434,Rohr::N,țeavă,cév
435,Haus::N,casă,híša
436,Heim::N,casă,dóm
437,Heim::N,cămin,dóm
438,Ofen::N,sobă,péč
439,Fußboden::N,podea,pòd
440,Fußboden::N,dușumea,pòd
441,Tisch::N,masă,míza
442,Stuhl::N,scaun,stòl
443,Wiege::N,leagăn,zíbel
444,Bett::N,pat,póstelja
445,Regal::N,rafturi,políca
446,Kiste::N,ladă,zabòj
447,Kiste::N,cutie,zabòj
448,Fenster::N,fereastră,ôkno
449,Tür::N,ușă,vráta
450,Tor::N,poartă,velíka vráta
451,Zaun::N,gard,ográja
452,Dach::N,acoperiș,stréha
453,Leiter::N,scară,léstev
454,Besen::N,mătură,mêtla
455,Spaten::N,cazma,lopáta
456,Spaten::N,hârleț,lopáta
457,Schaufel::N,lopată,lopáta
458,Gabel::N,furculiță,vílice
459,Löffel::N,lingură,žlíca
460,Messer::N,cuțit,nòž
461,Nagel::N,cui,žebèlj
462,Netz::N,plasă,mréža
463,Haken::N,cârlig,kljúka
464,Griff::N,mâner,ročáj
465,Griff::N,mâner,oprijèm
466,Schloss::N,lacăt,ključávnica
467,Bild::N,tablou,slíka
468,Bild::N,imagine,slíka
469,Figur::N,chip,figúra
470,Figur::N,chip,postáva
471,Figur::N,figură,figúra
472,Figur::N,figură,postáva
473,Puppe::N,păpușă,lútka
474,Beutel::N,pungă,môšnja
475,Beutel::N,săculeț,môšnja
476,Bündel::N,mănunchi,cúla
477,Bündel::N,mănunchi,svéženj
478,Tasche::N,geantă,tórba
479,Tasche::N,geantă,tobôlec
480,Eimer::N,găleată,vêdro
481,Deckel::N,capac,pokròv
482,Deckel::N,capac,poklópec
483,Geschirr::N,vase,posóda
484,Geschirr::N,tacâmuri,posóda
485,Sack::N,sac,vréča
486,Tasse::N,ceașcă,skodélica
487,Topf::N,oală,lônec
488,Kessel::N,cazan,kôtel
489,Kessel::N,căldare,kôtel
490,Essen::N,mâncare,hrána
491,Nahrung::N,hrană,živílo
492,Nahrung::N,aliment,živílo
493,Speise::N,bucate,jéd
494,Speise::N,fel de bucate,jéd
495,Fleisch::N,carne,mesó
496,Getreide::N,cereale,žíto
497,Brei::N,pireu,káša
498,Brot::N,pâine,krùh
499,Scheibe::N,felie,réženj
500,Scheibe::N,bucată,réženj
501,Fett::N,untură,mást
502,Fett::N,untură,maščôba
503,Fett::N,grăsime,mást
504,Fett::N,grăsime,maščôba
505,Butter::N,unt,máslo
506,Öl::N,ulei,ólje
507,Salz::N,sare,sól
508,Suppe::N,supă,júha
509,Suppe::N,ciorbă,júha
510,Honig::N,miere,méd
511,Milch::N,lapte,mléko
512,Tee::N,ceai,čáj
513,Leder::N,piele,úsnje
514,Wolle::N,lână,vólna
515,Stoff::N,stofă,blagó
516,Nadel::N,ac,ígla
517,Faden::N,ață,nít
518,Knopf::N,buton,gúmb
519,Knoten::N,nod,vôzel
520,Farbe::N,vopsea,bárva
521,Kleidung::N,haine,obléka
522,Kleidung::N,îmbrăcăminte,obléka
523,Hemd::N,cămașă,srájca
524,Kragen::N,guler,ovrátnik
525,Ärmel::N,mânecă,rokáv
526,Hose::N,pantaloni,hláče
527,Gürtel::N,cordon,pás
528,Mütze::N,șapcă,kápa
529,Mütze::N,șapcă,čépica
530,Schuh::N,gheată,čévelj
531,Stiefel::N,cizmă,škórenj
532,Ring::N,inel,pŕstan
533,Ring::N,verigă,pŕstan
534,Band::N,panglică,trák
535,Band::N,șiret,trák
536,Kamm::N,pieptene,glavník
537,Spiegel::N,oglindă,zrcálo
538,Spiegel::N,oglindă,ogledálo
539,Riemen::N,curea,jêrmen
540,Schnur::N,funie,vŕvca
541,Schnur::N,sfoară,vŕvca
542,Leine::N,lesă,konôpec
543,Leine::N,curea,konôpec
544,Decke::N,pătură,odéja
545,Kissen::N,pernă,blazína
546,Tuch::N,batic,pŕt
547,Tuch::N,batic,rúta
548,Handtuch::N,prosop,brisáča
549,Handtuch::N,ștergar,brisáča
550,Kraft::N,forță,síla
551,Kraft::N,putere,síla
552,Stärke::N,tărie,jákost
553,Stärke::N,vigoare,jákost
554,Gesundheit::N,sănătate,zdrávje
555,Krankheit::N,boală,bolézen
556,Krankheit::N,maladie,bolézen
557,Schmerz::N,durere,ból
558,Schmerz::N,durere,bolečína
559,Wunde::N,rană,rána
560,Fieber::N,febră,vročína
561,Arznei::N,leac,lék
562,Arznei::N,leac,zdravílo
563,Arznei::N,medicament,lék
564,Arznei::N,medicament,zdravílo
565,Brücke::N,pod,móst
566,Brücke::N,punte,móst
567,Brunnen::N,puț,vodnják
568,Weide::N,izlaz,páša
569,Weide::N,pășune,páša
570,Pfad::N,cărare,stezà
571,Weg::N,drum,pót
572,Straße::N,cale,césta
573,Straße::N,stradă,césta
574,Dorf::N,sat,vás
575,Stadt::N,oraș,mésto
576,Brief::N,scrisoare,písmo
577,Buch::N,carte,knjíga
578,Buchstabe::N,literă,čŕka
579,Buchstabe::N,caracter,čŕka
580,Zeitung::N,ziar,čásnik
581,Zeitung::N,gazetă,čásnik
582,Leben::N,viață,življênje
583,Tod::N,moarte,smŕt
584,Grab::N,groapă,gròb
585,Grab::N,mormânt,gròb
586,Kirche::N,biserică,cérkev
587,Sünde::N,păcat,gréh
588,Gott::N,zeu,bóg
589,Arbeiter::N,muncitor,délavec
590,Chef::N,șef,šéf
591,Meister::N,meșter,mójster
592,Meister::N,maestru,mójster
593,Arzt::N,medic,zdravník
594,Arzt::N,doctor,zdravník
595,Lehrer::N,profesor,učítelj
596,Lehrer::N,învățător,učítelj
597,Geld::N,bani,denár
598,Geld::N,parale,denár
599,Geschäft::N,treabă,kupčíja
600,Geschäft::N,afacere,kupčíja
601,Laden::N,magazin,trgovína
602,Laden::N,prăvălie,trgovína
603,Preis::N,preț,céna
604,Ware::N,marfă,róba
605,Nutzen::N,folos,príd
606,Nutzen::N,profit,príd
607,Reichtum::N,avuție,bogástvo
608,Reichtum::N,bogăție,bogástvo
609,Welt::N,lume,svét
610,Land::N,țară,dežêla
611,Staat::N,stat,držáva
612,König::N,rege,králj
613,Macht::N,putere,oblást
614,Macht::N,putință,oblást
615,Grenze::N,hotar,mêja
616,Grenze::N,graniță,mêja
617,Grenze::N,frontieră,mêja
618,Krieg::N,război,vôjna
619,Feind::N,dușman,sovrážnik
620,Gewalt::N,violență,nasílje
621,Kampf::N,luptă,bòj
622,Kampf::N,luptă,bórba
623,Bogen[Waffe]::N,arc,lók
624,Pfeil::N,săgeată,puščíca
625,Gewehr::N,armă,púška
626,Gewehr::N,pușcă,púška
627,Fehler::N,eroare,zmóta
628,Fehler::N,greșeală,zmóta
629,Lüge::N,minciună,láž
630,Schaden::N,daună,okvára
631,Schaden::N,pagubă,okvára
632,Unglück::N,nenorocire,nesréča
633,Schuld::N,vină,krívda
634,Alter::N,etate,dôba
635,Alter::N,vârstă,dôba
636,Schluss::N,sfârșit,kônec
637,Zeit::N,timp,čàs
638,Zeit::N,vreme,čàs
639,Tag::N,zi,dán
640,Morgen::N,dimineață,jútro
641,Mittag::N,prânz,póldan
642,Mittag::N,amiază,póldan
643,Abend::N,seară,večér
644,Nacht::N,noapte,nóč
645,Woche::N,săptămână,téden
646,Monat::N,lună,mésec
647,Jahr::N,an,léto
648,Frühling::N,primăvară,pomlád
649,Sommer::N,vară,polétje
650,Herbst::N,toamnă,jesén
651,Winter::N,iarnă,zíma
652,Januar::N,ianuarie,jánuar
653,Februar::N,februarie,fébruar
654,März::N,martie,márec
655,April::N,aprilie,apríl
656,Mai::N,mai,máj
657,Juni::N,iunie,júnij
658,Juli::N,iulie,júlij
659,August::N,august,avgúst
660,September::N,septembrie,septêmber
661,Oktober::N,octombrie,október
662,November::N,noiembrie,novêmber
663,Dezember::N,decembrie,decémber
664,Montag::N,luni,ponedéljek
665,Dienstag::N,marți,tôrek
666,Mittwoch::N,miercuri,sréda
667,Donnerstag::N,joi,četŕtek
668,Freitag::N,vineri,pétek
669,Samstag::N,sâmbătă,sobóta
670,Sonntag::N,duminică,nedélja
671,groß::A,mare,vêlik
672,klein::A,mic,májhen
673,lang::A,lung,dólg
674,kurz::A,scurt,krátek
675,breit::A,lat,širòk
676,breit::A,larg,širòk
677,schmal::A,strâmt,ózek
678,dicht::A,des,góst
679,dick[Gegenstand]::A,gros,dêbel
680,dünn::A,subțire,tánek
681,fein::A,fin,drôben
682,fein::A,subțire,drôben
683,fest::A,tare,tŕden
684,fest::A,solid,tŕden
685,flach::A,șes,plán
686,flach::A,șes,plòsk
687,flach::A,plan,plán
688,flach::A,plan,plòsk
689,glatt::A,lins,gládek
690,hart::A,dur,tŕd
691,weich::A,moale,mehák
692,rund::A,rotund,okrógel
693,rund::A,circular,okrógel
694,spitz::A,ascuțit,šílast
695,scharf::A,tăios,óster
696,scharf::A,ascuțit,óster
697,stumpf::A,tocit,tóp
698,stumpf::A,tocit,skŕhan
699,schwer::A,greu,têžek
700,schön::A,frumos,lép
701,schön::A,frumos,krásen
702,heiß::A,cald,vròč
703,heiß::A,fierbinte,vròč
704,warm::A,cald,tôpel
705,warm::A,fierbinte,tôpel
706,kalt::A,rece,mŕzel
707,kalt::A,rece,hláden
708,kühl::A,rece,hláden
709,kühl::A,răcoros,hláden
710,frisch::A,răcoros,svéž
711,frisch::A,proaspăt,svéž
712,feucht::A,umed,vlážen
713,feucht::A,jilav,vlážen
714,nass::A,ud,móker
715,trocken::A,sec,súh
716,trocken::A,uscat,súh
717,voll::A,plin,póln
718,leer::A,gol,prázen
719,offen::A,deschis,odpŕt
720,geschlossen::A,închis,zapŕt
721,sauber::A,curat,číst
722,sauber::A,curat,líčen
723,schmutzig::A,murdar,umázan
724,roh::A,crud,suròv
725,reif::A,copt,zrèl
726,lecker::A,gustos,okúsen
727,süß::A,dulce,sládek
728,bitter::A,amar,grenák
729,sauer::A,acru,kísel
730,hell::A,clar,svetèl
731,hell::A,luminos,svetèl
732,dunkel::A,obscur,temèn
733,dunkel::A,întunecos,temèn
734,schwarz::A,negru,čŕn
735,weiß::A,alb,bél
736,rot::A,roșu,rdèč
737,gelb::A,galben,žólt
738,gelb::A,galben,rumèn
739,blau::A,albastru,móder
740,grün::A,verde,zelèn
741,grau::A,gri,sív
742,grau::A,cenușiu,sív
743,bunt::A,colorat,písan
744,billig::A,ieftin,pocéni
745,teuer::A,scump,drág
746,wertvoll::A,prețios,dragocén
747,blind::A,orb,slép
748,taub::A,surd,glúh
749,kräftig::A,tare,močán
750,kräftig::A,forte,močán
751,kräftig::A,robust,močán
752,stark::A,viguros,ják
753,stark::A,puternic,ják
754,schwach::A,slab,šíbek
755,schwach::A,debil,šíbek
756,fett::A,gras,dêbel
757,schlank::A,zvelt,vítek
758,hübsch::A,drăguț,lép
759,böse::A,rău,zèl
760,böse::A,rău,hudôben
761,böse::A,răutăcios,zèl
762,böse::A,răutăcios,hudôben
763,dumm::A,nerod,glúp
764,dumm::A,nerod,bédast
765,dumm::A,tâmpit,glúp
766,dumm::A,tâmpit,bédast
767,faul::A,leneș,lén
768,fleißig::A,harnic,marljív
769,fleißig::A,sârguincios,marljív
770,geizig::A,calic,škŕt
771,geizig::A,zgârcit,škŕt
772,klug::A,isteț,pámeten
773,klug::A,deștept,pámeten
774,geschickt::A,dibaci,spréten
775,lieb::A,drag,míl
776,lieb::A,drag,ljúb
777,lieb::A,iubit,míl
778,lieb::A,iubit,ljúb
779,lustig::A,vesel,vesél
780,sanft::A,blând,láhek
781,sanft::A,blajin,láhek
782,hungrig::A,flămând,láčen
783,krank::A,bolnav,bolán
784,nackt::A,gol,nág
785,traurig::A,trist,túžen
786,traurig::A,mâhnit,túžen
787,lebendig::A,viu,žív
788,gut::A,bun,dóber
789,schlecht::A,rău,malopríden
790,schlecht::A,prost,malopríden
791,richtig::A,drept,pravílen
792,richtig::A,corect,pravílen
793,schlimm::A,rău,húd
794,wahr::A,adevărat,resníčen
795,alt::A,uzat,stàr
796,alt::A,vechi,stàr
797,neu::A,nou,nòv
798,ehemalig::A,fost,nekdánji
799,ehemalig::A,anterior,nekdánji
800,alt[Lebewesen]::A,bătrîn,stàr
801,jung::A,tânăr,mlád
802,arm::A,sărac,ubóg
803,arm::A,sărac,réven
804,arm::A,sărman,ubóg
805,arm::A,sărman,réven
806,reich::A,avut,bogàt
807,reich::A,bogat,bogàt
808,bekannt::A,cunoscut,znán
809,berühmt::A,renumit,sláven
810,berühmt::A,renumit,znamenít
811,fremd::A,străin,túj
812,verschieden::A,diferit,razlíčen
813,verschieden::A,deosebit,razlíčen
814,nah::A,apropiat,blížnji
815,fern::A,departe,dáleč
816,linker::A,stâng,lévi
817,rechter::A,drept,désni
818,anderer::A,alt,drúgi
819,erster::A,prim,pŕvi
820,zweiter::A,al doilea,drúgi
821,dritter::A,treilea,trétji
822,letzter::A,final,poslédnji
823,allein::ADV,singur,sám
824,auf einmal::ADV,dintrodată,obênem
825,zusammen::ADV,împreună,skúpaj
826,lange::ADV,îndelung,dólgo
827,lange::ADV,mult timp,dólgo
828,plötzlich::ADV,deodată,náglo
829,plötzlich::ADV,deodată,nenádoma
