,Concept_ID,tt,ps
162,Tier::N,хайван,ژوی
163,Tier::N,хайван,حیوان
164,Herde::N,көтү,رمه
165,Herde::N,көтү,غېله
166,Kuh::N,сыер,غوا
167,Bulle::N,үгез,غوئی
168,Pferd::N,ат,آس
169,Schaf::N,сарык,پسه
170,Schwein::N,дуңгыз,سرکوزی
171,Hund::N,эт,سپی
172,Katze::N,песи,پشه
173,Bär::N,аю,خرس
174,Eichhörnchen::N,тиен,خړ لمی
175,Elch::N,поши,ګوزن
176,Fuchs::N,төлке,سپلم
177,Hase::N,куян,سوی
178,Maus::N,тычкан,مږک
179,Wolf::N,бүре,لېوه
180,Vogel::N,кош,مرغه
181,Schwarm::N,көтү,سېل
182,Huhn::N,тавык,چرګه
183,Hahn::N,әтәч,چرګ
184,Gans::N,каз,بته
185,Adler::N,каракош,عقاب
186,Ente::N,үрдәк,ایلۍ
187,Eule::N,ябалак,ګونګی
188,Kranich::N,торна,کلنګ
189,Krähe::N,карга,کارغه
190,Kuckuck::N,күке,فاخته
191,Kuckuck::N,кәккүк,فاخته
192,Schwan::N,аккош,قو
193,Fisch::N,балык,کب
194,Fisch::N,балык,ماهی
195,Barsch::N,алабуга,
196,Hecht::N,чуртан,
197,Schlange[Tier]::N,елан,مار
198,Wurm::N,корт,چینجی
199,Spinne::N,үрмәкүч,غڼه
200,Spinne::N,үрмәкүч,تارکښ
201,Ameise::N,кырмыска,مېږی
202,Laus::N,бет,سپږه
203,Mücke::N,черки,ماشی
204,Mücke::N,озынборын,ماشی
205,Fliege::N,чебен,مچ
206,Schmetterling::N,күбәләк,پتنګ
207,Beere::N,җиләк,مېوۍ
208,Apfel::N,алма,مڼه
209,Pilz::N,гөмбә,خرېړی
210,Zwiebel::N,суган,پیاز
211,Zwiebel::N,суганбаш,پیاز
212,Saat::N,орлык,تخم
213,Korn::N,иген,تخم
214,Korn::N,иген,دانه
215,Korn::N,орлык,تخم
216,Korn::N,орлык,دانه
217,Heu::N,печән,بوس
218,Heu::N,печән,پروړه
219,Schale::N,кабык,پوستکی
220,Grube::N,баз,کنده
221,Grube::N,чокыр,کنده
222,Falle::N,тозак,دام
223,Falle::N,тозак,لومه
224,Falle::N,капкын,دام
225,Falle::N,капкын,لومه
226,Schlinge::N,элмәк,کړۍ
227,Spur::N,эз,نښه
228,Asche::N,көл,آس
229,Asche::N,көл,ایره
230,Dreck::N,пычрак,ناپاکي
231,Eisen::N,тимер,اوسپنه
232,Gold::N,алтын,سره زر
233,Silber::N,көмеш,نقره
234,Silber::N,көмеш,سپین زر
235,Kohle::N,күмер,سکور
236,Kohle::N,күмер,سکاره
237,Glas::N,пыяла,ښيښه
238,Lehm::N,балчык,خټه
239,Sand::N,ком,شګه
240,Mensch::N,адәм,انسان
241,Mensch::N,инсан,انسان
242,Mann::N,ир,سړی
243,Mann::N,ир,نارینه
244,Frau::N,хатын,ښځه
245,Kind::N,бала,بچی
246,Kind::N,бала,ماشوم
247,Junge::N,малай,هلک
248,Mädchen::N,кыз,نجلۍ
249,Familie::N,гаилә,کورنۍ
250,Großvater::N,бабай,بابا
251,Großmutter::N,әби,انا
252,Eltern::N,ата-ана,مور او پلار
253,Vater::N,ата,پلار
254,Mutter::N,ана,مور
255,Sohn::N,ул,زوی
256,Tochter::N,кыз,لور
257,Bruder::N,кардәш,ورور
258,Schwester::N,апа,خور
259,Schwester::N,сеңел,خور
260,Onkel::N,дәдә,تره
261,Onkel::N,дәдә,ماما
262,Onkel::N,дәдәй,تره
263,Onkel::N,дәдәй,ماما
264,Tante::N,түти,خاله
265,Tante::N,тәтәй,خاله
266,Ehemann::N,ир,مېړه
267,Ehefrau::N,хатын,مېرمن
268,Freude::N,сөенеч,خوشحالي
269,Gelächter::N,көлү,خندا
270,Gelächter::N,көлеш,خندا
271,Glück::N,бәхет,بخت
272,Kummer::N,хәсрәт,غم
273,Wunsch::N,теләк,هيله
274,Wunsch::N,теләк,غوښتنه
275,Lust::N,теләк,شوق
276,Lust::N,теләк,مینه
277,Lust::N,теләү,شوق
278,Lust::N,теләү,مینه
279,Geist::N,рух,روح
280,Gedanke::N,уй,فکر
281,Gedanke::N,фикер,فکر
282,Gedächtnis::N,хәтер,یاد
283,Gedächtnis::N,хәтер,حافظه
284,Verstand::N,акыл,عقل
285,Verstand::N,акыл,شعور
286,Sinn::N,мәгънә,معنی
287,Grund::N,сәбәп,علت
288,Grund::N,сәбәп,اساس
289,Wahrheit::N,хак,حقیقت
290,Gespräch::N,әңгәмә,مرکه
291,Gespräch::N,әңгәмә,خبرې اترې
292,Märchen::N,әкият,افسانه
293,Erzählung::N,хикәя,قصه
294,Erzählung::N,хикәя,کیسه
295,Nachricht::N,хәбәр,خبر
296,Neuigkeit::N,яңалык,نوی خبر
297,Name::N,исем,نوم
298,Rätsel::N,табышмак,کیسۍ
299,Rätsel::N,табышмак,چیستان
300,Rede::N,нотык,وینا
301,Sprache::N,тел,ژبه
302,Stimme::N,тавыш,غږ
303,Stimme::N,тавыш,اواز
304,Wort::N,сүз,لغت
305,Wort::N,сүз,کلمه
306,Zeichen::N,ишарә,نښه
307,Zeichen::N,ишарә,اشاره
308,Ruf::N,дәшү,ږغ
309,Ruf::N,дәшү,بلنه
310,Lärm::N,шау,غالمغال
311,Laut::N,аваз,ږغ
312,Ton::N,шалтырату,اواز
313,Lied::N,җыр,غزله
314,Lied::N,җыр,سندره
315,Ruhe::N,тынлык,ارامي
316,Leute::N,халык,خلک
317,Volk::N,халык,ولس
318,Arbeit::N,эш,کار
319,Arbeit::N,хезмәт,کار
320,Gast::N,кунак,مېلمه
321,Geschenk::N,бүләк,تحفه
322,Geschenk::N,бүләк,سوغات
323,Spiel::N,уен,لوبه
324,Gesellschaft::N,җәмгыять,ډله
325,Hilfe::N,ярдәм,کومک
326,Hilfe::N,ярдәм,مرسته
327,Hilfe::N,булышлык,کومک
328,Hilfe::N,булышлык,مرسته
329,Freund::N,дус,ملګری
330,Kamerad::N,иптәш,انډيوال
331,Angelegenheit::N,эш,موضوع
332,Anzahl::N,микъдар,شمېر
333,Anzahl::N,микъдар,تعداد
334,Art::N,төр,ډول
335,Stück::N,кисәк,ټوټه
336,Teil::N,өлеш,برخه
337,Hälfte::N,ярым,نیم
338,Kreis::N,түгәрәк,دایره
339,Kreuz::N,хач,صلیب
340,Kreuz::N,тәре,صلیب
341,Linie::N,сызык,خط
342,Linie::N,сызык,لیکه
343,Strich::N,сызык,کرښه
344,Abstand::N,ара,فاصله
345,Entfernung::N,ераклык,واټن
346,Gegend::N,урын,سیمه
347,Gegend::N,урын,منطقه
348,Platz::N,бушлык,ځای
349,Ort::N,урын,ځای
350,Seite::N,як,مخ
351,Seite::N,як,اړخ
352,Mitte::N,урта,وسط
353,Mitte::N,урта,مینځ
354,Gegenstand::N,нәрсә,شی
355,Sache::N,нәрсә,شی
356,Sache::N,нәрсә,څيز
357,Rand::N,чит,څنډه
358,Rand::N,чит,کناره
359,Kante::N,кырый,اړخ
360,Ecke::N,почмак,ګوټ
361,Spitze::N,оч,څوکه
362,Ende::N,азак,څوکه
363,Loch::N,тишек,سوری
364,Winkel::N,почмак,کنج
365,Winkel::N,почмак,کوتی
366,Muster::N,парча,نمونه
367,Größe::N,зурлык,قد
368,Größe::N,зурлык,لويوالی
369,Länge::N,озынлык,طول
370,Länge::N,озынлык,اوږد والی
371,Höhe::N,биеклек,جګوالی
372,Gewicht::N,авырлык,وزن
373,Menge::N,микъдар,اندازه
374,Haufen::N,өем,کوټه
375,Reihe::N,рәт,صف
376,Reihe::N,рәт,کتار
377,Boot::N,каек,قايق
378,Boot::N,көймә,قايق
379,Ruder::N,ишкәк,چپه
380,Schlitten::N,чана,ښویېدونی
381,Ski::N,чаңгы,سکي
382,Lagerfeuer::N,костёр,اور
383,Last::N,йөк,بار
384,Last::N,йөк,پېټی
385,Gang::N,йөреш,تګ
386,Schritt::N,адым,ګام
387,Norden::N,төньяк,شمال
388,Süden::N,көньяк,سوېل
389,Westen::N,көнбатыш,لوېدېځ
390,Osten::N,шәрык,شرق
391,Osten::N,шәрык,ختیځ
392,Osten::N,көнчыгыш,شرق
393,Osten::N,көнчыгыш,ختیځ
394,Holz::N,агач,لرګی
395,Brett::N,такта,تخته
396,Platte::N,плитә,تخته
397,Stütze::N,таяу,تکیوان
398,Stange::N,колга,ډاګه
399,Stock::N,таяк,لرګی
400,Stab::N,таяк,چيخله
401,Rohr::N,торба,نل
402,Haus::N,өй,کور
403,Haus::N,йорт,کور
404,Heim::N,гаилә,کور
405,Heim::N,нәсел,کور
406,Ofen::N,мич,تودنۍ
407,Fußboden::N,идән,غولی
408,Tisch::N,өстәл,مېز
409,Stuhl::N,утыргыч,چوکۍ
410,Wiege::N,бишек,زانګو
411,Bett::N,ятак,کټ
412,Bett::N,ятак,چپرکټ
413,Bett::N,урын-җир,کټ
414,Bett::N,урын-җир,چپرکټ
415,Regal::N,киштә,تاخچۍ
416,Regal::N,шүрлек,تاخچۍ
417,Kiste::N,әрҗә,صندوق
418,Fenster::N,тәрәзә,کړکۍ
419,Tür::N,ишек,دروازه
420,Tor::N,капка,دروازه
421,Zaun::N,койма,کټاره
422,Dach::N,түбә,بام
423,Leiter::N,баскыч,زينه
424,Besen::N,себерке,جارو
425,Spaten::N,көрәк,یوم
426,Schaufel::N,көрәк,بېلچه
427,Gabel::N,чәннечке,پنجه
428,Löffel::N,кашык,کاشوغه
429,Messer::N,пычак,چاقو
430,Nagel::N,кадак,ميخ
431,Netz::N,челтәр,جال
432,Haken::N,ыргак,څنګک
433,Griff::N,тотка,لاستی
434,Schloss::N,йозак,کلپ
435,Bild::N,рәсем,رسم
436,Bild::N,картина,رسم
437,Figur::N,сын,قدوقامت
438,Figur::N,фигура,قدوقامت
439,Puppe::N,курчак,ګوډۍ
440,Beutel::N,луза,کڅوړه
441,Bündel::N,бәйләм,دسته
442,Tasche::N,букча,بکس
443,Tasche::N,букча,توبره
444,Eimer::N,чиләк,سطل
445,Deckel::N,капкач,سرپوښ
446,Geschirr::N,савыт-саба,لوښی
447,Geschirr::N,кашык-аяк,لوښی
448,Sack::N,капчык,جوال
449,Tasse::N,чынаяк,پیاله
450,Topf::N,чүлмәк,دېګی
451,Kessel::N,казан,دېګ
452,Essen::N,ашау,خوراک
453,Nahrung::N,азык,خوراک
454,Nahrung::N,тәгам,خوراک
455,Nahrung::N,ашамлык,خوراک
456,Speise::N,ризык,خواړه
457,Fleisch::N,ит,غوښه
458,Getreide::N,ашлык,غله
459,Brei::N,ботка,اوګره
460,Brot::N,ипи,ډوډۍ
461,Brot::N,икмәк,ډوډۍ
462,Scheibe::N,телем,مړۍ
463,Fett::N,май,غوړي
464,Butter::N,май,کوچ
465,Öl::N,май,تېل
466,Salz::N,тоз,مالګه
467,Suppe::N,шулпа,شوربا
468,Honig::N,бал,شات
469,Milch::N,сөт,شوده
470,Tee::N,чәй,چای
471,Leder::N,күн,څرمن
472,Wolle::N,йон,پشم
473,Stoff::N,тукыма,ټوټه
474,Nadel::N,энә,ستن
475,Faden::N,җеп,تار
476,Knopf::N,төймә,تڼۍ
477,Knopf::N,төймә,تکمه
478,Knoten::N,төен,غوټه
479,Farbe::N,буяу,رنګ
480,Kleidung::N,кием,کالي
481,Hemd::N,күлмәк,کميس
482,Kragen::N,яка,غاړه
483,Ärmel::N,җиң,لستوڼی
484,Hose::N,чалбар,پطلون
485,Gürtel::N,билбау,کمربند
486,Mütze::N,бүрек,خولۍ
487,Schuh::N,башмак,بوټ
488,Stiefel::N,итек,موزه
489,Ring::N,балдак,ګوته
490,Band::N,тасма,فيته
491,Kamm::N,тарак,ګمنځ
492,Spiegel::N,көзге,ایینه
493,Spiegel::N,көзге,هنداره
494,Riemen::N,каеш,تسمه
495,Schnur::N,бау,مزی
496,Leine::N,тезген,رسۍ
497,Decke::N,юрган,بړستن
498,Kissen::N,мендәр,بالښت
499,Tuch::N,яулык,ټیکری
500,Handtuch::N,сөлгә,دسمال
501,Kraft::N,егәр,زور
502,Kraft::N,егәр,توان
503,Kraft::N,дәрман,زور
504,Kraft::N,дәрман,توان
505,Stärke::N,көч,قوت
506,Stärke::N,дәрман,قوت
507,Gesundheit::N,саулык,صحت
508,Gesundheit::N,саулык,روغتیا
509,Krankheit::N,чир,مرض
510,Krankheit::N,чир,ناروغي
511,Krankheit::N,хаста,مرض
512,Krankheit::N,хаста,ناروغي
513,Krankheit::N,сырхау,مرض
514,Krankheit::N,сырхау,ناروغي
515,Schmerz::N,авырту,درد
516,Wunde::N,яра,ټپ
517,Wunde::N,яра,زخم
518,Wunde::N,җәрәхәт,ټپ
519,Wunde::N,җәрәхәт,زخم
520,Fieber::N,бизгәк,تبه
521,Arznei::N,дару,دوا
522,Arznei::N,дару,دارو
523,Brücke::N,күпер,پول
524,Brunnen::N,кое,څاه
525,Brunnen::N,кое,کوهی
526,Weide::N,утлавык,وله
527,Pfad::N,сукмак,تړه
528,Weg::N,юл,لیار
529,Straße::N,урам,سړک
530,Dorf::N,авыл,کلی
531,Stadt::N,шәһәр,ښار
532,Brief::N,хат,لیک
533,Brief::N,хат,مکتوب
534,Buch::N,китап,کتاب
535,Buchstabe::N,хәреф,حرف
536,Buchstabe::N,хәреф,توری
537,Zeitung::N,газет,اخبار
538,Zeitung::N,газета,اخبار
539,Leben::N,гомер,ژوند
540,Leben::N,тормыш,ژوند
541,Leben::N,тереклек,ژوند
542,Tod::N,үлем,مرګ
543,Tod::N,үлем,مړینه
544,Grab::N,гүр,قبر
545,Grab::N,гүр,ډورۍ
546,Grab::N,кабер,قبر
547,Grab::N,кабер,ډورۍ
548,Kirche::N,чиркәү,کلیسا
549,Sünde::N,язык,ګناه
550,Sünde::N,гөнаһ,ګناه
551,Gott::N,алла,خدای
552,Gott::N,ходай,خدای
553,Arbeiter::N,эшче,کاریګر
554,Chef::N,башлык,آمر
555,Meister::N,оста,استاد
556,Arzt::N,врач,طبیب
557,Arzt::N,врач,ډاکټر
558,Arzt::N,табиб,طبیب
559,Arzt::N,табиб,ډاکټر
560,Lehrer::N,укытучы,معلم
561,Lehrer::N,укытучы,ښوونکی
562,Lehrer::N,мөгаллим,معلم
563,Lehrer::N,мөгаллим,ښوونکی
564,Geld::N,акча,پیسې
565,Geschäft::N,эш,سوداګري
566,Laden::N,кибет,دکان
567,Laden::N,кибет,مغازه
568,Laden::N,магазин,دکان
569,Laden::N,магазин,مغازه
570,Preis::N,бәя,بیه
571,Preis::N,бәһа,بیه
572,Ware::N,товар,مال
573,Nutzen::N,файда,ګټه
574,Reichtum::N,байлык,شتمني
575,Welt::N,дөнья,نړۍ
576,Welt::N,дөнья,دنیا
577,Land::N,ил,هېواد
578,Staat::N,дәүләт,دولت
579,König::N,патша,باچا
580,König::N,патша,پادشاه
581,Macht::N,хакимият,قدرت
582,Grenze::N,чик,حد
583,Grenze::N,чик,سرحد
584,Krieg::N,сугыш,جګړه
585,Feind::N,дошман,دښمن
586,Gewalt::N,көчләү,زور
587,Gewalt::N,көчләү,تشدد
588,Kampf::N,көрәш,جنګ
589,Kampf::N,көрәш,مبارزه
590,Bogen[Waffe]::N,җәя,لیندۍ
591,Pfeil::N,ук,غشی
592,Gewehr::N,мылтык,ټوپک
593,Fehler::N,хата,خطا
594,Fehler::N,хата,غلطي
595,Lüge::N,ялган,دروغ
596,Schaden::N,зыян,زیان
597,Schaden::N,зыян,تاوان
598,Schaden::N,зарар,زیان
599,Schaden::N,зарар,تاوان
600,Unglück::N,бәла,بدبختي
601,Schuld::N,гаеп,ګناه
602,Alter::N,яшь,منګ
603,Schluss::N,ахыр,اخر
604,Zeit::N,заман,وخت
605,Tag::N,көн,ورځ
606,Morgen::N,иртә,سبا
607,Morgen::N,иртә,سهار
608,Mittag::N,өйлә,غرمه
609,Abend::N,кич,ماښام
610,Nacht::N,төн,شپه
611,Woche::N,атна,اونۍ
612,Monat::N,ай,مياشت
613,Jahr::N,ел,کال
614,Frühling::N,яз,پسرلی
615,Sommer::N,җәй,دوبی
616,Herbst::N,көз,منی
617,Herbst::N,көз,خزان
618,Winter::N,кыш,ژمی
619,Januar::N,гыйнвар,جنوري
620,Februar::N,февраль,فبروري
621,März::N,март,مارچ
622,April::N,апрель,اپریل
623,Mai::N,май,مې
624,Juni::N,июнь,جون
625,Juli::N,июль,جولای
626,August::N,август,اګست
627,September::N,сентябрь,سپټامبر
628,Oktober::N,октябрь,اکتوبر
629,November::N,ноябрь,نومبر
630,Dezember::N,декабрь,دسمبر
631,Montag::N,дүшәмбе,دوشنبه
632,Dienstag::N,сишәмбе,سه شنبه
633,Mittwoch::N,чәршәмбе,چارشنبه
634,Donnerstag::N,атнакич,پنجشنبه
635,Donnerstag::N,пәнҗешәмбе,پنجشنبه
636,Freitag::N,җомга,جمعه
637,Samstag::N,шимбә,خالي
638,Sonntag::N,якшәмбе,یکشنبه
639,groß::A,зур,لوی
640,klein::A,кечкенә,وړوکی
641,lang::A,озын,اوړد
642,kurz::A,кыска,لنډ
643,breit::A,киң,پراخه
644,schmal::A,кысык,تنګ
645,dicht::A,куе,ګڼ
646,dick[Gegenstand]::A,калын,پنډ
647,dünn::A,нечкә,نری
648,fein::A,нәзакәтле,نازک
649,fest::A,нык,کلک
650,fest::A,нык,ټینګ
651,flach::A,яссы,هوار
652,flach::A,ялпак,هوار
653,glatt::A,шома,ښوی
654,hart::A,каты,کلک
655,weich::A,йомшак,نرم
656,weich::A,йомшак,پوست
657,rund::A,түгәрәк,ګرد
658,spitz::A,очлы,تېره
659,scharf::A,үткен,تېز
660,scharf::A,үткен,تېره
661,stumpf::A,үтмәс,پڅ
662,schwer::A,салмак,دروند
663,schön::A,гүзәл,ښکلی
664,heiß::A,эссе,تود
665,warm::A,җылы,تود
666,kalt::A,суык,ېخ
667,kalt::A,суык,سوړ
668,kalt::A,салкын,ېخ
669,kalt::A,салкын,سوړ
670,kühl::A,салкынча,ېخ
671,kühl::A,салкынча,سوړ
672,frisch::A,салкынча,تازه
673,feucht::A,юеш,مرطوب
674,nass::A,дымлы,لوند
675,trocken::A,коры,وچ
676,voll::A,тулы,ډک
677,leer::A,буш,خالی
678,offen::A,ачык,خلاص
679,offen::A,ачык,پرانیستی
680,geschlossen::A,йомык,تړلی
681,sauber::A,пакь,پاک
682,sauber::A,чиста,پاک
683,schmutzig::A,керле,چټل
684,schmutzig::A,пычрак,چټل
685,roh::A,чи,خام
686,reif::A,өлгергән,پوخ
687,reif::A,өлгергән,رسېدلی
688,lecker::A,тәмле,خوندور
689,lecker::A,тәмле,مزه دار
690,süß::A,татлы,خوږ
691,süß::A,татлы,شیرین
692,bitter::A,ачы,تریخ
693,sauer::A,әче,ټاک
694,sauer::A,әче,تريو
695,hell::A,якты,روڼ
696,hell::A,якты,روښان
697,dunkel::A,кара,تیاره
698,schwarz::A,кара,تور
699,weiß::A,ак,سپين
700,rot::A,кызыл,سور
701,gelb::A,сары,زېړ
702,blau::A,күк,شین
703,blau::A,күк,اسماني رنګه
704,grün::A,яшел,زرغون
705,grau::A,соры,خړ
706,bunt::A,чуар,رنګارنګ
707,billig::A,арзан,ارزان
708,teuer::A,хаклы,ګران
709,wertvoll::A,кыйммәтле,قیمتي
710,blind::A,сукыр,ړوند
711,blind::A,күзсез,ړوند
712,taub::A,чукрак,کوڼ
713,taub::A,саңгырау,کوڼ
714,kräftig::A,егәрле,قوی
715,stark::A,нык,قوی
716,stark::A,нык,تکړه
717,stark::A,базык,قوی
718,stark::A,базык,تکړه
719,schwach::A,зәгыйфь,ضعیف
720,schwach::A,зәгыйфь,کمزوری
721,fett::A,симез,چاغ
722,schlank::A,нәзек,خوش اندام
723,hübsch::A,чибәр,ښکلی
724,hübsch::A,чибәр,ښایسته
725,böse::A,усал,شریر
726,böse::A,усал,قهرناک
727,dumm::A,акылсыз,احمق
728,faul::A,ялкау,لټ
729,faul::A,ялкау,تنبل
730,faul::A,иренчәк,لټ
731,faul::A,иренчәк,تنبل
732,fleißig::A,тырыш,زحمت کښ
733,fleißig::A,тырышучан,زحمت کښ
734,geizig::A,саран,بخیل
735,klug::A,акыллы,عاقل
736,klug::A,акыллы,هوښیار
737,geschickt::A,маһир,ماهر
738,lieb::A,сөекле,عزیز
739,lieb::A,сөекле,محبوب
740,lustig::A,күңелле,خوشحال
741,sanft::A,басынкы,پوست
742,sanft::A,басынкы,ملایم
743,hungrig::A,ач,وږی
744,krank::A,чирле,مريض
745,krank::A,чирле,ناروغ
746,krank::A,сырхау,مريض
747,krank::A,сырхау,ناروغ
748,nackt::A,шәрә,لوڅ
749,traurig::A,ямансу,غمجن
750,lebendig::A,тере,ژوندی
751,gut::A,яхшы,ښه
752,schlecht::A,начар,بد
753,schlecht::A,начар,خراب
754,richtig::A,дөрес,سم
755,richtig::A,дөрес,صحیح
756,schlimm::A,әшәкә,بد
757,schlimm::A,әшәкә,مخوف
758,wahr::A,чып-чын,واقعي
759,alt::A,иске,زوړ
760,neu::A,яңа,نوی
761,ehemalig::A,элекке,پخوانی
762,alt[Lebewesen]::A,карт,زوړ
763,jung::A,яшь,ځوان
764,arm::A,фәкыйрь,غریب
765,arm::A,фәкыйрь,بې وزله
766,reich::A,бай,شتمن
767,reich::A,бай,دولتمند
768,bekannt::A,таныш,اشنا
769,berühmt::A,атаклы,مشهور
770,fremd::A,ят,پردی
771,fremd::A,ят,بېګانه
772,verschieden::A,төрле,مختلف
773,nah::A,якын,نژدې
774,fern::A,ерак,لیری
775,linker::A,сул,چپ
776,linker::A,сул,کیڼ
777,rechter::A,уң,ښی
778,anderer::A,бүтән,بل
779,erster::A,беренче,لومړی
780,zweiter::A,икенче,دوهم
781,dritter::A,өченче,درېم
782,letzter::A,ахыргы,آخرنی
783,letzter::A,ахыргы,وروستی
784,allein::ADV,ялгыз,یوازې
785,auf einmal::ADV,бердән,په یوه وخت کی
786,zusammen::ADV,бергә,یو ځای
787,lange::ADV,озак,ډېر وخت
788,lange::ADV,озак,ډېره موده
