,Concept_ID,av,pt
69,Welle::N,карачел,onda
70,Wasser::N,лъим,água
71,Stein::N,гьецӏо,pedra
72,Boden::N,ракь,solo
73,Erde::N,ракь,terra
74,Erde::N,дуниял,terra
75,Staub::N,хӏур,pó
76,Rauch::N,кӏкӏуй,fumo
77,Feuer::N,цӏа,fogo
78,Licht::N,канлъи,luz
79,Schatten::N,рагӏад,sombra
80,Wetter::N,гьава-бакъ,tempo
81,Nebel::N,гӏодобнакӏкӏ,nevoeiro
82,Wolke::N,накӏкӏ,nuvem
83,Regen::N,цӏад,chuva
84,Schnee::N,гӏазу,neve
85,Eis::N,цӏер,gelo
86,Frost::N,замгьари,gelo
87,Frost::N,замгьари,geada
88,Kälte::N,квач,frio
89,Hitze::N,багӏари,ardor
90,Raureif::N,мартӏ,geada
91,Regenbogen::N,нур,arco-iris
92,Regenbogen::N,чамбара,arco-iris
93,Donner::N,гъугъай,trovão
94,Donner::N,гъугъади,trovão
95,Strömung::N,чвахи,corrente
96,Tropfen::N,резел,gota
97,Tropfen::N,тӏинкӏ,gota
98,Tropfen::N,къатӏра,gota
99,Tropfen::N,тӏенкӏел,gota
100,Schaum::N,полоп,espuma
101,Schmutz::N,чороклъи,sujidade
102,Schmutz::N,чороклъи,imundície
103,See::N,хӏор,lago
104,Sumpf::N,хьуцӏ,charco
105,Sumpf::N,хьуцӏ,pântano
106,Wiese::N,мегъ,prado
107,Wiese::N,гӏурдаллъи,prado
108,Wald::N,рохь,bosque
109,Wald::N,рохь,floresta
110,Hügel::N,гохӏ,colina
111,Anhöhe::N,сийитма,alto
112,Anhöhe::N,сийитма,outeiro
113,Berg::N,мегӏер,monte
114,Berg::N,мегӏер,montanha
115,Gipfel::N,тӏогь,pico
116,Höhle::N,нохъо,caverna
117,Abhang::N,лабаллъи,encosta
118,Quelle::N,ицц,fonte
119,Bach::N,лъар,regato
120,Bach::N,лъар,ribeiro
121,Fluss::N,гӏор,rio
122,Ufer::N,рагӏал,beira
123,Küste::N,рагӏал,costa
124,Festland::N,ракь,terra firme
125,Festland::N,ракъдаллъи,terra firme
126,Meer::N,ралъад,mar
127,Bucht::N,кӏветӏ,baía
128,Insel::N,чӏинкӏиллъи,ilha
129,Blume::N,тӏегь,flor
130,Gras::N,хер,erva
131,Wurzel::N,кьибил,raiz
132,Baum::N,гъветӏ,árvore
133,Stamm::N,рохти,tronco
134,Rinde::N,макъар,casca
135,Ast::N,ноцӏ,ramo
136,Zweig::N,гӏаркьел,galho
137,Blatt::N,тӏамах,folha
138,Birke::N,мах,bétula
139,Birke::N,махигъветӏ,bétula
140,Kiefer[Baum]::N,накӏкӏигъветӏ,pinheiro
141,Weide[Baum]::N,рицӏцӏ,salgueiro
142,Weide[Baum]::N,рицӏцӏигъветӏ,salgueiro
143,Tanne::N,ёлка,abeto
144,Horn::N,лълъар,corno
145,Horn::N,лълъар,chifre
146,Feder::N,хӏули,pena
147,Fell::N,тӏом,pele
148,Fell::N,цӏоко,pele
149,Flügel::N,кваркьи,asa
150,Klaue::N,галъ,pata
151,Kralle::N,квачӏ,unha
152,Kralle::N,квачӏ,garra
153,Kralle::N,катиквачӏ,unha
154,Kralle::N,катиквачӏ,garra
155,Schwanz::N,рачӏ,rabo
156,Schwanz::N,рачӏ,cauda
157,Ei::N,хоно,ovo
158,Nest::N,бусен,ninho
159,Bau::N,каратӏ,toca
160,Bau::N,каратӏ,covil
161,Tier::N,хӏайван,animal
162,Herde::N,рехъен,rebanho
163,Herde::N,рехъед,rebanho
164,Kuh::N,гӏака,vaca
165,Bulle::N,оц,touro
166,Pferd::N,чу,cavalo
167,Schaf::N,чахъу,ovelha
168,Schwein::N,болъон,porco
169,Hund::N,гьой,cão
170,Katze::N,кету,gata
171,Bär::N,ци,urso
172,Eichhörnchen::N,гвангва,esquilo
173,Fuchs::N,цер,raposa
174,Hase::N,гӏанкӏ,lebre
175,Maus::N,гӏункӏкӏ,rato
176,Wolf::N,бацӏ,lobo
177,Vogel::N,хӏинчӏ,ave
178,Vogel::N,хӏинчӏ,pássaro
179,Schwarm::N,тӏел,bando
180,Schwarm::N,тӏел,enxame
181,Huhn::N,гӏанкӏу,galinha
182,Hahn::N,хӏелеко,galo
183,Gans::N,хъаз,ganso
184,Adler::N,цӏум,águia
185,Ente::N,ордек,pata
186,Eule::N,беццаруз,mocho
187,Eule::N,беццаруз,coruja
188,Kranich::N,къункъра,grou
189,Krähe::N,гъеду,gralha
190,Kuckuck::N,гагу,cuco
191,Schwan::N,хӏанкъва,cisne
192,Fisch::N,ччугӏа,peixe
193,Barsch::N,окунь,perca
194,Hecht::N,щука,lúcio
195,Schlange[Tier]::N,борохь,serpente
196,Wurm::N,хӏапара,verme
197,Spinne::N,хъанхъра,aranha
198,Ameise::N,цӏунцӏра,formiga
199,Laus::N,нацӏ,piolho
200,Mücke::N,кӏкӏара,mosquito
201,Fliege::N,тӏутӏ,mosca
202,Schmetterling::N,кӏалкӏучӏ,borboleta
203,Apfel::N,гӏеч,maçã
204,Pilz::N,гӏурдахӏан,fungo
205,Pilz::N,гӏурдахӏан,cogumelo
206,Zwiebel::N,кӏочӏопер,cebola
207,Saat::N,хьон,sementeira
208,Korn::N,мугь,grão
209,Heu::N,хер,feno
210,Schale::N,хъал,casca
211,Grube::N,гвенд,cova
212,Grube::N,гвенд,fossa
213,Falle::N,къор,armadilha
214,Falle::N,къотен,armadilha
215,Schlinge::N,кӏичӏ,laço
216,Spur::N,лъалкӏ,pista
217,Spur::N,лъалкӏ,vestígio
218,Asche::N,рахъу,cinza
219,Dreck::N,гъиз,sujidade
220,Dreck::N,хӏарщ,sujidade
221,Eisen::N,махх,ferro
222,Gold::N,месед,ouro
223,Silber::N,гӏарац,prata
224,Kohle::N,тӏурччи,carvão
225,Glas::N,цӏер,vidro
226,Lehm::N,хӏатӏ,barro
227,Lehm::N,хӏатӏ,argila
228,Sand::N,сали,areia
229,Mensch::N,чи,homem
230,Mensch::N,чи,pessoa
231,Mann::N,бихьинчи,homem
232,Frau::N,гӏадан,mulher
233,Kind::N,лъимер,filho
234,Kind::N,лъимер,criança
235,Junge::N,вас,rapaz
236,Junge::N,вас,menino
237,Mädchen::N,яс,menina
238,Mädchen::N,яс,rapariga
239,Familie::N,хъизан,família
240,Großvater::N,кӏудада,avô
241,Großmutter::N,кӏодо,avó
242,Eltern::N,эбел-эмен,pais
243,Vater::N,эмен,pai
244,Mutter::N,эбел,mãe
245,Sohn::N,вас,filho
246,Tochter::N,яс,filha
247,Bruder::N,вац,irmão
248,Schwester::N,яц,irmã
249,Onkel::N,даци,tio
250,Tante::N,ада,tia
251,Ehemann::N,рос,esposo
252,Ehefrau::N,чӏужу,esposa
253,Freude::N,ракӏбохи,prazer
254,Freude::N,ракӏбохи,alegria
255,Gelächter::N,релъи,risada
256,Gelächter::N,релъи,gargalhada
257,Glück::N,талихӏ,felicidade
258,Glück::N,талихӏ-рохел,felicidade
259,Kummer::N,хӏалкъай,aflição
260,Kummer::N,хӏалкъай,desgosto
261,Wunsch::N,къасд,desejo
262,Lust::N,гъира,vontade
263,Geist::N,чӏанкӏ,mente
264,Geist::N,чӏанкӏ,espírito
265,Geist::N,рухӏ-жан,mente
266,Geist::N,рухӏ-жан,espírito
267,Gedanke::N,пикру,ideia
268,Gedanke::N,пикру,pensamento
269,Verstand::N,лумалъи,razão
270,Verstand::N,лумалъи,inteligência
271,Verstand::N,цӏодорлъи,razão
272,Verstand::N,цӏодорлъи,inteligência
273,Sinn::N,магӏна,sentido
274,Sinn::N,магӏна,significado
275,Grund::N,багьана,causa
276,Grund::N,багьана,motivo
277,Wahrheit::N,ритӏухълъи,verdade
278,Gespräch::N,накъит,conversa
279,Gespräch::N,накъит,conversação
280,Märchen::N,маргьа,conto
281,Erzählung::N,къиса,conto
282,Erzählung::N,къиса,narrativa
283,Nachricht::N,хабар,mensagem
284,Neuigkeit::N,хабар-гӏазаб,notícia
285,Neuigkeit::N,хабар-гӏазаб,novidade
286,Name::N,цӏар,nome
287,Rätsel::N,бицанкӏо,adivinha
288,Rede::N,речь,oração
289,Rede::N,речь,discurso
290,Rede::N,калам,oração
291,Rede::N,калам,discurso
292,Sprache::N,мацӏ,língua
293,Stimme::N,гьаракь,voz
294,Wort::N,рагӏи,palavra
295,Zeichen::N,ишара,marca
296,Zeichen::N,гӏаламат,marca
297,Ruf::N,ахӏи,grito
298,Ruf::N,ахӏи,chamada
299,Lärm::N,хъуй,ruído
300,Lärm::N,хъуй,barulho
301,Lärm::N,хъуди,ruído
302,Lärm::N,хъуди,barulho
303,Laut::N,гьаракь,som
304,Laut::N,сас,som
305,Lied::N,кечӏ,canção
306,Ruhe::N,рахӏат,calma
307,Ruhe::N,рахӏат,silêncio
308,Leute::N,гӏадамал,gente
309,Leute::N,гӏадамал,pessoas
310,Volk::N,халкъ,povo
311,Volk::N,халкъ,nação
312,Arbeit::N,хӏалтӏи,trabalho
313,Gast::N,гьобол,hóspede
314,Gast::N,гьобол,convidado
315,Geschenk::N,сайигъат,prenda
316,Geschenk::N,сайигъат,presente
317,Spiel::N,хӏай,jogo
318,Spiel::N,расанди,jogo
319,Gesellschaft::N,жамагӏат,companhia
320,Hilfe::N,кумек,ajuda
321,Hilfe::N,кумек,socorro
322,Freund::N,гьудул,amigo
323,Kamerad::N,гьалмагъ,camarada
324,Angelegenheit::N,къваригӏел,assunto
325,Anzahl::N,рикӏкӏен,número
326,Anzahl::N,рикӏкӏен,quantidade
327,Art::N,жинс,tipo
328,Art::N,жинс,espécie
329,Stück::N,кесек,pedaço
330,Teil::N,пай,peça
331,Teil::N,пай,parte
332,Hälfte::N,бащдаб,metade
333,Kreis::N,гор,círculo
334,Kreuz::N,хъанч,cruz
335,Linie::N,мухъ,linha
336,Strich::N,хӏучч,traço
337,Abstand::N,манзил,distância
338,Entfernung::N,манзил,distância
339,Gegend::N,рахъ,área
340,Gegend::N,рахъ,região
341,Platz::N,бакӏ,lugar
342,Ort::N,бакӏ,sítio
343,Seite::N,рахъ,lado
344,Mitte::N,бакьулъбакӏ,meio
345,Gegenstand::N,жо,objecto
346,Sache::N,жо,coisa
347,Rand::N,мицӏир,bordo
348,Rand::N,мицӏир,margem
349,Kante::N,рагӏал,borda
350,Kante::N,рагӏал,aresta
351,Kante::N,рагӏа-ракьан,borda
352,Kante::N,рагӏа-ракьан,aresta
353,Ecke::N,цили,esquina
354,Spitze::N,тӏогь,ponta
355,Ende::N,кӏал,cabo
356,Ende::N,кӏал,extremo
357,Loch::N,каратӏ,furo
358,Loch::N,каратӏ,buraco
359,Muster::N,накъиш,padrão
360,Muster::N,накъиш,desenho
361,Größe::N,кӏодо́лъи,tamanho
362,Länge::N,халалъи,comprimento
363,Höhe::N,борхалъи,altura
364,Höhe::N,борхалъи,altitude
365,Gewicht::N,бакӏлъи,peso
366,Haufen::N,гъуни,pilha
367,Reihe::N,ирга́,fila
368,Boot::N,раса,barco
369,Ruder::N,раххан,remo
370,Schlitten::N,чанагъ,trenó
371,Ski::N,лыжаби,esqui
372,Lagerfeuer::N,цӏа,fogueira
373,Last::N,бакӏлъи,carga
374,Gang::N,хьвади,curso
375,Gang::N,хьвади,caminhada
376,Gang::N,хьвада-чӏвади,curso
377,Gang::N,хьвада-чӏвади,caminhada
378,Schritt::N,гали,passo
379,Norden::N,шимал,norte
380,Süden::N,юг,sul
381,Süden::N,къибла,sul
382,Westen::N,гъарб,oeste
383,Westen::N,гъарб,ocidente
384,Westen::N,магъриб,oeste
385,Westen::N,магъриб,ocidente
386,Osten::N,шаркъ,este
387,Osten::N,шаркъ,leste
388,Osten::N,шаркъ,oriente
389,Osten::N,машрикъ,este
390,Osten::N,машрикъ,leste
391,Osten::N,машрикъ,oriente
392,Holz::N,цӏул,madeira
393,Brett::N,хъарщи,tábua
394,Brett::N,хъарщи,prancha
395,Platte::N,къоно,laje
396,Platte::N,къоно,chapa
397,Stange::N,гӏер,vara
398,Stange::N,гӏер,barra
399,Stock::N,тӏил,pau
400,Stock::N,тӏил,bengala
401,Stab::N,гӏер,bastão
402,Rohr::N,турба,cano
403,Haus::N,ригь,casa
404,Haus::N,рукъзал,casa
405,Heim::N,рукъ,lar
406,Heim::N,рукъ,casa
407,Ofen::N,печь,estufa
408,Ofen::N,печь,aquecedor
409,Fußboden::N,чӏабар,piso
410,Tisch::N,стол,mesa
411,Stuhl::N,бакӏу,cadeira
412,Wiege::N,кини,berço
413,Bett::N,кровать,cama
414,Regal::N,хъарщи,estante
415,Regal::N,хъарщи,prateleira
416,Kiste::N,ящик,caixa
417,Kiste::N,тӏалагъуд,caixa
418,Fenster::N,гордо,janela
419,Tür::N,нуцӏа,porta
420,Tor::N,каву,portão
421,Zaun::N,раци,cerca
422,Zaun::N,раци,vedação
423,Dach::N,тӏох,telhado
424,Leiter::N,мали,escada
425,Leiter::N,мали,escada móvel
426,Besen::N,жул,vassoura
427,Spaten::N,бел,pá
428,Schaufel::N,раххан,pá
429,Gabel::N,гӏучӏ,garfo
430,Löffel::N,гъуд,colher
431,Messer::N,нус,faca
432,Nagel::N,магӏ,cravo
433,Netz::N,гьин,rede
434,Haken::N,гъанцӏа,gancho
435,Griff::N,гӏоркь,asa
436,Griff::N,гӏоркь,cabo
437,Schloss::N,кӏулал,fechadura
438,Bild::N,сурат,imagem
439,Puppe::N,нани,boneca
440,Beutel::N,таргьа,saco
441,Beutel::N,таргьа,bolsa
442,Bündel::N,къай,fardo
443,Tasche::N,сумка,saco
444,Tasche::N,сумка,bolso
445,Tasche::N,къвачӏа,saco
446,Tasche::N,къвачӏа,bolso
447,Eimer::N,ведро,balde
448,Deckel::N,тӏалъел,tampa
449,Deckel::N,дадитӏалъел,tampa
450,Geschirr::N,цӏарагӏ,louça
451,Sack::N,хъап,saca
452,Sack::N,къандалъо,saca
453,Tasse::N,чашка,chávena
454,Topf::N,хьаг,tacho
455,Topf::N,хьаг,panela
456,Kessel::N,хьаг,caldeira
457,Kessel::N,гереги,caldeira
458,Essen::N,тӏагӏам,refeição
459,Nahrung::N,квен,comida
460,Nahrung::N,квен,alimento
461,Speise::N,квен,prato
462,Fleisch::N,гьан,carne
463,Getreide::N,бугӏа-ролъ,cereais
464,Getreide::N,могьолабл_культураби,cereais
465,Brei::N,карщ,puré
466,Brot::N,чед,pão
467,Scheibe::N,мочӏу,fatia
468,Fett::N,беэнлъи,banha
469,Fett::N,беэнлъи,gordura
470,Butter::N,нах,manteiga
471,Öl::N,нах,azeite
472,Salz::N,цӏам,sal
473,Suppe::N,чурпа,sopa
474,Suppe::N,чурпа,caldo
475,Honig::N,гьоцӏо,mel
476,Milch::N,рахь,leite
477,Tee::N,чай,chá
478,Leder::N,тӏом,couro
479,Wolle::N,квас,lã
480,Stoff::N,ххам,pano
481,Stoff::N,ххам,tecido
482,Nadel::N,рокӏкӏен,agulha
483,Faden::N,кун,fio
484,Knopf::N,маргъал,botão
485,Knoten::N,гарацӏ,nó
486,Farbe::N,релъен,corante
487,Kleidung::N,ретӏел,roupa
488,Kleidung::N,ретӏел,vestuário
489,Hemd::N,гурде,camisa
490,Kragen::N,габур,gola
491,Ärmel::N,къвал,manga
492,Hose::N,тӏажу,calça
493,Gürtel::N,рачел,cinto
494,Mütze::N,тӏагъур,boné
495,Mütze::N,тӏагъур,barrete
496,Stiefel::N,этек,bota
497,Stiefel::N,чакма,bota
498,Ring::N,баргъич,anel
499,Band::N,лента,fita
500,Band::N,лента,faixa
501,Kamm::N,гьоркьо,pente
502,Spiegel::N,матӏу,espelho
503,Riemen::N,рижу,correia
504,Decke::N,одея́ло,cobertor
505,Kissen::N,къандалъо,almofada
506,Tuch::N,квархьи,pano
507,Handtuch::N,беркӏалрацӏцӏ,toalha
508,Kraft::N,гуч,força
509,Kraft::N,къуват,força
510,Stärke::N,хӏалкӏвей,força
511,Gesundheit::N,сахлъи́,saúde
512,Krankheit::N,унти,doença
513,Krankheit::N,унти,enfermidade
514,Krankheit::N,щокълъи,doença
515,Krankheit::N,щокълъи,enfermidade
516,Schmerz::N,унти,dor
517,Wunde::N,ругъун,chaga
518,Wunde::N,ругъун,ferida
519,Fieber::N,цӏа-кан,febre
520,Arznei::N,дару,remédio
521,Brücke::N,кьо,ponte
522,Brunnen::N,гъуй,poço
523,Weide::N,рицӏцӏ,pastagem
524,Weide::N,лъичӏирма,pastagem
525,Weide::N,гӏурдаллъи,pastagem
526,Weide::N,ри́цӏигъветӏ,pastagem
527,Weide::N,рицӏцӏигъветӏ,pastagem
528,Pfad::N,сухъмахъ,senda
529,Pfad::N,сухъмахъ,trilho
530,Weg::N,нух,caminho
531,Straße::N,нух,via
532,Straße::N,нух,estrada
533,Dorf::N,росу,aldeia
534,Stadt::N,шагьар,cidade
535,Brief::N,кагъат,carta
536,Brief::N,рисалат,carta
537,Buch::N,тӏехь,livro
538,Buchstabe::N,хӏарп,letra
539,Zeitung::N,газет,jornal
540,Leben::N,яшав,vida
541,Tod::N,хвел,morte
542,Grab::N,хоб,túmulo
543,Grab::N,хоб,sepultura
544,Kirche::N,килиса,igreja
545,Sünde::N,хӏакъ,pecado
546,Sünde::N,мунагь,pecado
547,Gott::N,бичас,deus
548,Gott::N,аллагь,deus
549,Arbeiter::N,хӏалтӏухъан,operário
550,Arbeiter::N,хӏалтӏухъан,trabalhador
551,Chef::N,хӏаким,chefe
552,Chef::N,хӏаким,patrão
553,Chef::N,начальник,chefe
554,Chef::N,начальник,patrão
555,Meister::N,устар,mestre
556,Meister::N,мастер,mestre
557,Meister::N,махщалилав,mestre
558,Arzt::N,жайрахӏ,médico
559,Lehrer::N,мугӏалим,professor
560,Geld::N,гӏарац,dinheiro
561,Laden::N,тукен,loja
562,Preis::N,багьа,preço
563,Ware::N,къайи,mercadoria
564,Nutzen::N,мунпагӏат,proveito
565,Reichtum::N,бечелъи,riqueza
566,Welt::N,дуниял,mundo
567,Land::N,улка,país
568,Land::N,икълим,país
569,Staat::N,пачалихъ,Estado
570,König::N,пача,rei
571,König::N,малик,rei
572,König::N,къирал,rei
573,König::N,падишагь,rei
574,Macht::N,кверщел,poder
575,Macht::N,кверщел,potência
576,Grenze::N,гӏорхъи,fronteira
577,Krieg::N,рагъ,guerra
578,Feind::N,тушман,inimigo
579,Gewalt::N,зулму,violência
580,Kampf::N,къеркьей,luta
581,Kampf::N,къеркьей,combate
582,Bogen[Waffe]::N,газаргъо,arco
583,Pfeil::N,чӏор,seta
584,Pfeil::N,чӏор,flecha
585,Gewehr::N,туманкӏ,espingarda
586,Fehler::N,гъалатӏ,erro
587,Fehler::N,гъалатӏ,falha
588,Lüge::N,гьереси,mentira
589,Schaden::N,зиян,dano
590,Schaden::N,зиян,estrago
591,Schaden::N,зарал,dano
592,Schaden::N,зарал,estrago
593,Unglück::N,балагь,desgraça
594,Schuld::N,гӏайиб,culpa
595,Alter::N,гӏумру,idade
596,Schluss::N,ахир,fim
597,Zeit::N,заман,tempo
598,Tag::N,къо,dia
599,Morgen::N,радалмех,manhã
600,Mittag::N,къадемех,meio-dia
601,Abend::N,релъедамех,noite
602,Abend::N,релъедамех,tardinha
603,Nacht::N,сордо,noite
604,Woche::N,анкь,semana
605,Monat::N,моцӏ,mês
606,Jahr::N,сон,ano
607,Jahr::N,лъагӏел,ano
608,Frühling::N,их,primavera
609,Sommer::N,рии,verão
610,Herbst::N,хасалихълъи,outono
611,Winter::N,кьин,inverno
612,Januar::N,январь,Janeiro
613,Februar::N,февра́ль,Fevereiro
614,März::N,март,Março
615,April::N,апрель,Abril
616,Mai::N,май,Maio
617,Juni::N,июнь,Junho
618,Juli::N,июль,Julho
619,August::N,август,Agosto
620,September::N,сентябрь,Setembro
621,Oktober::N,октябрь,Outubro
622,November::N,ноябрь,Novembro
623,Dezember::N,декабрь,Dezembro
624,Montag::N,итни,segunda-feira
625,Dienstag::N,талат,terça-feira
626,Mittwoch::N,арбагӏ,quarta-feira
627,Donnerstag::N,хамиз,quinta-feira
628,Freitag::N,рузман,sexta-feira
629,Samstag::N,щамат,sábado
630,Sonntag::N,гьатӏан,domingo
631,groß::A,кӏудияб,grande
632,klein::A,гьитӏинаб,pequeno
633,lang::A,халатаб,comprido
634,kurz::A,къокъаб,curto
635,breit::A,гӏебаб,largo
636,schmal::A,къваридаб,estreito
637,dicht::A,ризаб,denso
638,dick[Gegenstand]::A,бицатаб,grosso
639,dünn::A,тӏеренаб,delgado
640,fein::A,тӏеренаб,fino
641,fein::A,тӏеренаб,subtil
642,fest::A,къвакӏараб,firme
643,fest::A,къвакӏараб,sólido
644,flach::A,чӏепараб,plano
645,glatt::A,цӏвакараб,liso
646,hart::A,кьварараб,duro
647,weich::A,тамахаб,mole
648,rund::A,гургинаб,redondo
649,spitz::A,бегӏераб,agudo
650,scharf::A,рекӏараб,afiado
651,stumpf::A,тӏехӏараб,rombo
652,stumpf::A,рекӏинчӏеб,rombo
653,schwer::A,бакӏаб,pesado
654,schön::A,берцинаб,belo
655,schön::A,берцинаб,bonito
656,heiß::A,лагьараб,quente
657,warm::A,хинаб,quente
658,kalt::A,квачараб,frio
659,kühl::A,квачараб,fresco
660,frisch::A,цӏияб,fresco
661,feucht::A,рагьараб,húmido
662,nass::A,би́ччараб,molhado
663,trocken::A,бакъвараб,seco
664,leer::A,чӏобогояб,vazio
665,offen::A,рагьараб,aberto
666,geschlossen::A,рахараб-къараб,fechado
667,sauber::A,бацӏцӏадаб,limpo
668,schmutzig::A,гъизараб,sujo
669,roh::A,хамаб,cru
670,roh::A,гӏатӏгояб,cru
671,reif::A,барщараб,maduro
672,lecker::A,тӏагӏамаб,delicioso
673,süß::A,гьуинаб,doce
674,bitter::A,кьогӏаб,amargo
675,sauer::A,цӏекӏаб,azedo
676,hell::A,канаб,claro
677,dunkel::A,бецӏаб,escuro
678,dunkel::A,бецӏаб,sombrio
679,schwarz::A,чӏегӏераб,preto
680,weiß::A,хъахӏаб,branco
681,rot::A,багӏараб,vermelho
682,gelb::A,гӏобилаб,amarelo
683,gelb::A,тӏогьилаб,amarelo
684,blau::A,хъахӏилаб,azul
685,grün::A,гӏурччинаб,verde
686,grau::A,накӏкӏуяб,cinzento
687,bunt::A,къвекӏаб,colorido
688,bunt::A,чара-гъараб,colorido
689,billig::A,учузаб,barato
690,teuer::A,хири́яб,caro
691,wertvoll::A,къиматаб,valioso
692,wertvoll::A,къиматаб,precioso
693,blind::A,беццаб,cego
694,taub::A,гъугъаб,surdo
695,kräftig::A,гучаб,forte
696,kräftig::A,гучаб,poderoso
697,stark::A,къуватаб,forte
698,stark::A,къуватаб,robusto
699,schwach::A,гӏажизаб,débil
700,fett::A,кьарияб,gordo
701,schlank::A,чергесаб,esbelto
702,hübsch::A,гьайбатаб,giro
703,hübsch::A,гьайбатаб,bonito
704,böse::A,ракӏквешаб,mau
705,dumm::A,гьагаб,parvo
706,dumm::A,гьагаб,estúpido
707,dumm::A,гӏантаб,parvo
708,dumm::A,гӏантаб,estúpido
709,faul::A,кӏохӏалаб,preguiçoso
710,faul::A,кӏухӏа́лаб,preguiçoso
711,fleißig::A,хӏаракатаб,aplicado
712,fleißig::A,хӏаракатаб,diligente
713,geizig::A,къарумаб,avarento
714,klug::A,лумияб,prudente
715,klug::A,лумияб,inteligente
716,geschickt::A,махщел бугев,hábil
717,lieb::A,гӏазизаб,caro
718,lieb::A,гӏазизаб,querido
719,lustig::A,кепаб,alegre
720,sanft::A,хӏалимаб,suave
721,sanft::A,хӏалимаб,brando
722,sanft::A,хӏере́наб,suave
723,sanft::A,хӏере́наб,brando
724,hungrig::A,бакъараб,faminto
725,krank::A,щокъаб,doente
726,krank::A,щокъаб,enfermo
727,krank::A,унтараб,doente
728,krank::A,унтараб,enfermo
729,nackt::A,гӏицӏаб,nu
730,nackt::A,гӏицӏаб,despido
731,nackt::A,чӏанкӏараб,nu
732,nackt::A,чӏанкӏараб,despido
733,traurig::A,пашманаб,triste
734,lebendig::A,чӏагояб,vivo
735,gut::A,лъикӏаб,bom
736,schlecht::A,къадараб,mau
737,schlecht::A,къадараб,ruim
738,richtig::A,битӏараб,justo
739,richtig::A,битӏараб,correcto
740,schlimm::A,нажасаб,mau
741,schlimm::A,нажасаб,grave
742,schlimm::A,къабихӏаб,mau
743,schlimm::A,къабихӏаб,grave
744,wahr::A,хӏакъаб,verdadeiro
745,wahr::A,битӏараб,verdadeiro
746,alt::A,басрияб,velho
747,alt::A,басрияб,antigo
748,neu::A,цӏияб,novo
749,ehemalig::A,цебе́госеб,antigo
750,alt[Lebewesen]::A,хераб,velho
751,jung::A,тӏинчӏаб,jovem
752,jung::A,гӏолохъанаб,jovem
753,arm::A,пакъираб,pobre
754,reich::A,бечедаб,rico
755,bekannt::A,лъалеб,conhecido
756,berühmt::A,машгьураб,famoso
757,berühmt::A,машгьураб,célebre
758,fremd::A,чияр,alheio
759,fremd::A,чияр,estranho
760,verschieden::A,батӏи-батӏияб,diverso
761,verschieden::A,батӏи-батӏияб,diferente
762,nah::A,гӏагарда бугеб,próximo
763,fern::A,рикӏкӏадаб,remoto
764,fern::A,рикӏкӏадаб,distante
765,linker::A,квегӏаб,esquerdo
766,rechter::A,кваранаб,direito
767,anderer::A,батӏияб,outro
