,Concept_ID,el,mrj
146,Blatt::N,φύλλο,листӹ
147,Birke::N,σημύδα,куги
148,Kiefer[Baum]::N,πεύκο,йӓктӹ
149,Weide[Baum]::N,ιτιά,уа
150,Tanne::N,έλατο,кож
151,Horn::N,κέρας,шур
152,Horn::N,κέρατο,шур
153,Feder::N,φτερό,пын
154,Fell::N,δέρμα,кавашты
155,Fell::N,τομάρι,кавашты
156,Flügel::N,πτερύγιο,шылдыр
157,Klaue::N,κουλό,кӹч
158,Kralle::N,νύχι,лапа
159,Schwanz::N,ουρά,пач
160,Ei::N,αβγό,мыны
161,Nest::N,φωλιά,пӹжӓш
162,Bau::N,φωλιά,ыраж
163,Tier::N,ζώο,во́льык
164,Herde::N,κοπάδι,кӹтö
165,Kuh::N,αγελάδα,ышкал
166,Bulle::N,ταύρος,ӱшкӱж
167,Pferd::N,άλογο,имни
168,Schaf::N,πρόβατο,шарык
169,Schwein::N,γουρούνι,сасна
170,Hund::N,σκυλί,пи
171,Hund::N,σκύλος,пи
172,Katze::N,γάτα,коти
173,Bär::N,άρκτος,мöскӓ
174,Bär::N,αρκούδα,мöскӓ
175,Eichhörnchen::N,βερβερίτσα,ур
176,Elch::N,άλκη,шарды
177,Fuchs::N,αλεπού,рӹвӹж
178,Hase::N,λαγός,морен
179,Maus::N,ποντικός,каля
180,Wolf::N,λύκος,пирӹ
181,Vogel::N,πουλί,кек
182,Schwarm::N,σμήνος,цуца
183,Huhn::N,κότα,цӹвӹ
184,Huhn::N,όρνιθα,цӹвӹ
185,Hahn::N,πετεινός,ӓптӓн
186,Gans::N,χήνα,комбы
187,Adler::N,αετός,кучкыж
188,Ente::N,πάπια,лыды
189,Eule::N,κουκουβάγια,тымана
190,Kranich::N,γερανός,тырня
191,Kranich::N,γερανός,тыртня
192,Krähe::N,καρακάξα,лудыгарак
193,Kuckuck::N,κούκος,куку
194,Schwan::N,κύκνος,йӱксӹ
195,Fisch::N,ψάρι,кол
196,Barsch::N,πέρκα,алангы
197,Hecht::N,λούτσος,нуж
198,Hecht::N,λούτσος,нужгол
199,Schlange[Tier]::N,φίδι,кӹшкы
200,Wurm::N,σκουλήκι,шукш
201,Spinne::N,αράχνη,ӓнгӹремшӹ
202,Ameise::N,μυρμήγκι,кыткы
203,Laus::N,ψείρα,ти
204,Mücke::N,κουνούπι,кужнер
205,Mücke::N,κουνούπι,кужынер
206,Fliege::N,μύγα,шӹнгӓ
207,Schmetterling::N,πεταλούδα,лӹпӹ
208,Beere::N,ρόγα,мöр
209,Apfel::N,μήλο,олма
210,Pilz::N,μανιτάρι,понгы
211,Zwiebel::N,κρεμμύδι,охыра
212,Saat::N,σπόρος,нӱшмӹ
213,Saat::N,σπόρος,нӱшмӱ
214,Korn::N,σπυρί,пӹрцӹ
215,Heu::N,σανός,шуды
216,Schale::N,τσόφλι,аваха
217,Schale::N,τσόφλι,карлангы
218,Grube::N,λάκκος,йӓм
219,Falle::N,παγίδα,лӱдӹ
220,Falle::N,παγίδα,лӱдӹш
221,Schlinge::N,θηλειά,онгы
222,Spur::N,ίχνος,кишӓ
223,Asche::N,στάχτη,ломых
224,Asche::N,στάχτη,ломпыж
225,Dreck::N,βρωμιά,лявӹрӓ
226,Eisen::N,σίδερο,кӹртни
227,Gold::N,μάλαμα,шöртни
228,Gold::N,μάλαμα,шöртньӹ
229,Gold::N,χρυσάφι,шöртни
230,Gold::N,χρυσάφι,шöртньӹ
231,Silber::N,ασήμι,ши
232,Silber::N,άργυρος,ши
233,Kohle::N,κάρβουνο,шӱ
234,Glas::N,γυαλί,охоница
235,Lehm::N,πηλός,шун
236,Sand::N,άμμος,ошма
237,Mensch::N,άνθρωπος,эдем
238,Mann::N,άνδρας,пӱэргӹ
239,Frau::N,γυναίκα,ӹдӹрӓмӓш
240,Kind::N,παιδί,ӓзӓ
241,Kind::N,παιδί,шачшы
242,Junge::N,αγόρι,рвезӹ
243,Junge::N,αγόρι,ӹрвезӹ
244,Mädchen::N,κοπέλα,ӹдӹрӓш
245,Mädchen::N,κορίτσι,ӹдӹрӓш
246,Familie::N,οικογένεια,йиш
247,Familie::N,οικογένεια,семня
248,Großvater::N,παππούς,тьоти
249,Großmutter::N,γιαγιά,папа
250,Eltern::N,γονείς,ӓтя-ӓвӓ
251,Vater::N,πατέρας,ӓтя
252,Mutter::N,μητέρα,ӓвӓ
253,Sohn::N,γιος,эргӹ
254,Tochter::N,κόρη,ӹдӹр
255,Bruder::N,αδελφός,ӹза
256,Schwester::N,αδελφή,ӓкӓ
257,Onkel::N,θείος,кугуза
258,Tante::N,θεία,куака
259,Ehemann::N,σύζυγος,мары
260,Ehefrau::N,σύζυγος,вӓтӹ
261,Freude::N,χαρά,ӹвӹртӹмӓш
262,Gelächter::N,γέλια,ваштылмаш
263,Glück::N,ευτυχία,пиӓл
264,Kummer::N,έγνοια,ясы
265,Wunsch::N,επιθυμία,охата
266,Wunsch::N,επιθυμία,шанымаш
267,Lust::N,όρεξη,шӓр
268,Lust::N,όρεξη,охата
269,Lust::N,όρεξη,шанымаш
270,Geist::N,πνέυμα,тух
271,Gedanke::N,σκέψη,шанымаш
272,Gedächtnis::N,μνήμη,ӓш
273,Verstand::N,νους,ыш
274,Sinn::N,νόημα,кын
275,Grund::N,λόγος,вир
276,Wahrheit::N,αλήθεια,тöр
277,Gespräch::N,συνομιλία,хытырымаш
278,Märchen::N,παραμύθι,ямак
279,Erzählung::N,διήγημα,шайыштмаш
280,Nachricht::N,είδηση,увертӓрӹмӓш
281,Neuigkeit::N,νέο,увер
282,Name::N,όνομα,лӹм
283,Rätsel::N,αίνιγμα,тышты
284,Rede::N,λόγος,шая
285,Rede::N,λόγος,шамак
286,Rede::N,ομιλία,шая
287,Rede::N,ομιλία,шамак
288,Sprache::N,γλώσσα,йӹлмӹ
289,Stimme::N,φωνή,юк
290,Wort::N,λέξη,шамак
291,Zeichen::N,σημείο,палӹ
292,Ruf::N,κραυγή,сӹгӹрӹмӓш
293,Lärm::N,θόρυβος,юкланымащ
294,Laut::N,ήχος,юк
295,Ton::N,ήχος,юк
296,Ton::N,τόνος,юк
297,Lied::N,τραγούδι,мыры
298,Ruhe::N,ησυχία,тыр
299,Leute::N,κόσμος,эдемвлӓ
300,Leute::N,άνθρωποι,эдемвлӓ
301,Volk::N,λαός,халык
302,Arbeit::N,εργασία,пӓшӓ
303,Gast::N,επισκέπτης,хына
304,Geschenk::N,δώρο,подарка
305,Spiel::N,παιχνίδι,мадыш
306,Gesellschaft::N,κοινωνία,йӓл
307,Gesellschaft::N,κοινωνία,йӓлвлӓ
308,Hilfe::N,βοήθεια,палшык
309,Freund::N,φίλος,тӓнг
310,Kamerad::N,σύντροφος,тос
311,Angelegenheit::N,υπόθεση,дела
312,Angelegenheit::N,υπόθεση,йела
313,Angelegenheit::N,υπόθεση,йыла
314,Angelegenheit::N,υπόθεση,пӓшӓ
315,Anzahl::N,αριθμός,шот
316,Art::N,είδος,цӹре
317,Stück::N,κομμάτι,лаштык
318,Teil::N,μέρος,пай
319,Teil::N,μέρος,часть
320,Hälfte::N,μισό,пел
321,Kreis::N,κύκλος,тӹртӹш
322,Kreuz::N,σταυρός,крестӹ
323,Linie::N,γραμμή,
324,Strich::N,γραμμή,
325,Abstand::N,απόσταση,ло
326,Entfernung::N,απόσταση,ло
327,Gegend::N,περιοχή,вӓр
328,Gegend::N,τοποθεσία,вӓр
329,Platz::N,χώρος,вӓр
330,Ort::N,τόπος,вӓр
331,Seite::N,πλευρά,öрдӹж
332,Mitte::N,μέση,ло
333,Gegenstand::N,αντικείμενο,хӓдӹр
334,Sache::N,πράγμα,хӓдӹр
335,Rand::N,άκρη,шöр
336,Rand::N,χείλος,шöр
337,Kante::N,άκρη,шöр
338,Ecke::N,γωνιά,лык
339,Spitze::N,μύτη,вуй
340,Ende::N,άκρη,вуй
341,Ende::N,άκρη,мычаш
342,Loch::N,τρύπα,ыраж
343,Winkel::N,γωνία,лык
344,Muster::N,σχέδιο,тӹрлец
345,Größe::N,μέγεθος,кӱкшӹц
346,Länge::N,μήκος,кыт
347,Höhe::N,ύψος,кӱкшӹц
348,Gewicht::N,βάρος,нелӹц
349,Menge::N,ποσότητα,шот
350,Haufen::N,σωρός,ара
351,Reihe::N,αράδα,ряд
352,Boot::N,βάρκα,пыш
353,Ruder::N,κουπί,вешлӓ
354,Schlitten::N,έλκηθρο,тир
355,Ski::N,σκι,ечӹ
356,Lagerfeuer::N,φωτιά,тыл
357,Last::N,φορτίο,нелӹц
358,Gang::N,δρόμος,ход
359,Schritt::N,βήμα,ашкыл
360,Norden::N,βορράς,йыдпелвел
361,Süden::N,νότος,кечӹвӓлвел
362,Westen::N,δύση,кечӹ шӹцмӹ
363,Osten::N,ανατολή,ирвел
364,Osten::N,ανατολή,кечӹ лӱлтмӹ
365,Holz::N,ξύλο,пушӓнгӹ
366,Brett::N,σανίδι,ханга
367,Platte::N,πλάκα,плитӓ
368,Stütze::N,στήριγμα,цӓрӓк
369,Stange::N,ραβδί,равы
370,Stange::N,ραβδί,намаш
371,Stange::N,κοντός,равы
372,Stange::N,κοντός,намаш
373,Stock::N,ξύλο,панды
374,Stock::N,μπαστούνι,панды
375,Stab::N,ραβδί,равы
376,Rohr::N,σωλήνας,пыч
377,Haus::N,σπίτι,пöрт
378,Heim::N,σπίτι,пöрт
379,Ofen::N,σόμπα,камака
380,Ofen::N,θερμάστρα,камака
381,Fußboden::N,πάτωμα,седӹрӓ
382,Tisch::N,τραπέζι,стöл
383,Stuhl::N,καρέκλα,пöкен
384,Wiege::N,κούνια,шипкӓ
385,Bett::N,κρεβάτι,койка
386,Bett::N,κρεβάτι,кравать
387,Regal::N,ράφι,полицӓ
388,Kiste::N,κιβώτιο,шӱ́ндӹк
389,Fenster::N,παράθυρο,окня
390,Tür::N,πόρτα,амаса
391,Tor::N,πύλη,хапка
392,Zaun::N,φράχτης,забор
393,Dach::N,στέγη,левӓш
394,Leiter::N,σκάλα,ташкалтыш
395,Leiter::N,κλίμακα,ташкалтыш
396,Besen::N,σκούπα,сало
397,Besen::N,σκούπα,салко
398,Spaten::N,φτυάρι,кольмы
399,Schaufel::N,φτυάρι,лоток
400,Gabel::N,πιρούνι,ви́лка
401,Löffel::N,κουτάλι,савала
402,Messer::N,μαχαίρι,кӹзӹ
403,Nagel::N,καρφί,пыда
404,Netz::N,δίχτυ,вӓпш
405,Haken::N,γάντζος,крӱк
406,Haken::N,γάντζος,кагак
407,Haken::N,αγκίστρι,крӱк
408,Haken::N,αγκίστρι,кагак
409,Griff::N,λαβή,кычем
410,Schloss::N,κλειδαριά,замок
411,Schloss::N,κλειδαριά,сыравач
412,Bild::N,εικόνα,картин
413,Figur::N,ανάστημα,кӓн
414,Puppe::N,κούκλα,поханя
415,Beutel::N,πουγγί,мешӓк
416,Bündel::N,δεμάτι,топ
417,Bündel::N,δεμάτι,пидӹш
418,Bündel::N,δεμάτι,кӹлдӹш
419,Tasche::N,τσάντα,сумкы
420,Eimer::N,κουβάς,ведӹрӓ
421,Deckel::N,καπάκι,комдыш
422,Geschirr::N,σκεύη,ӓтӹ
423,Sack::N,σάκος,мешӓк
424,Tasse::N,φλιτζάνι,цӓшкӓ
425,Topf::N,χύτρα,ми́ска
426,Kessel::N,καζάνι,пад
427,Essen::N,φαγητό,качкыш
428,Essen::N,φαγητό,качкыш-йӱш
429,Nahrung::N,τροφή,качкыш
430,Nahrung::N,τροφή,качкыш-йӱш
431,Speise::N,φαγητό,няня
432,Fleisch::N,κρέας,пай
433,Getreide::N,σιτάρι,киндӹ
434,Brei::N,χυλός,шӹрӓш
435,Brot::N,ψωμί,сыкыр
436,Brot::N,άρτος,сыкыр
437,Scheibe::N,φέτα,ламыт
438,Scheibe::N,φέτα,лаштык
439,Fett::N,πάχος,кая
440,Butter::N,βούτυρο,ӱ
441,Öl::N,λάδι,ӱ
442,Salz::N,αλάτι,санзал
443,Suppe::N,σούπα,лем
444,Honig::N,μέλι,мӱ
445,Milch::N,γάλα,шӹшер
446,Tee::N,τσάι,чӓй
447,Leder::N,πετσί,шарга
448,Leder::N,πετσί,кавашты
449,Wolle::N,μαλλί,миж
450,Stoff::N,ύφασμα,матер
451,Stoff::N,ύφασμα,матери
452,Nadel::N,βελόνα,им
453,Faden::N,κλωστή,шӹртӹ
454,Knopf::N,κουμπί,полдыш
455,Knoten::N,κόμπος,пӱкшем
456,Farbe::N,μπογιά,чиӓ
457,Farbe::N,μπογιά,крӓскӓ
458,Kleidung::N,ρούχα,выргем
459,Kleidung::N,ενδυμασία,выргем
460,Hemd::N,πουκάμισο,тыгыр
461,Kragen::N,κολάρο,шӱ
462,Ärmel::N,μανίκι,шокш
463,Hose::N,πανταλόνι,ялаш
464,Gürtel::N,ζώνη,ӹштӹ
465,Mütze::N,σκούφος,упш
466,Schuh::N,παπούτσι,ту́фльы
467,Stiefel::N,μπότα,кем
468,Ring::N,δαχτυλίδι,шӓргӓш
469,Band::N,κορδέλα,лемтӓ
470,Kamm::N,χτένα,шерге
471,Spiegel::N,καθρέφτης,тӹгӹр
472,Riemen::N,λουρί,прӓжӓ
473,Schnur::N,κορδόνι,кӓндӹра
474,Leine::N,σχοινί,керем
475,Decke::N,κουβέρτα,одеял
476,Kissen::N,μαξιλάρι,кӹпцӹк
477,Tuch::N,πανί,савыц
478,Tuch::N,μαντήλι,савыц
479,Handtuch::N,πετσέτα,шӹргӹсавыц
480,Handtuch::N,πετσέτα,шӹргӹмсавыц
481,Kraft::N,δύναμη,ви
482,Stärke::N,ισχύς,ви
483,Stärke::N,δύναμη,ви
484,Gesundheit::N,υγεία,шу
485,Gesundheit::N,υγεία,шулык
486,Krankheit::N,αρρώστια,мыж
487,Schmerz::N,πόνος,карштыш
488,Wunde::N,πληγή,шушыр
489,Fieber::N,πυρετός,ӱштӹмыж
490,Arznei::N,φάρμακο,лекӓрцӹ
491,Brücke::N,γέφυρα,кӹвер
492,Brunnen::N,πηγάδι,вӹдсӹнзӓ
493,Weide::N,βοσκή,ныр
494,Pfad::N,μονοπάτι,ялгорны
495,Weg::N,δρόμος,корны
496,Straße::N,οδός,корны
497,Straße::N,δρόμος,корны
498,Dorf::N,χωριό,сола
499,Stadt::N,πόλη,города
500,Brief::N,γράμμα,сирмӓш
501,Brief::N,επιστολή,сирмӓш
502,Buch::N,βιβλίο,книгӓ
503,Buchstabe::N,γράμμα,буква́
504,Zeitung::N,εφημερίδα,газет
505,Zeitung::N,εφημερίδα,кайзет
506,Leben::N,ζωή,житя
507,Leben::N,βίος,житя
508,Tod::N,θάνατος,смöрт
509,Grab::N,τάφος,шӹгер
510,Grab::N,τάφος,мыгилӓ
511,Grab::N,τάφος,шӹгерлӓ
512,Kirche::N,εκκλησία,церкӹ
513,Sünde::N,αμαρτία,сулык
514,Gott::N,θεός,йымы
515,Arbeiter::N,εργάτης,пӓшӓзӹ
516,Chef::N,προϊστάμενος,вуй
517,Meister::N,μάστορας,мастар
518,Meister::N,αρχιτεχνίτης,мастар
519,Arzt::N,γιατρός,доктор
520,Lehrer::N,δάσκαλος,тымдышы
521,Geld::N,λεφτά,окса
522,Geld::N,χρήματα,окса
523,Geschäft::N,συναλλαγή,торге́йӹмӓш
524,Laden::N,μαγαζί,лапка
525,Laden::N,μαγαζί,магазин
526,Laden::N,κατάστημα,лапка
527,Laden::N,κατάστημα,магазин
528,Preis::N,τιμή,ӓк
529,Ware::N,εμπόρευμα,товар
530,Nutzen::N,όφελος,пайда
531,Reichtum::N,πλούτος,перке
532,Welt::N,κόσμος,сӓндӓлӹк
533,Welt::N,κόσμος,свет
534,Land::N,χώρα,сӓндӓлӹк
535,Staat::N,κράτος,кугижӓншӹ
536,Staat::N,πολιτεία,кугижӓншӹ
537,König::N,βασιλιάς,король
538,Macht::N,εξουσία,власть
539,Grenze::N,σύνορα,пӹсмӓн
540,Krieg::N,πόλεμος,вырсы
541,Feind::N,εχθρός,тышман
542,Gewalt::N,βία,ви
543,Kampf::N,αγώνας,кредӓлмӓш
544,Bogen[Waffe]::N,τόξο,янгеж
545,Pfeil::N,σαΐτα,пикш
546,Gewehr::N,τουφέκι,пичӓл
547,Fehler::N,λάθος,самынь
548,Fehler::N,σφάλμα,самынь
549,Lüge::N,ψέμα,шая
550,Lüge::N,ψεύδος,шая
551,Schaden::N,ζημία,вре́дӓ
552,Unglück::N,δυστυχία,пёда
553,Unglück::N,δυστυχία,тымаша
554,Schuld::N,ενοχή,вуйнамат
555,Schuld::N,φταίξιμο,вуйнамат
556,Alter::N,ηλικία,иӓш
557,Alter::N,ηλικία,игечӹ
558,Schluss::N,τέλος,пӹтӓртӹш
559,Zeit::N,χρόνος,веремӓ
560,Tag::N,μέρα,кечӹ
561,Tag::N,ημέρα,кечӹ
562,Morgen::N,πρωί,ир
563,Morgen::N,πρωί,ирок
564,Mittag::N,μεσημέρι,кечӹвӓл
565,Abend::N,βράδυ,вады
566,Nacht::N,νύχτα,йыд
567,Woche::N,εβδομάδα,ӓрня
568,Monat::N,μήνας,тӹ́лзӹ
569,Jahr::N,έτος,год
570,Jahr::N,χρόνος,год
571,Frühling::N,άνοιξη,шошым
572,Sommer::N,καλοκαίρι,кӓнгӹж
573,Herbst::N,φθινόπωρο,шӹжӹ
574,Winter::N,χειμώνας,тел
575,Winter::N,χειμώνας,телӹ
576,Januar::N,Ιανουάριος,январ
577,Januar::N,Ιανουάριος,январь
578,Februar::N,Φεβρουάριος,февраль
579,März::N,Μάρτιος,март
580,April::N,Απρίλιος,апрель
581,Mai::N,Μάιος,май
582,Juni::N,Ιούνιος,июнь
583,Juli::N,Ιούλιος,июль
584,August::N,Αύγουστος,август
585,September::N,Σεπτέμβριος,сентябрь
586,Oktober::N,Οκτώβριος,октябрь
587,November::N,Νοέμβριος,ноябрь
588,Dezember::N,Δεκέμβριος,декавыр
589,Montag::N,Δευτέρα,шачмы
590,Dienstag::N,Τρίτη,кышкыжмы
591,Mittwoch::N,Τετάρτη,вӹрчегӹ
592,Donnerstag::N,Πέμπτη,изӓрня
593,Freitag::N,Παρασκευή,когарня
594,Samstag::N,Σάββατο,кукшыгечӹ
595,Sonntag::N,Κυριακή,рушӓрня
596,groß::A,μεγάλος,кого
597,klein::A,μικρός,изи
598,lang::A,μακρύς,кужы
599,kurz::A,κοντός,кӹтӹк
600,breit::A,φαρδύς,кымда
601,schmal::A,στενός,ӓнгӹсӹр
602,dicht::A,πυκνός,шӹре
603,dick[Gegenstand]::A,παχύς,кӹжгӹ
604,dick[Gegenstand]::A,χοντρός,кӹжгӹ
605,dünn::A,ψιλός,вӹцкӹж
606,dünn::A,λεπτός,вӹцкӹж
607,fein::A,ψιλός,пыльга
608,fest::A,στερεός,цаткыды
609,flach::A,επίπεδος,тӓлякӓ
610,glatt::A,λείος,ягылгы
611,glatt::A,ομαλός,ягылгы
612,hart::A,σκληρός,пингӹдӹ
613,weich::A,μαλακός,пышкыды
614,rund::A,στρογγυλός,тӹртӹш
615,spitz::A,μυτερός,кашар
616,scharf::A,κοφτερός,кашар
617,stumpf::A,αμβλύς,нӹшкӹ
618,schwer::A,βαρύς,нелӹ
619,schön::A,ωραίος,цевер
620,schön::A,ωραίος,олмыдшы
621,schön::A,όμορφος,цевер
622,schön::A,όμορφος,олмыдшы
623,heiß::A,ζεστός,шокшы
624,warm::A,θερμός,шокшы
625,kalt::A,κρύος,ӱштӹ
626,kalt::A,ψυχρός,ӱштӹ
627,kühl::A,δροσερός,юалгы
628,kühl::A,δροσερός,йонгата
629,frisch::A,νωπός,йонгата
630,frisch::A,φρέσκος,йонгата
631,feucht::A,υγρός,ӹлӹкшӹ
632,feucht::A,υγρός,вӹдӹжгӹ
633,nass::A,βρεγμένος,начкы
634,trocken::A,ξηρός,кукшы
635,trocken::A,στεγνός,кукшы
636,voll::A,γεμάτος,темшӹ
637,voll::A,γεμάτος,темыман
638,leer::A,άδειος,йӓрӓ
639,offen::A,ανοιχτός,виш
640,geschlossen::A,κλειστός,чӱчмӹ
641,geschlossen::A,κλειστός,тӹкӹлӓлтшӹ
642,sauber::A,καθαρός,ире
643,schmutzig::A,βρώμικος,шоран
644,schmutzig::A,βρώμικος,лявӹрӓн
645,schmutzig::A,βρώμικος,шорангшы
646,schmutzig::A,λερωμένος,шоран
647,schmutzig::A,λερωμένος,лявӹрӓн
648,schmutzig::A,λερωμένος,шорангшы
649,roh::A,ωμός,пеле кӱшӹ
650,reif::A,ώριμος,кӱшӹ
651,lecker::A,νόστιμος,тотан
652,süß::A,γλυκός,мӱӓн
653,bitter::A,πικρός,качы
654,sauer::A,ξινός,шапы
655,hell::A,φωτεινός,соты
656,hell::A,φωτεινός,валгыды
657,dunkel::A,σκοτεινός,пӹц
658,dunkel::A,σκοτεινός,пӹцкемӹш
659,schwarz::A,μαύρος,шим
660,schwarz::A,μελανός,шим
661,weiß::A,άσπρος,ош
662,weiß::A,άσπρος,ошы
663,rot::A,κόκκινος,якшаргы
664,gelb::A,κίτρινος,сар
665,gelb::A,κίτρινος,сары
666,blau::A,μπλε,симсӹ
667,blau::A,γαλανός,симсӹ
668,grün::A,πράσινος,ыжар
669,grau::A,γκρίζος,луды
670,bunt::A,ποικιλόχρωπος,ала
671,billig::A,φτηνός,шулдаш
672,teuer::A,ακριβός,шергӹ
673,teuer::A,ακριβός,шергӓкӓн
674,wertvoll::A,πολύτιμος,ӓкӓн
675,blind::A,τυφλός,слöпöй
676,blind::A,τυφλός,сльöпöй
677,taub::A,κουφός,тӱтӱк
678,kräftig::A,δυνατός,виӓн
679,stark::A,γερός,виӓн
680,schwach::A,αδύνατος,шава
681,schwach::A,αδύνατος,лӹпкӓ
682,schwach::A,αδύνατος,слабка
683,fett::A,παχύς,таза
684,schlank::A,λεπτός,яштака
