,Concept_ID,pl,lez
147,Kralle::N,pazur,тапас
148,Schwanz::N,ogon,ттум
149,Ei::N,jajko,кака
150,Nest::N,gniazdo,муг
151,Bau::N,nora,тӏеквен
152,Tier::N,zwierzę,гьайван
153,Herde::N,stado,суьруь
154,Herde::N,trzoda,суьруь
155,Kuh::N,krowa,ккал
156,Bulle::N,byk,яц
157,Bulle::N,byk,бугъа
158,Pferd::N,koń,балкӏан
159,Schaf::N,owca,хеб
160,Schwein::N,świnia,вак
161,Hund::N,pies,кицӏ
162,Katze::N,kot,кац
163,Katze::N,kotka,кац
164,Bär::N,niedźwiedż,сев
165,Eichhörnchen::N,wiewiórka,белка
166,Elch::N,łóś,лось
167,Fuchs::N,lis,сикӏ
168,Hase::N,zając,къуьр
169,Maus::N,mysz,кьиф
170,Wolf::N,wilk,жанавур
171,Vogel::N,ptak,луван ничхир
172,Schwarm::N,stado,луж
173,Huhn::N,kura,верч
174,Hahn::N,kogut,кӏек
175,Gans::N,gęś,къаз
176,Adler::N,orzeł,лекь
177,Ente::N,kaczka,пӏатӏ
178,Eule::N,sowa,тӏиб
179,Kranich::N,żuraw,дурна
180,Krähe::N,wrona,къаргъа
181,Kuckuck::N,kukułka,кукупӏ
182,Schwan::N,łabędż,къугь
183,Fisch::N,ryba,гъед
184,Barsch::N,okoń,окунь
185,Hecht::N,szczupak,щука
186,Schlange[Tier]::N,wąż,илан
187,Schlange[Tier]::N,wąż,гъуьлягъ
188,Schlange[Tier]::N,żmija,илан
189,Schlange[Tier]::N,żmija,гъуьлягъ
190,Wurm::N,robak,квак
191,Spinne::N,pająk,хуьшрекан
192,Ameise::N,mrówka,цегв
193,Laus::N,wesz,нет
194,Mücke::N,komar,ветӏ
195,Fliege::N,mucha,тӏветӏ
196,Schmetterling::N,motyl,чепелукь
197,Beere::N,jagoda,куьлуь емиш
198,Apfel::N,jabłko,ич
199,Pilz::N,grzyb,къарникъуз
200,Zwiebel::N,cebula,чичӏек
201,Saat::N,siew,тумар
202,Korn::N,ziarno,твар
203,Heu::N,siano,векь
204,Heu::N,siano,векьер
205,Schale::N,łupina,пириш
206,Schale::N,łupina,хъуьруьш
207,Grube::N,dół,фур
208,Grube::N,jama,фур
209,Falle::N,pułapka,ракьар
210,Schlinge::N,sidła,гьалкъа
211,Spur::N,ślad,гел
212,Asche::N,popiół,руьхъ
213,Dreck::N,brud,чирк
214,Dreck::N,brud,кьуруш
215,Eisen::N,żelazo,ракь
216,Gold::N,złoto,алтун
217,Silber::N,srebro,гимиш
218,Kohle::N,węgiel,цӏивин
219,Glas::N,szkło,шуьше
220,Lehm::N,glina,ччеб
221,Sand::N,piasek,къум
222,Mensch::N,człowiek,инсан
223,Mann::N,mężczyzna,итим
224,Frau::N,kobieta,паб
225,Frau::N,kobieta,дишегьли
226,Kind::N,dziecko,аял
227,Junge::N,chłopak,гада
228,Junge::N,chłopiec,гада
229,Mädchen::N,dziewczynka,руш
230,Familie::N,rodzina,хзан
231,Familie::N,rodzina,килфет
232,Großvater::N,dziadek,чӏехи буба
233,Großmutter::N,babka,чӏехи диде
234,Eltern::N,rodzice,диде-буба
235,Vater::N,ojciec,буба
236,Mutter::N,matka,диде
237,Sohn::N,syn,хва
238,Tochter::N,córka,руш
239,Bruder::N,brat,стха
240,Schwester::N,siostra,вах
241,Onkel::N,wuj,ими
242,Onkel::N,wuj,халу
243,Onkel::N,stryj,ими
244,Onkel::N,stryj,халу
245,Tante::N,ciotka,эме
246,Tante::N,ciotka,хала
247,Ehemann::N,mąż,гъуьл
248,Ehefrau::N,żona,паб
249,Freude::N,radość,шадвал
250,Gelächter::N,śmiech,хъвер
251,Glück::N,szczęście,бахт
252,Kummer::N,zmartwienie,дерт
253,Kummer::N,zmartwienie,хажалат
254,Wunsch::N,życzenie,мурад
255,Lust::N,chęć,гьевес
256,Lust::N,ochota,гьевес
257,Geist::N,duch,руьгь
258,Gedanke::N,myśl,фикир
259,Gedächtnis::N,pamięć,
260,Verstand::N,rozum,акьул
261,Sinn::N,zmysł,мана
262,Grund::N,powód,себеб
263,Wahrheit::N,prawda,керчек
264,Wahrheit::N,prawda,гьакъикъат
265,Gespräch::N,rozmowa,ихтилат
266,Märchen::N,bajka,мах
267,Erzählung::N,opowiadanie,кьиса
268,Nachricht::N,wiadomość,хабар
269,Neuigkeit::N,nowina,цӏийи хабар
270,Name::N,imię,тӏвар
271,Rätsel::N,zagadka,мискӏал
272,Rede::N,mowa,рахун
273,Sprache::N,język,чӏал
274,Stimme::N,głos,ван
275,Wort::N,słowo,гаф
276,Zeichen::N,znak,ишара
277,Ruf::N,wołanie,эвер
278,Lärm::N,hałas,ван-сес
279,Lärm::N,zgiełk,ван-сес
280,Laut::N,dźwięk,ван
281,Laut::N,dźwięk,сес
282,Ton::N,ton,ван-сес
283,Ton::N,dźwięk,ван-сес
284,Lied::N,pieśń,мани
285,Lied::N,piosenka,мани
286,Ruhe::N,spokój,ласвал
287,Ruhe::N,spokój,фаракъат
288,Ruhe::N,spokój,асайиш
289,Leute::N,ludzie,инсанар
290,Volk::N,naród,халкь
291,Arbeit::N,praca,кӏвалах
292,Arbeit::N,robota,кӏвалах
293,Gast::N,gość,мугьман
294,Geschenk::N,prezent,савкьат
295,Geschenk::N,podarunek,савкьат
296,Spiel::N,gra,къугъун
297,Spiel::N,zabawa,къугъун
298,Gesellschaft::N,towarzystwo,жемят
299,Gesellschaft::N,towarzystwo,общество
300,Hilfe::N,pomoc,куьмек
301,Freund::N,przyjaciel,дуст
302,Kamerad::N,kolega,яр-дуст
303,Angelegenheit::N,sprawa,кар
304,Anzahl::N,ilość,сан
305,Anzahl::N,ilość,кьадар
306,Art::N,rodzaj,жуьре
307,Stück::N,kawałek,кӏус
308,Teil::N,część,пай
309,Hälfte::N,połowa,зур
310,Hälfte::N,połowa,зур пай
311,Kreis::N,krąg,круг
312,Kreis::N,krąg,чкаяр
313,Kreis::N,krąg,элкъвей цӏар
314,Kreuz::N,krzyż,хаш
315,Linie::N,linia,цӏар
316,Strich::N,kreska,цӏар
317,Abstand::N,odstęp,ара
318,Entfernung::N,odległość,мензил
319,Gegend::N,okolica,чка
320,Platz::N,miejsce,ара
321,Ort::N,miejsce,чка
322,Seite::N,bok,пад
323,Seite::N,strona,пад
324,Mitte::N,środek,юкь
325,Gegenstand::N,przedmiot,затӏ
326,Sache::N,rzecz,шей
327,Sache::N,rzecz,затӏ
328,Rand::N,skraj,къерех
329,Rand::N,krawędź,къерех
330,Kante::N,kant,син
331,Kante::N,krawędź,син
332,Ecke::N,róg,пӏипӏ
333,Spitze::N,ostrze,кӏвенкӏв
334,Ende::N,koniec,кьил
335,Loch::N,dziura,тӏеквен
336,Winkel::N,kąt,пӏипӏ
337,Winkel::N,kącik,пӏипӏ
338,Muster::N,wzór,гишир
339,Größe::N,rozmiar,кьадар
340,Größe::N,wielkość,кьадар
341,Länge::N,długość,яргъивал
342,Höhe::N,wysokość,кьакьанвал
343,Gewicht::N,ciężar,заланвал
344,Menge::N,ilość,кьадар
345,Haufen::N,kupa,хара
346,Reihe::N,rząd,жерге
347,Reihe::N,szereg,жерге
348,Boot::N,łódź,луьткве
349,Boot::N,łódka,луьткве
350,Ruder::N,wiosło,кьусу
351,Schlitten::N,sanki,гъелерар
352,Ski::N,narta,
353,Lagerfeuer::N,ognisko,цӏай
354,Last::N,ciężar,заланвал
355,Last::N,brzemię,заланвал
356,Gang::N,chód,ериш
357,Schritt::N,krok,къадам
358,Norden::N,północ,кефер
359,Norden::N,północ,кефер пад
360,Süden::N,południe,кьибле
361,Westen::N,zachód,рагъакӏидай пад
362,Osten::N,wschód,рагъэкъечӏдай пад
363,Holz::N,drzewo,кӏарас
364,Brett::N,deska,кьул
365,Brett::N,deska,тахта
366,Platte::N,płyta,
367,Stütze::N,podpora,даях
368,Stange::N,drąg,юрк
369,Stange::N,żerdź,юрк
370,Stock::N,kij,лаш
371,Stock::N,laska,лаш
372,Stab::N,pręt,юрк
373,Rohr::N,rura,турба
374,Haus::N,dom,ужагъ
375,Heim::N,dom,кӏвал
376,Ofen::N,piec,пич
377,Fußboden::N,podłoga,кӏвалин ччил
378,Tisch::N,stół,стол
379,Stuhl::N,krzesło,стул
380,Wiege::N,kołyska,кьеб
381,Bett::N,łóżko,тахт
382,Bett::N,pościel,тахт
383,Regal::N,regał,кьацӏ
384,Kiste::N,skrzynia,ящик
385,Fenster::N,okno,дакӏар
386,Tür::N,drzwi,рак
387,Tor::N,brama,варар
388,Zaun::N,płot,пару
389,Zaun::N,parkan,пару
390,Dach::N,dach,къав
391,Leiter::N,drabina,гурар
392,Besen::N,miotła,таран кул
393,Spaten::N,rydel,ппер
394,Schaufel::N,łopata,хекендаз
395,Gabel::N,widelec,шиш
396,Löffel::N,łyżka,тӏур
397,Messer::N,nóż,чукӏул
398,Nagel::N,gwóźdź,мих
399,Netz::N,sieć,чил
400,Haken::N,hak,къармах
401,Griff::N,chwyt,ттум
402,Schloss::N,zamek,куьлег
403,Bild::N,obraz,шикил
404,Bild::N,obraz,суьрет
405,Figur::N,figura,фигура
406,Puppe::N,lalka,нини
407,Beutel::N,torba,тагъар
408,Bündel::N,wiązka,галгам
409,Tasche::N,torba,чанта
410,Eimer::N,kubeł,ведре
411,Eimer::N,wiadro,ведре
412,Deckel::N,przykrywka,кьил
413,Deckel::N,przykrywka,къалпагъ
414,Geschirr::N,statki,къаб-къажах
415,Geschirr::N,naczynia,къаб-къажах
416,Sack::N,worek,чувал
417,Tasse::N,filiżanka,сукӏра
418,Topf::N,garnek,къажгъан
419,Kessel::N,kocioł,къажгъан
420,Essen::N,jedzenie,тӏуьн
421,Nahrung::N,pokarm,тӏуьн
422,Nahrung::N,pożywienie,тӏуьн
423,Speise::N,potrawa,хуьрек
424,Speise::N,jedzenie,хуьрек
425,Fleisch::N,mięso,як
426,Getreide::N,zboże,техил
427,Brei::N,kasza,хапӏа
428,Brei::N,kasza,хешил
429,Brot::N,chleb,фу
430,Scheibe::N,kromka,чӏук
431,Fett::N,tłuszcz,ягълу
432,Butter::N,masło,гъери
433,Öl::N,olej,ягълу
434,Salz::N,sól,кьел
435,Suppe::N,zupa,суп
436,Suppe::N,zupa,шурпа
437,Honig::N,miód,вирт
438,Milch::N,mleko,нек
439,Tee::N,herbata,чай
440,Leder::N,skóra,тумаж
441,Wolle::N,wełna,йис
442,Stoff::N,tkanina,парча
443,Stoff::N,materiał,парча
444,Nadel::N,igła,раб
445,Faden::N,nić,гъал
446,Faden::N,nitka,гъал
447,Knopf::N,guzik,дуьгме
448,Knoten::N,węzeł,тӏвал
449,Farbe::N,farba,ранг
450,Kleidung::N,odzież,партал
451,Hemd::N,koszula,перем
452,Kragen::N,kołnierz,хев
453,Ärmel::N,rękaw,хел
454,Hose::N,spodnie,шалвар
455,Gürtel::N,pasek,чӏул
456,Mütze::N,czapka,бармак
457,Mütze::N,czapka,бапӏах
458,Schuh::N,but,ботинка
459,Schuh::N,bucik,ботинка
460,Stiefel::N,but,чекме
461,Stiefel::N,kozak,чекме
462,Ring::N,pierścień,тупӏал
463,Band::N,wstęga,тасма
464,Kamm::N,grzebień,регъ
465,Spiegel::N,lustro,гуьзгуь
466,Riemen::N,rzemień,къайиш
467,Schnur::N,sznur,еб
468,Leine::N,smycz,
469,Decke::N,kołdra,яргъан
470,Kissen::N,poduszka,хъуьцуьган
471,Tuch::N,chustka,шал
472,Handtuch::N,ręcznik,дасмал
473,Kraft::N,moc,гуж
474,Kraft::N,siła,гуж
475,Stärke::N,moc,къуват
476,Stärke::N,siła,къуват
477,Gesundheit::N,zdrowie,сагъвал
478,Krankheit::N,choroba,тӏал
479,Schmerz::N,ból,тӏал
480,Schmerz::N,ból,тӏарвал
481,Wunde::N,rana,хер
482,Fieber::N,gorączka,ифин
483,Arznei::N,lekarstwo,дарман
484,Brücke::N,most,муьгъ
485,Brunnen::N,studnia,къуй
486,Weide::N,pastwisko,уьруьш
487,Pfad::N,ścieżka,рехъ
488,Weg::N,droga,рехъ
489,Straße::N,ulica,рехъ
490,Dorf::N,wieś,хуьр
491,Stadt::N,miasto,шегьер
492,Brief::N,list,кагъаз
493,Buch::N,książka,улуб
494,Buchstabe::N,litera,гьарф
495,Zeitung::N,gazeta,газета
496,Zeitung::N,dziennik,газета
497,Leben::N,życie,уьмуьр
498,Tod::N,śmierć,кьиникь
499,Grab::N,grób,сур
500,Kirche::N,kościół,килиса
501,Sünde::N,grzech,гунагь
502,Gott::N,bóg,аллагь
503,Arbeiter::N,robotnik,фяле
504,Chef::N,szef,гьаким
505,Meister::N,mistrz,устӏар
506,Meister::N,majster,устӏар
507,Arzt::N,lekarz,доктор
508,Lehrer::N,nauczyciel,муаллим
509,Geld::N,pieniądze,пул
510,Geschäft::N,sprawa,
511,Geschäft::N,interes,
512,Laden::N,sklep,магазин
513,Preis::N,cena,къимет
514,Ware::N,towar,мал
515,Ware::N,towar,товар
516,Nutzen::N,pożytek,хийир
517,Nutzen::N,pożytek,менфят
518,Reichtum::N,bogactwo,девлет
519,Welt::N,świat,дуьнья
520,Land::N,kraj,уьлкве
521,Staat::N,państwo,пачагьлугъ
522,Staat::N,państwo,государство
523,König::N,król,пачагь
524,Macht::N,władza,власть
525,Grenze::N,granica,сергьят
526,Krieg::N,wojna,дяве
527,Feind::N,wróg,душман
528,Gewalt::N,władza,гуж
529,Kampf::N,bój,женг
530,Kampf::N,walka,женг
531,Bogen[Waffe]::N,łuk,чӏемерук
532,Pfeil::N,strzała,хьел
533,Gewehr::N,karabin,тфенг
534,Fehler::N,błąd,гъалатӏ
535,Lüge::N,kłamstwo,ттаб
536,Schaden::N,szkoda,зиян
537,Schaden::N,szkoda,зарар
538,Unglück::N,nieszczęście,бала
539,Unglück::N,nieszczęście,бедбахтвал
540,Schuld::N,wina,тахсир
541,Alter::N,wiek,яш
542,Schluss::N,koniec,эхир
543,Schluss::N,zakończenie,эхир
544,Zeit::N,czas,вяде
545,Tag::N,dzień,югъ
546,Morgen::N,ranek,пакама
547,Morgen::N,poranek,пакама
548,Mittag::N,południe,нисин
549,Abend::N,wieczór,няни
550,Nacht::N,noc,йиф
551,Woche::N,tydzień,гьафте
552,Monat::N,miesiąc,варз
553,Jahr::N,rok,йис
554,Frühling::N,wiosna,гатфар
555,Sommer::N,lato,гад
556,Herbst::N,jesień,зул
557,Winter::N,zima,кьуьд
558,Januar::N,styczeń,январь
559,Februar::N,luty,февраль
560,März::N,marzec,март
561,April::N,kwiecień,апрель
562,Mai::N,maj,май
563,Juni::N,czerwiec,июнь
564,Juli::N,lipiec,июль
565,August::N,sierpień,август
566,September::N,wrzesień,сентябрь
567,Oktober::N,październik,октябрь
568,November::N,listopad,ноябрь
569,Dezember::N,grudzień,декабрь
570,Montag::N,poniedziałek,ислен
571,Dienstag::N,wtorek,саласа
572,Mittwoch::N,środa,арбе
573,Donnerstag::N,czwartek,хемис югъ
574,Freitag::N,piątek,жуьмя
575,Freitag::N,piątek,жуьмя югъ
576,Samstag::N,sobota,киш
577,Sonntag::N,niedziela,гьяд
578,groß::A,duży,еке
579,groß::A,duży,чӏехи
580,groß::A,wielki,еке
581,groß::A,wielki,чӏехи
582,klein::A,mały,гъвечӏи
583,lang::A,długi,яргъи
584,kurz::A,krótki,куьруь
585,breit::A,szeroki,гьяркьуь
586,schmal::A,wąski,гуьтӏуь
587,dicht::A,gęsty,къалин
588,dick[Gegenstand]::A,gruby,
589,dünn::A,cienki,кьелечӏ
590,fein::A,drobny,шуькӏуь
591,fest::A,mocny,кӏеви
592,fest::A,twardy,кӏеви
593,flach::A,płaski,кьулу
594,glatt::A,gładki,цӏалцӏам
595,hart::A,twardy,кӏеви
596,weich::A,miękki,хъуьтуьл
597,rund::A,okrągły,элкъвей
598,spitz::A,spiczasty,хци
599,scharf::A,ostry,хци
600,stumpf::A,tępy,къуьруь
601,schwer::A,ciężki,залан
602,schön::A,ładny,иер
603,schön::A,piękny,иер
604,heiß::A,gorący,кудай
605,warm::A,ciepły,чими
606,kalt::A,zimny,мекьи
607,kühl::A,chłodny,къайи
608,frisch::A,świeży,таза
609,frisch::A,świeży,михьи
610,feucht::A,wilgotny,ламу
611,nass::A,mokry,кьежей
612,trocken::A,suchy,кьуру
613,voll::A,pełny,ацӏай
614,leer::A,pusty,буш
615,leer::A,pusty,ичӏи
616,leer::A,próżny,буш
617,leer::A,próżny,ичӏи
618,offen::A,otwarty,ахъа
619,geschlossen::A,zamknięty,кӏеви
620,sauber::A,czysty,михьи
621,schmutzig::A,brudny,чиркин
622,schmutzig::A,brudny,кьацӏай
623,roh::A,surowy,чиг
624,roh::A,surowy,ицӏи
625,reif::A,dojrzały,дигмиш хьайи
626,lecker::A,smaczny,дадлу
627,süß::A,słodki,ширин
628,bitter::A,gorzki,туькьуьл
629,sauer::A,kwaśny,цуру
630,hell::A,jasny,экуь
631,dunkel::A,ciemny,мичӏи
632,schwarz::A,czarny,чӏулав
633,weiß::A,biały,лацу
634,rot::A,czerwony,яру
635,gelb::A,żółty,хъипи
636,blau::A,błękitny,вили
637,blau::A,niebieski,вили
638,grün::A,zielony,къацу
639,grau::A,szary,рехи
640,bunt::A,barwny,цӏару
641,bunt::A,barwny,яру-цӏару
642,billig::A,tani,ужуз
643,teuer::A,drogi,багьа
644,wertvoll::A,cenny,масан
645,blind::A,ślepy,буьркьуь
646,taub::A,głuchy,биши
647,kräftig::A,mocny,гужлу
648,stark::A,silny,къуватлу
649,schwach::A,słaby,такьатсуз
650,fett::A,tłusty,куьк
651,schlank::A,smukły,шумал
652,hübsch::A,ładny,гуьрчег
653,böse::A,zły,пис
654,dumm::A,głupi,ахмакь
655,faul::A,leniwy,тенпел
656,fleißig::A,pilny,сяй ийидай
657,fleißig::A,pilny,сяйи ийидай
658,geizig::A,skąpy,мискьи
659,klug::A,mądry,акьуллу
660,geschickt::A,zręczny,магьир
661,lieb::A,miły,играми
662,lustig::A,wesoły,шад
663,sanft::A,łagodny,назик
664,sanft::A,łagodny,милайим
665,hungrig::A,głodny,гишин
666,krank::A,chory,кефсуз
667,nackt::A,nagi,кьецӏил
668,traurig::A,smutny,пашман
669,lebendig::A,żywy,ччан алай
670,gut::A,dobry,хъсан
671,gut::A,dobry,вижевай
672,schlecht::A,zły,пис
673,richtig::A,słuszny,дуьз
674,richtig::A,właściwy,дуьз
675,schlimm::A,zły,нифретлу
676,wahr::A,prawdziwy,гьакъикъи
677,alt::A,stary,эски
678,alt::A,stary,куьгьне
679,neu::A,nowy,цӏийи
680,ehemalig::A,były,виликан
681,alt[Lebewesen]::A,stary,кьуьзуь
682,jung::A,młody,жегьил
683,arm::A,ubogi,кесиб
684,arm::A,biedny,кесиб
685,reich::A,bogaty,девлетлу
686,bekannt::A,znany,чидай
687,berühmt::A,słynny,машгьур
688,fremd::A,obcy,ччара
689,fremd::A,cudzy,ччара
690,verschieden::A,różny,жуьреба-жуьре
691,nah::A,bliski,мукьвал
692,fern::A,daleki,яргъал
693,linker::A,lewy,чапла
694,rechter::A,prawy,эрчӏи
695,anderer::A,inny,маса
696,anderer::A,inny,муькуь
697,erster::A,pierwszy,сад лагьай
698,zweiter::A,drugi,кьвед лагьай
699,dritter::A,trzeci,пуд лагьай
700,letzter::A,ostatni,эхиримжи
701,allein::ADV,sam,кьилди
702,auf einmal::ADV,naraz,
703,zusammen::ADV,razem,санал
704,lange::ADV,długo,яргъалди
705,plötzlich::ADV,nagle,садлагьана
706,sofort::ADV,natychmiast,гьасятда
707,später::ADV,później,гуьгъуьнлай
708,jetzt::ADV,teraz,гила
709,jetzt::ADV,obecnie,гила
710,heute::ADV,dziś,къе
711,heute::ADV,dzisiaj,къе
712,morgen::ADV,jutro,пака
713,bald::ADV,wkrótce,мукьва
714,bald::ADV,wkrótce,мукьвара
715,dann::ADV,potem,ахпа
716,gestern::ADV,wczoraj,накь
717,einst::ADV,kiedyś,садра
718,einst::ADV,niegdyś,садра
719,damals::ADV,wtedy,а чӏавуз
720,damals::ADV,wówczas,а чӏавуз
721,danach::ADV,następnie,ахпа
722,vorher::ADV,przedtem,вилик
723,zuerst::ADV,naprzód,сифте
724,zuerst::ADV,najpierw,сифте
725,einmal::ADV,raz,садра
726,manchmal::ADV,czasem,гагь-гагь
727,oft::ADV,często,гзаф вахтара
728,immer::ADV,zawsze,гьамиша
729,niemals::ADV,nigdy,са чӏавузни
730,niemals::ADV,nigdy,са вахтундани
731,hier::ADV,tu,ина
732,hier::ADV,tutaj,ина
733,hierhin::ADV,tu,иниз
734,von hier::ADV,stąd,инай
735,dort::ADV,tam,ана
736,dorthin::ADV,tam,аниз
737,geradeaus::ADV,prosto,дуьз
738,vorwärts::ADV,naprzód,вилик
739,vorwärts::ADV,naprzód,виликди
740,rückwärts::ADV,wstecz,кьулухъ
741,zurück::ADV,z powrotem,
742,unten::ADV,u dołu,агъада
743,unten::ADV,na dole,агъада
744,hinab::ADV,na_dół,агъуз
745,hinab::ADV,w_dół,агъуз
746,oben::ADV,w górze,винел
747,oben::ADV,na górze,винел
748,hinauf::ADV,w górę,виниз
749,hinauf::ADV,na górę,виниз
750,überall::ADV,wszędzie,вирина
751,nicht::ADV,nie,ваъ
752,ein wenig::ADV,trochę,са тӏимил
753,kaum::ADV,ledwie,жизви
754,kaum::ADV,prawie nie,жизви
755,sehr::ADV,bardzo,лап
756,so::ADV,tak,икӏ
757,noch::ADV,jeszcze,гьеле
758,nur::ADV,tylko,анжах
759,schon::ADV,już,хъувуна
760,schon::ADV,już,мадни дардиз
761,schon::ADV,już,мадни гуьтӏуьз
762,schon::ADV,już,мадни гуьтӏуь я
763,wieder::ADV,znów,
764,wieder::ADV,znowu,
765,vergebens::ADV,na próżno,нагьакь
766,vergebens::ADV,na próżno,нагьакьа
767,vor::PRP,przed,вилик
768,hinter::PRP,za,кьулухъ
769,unter::PRP,pod,кӏаник
770,durch::PRP,przez,арадай
771,durch::PRP,przez,-кай хкатна
772,neben::PRP,obok,патав
773,neben::PRP,obok,мукьув
774,zwischen::PRP,między,ара
775,zwischen::PRP,między,арада
776,wegen::PRP,z powodu,гъиляй
777,dies::PRN,to,и
778,dies::PRN,to,им
779,das::PRN,to,а
780,das::PRN,to,ам
781,alles::PRN,wszystko,вири
782,alles::PRN,wszystko,михьиз
783,ich::PRN,ja,за
784,ich::PRN,ja,зун
785,du::PRN,ty,вун
786,er::PRN,on,ам
787,er::PRN,on,гьа
788,wir::PRN,my,чун
789,ihr::PRN,wy,куьн
790,sie::PRN,oni,абур
791,was::FPRN,co,вуч
792,wer::FPRN,kto,вуж
793,wo::FADV,gdzie,гьина
794,wohin::FADV,dokąd,гьиниз
