,Concept_ID,te,br
689,fünf::NUM,అయిదు,pemp
690,sechs::NUM,ఆఱు,c'hwec'h
691,sieben::NUM,ఏరు,seizh
692,acht::NUM,ఎనిమదు,eizh
693,neun::NUM,తొమ్మిది,nav
694,zehn::NUM,పది,dek
695,elf::NUM,పదునొకొండు,unnek
696,zwölf::NUM,పండ్రండు,daouzek
697,zwanzig::NUM,ఇరుపది,ugent
698,dreißig::NUM,ముప్పది,tregont
699,vierzig::NUM,నలువది,daou-ugent
700,fünfzig::NUM,ఏబది,hanter-kant
701,sechzig::NUM,అరుపది,tri-ugent
702,siebzig::NUM,డెబ్బది,dek ha tri-ugent
703,achtzig::NUM,ఎనుబది,pevar-ugent
704,neunzig::NUM,తొంబది,dek ha pevar-ugent
705,hundert::NUM,నూఱు,kant
706,tausend::NUM,వేయి,mil
707,und::CNJ,మఱియు,ha
708,oder::CNJ,లేక,pe
709,stehen::V,నిలుచు,bezañ a-sav
710,sitzen::V,కూర్చుండు,azezañ
711,sitzen::V,కూర్చుండు,bezañ en e goazez
712,liegen::V,పండుకొనుట,bezañ en e c'hourvez
713,hängen::V,వ్రేలాడదీయు,krougañ
714,werden::V,అగు,dazonet
715,passieren::V,సంభవించు,c'hoarvezout
716,beginnen::V,ఆరంభించు,stagañ
717,enden::V,తీరుట,achuiñ
718,wechseln::V,మార్చు,cheñch
719,aufgehen[Sonne]::V,ఉదయించు,dirouzañ
720,untergehen[Sonne]::V,అస్తమించు,
721,scheinen[Sonne]::V,ప్రకాశించు,lugernañ
722,donnern::V,ఉరుముట,taranal
723,wehen::V,దురద్పప్టము,c'hwezhañ
724,strömen::V,పారుట,deredek
725,fließen::V,ప్రవహించు,redek
726,sich drehen::V,తిరుగు,troiñ
727,schwanken::V,ఆడించుట,trantellat
728,schwingen::V,ఊగుట,froumal
729,fallen::V,పడు,kouezhañ
730,brennen::V,కాలుట,deviñ
731,rauchen::V,పొగసుట,divogedañ
732,regnen::V,కురిపించుట,glavañ
733,gefrieren::V,గడ్డకట్టు,reviñ
734,tauen::V,కరగు,diskornañ
735,schmelzen::V,కరగు,teuziñ
736,trocknen::V,యెండుట,sec'hañ
737,sieden::V,ఉడుకు,berviñ
738,faulen::V,క్రుళ్లు,breinañ
739,verfaulen::V,క్షిణించు,breinañ
740,reißen::V,చించు,darnaouiñ
741,versinken::V,మునుగు,sodellañ
742,vergehen::V,సంభవించు,tremen
743,erscheinen::V,కనబడు,donet war-wel
744,verschwinden::V,అదృశ్యమగు,monet diwar wel
745,sinken::V,ముణుగుట,en em izelat
746,abnehmen::V,తగ్గు,nebeutaat
747,zunehmen::V,పెరుగుట,kreskiñ
748,steigen::V,లేచు,sevel
749,wachsen::V,పెరుగు,kreskiñ
750,glänzen::V,ప్రకాశించు,lugernañ
751,funkeln::V,ప్రకాశించు,elieniñ
752,lärmen::V,అరుచుట,rabotat
753,läuten::V,మేళవించుట,
754,klingeln::V,వాయించుట,
755,klirren::V,ఘంటానాదము,diridignat
756,klirren::V,ఘంటానాదము,sterlinkañ
757,brausen::V,గర్జించు,gwegal
758,rauschen::V,చటచటమనుట,trouzal
759,klingen::V,ధ్వనించుట,seniñ
760,bellen::V,అఱచు,harzhal
761,heulen::V,కూయు,yudal
762,blasen::V,దురద్పప్టము,c'hwezhañ
763,pfeifen::V,ఈలవేయు,c'hwitellat
764,schreien::V,అఱచు,huchal
765,stöhnen::V,మూలుగు,hirvoudiñ
766,zittern::V,వణకు,krenañ
767,leben::V,జీవించుట,bevañ
768,geboren werden::V,పుట్టుట,genel
769,atmen::V,ఉపిరి తీయు,tennañ e anal
770,trinken::V,త్రాగు,evañ
771,essen::V,తిను,debriñ
772,schlucken::V,మ్రింగు,lonkañ
773,müde werden::V,అలయు,skuizhañ
774,einschlafen::V,నిద్రించు,menel kousket
775,schlafen::V,నిద్రురించు,kousket
776,aufwachen::V,మేలుకొను,dihuniñ
777,aufstehen::V,లేచు,sevel
778,sich erholen::V,నడ్డి వాల్చు,diskuizhañ
779,krank werden::V,జబ్బుపడు,klañviñ
780,krank sein::V,జబ్బు చేయు,bezañ klañv
781,schmerzen::V,నొచ్చుట,skourjezañ
782,husten::V,దగ్గుట,pasaat
783,husten::V,దగ్గుట,peudal
784,genesen::V,కుదురుట,pareañ
785,sterben::V,మరణించు,mervel
786,umkommen::V,నశించు,perisañ
787,sich bewegen::V,కదలు,bouljal
788,sich rühren::V,కదలు,fiñval
789,sich erheben::V,లేచు,sevel
790,sich setzen::V,కూర్చుణ్డు,azezañ
791,sich setzen::V,కూర్చుణ్డు,mont en e goazez
792,hinfallen::V,దొర్లు,kouezhañ
793,laufen::V,నడచు,redek
794,schreiten::V,అడుగుపెట్టుట,kerzhet
795,spazierengehen::V,పచారు చేయు,pourmen
796,eilen::V,తొందరపడు,hastañ
797,sich beeilen::V,త్వరపెట్టు,hastañ
798,sausen::V,విసరికొట్టు,karzhañ
799,rennen::V,పరుగెత్తు,redek
800,springen::V,దుముకు,lammat
801,klettern::V,ఎక్కు,krimpat
802,schaukeln::V,ఉయ్యాల ఊగు ,brañsellat
803,kriechen::V,ప్రాకు,skrampañ
804,schwimmen::V,ఈదు,neuial
805,tauchen::V,మునుగు,splujañ
806,rudern::V,తెడ్లతోఁగడపు,roeñvat
807,fahren::V,నడపు,kas
808,fahren::V,నడపు,bleniañ
809,fliegen::V,ఎగురు,nijal
810,gehen::V,పోవు,mont
811,weggehen::V,బయలుదేరు,mont kuit
812,abfahren::V,విడిచిపోవు,mont kuit
813,anhalten::V,నిలుపు,chom a-sav
814,hineingehen::V,ప్రవేశించు,monet e-barzh
815,eintreten::V,ప్రవేశించు,monet e-barzh
816,kommen::V,వచ్చు,dont
817,ankommen::V,వచ్చి చేరు,erruout
818,zurückkommen::V,తిరిగీవచ్చుట,addonet
819,bleiben::V,ఉండు,chom
820,warten::V,కనిపెట్టు,gortoz
821,erwarten::V,నిరిక్షించు,gortoz
822,suchen::V,వెదకు,klask
823,finden::V,కనుగొను,kavout
824,versuchen::V,ప్రయత్నించు,klask
825,vorbereiten::V,తయారుచేయు,aozañ
826,lieben::V,ప్రేమించు,karout
827,mögen::V,ఇష్టపడు,karout
828,lachen::V,నవ్వు,c'hoarzin
829,rühren::V,గుండె తాకు,tenerañ
830,weinen::V,వీడ్చు,gouelañ
831,schimpfen::V,గొణుగు,krozal
832,sich ärgern::V,అలుగు,fachañ
833,sich ärgern::V,అలుగు,en em fachañ
834,sich fürchten::V,భయపడు,
835,fürchten::V,భయపడు,
836,fliehen::V,పాఱిపోపు,tec'het
837,flüchten::V,తప్పించుకొను,tuzañ
838,sehen::V,చూచు,gwelet
839,anschauen::V,చూచు,sellout ouzh
840,ansehen::V,కాచియుండు,sellout ouzh
841,hören::V,విను,klevet
842,zuhören::V,విను,selaou
843,probieren::V,చవిచూచుట,blasa
844,riechen::V,వాసనచూచు,klevet
845,fühlen::V,స్పర్శించుట,santout
846,scheinen::V,కనబడు,diskouez bezañ
847,zu sehen sein::V,చూవు,bezañ gwelus
848,vernehmen::V,విను,merzhañ
849,frieren::V,చలికి వడకు,anoued
850,tun::V,చేయు,ober
851,können::V,గల,gouzout
852,wollen::V,కోరు,fellout da
853,wollen::V,కోరు,kaout c'hoant da
854,anfangen::V,ఆరంభించు,kregiñ
855,beenden::V,ముగించు,achuiñ
856,aufhören::V,నిలుపు,paouez
857,gelingen::V,గెలుపాందు,
858,geraten::V,వెలువడు,
859,öffnen::V,తెఱచు,digeriñ
860,schließen::V,మూయు,serriñ
861,stellen::V,ఉంచు,lakaat
862,setzen::V,ఉంచు,lakaat
863,legen::V,పెట్టు,lakaat
864,berühren::V,తాకు,touch
865,verbinden::V,చేర్చుట,eren
866,bedecken::V,మూయు,goloiñ
867,aufhängen::V,వ్రేలాడదీయు,istribilhañ
868,anzünden::V,వెలిగించు,alumiñ
869,anzünden::V,వెలిగించు,c'hwezzañ
870,aufheben::V,సేకరించు,dastum
871,zurücklassen::V,విడుచు,lezel
872,verlieren::V,పోగొట్టుకొను,koll
873,fallen lassen::V,జాఱవిడుచు,laoskel
874,fallen lassen::V,జాఱవిడుచు,lezel da gouezhel
875,machen::V,చేయు,ober
876,herstellen::V,ఉత్పత్తిచేయు,fardañ
877,bauen::V,నిర్మించు,sevel
878,reparieren::V,సరిచేయు,adaozañ
879,verbessern::V,వృద్ధి చేయు,gwellaat
880,ändern::V,మార్చు,cheñch
881,graben::V,త్రవ్వు,kleuzañ
882,beugen::V,వంచు,plegañ
883,biegen::V,వంచు,krommañ
884,drehen::V,నూలువడుకు,treiñ
885,wenden::V,త్రిప్పు,treiñ
886,umdrehen::V,త్రిప్పు,treiñ
887,heben::V,ఎత్తు,sevel
888,hochheben::V,ఎత్తు,sevel
889,ergreifen::V,వశపఱచుకొను,kemer
890,halten::V,ఉంచు,dalc'hen
891,drücken::V,అణచు,bountañ
892,schieben::V,నొక్కు,poulzañ
893,kratzen::V,గోకు,skrabat
894,lecken::V,నాకు,lipat
895,beißen::V,కఱచు,kregiñ
896,abreißen::V,తెగతెంచు,diframmañ
897,abschneiden::V,తెగకొట్టు,troc'hañ
898,binden::V,కట్టు,stagañ
899,stecken::V,తగులుకొనివుండుట,sankañ
900,brechen::V,పగులగొట్టు,darnaouiñ
901,klopfen::V,కొట్టు,skoiñ
902,hauen::V,కొట్టు,dornañ
903,kleben::V,అంటుకొను,pegañ
904,reiben::V,రాచు,taravat
905,reiben::V,రాచు,trekiñ
906,streichen::V,వ్యాపింపజేయు,toazañ
907,schleifen::V,రాచు,lemmañ
908,schneiden::V,కోయు,troc'hañ
909,rütteln::V,కుదిలించుట,tordorosañ
910,schütteln::V,కదల్చు,hejañ
911,schwenken::V,ఊచుట,
912,schütten::V,పోయు,diskargañ
913,füllen::V,నింపు,kargañ
914,einwickeln::V,చుట్టు,gronnañ
915,tragen::V,మోయు,dougen
916,schleppen::V,ఈడ్చు,stlejal
917,ziehen::V,ఈడ్చు,sachañ
918,aufbewahren::V,కాపాడు,miret
919,werfen::V,విసరు,teuler
920,fangen::V,పట్టుకొను,tapañ
921,packen::V,పట్టుకొను,krapat
922,verstecken::V,దాచు,kuzhat
923,teilen::V,భాగించు,rannañ
924,schicken::V,పంపు,kas
925,bringen::V,తెచ్చు,degas
926,hinzufügen::V,చేర్చు,lakat ouzhpenn
927,bekommen::V,సంపాదించు,kaout
928,erhalten::V,పుచ్చుకొను,kaout
929,nehmen::V,తీసికొను,kemer
930,wählen::V,ఇష్టపడు,choaz
931,auswählen::V,ఏరుకొను,dibab
932,bewahren::V,భద్రపఱుచు,mirout
933,behindern::V,అడ్డగించుట,diaezañ
934,verderben::V,చెఱచు,lovrañ
935,beschädigen::V,చెరుపుట,gwallegañ
936,zerbrechen::V,పగులగొట్టు,torriñ
937,zerreißen::V,చించు,diroegiñ
938,zerstören::V,వాశనము చేయు,distrujañ
939,verbrennen::V,కాల్చు,deviñ
940,geben::V,ఇచ్చు,reiñ
941,reichen::V,అందుకొనుట,
942,schenken::V,అర్పించు,donezonañ
943,versprechen::V,వాగ్దత్తము చేయు,prometiñ
944,wünschen::V,కోరు,hetiñ
945,loben::V,స్తుతించు,feurmiñ
946,küssen::V,ముద్దుపెట్టుకొను,pokat
947,wiegen::V,ఊచుట,pouezañ
948,zudecken::V,మూయు,goloiñ
949,wecken::V,నిద్రపలేపుట,dihuniñ
950,zeigen::V,చూవు,diskouez
951,führen::V,దారిచూపు,kas
952,lehren::V,బోధించు,deskiñ
953,unterrichten::V,నేర్పు,kelenn
954,aufziehen::V,పెంచు,
955,leiten::V,తీసుకపోవుట,bleinañ
956,antreiben::V,ప్రేరేపించు,poulzañ
957,lassen::V,అనుమతించు,leuskel
958,einladen::V,ఆహ్వానించు,pediñ
959,vereinigen::V,కూడుట,unisañ
960,besuchen::V,పోయి చూచు,gweladenniñ
961,treffen::V,కలియు,kejal
962,treffen::V,కలియు,ankontrañ
963,sich versammeln::V,కూర్చు,bodennañ
964,spielen::V,ఆట లాడు,c'hoari
965,singen::V,పాడు,kanañ
966,tanzen::V,నృత్యముచేయు,dañsal
967,sich trennen::V,ఎడబాయుట,dispartiañ
968,verlassen::V,విడుచు,lezel
969,retten::V,తప్పించుట,saveteiñ
970,bewachen::V,కాపాడు,mesa
971,schützen::V,రక్షించు,diwall
972,verteidigen::V,రక్షించు,difenn
973,sich schlagen::V,జగడమాడు,lopañ
974,schießen::V,కాల్చు,
975,siegen::V,గెలుచు,trec'hiñ
976,ärgern::V,పీడించుట,hegasiñ
977,schlagen::V,కొట్టు,skeiñ
978,treten::V,తన్ను,botaouiñ
979,stechen::V,కుట్టు,pikat
980,stoßen::V,గెంటు,stokañ
981,stehlen::V,దొంగిలించు,laerezh
982,stören::V,కలతపఱచు,direnkañ
983,belästigen::V,పీడించు,dregasiñ
984,verbergen::V,దాచు,skoachañ
985,täuschen::V,మోసము చేయు,tromplañ
986,betrügen::V,మోసపుచ్చు,lorbañ
987,töten::V,చంపు,lazhañ
988,wohnen::V,నివసించు,bezañ o chom
989,arbeiten::V,పనిచేయు,labourat
990,sammeln::V,ప్రోగుచేయు,dastum
991,pflücken::V,యేరుట,kuntuilhañ
992,jagen::V,వేటాడు,chaseal
993,fischen::V,వెదకు,pesketa
994,fassen::V,పట్టుకొమ,pakañ
995,hüten::V,మందచేరుట,geota
996,treiben::V,నడపు,
997,anbinden::V,కట్టు,stagañ
998,füttern::V,భోజనము పెట్టు,boueta
999,melken::V,పాలు పితుకు,goro
1000,hacken::V,నఱకు,difrakal
1001,gießen::V,నీళ్ళుకట్టుట,dourañ
1002,reifen::V,పండుట,azviñ
1003,zubereiten::V,వండు,keginañ
1004,kochen::V,వండు,poazhañ
1005,backen::V,రొట్టెకాల్చు,fritañ
1006,braten::V,వేపు,rostañ
1007,umrühren::V,కదులుట,
1008,stricken::V,అల్లు,stammañ
1009,nähen::V,కుట్టు,gwriat
1010,färben::V,రంగు వేయు,livañ
1011,reinigen::V,శుభ్రము చేయు,naetañ
1012,waschen::V,కడుగు,gwalc'hiñ
1013,abwischen::V,తుడుచు,torchañ
1014,spülen::V,నీటిలో జడించు,disgwalc'hiñ
1015,fegen::V,ఊడ్చు,skubañ
1016,kehren::V,ఊడ్చు,skubañ
1017,baden::V,స్నానము చేయు,kouronkañ
1018,sich waschen::V,కడుగు,en em walc'hiñ
1019,ausziehen::V,విప్పు,
1020,anziehen::V,ధరించు,
1021,sich anziehen::V,బట్టలు వేసుకొను,gwiskañ
1022,sich anziehen::V,తొడుగుకొను,gwiskañ
1023,kämmen::V,దువ్వుట,kribat
1024,schmücken::V,అలంకరించు,kinklañ
1025,sagen::V,చెప్పు,larêt
1026,sagen::V,చెప్పు,lavaret
1027,sprechen::V,చెప్పు,komz
1028,reden::V,మాటలాడు,kaozeal
1029,sich unterhalten::V,ముచ్చటలాడు,balbotal
1030,fragen::V,ప్రశ్నించు,goulenn
1031,bitten::V,కోరు,goulenn
1032,erzählen::V,చెప్పు,kontañ
1033,mitteilen::V,తెలియజేయు,kemenn
1034,nennen::V,పేరు వెట్టు,anviñ
1035,rufen::V,పిలుచు,gelver
1036,prahlen::V,జల్లి,fougeal
1037,übersetzen::V,తర్జుమాచేయు,treiñ
1038,denken::V,ఆలోచించు,soñjal
1039,glauben::V,నమ్ము,krediñ
1040,bemerken::V,గుర్తించు,apresevañ
1041,erkennen::V,గుర్తించు,anavout
1042,begreifen::V,గ్రహించు,meizañ
1043,verstehen::V,గ్రహించు,kompren
1044,lernen::V,నేర్చు కొను,deskiñ
1045,wissen::V,తెలిసికొను,gouzout
1046,sich erinnern an::V,జ్ఞాపకముంచుకొను,kaout soñj e
1047,vergessen::V,మఱచిపోవు,ankouaat
1048,messen::V,కొలుచుట,muzuliañ
1049,zählen::V,లెక్కపెట్టు,kontañ
1050,rechnen::V,లెక్కపెట్టు,jedañ
1051,lesen::V,చదువు,lenn
1052,malen::V,పూనుట,livañ
1053,zeichnen::V,వ్రాసుట,tresañ
1054,schreiben::V,వ్రాయు,skrivañ
1055,besitzen::V,కలిగియుండు,kaout
1056,kaufen::V,కొను,prenañ
1057,verkaufen::V,అమ్ము,gwerzhañ
1058,bezahlen::V,చెల్లించు,paeañ
1059,zahlen::V,చెల్లించు,paeañ
1060,beherrschen::V,ఏలు,mestroniañ
1061,ertragen::V,భరించు,anduriñ
