,Concept_ID,da,vep
839,steigen::V,stige,nousta
840,wachsen::V,gro,kazda
841,wachsen::V,vokse,kazda
842,glänzen::V,glinse,loštta
843,funkeln::V,tindre,hoštta
844,lärmen::V,larme,robaita
845,läuten::V,ringe,judaita
846,klingeln::V,ringe,kelotada
847,klirren::V,klirre,biraita
848,brausen::V,bruse,bruncta
849,rauschen::V,suse,šobaita
850,klingen::V,lyde,heläita
851,klingen::V,klinge,heläita
852,bellen::V,gø,nutta
853,heulen::V,hyle,ulaita
854,blasen::V,blæse,puhuda
855,pfeifen::V,fløjte,pistta
856,pfeifen::V,fløjte,vihelta
857,schreien::V,skrige,kirkta
858,schreien::V,skrige,kidastada
859,stöhnen::V,stønne,ohkta
860,stöhnen::V,stønne,voivotada
861,zittern::V,dirre,säraita
862,zittern::V,skælve,säraita
863,leben::V,leve,eläda
864,geboren werden::V,fødes,sünduda
865,atmen::V,ånde,henktä
866,trinken::V,drikke,joda
867,essen::V,spise,söda
868,schlucken::V,synke,lainata
869,müde werden::V,blive træt,väzuda
870,müde werden::V,blive træt,šuštuda
871,einschlafen::V,falde i søvn,uinota
872,schlafen::V,sove,magata
873,schlafen::V,sove,nukkuda
874,aufwachen::V,vågne,heraštuda
875,aufstehen::V,stå op,nousta
876,sich erholen::V,komme sig,lebaitas
877,krank werden::V,blive syg,läžegata
878,krank sein::V,være syg,läžuda
879,schmerzen::V,smerte,kibištada
880,husten::V,hoste,rügda
881,genesen::V,komme sig,tervehtuda
882,sterben::V,dø,kolda
883,umkommen::V,omkomme,kolda
884,sich bewegen::V,bevæge sig,likkuda
885,sich rühren::V,røre på sig,likahtada
886,sich rühren::V,røre på sig,kubahtada
887,sich erheben::V,rejse sig,nousta
888,sich setzen::V,sætte sig,išttas
889,laufen::V,løbe,kävuda
890,schreiten::V,skride,astta
891,schreiten::V,skride,haškta
892,spazierengehen::V,gå en tur,kävelta
893,eilen::V,ile,kiruhtada
894,sich beeilen::V,skynde sig,kiruhtada
895,sausen::V,suse,fun'urta
896,rennen::V,løbe,joksta
897,rennen::V,rende,joksta
898,springen::V,hoppe,hüptä
899,springen::V,springe,hüptä
900,klettern::V,klatre,libuda
901,schaukeln::V,gynge,čibuda
902,kriechen::V,krybe,ličtas
903,schwimmen::V,svømme,ujuda
904,tauchen::V,dykke,čukautas
905,rudern::V,ro,souta
906,fahren::V,køre,ajada
907,fahren::V,køre,ajelda
908,fliegen::V,flyve,leta
909,gehen::V,gå,mända
910,gehen::V,gå,kävuda
911,weggehen::V,gå bort,päzda
912,weggehen::V,gå bort,lähtta
913,abfahren::V,køre bort,tönduda
914,anhalten::V,standse,seižutadas
915,hineingehen::V,gå ind,mända südäimehe
916,eintreten::V,træde ind,tulda
917,kommen::V,komme,tulda
918,ankommen::V,ankomme,tulda
919,zurückkommen::V,komme tilbage,pörtas
920,bleiben::V,blive,jäda
921,bleiben::V,forblive,jäda
922,warten::V,vente,varastada
923,erwarten::V,vente,varastada
924,erwarten::V,afvente,varastada
925,suchen::V,søge,ectä
926,finden::V,finde,löuta
927,versuchen::V,forsøge,ladida
928,versuchen::V,forsøge,rohkaita
929,vorbereiten::V,forberede,vaumita
930,lieben::V,elske,armastada
931,mögen::V,holde af,navedida
932,mögen::V,kunne lide,navedida
933,lachen::V,le,nagrda
934,rühren::V,røre,likutada
935,weinen::V,græde,itkta
936,schimpfen::V,skænde,laidas
937,schimpfen::V,skænde,pačatada
938,sich ärgern::V,ærgre sig,rändüda
939,sich fürchten::V,være bange,varaita
940,fürchten::V,være bange for,varaita
941,fliehen::V,flygte,pageta
942,flüchten::V,flygte,pageta
943,flüchten::V,flygte,joksta
944,sehen::V,se,nähta
945,anschauen::V,se på,kacta
946,anschauen::V,betragte,kacta
947,ansehen::V,anse,kacta
948,hören::V,høre,kulda
949,zuhören::V,høre til,kundeltas
950,probieren::V,smage,mujada
951,probieren::V,smage på,mujada
952,riechen::V,lugte,rižada
953,fühlen::V,føle,mujada
954,scheinen::V,synes,näguda
955,zu sehen sein::V,synes,näguda
956,vernehmen::V,erfare,kulištada
957,frieren::V,fryse,kül'mdä
958,tun::V,gøre,tehta
959,können::V,kunne,voida
960,können::V,kunne,mahtta
961,wollen::V,ville,himoita
962,wollen::V,ville,tahtoida
963,anfangen::V,begynde,zavottä
964,anfangen::V,begynde,augotada
965,beenden::V,afslutte,loptä
966,aufhören::V,ophøre,loptas
967,aufhören::V,holde op,loptas
968,gelingen::V,lykkes,lähtta
969,gelingen::V,lykkes,tehtas
970,geraten::V,blive,tulda
971,öffnen::V,åbne,avaita
972,schließen::V,lukke,saubata
973,stellen::V,stille,panda
974,stellen::V,stille,seižutada
975,setzen::V,sætte,ištutada
976,legen::V,lægge,panda
977,berühren::V,berøre,koskta
978,berühren::V,berøre,käziduda
979,verbinden::V,forbinde,ühtenzoitta
980,bedecken::V,dække,katta
981,bedecken::V,dække,peitta
982,bedecken::V,bedække,katta
983,bedecken::V,bedække,peitta
984,aufhängen::V,hænge,riputada
985,aufhängen::V,hænge op,riputada
986,anzünden::V,tænde,sütutada
987,anzünden::V,antænde,sütutada
988,aufheben::V,løfte,leta
989,aufheben::V,tage op,leta
990,zurücklassen::V,lade tilbage,jätta
991,verlieren::V,miste,kadotada
992,fallen lassen::V,tabe,kirbotada
993,fallen lassen::V,droppe,kirbotada
994,machen::V,gøre,säta
995,machen::V,gøre,tehta
996,herstellen::V,fremstille,tehta
997,bauen::V,bygge,leta
998,bauen::V,bygge,sauda
999,reparieren::V,reparere,koheta
1000,verbessern::V,rette,paremboita
1001,verbessern::V,forbedre,paremboita
1002,ändern::V,ændre,vajehtada
1003,graben::V,grave,kaida
1004,graben::V,grave,čongoida
1005,beugen::V,bøje,koverta
1006,biegen::V,bøje,painda
1007,drehen::V,dreje,punotada
1008,wenden::V,vende,käta
1009,wenden::V,vende,kärauta
1010,umdrehen::V,dreje om,käta
1011,heben::V,hæve,leta
1012,hochheben::V,løfte,libutada
1013,ergreifen::V,gribe fat i,tabata
1014,halten::V,holde,pidada
1015,drücken::V,trykke,painda
1016,schieben::V,skyde,žigutada
1017,schieben::V,skubbe,žigutada
1018,kratzen::V,klø,künstä
1019,kratzen::V,kradse,künstä
1020,lecken::V,slikke,nolda
1021,beißen::V,bide,purda
1022,beißen::V,bide,hambastada
1023,abreißen::V,rive af,ratketa
1024,abschneiden::V,skære af,čapata
1025,abschneiden::V,skære af,leikata
1026,binden::V,binde,sidoda
1027,stecken::V,stikke,čokaita
1028,brechen::V,brække,katkaita
1029,klopfen::V,banke,kolkotada
1030,hauen::V,hugge,löda
1031,kleben::V,klistre,klejata
1032,reiben::V,gnide,hosta
1033,reiben::V,gnide,törkita
1034,reiben::V,gnide,jorotada
1035,streichen::V,smøre,voita
1036,schleifen::V,slibe,hijoida
1037,schleifen::V,slibe,teravzoitta
1038,schneiden::V,skære,leikata
1039,schneiden::V,klippe,leikata
1040,rütteln::V,ruske,heilutada
1041,schütteln::V,ryste,pudištada
1042,schwenken::V,svinge,maihutada
1043,schütten::V,hælde,valada
1044,füllen::V,fylde,täutta
1045,einwickeln::V,pakke ind,kärdä
1046,tragen::V,bære,kantta
1047,tragen::V,bære,kandišta
1048,schleppen::V,slæbe,vedätada
1049,ziehen::V,trække,vedada
1050,aufbewahren::V,opbevare,kaita
1051,werfen::V,kaste,čuta
1052,werfen::V,kaste,tactä
1053,fangen::V,fange,püta
1054,packen::V,gribe,tabata
1055,verstecken::V,gemme,peitta
1056,teilen::V,dele,jagada
1057,schicken::V,sende,oigeta
1058,bringen::V,bringe,veda
1059,hinzufügen::V,tilføje,ližata
1060,bekommen::V,få,sada
1061,erhalten::V,få,sada
1062,nehmen::V,tage,otta
1063,wählen::V,vælge,valita
1064,auswählen::V,udvælge,valita
1065,bewahren::V,bevare,kaita
1066,behindern::V,hindre,telustada
1067,behindern::V,forhindre,telustada
1068,verderben::V,ødelægge,travida
1069,beschädigen::V,beskadige,satatada
1070,zerbrechen::V,brække itu,mureta
1071,zerreißen::V,rive itu,rebitada
1072,zerstören::V,ødelægge,mureta
1073,verbrennen::V,brænde,poltta
1074,geben::V,give,antta
1075,reichen::V,række,antta
1076,schenken::V,forære,lahjoita
1077,versprechen::V,love,toivotada
1078,wünschen::V,ønske,toivotada
1079,loben::V,rose,kitta
1080,küssen::V,kysse,tervehtada
1081,wiegen::V,vugge,likutada
1082,zudecken::V,dække til,katta
1083,wecken::V,vække,noustatada
1084,zeigen::V,vise,ozutada
1085,führen::V,føre,astutada
1086,lehren::V,lære,opeta
1087,unterrichten::V,undervise,opeta
1088,aufziehen::V,opdrage,kazvatada
1089,leiten::V,lede,ohjata
1090,antreiben::V,skynde på,rigehtoitta
1091,lassen::V,få til at,käskta
1092,einladen::V,indbyde,kucta
1093,einladen::V,invitere,kucta
1094,vereinigen::V,forene,ühtenzoitta
1095,besuchen::V,besøge,rižada
1096,treffen::V,møde,vastata
1097,sich versammeln::V,forsamles,kägeta
1098,sich versammeln::V,forsamles,sätas
1099,spielen::V,lege,väta
1100,spielen::V,spille,väta
1101,singen::V,synge,pajatada
1102,tanzen::V,danse,kargaita
1103,sich trennen::V,skilles,erigata
1104,verlassen::V,forlade,jätta
1105,retten::V,redde,päzutada
1106,bewachen::V,bevogte,varjoita
1107,schützen::V,skærme,kaita
1108,schützen::V,beskytte,kaita
1109,verteidigen::V,forsvare,kaita
1110,sich schlagen::V,slås,torata
1111,schießen::V,skyde,ampta
1112,siegen::V,sejre,vägestada
1113,ärgern::V,ærgre,verdutada
1114,ärgern::V,ærgre,rändütada
1115,schlagen::V,slå,löda
1116,schlagen::V,slå,iškta
1117,treten::V,sparke,peksta
1118,treten::V,sparke,topsta
1119,stechen::V,stikke,pystiä
1120,stoßen::V,støde,iškta
1121,stoßen::V,støde,pudištada
1122,stehlen::V,stjæle,vargastada
1123,stören::V,forstyrre,keskustada
1124,belästigen::V,genere,tartuteldas
1125,belästigen::V,ulejlige,tartuteldas
1126,verbergen::V,skjule,katelda
1127,täuschen::V,villede,manitada
1128,betrügen::V,bedrage,manitada
1129,töten::V,dræbe,rikta
1130,töten::V,dræbe,surmita
1131,wohnen::V,bo,eläda
1132,arbeiten::V,arbejde,rata
1133,sammeln::V,samle,kogota
1134,pflücken::V,plukke,poimda
1135,jagen::V,jage,mecata
1136,fischen::V,fiske,kalatada
1137,fassen::V,fange,tabata
1138,hüten::V,vogte,paimeta
1139,treiben::V,drive,ajada
1140,anbinden::V,binde fast,küttestada
1141,anbinden::V,binde fast,sidoda
1142,füttern::V,fodre,sötta
1143,melken::V,malke,lüpsta
1144,hacken::V,hakke,sauda
1145,gießen::V,hælde,valada
1146,reifen::V,modne,küpseta
1147,zubereiten::V,tilberede,vaumištada
1148,kochen::V,koge,keitta
1149,backen::V,bage,paštta
1150,braten::V,stege,žarda
1151,umrühren::V,røre om,segoitada
1152,stricken::V,strikke,kudoda
1153,nähen::V,sy,ombelta
1154,färben::V,farve,mujutada
1155,reinigen::V,rense,puhtastada
1156,reinigen::V,gøre ren,puhtastada
1157,waschen::V,vaske,pesta
1158,abwischen::V,tørre af,pühktä
1159,spülen::V,skylle,huhtoida
1160,fegen::V,feje,pühkta
1161,kehren::V,feje,uhoita
1162,baden::V,bade,kül'ptäs
1163,sich waschen::V,vaske sig,pestas
1164,ausziehen::V,tage af,riičta
1165,ausziehen::V,tage af,rušta
1166,anziehen::V,tage på,panda päle
1167,anziehen::V,tage på,panda kädehe
1168,anziehen::V,tage på,panda jaugha
1169,sich anziehen::V,klæde sig på,sobdas
1170,kämmen::V,rede,harjata
1171,kämmen::V,frisere,harjata
1172,schmücken::V,pynte,čomitada
1173,schmücken::V,smykke,čomitada
1174,sagen::V,sige,sanuda
1175,sprechen::V,snakke,pagišta
1176,reden::V,tale,pagišta
1177,reden::V,snakke,pagišta
1178,sich unterhalten::V,snakke sammen,lodaita
1179,fragen::V,spørge,küzuda
1180,bitten::V,bede,pakita
1181,erzählen::V,berette,sanuda
1182,erzählen::V,berette,starinoita
1183,erzählen::V,fortælle,sanuda
1184,erzählen::V,fortælle,starinoita
1185,mitteilen::V,meddele,tedotada
1186,nennen::V,nævne,nimitada
1187,rufen::V,råbe,kucta
1188,prahlen::V,prale,kittäs
1189,übersetzen::V,oversætte,käta
1190,denken::V,tænke,meletada
1191,glauben::V,tro,uskta
1192,bemerken::V,bemærke,homaita
1193,bemerken::V,lægge mærke til,homaita
1194,erkennen::V,genkende,tundištada
1195,begreifen::V,begribe,tabata
1196,verstehen::V,forstå,el'geta
1197,verstehen::V,forstå,toimetada
1198,lernen::V,lære,opetas
1199,wissen::V,vide,teta
1200,sich erinnern an::V,mindes,johtutada
1201,sich erinnern an::V,huske på,johtutada
1202,vergessen::V,glemme,unohtada
1203,messen::V,måle,märita
1204,zählen::V,tælle,lugeda
1205,rechnen::V,regne,lugeda
1206,lesen::V,læse,lugeda
1207,malen::V,male,pirta
1208,zeichnen::V,tegne,pirta
1209,schreiben::V,skrive,kirjutada
1210,besitzen::V,eje,omištada
1211,besitzen::V,besidde,omištada
1212,kaufen::V,købe,ostta
1213,verkaufen::V,sælge,möda
1214,bezahlen::V,betale,maksta
1215,zahlen::V,betale,maksta
1216,beherrschen::V,beherske,valdoita
1217,ertragen::V,tåle,tirpta
1218,ertragen::V,udholde,tirpta
1219,hinfallen::V,,langeta
