,Concept_ID,br,ru
819,hineingehen::V,monet e-barzh,входить
820,eintreten::V,monet e-barzh,войти
821,kommen::V,dont,прийти
822,ankommen::V,erruout,прибыть
823,zurückkommen::V,addonet,возвратиться
824,bleiben::V,chom,остаться
825,warten::V,gortoz,ждать
826,erwarten::V,gortoz,ожидать
827,suchen::V,klask,искать
828,finden::V,kavout,найти
829,versuchen::V,klask,пытаться
830,vorbereiten::V,aozañ,подготовить
831,lieben::V,karout,любить
832,mögen::V,karout,любить
833,lachen::V,c'hoarzin,смеяться
834,rühren::V,tenerañ,растрогать
835,weinen::V,gouelañ,плакать
836,schimpfen::V,krozal,ругаться
837,sich ärgern::V,fachañ,сердиться
838,sich ärgern::V,en em fachañ,сердиться
839,fliehen::V,tec'het,убегать
840,flüchten::V,tuzañ,убежать
841,sehen::V,gwelet,видеть
842,anschauen::V,sellout ouzh,посмотреть
843,ansehen::V,sellout ouzh,смотреть
844,hören::V,klevet,слышать
845,zuhören::V,selaou,слушать
846,probieren::V,blasa,пробовать
847,riechen::V,klevet,нюхать
848,fühlen::V,santout,чувствовать
849,scheinen::V,diskouez bezañ,казаться
850,zu sehen sein::V,bezañ gwelus,виднеться
851,vernehmen::V,merzhañ,услышать
852,frieren::V,anoued,мерзнуть
853,tun::V,ober,делать
854,können::V,gouzout,мочь
855,können::V,gouzout,уметь
856,wollen::V,fellout da,хотеть
857,wollen::V,kaout c'hoant da,хотеть
858,anfangen::V,kregiñ,начать
859,beenden::V,achuiñ,закончить
860,aufhören::V,paouez,перестать
861,öffnen::V,digeriñ,открыть
862,schließen::V,serriñ,закрыть
863,stellen::V,lakaat,поставить
864,setzen::V,lakaat,посадить
865,legen::V,lakaat,класть
866,berühren::V,touch,трогать
867,verbinden::V,eren,связать
868,bedecken::V,goloiñ,покрыть
869,aufhängen::V,istribilhañ,повесить
870,anzünden::V,alumiñ,зажечь
871,anzünden::V,c'hwezzañ,зажечь
872,aufheben::V,dastum,поднять
873,zurücklassen::V,lezel,оставить
874,verlieren::V,koll,потерять
875,fallen lassen::V,laoskel,уронить
876,fallen lassen::V,lezel da gouezhel,уронить
877,machen::V,ober,сделать
878,herstellen::V,fardañ,изготовить
879,bauen::V,sevel,строить
880,reparieren::V,adaozañ,чинить
881,verbessern::V,gwellaat,улучшить
882,ändern::V,cheñch,изменить
883,graben::V,kleuzañ,копать
884,beugen::V,plegañ,согнуть
885,biegen::V,krommañ,погнуть
886,drehen::V,treiñ,вертеть
887,wenden::V,treiñ,повернуть
888,umdrehen::V,treiñ,перевернуть
889,heben::V,sevel,поднимать
890,hochheben::V,sevel,поднять
891,ergreifen::V,kemer,схватить
892,halten::V,dalc'hen,держать
893,drücken::V,bountañ,нажимать
894,schieben::V,poulzañ,толкать
895,kratzen::V,skrabat,скрести
896,lecken::V,lipat,лизать
897,beißen::V,kregiñ,кусать
898,abreißen::V,diframmañ,оторвать
899,abschneiden::V,troc'hañ,отрезать
900,binden::V,stagañ,вязать
901,stecken::V,sankañ,воткнуть
902,brechen::V,darnaouiñ,сломать
903,klopfen::V,skoiñ,стучать
904,hauen::V,dornañ,бить
905,kleben::V,pegañ,клеить
906,reiben::V,taravat,тереть
907,reiben::V,trekiñ,тереть
908,streichen::V,toazañ,намазать
909,schleifen::V,lemmañ,точить
910,schneiden::V,troc'hañ,резать
911,rütteln::V,tordorosañ,шатать
912,schütteln::V,hejañ,трясти
913,schütten::V,diskargañ,налить
914,füllen::V,kargañ,наполнить
915,einwickeln::V,gronnañ,завернуть
916,tragen::V,dougen,нести
917,schleppen::V,stlejal,тащить
918,ziehen::V,sachañ,тянуть
919,aufbewahren::V,miret,хранить
920,werfen::V,teuler,бросать
921,fangen::V,tapañ,ловить
922,packen::V,krapat,схватить
923,verstecken::V,kuzhat,спрятать
924,teilen::V,rannañ,разделить
925,schicken::V,kas,посылать
926,bringen::V,degas,принести
927,hinzufügen::V,lakat ouzhpenn,добавить
928,bekommen::V,kaout,достать
929,erhalten::V,kaout,получить
930,nehmen::V,kemer,взять
931,wählen::V,choaz,выбрать
932,auswählen::V,dibab,отобрать
933,bewahren::V,mirout,сохранить
934,behindern::V,diaezañ,препятствовать
935,verderben::V,lovrañ,испортить
936,beschädigen::V,gwallegañ,повредить
937,zerbrechen::V,torriñ,разбить
938,zerreißen::V,diroegiñ,разорвать
939,zerstören::V,distrujañ,разрушить
940,verbrennen::V,deviñ,сжечь
941,geben::V,reiñ,дать
942,schenken::V,donezonañ,дарить
943,versprechen::V,prometiñ,обещать
944,wünschen::V,hetiñ,желать
945,loben::V,feurmiñ,хвалить
946,küssen::V,pokat,целовать
947,wiegen::V,pouezañ,качать
948,zudecken::V,goloiñ,накрыть
949,wecken::V,dihuniñ,разбудить
950,zeigen::V,diskouez,показать
951,führen::V,kas,вести
952,lehren::V,deskiñ,учить
953,unterrichten::V,kelenn,преподавать
954,leiten::V,bleinañ,руководить
955,antreiben::V,poulzañ,подгонять
956,lassen::V,leuskel,заставить
957,einladen::V,pediñ,пригласить
958,vereinigen::V,unisañ,объединить
959,besuchen::V,gweladenniñ,посетить
960,treffen::V,kejal,встретить
961,treffen::V,ankontrañ,встретить
962,sich versammeln::V,bodennañ,собраться
963,spielen::V,c'hoari,играть
964,singen::V,kanañ,петь
965,tanzen::V,dañsal,плясать
966,tanzen::V,dañsal,танцевать
967,sich trennen::V,dispartiañ,расстаться
968,verlassen::V,lezel,покинуть
969,retten::V,saveteiñ,спасти
970,bewachen::V,mesa,охранять
971,schützen::V,diwall,уберегать
972,verteidigen::V,difenn,защитить
973,sich schlagen::V,lopañ,драться
974,siegen::V,trec'hiñ,победить
975,ärgern::V,hegasiñ,сердить
976,schlagen::V,skeiñ,ударить
977,treten::V,botaouiñ,пинать
978,stechen::V,pikat,уколоть
979,stoßen::V,stokañ,толкнуть
980,stehlen::V,laerezh,украсть
981,stören::V,direnkañ,помешать
982,belästigen::V,dregasiñ,надоедать
983,verbergen::V,skoachañ,скрыть
984,täuschen::V,tromplañ,обмануть
985,betrügen::V,lorbañ,смошенничать
986,töten::V,lazhañ,убить
987,wohnen::V,bezañ o chom,проживать
988,arbeiten::V,labourat,работать
989,sammeln::V,dastum,собрать
990,pflücken::V,kuntuilhañ,рвать
991,pflücken::V,kuntuilhañ,срывать
992,jagen::V,chaseal,охотиться
993,fischen::V,pesketa,рыбачить
994,fassen::V,pakañ,поймать
995,hüten::V,geota,пасти
996,anbinden::V,stagañ,привязать
997,füttern::V,boueta,кормить
998,melken::V,goro,доить
999,hacken::V,difrakal,рубить
1000,gießen::V,dourañ,полить
1001,reifen::V,azviñ,созреть
1002,zubereiten::V,keginañ,приготовить
1003,kochen::V,poazhañ,варить
1004,backen::V,fritañ,печь
1005,braten::V,rostañ,жарить
1006,stricken::V,stammañ,вязать
1007,nähen::V,gwriat,шить
1008,färben::V,livañ,покрасить
1009,reinigen::V,naetañ,очистить
1010,waschen::V,gwalc'hiñ,стирать
1011,abwischen::V,torchañ,вытереть
1012,spülen::V,disgwalc'hiñ,полоскать
1013,fegen::V,skubañ,подметать
1014,kehren::V,skubañ,мести
1015,baden::V,kouronkañ,купаться
1016,sich waschen::V,en em walc'hiñ,мыться
1017,sich anziehen::V,gwiskañ,одеться
1018,kämmen::V,kribat,причесать
1019,schmücken::V,kinklañ,украсить
1020,sagen::V,larêt,сказать
1021,sagen::V,lavaret,сказать
1022,sprechen::V,komz,говорить
1023,reden::V,kaozeal,разговаривать
1024,sich unterhalten::V,balbotal,беседовать
1025,fragen::V,goulenn,спросить
1026,bitten::V,goulenn,просить
1027,erzählen::V,kontañ,рассказать
1028,mitteilen::V,kemenn,сообщить
1029,nennen::V,anviñ,назвать
1030,rufen::V,gelver,звать
1031,prahlen::V,fougeal,хвастаться
1032,übersetzen::V,treiñ,перевести
1033,denken::V,soñjal,думать
1034,glauben::V,krediñ,верить
1035,bemerken::V,apresevañ,заметить
1036,erkennen::V,anavout,узнать
1037,begreifen::V,meizañ,понять
1038,begreifen::V,meizañ,постичь
1039,verstehen::V,kompren,услышать
1040,lernen::V,deskiñ,учиться
1041,wissen::V,gouzout,знать
1042,sich erinnern an::V,kaout soñj e,вспомнить
1043,vergessen::V,ankouaat,забыть
1044,messen::V,muzuliañ,мерить
1045,zählen::V,kontañ,считать
1046,rechnen::V,jedañ,считать
1047,lesen::V,lenn,читать
1048,malen::V,livañ,рисовать
1049,zeichnen::V,tresañ,рисовать
1050,schreiben::V,skrivañ,писать
1051,besitzen::V,kaout,иметь
1052,kaufen::V,prenañ,купить
1053,verkaufen::V,gwerzhañ,продать
1054,bezahlen::V,paeañ,заплатить
1055,zahlen::V,paeañ,платить
1056,beherrschen::V,mestroniañ,владеть
1057,ertragen::V,anduriñ,вытерпеть
1058,Grube::N,,яма
1059,Spur::N,,след
1060,Lehm::N,,глина
1061,Laut::N,,звук
1062,Winkel::N,,угол
1063,Lagerfeuer::N,,костер
1064,vergebens::ADV,,напрасно
1065,untergehen[Sonne]::V,,зайти
1066,läuten::V,,звонить
1067,klingeln::V,,звонить
1068,sich fürchten::V,,бояться
1069,fürchten::V,,бояться
1070,gelingen::V,,удаться
1071,geraten::V,,оказаться
1072,schwenken::V,,махать
1073,reichen::V,,передать
1074,aufziehen::V,,воспитать
1075,schießen::V,,стрелять
1076,treiben::V,,гнать
1077,umrühren::V,,перемешать
1078,ausziehen::V,,снять
1079,anziehen::V,,надеть
