,Concept_ID,no,pl
837,fließen::V,flyte,ciec
838,fließen::V,flyte,płynąć
839,sich drehen::V,dreie seg,obracać się
840,schwanken::V,svaie,chwiać się
841,schwingen::V,svinge,wahać się
842,fallen::V,falle,padać
843,brennen::V,brenne,palić się
844,rauchen::V,ryke,dymić
845,rauchen::V,ryke,dymić się
846,regnen::V,regne,padać
847,gefrieren::V,fryse,zamarznąć
848,tauen::V,tine,tajać
849,schmelzen::V,smelte,topnieć
850,trocknen::V,tørre,schnąć
851,sieden::V,koke,wrzeć
852,sieden::V,koke,kipieć
853,faulen::V,råtne,gnić
854,verfaulen::V,råtne,zgnić
855,reißen::V,briste,urywać się
856,versinken::V,synke,tonąć
857,versinken::V,synke ned,tonąć
858,vergehen::V,forløpe,przechodzić
859,erscheinen::V,synes,zjawiać się
860,verschwinden::V,forsvinne,zniknąć
861,sinken::V,synke,spadać
862,abnehmen::V,avta,spadać
863,abnehmen::V,minske,spadać
864,zunehmen::V,tilta,wzrosnąć
865,steigen::V,stige,wzrastać
866,wachsen::V,gro,rosnąć
867,wachsen::V,vokse,rosnąć
868,glänzen::V,skinne,błyszczeć
869,funkeln::V,tindre,zabłyszczeć
870,lärmen::V,bråke,hałasować
871,läuten::V,ringe,dzwonić
872,klingeln::V,ringe,dzwonić
873,klirren::V,klirre,brzęczeć
874,brausen::V,bruse,huczeć
875,rauschen::V,suse,szumieć
876,rauschen::V,suse,szeleścić
877,klingen::V,lyde,brzmieć
878,klingen::V,lyde,dźwięczeć
879,klingen::V,klinge,brzmieć
880,klingen::V,klinge,dźwięczeć
881,bellen::V,gjø,szczekać
882,bellen::V,bjeffe,szczekać
883,heulen::V,ule,wyć
884,blasen::V,blåse,dmuchnąć
885,pfeifen::V,plystre,gwizdać
886,schreien::V,skrike,krzyczeć
887,stöhnen::V,stønne,stękać
888,zittern::V,dirre,drżeć
889,zittern::V,skjelve,drżeć
890,leben::V,leve,żyć
891,geboren werden::V,fødes,urodzić się
892,atmen::V,ånde,oddychać
893,atmen::V,puste,oddychać
894,trinken::V,drikke,pić
895,essen::V,spise,jeść
896,schlucken::V,svelge,połknąć
897,müde werden::V,bli trett,zmęczyć się
898,einschlafen::V,sovne,zasnąć
899,schlafen::V,sove,spać
900,aufwachen::V,våkne,obudzić się
901,aufstehen::V,stå opp,wstać
902,sich erholen::V,bli bra,wypoczywać
903,sich erholen::V,komme seg,wypoczywać
904,krank werden::V,bli syk,zachorować
905,krank sein::V,være syk,chorować
906,schmerzen::V,gjøre vondt,boleć
907,husten::V,hoste,kaszlać
908,genesen::V,komme seg,wyzdrowieć
909,sterben::V,dø,umrzeć
910,umkommen::V,omkomme,zginąć
911,sich bewegen::V,bevege seg,poruszać się
912,sich rühren::V,røre på seg,ruszyć się
913,sich erheben::V,reise seg,podnieść się
914,sich setzen::V,sette sig,usiąść
915,hinfallen::V,falle over ende,upaść
916,laufen::V,løpe,chodzić
917,schreiten::V,skride,kroczyć
918,spazierengehen::V,spasere,iść na spacer
919,spazierengehen::V,gå en tur,iść na spacer
920,eilen::V,ile,pospieszać
921,sich beeilen::V,skynde seg,pospieszyć się
922,sausen::V,suse,pędzić
923,rennen::V,løpe,biec
924,rennen::V,løpe,biegać
925,springen::V,hoppe,skakać
926,springen::V,springe,skakać
927,klettern::V,klatre,wspinać się
928,schaukeln::V,huske,huśtać
929,schaukeln::V,huske,kołysać
930,kriechen::V,krype,pełzać
931,kriechen::V,krype,czołgać się
932,schwimmen::V,svømme,pływać
933,tauchen::V,dykke,zanurzać się
934,rudern::V,ro,wiosłować
935,fahren::V,kjøre,jechać
936,fliegen::V,fly,latać
937,fliegen::V,fly,lecieć
938,gehen::V,gå,iść
939,weggehen::V,gå bort,odejść
940,abfahren::V,reise,odjechać
941,anhalten::V,stanse,zatrzymać się
942,hineingehen::V,gå inn,wchodzić
943,eintreten::V,tre inn,wejść
944,eintreten::V,tre inn,nastąpić
945,kommen::V,komme,przyjść
946,ankommen::V,ankomme,przybyć
947,ankommen::V,komme til,przybyć
948,zurückkommen::V,komme tilbake,wrócić
949,bleiben::V,bli,zostać
950,bleiben::V,forbli,zostać
951,warten::V,vente,czekać
952,erwarten::V,vente,oczekiwać
953,suchen::V,søke,szukać
954,finden::V,finne,znaleźć
955,versuchen::V,prøve,próbować
956,versuchen::V,forsøke,próbować
957,vorbereiten::V,forberede,przygotować
958,lieben::V,elske,kochać
959,mögen::V,like,lubić
960,lachen::V,le,śmiać się
961,rühren::V,røre,wzruszyć
962,weinen::V,gråte,płakać
963,schimpfen::V,skjelle,kląć
964,sich ärgern::V,ergre seg,gniewać się
965,sich fürchten::V,være redd,bać się
966,fürchten::V,være redd for,bać się
967,fliehen::V,rømme,uciekać
968,fliehen::V,flykte,uciekać
969,flüchten::V,flykte,uciec
970,sehen::V,se,widzieć
971,sehen::V,se,zobaczyć
972,anschauen::V,se på,oglądać
973,anschauen::V,betrakte,oglądać
974,ansehen::V,anse,popatrzeć na
975,hören::V,høre,słyszeć
976,zuhören::V,tilhøre,słuchać
977,probieren::V,smake,kosztować
978,probieren::V,smake på,kosztować
979,riechen::V,lukte,wąchać
980,fühlen::V,føle,czuć
981,fühlen::V,føle,odczuwać
982,scheinen::V,se ut,wydawać się
983,zu sehen sein::V,synes,widnieć
984,vernehmen::V,få vite,usłyszeć
985,frieren::V,fryse,marznąć
986,tun::V,gjøre,czynić
987,können::V,kunne,móc
988,können::V,kunne,umieć
989,wollen::V,ville,chcieć
990,anfangen::V,begynne,zacząć
991,beenden::V,avslutte,zakończyć
992,aufhören::V,slutte,przestać
993,aufhören::V,holde opp,przestać
994,gelingen::V,lykkes,udać się
995,geraten::V,bli,udać się
996,öffnen::V,åpne,otworzyć
997,schließen::V,lukke,zamknąć
998,schließen::V,stenge,zamknąć
999,stellen::V,stille,postawić
1000,setzen::V,sette,posadzić
1001,legen::V,legge,kłaść
1002,berühren::V,berøre,dotykać
1003,verbinden::V,forbinde,łączyć
1004,bedecken::V,dekke,przykryć
1005,aufhängen::V,henge,powiesić
1006,aufhängen::V,henge opp,powiesić
1007,anzünden::V,tenne,zapalić
1008,anzünden::V,antenne,zapalić
1009,anzünden::V,tenne på,zapalić
1010,aufheben::V,løfte,podnieść
1011,aufheben::V,ta opp,podnieść
1012,zurücklassen::V,slippe tilbake,zostawić
1013,verlieren::V,miste,zgubić
1014,fallen lassen::V,droppe,upuścić
1015,fallen lassen::V,la falle,upuścić
1016,machen::V,lage,zrobić
1017,machen::V,gjøre,zrobić
1018,herstellen::V,fremstille,wytworzyć
1019,bauen::V,bygge,budować
1020,reparieren::V,reparere,naprawiać
1021,verbessern::V,rette,ulepszyć
1022,verbessern::V,forbedre,ulepszyć
1023,ändern::V,forandre,zmienić
1024,graben::V,grave,kopać
1025,beugen::V,bøye,zagiąć
1026,biegen::V,bøye,zgiąć
1027,drehen::V,dreie,obracać
1028,wenden::V,vende,obrocić
1029,umdrehen::V,snu,obrocić
1030,heben::V,heve,podnosić
1031,hochheben::V,løfte,podnieść
1032,ergreifen::V,gripe,chwycić
1033,ergreifen::V,få tak i,chwycić
1034,halten::V,holde,trzymać
1035,drücken::V,trykke,naciskać
1036,schieben::V,skyve,pchać
1037,schieben::V,skyve,posuwać
1038,kratzen::V,klø,drapać
1039,kratzen::V,klore,drapać
1040,lecken::V,slikke,lizać
1041,beißen::V,bite,kąsać
1042,abreißen::V,rive av,oderwać
1043,abschneiden::V,skjære av,odciąć
1044,binden::V,binde,wiązać
1045,stecken::V,stikke,wetknąć
1046,brechen::V,bryte,złamać
1047,brechen::V,briste,złamać
1048,klopfen::V,banke,pukać
1049,klopfen::V,banke,stukać
1050,hauen::V,hogge,bić
1051,kleben::V,klistre,kleić
1052,reiben::V,gni,trzeć
1053,streichen::V,stryke,smarować
1054,schleifen::V,slipe,ostrzyć
1055,schneiden::V,klippe,ciąć
1056,schneiden::V,klippe,krajać
1057,rütteln::V,ruske,trząść
1058,schütteln::V,riste,trząść
1059,schwenken::V,svinge,machać
1060,schütten::V,helle,nasypać
1061,füllen::V,fylle,napełnić
1062,einwickeln::V,vikle inn,zawinąć
1063,tragen::V,bære,nieść
1064,schleppen::V,slepe,wlec
1065,ziehen::V,dra,ciągnąć
1066,ziehen::V,trekke,ciągnąć
1067,aufbewahren::V,oppbevare,przechowywać
1068,aufbewahren::V,ta vare på,przechowywać
1069,werfen::V,kaste,rzucać
1070,fangen::V,fange,łowić
1071,packen::V,gripe,chwycić
1072,packen::V,gripe tak i,chwycić
1073,verstecken::V,gjemme,ukryć
1074,verstecken::V,gjemme,schować
1075,teilen::V,dele,podzielić
1076,schicken::V,sende,posyłać
1077,bringen::V,bringe,przynieść
1078,hinzufügen::V,tilføye,dodać
1079,bekommen::V,få,dostać
1080,erhalten::V,få,otrzymać
1081,nehmen::V,ta,wziąć
1082,wählen::V,velge,wybrać
1083,auswählen::V,velge ut,wybrać
1084,bewahren::V,bevare,zachować
1085,behindern::V,hindre,utrudnić
1086,behindern::V,hindre,przeszkadzać
1087,behindern::V,forhindre,utrudnić
1088,behindern::V,forhindre,przeszkadzać
1089,verderben::V,ødelegge,zepsuć
1090,beschädigen::V,skade,uszkodzić
1091,zerbrechen::V,brekke i stykker,złamać
1092,zerreißen::V,rive i stykker,drzeć
1093,zerreißen::V,rive i stykker,rozdzierać
1094,zerstören::V,ødelegge,zniszczyć
1095,verbrennen::V,brenne,spalić
1096,verbrennen::V,brenne opp,spalić
1097,geben::V,gi,dać
1098,reichen::V,rekke,podać
1099,schenken::V,forære,darować
1100,schenken::V,skjenke,darować
1101,versprechen::V,love,obiecać
1102,wünschen::V,ønske,życzyć
1103,loben::V,rose,chwalić
1104,küssen::V,kysse,całować
1105,wiegen::V,vogge,kołysać
1106,zudecken::V,dekke til,przykryć
1107,wecken::V,vekke,zbudzić
1108,zeigen::V,vise,pokazać
1109,führen::V,føre,wieść
1110,führen::V,føre,prowadzić
1111,lehren::V,lære,uczyć
1112,unterrichten::V,undervise,nauczać
1113,aufziehen::V,oppdra,wychować
1114,leiten::V,lede,kierować
1115,antreiben::V,drive på,popędzić
1116,lassen::V,få til å,zostawić
1117,einladen::V,be,zaprosić
1118,einladen::V,invitere,zaprosić
1119,vereinigen::V,forene,zjednoczyć
1120,besuchen::V,besøke,odwiedzić
1121,treffen::V,møte,trafić
1122,treffen::V,møte,spotkać
1123,treffen::V,treffe,trafić
1124,treffen::V,treffe,spotkać
1125,sich versammeln::V,forsamles,zebrać się
1126,sich versammeln::V,forsamles,zgromadzić się
1127,spielen::V,leke,grać
1128,spielen::V,leke,bawić się
1129,spielen::V,spille,grać
1130,spielen::V,spille,bawić się
1131,singen::V,synge,śpiewać
1132,tanzen::V,danse,pląsać
1133,tanzen::V,danse,tańczyć
1134,sich trennen::V,skilles,rozstać się
1135,verlassen::V,forlate,opuścić
1136,retten::V,redde,ocalić
1137,retten::V,redde,uratować
1138,bewachen::V,bevokte,pilnować
1139,schützen::V,verne,ochronić
1140,schützen::V,beskytte,ochronić
1141,verteidigen::V,forsvare,bronić
1142,sich schlagen::V,slåss,pobić się
1143,schießen::V,skyte,strzelać
1144,siegen::V,seire,zwycziężyć
1145,ärgern::V,ergre,gniewać
1146,treten::V,sparke,kopnąć
1147,stechen::V,stikke,ukłuć
1148,stoßen::V,støte,popchnąć
1149,stehlen::V,stjele,ukraść
1150,stören::V,forstyrre,zakłócić
1151,stören::V,forstyrre,przeszkodzić
1152,belästigen::V,plage,dokuczać
1153,belästigen::V,sjenere,dokuczać
1154,verbergen::V,gjemme,ukryć
1155,täuschen::V,villede,łudzić
1156,betrügen::V,bedra,oszukać
1157,töten::V,drepe,zabić
1158,wohnen::V,bo,mieszkać
1159,arbeiten::V,arbeide,pracować
1160,sammeln::V,samle,zebrać
1161,pflücken::V,plukke,zerwać
1162,jagen::V,jage,polować
1163,fischen::V,fiske,łowić ryby
1164,fassen::V,fange,złapać
1165,hüten::V,vokte,paść
1166,treiben::V,drive,pędzić
1167,anbinden::V,feste,przywiązać
1168,füttern::V,fore,karmić
1169,melken::V,melke,doić
1170,hacken::V,hakke,rąbać
1171,gießen::V,helle,lać
1172,gießen::V,helle,podlać
1173,reifen::V,modne,dojrzeć
1174,zubereiten::V,lage,przyrządzić
1175,zubereiten::V,tilberede,przyrządzić
1176,kochen::V,koke,gotować
1177,backen::V,bake,piec
1178,braten::V,steke,piec
1179,braten::V,steke,smażyć
1180,umrühren::V,røre om,przemieszać
1181,stricken::V,strikke,dziać
1182,nähen::V,sy,szyć
1183,färben::V,farge,pofarbować
1184,reinigen::V,rense,oczyścić
1185,reinigen::V,gjøre ren,oczyścić
1186,waschen::V,vaske,prać
1187,abwischen::V,tørke av,obetrzeć
1188,spülen::V,spyle,płukać
1189,spülen::V,skylle,płukać
1190,fegen::V,feie,zamiatać
1191,kehren::V,koste,zamieść
1192,baden::V,bade,kąpać się
1193,sich waschen::V,vaske seg,myć się
1194,ausziehen::V,ta av,zdjąć
1195,anziehen::V,ta på,włożyć
1196,sich anziehen::V,kle på seg,ubrać się
1197,kämmen::V,gre,uczesać
1198,kämmen::V,kjemme,uczesać
1199,schmücken::V,pynte,ozdabiać
1200,schmücken::V,smykke,ozdabiać
1201,sagen::V,si,powiedzieć
1202,sprechen::V,snakke,mówić
1203,reden::V,tale,mówić
1204,reden::V,snakke,mówić
1205,sich unterhalten::V,samtale,rozmawiać
1206,fragen::V,spørre,zapytać
1207,bitten::V,be,prosić
1208,erzählen::V,fortelle,opowiedzieć
1209,mitteilen::V,meddele,zawiadomić o
1210,nennen::V,kalle,nazwać
1211,rufen::V,rope,wołać
1212,prahlen::V,skryte,chełpić się
1213,übersetzen::V,oversette,tłumaczyć
1214,denken::V,tenke,myśleć
1215,glauben::V,tro,sądzić
1216,glauben::V,tro,wierzyć
1217,bemerken::V,bemerke,zauważyć
1218,bemerken::V,legge merke til,zauważyć
1219,erkennen::V,gjenkjenne,poznać
1220,begreifen::V,begripe,zrozumieć
1221,verstehen::V,forstå,rozumieć
1222,verstehen::V,forstå,dosłyszeć
1223,verstehen::V,skjønne,rozumieć
1224,verstehen::V,skjønne,dosłyszeć
1225,lernen::V,lære,uczyć się
1226,wissen::V,vite,wiedzieć
1227,sich erinnern an::V,huske på,przypomnieć sobie
1228,vergessen::V,glemme,zapomnieć
1229,messen::V,måle,mierzyć
1230,zählen::V,telle,liczyć
1231,rechnen::V,regne,rachować
1232,lesen::V,lese,czytać
1233,malen::V,male,malować
1234,zeichnen::V,tegne,rysować
1235,schreiben::V,skrive,pisać
1236,besitzen::V,eie,posiadać
1237,besitzen::V,inneha,posiadać
1238,kaufen::V,kjøpe,kupić
1239,verkaufen::V,selge,sprzedać
1240,bezahlen::V,betale,zapłacić
1241,zahlen::V,betale,płacić
1242,beherrschen::V,beherske,opanować
1243,ertragen::V,orke,znieść
1244,schlagen::V,,bić
1245,schlagen::V,,uderzyć
