,Concept_ID,fi,el
236,Spur::N,jälki,ίχνος
237,Asche::N,tuhka,στάχτη
238,Dreck::N,lika,βρωμιά
239,Eisen::N,rauta,σίδερο
240,Gold::N,kulta,μάλαμα
241,Gold::N,kulta,χρυσάφι
242,Silber::N,hopea,ασήμι
243,Silber::N,hopea,άργυρος
244,Kohle::N,hiili,κάρβουνο
245,Glas::N,lasi,γυαλί
246,Lehm::N,savi,πηλός
247,Sand::N,hiekka,άμμος
248,Mensch::N,ihminen,άνθρωπος
249,Mann::N,mies,άνδρας
250,Frau::N,nainen,γυναίκα
251,Kind::N,lapsi,παιδί
252,Junge::N,poika,αγόρι
253,Mädchen::N,tyttö,κοπέλα
254,Mädchen::N,tyttö,κορίτσι
255,Familie::N,perhe,οικογένεια
256,Großvater::N,isoisä,παππούς
257,Großmutter::N,isoäiti,γιαγιά
258,Eltern::N,vanhemmat,γονείς
259,Vater::N,isä,πατέρας
260,Mutter::N,äiti,μητέρα
261,Sohn::N,poika,γιος
262,Tochter::N,tytär,κόρη
263,Bruder::N,veli,αδελφός
264,Schwester::N,sisko,αδελφή
265,Onkel::N,eno,θείος
266,Onkel::N,setä,θείος
267,Tante::N,täti,θεία
268,Ehemann::N,mies,σύζυγος
269,Ehemann::N,aviomies,σύζυγος
270,Ehefrau::N,vaimo,σύζυγος
271,Ehefrau::N,aviovaimo,σύζυγος
272,Freude::N,ilo,χαρά
273,Freude::N,riemu,χαρά
274,Gelächter::N,nauru,γέλια
275,Glück::N,onni,ευτυχία
276,Kummer::N,suru,έγνοια
277,Kummer::N,murhe,έγνοια
278,Wunsch::N,toive,επιθυμία
279,Wunsch::N,toivomus,επιθυμία
280,Lust::N,himo,όρεξη
281,Geist::N,henki,πνέυμα
282,Gedanke::N,aate,σκέψη
283,Gedanke::N,ajatus,σκέψη
284,Gedächtnis::N,muisti,μνήμη
285,Verstand::N,äly,νους
286,Verstand::N,järki,νους
287,Verstand::N,ymmärrys,νους
288,Sinn::N,merkitys,νόημα
289,Grund::N,syy,λόγος
290,Grund::N,peruste,λόγος
291,Wahrheit::N,tosi,αλήθεια
292,Wahrheit::N,totuus,αλήθεια
293,Gespräch::N,puhelu,συνομιλία
294,Gespräch::N,keskustelu,συνομιλία
295,Märchen::N,satu,παραμύθι
296,Erzählung::N,tarina,διήγημα
297,Erzählung::N,kertomus,διήγημα
298,Nachricht::N,tieto,είδηση
299,Nachricht::N,ilmoitus,είδηση
300,Neuigkeit::N,uutinen,νέο
301,Name::N,nimi,όνομα
302,Rätsel::N,arvoitus,αίνιγμα
303,Rede::N,puhe,λόγος
304,Rede::N,puhe,ομιλία
305,Sprache::N,kieli,γλώσσα
306,Stimme::N,ääni,φωνή
307,Wort::N,sana,λέξη
308,Zeichen::N,merkki,σημείο
309,Ruf::N,kutsu,κραυγή
310,Lärm::N,melu,θόρυβος
311,Lärm::N,hälinä,θόρυβος
312,Laut::N,ääni,ήχος
313,Ton::N,sävel,ήχος
314,Ton::N,sävel,τόνος
315,Lied::N,laulu,τραγούδι
316,Ruhe::N,lepo,ησυχία
317,Ruhe::N,rauha,ησυχία
318,Leute::N,väki,κόσμος
319,Leute::N,väki,άνθρωποι
320,Leute::N,ihmiset,κόσμος
321,Leute::N,ihmiset,άνθρωποι
322,Volk::N,kansa,λαός
323,Arbeit::N,työ,εργασία
324,Gast::N,vieras,επισκέπτης
325,Geschenk::N,lahja,δώρο
326,Spiel::N,peli,παιχνίδι
327,Spiel::N,leikki,παιχνίδι
328,Gesellschaft::N,seura,κοινωνία
329,Hilfe::N,apu,βοήθεια
330,Freund::N,ystävä,φίλος
331,Kamerad::N,toveri,σύντροφος
332,Angelegenheit::N,asia,υπόθεση
333,Anzahl::N,lukumäärä,αριθμός
334,Art::N,laji,είδος
335,Stück::N,pala,κομμάτι
336,Stück::N,kappale,κομμάτι
337,Teil::N,osa,μέρος
338,Hälfte::N,puoli,μισό
339,Kreis::N,ympyrä,κύκλος
340,Kreuz::N,risti,σταυρός
341,Linie::N,viiva,γραμμή
342,Strich::N,piirto,γραμμή
343,Abstand::N,väli,απόσταση
344,Abstand::N,väljyys,απόσταση
345,Entfernung::N,etäisyys,απόσταση
346,Gegend::N,seutu,περιοχή
347,Gegend::N,seutu,τοποθεσία
348,Platz::N,tila,χώρος
349,Ort::N,kohta,τόπος
350,Ort::N,paikka,τόπος
351,Seite::N,sivu,πλευρά
352,Seite::N,kylki,πλευρά
353,Mitte::N,keskus,μέση
354,Mitte::N,puoliväli,μέση
355,Gegenstand::N,kalu,αντικείμενο
356,Gegenstand::N,esine,αντικείμενο
357,Sache::N,asia,πράγμα
358,Rand::N,ääri,άκρη
359,Rand::N,ääri,χείλος
360,Rand::N,syrjä,άκρη
361,Rand::N,syrjä,χείλος
362,Kante::N,särmä,άκρη
363,Ecke::N,nurkka,γωνιά
364,Spitze::N,terä,μύτη
365,Spitze::N,kärki,μύτη
366,Ende::N,pää,άκρη
367,Ende::N,perä,άκρη
368,Loch::N,kolo,τρύπα
369,Loch::N,reikä,τρύπα
370,Winkel::N,kulma,γωνία
371,Muster::N,kuvio,σχέδιο
372,Größe::N,koko,μέγεθος
373,Größe::N,suuruus,μέγεθος
374,Länge::N,pituus,μήκος
375,Höhe::N,korkeus,ύψος
376,Gewicht::N,paino,βάρος
377,Menge::N,määrä,ποσότητα
378,Haufen::N,kasa,σωρός
379,Reihe::N,rivi,αράδα
380,Boot::N,vene,βάρκα
381,Ruder::N,airo,κουπί
382,Schlitten::N,reki,έλκηθρο
383,Schlitten::N,kelkka,έλκηθρο
384,Ski::N,suksi,σκι
385,Lagerfeuer::N,nuotio,φωτιά
386,Last::N,kuorma,φορτίο
387,Gang::N,kulku,δρόμος
388,Gang::N,käynti,δρόμος
389,Schritt::N,askel,βήμα
390,Norden::N,pohjoinen,βορράς
391,Süden::N,etelä,νότος
392,Westen::N,länsi,δύση
393,Osten::N,itä,ανατολή
394,Holz::N,puu,ξύλο
395,Brett::N,lauta,σανίδι
396,Platte::N,levy,πλάκα
397,Stütze::N,noja,στήριγμα
398,Stange::N,tanko,ραβδί
399,Stange::N,tanko,κοντός
400,Stock::N,keppi,ξύλο
401,Stock::N,keppi,μπαστούνι
402,Stab::N,sauva,ραβδί
403,Stab::N,seiväs,ραβδί
404,Rohr::N,putki,σωλήνας
405,Haus::N,talo,σπίτι
406,Heim::N,koti,σπίτι
407,Ofen::N,uuni,σόμπα
408,Ofen::N,uuni,θερμάστρα
409,Fußboden::N,lattia,πάτωμα
410,Tisch::N,pöytä,τραπέζι
411,Stuhl::N,tuoli,καρέκλα
412,Wiege::N,kehto,κούνια
413,Bett::N,sänky,κρεβάτι
414,Regal::N,hylly,ράφι
415,Kiste::N,arkku,κιβώτιο
416,Kiste::N,kirstu,κιβώτιο
417,Kiste::N,laatikko,κιβώτιο
418,Fenster::N,ikkuna,παράθυρο
419,Tür::N,ovi,πόρτα
420,Tor::N,portti,πύλη
421,Zaun::N,aita,φράχτης
422,Dach::N,katto,στέγη
423,Leiter::N,tikkaat,σκάλα
424,Leiter::N,tikkaat,κλίμακα
425,Leiter::N,tikapuut,σκάλα
426,Leiter::N,tikapuut,κλίμακα
427,Besen::N,luuta,σκούπα
428,Spaten::N,lapio,φτυάρι
429,Schaufel::N,lapio,φτυάρι
430,Gabel::N,haarukka,πιρούνι
431,Löffel::N,lusikka,κουτάλι
432,Messer::N,veitsi,μαχαίρι
433,Nagel::N,naula,καρφί
434,Netz::N,verkko,δίχτυ
435,Haken::N,haka,γάντζος
436,Haken::N,haka,αγκίστρι
437,Haken::N,koukku,γάντζος
438,Haken::N,koukku,αγκίστρι
439,Griff::N,ripa,λαβή
440,Griff::N,kahva,λαβή
441,Schloss::N,lukko,κλειδαριά
442,Bild::N,kuva,εικόνα
443,Figur::N,kuvio,ανάστημα
444,Puppe::N,nukke,κούκλα
445,Beutel::N,pussi,πουγγί
446,Bündel::N,nippu,δεμάτι
447,Bündel::N,kimppu,δεμάτι
448,Tasche::N,laukku,τσάντα
449,Eimer::N,sanko,κουβάς
450,Eimer::N,ämpäri,κουβάς
451,Deckel::N,kansi,καπάκι
452,Geschirr::N,astia,σκεύη
453,Sack::N,säkki,σάκος
454,Tasse::N,kuppi,φλιτζάνι
455,Topf::N,pata,χύτρα
456,Kessel::N,kattila,καζάνι
457,Essen::N,syönti,φαγητό
458,Nahrung::N,ruoka,τροφή
459,Nahrung::N,ravinto,τροφή
460,Speise::N,ruoka,φαγητό
461,Fleisch::N,liha,κρέας
462,Getreide::N,vilja,σιτάρι
463,Brei::N,puuro,χυλός
464,Brot::N,leipä,ψωμί
465,Brot::N,leipä,άρτος
466,Scheibe::N,viipale,φέτα
467,Fett::N,rasva,πάχος
468,Butter::N,voi,βούτυρο
469,Öl::N,öljy,λάδι
470,Salz::N,suola,αλάτι
471,Suppe::N,keitto,σούπα
472,Honig::N,hunaja,μέλι
473,Milch::N,maito,γάλα
474,Tee::N,tee,τσάι
475,Leder::N,nahka,πετσί
476,Wolle::N,villa,μαλλί
477,Stoff::N,kangas,ύφασμα
478,Nadel::N,neula,βελόνα
479,Faden::N,lanka,κλωστή
480,Knopf::N,nappi,κουμπί
481,Knoten::N,solmu,κόμπος
482,Farbe::N,maali,μπογιά
483,Kleidung::N,vaatteet,ρούχα
484,Kleidung::N,vaatteet,ενδυμασία
485,Hemd::N,paita,πουκάμισο
486,Kragen::N,kaulus,κολάρο
487,Ärmel::N,hiha,μανίκι
488,Hose::N,housut,πανταλόνι
489,Gürtel::N,vyö,ζώνη
490,Mütze::N,lakki,σκούφος
491,Schuh::N,kenkä,παπούτσι
492,Stiefel::N,saapas,μπότα
493,Ring::N,sormus,δαχτυλίδι
494,Band::N,nauha,κορδέλα
495,Kamm::N,kampa,χτένα
496,Spiegel::N,peili,καθρέφτης
497,Riemen::N,hihna,λουρί
498,Schnur::N,naru,κορδόνι
499,Schnur::N,nuora,κορδόνι
500,Leine::N,talutushihna,σχοινί
501,Decke::N,peite,κουβέρτα
502,Kissen::N,tyyny,μαξιλάρι
503,Kissen::N,pielus,μαξιλάρι
504,Tuch::N,huivi,πανί
505,Tuch::N,huivi,μαντήλι
506,Handtuch::N,pyyheliina,πετσέτα
507,Kraft::N,väki,δύναμη
508,Kraft::N,voima,δύναμη
509,Stärke::N,vahvuus,ισχύς
510,Stärke::N,vahvuus,δύναμη
511,Gesundheit::N,terveys,υγεία
512,Krankheit::N,tauti,αρρώστια
513,Krankheit::N,sairaus,αρρώστια
514,Schmerz::N,kipu,πόνος
515,Schmerz::N,särky,πόνος
516,Wunde::N,haava,πληγή
517,Fieber::N,kuume,πυρετός
518,Arznei::N,lääke,φάρμακο
519,Brücke::N,silta,γέφυρα
520,Brunnen::N,kaivo,πηγάδι
521,Weide::N,laidun,βοσκή
522,Pfad::N,polku,μονοπάτι
523,Weg::N,tie,δρόμος
524,Straße::N,katu,οδός
525,Straße::N,katu,δρόμος
526,Dorf::N,kylä,χωριό
527,Stadt::N,kaupunki,πόλη
528,Brief::N,kirje,γράμμα
529,Brief::N,kirje,επιστολή
530,Buch::N,kirja,βιβλίο
531,Buchstabe::N,kirjain,γράμμα
532,Zeitung::N,lehti,εφημερίδα
533,Zeitung::N,sanomalehti,εφημερίδα
534,Leben::N,elo,ζωή
535,Leben::N,elo,βίος
536,Leben::N,elämä,ζωή
537,Leben::N,elämä,βίος
538,Tod::N,kuolema,θάνατος
539,Grab::N,hauta,τάφος
540,Kirche::N,kirkko,εκκλησία
541,Sünde::N,synti,αμαρτία
542,Gott::N,jumala,θεός
543,Arbeiter::N,työläinen,εργάτης
544,Chef::N,päällikkö,προϊστάμενος
545,Meister::N,mestari,μάστορας
546,Meister::N,mestari,αρχιτεχνίτης
547,Arzt::N,lääkäri,γιατρός
548,Lehrer::N,opettaja,δάσκαλος
549,Geld::N,raha,λεφτά
550,Geld::N,raha,χρήματα
551,Geschäft::N,liike,συναλλαγή
552,Laden::N,puoti,μαγαζί
553,Laden::N,puoti,κατάστημα
554,Laden::N,kauppa,μαγαζί
555,Laden::N,kauppa,κατάστημα
556,Preis::N,hinta,τιμή
557,Ware::N,tavara,εμπόρευμα
558,Nutzen::N,hyöty,όφελος
559,Reichtum::N,rikkaus,πλούτος
560,Welt::N,maailma,κόσμος
561,Land::N,maa,χώρα
562,Staat::N,valtio,κράτος
563,Staat::N,valtio,πολιτεία
564,König::N,kuningas,βασιλιάς
565,Macht::N,mahti,εξουσία
566,Grenze::N,raja,σύνορα
567,Krieg::N,sota,πόλεμος
568,Feind::N,vihollinen,εχθρός
569,Gewalt::N,väkivalta,βία
570,Kampf::N,taistelu,αγώνας
571,Bogen[Waffe]::N,jousi,τόξο
572,Pfeil::N,nuoli,σαΐτα
573,Gewehr::N,kivääri,τουφέκι
574,Fehler::N,vika,λάθος
575,Fehler::N,vika,σφάλμα
576,Fehler::N,virhe,λάθος
577,Fehler::N,virhe,σφάλμα
578,Lüge::N,valhe,ψέμα
579,Lüge::N,valhe,ψεύδος
580,Schaden::N,vaurio,ζημία
581,Schaden::N,vahinko,ζημία
582,Unglück::N,vahinko,δυστυχία
583,Unglück::N,onnettomuus,δυστυχία
584,Schuld::N,syy,ενοχή
585,Schuld::N,syy,φταίξιμο
586,Alter::N,ikä,ηλικία
587,Schluss::N,loppu,τέλος
588,Zeit::N,aika,χρόνος
589,Tag::N,päivä,μέρα
590,Tag::N,päivä,ημέρα
591,Morgen::N,aamu,πρωί
592,Morgen::N,huomen,πρωί
593,Mittag::N,keskipäivä,μεσημέρι
594,Abend::N,ilta,βράδυ
595,Nacht::N,yö,νύχτα
596,Woche::N,viikko,εβδομάδα
597,Monat::N,kuukausi,μήνας
598,Jahr::N,vuosi,έτος
599,Jahr::N,vuosi,χρόνος
600,Frühling::N,kevät,άνοιξη
601,Sommer::N,kesä,καλοκαίρι
602,Herbst::N,syksy,φθινόπωρο
603,Winter::N,talvi,χειμώνας
604,Januar::N,tammikuu,Ιανουάριος
605,Februar::N,helmikuu,Φεβρουάριος
606,März::N,maaliskuu,Μάρτιος
607,April::N,huhtikuu,Απρίλιος
608,Mai::N,toukokuu,Μάιος
609,Juni::N,kesäkuu,Ιούνιος
610,Juli::N,heinäkuu,Ιούλιος
611,August::N,elokuu,Αύγουστος
612,September::N,syyskuu,Σεπτέμβριος
613,Oktober::N,lokakuu,Οκτώβριος
614,November::N,marraskuu,Νοέμβριος
615,Dezember::N,joulukuu,Δεκέμβριος
616,Montag::N,maanantai,Δευτέρα
617,Dienstag::N,tiistai,Τρίτη
618,Mittwoch::N,keskiviikko,Τετάρτη
619,Donnerstag::N,torstai,Πέμπτη
620,Freitag::N,perjantai,Παρασκευή
621,Samstag::N,lauantai,Σάββατο
622,Sonntag::N,sunnuntai,Κυριακή
623,groß::A,iso,μεγάλος
624,groß::A,suuri,μεγάλος
625,klein::A,pieni,μικρός
626,lang::A,pitkä,μακρύς
627,kurz::A,lyhyt,κοντός
628,breit::A,leveä,φαρδύς
629,schmal::A,kapea,στενός
630,dicht::A,taaja,πυκνός
631,dick[Gegenstand]::A,paksu,παχύς
632,dick[Gegenstand]::A,paksu,χοντρός
633,dünn::A,ohut,ψιλός
634,dünn::A,ohut,λεπτός
635,fein::A,hieno,ψιλός
636,fest::A,luja,στερεός
637,flach::A,litteä,επίπεδος
638,flach::A,tasainen,επίπεδος
639,glatt::A,sileä,λείος
640,glatt::A,sileä,ομαλός
641,glatt::A,siloinen,λείος
642,glatt::A,siloinen,ομαλός
643,hart::A,kova,σκληρός
644,weich::A,pehmeä,μαλακός
645,rund::A,pyöreä,στρογγυλός
646,spitz::A,terävä,μυτερός
647,scharf::A,terävä,κοφτερός
648,stumpf::A,tylsä,αμβλύς
649,schwer::A,raskas,βαρύς
650,schwer::A,painava,βαρύς
651,schön::A,kaunis,ωραίος
652,schön::A,kaunis,όμορφος
653,heiß::A,kuuma,ζεστός
654,warm::A,lämmin,θερμός
655,kalt::A,kylmä,κρύος
656,kalt::A,kylmä,ψυχρός
657,kalt::A,viluinen,κρύος
658,kalt::A,viluinen,ψυχρός
659,kühl::A,viileä,δροσερός
660,frisch::A,tuore,νωπός
661,frisch::A,tuore,φρέσκος
662,feucht::A,kostea,υγρός
663,nass::A,märkä,βρεγμένος
664,trocken::A,kuiva,ξηρός
665,trocken::A,kuiva,στεγνός
666,voll::A,täysi,γεμάτος
667,leer::A,tyhjä,άδειος
668,offen::A,avonainen,ανοιχτός
669,geschlossen::A,suljettu,κλειστός
670,sauber::A,puhdas,καθαρός
671,schmutzig::A,likainen,βρώμικος
672,schmutzig::A,likainen,λερωμένος
673,roh::A,raaka,ωμός
674,reif::A,kypsä,ώριμος
675,lecker::A,herkullinen,νόστιμος
676,süß::A,makea,γλυκός
677,bitter::A,karvas,πικρός
678,bitter::A,kitkerä,πικρός
679,sauer::A,hapan,ξινός
680,hell::A,kirkas,φωτεινός
681,hell::A,valoisa,φωτεινός
682,dunkel::A,pimeä,σκοτεινός
683,schwarz::A,musta,μαύρος
684,schwarz::A,musta,μελανός
685,weiß::A,valkea,άσπρος
686,rot::A,punainen,κόκκινος
687,gelb::A,keltainen,κίτρινος
688,blau::A,sininen,μπλε
689,blau::A,sininen,γαλανός
690,grün::A,vihreä,πράσινος
691,grau::A,harmaa,γκρίζος
692,bunt::A,kirjava,ποικιλόχρωπος
693,billig::A,halpa,φτηνός
694,billig::A,huokea,φτηνός
695,teuer::A,kallis,ακριβός
696,wertvoll::A,arvokas,πολύτιμος
697,blind::A,sokea,τυφλός
698,taub::A,kuuro,κουφός
699,kräftig::A,väkevä,δυνατός
700,kräftig::A,voimakas,δυνατός
701,stark::A,vahva,γερός
702,schwach::A,heikko,αδύνατος
703,fett::A,lihava,παχύς
704,schlank::A,hoikka,λεπτός
705,schlank::A,hoikka,λυγερός
706,schlank::A,solakka,λεπτός
707,schlank::A,solakka,λυγερός
708,hübsch::A,soma,όμορφος
709,hübsch::A,soma,χαριτωμένος
710,hübsch::A,sievä,όμορφος
711,hübsch::A,sievä,χαριτωμένος
712,böse::A,paha,κακός
713,böse::A,häijy,κακός
714,dumm::A,tyhmä,κουτός
715,dumm::A,tyhmä,ανόητος
716,dumm::A,typerä,κουτός
717,dumm::A,typerä,ανόητος
718,faul::A,laiska,τεμπέλης
719,fleißig::A,ahkera,εργατικός
720,geizig::A,saita,τσιγγούνης
721,klug::A,älykäs,έξυπνος
722,geschickt::A,taitava,επιδέξιος
723,lieb::A,rakas,φίλος
724,lieb::A,rakas,αγαπητός
725,lustig::A,hauska,εύθυμος
726,lustig::A,hauska,χαρούμενος
727,lustig::A,iloinen,εύθυμος
728,lustig::A,iloinen,χαρούμενος
729,sanft::A,lauha,ήπιος
730,sanft::A,lempeä,ήπιος
731,hungrig::A,nälkäinen,πεινασμένος
732,krank::A,sairas,άρρωστος
733,nackt::A,alaston,γυμνός
