,Concept_ID,hu,sq
820,oft::ADV,sokszor,shpesh
821,immer::ADV,mindig,përherë
822,immer::ADV,mindig,gjithnjë
823,niemals::ADV,sohasem,kurrë
824,niemals::ADV,sohasem,asnjëherë
825,hier::ADV,itt,këtu
826,hierhin::ADV,erre,knej
827,von hier::ADV,innen,që këtej
828,von hier::ADV,innen,prej këtej
829,dort::ADV,ott,aty
830,dort::ADV,ott,atje
831,dorthin::ADV,oda,anej
832,geradeaus::ADV,egyenesen,drejt
833,vorwärts::ADV,előre,mbroth
834,vorwärts::ADV,előre,përpara
835,rückwärts::ADV,hátrafelé,mbrapsht
836,zurück::ADV,hátra,prapa
837,zurück::ADV,hátra,mbrapsht
838,zurück::ADV,vissza,prapa
839,zurück::ADV,vissza,mbrapsht
840,unten::ADV,alul,poshtë
841,hinab::ADV,le,përposh
842,hinab::ADV,lefelé,përposh
843,oben::ADV,fenn,lart
844,oben::ADV,fenn,sipër
845,oben::ADV,felül,lart
846,oben::ADV,felül,sipër
847,hinauf::ADV,fel,lart
848,hinauf::ADV,fel,përpjetë
849,hinauf::ADV,felfelé,lart
850,hinauf::ADV,felfelé,përpjetë
851,überall::ADV,mindenütt,kudo
852,nicht::ADV,nem,s'
853,nicht::ADV,nem,nuk
854,ein wenig::ADV,egy kicsit,një tis
855,kaum::ADV,alig,mezi
856,sehr::ADV,nagyon,fort
857,sehr::ADV,nagyon,shumë
858,so::ADV,úgy,ashtu
859,so::ADV,úgy,kështu
860,noch::ADV,még,ende
861,noch::ADV,még,akoma
862,nur::ADV,csak,vetëm
863,nur::ADV,csupán,vetëm
864,schon::ADV,már,tashmë
865,wieder::ADV,ismét,përsëri
866,wieder::ADV,megint,përsëri
867,vergebens::ADV,hiába,kot
868,vor::PRP,előtt,para
869,hinter::PRP,mögött,prapa
870,hinter::PRP,mögött,mbrapa
871,unter::PRP,alatt,nën
872,durch::PRP,át,nëpër
873,durch::PRP,keresztül,nëpër
874,neben::PRP,mellett,pranë
875,neben::PRP,mellett,përbri
876,zwischen::PRP,között,midis
877,zwischen::PRP,között,ndërmjet
878,wegen::PRP,miatt,për
879,wegen::PRP,végett,për
880,dies::PRN,ez,ky
881,das::PRN,az,ky
882,alles::PRN,minden,gjithçka
883,ich::PRN,én,unë
884,du::PRN,te,ti
885,er::PRN,ő,ai
886,wir::PRN,mi,ne
887,ihr::PRN,ti,ju
888,sie::PRN,ők,ata
889,was::FPRN,mi,ç'
890,was::FPRN,mi,çfarë
891,wer::FPRN,ki,kush
892,wo::FADV,hol,ku
893,wohin::FADV,hova,për ku
894,wie::FADV,hogy,si
895,wie::FADV,hogyan,si
896,warum::FADV,miért,pse
897,warum::FADV,miért,përse
898,wieviel::FNUM,hány,sa
899,wieviel::FNUM,mennyi,sa
900,eins::NUM,egy,një
901,zwei::NUM,kettő,dy
902,drei::NUM,három,tre
903,vier::NUM,négy,katër
904,fünf::NUM,öt,pesë
905,sechs::NUM,hat,gjashtë
906,sieben::NUM,hét,shtatë
907,acht::NUM,nyolc,tetë
908,neun::NUM,kilenc,nëntë
909,zehn::NUM,tíz,dhjetë
910,elf::NUM,tizenegy,njëmbëdhjetë
911,zwölf::NUM,tizenkettő,dymbëdhjetë
912,zwanzig::NUM,húsz,njëzet
913,dreißig::NUM,harminc,tridhjetë
914,vierzig::NUM,negyven,dyzet
915,fünfzig::NUM,ötven,pesëdhjetë
916,sechzig::NUM,hatvan,gjashtëdhjetë
917,siebzig::NUM,hetven,shtatëdhjetë
918,achtzig::NUM,nyolcvan,tetëdhjetë
919,neunzig::NUM,kilencven,nëntëdhjetë
920,hundert::NUM,száz,qind
921,tausend::NUM,ezer,mijë
922,und::CNJ,és,e
923,und::CNJ,és,dhe
924,und::CNJ,meg,e
925,und::CNJ,meg,dhe
926,oder::CNJ,vagy,a
927,oder::CNJ,vagy,apo
928,stehen::V,áll,rri
929,sitzen::V,ül,rri
930,liegen::V,fekszik,rri shtrirë
931,hängen::V,függ,varem
932,werden::V,lesz,bëhem
933,passieren::V,történik,ndodh
934,beginnen::V,kezdődik,filloj
935,enden::V,végződik,përfundoj
936,enden::V,befejeződik,përfundoj
937,wechseln::V,változik,ndërroj
938,aufgehen[Sonne]::V,kel,hapem
939,untergehen[Sonne]::V,lemegy,hyj
940,untergehen[Sonne]::V,lemegy,perëndoj
941,scheinen[Sonne]::V,süt,ndriçoj
942,donnern::V,dörög,gjëmoj
943,donnern::V,dörög,bubulloj
944,wehen::V,fúj,fryj
945,strömen::V,áramlik,derdh
946,fließen::V,folyik,rrjedh
947,sich drehen::V,forog,rrotullohem
948,schwanken::V,inog,dyzoj
949,schwanken::V,ingadozik,dyzoj
950,schwingen::V,leng,dridhem
951,fallen::V,esik,bie
952,brennen::V,ég,digjem
953,rauchen::V,füstöl,nxjerr tym
954,regnen::V,esik,bie shi
955,gefrieren::V,megfagy,ngrij
956,tauen::V,olvad,shkrij
957,schmelzen::V,olvad,shkrij
958,schmelzen::V,elolvad,shkrij
959,trocknen::V,szárad,thaj
960,sieden::V,forr,ziej
961,faulen::V,rothad,kalbem
962,faulen::V,rothad,prishem
963,verfaulen::V,elrothad,kalbem
964,verfaulen::V,megrothad,kalbem
965,reißen::V,szakad,grisem
966,reißen::V,szakad,shqyhem
967,versinken::V,süllyed,humboj
968,versinken::V,elsüllyed,humboj
969,vergehen::V,múlik,kaloj
970,vergehen::V,elmúlik,kaloj
971,erscheinen::V,feltűnik,dukem
972,erscheinen::V,megjelenik,dukem
973,verschwinden::V,letűnik,zhdukem
974,sinken::V,süllyed,ulem
975,abnehmen::V,apad,pakësohem
976,abnehmen::V,apad,zvogëlohem
977,abnehmen::V,csökken,pakësohem
978,abnehmen::V,csökken,zvogëlohem
979,zunehmen::V,növekszik,shtohem
980,zunehmen::V,gyarapszik,shtohem
981,steigen::V,emelkedik,rritem
982,wachsen::V,nő,rritem
983,wachsen::V,terem,rritem
984,wachsen::V,növekszik,rritem
985,glänzen::V,ragyog,vezulloj
986,glänzen::V,fénylik,vezulloj
987,funkeln::V,csillog,xixoj
988,funkeln::V,csillog,xixëlloj
989,funkeln::V,tündöklik,xixoj
990,funkeln::V,tündöklik,xixëlloj
991,lärmen::V,lármázik,oshtij
992,lärmen::V,lármázik,zhurmoj
993,läuten::V,cseng,bie
994,klingeln::V,csenget,i bie ziles
995,klirren::V,csörömpöl,kërcëlloj
996,brausen::V,zúg,gjëmoj
997,brausen::V,morajlik,gjëmoj
998,rauschen::V,zúg,fëshfërij
999,klingen::V,hangzik,tingëlloj
1000,bellen::V,ugat,leh
1001,heulen::V,bőg,ulërij
1002,heulen::V,üvölt,ulërij
1003,blasen::V,fúj,fryj
1004,pfeifen::V,fütyül,fishkëllej
1005,schreien::V,kiált,bërtas
1006,schreien::V,kiabál,bërtas
1007,stöhnen::V,nyög,rënkoj
1008,zittern::V,remeg,trembem
1009,zittern::V,reszket,trembem
1010,leben::V,él,rroj
1011,leben::V,él,jetoj
1012,geboren werden::V,születik,lind
1013,atmen::V,lélegzik,marr frymë
1014,trinken::V,iszik,pi
1015,essen::V,eszik,ha
1016,schlucken::V,nyel,gëlltis
1017,schlucken::V,nyel,kapërdij
1018,müde werden::V,elfárad,lodhem
1019,müde werden::V,kifárad,lodhem
1020,einschlafen::V,elalszik,bie të fle
1021,schlafen::V,alszik,fle
1022,aufwachen::V,felébred,zgjohem
1023,aufstehen::V,felkel,çohem
1024,aufstehen::V,felkel,ngrihem
1025,sich erholen::V,pihen,qetësohem
1026,sich erholen::V,pihen,shtendosem
1027,krank werden::V,megbetegedik,bie i sëmurë
1028,krank werden::V,belebetegszik,bie i sëmurë
1029,krank sein::V,betegeskedik,jam i sëmurë
1030,schmerzen::V,fáj,dhemb
1031,husten::V,köhög,kollitem
1032,genesen::V,meggyógyul,shërohem
1033,sterben::V,hal,vdes
1034,umkommen::V,elpusztul,vdes
1035,umkommen::V,elpusztul,mbaroj
1036,sich bewegen::V,mozog,shkundem
1037,sich rühren::V,mozdul,lëviz
1038,sich erheben::V,feláll,ngrihem
1039,sich erheben::V,felemelkedik,ngrihem
1040,sich setzen::V,ül,ulem
1041,sich setzen::V,leül,ulem
1042,hinfallen::V,bukik,gremisem
1043,hinfallen::V,elesik,gremisem
1044,laufen::V,jár,eci
1045,schreiten::V,lép,çapem
1046,spazierengehen::V,sétál,shëtis
1047,eilen::V,siet,ngas
1048,sich beeilen::V,siet,nxitoj
1049,sausen::V,robog,eci shpejt
1050,rennen::V,fut,vrapoj
1051,rennen::V,szalad,vrapoj
1052,springen::V,ugrik,kërcej
1053,klettern::V,kúszik,hipi
1054,schaukeln::V,hintázik,kolovitem
1055,kriechen::V,kúszik,zvarritem
1056,schwimmen::V,úszik,notoj
1057,tauchen::V,merül,zhytem
1058,rudern::V,evez,vozis
1059,fahren::V,jár,shkoj
1060,fahren::V,megy,shkoj
1061,fahren::V,utazik,shkoj
1062,fliegen::V,száll,fluturoj
1063,gehen::V,megy,eci
1064,gehen::V,megy,shkoj
1065,weggehen::V,elmegy,vete
1066,abfahren::V,indul,nisem
1067,anhalten::V,megáll,ndalem
1068,hineingehen::V,bemegy,futem
1069,eintreten::V,belép,hyj
1070,kommen::V,jön,vij
1071,ankommen::V,érkezik,arrij
1072,ankommen::V,érkezik,mbërrij
1073,ankommen::V,megérkezik,arrij
1074,ankommen::V,megérkezik,mbërrij
1075,zurückkommen::V,visszajön,kthehem
1076,bleiben::V,marad,mbetem
1077,bleiben::V,marad,qëndroj
1078,bleiben::V,megmarad,mbetem
1079,bleiben::V,megmarad,qëndroj
1080,warten::V,vár,pres
1081,warten::V,várakozik,pres
1082,erwarten::V,vár,pres
1083,erwarten::V,megvár,pres
1084,suchen::V,kutat,kërkoj
1085,finden::V,talál,gjej
1086,versuchen::V,megpróbál,mundohem
1087,versuchen::V,megkísérel,mundohem
1088,vorbereiten::V,előkészít,përgatis
1089,lieben::V,szeret,dashuroj
1090,mögen::V,szeret,dua
1091,lachen::V,nevet,qesh
1092,rühren::V,mozdít,mallëngjej
1093,weinen::V,sír,qaj
1094,schimpfen::V,szid,shaj
1095,schimpfen::V,szitkozódik,shaj
1096,sich ärgern::V,mérgelődik,bëhem verem
1097,sich ärgern::V,bosszankodik,bëhem verem
1098,sich fürchten::V,fél,kam frikë
1099,sich fürchten::V,fél,frikësohem
1100,sich fürchten::V,retteg,kam frikë
1101,sich fürchten::V,retteg,frikësohem
1102,fürchten::V,fél,kam frikë nga
1103,fliehen::V,menekül,arratisem
1104,flüchten::V,elmenekül,iki
1105,sehen::V,néz,shoh
1106,anschauen::V,megnéz,shikoj
1107,ansehen::V,néz,shikoj
1108,ansehen::V,ránéz,shikoj
1109,ansehen::V,megnéz,shikoj
1110,hören::V,hall,dëgjoj
1111,zuhören::V,hallgat,veshtoj
1112,zuhören::V,meghallgat,veshtoj
1113,probieren::V,kóstol,provoj
1114,probieren::V,megkóstol,provoj
1115,riechen::V,szagol,nuhas
1116,fühlen::V,érez,ndiej
1117,scheinen::V,tűnik,ndriçoj
1118,scheinen::V,látszik,ndriçoj
1119,zu sehen sein::V,mutatkozik,dukem
1120,vernehmen::V,hall,dëgjoj
1121,frieren::V,fázik,mërdhij
1122,tun::V,csinál,bëj
1123,tun::V,cselekszik,bëj
1124,können::V,tud,mund
1125,wollen::V,akar,dua
1126,wollen::V,akar,dëshiroj
1127,anfangen::V,kezd,filloj
1128,beenden::V,befejez,kryej
1129,beenden::V,befejez,mbaroj
1130,aufhören::V,megszűnik,pushoj
1131,gelingen::V,sikerül,më shkon mbarë
1132,geraten::V,kerül,del
1133,geraten::V,jut,del
1134,öffnen::V,nyit,hap
1135,öffnen::V,kinyit,hap
1136,schließen::V,csuk,mbyll
1137,schließen::V,becsuk,mbyll
1138,stellen::V,állít,vë
1139,stellen::V,helyez,vë
1140,setzen::V,ültet,vë
1141,setzen::V,helyez,vë
1142,legen::V,tesz,vë
1143,legen::V,fektet,vë
1144,berühren::V,érint,rrok
1145,verbinden::V,beköt,bashkoj
1146,verbinden::V,összeköt,bashkoj
1147,bedecken::V,betakar,mbuloj
1148,bedecken::V,beborít,mbuloj
1149,aufhängen::V,felakaszt,var
1150,anzünden::V,gyújt,ndez
1151,anzünden::V,meggyújt,ndez
1152,aufheben::V,felemel,ngre
1153,zurücklassen::V,hátrahagy,lë pas
1154,verlieren::V,veszít,humb
1155,verlieren::V,elveszít,humb
1156,fallen lassen::V,elejt,lëshoj
1157,machen::V,tesz,bëj
1158,machen::V,csinál,bëj
1159,herstellen::V,gyárt,prodhoj
1160,herstellen::V,előállít,prodhoj
1161,bauen::V,épít,ndërtoj
1162,reparieren::V,javít,ndreq
1163,reparieren::V,javít,meremetoj
1164,reparieren::V,kijavít,ndreq
1165,reparieren::V,kijavít,meremetoj
1166,reparieren::V,megjavít,ndreq
1167,reparieren::V,megjavít,meremetoj
1168,verbessern::V,megjavít,përmirësoj
1169,ändern::V,változtat,ndërroj
1170,ändern::V,megváltoztat,ndërroj
1171,graben::V,ás,gërmoj
1172,beugen::V,meghajt,kërrus
1173,biegen::V,hajlít,përkul
1174,drehen::V,forgat,dredh
1175,drehen::V,forgat,rrotulloj
1176,wenden::V,fordít,kthej
1177,wenden::V,megfordít,kthej
1178,umdrehen::V,megfordít,kthej
1179,umdrehen::V,megforgat,kthej
1180,heben::V,emel,ngre
1181,hochheben::V,felemel,ngre
1182,ergreifen::V,megfog,rrëmbej
1183,halten::V,tart,mbaj
1184,drücken::V,nyom,shtyp
1185,drücken::V,megnyom,shtyp
1186,schieben::V,tol,shtyj
1187,kratzen::V,vakar,kruaj
1188,kratzen::V,vakar,gërvisht
1189,lecken::V,nyal,lëpij
1190,beißen::V,harap,kafshoj
1191,abreißen::V,letép,shkëpus
1192,abschneiden::V,levág,cungoj
1193,binden::V,köt,lidh
1194,binden::V,kötöz,lidh
1195,stecken::V,dug,fus
1196,stecken::V,dug,ngul
1197,brechen::V,tör,thyej
1198,brechen::V,eltör,thyej
1199,klopfen::V,kopogtat,trokas
1200,hauen::V,vág,godas
1201,hauen::V,levág,godas
1202,kleben::V,tapaszt,ngjis
1203,reiben::V,dörzsöl,fërkoj
1204,reiben::V,súrol,fërkoj
1205,streichen::V,simít,lyej
1206,schleifen::V,fen,mpreh
1207,schleifen::V,csiszol,mpreh
1208,schleifen::V,köszörül,mpreh
1209,schneiden::V,vág,pres
1210,schneiden::V,szel,pres
1211,schneiden::V,metsz,pres
1212,rütteln::V,ráz,shkund
1213,schütteln::V,ráz,lëkund
1214,schütteln::V,megráz,lëkund
1215,schwenken::V,lóbál,valëvit
1216,schwenken::V,lobogtat,valëvit
1217,schütten::V,önt,mbush
1218,füllen::V,tölt,mbush
1219,füllen::V,megtölt,mbush
1220,einwickeln::V,becsavar,mbështjell
1221,tragen::V,hord,mbaj
1222,tragen::V,hord,mbart
1223,schleppen::V,vonszol,heq
1224,schleppen::V,vonszol,zhgërryej
1225,ziehen::V,húz,tërheq
1226,aufbewahren::V,megőriz,ruaj
1227,werfen::V,dob,hedh
1228,werfen::V,hajít,hedh
1229,fangen::V,fog,kap
1230,packen::V,megragad,rrëmbej
1231,verstecken::V,eldug,fsheh
1232,verstecken::V,elrejt,fsheh
1233,teilen::V,oszt,ndaj
1234,teilen::V,megoszt,ndaj
1235,schicken::V,küld,dërgoj
1236,bringen::V,hoz,sjell
1237,bringen::V,visz,sjell
1238,hinzufügen::V,hozzáad,shtoj
1239,bekommen::V,kap,kap
1240,bekommen::V,megkap,kap
1241,erhalten::V,kap,marr
1242,erhalten::V,megkap,marr
1243,nehmen::V,vesz,marr
1244,wählen::V,választ,zgjedh
1245,auswählen::V,kiválaszt,përzgjedh
1246,bewahren::V,megtart,ruaj
1247,behindern::V,akadályoz,pengoj
1248,behindern::V,gátol,pengoj
1249,verderben::V,elront,prish
1250,beschädigen::V,rongál,dëmtoj
1251,zerbrechen::V,eltör,thyej
1252,zerbrechen::V,széttör,thyej
1253,zerbrechen::V,kettétör,thyej
1254,zerreißen::V,eltép,çjerr
1255,zerreißen::V,eltép,zheloj
1256,zerreißen::V,széttép,çjerr
1257,zerreißen::V,széttép,zheloj
1258,zerstören::V,elpusztít,prish
1259,zerstören::V,elpusztít,shkatërroj
1260,verbrennen::V,éget,djeg
1261,verbrennen::V,eléget,djeg
1262,geben::V,ad,jap
1263,reichen::V,nyújt,jap
1264,schenken::V,ajándékoz,fal
1265,schenken::V,ajándékoz,dhuroj
1266,versprechen::V,ígér,premtoj
1267,wünschen::V,kíván,uroj
1268,loben::V,dicsér,lëvdoj
1269,loben::V,dicsér,lavdëroj
1270,küssen::V,csókol,puth
1271,wiegen::V,ringat,tund
1272,zudecken::V,betakar,mbuloj
1273,wecken::V,kelt,zgjoj
1274,wecken::V,ébreszt,zgjoj
1275,zeigen::V,mutat,dëftej
1276,führen::V,visz,çoj
1277,führen::V,vezet,çoj
1278,lehren::V,tanít,arsej
1279,unterrichten::V,tanít,arsimoj
1280,aufziehen::V,felnevel,rris
1281,leiten::V,vezet,udhëheq
1282,leiten::V,vezérel,udhëheq
1283,antreiben::V,hajt,nxis
1284,lassen::V,-tat,detyroj
1285,lassen::V,-at,detyroj
1286,einladen::V,meghív,ftoj
1287,vereinigen::V,egyesít,bashkoj
1288,besuchen::V,látogat,vizitoj
1289,treffen::V,talál,ndesh
1290,sich versammeln::V,gyülekezik,tubohem
1291,sich versammeln::V,összegyűlik,tubohem
1292,spielen::V,játszik,loz
1293,spielen::V,játszik,luaj
1294,singen::V,énekel,këndoj
1295,tanzen::V,táncol,kërcej
1296,tanzen::V,táncol,vallëzoj
1297,sich trennen::V,elválik,ndahem
1298,verlassen::V,elhagy,braktis
1299,retten::V,ment,shpëtoj
1300,bewachen::V,őriz,ruaj
1301,schützen::V,óv,ruaj
1302,schützen::V,óv,mbroj
1303,schützen::V,véd,ruaj
1304,schützen::V,véd,mbroj
1305,verteidigen::V,véd,mbroj
1306,sich schlagen::V,verekszik,zihem
1307,schießen::V,lő,shtie
1308,siegen::V,győz,fitoj
1309,siegen::V,győz,ngadhënjej
1310,ärgern::V,bosszant,zemëroj
1311,schlagen::V,üt,rrah
1312,schlagen::V,üt,godas
1313,schlagen::V,ver,rrah
1314,schlagen::V,ver,godas
1315,treten::V,rúg,shtyj
1316,treten::V,rúg,shtyj më këmbë
1317,stechen::V,döf,ther
1318,stechen::V,döf,shpoj
1319,stechen::V,szúr,ther
1320,stechen::V,szúr,shpoj
1321,stoßen::V,lök,shtyj
1322,stehlen::V,lop,vjedh
1323,stören::V,zavar,pengoj
1324,belästigen::V,zaklat,bezdis
1325,verbergen::V,rejt,fsheh
1326,verbergen::V,elrejt,fsheh
1327,täuschen::V,megtéveszt,mashtroj
1328,betrügen::V,csal,kobis
1329,töten::V,öl,vras
1330,wohnen::V,lakik,banoj
1331,arbeiten::V,dolgozik,punoj
1332,arbeiten::V,dolgozik,vardoj
1333,sammeln::V,szed,mbledh
1334,sammeln::V,szed,grumbulloj
1335,sammeln::V,gyűjt,mbledh
1336,sammeln::V,gyűjt,grumbulloj
1337,pflücken::V,szed,vjel
1338,pflücken::V,szed,mbledh
1339,jagen::V,vadászik,gjuaj
1340,fischen::V,halászik,peshkoj
1341,fischen::V,halászik,gjuaj peshk
1342,fassen::V,fog,zë
1343,hüten::V,őriz,kullos
1344,hüten::V,legeltet,kullos
1345,treiben::V,hajt,vë përpara
1346,anbinden::V,köt,lidh
1347,füttern::V,etet,grazhdoj
1348,melken::V,fej,mjel
1349,hacken::V,vág,grij
1350,gießen::V,öntöz,ujis
1351,reifen::V,érik,piqem
1352,zubereiten::V,elkészít,gatuaj
1353,kochen::V,főz,ziej
1354,backen::V,süt,pjek
1355,backen::V,süt,furroj
1356,braten::V,süt,fërgoj
1357,braten::V,süt,tiganis
1358,umrühren::V,megkever,trazoj
1359,stricken::V,köt,thur
1360,nähen::V,varr,qep
1361,färben::V,fest,ngjyej
1362,färben::V,fest,bojatis
1363,reinigen::V,tisztít,qëroj
1364,reinigen::V,tisztít,pastroj
1365,waschen::V,mos,laj
1366,waschen::V,mos,finjos
1367,abwischen::V,letöröl,fshij
1368,spülen::V,mosogat,kulloj
1369,fegen::V,söpör,fshij
1370,kehren::V,söpör,fshij
1371,baden::V,fürdik,lahem
1372,sich waschen::V,mosdik,lahem
1373,sich waschen::V,mosakszik,lahem
1374,ausziehen::V,levesz,heq
1375,ausziehen::V,levesz,zbath
1376,anziehen::V,felölt,vesh
1377,anziehen::V,felölt,mbath
1378,anziehen::V,felvesz,vesh
1379,anziehen::V,felvesz,mbath
1380,sich anziehen::V,öltözik,vishem
1381,sich anziehen::V,felöltözik,vishem
1382,kämmen::V,fésül,kreh
1383,schmücken::V,díszít,hijeshoj
1384,sagen::V,mond,them
1385,sprechen::V,beszél,flas
1386,reden::V,beszél,fjalos
1387,reden::V,beszél,fjalëtoj
1388,sich unterhalten::V,beszélget,bisedoj
1389,fragen::V,kérdez,pyes
1390,bitten::V,kér,lus
1391,bitten::V,kér,lutem
1392,erzählen::V,mesél,rrëfej
1393,erzählen::V,elbeszél,rrëfej
1394,mitteilen::V,közöl,kumtoj
1395,nennen::V,hív,quaj
1396,nennen::V,nevez,quaj
1397,rufen::V,hív,thërras
1398,prahlen::V,dicsekszik,mburrem
1399,prahlen::V,dicsekszik,kapardisem
1400,übersetzen::V,fordít,përkthej
1401,denken::V,gondol,mendoj
1402,glauben::V,hisz,besoj
1403,bemerken::V,észrevesz,vërej
1404,erkennen::V,ráismer,njoh
1405,erkennen::V,ráismer,shquaj
1406,erkennen::V,felismer,njoh
1407,erkennen::V,felismer,shquaj
1408,begreifen::V,felfog,marr vesh
1409,verstehen::V,ért,marr vesh
1410,verstehen::V,megért,marr vesh
1411,lernen::V,tanul,mësoj
1412,lernen::V,megtanul,mësoj
1413,wissen::V,tud,di
1414,sich erinnern an::V,emlékszik,kujtoj
1415,vergessen::V,felejt,harroj
1416,vergessen::V,elfelejt,harroj
1417,messen::V,mér,mas
1418,messen::V,megmér,mas
1419,zählen::V,számol,njeh
1420,zählen::V,megszámol,njeh
1421,rechnen::V,számít,llogaris
1422,lesen::V,olvas,lexoj
1423,lesen::V,olvas,këndoj
1424,malen::V,fest,lyej
1425,zeichnen::V,rajzol,vizatoj
1426,schreiben::V,ír,shkruaj
1427,besitzen::V,birtokol,kam
1428,kaufen::V,vesz,blej
1429,kaufen::V,megvesz,blej
1430,verkaufen::V,elad,shes
1431,bezahlen::V,fizet,paguaj
1432,bezahlen::V,kifizet,paguaj
1433,zahlen::V,fizet,paguaj
1434,zahlen::V,megfizet,paguaj
1435,beherrschen::V,ural,zotëroj
1436,ertragen::V,elbír,duroj
1437,ertragen::V,elvisel,duroj
