,Concept_ID,zh,ka
138,Tanne::N,冷杉,ნაძვი
139,Horn::N,角,რქა
140,Feder::N,羽毛,ფრთა
141,Fell::N,皮毛,ტყავი
142,Flügel::N,翅膀,ფრთა
143,Klaue::N,爪子,კლანჭი
144,Kralle::N,爪子,ტორი
145,Schwanz::N,尾巴,კუდი
146,Ei::N,蛋,კვერცხი
147,Nest::N,巢,ბუდე
148,Bau::N,穴,სორო
149,Tier::N,动物,ნადირი
150,Tier::N,动物,ცხოველი
151,Herde::N,群,ფარა
152,Kuh::N,母牛,ფური
153,Kuh::N,母牛,ძროხა
154,Bulle::N,公牛,ხარი
155,Pferd::N,马,რაში
156,Pferd::N,马,ცხენი
157,Schaf::N,羊,ცხვარი
158,Schwein::N,猪,ღორი
159,Hund::N,狗,ძაღლი
160,Katze::N,猫,კატა
161,Bär::N,熊,დათვი
162,Eichhörnchen::N,松鼠,ციყვი
163,Elch::N,麋鹿,ცხენ-ირემი
164,Fuchs::N,狐狸,მელა
165,Hase::N,兔子,კურდღელი
166,Maus::N,老鼠,თაგვი
167,Wolf::N,狼,მგელი
168,Vogel::N,鸟,ჩიტი
169,Vogel::N,鸟,ფრინველი
170,Schwarm::N,群,გუნდი
171,Huhn::N,鸡,დედალი
172,Hahn::N,公鸡,მამალი
173,Gans::N,鹅,ბატი
174,Adler::N,鹰,არწივი
175,Ente::N,鸭,იხვი
176,Eule::N,猫头鹰,ბუ
177,Kranich::N,鹤,წერო
178,Krähe::N,乌鸦,ყვავი
179,Kuckuck::N,布谷鸟,გუგული
180,Schwan::N,天鹅,გედი
181,Fisch::N,鱼,თევზი
182,Barsch::N,鲈鱼,ქორჭილა
183,Hecht::N,狗鱼,ქარიყლაპია
184,Schlange[Tier]::N,蛇,გველი
185,Wurm::N,蠕虫,ჭია
186,Spinne::N,蜘蛛,ობობა
187,Ameise::N,蚂蚁,ჭიანჭველა
188,Laus::N,虱子,ტილი
189,Laus::N,虱子,მკბენარი
190,Mücke::N,蚊子,კოღო
191,Fliege::N,苍蝇,ბუზი
192,Schmetterling::N,蝴蝶,პეპელა
193,Beere::N,将果,კენკრა
194,Apfel::N,苹果,ვაშლი
195,Pilz::N,蘑菇,სოკო
196,Zwiebel::N,洋葱,ხახვი
197,Saat::N,种子,თესლი
198,Korn::N,谷粒,მარცვალი
199,Heu::N,干草,თივა
200,Schale::N,壳,ჩენჩო
201,Grube::N,坑,ორმო
202,Falle::N,圈套,ხაფანგი
203,Schlinge::N,活扣,მახე
204,Spur::N,踪迹,კვალი
205,Asche::N,灰烬,ფერფლი
206,Dreck::N,污垢,ტალახი
207,Dreck::N,污垢,სიბინძურე
208,Eisen::N,铁,რკინა
209,Gold::N,金子,ოქრო
210,Silber::N,银,ვერცხლი
211,Kohle::N,煤,ნახშირი
212,Glas::N,玻璃,მინა
213,Lehm::N,粘土,თიხა
214,Sand::N,沙,ქვიშა
215,Mensch::N,人,ადამიანი
216,Mann::N,男子,კაცი
217,Frau::N,妇女,ქალი
218,Kind::N,小孩,ბავშვი
219,Junge::N,男孩,ვაჟი
220,Mädchen::N,女孩,გოგო
221,Familie::N,家庭,ოჯახი
222,Großvater::N,祖父,პაპა
223,Großvater::N,祖父,ბაბუა
224,Großmutter::N,祖母,ბებია
225,Großmutter::N,祖母,დიდედა
226,Eltern::N,父母,მშობლები
227,Vater::N,父亲,მამა
228,Mutter::N,母亲,დედა
229,Sohn::N,儿子,ვაჟიშვილი
230,Tochter::N,女儿,ქალიშვილი
231,Bruder::N,兄弟,ძმა
232,Schwester::N,姐妹,და
233,Onkel::N,伯父,ბიძა
234,Tante::N,阿姨,დეიდა
235,Tante::N,阿姨,მამიდა
236,Ehemann::N,丈夫,ქმარი
237,Ehefrau::N,妻子,ცოლი
238,Freude::N,愉快,სიხარული
239,Gelächter::N,大笑,სიცილი
240,Glück::N,运气,ბედნიერება
241,Kummer::N,苦恼,მწუხარება
242,Wunsch::N,愿望,წადილი
243,Wunsch::N,愿望,სურვილი
244,Lust::N,乐趣,წადილი
245,Geist::N,精神,სული
246,Gedanke::N,思想,ფიქრი
247,Gedächtnis::N,记性,მეხსიერება
248,Verstand::N,理智,ჭკუა
249,Verstand::N,理智,გონება
250,Sinn::N,感觉,მნიშვნელობა
251,Grund::N,理由,მიზეზი
252,Wahrheit::N,真理,სიმართლე
253,Wahrheit::N,真理,ჭეშმარიტება
254,Gespräch::N,谈话,ბაასი
255,Gespräch::N,谈话,საუბარი
256,Märchen::N,童话,არაკი
257,Märchen::N,童话,ზღაპარი
258,Erzählung::N,故事,თქმულება
259,Nachricht::N,消息,ცნობა
260,Nachricht::N,消息,ამბავი
261,Neuigkeit::N,新闻,სიახლე
262,Name::N,名字,სახელი
263,Rätsel::N,谜语,გამოცანა
264,Rede::N,讲话,სიტყვა
265,Sprache::N,语言,ენა
266,Stimme::N,声音,ხმა
267,Wort::N,词,სიტყვა
268,Zeichen::N,标记,ნიშანი
269,Ruf::N,呼喊,ძახილი
270,Lärm::N,噪音,ხმაური
271,Laut::N,响声,ხმა
272,Laut::N,响声,ბგერა
273,Ton::N,声音,ტონი
274,Lied::N,歌曲,სიმღერა
275,Ruhe::N,安静,სიწყნარე
276,Leute::N,人们,ადამიანები
277,Volk::N,人民,ერი
278,Volk::N,人民,ხალხი
279,Arbeit::N,劳动,მუშაობა
280,Gast::N,客人,სტუმარი
281,Geschenk::N,礼物,საჩუქარი
282,Spiel::N,游戏,თამაში
283,Gesellschaft::N,陪同,საზოგადოება
284,Hilfe::N,帮助,შველა
285,Hilfe::N,帮助,დახმარება
286,Freund::N,朋友,მეგობარი
287,Kamerad::N,同志,ამხანაგი
288,Angelegenheit::N,事情,საქმე
289,Anzahl::N,数目,ოდენობა
290,Art::N,种类,სახეობა
291,Stück::N,块,ნატეხი
292,Teil::N,部分,წილი
293,Hälfte::N,一半,ნახევარი
294,Kreis::N,圆,წრე
295,Kreuz::N,十字架,ჯვარი
296,Linie::N,线条,ხაზი
297,Strich::N,划,შტრიხი
298,Abstand::N,距离,მანძილი
299,Entfernung::N,距离,სიშორე
300,Gegend::N,地区,არე
301,Gegend::N,地区,მხარე
302,Platz::N,场所,ფართობი
303,Ort::N,地点,ადგილი
304,Seite::N,面,მხარე
305,Mitte::N,中间,შუა
306,Gegenstand::N,物品,საგანი
307,Sache::N,物,ნივთი
308,Rand::N,边,კიდე
309,Kante::N,棱,ნაწიბული
310,Ecke::N,角,კუთხე
311,Spitze::N,尖,წვეტი
312,Ende::N,结尾,ბოლო
313,Loch::N,洞,ხვრელი
314,Winkel::N,角度,კუთხე
315,Muster::N,模型,მოხატულობა
316,Größe::N,大小,ზომა
317,Größe::N,大小,სიდიდე
318,Länge::N,长度,სიგრძე
319,Höhe::N,高度,სიმაღლე
320,Gewicht::N,重量,წონა
321,Menge::N,数量,რაოდენობა
322,Haufen::N,堆,გროვა
323,Reihe::N,行,რიგი
324,Reihe::N,行,წყება
325,Boot::N,小船,გემი
326,Ruder::N,奖,ხოფი
327,Ruder::N,奖,ნიჩაბი
328,Schlitten::N,雪橇,მარხილი
329,Ski::N,雪板,თხილამური
330,Lagerfeuer::N,营火,კოცონი
331,Last::N,负担,ტვირთი
332,Gang::N,行走,სვლა
333,Schritt::N,步伐,ბიჯი
334,Norden::N,北,ჩრდილოეთი
335,Süden::N,南,სამხრეთი
336,Westen::N,西,დასავლეთი
337,Osten::N,东,აღმოსავლეთი
338,Holz::N,木材,ხე
339,Brett::N,木板,დაფა
340,Brett::N,木板,ფიცარი
341,Platte::N,平板,თლილი ქვა
342,Stütze::N,支架,საყრდენი
343,Stange::N,杆,ჭოკი
344,Stock::N,棒,კეტი
345,Stab::N,棍,ლატანი
346,Rohr::N,管子,მილაკი
347,Haus::N,房屋,სახლი
348,Heim::N,家,ოჯახის კერა
349,Ofen::N,炉子,ღუმელი
350,Fußboden::N,地板,იატაკი
351,Tisch::N,桌子,სუფრა
352,Tisch::N,桌子,მაგიდა
353,Stuhl::N,椅子,სკამი
354,Wiege::N,摇蓝,აკვანი
355,Bett::N,床,საწოლი
356,Bett::N,床,სარეცელი
357,Regal::N,架子,თაროები
358,Kiste::N,箱子,ყუთი
359,Kiste::N,箱子,სკივრი
360,Fenster::N,窗户,ფანჯარა
361,Fenster::N,窗户,სარკმელი
362,Tür::N,门,ბჭე
363,Tür::N,门,კარი
364,Tor::N,大门,ჭიშკარი
365,Zaun::N,篱笆,ღობე
366,Zaun::N,篱笆,გალავანი
367,Dach::N,屋顶,სახურავი
368,Leiter::N,梯子,კიბე
369,Besen::N,扫帚,ცოცხი
370,Spaten::N,铁锹,ნიჩაბი
371,Schaufel::N,铁锹,ბარი
372,Gabel::N,叉,ჩანგალი
373,Löffel::N,食匙,კოვზი
374,Messer::N,刀,დანა
375,Nagel::N,钉子,ლურსმანი
376,Netz::N,网,ბადე
377,Haken::N,钩子,კავი
378,Haken::N,钩子,კაუჭი
379,Griff::N,把柄,ტარი
380,Schloss::N,锁,კლიტე
381,Schloss::N,锁,საკეტი
382,Bild::N,图画,სურათი
383,Figur::N,人像,ფიგურა
384,Puppe::N,娃娃,თოჯინა
385,Beutel::N,袋子,პარკი
386,Bündel::N,捆,გალა
387,Bündel::N,捆,ასხმა
388,Tasche::N,手提包,ჩანთა
389,Eimer::N,桶,ჩამჩა
390,Deckel::N,盖子,ხუფი
391,Deckel::N,盖子,სარქველი
392,Geschirr::N,餐具,ჭურჭელი
393,Sack::N,袋子,ტომარა
394,Tasse::N,杯子,ფინჯანი
395,Topf::N,锅,ქოთანი
396,Kessel::N,水壶,ქვაბი
397,Essen::N,进餐,ჭამა
398,Nahrung::N,食物,საზრდო
399,Nahrung::N,食物,საკვები
400,Speise::N,菜肴,საჭმელი
401,Fleisch::N,肉,ხორცი
402,Getreide::N,谷物,მარცვლოვანი
403,Brei::N,粥,ფაფა
404,Brot::N,面包,პური
405,Scheibe::N,片,ნაჭერი
406,Fett::N,脂肪,ქონი
407,Fett::N,脂肪,ცხიმი
408,Butter::N,黄油,კარაქი
409,Öl::N,油,ზეთი
410,Salz::N,盐,მარილი
411,Suppe::N,汤,სუფი
412,Honig::N,蜂蜜,თაფლი
413,Milch::N,奶,რძე
414,Tee::N,茶,ჩაი
415,Leder::N,皮革,ტყავი
416,Wolle::N,毛线,მატყლი
417,Stoff::N,织物,ქსოვილი
418,Nadel::N,针,ნემსი
419,Faden::N,线,ძაფი
420,Faden::N,线,მკედი
421,Knopf::N,纽扣,ღილი
422,Knoten::N,结,ნასკვი
423,Farbe::N,颜色,საღებავი
424,Kleidung::N,衣服,ტანსაცმელი
425,Hemd::N,衬衫,ხალათი
426,Hemd::N,衬衫,პერანგი
427,Kragen::N,领子,საყელო
428,Ärmel::N,袖子,სახელო
429,Hose::N,裤子,შარვალი
430,Gürtel::N,腰带,ქამარი
431,Mütze::N,帽子,ქუდი
432,Schuh::N,鞋,ფეხსაცმელი
433,Stiefel::N,靴子,ჩექმა
434,Ring::N,戒指,ბეჭედი
435,Band::N,带子,ბაფთი
436,Kamm::N,梳子,სავარცხელი
437,Spiegel::N,镜子,სარკე
438,Riemen::N,皮带,ღვედი
439,Schnur::N,绳子,ლარი
440,Leine::N,皮带,ჯაჭვი
441,Decke::N,被子,საბანი
442,Kissen::N,软垫,ბალიში
443,Tuch::N,巾,მაუდი
444,Tuch::N,巾,თავშალი
445,Handtuch::N,手巾,ხელსახოცი
446,Kraft::N,力,ძალა
447,Stärke::N,力量,ღონე
448,Gesundheit::N,健康,ჯანმრთელობა
449,Krankheit::N,病,სენი
450,Krankheit::N,病,ავადმყოფობა
451,Schmerz::N,痛,ტკივილი
452,Wunde::N,伤口,იარი
453,Wunde::N,伤口,ჭრილობა
454,Fieber::N,发烧,ციება
455,Arznei::N,药,წამალი
456,Brücke::N,桥,ხიდი
457,Brunnen::N,井,ჭა
458,Weide::N,牧场,საძოვარი
459,Pfad::N,小路,ბილიკი
460,Weg::N,路,გზა
461,Straße::N,街,შარაგზა
462,Dorf::N,村庄,დაბა
463,Dorf::N,村庄,სოფელი
464,Stadt::N,城市,ქალაქი
465,Brief::N,信,წერილი
466,Buch::N,书,წიგნი
467,Buchstabe::N,字母,ასო
468,Zeitung::N,报纸,გაზეთი
469,Leben::N,生命,სიცოცხლე
470,Tod::N,死亡,სიკვდილი
471,Grab::N,坟墓,სამარე
472,Grab::N,坟墓,საფლავი
473,Kirche::N,教堂,ეკლესია
474,Sünde::N,罪,ცოდვა
475,Gott::N,上帝,ღმერთი
476,Arbeiter::N,工人,მუშა
477,Chef::N,上司,გამგე
478,Meister::N,师傅,ოსტატი
479,Arzt::N,医生,ექიმი
480,Arzt::N,医生,მკურნალი
481,Lehrer::N,教师,მასწავლებელი
482,Geld::N,钱,ფული
483,Geschäft::N,交易,საქმე
484,Geschäft::N,交易,ბიზნესი
485,Laden::N,商店,დუქანი
486,Laden::N,商店,მაღაზია
487,Preis::N,价格,ფასი
488,Ware::N,商品,საქონელი
489,Nutzen::N,好处,ხეირი
490,Reichtum::N,财富,სიმდიდრე
491,Welt::N,世界,მსოფლიო
492,Land::N,国家,მხარე
493,Land::N,国家,ქვეყანა
494,Staat::N,国家,სახელმწიფო
495,König::N,国王,მეფე
496,Macht::N,权力,ძლიერება
497,Grenze::N,边界,ზღვარი
498,Krieg::N,战争,ომი
499,Feind::N,敌人,მტერი
500,Gewalt::N,暴力,სისასტიკე
501,Kampf::N,战斗,ბრძოლა
502,Bogen[Waffe]::N,弓,მშვილდი
503,Pfeil::N,箭,ისარი
504,Pfeil::N,箭,მახვილი
505,Gewehr::N,枪,თოფი
506,Gewehr::N,枪,შაშხანა
507,Fehler::N,错误,შეცდომა
508,Lüge::N,谎话,სიცრუე
509,Schaden::N,损失,ვნება
510,Unglück::N,不幸,ხიფათი
511,Unglück::N,不幸,უბედურება
512,Schuld::N,过错,ბრალი
513,Alter::N,年龄,ასაკი
514,Schluss::N,结束,ბოლო
515,Schluss::N,结束,დასასრული
516,Zeit::N,时间,დრო
517,Tag::N,天,დღე
518,Morgen::N,早晨,დილა
519,Mittag::N,中午,შუადღე
520,Abend::N,晚上,საღამო
521,Nacht::N,夜,ღამე
522,Woche::N,星期,კვირა
523,Monat::N,月,თვე
524,Jahr::N,年,წელი
525,Frühling::N,春天,გაზაფხული
526,Sommer::N,夏天,ზაფხული
527,Herbst::N,秋天,შემოდგომა
528,Winter::N,冬天,ზამთარი
529,Januar::N,一月,იანვარი
530,Februar::N,二月,თებერვალი
531,März::N,三月,მარტი
532,April::N,四月,აპრილი
533,Mai::N,五月,მაისი
534,Juni::N,六月,ივნისი
535,Juli::N,七月,ივლისი
536,August::N,八月,აგვისტო
537,September::N,九月,სექტემბერი
538,Oktober::N,十月,ოქტომბერი
539,November::N,十一月,ნოემბერი
540,Dezember::N,十二月,დეკემბერი
541,Montag::N,星期一,ორშაბათი
542,Dienstag::N,星期二,სამშაბათი
543,Mittwoch::N,星期三,ოთხშაბათი
544,Donnerstag::N,星期四,ხუთშაბათი
545,Freitag::N,星期五,პარასკევი
546,Samstag::N,星期六,შაბათი
547,Sonntag::N,星期日,კვირა
548,groß::A,大,დიდი
549,klein::A,小,მცირე
550,klein::A,小,პატარა
551,lang::A,长,გრძელი
552,kurz::A,短,მოკლე
553,breit::A,宽,ფართო
554,breit::A,宽,განიერი
555,schmal::A,细长的,ვიწრო
556,schmal::A,细长的,წვრილი
557,dicht::A,密,მჭიდრო
558,dick[Gegenstand]::A,厚,სქელი
559,dünn::A,薄,წვრილი
560,fein::A,细小,თხელი
561,fest::A,固体,მყარი
562,flach::A,平坦,ბრტყელი
563,glatt::A,光滑,გლუ
564,hart::A,硬,მაგარი
565,weich::A,软,რბილი
566,rund::A,圆,მრგვალი
567,spitz::A,尖,წვეტიანი
568,scharf::A,锋利,მჭრელი
569,stumpf::A,钝,ბლაგვი
570,schwer::A,重,მძიმე
571,schön::A,美丽,ლამაზი
572,heiß::A,烫,ცხელი
573,warm::A,暖和,თბილი
574,kalt::A,冷,ცივი
575,kühl::A,凉,გრილი
576,frisch::A,新鲜,სუფთა
577,feucht::A,潮湿,ნოტიო
578,nass::A,湿,სველი
579,trocken::A,干,მშრალი
580,voll::A,满,სავსე
581,leer::A,空,ცარიელი
582,offen::A,敞开,ღია
583,offen::A,敞开,გაშლილი
584,geschlossen::A,关闭,დახურული
585,sauber::A,干净,სუფთა
586,sauber::A,干净,წმინდა
587,schmutzig::A,肮脏,ტალახიანი
588,roh::A,生,უმი
589,reif::A,成熟,მწიფე
590,lecker::A,好吃,გემრიელი
591,süß::A,甜,ტკბილი
592,bitter::A,苦,მწარე
593,sauer::A,酸,მჟავე
594,hell::A,亮,ნათელი
595,dunkel::A,阴暗,ბნელი
596,schwarz::A,黑,შავი
597,weiß::A,白,თეთრი
598,rot::A,红,წითელი
599,gelb::A,黄,ყვითელი
600,blau::A,蓝,ლურჯი
601,blau::A,蓝,ცისფერი
602,grün::A,绿,მწვანე
603,grau::A,灰色,რუხი
604,grau::A,灰色,ნაცრისფერი
605,bunt::A,五彩,ჭრელი
606,bunt::A,五彩,ფერადი
607,billig::A,便宜,იაფი
608,teuer::A,贵,ძვირი
609,wertvoll::A,贵重,ღირსიანი
610,blind::A,瞎,ბრმა
611,taub::A,聋,ყრუ
612,kräftig::A,强壮,ძალავანი
613,stark::A,强壮,ძლიერი
614,stark::A,强壮,ღონიერი
615,schwach::A,弱,სუსტი
616,fett::A,胖,სქელი
617,schlank::A,苗条,გამხდარი
618,hübsch::A,漂亮,ეშხიანი
619,hübsch::A,漂亮,მშვენიერი
620,böse::A,邪恶,ავი
621,böse::A,邪恶,ბოროტი
622,dumm::A,笨,ბოთე
623,dumm::A,笨,სულელი
624,faul::A,懒惰,ზანტი
625,faul::A,懒惰,ზარმაცი
626,fleißig::A,勤奋,ბეჯითი
627,fleißig::A,勤奋,მუყაითი
628,geizig::A,吝啬,ძუნწი
629,klug::A,聪明,ჭკვიანი
630,geschickt::A,灵巧,მარჯვე
631,geschickt::A,灵巧,გაწაფული
632,lieb::A,可爱,სატრფიალო
633,lustig::A,快乐,მხიარული
634,sanft::A,柔和,ალერსიანი
635,sanft::A,柔和,გრძნობიერი
636,hungrig::A,饥饿,მშიერი
637,krank::A,患病,სნეული
638,krank::A,患病,ავადმყოფი
639,nackt::A,裸体,ტიტველი
640,traurig::A,悲哀,მწუხარე
641,traurig::A,悲哀,სევდიანი
642,lebendig::A,活,ცოცხალი
643,gut::A,好,კარგი
644,schlecht::A,坏,უხეირო
645,richtig::A,正确,ნამდვილი
646,schlimm::A,糟糕,ცუდი
647,wahr::A,真,სწორი
648,wahr::A,真,ჭეშმარიტი
649,alt::A,旧,ძველი
650,neu::A,新,ახალი
651,ehemalig::A,以前,ყოფილი
652,alt[Lebewesen]::A,老,ბებერი
653,jung::A,年轻,ნორჩი
654,jung::A,年轻,ახალგაზრდა
655,arm::A,贫穷,ღარიბი
656,reich::A,富裕,მდიდარი
657,bekannt::A,出名,ცნობილი
658,berühmt::A,著名,გამოჩენილი
659,fremd::A,陌生,უცხო
660,fremd::A,陌生,გარეშე
661,verschieden::A,不同,სხვაგვარი
662,nah::A,近,ახლო
663,fern::A,遥远,შორი
664,fern::A,遥远,შორეული
665,linker::A,左,მარცხენა
666,rechter::A,右,მარჯვენა
667,anderer::A,别的,სხვა
668,erster::A,第一,პირველი
669,zweiter::A,第二,მეორე
670,dritter::A,第三,მესამე
671,letzter::A,最后,ბოლო
672,letzter::A,最后,უკანასკნელი
673,allein::ADV,单独,მარტო
674,auf einmal::ADV,同时,ერთდროულად
675,zusammen::ADV,一起,ერთად
676,lange::ADV,许久,დიდხანს
677,plötzlich::ADV,忽然,მოულოდნელად
678,sofort::ADV,立刻,ახლავე
679,später::ADV,以后,მოგვიანებით
680,jetzt::ADV,现在,ახლა
681,heute::ADV,今天,დღეს
682,morgen::ADV,明天,ხვალ
683,bald::ADV,即将,მალე
684,dann::ADV,然后,მერე
685,gestern::ADV,昨天,გუშინ
686,einst::ADV,曾经,ოდესღაც
687,damals::ADV,当时,მაშინ
688,danach::ADV,随后,მერმე
689,danach::ADV,随后,შემდეგ
690,vorher::ADV,事先,ადრე
691,vorher::ADV,事先,წინათ
692,zuerst::ADV,首先,ჯერ
693,einmal::ADV,一次,ერთხელ
694,manchmal::ADV,有时,ხან
695,manchmal::ADV,有时,ზოგჯერ
696,oft::ADV,时常,ხშირად
697,immer::ADV,总是,მუდამ
698,immer::ADV,总是,ყოველთვის
699,niemals::ADV,从未,არასდროს
700,hier::ADV,这里,აქ
701,hierhin::ADV,到这里,აქეთ
702,von hier::ADV,由此,აქედან
703,dort::ADV,那里,იქ
704,dorthin::ADV,到那里,იქით
705,geradeaus::ADV,一直往前,პირდაპირ
706,vorwärts::ADV,向前,წინ
707,rückwärts::ADV,向后,უკან
708,zurück::ADV,退后,უკანვე
709,unten::ADV,下面,დაბლა
710,unten::ADV,下面,ქვევით
711,hinab::ADV,向下,ძირს
712,oben::ADV,上面,ზემოთ
713,hinauf::ADV,向上,ზევით
714,überall::ADV,到处,ყველგან
715,nicht::ADV,不,არ
716,ein wenig::ADV,一点儿,ცოტა
717,kaum::ADV,几乎不,ძლივს
718,sehr::ADV,很,მეტად
719,sehr::ADV,很,ძალიან
720,so::ADV,如此,ისე
721,noch::ADV,还,ჯერ
722,nur::ADV,只,მხოლოდ
723,schon::ADV,已经,უკვე
724,wieder::ADV,又,ისევ
725,wieder::ADV,又,კიდევ
726,vor::PRP,在...面前,წინ
727,hinter::PRP,在...背后,უკან
728,hinter::PRP,在...背后,მიღმა
729,unter::PRP,在...下面,ქვეშ
730,unter::PRP,在...下面,ქვევით
731,durch::PRP,穿过,გავლით
732,neben::PRP,在...旁,გვერდით
733,zwischen::PRP,在...之间,შუა
734,zwischen::PRP,在...之间,შორის
735,wegen::PRP,由于,გამო
736,wegen::PRP,由于,შედეგად
737,dies::PRN,这,ეს
738,das::PRN,那,ეგ
739,alles::PRN,一切,ყველაფერი
740,ich::PRN,我,მე
741,du::PRN,你,შენ
742,er::PRN,他,ის
743,er::PRN,他,იგი
744,wir::PRN,我们,ჩვენ
745,ihr::PRN,你们,თქვენ
746,sie::PRN,她,ისინი
747,was::FPRN,什么,რა
748,wer::FPRN,谁,ვინ
749,wo::FADV,哪里,სად
750,wohin::FADV,去哪里,საით
751,wie::FADV,怎么,როგორ
752,warum::FADV,为什么,რაზე
753,warum::FADV,为什么,რატომ
754,wieviel::FNUM,多少,რამდენი
755,eins::NUM,一,ერთი
756,zwei::NUM,二,ორი
757,drei::NUM,三,სამი
758,vier::NUM,四,ოთხი
759,fünf::NUM,五,ხუთი
