,Concept_ID,kl,pt
755,gut::A,ajunngilaq,bom
756,schlecht::A,sualuppoq,mau
757,schlecht::A,sualuppoq,ruim
758,richtig::A,iluarpoq,justo
759,richtig::A,iluarpoq,correcto
760,schlimm::A,amiilaarnarpoq,mau
761,schlimm::A,amiilaarnarpoq,grave
762,wahr::A,ilumoorpoq,verdadeiro
763,alt::A,pisoqaq,velho
764,alt::A,pisoqaq,antigo
765,neu::A,nutaavoq,novo
766,alt[Lebewesen]::A,utoqqaq,velho
767,jung::A,inuusuppoq,jovem
768,jung::A,kingulliarsuk,jovem
769,arm::A,piillasoq,pobre
770,arm::A,piitsuuvoq,pobre
771,reich::A,pisuuvoq,rico
772,berühmt::A,tusaamasaq,famoso
773,berühmt::A,tusaamasaq,célebre
774,fremd::A,ajasoornarpoq,alheio
775,fremd::A,ajasoornarpoq,estranho
776,verschieden::A,allatut,diverso
777,verschieden::A,allatut,diferente
778,verschieden::A,tamalaat,diverso
779,verschieden::A,tamalaat,diferente
780,nah::A,qanippoq,próximo
781,fern::A,ungasippoq,remoto
782,fern::A,ungasippoq,distante
783,linker::A,saamerleq,esquerdo
784,rechter::A,innarluissut,direito
785,erster::A,siulleq,primeiro
786,zweiter::A,qataatsup tullia,segundo
787,dritter::A,pingajorarterut,terceiro
788,letzter::A,kingulleq,final
789,letzter::A,kingulleq,último
790,allein::ADV,kisimiippoq,só
791,auf einmal::ADV,tassanngaannaq,de vez
792,zusammen::ADV,attaasa,juntos
793,zusammen::ADV,attarmik,juntos
794,lange::ADV,akuni,muito tempo
795,plötzlich::ADV,tassanngaannaq,de repente
796,sofort::ADV,erniinnaq,imediatamente
797,später::ADV,kingorna,mais tarde
798,jetzt::ADV,maanna,agora
799,jetzt::ADV,massakkut,agora
800,heute::ADV,ullumi,hoje
801,morgen::ADV,aqagu,amanhã
802,bald::ADV,erniinnaq,logo
803,bald::ADV,erniinnaq,breve
804,dann::ADV,taava,então
805,dann::ADV,taava,depois
806,gestern::ADV,ippassaq,ontem
807,einst::ADV,ataatsimik,antigamente
808,einst::ADV,ilaanni,antigamente
809,damals::ADV,taamani,então
810,damals::ADV,taamanikkut,então
811,damals::ADV,taassumuunakkut,então
812,danach::ADV,taava,logo
813,danach::ADV,taava,depois
814,vorher::ADV,siornagut,antes
815,einmal::ADV,ilaanni,uma vez
816,einmal::ADV,ataatsimik,uma vez
817,manchmal::ADV,qaqutigu,às vezes
818,manchmal::ADV,qaqutigut,às vezes
819,oft::ADV,akulikitsumik,muitas vezes
820,immer::ADV,tamatigut,sempre
821,hier::ADV,maani,cá
822,hier::ADV,maani,aqui
823,hierhin::ADV,maani,para cá
824,dorthin::ADV,ikuuna,lá
825,dorthin::ADV,ikuuna,para lá
826,geradeaus::ADV,narlumut,em frente
827,vorwärts::ADV,pilangavoc,avante
828,rückwärts::ADV,kingumut,para trás
829,rückwärts::ADV,tunumut or tunummut,para trás
830,zurück::ADV,kingumut,atrás
831,zurück::ADV,tunumut or tunummut,atrás
832,unten::ADV,kana,debaixo
833,unten::ADV,kana,em baixo
834,hinab::ADV,qiviu,para baixo
835,überall::ADV,tamaginni,em toda parte
836,überall::ADV,tamani tamaani,em toda parte
837,kaum::ADV,qaqutigorsuaq,apenas
838,sehr::ADV,assut,muito
839,noch::ADV,qeratavoq,ainda
840,schon::ADV,taava-una,já
841,wieder::ADV,kingumut,outra vez
842,vergebens::ADV,angiluk,em vão
843,dies::PRN,manna,isto
844,dies::PRN,matuma,isto
845,das::PRN,ua,isso
846,das::PRN,ua,aquilo
847,ich::PRN,uanga,eu
848,du::PRN,illit,tu
849,er::PRN,una,ele
850,wir::PRN,uagut,nós
851,ihr::PRN,ilissi,vós
852,ihr::PRN,ilissi,vocês
853,sie::PRN,uku,eles
854,was::FPRN,aat?,quê
855,wer::FPRN,kikkut,quem
856,wo::FADV,sumi,onde
857,wohin::FADV,sumut,aonde
858,wohin::FADV,sumut,para onde
859,wie::FADV,qanoq,como
860,warum::FADV,sooq,porquê
861,warum::FADV,sooq,por que
862,wieviel::FNUM,qassit,quanto
863,wieviel::FNUM,qanoq atsigisumik?,quanto
864,eins::NUM,ataaseq,um
865,zwei::NUM,marluk,dois
866,drei::NUM,pingasut,três
867,vier::NUM,sisamat,quatro
868,vier::NUM,qajuusat,quatro
869,fünf::NUM,tallimat,cinco
870,sechs::NUM,arfineq,seis
871,sechs::NUM,arfinillit,seis
872,sieben::NUM,arfineq-marluk,sete
873,acht::NUM,arfineq pingasut,oito
874,neun::NUM,qulingiluat,nove
875,neun::NUM,arfineq sisamat,nove
876,zehn::NUM,qulit,dez
877,elf::NUM,aqqaneq,onze
878,zwölf::NUM,aqqaneq-marluk,doze
879,zwanzig::NUM,tyve,vinte
880,dreißig::NUM,tredive,trinta
881,dreißig::NUM,pingasunik qulillit,trinta
882,vierzig::NUM,fyrre,quarenta
883,fünfzig::NUM,halvtreds,cinquenta
884,fünfzig::NUM,tallimanik qulillit,cinquenta
885,sechzig::NUM,tres,sessenta
886,siebzig::NUM,halvfjerds,setenta
887,achtzig::NUM,firs,oitenta
888,neunzig::NUM,halvfems,noventa
889,hundert::NUM,et hundrede,cem
890,hundert::NUM,et hundrede,cento
891,tausend::NUM,et tusinde,mil
892,und::CNJ,aamma,e
893,oder::CNJ,imalluunnit,ou
894,stehen::V,sikingavoq,estar em pé
895,sitzen::V,ingippoq,estar sentado
896,liegen::V,nalavoq,jazer
897,liegen::V,nalavoq,estar deitado
898,liegen::V,aqupivoq,jazer
899,liegen::V,aqupivoq,estar deitado
900,hängen::V,nivinngarpaa,pender
901,hängen::V,nivinngarpaa,estar pendurado
902,werden::V,pinngorpoq,tornar-se
903,passieren::V,pivoq,acontecer
904,beginnen::V,aallarnerpaa,começar
905,enden::V,naggaserpaa,acabar
906,enden::V,naggaserpaa,terminar
907,wechseln::V,immikkut ilivoq,variar
908,wechseln::V,immikkut ilivoq,alternar
909,untergehen[Sonne]::V,ilioqqaasoq,pôr-se
910,scheinen[Sonne]::V,qinnorpoq,brilhar
911,scheinen[Sonne]::V,qinngorpoq,brilhar
912,donnern::V,kalleq,trovejar
913,wehen::V,timmivoq,soprar
914,sich drehen::V,ipippaa,girar
915,schwanken::V,aalavoq,oscilar
916,schwingen::V,issakajaat or issakatsiaarut,vibrar
917,fallen::V,quasivaa,cair
918,brennen::V,seerpoq,arder
919,brennen::V,uuppaa,arder
920,rauchen::V,pujoorpoq,fumegar
921,regnen::V,siallerpoq,chover
922,gefrieren::V,qiulerpoq,gelar
923,gefrieren::V,qiulerpoq,congelar
924,tauen::V,aappoq,derreter
925,tauen::V,aappoq,descongelar
926,schmelzen::V,aappoq,fundir-se
927,schmelzen::V,aatsippaa,fundir-se
928,trocknen::V,panerserpaa,secar
929,sieden::V,qalappoq,ferver
930,reißen::V,qulli,romper-se
931,reißen::V,alittorpaa,romper-se
932,reißen::V,kimillanneq,romper-se
933,versinken::V,kivivaa,afundar-se
934,versinken::V,apparpoq,afundar-se
935,vergehen::V,qaangerpaa,passar
936,vergehen::V,sarsuppoq,passar
937,erscheinen::V,takutippoq,aparecer
938,sinken::V,kivivaa,descer
939,sinken::V,apparpoq,descer
940,abnehmen::V,ikillipput,diminuir
941,abnehmen::V,ikillipput,decrescer
942,zunehmen::V,allisippaa,crescer
943,zunehmen::V,allisippaa,aumentar
944,steigen::V,allisippaa,subir
945,wachsen::V,allivoq,crescer
946,glänzen::V,qinngorpoq,brilhar
947,glänzen::V,qinnorpoq,brilhar
948,funkeln::V,uisorilavoq,cintilar
949,läuten::V,avilualaarpoq,chocalhar
950,klingeln::V,aviluarpoq,tocar
951,klingeln::V,aviluarpaluppoq,tocar
952,brausen::V,ittuk,bramar
953,brausen::V,ittuppoq,bramar
954,brausen::V,ittuppaluppoq,bramar
955,bellen::V,qiluppoq,ladrar
956,heulen::V,maarpoq,uivar
957,heulen::V,maalavoq,uivar
958,heulen::V,miaggoorpoq,uivar
959,blasen::V,aporneq,soprar
960,pfeifen::V,siggartartitsivoq,assobiar
961,pfeifen::V,siorsulavoq,assobiar
962,schreien::V,suaarpoq,gritar
963,stöhnen::V,nipiliorpoq,gemer
964,stöhnen::V,nipilliorpoq,gemer
965,zittern::V,qarsulivik,tremer
966,leben::V,inuuvoq,viver
967,geboren werden::V,inuuvoq,nascer
968,geboren werden::V,inunngorpoq,nascer
969,atmen::V,anersaarpoq,respirar
970,trinken::V,imerpoq,beber
971,essen::V,tamorpoq,comer
972,schlucken::V,tuluarnaq,engolir
973,einschlafen::V,sinippoq,adormecer
974,schlafen::V,sinik,dormir
975,aufwachen::V,iterpoq,acordar
976,aufwachen::V,eqqumavoq,acordar
977,aufstehen::V,makippoq,levantar-se
978,sich erholen::V,qasuerserpoq,descansar
979,schmerzen::V,anneraa,doer
980,schmerzen::V,annernarpoq,doer
981,husten::V,quersorpoq,tossir
982,genesen::V,ajunngissivoq,convalescer
983,genesen::V,ilisimmarpoq,convalescer
984,genesen::V,ilorrippoq,convalescer
985,sterben::V,toquvoq,morrer
986,sich bewegen::V,ingerlavoq,mover-se
987,sich setzen::V,ingippoq,sentar-se
988,laufen::V,arpappoq,andar
989,laufen::V,arpappoq,caminhar
990,schreiten::V,ingerlavoq,andar
991,schreiten::V,ingerlavoq,caminhar
992,spazierengehen::V,utertakajaarpoq,passear
993,spazierengehen::V,utertakattajaarpoq,passear
994,eilen::V,qaa qaa,apressar-se
995,eilen::V,qiilasaarpoq,apressar-se
996,eilen::V,ingerlasaarpaa,apressar-se
997,sich beeilen::V,tuaviorpoq,apressar-se
998,sich beeilen::V,tuaviorpoq,despachar-se
999,sausen::V,uiguut,correr
1000,rennen::V,igivoq,correr
1001,springen::V,upernassaq,saltar
1002,klettern::V,pilaakkeerpoq,trepar
1003,schaukeln::V,aalavoq,baloiçar
1004,schwimmen::V,naluppoq,nadar
1005,tauchen::V,allorpoq,mergulhar
1006,rudern::V,ipuppaa,remar
1007,fahren::V,qimusserpoq,ir
1008,fliegen::V,timmivoq,voar
1009,weggehen::V,piiarpoq,partir
1010,weggehen::V,piiarpoq,ir-se embora
1011,anhalten::V,unitsippaa,parar
1012,hineingehen::V,timaappaa,entrar
1013,eintreten::V,allattorpaa,entrar
1014,kommen::V,qaa-,vir
1015,kommen::V,pivaa,vir
1016,ankommen::V,tikippoq,chegar
1017,zurückkommen::V,angerlarpoq,voltar
1018,zurückkommen::V,angerlarpoq,regressar
1019,bleiben::V,uninngavoq,ficar
1020,bleiben::V,uninngavoq,permanecer
1021,warten::V,paavoq,esperar
1022,warten::V,utaqqivoq,esperar
1023,suchen::V,nivivaa,buscar
1024,suchen::V,nivivaa,procurar
1025,finden::V,nanivaa,achar
1026,finden::V,nanivaa,encontrar
1027,versuchen::V,uuppaa,tentar
1028,versuchen::V,ussersarpaa,tentar
1029,vorbereiten::V,piareersarpaa,preparar
1030,lieben::V,asavaa,amar
1031,lieben::V,asavaa,querer
1032,mögen::V,akaaraa,gostar de
1033,rühren::V,qeerlerpaa,comover
1034,weinen::V,qiavoq,chorar
1035,schimpfen::V,qatimaarpoq,ralhar
1036,sich ärgern::V,ugguutigaa,zangar-se
1037,sich fürchten::V,eqqanaarpoq,ter medo de
1038,sich fürchten::V,eqqanaarpoq,ter receio de
1039,fürchten::V,ersigaa,temer
1040,fürchten::V,ersigaa,recear
1041,fliehen::V,qimaavoq,fugir
1042,flüchten::V,allikarfigaa,refugiar-se
1043,sehen::V,isigaa,ver
1044,ansehen::V,alaatsinaappaa,mirar
1045,hören::V,tusarpaa,ouvir
1046,zuhören::V,naalappoq,escutar
1047,riechen::V,tipippoq,cheirar
1048,fühlen::V,misigaa,sentir
1049,scheinen::V,takutippoq,parecer
1050,frieren::V,qiiavoq,ter frio
1051,tun::V,iliorpoq,fazer
1052,wollen::V,piumavaa,querer
1053,anfangen::V,pilerpoq,iniciar
1054,beenden::V,naggaserpaa,acabar
1055,beenden::V,naggaserpaa,terminar
1056,aufhören::V,naammatsippaa,cessar
1057,aufhören::V,naammatsippaa,desistir
1058,öffnen::V,ammarpaa,abrir
1059,schließen::V,matuaa,fechar
1060,stellen::V,ilivaa,pôr
1061,stellen::V,ilivaa,colocar
1062,stellen::V,iliorarpai,pôr
1063,stellen::V,iliorarpai,colocar
1064,stellen::V,ilioqqarpai,pôr
1065,stellen::V,ilioqqarpai,colocar
1066,setzen::V,iliorarpai,pôr
1067,setzen::V,iliorarpai,meter
1068,setzen::V,ilioqqarpai,pôr
1069,setzen::V,ilioqqarpai,meter
1070,legen::V,ilivaa,pôr
1071,legen::V,ilivaa,meter
1072,berühren::V,attorpaa,tocar
1073,verbinden::V,taperserpaa,unir
1074,verbinden::V,taperserpaa,ligar
1075,bedecken::V,iikkerpaa,cobrir
1076,bedecken::V,iikkersorpaa,cobrir
1077,aufhängen::V,inivaa,pendurar
1078,aufhängen::V,iniorarpai,pendurar
1079,anzünden::V,saggaavoq,acender
1080,aufheben::V,allisippaa,apanhar
1081,aufheben::V,allisippaa,levantar
1082,zurücklassen::V,aallarpoq,deixar
1083,verlieren::V,annaavaa,perder
1084,fallen lassen::V,nakkaavaa,deixar cair
1085,machen::V,iliorpoq,fazer
1086,herstellen::V,anillatsippaa,produzir
1087,bauen::V,marrarterpaa,edificar
1088,bauen::V,marrarterpaa,construir
1089,reparieren::V,iluarsaappaa,reparar
1090,reparieren::V,iluarsaappaa,consertar
1091,verbessern::V,naqqippaa,melhorar
1092,graben::V,assappaa,cavar
1093,beugen::V,qappappoq,curvar
1094,biegen::V,qappappoq,vergar
1095,wenden::V,assappaa,virar
1096,wenden::V,assappaa,voltar
1097,wenden::V,assakarpoq,virar
1098,wenden::V,assakarpoq,voltar
1099,umdrehen::V,assakartippaa,virar
1100,umdrehen::V,assakartippaa,revolver
1101,heben::V,kivippaa,levantar
1102,hochheben::V,kissumiarpaa,erguer
1103,hochheben::V,kissumiarpaa,levantar
1104,ergreifen::V,isaappaa,apanhar
1105,ergreifen::V,isaguppaa,apanhar
1106,halten::V,minarpaa,segurar
1107,drücken::V,naqittaat,apertar
1108,kratzen::V,qitsuppaa,raspar
1109,lecken::V,aluppaa,lamber
1110,beißen::V,kiivaa,morder
1111,abreißen::V,aqqarpaa,arrancar
1112,abreißen::V,isaterpaa,arrancar
1113,abschneiden::V,kipivaa,talhar
1114,binden::V,kakkersarpaa,ligar
1115,stecken::V,kussunneq,meter
1116,stecken::V,kussunneq,enfiar
1117,brechen::V,nallorpaa,romper
1118,brechen::V,nallorpaa,quebrar
1119,klopfen::V,pattappaa,bater
1120,hauen::V,aqivaa,bater
1121,kleben::V,qaappoq,colar
1122,reiben::V,tagiarpaa,esfregar
1123,reiben::V,tangiarpaa,esfregar
1124,streichen::V,erlerpoq,barrar
1125,schleifen::V,sequppaa,afiar
1126,schneiden::V,uullivoq,cortar
1127,schütteln::V,aalavoq,abanar
1128,schütteln::V,aalavoq,sacudir
1129,schwenken::V,issarpoq,agitar
1130,füllen::V,immerpaa,encher
1131,einwickeln::V,immoqquserpaa,envolver
1132,einwickeln::V,immoqquserpaa,embrulhar
1133,tragen::V,maqippaa,levar
1134,tragen::V,maqippaa,trazer
1135,tragen::V,assartorpoq,levar
1136,tragen::V,assartorpoq,trazer
1137,schleppen::V,assartorpoq,arrastar
1138,ziehen::V,kalippaa,puxar
1139,ziehen::V,kalissarpoq,puxar
1140,aufbewahren::V,toqqorpaa,guardar
1141,aufbewahren::V,toqqorpaa,conservar
1142,werfen::V,kuivaa,lançar
1143,fangen::V,anguaa,apanhar
1144,verstecken::V,anngigaa,esconder
1145,teilen::V,agguut,partir
1146,teilen::V,agguut,dividir
1147,teilen::V,agguusersorpaa,partir
1148,teilen::V,agguusersorpaa,dividir
1149,schicken::V,nassiuppaa,enviar
1150,bringen::V,aggiuppaa,trazer
1151,bringen::V,nassataraa,trazer
1152,bekommen::V,tiguaa,obter
1153,erhalten::V,tiguaa,receber
1154,nehmen::V,pivoq,tomar
1155,nehmen::V,tiguaa,tomar
1156,bewahren::V,sukkunik simerserpaa,guardar
1157,bewahren::V,sukkunik simerserpaa,conservar
1158,verderben::V,asiutippaa,estragar
1159,verderben::V,asiutippaa,corromper
1160,verderben::V,piuneerunnerit,estragar
1161,verderben::V,piuneerunnerit,corromper
1162,zerbrechen::V,ukuvoq,romper
1163,zerbrechen::V,ukuvoq,quebrar
1164,zerreißen::V,tisavaa,rasgar
1165,zerreißen::V,alittorpaa,rasgar
1166,zerstören::V,aserorpaa,destruir
1167,verbrennen::V,seerpoq,queimar
1168,geben::V,pivoq,dar
1169,versprechen::V,neriorsorpaa,prometer
1170,wünschen::V,kissaat,desejar
1171,loben::V,nersorpaa,louvar
1172,loben::V,nersornaat,louvar
1173,küssen::V,kunippaa,beijar
1174,küssen::V,kunissorpaa,beijar
1175,zudecken::V,majorpaa,tapar
1176,zudecken::V,majorpaa,cobrir
1177,wecken::V,itersarpaa,acordar
1178,wecken::V,itersarpaa,despertar
1179,zeigen::V,tikkuuppaa,mostrar
1180,führen::V,tasissiuppaa,guiar
1181,führen::V,tasissiuppaa,conduzir
1182,führen::V,ilitsersorpaa,guiar
1183,führen::V,ilitsersorpaa,conduzir
1184,führen::V,tasissersuuppaa,guiar
1185,führen::V,tasissersuuppaa,conduzir
1186,lehren::V,ilinniartippaa,ensinar
1187,unterrichten::V,ajoqerpaa,instruir
1188,unterrichten::V,ajoqersorpaa,instruir
1189,unterrichten::V,ilinniartitsivoq,instruir
1190,aufziehen::V,inororsarpaa,criar
1191,leiten::V,iluatsippaa,dirigir
1192,leiten::V,iluatsippaa,conduzir
1193,antreiben::V,ikusimmippaa,impelir
1194,einladen::V,qaaqquaa,convidar
1195,einladen::V,qaasarpaa,convidar
1196,vereinigen::V,taperserpaa,unir
1197,vereinigen::V,taperserpaa,reunir
1198,besuchen::V,tikeraarpaa,ir ver
1199,besuchen::V,tikeraarpaa,visitar
1200,treffen::V,aporappaa,encontrar
1201,sich versammeln::V,majorpoq,reunir-se
1202,spielen::V,pinnguarpoq,jogar
1203,spielen::V,pinnguarpoq,brincar
1204,singen::V,erinarsorpoq,cantar
1205,tanzen::V,qitippoq,bailar
1206,sich trennen::V,immikkoortippaa,apartar-se
1207,retten::V,annaappaa,salvar
1208,schützen::V,eriagaa,proteger
1209,schützen::V,pineqartaalivaa,proteger
1210,schießen::V,aallaavaa,disparar
1211,schießen::V,piseriuppaa,disparar
1212,ärgern::V,ninngassarpaa,irritar
1213,ärgern::V,ninngassarpaa,aborrecer
1214,ärgern::V,ninngassaarpaa,irritar
1215,ärgern::V,ninngassaarpaa,aborrecer
1216,schlagen::V,unatarpaa,bater
1217,treten::V,tukerpoq,pisar
1218,stechen::V,iguppaa,picar
1219,stechen::V,qasilippoq,picar
1220,stoßen::V,ikuserpaa,empurrar
1221,stoßen::V,ikusimmippaa,empurrar
1222,stehlen::V,tillippaa,furtar
1223,stören::V,akornuserpaa,perturbar
1224,verbergen::V,anngigaa,ocultar
1225,verbergen::V,anngigaa,esconder
1226,betrügen::V,peqquserluttuliorfigaa,burlar
1227,betrügen::V,peqquserluttuliorfigaa,enganar
1228,töten::V,maappaa,matar
1229,töten::V,toquppaa,matar
1230,wohnen::V,najugaqarpoq,morar
1231,arbeiten::V,sulivoq,trabalhar
1232,sammeln::V,katersorpai,recolher
1233,sammeln::V,katersorpai,coleccionar
1234,jagen::V,piniarpoq,caçar
1235,fischen::V,aalisarpoq,pescar
1236,anbinden::V,qilerut,atar
1237,anbinden::V,qilersorpaa,atar
1238,anbinden::V,ungerlatserpaa,atar
1239,füttern::V,nerlerpaa,dar de comer a
1240,gießen::V,imerterpaa,regar
1241,kochen::V,igavoq,cozer
1242,braten::V,siappaa,assar
1243,braten::V,siappaa,fritar
1244,umrühren::V,qeerlerpaa,remexer
1245,färben::V,misuppaa,tingir
1246,färben::V,misuppaa,colorir
1247,reinigen::V,sanniarpaa,limpar
1248,reinigen::V,sanniarpaa,purificar
1249,waschen::V,asappaa,lavar
1250,abwischen::V,saligarpaa,limpar
1251,abwischen::V,saligarpaa,esfregar
1252,abwischen::V,saligartorpaa,limpar
1253,abwischen::V,saligartorpaa,esfregar
1254,fegen::V,sanngiarpaa,varrer
1255,baden::V,uffarpoq,banhar
1256,baden::V,uffarpoq,tomar banho
1257,sich waschen::V,uffarpoq,lavar-se
1258,ausziehen::V,annoraajarpaa,despir
1259,anziehen::V,ativaa,vestir
1260,anziehen::V,atitippaa,vestir
1261,sich anziehen::V,atisalersorpoq,vestir-se
1262,sagen::V,oqarpoq,dizer
1263,sprechen::V,oqaluttarpoq,falar
1264,reden::V,oqaluppoq,falar
1265,fragen::V,aperaa,perguntar
1266,bitten::V,aperaa,pedir
1267,bitten::V,qinnuigaa,pedir
1268,erzählen::V,oqaluttuaraa,contar
1269,mitteilen::V,oqalualaarpoq,comunicar
1270,mitteilen::V,oqalualaarpoq,participar
1271,rufen::V,qaaqquaa,chamar
1272,prahlen::V,oqqartuvoq,gabar-se
1273,prahlen::V,oqqartuvoq,vangloriar-se
1274,prahlen::V,oqallortuvoq,gabar-se
1275,prahlen::V,oqallortuvoq,vangloriar-se
1276,übersetzen::V,ikaarpoq,traduzir
1277,übersetzen::V,nutserpaa,traduzir
1278,denken::V,isumaqarpoq,pensar
1279,glauben::V,upperaa,crer
1280,glauben::V,isumaqarpoq,crer
1281,erkennen::V,ilisaraa,reconhecer
1282,verstehen::V,paasivaa,entender
1283,verstehen::V,paasivaa,compreender
1284,lernen::V,ilinniarpoq,aprender
1285,wissen::V,nalunngilaa,saber
1286,sich erinnern an::V,eqqaavaa,lembrar-se de
1287,sich erinnern an::V,eqqaavaa,recordar-se de
1288,vergessen::V,puiorpaa,esquecer
1289,messen::V,ussersarpaa,medir
1290,zählen::V,kisitsivoq,contar
1291,rechnen::V,kisitsivoq,calcular
1292,lesen::V,atuarpoq,ler
1293,malen::V,qalipappaa,pintar
1294,schreiben::V,allappoq,escrever
1295,kaufen::V,pisiaraa,comprar
1296,verkaufen::V,akigaa,vender
1297,bezahlen::V,akilerpaa,pagar
1298,beherrschen::V,inappaa,imperar
1299,ertragen::V,ernertaaraa,suportar
1300,Nase::N,,nariz
1301,Schnurrbart::N,,bigode
1302,Fuß::N,,pé
1303,Schlaf::N,,sono
1304,Strömung::N,,corrente
1305,Moor::N,,pântano
1306,Wald::N,,bosque
1307,Wald::N,,floresta
1308,Anhöhe::N,,alto
1309,Anhöhe::N,,outeiro
1310,Gipfel::N,,pico
1311,Quelle::N,,fonte
1312,Festland::N,,terra firme
1313,Kiefer[Baum]::N,,pinheiro
1314,Pferd::N,,cavalo
1315,Elch::N,,alce
1316,Schwarm::N,,bando
1317,Schwarm::N,,enxame
1318,Ente::N,,pata
1319,Barsch::N,,perca
1320,Hecht::N,,lúcio
1321,Wurm::N,,verme
1322,Heu::N,,feno
1323,Kummer::N,,aflição
1324,Kummer::N,,desgosto
1325,Gespräch::N,,conversa
1326,Gespräch::N,,conversação
1327,Spiel::N,,jogo
1328,Gesellschaft::N,,companhia
1329,Angelegenheit::N,,assunto
1330,Anzahl::N,,número
1331,Anzahl::N,,quantidade
1332,Strich::N,,traço
1333,Gegenstand::N,,objecto
1334,Höhe::N,,altura
1335,Höhe::N,,altitude
1336,Lagerfeuer::N,,fogueira
1337,Gang::N,,curso
1338,Gang::N,,caminhada
1339,Heim::N,,lar
1340,Heim::N,,casa
1341,Beutel::N,,saco
1342,Beutel::N,,bolsa
1343,Eimer::N,,balde
1344,Sack::N,,saca
1345,Brei::N,,puré
1346,Leder::N,,couro
1347,Gott::N,,deus
1348,Reichtum::N,,riqueza
1349,Staat::N,,Estado
1350,Gewalt::N,,violência
1351,Bogen[Waffe]::N,,arco
1352,Lüge::N,,mentira
1353,Schaden::N,,dano
1354,Schaden::N,,estrago
1355,April::N,,Abril
1356,frisch::A,,fresco
1357,lecker::A,,delicioso
1358,sauer::A,,azedo
1359,bunt::A,,colorido
1360,teuer::A,,caro
1361,geschickt::A,,hábil
1362,nackt::A,,nu
1363,nackt::A,,despido
1364,ehemalig::A,,antigo
1365,bekannt::A,,conhecido
1366,anderer::A,,outro
1367,zuerst::ADV,,primeiro
1368,niemals::ADV,,nunca
1369,von hier::ADV,,daqui
1370,dort::ADV,,lá
1371,dort::ADV,,ali
1372,oben::ADV,,em cima
1373,hinauf::ADV,,para cima
1374,nicht::ADV,,não
1375,ein wenig::ADV,,um pouco
1376,ein wenig::ADV,,um bocado
1377,so::ADV,,tão
1378,so::ADV,,assim
1379,nur::ADV,,só
1380,nur::ADV,,apenas
1381,nur::ADV,,somente
1382,vor::PRP,,diante de
1383,hinter::PRP,,atrás de
1384,unter::PRP,,sob
1385,unter::PRP,,debaixo de
1386,durch::PRP,,por
1387,durch::PRP,,através de
1388,neben::PRP,,junto de
1389,neben::PRP,,ao lado de
1390,zwischen::PRP,,entre
1391,wegen::PRP,,por
1392,wegen::PRP,,por causa de
1393,alles::PRN,,todo
1394,aufgehen[Sonne]::V,,nascer
1395,strömen::V,,correr
1396,fließen::V,,fluir
1397,faulen::V,,estragar-se
1398,verfaulen::V,,apodrecer
1399,verschwinden::V,,desaparecer
1400,lärmen::V,,fazer barulho
1401,klirren::V,,tinir
1402,rauschen::V,,murmurar
1403,rauschen::V,,rumorejar
1404,klingen::V,,soar
1405,müde werden::V,,cansar-se
1406,krank werden::V,,adoecer
1407,krank werden::V,,ficar doente
1408,krank sein::V,,estar doente
1409,umkommen::V,,perecer
1410,sich rühren::V,,mexer-se
1411,sich erheben::V,,levantar-se
1412,hinfallen::V,,cair
1413,kriechen::V,,rastejar
1414,kriechen::V,,arrastar-se
1415,gehen::V,,ir
1416,gehen::V,,andar
1417,abfahren::V,,sair
1418,abfahren::V,,partir
1419,erwarten::V,,esperar
1420,erwarten::V,,aguardar
1421,lachen::V,,rir
1422,lachen::V,,rir-se
1423,anschauen::V,,olhar
1424,probieren::V,,provar
1425,probieren::V,,saborear
1426,zu sehen sein::V,,estar à vista
1427,vernehmen::V,,ouvir
1428,können::V,,saber
1429,gelingen::V,,sair bem
1430,gelingen::V,,dar bom resultado
1431,geraten::V,,sair
1432,geraten::V,,dar resultado
1433,ändern::V,,mudar
1434,ändern::V,,alterar
1435,drehen::V,,girar
1436,schieben::V,,empurrar
1437,rütteln::V,,sacudir
1438,schütten::V,,deitar
1439,packen::V,,agarrar
1440,hinzufügen::V,,acrescentar
1441,wählen::V,,eleger
1442,wählen::V,,escolher
1443,auswählen::V,,escolher
1444,auswählen::V,,seleccionar
1445,behindern::V,,impedir
1446,beschädigen::V,,danificar
1447,reichen::V,,passar
1448,schenken::V,,oferecer
1449,wiegen::V,,embalar
1450,lassen::V,,fazer
1451,verlassen::V,,deixar
1452,verlassen::V,,abandonar
1453,bewachen::V,,vigiar
1454,bewachen::V,,guardar
1455,verteidigen::V,,defender
1456,sich schlagen::V,,brigar
1457,sich schlagen::V,,bater-se
1458,siegen::V,,vencer
1459,belästigen::V,,incomodar
1460,belästigen::V,,importunar
1461,täuschen::V,,iludir
1462,täuschen::V,,enganar
1463,pflücken::V,,colher
1464,fassen::V,,apanhar
1465,hüten::V,,guardar
1466,treiben::V,,conduzir
1467,melken::V,,ordenhar
1468,hacken::V,,rachar
1469,reifen::V,,amadurecer
1470,zubereiten::V,,preparar
1471,backen::V,,cozer
1472,stricken::V,,tricotar
1473,stricken::V,,fazer malha
1474,nähen::V,,coser
1475,nähen::V,,costurar
1476,spülen::V,,lavar
1477,spülen::V,,enxaguar
1478,kehren::V,,varrer
1479,kämmen::V,,pentear
1480,schmücken::V,,adornar
1481,sich unterhalten::V,,conversar
1482,nennen::V,,nomear
1483,nennen::V,,apelidar
1484,bemerken::V,,notar
1485,bemerken::V,,observar
