,Concept_ID,pt,br
833,eins::NUM,um,unan
834,zwei::NUM,dois,daou
835,drei::NUM,três,tri
836,vier::NUM,quatro,pevar
837,fünf::NUM,cinco,pemp
838,sechs::NUM,seis,c'hwec'h
839,sieben::NUM,sete,seizh
840,acht::NUM,oito,eizh
841,neun::NUM,nove,nav
842,zehn::NUM,dez,dek
843,elf::NUM,onze,unnek
844,zwölf::NUM,doze,daouzek
845,zwanzig::NUM,vinte,ugent
846,dreißig::NUM,trinta,tregont
847,vierzig::NUM,quarenta,daou-ugent
848,fünfzig::NUM,cinquenta,hanter-kant
849,sechzig::NUM,sessenta,tri-ugent
850,siebzig::NUM,setenta,dek ha tri-ugent
851,achtzig::NUM,oitenta,pevar-ugent
852,neunzig::NUM,noventa,dek ha pevar-ugent
853,hundert::NUM,cem,kant
854,hundert::NUM,cento,kant
855,tausend::NUM,mil,mil
856,und::CNJ,e,ha
857,oder::CNJ,ou,pe
858,stehen::V,estar em pé,bezañ a-sav
859,sitzen::V,estar sentado,azezañ
860,sitzen::V,estar sentado,bezañ en e goazez
861,liegen::V,jazer,bezañ en e c'hourvez
862,liegen::V,estar deitado,bezañ en e c'hourvez
863,hängen::V,pender,krougañ
864,hängen::V,estar pendurado,krougañ
865,werden::V,tornar-se,dazonet
866,passieren::V,acontecer,c'hoarvezout
867,beginnen::V,começar,stagañ
868,enden::V,acabar,achuiñ
869,enden::V,terminar,achuiñ
870,wechseln::V,variar,cheñch
871,wechseln::V,alternar,cheñch
872,aufgehen[Sonne]::V,nascer,dirouzañ
873,untergehen[Sonne]::V,pôr-se,
874,scheinen[Sonne]::V,brilhar,lugernañ
875,donnern::V,trovejar,taranal
876,wehen::V,soprar,c'hwezhañ
877,strömen::V,correr,deredek
878,fließen::V,fluir,redek
879,sich drehen::V,girar,troiñ
880,schwanken::V,oscilar,trantellat
881,schwingen::V,vibrar,froumal
882,fallen::V,cair,kouezhañ
883,brennen::V,arder,deviñ
884,rauchen::V,fumegar,divogedañ
885,regnen::V,chover,glavañ
886,gefrieren::V,gelar,reviñ
887,gefrieren::V,congelar,reviñ
888,tauen::V,derreter,diskornañ
889,tauen::V,descongelar,diskornañ
890,schmelzen::V,fundir-se,teuziñ
891,trocknen::V,secar,sec'hañ
892,sieden::V,ferver,berviñ
893,faulen::V,estragar-se,breinañ
894,verfaulen::V,apodrecer,breinañ
895,reißen::V,romper-se,darnaouiñ
896,versinken::V,afundar-se,sodellañ
897,vergehen::V,passar,tremen
898,erscheinen::V,aparecer,donet war-wel
899,verschwinden::V,desaparecer,monet diwar wel
900,sinken::V,descer,en em izelat
901,abnehmen::V,diminuir,nebeutaat
902,abnehmen::V,decrescer,nebeutaat
903,zunehmen::V,crescer,kreskiñ
904,zunehmen::V,aumentar,kreskiñ
905,steigen::V,subir,sevel
906,wachsen::V,crescer,kreskiñ
907,glänzen::V,brilhar,lugernañ
908,funkeln::V,cintilar,elieniñ
909,lärmen::V,fazer barulho,rabotat
910,läuten::V,chocalhar,
911,klingeln::V,tocar,
912,klirren::V,tinir,diridignat
913,klirren::V,tinir,sterlinkañ
914,brausen::V,bramar,gwegal
915,rauschen::V,murmurar,trouzal
916,rauschen::V,rumorejar,trouzal
917,klingen::V,soar,seniñ
918,bellen::V,ladrar,harzhal
919,heulen::V,uivar,yudal
920,blasen::V,soprar,c'hwezhañ
921,pfeifen::V,assobiar,c'hwitellat
922,schreien::V,gritar,huchal
923,stöhnen::V,gemer,hirvoudiñ
924,zittern::V,tremer,krenañ
925,leben::V,viver,bevañ
926,geboren werden::V,nascer,genel
927,atmen::V,respirar,tennañ e anal
928,trinken::V,beber,evañ
929,essen::V,comer,debriñ
930,schlucken::V,engolir,lonkañ
931,müde werden::V,cansar-se,skuizhañ
932,einschlafen::V,adormecer,menel kousket
933,schlafen::V,dormir,kousket
934,aufwachen::V,acordar,dihuniñ
935,aufstehen::V,levantar-se,sevel
936,sich erholen::V,descansar,diskuizhañ
937,krank werden::V,adoecer,klañviñ
938,krank werden::V,ficar doente,klañviñ
939,krank sein::V,estar doente,bezañ klañv
940,schmerzen::V,doer,skourjezañ
941,husten::V,tossir,pasaat
942,husten::V,tossir,peudal
943,genesen::V,convalescer,pareañ
944,sterben::V,morrer,mervel
945,umkommen::V,perecer,perisañ
946,sich bewegen::V,mover-se,bouljal
947,sich rühren::V,mexer-se,fiñval
948,sich erheben::V,levantar-se,sevel
949,sich setzen::V,sentar-se,azezañ
950,sich setzen::V,sentar-se,mont en e goazez
951,hinfallen::V,cair,kouezhañ
952,laufen::V,andar,redek
953,laufen::V,caminhar,redek
954,schreiten::V,andar,kerzhet
955,schreiten::V,caminhar,kerzhet
956,spazierengehen::V,passear,pourmen
957,eilen::V,apressar-se,hastañ
958,sich beeilen::V,apressar-se,hastañ
959,sich beeilen::V,despachar-se,hastañ
960,sausen::V,correr,karzhañ
961,rennen::V,correr,redek
962,springen::V,saltar,lammat
963,klettern::V,trepar,krimpat
964,schaukeln::V,baloiçar,brañsellat
965,kriechen::V,rastejar,skrampañ
966,kriechen::V,arrastar-se,skrampañ
967,schwimmen::V,nadar,neuial
968,tauchen::V,mergulhar,splujañ
969,rudern::V,remar,roeñvat
970,fahren::V,ir,kas
971,fahren::V,ir,bleniañ
972,fliegen::V,voar,nijal
973,gehen::V,ir,mont
974,gehen::V,andar,mont
975,weggehen::V,partir,mont kuit
976,weggehen::V,ir-se embora,mont kuit
977,abfahren::V,sair,mont kuit
978,abfahren::V,partir,mont kuit
979,anhalten::V,parar,chom a-sav
980,hineingehen::V,entrar,monet e-barzh
981,eintreten::V,entrar,monet e-barzh
982,kommen::V,vir,dont
983,ankommen::V,chegar,erruout
984,zurückkommen::V,voltar,addonet
985,zurückkommen::V,regressar,addonet
986,bleiben::V,ficar,chom
987,bleiben::V,permanecer,chom
988,warten::V,esperar,gortoz
989,erwarten::V,esperar,gortoz
990,erwarten::V,aguardar,gortoz
991,suchen::V,buscar,klask
992,suchen::V,procurar,klask
993,finden::V,achar,kavout
994,finden::V,encontrar,kavout
995,versuchen::V,tentar,klask
996,vorbereiten::V,preparar,aozañ
997,lieben::V,amar,karout
998,lieben::V,querer,karout
999,mögen::V,gostar de,karout
1000,lachen::V,rir,c'hoarzin
1001,lachen::V,rir-se,c'hoarzin
1002,rühren::V,comover,tenerañ
1003,weinen::V,chorar,gouelañ
1004,schimpfen::V,ralhar,krozal
1005,sich ärgern::V,zangar-se,fachañ
1006,sich ärgern::V,zangar-se,en em fachañ
1007,sich fürchten::V,ter medo de,
1008,sich fürchten::V,ter receio de,
1009,fürchten::V,temer,
1010,fürchten::V,recear,
1011,fliehen::V,fugir,tec'het
1012,flüchten::V,refugiar-se,tuzañ
1013,sehen::V,ver,gwelet
1014,anschauen::V,olhar,sellout ouzh
1015,ansehen::V,mirar,sellout ouzh
1016,hören::V,ouvir,klevet
1017,zuhören::V,escutar,selaou
1018,probieren::V,provar,blasa
1019,probieren::V,saborear,blasa
1020,riechen::V,cheirar,klevet
1021,fühlen::V,sentir,santout
1022,scheinen::V,parecer,diskouez bezañ
1023,zu sehen sein::V,estar à vista,bezañ gwelus
1024,vernehmen::V,ouvir,merzhañ
1025,frieren::V,ter frio,anoued
1026,tun::V,fazer,ober
1027,können::V,saber,gouzout
1028,wollen::V,querer,fellout da
1029,wollen::V,querer,kaout c'hoant da
1030,anfangen::V,iniciar,kregiñ
1031,beenden::V,acabar,achuiñ
1032,beenden::V,terminar,achuiñ
1033,aufhören::V,cessar,paouez
1034,aufhören::V,desistir,paouez
1035,gelingen::V,sair bem,
1036,gelingen::V,dar bom resultado,
1037,geraten::V,sair,
1038,geraten::V,dar resultado,
1039,öffnen::V,abrir,digeriñ
1040,schließen::V,fechar,serriñ
1041,stellen::V,pôr,lakaat
1042,stellen::V,colocar,lakaat
1043,setzen::V,pôr,lakaat
1044,setzen::V,meter,lakaat
1045,legen::V,pôr,lakaat
1046,legen::V,meter,lakaat
1047,berühren::V,tocar,touch
1048,verbinden::V,unir,eren
1049,verbinden::V,ligar,eren
1050,bedecken::V,cobrir,goloiñ
1051,aufhängen::V,pendurar,istribilhañ
1052,anzünden::V,acender,alumiñ
1053,anzünden::V,acender,c'hwezzañ
1054,aufheben::V,apanhar,dastum
1055,aufheben::V,levantar,dastum
1056,zurücklassen::V,deixar,lezel
1057,verlieren::V,perder,koll
1058,fallen lassen::V,deixar cair,laoskel
1059,fallen lassen::V,deixar cair,lezel da gouezhel
1060,machen::V,fazer,ober
1061,herstellen::V,produzir,fardañ
1062,bauen::V,edificar,sevel
1063,bauen::V,construir,sevel
1064,reparieren::V,reparar,adaozañ
1065,reparieren::V,consertar,adaozañ
1066,verbessern::V,melhorar,gwellaat
1067,ändern::V,mudar,cheñch
1068,ändern::V,alterar,cheñch
1069,graben::V,cavar,kleuzañ
1070,beugen::V,curvar,plegañ
1071,biegen::V,vergar,krommañ
1072,drehen::V,girar,treiñ
1073,wenden::V,virar,treiñ
1074,wenden::V,voltar,treiñ
1075,umdrehen::V,virar,treiñ
1076,umdrehen::V,revolver,treiñ
1077,heben::V,levantar,sevel
1078,hochheben::V,erguer,sevel
1079,hochheben::V,levantar,sevel
1080,ergreifen::V,apanhar,kemer
1081,halten::V,segurar,dalc'hen
1082,drücken::V,apertar,bountañ
1083,schieben::V,empurrar,poulzañ
1084,kratzen::V,raspar,skrabat
1085,lecken::V,lamber,lipat
1086,beißen::V,morder,kregiñ
1087,abreißen::V,arrancar,diframmañ
1088,abschneiden::V,talhar,troc'hañ
1089,binden::V,ligar,stagañ
1090,stecken::V,meter,sankañ
1091,stecken::V,enfiar,sankañ
1092,brechen::V,romper,darnaouiñ
1093,brechen::V,quebrar,darnaouiñ
1094,klopfen::V,bater,skoiñ
1095,hauen::V,bater,dornañ
1096,kleben::V,colar,pegañ
1097,reiben::V,esfregar,taravat
1098,reiben::V,esfregar,trekiñ
1099,streichen::V,barrar,toazañ
1100,schleifen::V,afiar,lemmañ
1101,schneiden::V,cortar,troc'hañ
1102,rütteln::V,sacudir,tordorosañ
1103,schütteln::V,abanar,hejañ
1104,schütteln::V,sacudir,hejañ
1105,schwenken::V,agitar,
1106,schütten::V,deitar,diskargañ
1107,füllen::V,encher,kargañ
1108,einwickeln::V,envolver,gronnañ
1109,einwickeln::V,embrulhar,gronnañ
1110,tragen::V,levar,dougen
1111,tragen::V,trazer,dougen
1112,schleppen::V,arrastar,stlejal
1113,ziehen::V,puxar,sachañ
1114,aufbewahren::V,guardar,miret
1115,aufbewahren::V,conservar,miret
1116,werfen::V,lançar,teuler
1117,fangen::V,apanhar,tapañ
1118,packen::V,agarrar,krapat
1119,verstecken::V,esconder,kuzhat
1120,teilen::V,partir,rannañ
1121,teilen::V,dividir,rannañ
1122,schicken::V,enviar,kas
1123,bringen::V,trazer,degas
1124,hinzufügen::V,acrescentar,lakat ouzhpenn
1125,bekommen::V,obter,kaout
1126,erhalten::V,receber,kaout
1127,nehmen::V,tomar,kemer
1128,wählen::V,eleger,choaz
1129,wählen::V,escolher,choaz
1130,auswählen::V,escolher,dibab
1131,auswählen::V,seleccionar,dibab
1132,bewahren::V,guardar,mirout
1133,bewahren::V,conservar,mirout
1134,behindern::V,impedir,diaezañ
1135,verderben::V,estragar,lovrañ
1136,verderben::V,corromper,lovrañ
1137,beschädigen::V,danificar,gwallegañ
1138,zerbrechen::V,romper,torriñ
1139,zerbrechen::V,quebrar,torriñ
1140,zerreißen::V,rasgar,diroegiñ
1141,zerstören::V,destruir,distrujañ
1142,verbrennen::V,queimar,deviñ
1143,geben::V,dar,reiñ
1144,reichen::V,passar,
1145,schenken::V,oferecer,donezonañ
1146,versprechen::V,prometer,prometiñ
1147,wünschen::V,desejar,hetiñ
1148,loben::V,louvar,feurmiñ
1149,küssen::V,beijar,pokat
1150,wiegen::V,embalar,pouezañ
1151,zudecken::V,tapar,goloiñ
1152,zudecken::V,cobrir,goloiñ
1153,wecken::V,acordar,dihuniñ
1154,wecken::V,despertar,dihuniñ
1155,zeigen::V,mostrar,diskouez
1156,führen::V,guiar,kas
1157,führen::V,conduzir,kas
1158,lehren::V,ensinar,deskiñ
1159,unterrichten::V,instruir,kelenn
1160,aufziehen::V,criar,
1161,leiten::V,dirigir,bleinañ
1162,leiten::V,conduzir,bleinañ
1163,antreiben::V,impelir,poulzañ
1164,lassen::V,fazer,leuskel
1165,einladen::V,convidar,pediñ
1166,vereinigen::V,unir,unisañ
1167,vereinigen::V,reunir,unisañ
1168,besuchen::V,ir ver,gweladenniñ
1169,besuchen::V,visitar,gweladenniñ
1170,treffen::V,encontrar,kejal
1171,treffen::V,encontrar,ankontrañ
1172,sich versammeln::V,reunir-se,bodennañ
1173,spielen::V,jogar,c'hoari
1174,spielen::V,brincar,c'hoari
1175,singen::V,cantar,kanañ
1176,tanzen::V,bailar,dañsal
1177,sich trennen::V,apartar-se,dispartiañ
1178,verlassen::V,deixar,lezel
1179,verlassen::V,abandonar,lezel
1180,retten::V,salvar,saveteiñ
1181,bewachen::V,vigiar,mesa
1182,bewachen::V,guardar,mesa
1183,schützen::V,proteger,diwall
1184,verteidigen::V,defender,difenn
1185,sich schlagen::V,brigar,lopañ
1186,sich schlagen::V,bater-se,lopañ
1187,schießen::V,disparar,
1188,siegen::V,vencer,trec'hiñ
1189,ärgern::V,irritar,hegasiñ
1190,ärgern::V,aborrecer,hegasiñ
1191,schlagen::V,bater,skeiñ
1192,treten::V,pisar,botaouiñ
1193,stechen::V,picar,pikat
1194,stoßen::V,empurrar,stokañ
1195,stehlen::V,furtar,laerezh
1196,stören::V,perturbar,direnkañ
1197,belästigen::V,incomodar,dregasiñ
1198,belästigen::V,importunar,dregasiñ
1199,verbergen::V,ocultar,skoachañ
1200,verbergen::V,esconder,skoachañ
1201,täuschen::V,iludir,tromplañ
1202,täuschen::V,enganar,tromplañ
1203,betrügen::V,burlar,lorbañ
1204,betrügen::V,enganar,lorbañ
1205,töten::V,matar,lazhañ
1206,wohnen::V,morar,bezañ o chom
1207,arbeiten::V,trabalhar,labourat
1208,sammeln::V,recolher,dastum
1209,sammeln::V,coleccionar,dastum
1210,pflücken::V,colher,kuntuilhañ
1211,jagen::V,caçar,chaseal
1212,fischen::V,pescar,pesketa
1213,fassen::V,apanhar,pakañ
1214,hüten::V,guardar,geota
1215,treiben::V,conduzir,
1216,anbinden::V,atar,stagañ
1217,füttern::V,dar de comer a,boueta
1218,melken::V,ordenhar,goro
1219,hacken::V,rachar,difrakal
1220,gießen::V,regar,dourañ
1221,reifen::V,amadurecer,azviñ
1222,zubereiten::V,preparar,keginañ
1223,kochen::V,cozer,poazhañ
1224,backen::V,cozer,fritañ
1225,braten::V,assar,rostañ
1226,braten::V,fritar,rostañ
1227,umrühren::V,remexer,
1228,stricken::V,tricotar,stammañ
1229,stricken::V,fazer malha,stammañ
1230,nähen::V,coser,gwriat
1231,nähen::V,costurar,gwriat
1232,färben::V,tingir,livañ
1233,färben::V,colorir,livañ
1234,reinigen::V,limpar,naetañ
1235,reinigen::V,purificar,naetañ
1236,waschen::V,lavar,gwalc'hiñ
1237,abwischen::V,limpar,torchañ
1238,abwischen::V,esfregar,torchañ
1239,spülen::V,lavar,disgwalc'hiñ
1240,spülen::V,enxaguar,disgwalc'hiñ
1241,fegen::V,varrer,skubañ
1242,kehren::V,varrer,skubañ
1243,baden::V,banhar,kouronkañ
1244,baden::V,tomar banho,kouronkañ
1245,sich waschen::V,lavar-se,en em walc'hiñ
1246,ausziehen::V,despir,
1247,anziehen::V,vestir,
1248,sich anziehen::V,vestir-se,gwiskañ
1249,kämmen::V,pentear,kribat
1250,schmücken::V,adornar,kinklañ
1251,sagen::V,dizer,larêt
1252,sagen::V,dizer,lavaret
1253,sprechen::V,falar,komz
1254,reden::V,falar,kaozeal
1255,sich unterhalten::V,conversar,balbotal
1256,fragen::V,perguntar,goulenn
1257,bitten::V,pedir,goulenn
1258,erzählen::V,contar,kontañ
1259,mitteilen::V,comunicar,kemenn
1260,mitteilen::V,participar,kemenn
1261,nennen::V,nomear,anviñ
1262,nennen::V,apelidar,anviñ
1263,rufen::V,chamar,gelver
1264,prahlen::V,gabar-se,fougeal
1265,prahlen::V,vangloriar-se,fougeal
1266,übersetzen::V,traduzir,treiñ
1267,denken::V,pensar,soñjal
1268,glauben::V,crer,krediñ
1269,bemerken::V,notar,apresevañ
1270,bemerken::V,observar,apresevañ
1271,erkennen::V,reconhecer,anavout
1272,begreifen::V,apreender,meizañ
1273,begreifen::V,compreender,meizañ
1274,verstehen::V,entender,kompren
1275,verstehen::V,compreender,kompren
1276,lernen::V,aprender,deskiñ
1277,wissen::V,saber,gouzout
1278,sich erinnern an::V,lembrar-se de,kaout soñj e
1279,sich erinnern an::V,recordar-se de,kaout soñj e
1280,vergessen::V,esquecer,ankouaat
1281,messen::V,medir,muzuliañ
1282,zählen::V,contar,kontañ
1283,rechnen::V,calcular,jedañ
1284,lesen::V,ler,lenn
1285,malen::V,pintar,livañ
1286,zeichnen::V,desenhar,tresañ
1287,schreiben::V,escrever,skrivañ
1288,besitzen::V,possuir,kaout
1289,kaufen::V,comprar,prenañ
1290,verkaufen::V,vender,gwerzhañ
1291,bezahlen::V,pagar,paeañ
1292,zahlen::V,pagar,paeañ
1293,beherrschen::V,imperar,mestroniañ
1294,ertragen::V,suportar,anduriñ
