,Concept_ID,lv,fi
81,Finger::N,чунь,sormi
82,Finger::N,pirksts,sormi
83,Fingernagel::N,гыж,kynsi
84,Fingernagel::N,nags,kynsi
85,Nagel[Anatomie]::N,гыж,kynsi
86,Nagel[Anatomie]::N,nags,kynsi
87,Zeh::N,кок чунь,varvas
88,Zeh::N,pirksts,varvas
89,Fuß::N,кок,jalka
90,Fuß::N,kāja,jalka
91,Ferse::N,кокбӧр,kantapää
92,Ferse::N,papēdis,kantapää
93,Knie::N,пидзӧс,polvi
94,Knie::N,celis,polvi
95,Oberschenkel::N,лядьвей,reisi
96,Oberschenkel::N,бек,reisi
97,Oberschenkel::N,ciska,reisi
98,Oberschenkel::N,augšstilbs,reisi
99,Bein::N,кок,jalka
100,Bein::N,kāja,jalka
101,Körper::N,туша,keho
102,Körper::N,туша,ruumis
103,Körper::N,вывтыр,keho
104,Körper::N,вывтыр,ruumis
105,Körper::N,miesa,keho
106,Körper::N,miesa,ruumis
107,Körper::N,ķermenis,keho
108,Körper::N,ķermenis,ruumis
109,Haut::N,ку,iho
110,Haut::N,āda,iho
111,Blut::N,вир,veri
112,Blut::N,asins,veri
113,Ader::N,сӧн,suoni
114,Ader::N,asinsvads,suoni
115,Sehne::N,вез,jänne
116,Sehne::N,dzīsla,jänne
117,Knochen::N,лы,luu
118,Knochen::N,kauls,luu
119,Gehirn::N,вем,aivot
120,Gehirn::N,smadzenes,aivot
121,Herz::N,сьӧлӧм,sydän
122,Herz::N,sirds,sydän
123,Magen::N,кынӧм,maha
124,Magen::N,кынӧм,vatsa
125,Magen::N,kuņģis,maha
126,Magen::N,kuņģis,vatsa
127,Leber::N,мус,maksa
128,Leber::N,aknas,maksa
129,Atem::N,лов,henki
130,Atem::N,лов,hengitys
131,Atem::N,elpa,henki
132,Atem::N,elpa,hengitys
133,Hunger::N,тшыг,nälkä
134,Hunger::N,bads,nälkä
135,Hunger::N,izsalkums,nälkä
136,Träne::N,синва,kyynel
137,Träne::N,asara,kyynel
138,Geschmack::N,кӧр,maku
139,Geschmack::N,чӧсмӧс,maku
140,Geschmack::N,garša,maku
141,Geruch::N,зын,haju
142,Geruch::N,дук,haju
143,Geruch::N,smaka,haju
144,Schlaf::N,узьӧм,uni
145,Schlaf::N,miegs,uni
146,Traum::N,вӧт,uni
147,Traum::N,вӧтасьӧм,uni
148,Traum::N,sapnis,uni
149,Himmel::N,енэж,taivas
150,Himmel::N,debess,taivas
151,Sonne::N,шонді,aurinko
152,Sonne::N,saule,aurinko
153,Mond::N,тӧлысь,kuu
154,Mond::N,mēness,kuu
155,Stern::N,кодзув,tähti
156,Stern::N,zvaigzne,tähti
157,Luft::N,сынӧд,ilma
158,Luft::N,gaiss,ilma
159,Wind::N,тӧв,tuuli
160,Wind::N,vējš,tuuli
161,Welle::N,гы,aalto
162,Welle::N,vilnis,aalto
163,Wasser::N,ва,vesi
164,Wasser::N,ūdens,vesi
165,Stein::N,из,kivi
166,Stein::N,akmens,kivi
167,Boden::N,му,maa
168,Boden::N,му,maaperä
169,Boden::N,augsne,maa
170,Boden::N,augsne,maaperä
171,Erde::N,му,maa
172,Erde::N,му-ва,maa
173,Erde::N,zeme,maa
174,Staub::N,бус,pöly
175,Staub::N,putekļi,pöly
176,Rauch::N,тшын,savu
177,Rauch::N,dūmi,savu
178,Funke::N,кинь,kipinä
179,Funke::N,би кинь,kipinä
180,Funke::N,dzirkstele,kipinä
181,Feuer::N,би,tuli
182,Feuer::N,uguns,tuli
183,Licht::N,югӧр,valo
184,Licht::N,gaisma,valo
185,Schatten::N,вуджӧр,varjo
186,Schatten::N,ēna,varjo
187,Wetter::N,поводдя,sää
188,Wetter::N,laiks,sää
189,Nebel::N,ру,sumu
190,Nebel::N,онь,sumu
191,Nebel::N,migla,sumu
192,Wolke::N,кымӧр,pilvi
193,Wolke::N,mākonis,pilvi
194,Regen::N,зэр,sade
195,Regen::N,lietus,sade
196,Schnee::N,лым,lumi
197,Schnee::N,sniegs,lumi
198,Eis::N,йи,jää
199,Eis::N,ledus,jää
200,Frost::N,кӧдзыд,halla
201,Frost::N,кӧдзыд,pakkanen
202,Frost::N,sals,halla
203,Frost::N,sals,pakkanen
204,Kälte::N,кӧдзыд,vilu
205,Kälte::N,кӧдзыд,kylmyys
206,Kälte::N,saltums,vilu
207,Kälte::N,saltums,kylmyys
208,Kälte::N,aukstums,vilu
209,Kälte::N,aukstums,kylmyys
210,Hitze::N,пӧсь,helle
211,Hitze::N,пӧсь,kuumuus
212,Hitze::N,гожӧд,helle
213,Hitze::N,гожӧд,kuumuus
214,Hitze::N,karstums,helle
215,Hitze::N,karstums,kuumuus
216,Raureif::N,пуж,huurre
217,Raureif::N,гыӧр,huurre
218,Raureif::N,sarma,huurre
219,Regenbogen::N,ӧшкамӧшка,sateenkaari
220,Regenbogen::N,varavīksne,sateenkaari
221,Donner::N,гым,jyrinä
222,Donner::N,pērkons,jyrinä
223,Strömung::N,ва ныр,virtaus
224,Strömung::N,визувтӧм,virtaus
225,Strömung::N,straume,virtaus
226,Strömung::N,strāvojums,virtaus
227,Tropfen::N,войт,tippa
228,Tropfen::N,войт,pisara
229,Tropfen::N,lāse,tippa
230,Tropfen::N,lāse,pisara
231,Schaum::N,быг,vaahto
232,Schaum::N,быгзьӧм,vaahto
233,Schaum::N,putas,vaahto
234,Schmutz::N,няйт,loka
235,Schmutz::N,dubļi,loka
236,See::N,ты,järvi
237,See::N,ezers,järvi
238,Sumpf::N,гыбад,suo
239,Sumpf::N,кад,suo
240,Sumpf::N,dumbrājs,suo
241,Sumpf::N,staignājs,suo
242,Moor::N,нюр,räme
243,Moor::N,purvs,räme
244,Moor::N,muklājs,räme
245,Wiese::N,видз,niitty
246,Wiese::N,pļava,niitty
247,Wald::N,вӧр,metsä
248,Wald::N,mežs,metsä
249,Hügel::N,дзиб,mäki
250,Hügel::N,дзиб,kumpu
251,Hügel::N,дзиб,kukkula
252,Hügel::N,мыльк,mäki
253,Hügel::N,мыльк,kumpu
254,Hügel::N,мыльк,kukkula
255,Hügel::N,нӧрыс,mäki
256,Hügel::N,нӧрыс,kumpu
257,Hügel::N,нӧрыс,kukkula
258,Hügel::N,paugurs,mäki
259,Hügel::N,paugurs,kumpu
260,Hügel::N,paugurs,kukkula
261,Anhöhe::N,мыльк,mäki
262,Anhöhe::N,мыльк,kumpare
263,Anhöhe::N,нӧрыс,mäki
264,Anhöhe::N,нӧрыс,kumpare
265,Anhöhe::N,paugurs,mäki
266,Anhöhe::N,paugurs,kumpare
267,Berg::N,чой,mäki
268,Berg::N,чой,vuori
269,Berg::N,керӧс,mäki
270,Berg::N,керӧс,vuori
271,Berg::N,kalns,mäki
272,Berg::N,kalns,vuori
273,Gipfel::N,чук,laki
274,Gipfel::N,чук,huippu
275,Gipfel::N,virsotne,laki
276,Gipfel::N,virsotne,huippu
277,Höhle::N,рудӧг,luola
278,Höhle::N,ala,luola
279,Abhang::N,ньывк,rinne
280,Abhang::N,бокша,rinne
281,Abhang::N,nogāze,rinne
282,Quelle::N,ӧшмӧс,lähde
283,Quelle::N,avots,lähde
284,Bach::N,шор,puro
285,Bach::N,urga,puro
286,Bach::N,strauts,puro
287,Fluss::N,ю,joki
288,Fluss::N,upe,joki
289,Ufer::N,вадор,ranta
290,Ufer::N,krasts,ranta
291,Küste::N,вадор,rannikko
292,Küste::N,piekraste,rannikko
293,Festland::N,му,manner
294,Festland::N,sauszeme,manner
295,Meer::N,саридз,meri
296,Meer::N,jūra,meri
297,Bucht::N,куръя,lahti
298,Bucht::N,līcis,lahti
299,Insel::N,ді,saari
300,Insel::N,sala,saari
301,Blume::N,дзоридз,kukka
302,Blume::N,puķe,kukka
303,Blume::N,zieds,kukka
304,Gras::N,турун,ruoho
305,Gras::N,zāle,ruoho
306,Wurzel::N,вуж,juuri
307,Wurzel::N,sakne,juuri
308,Baum::N,пу,puu
309,Baum::N,koks,puu
310,Stamm::N,пучер,runko
311,Stamm::N,stumbrs,runko
312,Rinde::N,кырсь,kuori
313,Rinde::N,кырсь,parkki
314,Rinde::N,miza,kuori
315,Rinde::N,miza,parkki
316,Ast::N,ув,oksa
317,Ast::N,zars,oksa
318,Zweig::N,вож,haara
319,Zweig::N,nozare,haara
320,Blatt::N,кор,lehti
321,Blatt::N,lapa,lehti
322,Birke::N,кыдз,koivu
323,Birke::N,bērzs,koivu
324,Kiefer[Baum]::N,пожӧм,mänty
325,Kiefer[Baum]::N,пожӧм,petäjä
326,Kiefer[Baum]::N,priede,mänty
327,Kiefer[Baum]::N,priede,petäjä
328,Weide[Baum]::N,бадь,paju
329,Weide[Baum]::N,kārkls,paju
330,Tanne::N,коз,kuusi
331,Tanne::N,egle,kuusi
332,Horn::N,сюр,sarvi
333,Horn::N,rags,sarvi
334,Feder::N,гӧн,sulka
335,Feder::N,гӧн,höyhen
336,Feder::N,тывборд,sulka
337,Feder::N,тывборд,höyhen
338,Feder::N,spalva,sulka
339,Feder::N,spalva,höyhen
340,Fell::N,ку,talja
341,Fell::N,āda,talja
342,Flügel::N,борд,siipi
343,Flügel::N,spārns,siipi
344,Klaue::N,гыж,kynsi
345,Klaue::N,nags,kynsi
346,Kralle::N,гыж,kynsi
347,Kralle::N,nags,kynsi
348,Schwanz::N,бӧж,häntä
349,Schwanz::N,бӧж,pyrstö
350,Schwanz::N,ļipa,häntä
351,Schwanz::N,ļipa,pyrstö
352,Ei::N,кольк,muna
353,Ei::N,ola,muna
354,Nest::N,поз,pesä
355,Nest::N,ligzda,pesä
356,Bau::N,горс,pesä
357,Bau::N,пырмӧс,pesä
358,Bau::N,гу,pesä
359,Bau::N,ala,pesä
360,Tier::N,пемӧс,eläin
361,Tier::N,dzīvnieks,eläin
362,Herde::N,стада,lauma
363,Herde::N,кельӧб,lauma
364,Herde::N,ganāmpulks,lauma
365,Kuh::N,мӧс,lehmä
366,Kuh::N,govs,lehmä
367,Bulle::N,ӧш,sonni
368,Bulle::N,bullis,sonni
369,Pferd::N,вӧв,hevonen
370,Pferd::N,zirgs,hevonen
371,Schaf::N,ыж,lammas
372,Schaf::N,aita,lammas
373,Schwein::N,порсь,sika
374,Schwein::N,cūka,sika
375,Hund::N,пон,koira
376,Hund::N,suns,koira
377,Katze::N,кань,kissa
378,Katze::N,kaķis,kissa
379,Bär::N,ош,karhu
380,Bär::N,lācis,karhu
381,Eichhörnchen::N,ур,orava
382,Eichhörnchen::N,vāvere,orava
383,Elch::N,йӧра,hirvi
384,Elch::N,alnis,hirvi
385,Fuchs::N,руч,kettu
386,Fuchs::N,lapsa,kettu
387,Hase::N,кӧч,jänis
388,Hase::N,zaķis,jänis
389,Maus::N,шыр,hiiri
390,Maus::N,pele,hiiri
391,Wolf::N,кӧин,susi
392,Wolf::N,vilks,susi
393,Vogel::N,кай,lintu
394,Vogel::N,лэбач,lintu
395,Vogel::N,putns,lintu
396,Schwarm::N,чукӧр,parvi
397,Schwarm::N,spiets,parvi
398,Huhn::N,курӧг,kana
399,Huhn::N,vista,kana
400,Hahn::N,петук,kukko
401,Hahn::N,gailis,kukko
402,Gans::N,дзодзӧг,hanhi
403,Gans::N,zoss,hanhi
404,Adler::N,кутш,kotka
405,Adler::N,ērglis,kotka
406,Ente::N,утка,ankka
407,Ente::N,pīle,ankka
408,Eule::N,сюзь,pöllö
409,Eule::N,pūce,pöllö
410,Kranich::N,тури,kurki
411,Kranich::N,dzērve,kurki
412,Krähe::N,рака,varis
413,Krähe::N,vārna,varis
414,Kuckuck::N,кӧк,käki
415,Kuckuck::N,dzeguze,käki
416,Schwan::N,юсь,joutsen
417,Schwan::N,gulbis,joutsen
418,Fisch::N,чери,kala
419,Fisch::N,zivs,kala
420,Barsch::N,ёкыш,ahven
421,Barsch::N,asaris,ahven
422,Hecht::N,сир,hauki
423,Hecht::N,līdaka,hauki
424,Schlange[Tier]::N,кый,käärme
425,Schlange[Tier]::N,čūska,käärme
426,Wurm::N,номыр,mato
427,Wurm::N,tārps,mato
428,Spinne::N,черань,hämähäkki
429,Spinne::N,zirneklis,hämähäkki
430,Ameise::N,кодзувкот,muurahainen
431,Ameise::N,skudra,muurahainen
432,Laus::N,той,täi
433,Laus::N,uts,täi
434,Mücke::N,ном,sääski
435,Mücke::N,ном,hyttynen
436,Mücke::N,ods,sääski
437,Mücke::N,ods,hyttynen
438,Fliege::N,гут,kärpänen
439,Fliege::N,muša,kärpänen
440,Schmetterling::N,бобув,perhonen
441,Schmetterling::N,tauriņš,perhonen
442,Beere::N,тусь,marja
443,Beere::N,вотӧс,marja
444,Beere::N,oga,marja
445,Apfel::N,яблӧг,omena
446,Apfel::N,ābols,omena
447,Pilz::N,тшак,sieni
448,Pilz::N,sēne,sieni
449,Zwiebel::N,луккок,sipuli
450,Zwiebel::N,йӧнгыль,sipuli
451,Zwiebel::N,sīpols,sipuli
452,Saat::N,тусь,siemenet
453,Saat::N,кӧйдыс,siemenet
454,Saat::N,sēkla,siemenet
455,Korn::N,тусь,jyvä
456,Korn::N,тусь,vilja
457,Korn::N,grauds,jyvä
458,Korn::N,grauds,vilja
459,Heu::N,турун,heinä
460,Heu::N,siens,heinä
461,Schale::N,кор,kuori
462,Schale::N,čaula,kuori
463,Schale::N,čaumala,kuori
464,Grube::N,гу,kuoppa
465,Grube::N,bedre,kuoppa
466,Falle::N,лэч,loukku
467,Falle::N,slazds,loukku
468,Falle::N,lamatas,loukku
469,Schlinge::N,лэч,ansa
470,Schlinge::N,cilpa,ansa
471,Spur::N,туй,jälki
472,Spur::N,pēda,jälki
473,Asche::N,пӧм,tuhka
474,Asche::N,pelni,tuhka
475,Dreck::N,няйт,lika
476,Dreck::N,dubļi,lika
477,Eisen::N,кӧрт,rauta
478,Eisen::N,dzelzs,rauta
479,Gold::N,зарни,kulta
480,Gold::N,zelts,kulta
481,Silber::N,эзысь,hopea
482,Silber::N,sudrabs,hopea
483,Kohle::N,шом,hiili
484,Kohle::N,ogle,hiili
485,Glas::N,стеклӧ,lasi
486,Glas::N,stikls,lasi
487,Lehm::N,сёй,savi
488,Lehm::N,māls,savi
489,Sand::N,лыа,hiekka
490,Sand::N,smiltis,hiekka
491,Mensch::N,морт,ihminen
492,Mensch::N,cilvēks,ihminen
493,Mann::N,аймӧрт,mies
494,Mann::N,мужичӧй,mies
495,Mann::N,vīrietis,mies
496,Frau::N,ань,nainen
497,Frau::N,нывбаба,nainen
498,Frau::N,sieviete,nainen
499,Kind::N,кага,lapsi
500,Kind::N,bērns,lapsi
501,Junge::N,пи,poika
502,Junge::N,zēns,poika
503,Junge::N,puika,poika
504,Junge::N,puisis,poika
505,Mädchen::N,ныв,tyttö
506,Mädchen::N,meiča,tyttö
507,Mädchen::N,skuķis,tyttö
508,Mädchen::N,meitene,tyttö
509,Familie::N,семья,perhe
510,Familie::N,ģimene,perhe
511,Großvater::N,пӧль,isoisä
512,Großvater::N,vecaistēvs,isoisä
513,Großmutter::N,баб,isoäiti
514,Großmutter::N,vecāmāte,isoäiti
515,Eltern::N,ай-мам,vanhemmat
516,Eltern::N,бать-мам,vanhemmat
517,Eltern::N,vecāki,vanhemmat
518,Vater::N,бать,isä
519,Vater::N,ай,isä
520,Vater::N,tēvs,isä
521,Mutter::N,мам,äiti
522,Mutter::N,māte,äiti
523,Sohn::N,пи,poika
524,Sohn::N,dēls,poika
525,Tochter::N,ныв,tytär
526,Tochter::N,meita,tytär
527,Bruder::N,вок,veli
528,Bruder::N,brālis,veli
529,Schwester::N,чой,sisko
530,Schwester::N,māsa,sisko
531,Onkel::N,дядь,eno
532,Onkel::N,дядь,setä
533,Onkel::N,tēvocis,eno
534,Onkel::N,tēvocis,setä
535,Tante::N,тьӧт,täti
536,Tante::N,tante,täti
537,Ehemann::N,верӧс,mies
538,Ehemann::N,верӧс,aviomies
539,Ehemann::N,vīrs,mies
540,Ehemann::N,vīrs,aviomies
541,Ehefrau::N,гӧтыр,vaimo
542,Ehefrau::N,гӧтыр,aviovaimo
543,Ehefrau::N,sieva,vaimo
544,Ehefrau::N,sieva,aviovaimo
545,Freude::N,радлун,ilo
546,Freude::N,радлун,riemu
547,Freude::N,prieks,ilo
548,Freude::N,prieks,riemu
549,Gelächter::N,серам,nauru
550,Gelächter::N,smiekli,nauru
551,Glück::N,шуд,onni
552,Glück::N,laime,onni
553,Kummer::N,шог,suru
554,Kummer::N,шог,murhe
555,Kummer::N,bēdas,suru
556,Kummer::N,bēdas,murhe
557,Kummer::N,raizes,suru
558,Kummer::N,raizes,murhe
559,Wunsch::N,кӧсйӧм,toive
560,Wunsch::N,кӧсйӧм,toivomus
561,Wunsch::N,vēlme,toive
562,Wunsch::N,vēlme,toivomus
563,Wunsch::N,vēlējums,toive
564,Wunsch::N,vēlējums,toivomus
565,Lust::N,кыскӧм,himo
566,Lust::N,радейтӧм,himo
567,Lust::N,kāre,himo
568,Geist::N,лов,henki
569,Geist::N,gars,henki
570,Gedanke::N,мӧвп,aate
571,Gedanke::N,мӧвп,ajatus
572,Gedanke::N,doma,aate
573,Gedanke::N,doma,ajatus
574,Gedächtnis::N,паметь,muisti
575,Gedächtnis::N,atmiņa,muisti
576,Verstand::N,вежӧр,äly
577,Verstand::N,вежӧр,järki
578,Verstand::N,вежӧр,ymmärrys
579,Verstand::N,prāts,äly
580,Verstand::N,prāts,järki
581,Verstand::N,prāts,ymmärrys
582,Sinn::N,мог,merkitys
583,Sinn::N,вежӧртас,merkitys
584,Sinn::N,nozīme,merkitys
585,Grund::N,помка,syy
586,Grund::N,помка,peruste
587,Grund::N,pamats,syy
588,Grund::N,pamats,peruste
589,Grund::N,iemesls,syy
590,Grund::N,iemesls,peruste
591,Wahrheit::N,збыль,tosi
592,Wahrheit::N,збыль,totuus
593,Wahrheit::N,збыльтор,tosi
594,Wahrheit::N,збыльтор,totuus
595,Wahrheit::N,taisnība,tosi
596,Wahrheit::N,taisnība,totuus
597,Wahrheit::N,patiesība,tosi
598,Wahrheit::N,patiesība,totuus
599,Gespräch::N,сёрни,puhelu
600,Gespräch::N,сёрни,keskustelu
601,Gespräch::N,saruna,puhelu
602,Gespräch::N,saruna,keskustelu
603,Märchen::N,мойд,satu
604,Märchen::N,pasaka,satu
605,Erzählung::N,висьт,tarina
606,Erzählung::N,висьт,kertomus
607,Erzählung::N,stāsts,tarina
608,Erzählung::N,stāsts,kertomus
609,Erzählung::N,nostāsts,tarina
610,Erzählung::N,nostāsts,kertomus
611,Nachricht::N,юӧртӧм,tieto
612,Nachricht::N,юӧртӧм,ilmoitus
613,Nachricht::N,ziņa,tieto
614,Nachricht::N,ziņa,ilmoitus
615,Neuigkeit::N,выльтор,uutinen
616,Neuigkeit::N,jaunums,uutinen
617,Name::N,ним,nimi
618,Name::N,vārds,nimi
619,Rätsel::N,нӧдкыв,arvoitus
620,Rätsel::N,mīkla,arvoitus
621,Rede::N,сёрни,puhe
622,Rede::N,runa,puhe
623,Sprache::N,кыв,kieli
624,Sprache::N,valoda,kieli
625,Stimme::N,гӧлӧс,ääni
626,Stimme::N,вом шы,ääni
627,Stimme::N,balss,ääni
628,Wort::N,кыв,sana
629,Wort::N,vārds,sana
630,Zeichen::N,пас,merkki
631,Zeichen::N,zīme,merkki
632,Ruf::N,чукӧстчӧм,kutsu
633,Ruf::N,корӧм,kutsu
634,Ruf::N,sauciens,kutsu
635,Lärm::N,шы,melu
636,Lärm::N,шы,hälinä
637,Lärm::N,зык,melu
638,Lärm::N,зык,hälinä
639,Lärm::N,зычитӧм,melu
640,Lärm::N,зычитӧм,hälinä
641,Lärm::N,troksnis,melu
642,Lärm::N,troksnis,hälinä
643,Laut::N,шы,ääni
644,Laut::N,skaņa,ääni
645,Ton::N,шы,sävel
646,Ton::N,tonis,sävel
647,Lied::N,сьылан,laulu
648,Lied::N,сьыланкыв,laulu
649,Lied::N,dziesma,laulu
650,Ruhe::N,чӧв,lepo
651,Ruhe::N,чӧв,rauha
652,Ruhe::N,miers,lepo
653,Ruhe::N,miers,rauha
654,Leute::N,йӧз,väki
655,Leute::N,йӧз,ihmiset
656,Leute::N,войтыр,väki
657,Leute::N,войтыр,ihmiset
658,Leute::N,ļaudis,väki
659,Leute::N,ļaudis,ihmiset
660,Leute::N,cilvēki,väki
661,Leute::N,cilvēki,ihmiset
662,Volk::N,йӧз,kansa
663,Volk::N,войтыр,kansa
664,Volk::N,tauta,kansa
665,Arbeit::N,удж,työ
666,Arbeit::N,darbs,työ
667,Gast::N,гӧсть,vieras
668,Gast::N,viešņa,vieras
669,Gast::N,ciemiņš,vieras
670,Geschenk::N,козин,lahja
671,Geschenk::N,dāvana,lahja
672,Spiel::N,ворсан,peli
673,Spiel::N,ворсан,leikki
674,Spiel::N,rotaļa,peli
675,Spiel::N,rotaļa,leikki
676,Gesellschaft::N,котыр,seura
677,Gesellschaft::N,biedrība,seura
678,Gesellschaft::N,kompānija,seura
679,Hilfe::N,отсӧг,apu
680,Hilfe::N,palīdzība,apu
681,Freund::N,ёрт,ystävä
682,Freund::N,draugs,ystävä
683,Kamerad::N,ёрт,toveri
684,Kamerad::N,biedrs,toveri
685,Angelegenheit::N,мог,asia
686,Angelegenheit::N,делӧ,asia
687,Angelegenheit::N,darīšana,asia
688,Anzahl::N,лыд,lukumäärä
689,Anzahl::N,тшӧт,lukumäärä
690,Anzahl::N,skaits,lukumäärä
691,Anzahl::N,daudzums,lukumäärä
692,Art::N,сикас,laji
693,Art::N,suga,laji
694,Art::N,šķira,laji
695,Stück::N,тор,pala
696,Stück::N,тор,kappale
697,Stück::N,gabals,pala
698,Stück::N,gabals,kappale
699,Teil::N,юкӧн,osa
700,Teil::N,daļa,osa
701,Hälfte::N,пӧв,puoli
702,Hälfte::N,джын,puoli
703,Hälfte::N,puse,puoli
704,Kreis::N,кытш,ympyrä
705,Kreis::N,aplis,ympyrä
706,Kreis::N,riņķis,ympyrä
707,Kreuz::N,перна,risti
708,Kreuz::N,крест,risti
709,Kreuz::N,krusts,risti
710,Linie::N,визь,viiva
711,Linie::N,līnija,viiva
712,Strich::N,визь,piirto
713,Strich::N,svītra,piirto
714,Abstand::N,кост,väli
715,Abstand::N,кост,väljyys
716,Abstand::N,коласт,väli
717,Abstand::N,коласт,väljyys
718,Abstand::N,atstarpe,väli
719,Abstand::N,atstarpe,väljyys
720,Entfernung::N,ылна,etäisyys
721,Entfernung::N,attālums,etäisyys
722,Entfernung::N,atstatums,etäisyys
723,Gegend::N,му-ва,seutu
724,Gegend::N,apvidus,seutu
725,Gegend::N,apgabals,seutu
726,Platz::N,ылдӧс,tila
727,Platz::N,йир,tila
728,Platz::N,гӧгӧртас,tila
729,Platz::N,vieta,tila
730,Ort::N,ин,kohta
731,Ort::N,ин,paikka
732,Ort::N,места,kohta
733,Ort::N,места,paikka
734,Ort::N,vieta,kohta
735,Ort::N,vieta,paikka
736,Seite::N,бок,sivu
737,Seite::N,бок,kylki
738,Seite::N,ӧтарладор,sivu
739,Seite::N,ӧтарладор,kylki
740,Seite::N,sāns,sivu
741,Seite::N,sāns,kylki
742,Mitte::N,шӧр,keskus
743,Mitte::N,шӧр,puoliväli
744,Mitte::N,vidus,keskus
745,Mitte::N,vidus,puoliväli
746,Gegenstand::N,кӧлуй,kalu
747,Gegenstand::N,кӧлуй,esine
748,Gegenstand::N,priekšmets,kalu
749,Gegenstand::N,priekšmets,esine
750,Sache::N,добра,asia
751,Sache::N,lieta,asia
752,Rand::N,дор,ääri
753,Rand::N,дор,syrjä
754,Rand::N,mala,ääri
755,Rand::N,mala,syrjä
756,Rand::N,apmale,ääri
757,Rand::N,apmale,syrjä
758,Kante::N,дор,särmä
759,Kante::N,šķautne,särmä
760,Ecke::N,пельӧс,nurkka
761,Ecke::N,kakts,nurkka
762,Ecke::N,stūris,nurkka
763,Spitze::N,йыв,terä
764,Spitze::N,йыв,kärki
765,Spitze::N,smaile,terä
766,Spitze::N,smaile,kärki
767,Spitze::N,galotne,terä
768,Spitze::N,galotne,kärki
769,Ende::N,пом,pää
770,Ende::N,пом,perä
771,Ende::N,gals,pää
772,Ende::N,gals,perä
773,Ende::N,uzgalis,pää
774,Ende::N,uzgalis,perä
775,Loch::N,розь,kolo
776,Loch::N,розь,reikä
777,Loch::N,caurums,kolo
778,Loch::N,caurums,reikä
779,Winkel::N,пельӧс,kulma
780,Winkel::N,leņķis,kulma
781,Muster::N,сер,kuvio
782,Muster::N,piemērs,kuvio
783,Größe::N,ыджда,koko
784,Größe::N,ыджда,suuruus
785,Größe::N,lielums,koko
786,Größe::N,lielums,suuruus
787,Länge::N,кузьта,pituus
788,Länge::N,garums,pituus
789,Höhe::N,джуджда,korkeus
790,Höhe::N,augstums,korkeus
791,Gewicht::N,сьӧкта,paino
792,Gewicht::N,сьӧкталун,paino
793,Gewicht::N,svars,paino
794,Gewicht::N,smagums,paino
795,Menge::N,лун,määrä
796,Menge::N,числӧ,määrä
