,Concept_ID,he,uz
783,atmen::V,נשם,nafas chiqarmoq
784,trinken::V,שתה,ichmoq
785,essen::V,אכל,emoq
786,schlucken::V,בלע,yutmoq
787,müde werden::V,התעיף,horimoq
788,einschlafen::V,נרדם,uxlab qolmoq
789,schlafen::V,ישן,uxlamoq
790,aufwachen::V,התעורר,uyg'onmoq
791,aufstehen::V,קם,qo'pmoq
792,sich erholen::V,נפש,dam olmoq
793,krank werden::V,חלה,kasallanmoq
794,krank sein::V,היה חולה,betob yotmoq
795,schmerzen::V,כאב,og'rimoq
796,husten::V,השתעל,yo'talmoq
797,genesen::V,הבריא,tuzalmoq
798,sterben::V,מת,o'lmoq
799,umkommen::V,נספה,halok bo'lmoq
800,sich bewegen::V,נע,harakat qilmoq
801,sich rühren::V,זז,qimirlamoq
802,sich erheben::V,קם,qo'pmoq
803,sich setzen::V,התישב,o'tirmoq
804,hinfallen::V,נפל,yiqilmoq
805,laufen::V,הלך ברגל,yurmoq
806,schreiten::V,פסע,yurmoq
807,spazierengehen::V,טיל,sayr ätmoq
808,eilen::V,אץ,tezlamoq
809,eilen::V,מהר,tezlamoq
810,sich beeilen::V,מהר,shoshmoq
811,sausen::V,אץ,chopqillamoq
812,rennen::V,רץ,yugurmoq
813,springen::V,קפץ,sakramoq
814,klettern::V,טפס,yuqorilamoq
815,schaukeln::V,התנדנד,irg'amoq
816,kriechen::V,זחל,ämaklamoq
817,schwimmen::V,שחה,suzmoq
818,tauchen::V,צלל,chu'mmoq
819,rudern::V,חתר,eshkak eshmoq
820,fahren::V,נסע,haydamoq
821,fliegen::V,עף,uchmoq
822,gehen::V,הלך,bormoq
823,weggehen::V,עזב,ketoq
824,abfahren::V,יצא,jo'namoq
825,anhalten::V,עצר,to'xtamoq
826,hineingehen::V,נכנס,kirmoq
827,eintreten::V,נכנס,kirmoq
828,kommen::V,בא,kelmoq
829,ankommen::V,הגיע,etib kelmoq
830,zurückkommen::V,שב,qaytib kelmoq
831,zurückkommen::V,חזר,qaytib kelmoq
832,bleiben::V,נשאר,qolmoq
833,warten::V,חכה,poylamoq
834,warten::V,המתין,poylamoq
835,erwarten::V,צפה,kutmoq
836,suchen::V,חפש,izlamoq
837,finden::V,מצא,topmoq
838,versuchen::V,נסה,chalishmoq
839,vorbereiten::V,הכין,hozirlamoq
840,lieben::V,אהב,sevmoq
841,mögen::V,אהב,ardoqlamoq
842,lachen::V,צחק,kulmoq
843,rühren::V,נגע ללב,ta'sirlantirmoq
844,weinen::V,בכה,yig'lamoq
845,schimpfen::V,גער,koyinmoq
846,sich ärgern::V,זעם,g'azab qilmoq
847,sich ärgern::V,כעס,g'azab qilmoq
848,sich fürchten::V,פחד,hurkmoq
849,sich fürchten::V,חשש,hurkmoq
850,fürchten::V,פחד מ,qo'rqmoq
851,fürchten::V,חשש מ,qo'rqmoq
852,fliehen::V,ברח,qochmoq
853,flüchten::V,נמלט,qochmoq
854,sehen::V,ראה,ko'rmoq
855,anschauen::V,הביט,razm solmoq
856,ansehen::V,התבונן,razm qilmoq
857,hören::V,שמע,äshitmoq
858,zuhören::V,הקשיב,tinglamoq
859,probieren::V,נסה,tatib ko'rmoq
860,riechen::V,הריח,iskamoq
861,fühlen::V,חש,sezmoq
862,scheinen::V,נדמה,tuyilmoq
863,zu sehen sein::V,נראה,ko'rinmoq
864,vernehmen::V,נודע ל,äshitmoq
865,frieren::V,קר ל,sovuq qotmoq
866,tun::V,פעל,ätmoq
867,können::V,יכל,-a olmoq
868,können::V,יכל,-y olmoq
869,wollen::V,רצה,istamoq
870,anfangen::V,התחיל,boshlamoq
871,beenden::V,גמר,bitirmoq
872,aufhören::V,סים,tinmoq
873,gelingen::V,הצליח,muvaffaqiyat qozonmoq
874,geraten::V,עלה,bo'lmoq
875,öffnen::V,פתח,ochmoq
876,schließen::V,סגר,yopmoq
877,stellen::V,העמיד,qo'ymoq
878,setzen::V,הושיב,o'tqazmoq
879,legen::V,שם,yotqizmoq
880,berühren::V,נגע,tegmoq
881,verbinden::V,קשר,ulamoq
882,bedecken::V,כסה,bekitmoq
883,aufhängen::V,תלה,ildirmoq
884,anzünden::V,הצית,yondirmoq
885,aufheben::V,אסף,ko'tarmoq
886,zurücklassen::V,השאיר,ayrilmoq
887,verlieren::V,אבד,yo'qotmoq
888,fallen lassen::V,שמט,tushirmoq
889,fallen lassen::V,הפיל,tushirmoq
890,machen::V,עשה,qilmoq
891,herstellen::V,יצר,chiqarmoq
892,bauen::V,בנה,solmoq
893,reparieren::V,תקן,tuzatmoq
894,verbessern::V,שפר,isloh qilmoq
895,ändern::V,שנה,o'zgartirmoq
896,graben::V,חפר,qazimoq
897,beugen::V,כפף,bukmoq
898,biegen::V,כופף,bukmoq
899,drehen::V,סובב,aylantirmoq
900,wenden::V,הפך,burmoq
901,umdrehen::V,סובב,ag'darmoq
902,heben::V,הרים,yuksaltirmoq
903,hochheben::V,הרים,ko'tarmoq
904,ergreifen::V,אחז,tutamlamoq
905,halten::V,החזיק,tutmoq
906,drücken::V,לחץ,bosmoq
907,schieben::V,הזיז,surmoq
908,kratzen::V,שרט,qashimoq
909,kratzen::V,שפשף,qashimoq
910,lecken::V,לקק,mijimoq
911,beißen::V,נשך,tishlamoq
912,abreißen::V,קרע,emirmoq
913,abschneiden::V,חתך,cho'rt kesmoq
914,binden::V,קשר,bog'lamoq
915,stecken::V,תקע,suqmoq
916,brechen::V,שבר,sindirmoq
917,klopfen::V,נקש,dukurlamoq
918,hauen::V,הכה,urmoq
919,kleben::V,הדביק,yopishtirmoq
920,reiben::V,שפשף,surkamoq
921,streichen::V,מרח,surkamoq
922,schleifen::V,השחיז,qayramoq
923,schneiden::V,גזר,kesmoq
924,rütteln::V,נענע,chayqamoq
925,schütteln::V,נער,chayqamoq
926,schwenken::V,נופף,chayqatmoq
927,schwenken::V,טלטל,chayqatmoq
928,schütten::V,שפך,quymoq
929,füllen::V,מלא,to'ldirmoq
930,einwickeln::V,עטף,chulg'amoq
931,tragen::V,נשא,tashimoq
932,schleppen::V,סחב,sudramoq
933,ziehen::V,משך,tortmoq
934,aufbewahren::V,שמר,tutmoq
935,werfen::V,זרק,tashlamoq
936,fangen::V,תפס,tutmoq
937,packen::V,אחז,opqochmoq
938,verstecken::V,החביא,yashirmoq
939,teilen::V,חלק,bo'lmoq
940,schicken::V,שלח,yubormoq
941,bringen::V,הביא,keltirmoq
942,hinzufügen::V,הוסיף,tirkamoq
943,bekommen::V,תפס,olmoq
944,erhalten::V,קבל,olmoq
945,nehmen::V,אחז,olmoq
946,wählen::V,בחר,saylamoq
947,auswählen::V,בחר ב,saylamoq
948,bewahren::V,קים,saqlamoq
949,behindern::V,מנע,xalal bermoq
950,verderben::V,מנע,xazon qilmoq
951,beschädigen::V,הזיק,buzmoq
952,zerbrechen::V,נשבר,sindirmoq
953,zerreißen::V,קרע,yirtmoq
954,zerstören::V,הרס,vayron qilmoq
955,zerstören::V,השמיד,vayron qilmoq
956,verbrennen::V,שרף,kuydirmoq
957,geben::V,נתן,bermoq
958,reichen::V,העביר,bermoq
959,schenken::V,נתן במתנה,sovg'a qilmoq
960,versprechen::V,הבטיח,va'da bermoq
961,wünschen::V,אחל,orziqmoq
962,loben::V,שבח,maqtamoq
963,küssen::V,נשק,o'pmoq
964,wiegen::V,נדנד,tebratmoq
965,zudecken::V,כסה,yopmoq
966,wecken::V,עורר,uyg'otmoq
967,zeigen::V,הראה,ko'rsatmoq
968,führen::V,הביא,boshlik bo'lmoq
969,führen::V,הוביל,boshlik bo'lmoq
970,lehren::V,למד,o'rgatmoq
971,unterrichten::V,למד,dars bermoq
972,aufziehen::V,רומם,o'stirmoq
973,leiten::V,נהל,boshqarmoq
974,antreiben::V,המרץ,shoshiltirmoq
975,lassen::V,נתן,ruxsat bermoq
976,einladen::V,הזמין,taklif kilmoq
977,vereinigen::V,אחד,qo'shmoq
978,vereinigen::V,לכד,qo'shmoq
979,besuchen::V,בקר,mehmonga bormoq
980,treffen::V,פגש,duchor bo'lmoq
981,sich versammeln::V,התאסף,to'planmoq
982,spielen::V,שחק,o'ynamoq
983,singen::V,שר,yalla qilmoq
984,tanzen::V,רקד,raqs qilmoq
985,sich trennen::V,נפרד,yakkalanmoq
986,verlassen::V,עזב,qoldirmoq
987,retten::V,הציל,qutqazmoq
988,bewachen::V,שמר,qo'rimoq
989,schützen::V,אבטח,yoniga olmoq
990,verteidigen::V,הגן,yoqlamoq
991,sich schlagen::V,התכתש,yoqalashmoq
992,schießen::V,ירה,otmoq
993,siegen::V,גבר,engmoq
994,siegen::V,נצח,engmoq
995,ärgern::V,עצבן,jahl chiqarmoq
996,schlagen::V,הכה,urmoq
997,schlagen::V,הלקה,urmoq
998,treten::V,בעט,tepmoq
999,stechen::V,דקר,qadamoq
1000,stoßen::V,דחק,turtmoq
1001,stehlen::V,גנב,o'g'rilamoq
1002,stören::V,קטע,tebratmoq
1003,stören::V,הפריע,tebratmoq
1004,belästigen::V,הציק,g'ashini keltirmoq
1005,belästigen::V,הטריד,g'ashini keltirmoq
1006,verbergen::V,הצניע,berkitmoq
1007,täuschen::V,שגע,aldamoq
1008,betrügen::V,הונה,tirriq qilmoq
1009,töten::V,הרג,o'ldirmoq
1010,wohnen::V,גר,istiqomat qilmoq
1011,arbeiten::V,עבד,ishlamoq
1012,sammeln::V,אסף,yig'moq
1013,pflücken::V,קטף,termoq
1014,jagen::V,צד,ov qilmoq
1015,fischen::V,דג,baliq ovlamoq
1016,fassen::V,תפס,ilinmoq
1017,hüten::V,רעה,boqtirmoq
1018,treiben::V,הוציא,haydamoq
1019,anbinden::V,קשר,bog'lamoq
1020,füttern::V,הלעיט,edirmoq
1021,melken::V,חלב,sog'moq
1022,hacken::V,קצץ,chopmoq
1023,gießen::V,השקה,oqizmoq
1024,reifen::V,בשל,qizarmoq
1025,zubereiten::V,הכין,pishirmoq
1026,kochen::V,בשל,qaynatmoq
1027,backen::V,אפה,yopmoq
1028,braten::V,צלה,qovurmoq
1029,braten::V,טגן,qovurmoq
1030,umrühren::V,ערבב,atalamoq
1031,stricken::V,סרג,to'qimoq
1032,nähen::V,תפר,tikmoq
1033,färben::V,צבע,bo'yoqlamoq
1034,reinigen::V,נקה,tozalamoq
1035,waschen::V,רחץ,yuvmoq
1036,waschen::V,כבס,yuvmoq
1037,abwischen::V,נגב,surkamoq
1038,spülen::V,שטף,chaymoq
1039,fegen::V,טאטא,cho'tkalamoq
1040,kehren::V,טאטא,supurmoq
1041,baden::V,טבל,cho'milmoq
1042,baden::V,שחה,cho'milmoq
1043,sich waschen::V,התרחץ,yuvinmoq
1044,ausziehen::V,הוריד,echintirmoq
1045,anziehen::V,לבש,kiymoq
1046,sich anziehen::V,התלבש,kiyinmoq
1047,kämmen::V,סרק,taramoq
1048,schmücken::V,קשט,yasatmoq
1049,sagen::V,אמר,aytmoq
1050,sprechen::V,דבר,so'zlamoq
1051,reden::V,דבר,gapirmoq
1052,sich unterhalten::V,שוחח,suhbatlashmoq
1053,fragen::V,שאל,so'ramoq
1054,bitten::V,בקש,iltimos qilmoq
1055,erzählen::V,ספר,aytib bermoq
1056,mitteilen::V,מסר,bildirmoq
1057,mitteilen::V,הודיע,bildirmoq
1058,nennen::V,קרא בשם,atamoq
1059,rufen::V,גיס,chaqirmoq
1060,rufen::V,הזמין לבוא,chaqirmoq
1061,prahlen::V,התרברב,gerdaymoq
1062,übersetzen::V,תרגם,tarjima qilmoq
1063,denken::V,חשב,o'ylamoq
1064,glauben::V,האמין,ishonmoq
1065,bemerken::V,הבחין,payqamoq
1066,erkennen::V,זהה,tanimoq
1067,begreifen::V,קלט,tushunmoq
1068,begreifen::V,הבין,tushunmoq
1069,verstehen::V,הבין,anglamoq
1070,lernen::V,למד,o'qimoq
1071,wissen::V,ידע,bilmoq
1072,sich erinnern an::V,זכר,äsni tanimoq
1073,vergessen::V,שכח,unutmoq
1074,messen::V,מדד,o'lchamoq
1075,zählen::V,ספר,raqamlamoq
1076,rechnen::V,חשב,cho'tlamoq
1077,lesen::V,קרא,o'qimoq
1078,malen::V,ציר,rasm solmoq
1079,zeichnen::V,שרטט,chizmoq
1080,schreiben::V,כתב,yozmoq
1081,besitzen::V,היה בעל של,ägalamoq
1082,kaufen::V,קנה,olmoq
1083,kaufen::V,רכש,olmoq
1084,verkaufen::V,מכר,sotmoq
1085,bezahlen::V,שלם,to'lamoq
1086,zahlen::V,שלם,to'lamoq
1087,beherrschen::V,שלט,ägalamoq
1088,ertragen::V,סבל,chidamoq
