,Concept_ID,sah,kv
751,wo::FADV,ханна,кытӧн
752,wohin::FADV,ханна,кытчӧ
753,wie::FADV,хайдах,дзик
754,warum::FADV,тоҕо,мыля
755,warum::FADV,тоҕо,мыйсянь
756,wieviel::FNUM,төһө,мымда
757,eins::NUM,биир,ӧт
758,zwei::NUM,икки,кык
759,drei::NUM,үс,куим
760,vier::NUM,түөрт,нёль
761,fünf::NUM,биэс,вит
762,sechs::NUM,алта,квать
763,sieben::NUM,сэттэ,сизим
764,acht::NUM,аҕыс,кыкьямыс
765,neun::NUM,тоҕус,ӧкмыс
766,zehn::NUM,уон,дас
767,elf::NUM,уон биир,дасотік
768,zwölf::NUM,уон икки,даскык
769,zwanzig::NUM,сүүрбэ,кыкдас
770,dreißig::NUM,отут,куимдас
771,vierzig::NUM,түөрт уон,нёльдас
772,fünfzig::NUM,биэс уон,витдас
773,sechzig::NUM,алта уон,кватьдас
774,siebzig::NUM,сэттэ уон,сизимдас
775,achtzig::NUM,аҕыс уон,кыкьямысдас
776,neunzig::NUM,тоҕус уонус,ӧкмысдас
777,hundert::NUM,сүүс,сто
778,tausend::NUM,тыһыынча,тысяча
779,und::CNJ,да,и
780,und::CNJ,да,да
781,und::CNJ,уонна,и
782,und::CNJ,уонна,да
783,und::CNJ,итиэннэ,и
784,und::CNJ,итиэннэ,да
785,oder::CNJ,эбэтэр,или
786,stehen::V,тур,сулавны
787,sitzen::V,олор,пукавны
788,liegen::V,сыт,куйлыны
789,hängen::V,санньылый,ӧшавны
790,werden::V,буол,лоны
791,passieren::V,буол,аркмыны
792,beginnen::V,саҕалан,петны
793,enden::V,бүт,-сь
794,enden::V,бүт,бырны
795,wechseln::V,уларый,вежсьыны
796,aufgehen[Sonne]::V,ой,петавны
797,untergehen[Sonne]::V,киир,пуксьыны
798,scheinen[Sonne]::V,сырдат,югьявны
799,donnern::V,эт,гымавны
800,wehen::V,үр,пӧлявны
801,strömen::V,кутулун,киссьыны
802,fließen::V,сүүр,визывтны
803,sich drehen::V,эргий,бергавны
804,schwanken::V,биэтэҥнээ,кӧвьясьны
805,schwingen::V,эйэҥнээ,дюттясьны
806,fallen::V,оҕут,усьны
807,brennen::V,умай,сотчыны
808,rauchen::V,буруолаа,тшынасьны
809,regnen::V,самыырдаа,зэрны
810,gefrieren::V,тоҥ,гегдыны
811,tauen::V,ир,сывны
812,schmelzen::V,уулун,сывны
813,trocknen::V,куур,косьмыны
814,sieden::V,оргуй,пизьны
815,faulen::V,сытый,нёльзьыны
816,verfaulen::V,сытыйан_хаал,тӧрмыны
817,verfaulen::V,сытыйан_хаал,сiсьмыны
818,reißen::V,хайыт,косясьны
819,reißen::V,быһытталан,косясьны
820,versinken::V,тимир,вӧйны
821,versinken::V,батылын,вӧйны
822,vergehen::V,дьай,мунны
823,erscheinen::V,көһүн,мыччисьны
824,verschwinden::V,сүт,ӧшны
825,sinken::V,намтаа,ямны
826,abnehmen::V,аччаа,ямны
827,zunehmen::V,элбээ,паськавны
828,steigen::V,үрдээ,лэбтiсьны
829,wachsen::V,үүн,быдмыны
830,glänzen::V,кылбай,свиттявны
831,funkeln::V,күлүмнээ,югйовтлыны
832,funkeln::V,күлүмнээ,югйӧв-керны
833,funkeln::V,күлүмүрдээ,югйовтлыны
834,funkeln::V,күлүмүрдээ,югйӧв-керны
835,lärmen::V,тыаһаа,чавзыны
836,läuten::V,собуоннаа,диньгыны
837,klingeln::V,линкинээ,силькӧтны
838,klirren::V,айгырат,жольӧтны
839,brausen::V,сирилээ,гуасьны
840,rauschen::V,суугунаа,кышӧтны
841,klingen::V,доргуй,горавны
842,bellen::V,үр,увтны
843,bellen::V,үр,вувтны
844,heulen::V,улуй,уннявны
845,blasen::V,үр,пӧлявны
846,pfeifen::V,иһиир,пиксыны
847,schreien::V,кылан,айзыны
848,schreien::V,хаһыытаа,айзыны
849,stöhnen::V,ынчыктаа,ойзыны
850,stöhnen::V,ынчыктаа,ружтыны
851,zittern::V,титирээ,легьявны
852,zittern::V,дьигиһий,легьявны
853,leben::V,олор,овны
854,geboren werden::V,төрөө,шогмыны
855,atmen::V,тыын,лолавны
856,trinken::V,ис,юны
857,essen::V,аһаа,сёйны
858,schlucken::V,ыйыһын,ньылавны
859,müde werden::V,сылай,мыдзны
860,einschlafen::V,утуйан хаал,ланьтны
861,schlafen::V,утуй,узьны
862,schlafen::V,утуйа сыт,узьны
863,aufwachen::V,уһугун,саймыны
864,aufwachen::V,уһугун,пальмыны
865,aufstehen::V,тур,сувтны
866,sich erholen::V,сынньан,шоччисьлыны
867,krank werden::V,ыарый,моржитны
868,krank sein::V,ыарый,шогавны
869,krank sein::V,ыарый,визьӧтны
870,krank sein::V,ыарыт,шогавны
871,krank sein::V,ыарыт,визьӧтны
872,schmerzen::V,ыарыт,висьны
873,husten::V,сөтөлүн,кашляйтны
874,genesen::V,көн,бурдны
875,sterben::V,өл,кувны
876,umkommen::V,өл,вийсьыны
877,umkommen::V,оҕут,вийсьыны
878,sich bewegen::V,хамсаа,локны
879,sich bewegen::V,хамсаа,ветлӧтны
880,sich rühren::V,хамсаа,вӧрзьӧтчыны
881,sich erheben::V,тур,сувтны
882,sich setzen::V,олор,пуксьыны
883,hinfallen::V,оҕут,пӧрласьны
884,laufen::V,хаам,мунны
885,schreiten::V,атыллаа,тальччавны
886,spazierengehen::V,дьаарбай,котрасьны
887,eilen::V,тиэтэй,тэрмасьны
888,sich beeilen::V,ыксаа,тэрмасьны
889,sausen::V,элээр,вирдавны-котӧртны
890,rennen::V,сүүрэкэлээ,
891,springen::V,ой,чеччавны
892,springen::V,ыстан,чеччавны
893,klettern::V,ытын,кышасьны
894,schaukeln::V,эйэҥнээ,чурликасьны
895,schaukeln::V,биэрэҥнээ,чурликасьны
896,kriechen::V,сыыл,кыскасьны-мунны
897,schwimmen::V,уһун,вартчыны
898,schwimmen::V,харбаа,вартчыны
899,tauchen::V,умус,сунгисьны ваӧ
900,rudern::V,эрт,сынны
901,fahren::V,айаннаа,мунны
902,fliegen::V,көт,лэбавны
903,gehen::V,бар,мунны
904,weggehen::V,бар,мунны
905,abfahren::V,бар,иньдӧтчыны
906,abfahren::V,бар,мунны
907,anhalten::V,тохтоо,сувтны
908,hineingehen::V,киир,пырны
909,eintreten::V,киир,пырны
910,kommen::V,кэл,локны
911,ankommen::V,кэл,локны
912,ankommen::V,тиий,локны
913,zurückkommen::V,төнүн,бертны
914,zurückkommen::V,төнүн,панӧвтсьыны
915,bleiben::V,хаал,кольччыны
916,warten::V,көһүт,видзчисьны
917,erwarten::V,күүт,видзчисьны
918,erwarten::V,көһүт,видзчисьны
919,suchen::V,ирдээ,кошшыны
920,suchen::V,көрдөө,кошшыны
921,finden::V,бул,адззыны
922,versuchen::V,сорун,пондыны
923,versuchen::V,сорун,пондӧтны
924,vorbereiten::V,бэлэмнээ,лӧсьӧтны
925,lieben::V,таптаа,милуйтны
926,mögen::V,сөбүл,радейтны
927,lachen::V,күл,серавны
928,rühren::V,долгут,сьӧлӧм вӧрзьӧтны
929,weinen::V,ытаа,горзыны
930,schimpfen::V,үөҕүс,видчыны
931,sich ärgern::V,кыыһыр,лёкавны
932,sich ärgern::V,кыйахан,лёкавны
933,sich fürchten::V,куттан,повны
934,sich fürchten::V,дьиксин,повны
935,fürchten::V,дьиксин,повны
936,fürchten::V,куттан,повны
937,fliehen::V,күрээ,пышшыны
938,flüchten::V,күрээ,пышшыны
939,sehen::V,көр,адззыны
940,anschauen::V,көр,видзӧтны
941,ansehen::V,көр,видзӧтны
942,hören::V,бил,кывны
943,hören::V,иһит,кывны
944,zuhören::V,иһит,кывзыны
945,probieren::V,боруобалаан көр,пешлыны
946,probieren::V,амсайан көр,пешлыны
947,riechen::V,сытырҕаа,дукавны
948,fühlen::V,бил,кывны
949,scheinen::V,көһүн,декуйтчыны
950,zu sehen sein::V,көһүн,тыдавны
951,vernehmen::V,иһит,тӧдмавны
952,frieren::V,тоҥ,гегдыны
953,frieren::V,үлүй,гегдыны
954,tun::V,гын,керны
955,können::V,кыай,вермыны
956,wollen::V,баҕар,мӧдны
957,anfangen::V,саҕалаа,петны
958,beenden::V,бүтэр,ештӧтны
959,beenden::V,бүтэр,керыштны
960,aufhören::V,уурай,дугдыны
961,gelingen::V,сатан,шогмыны
962,geraten::V,баар буолан биэр,мыччисьны
963,geraten::V,баар буола тус,мыччисьны
964,geraten::V,буолан таҕыс,мыччисьны
965,öffnen::V,ас,осьтны
966,schließen::V,сап,пӧднавны
967,schließen::V,хатаа,пӧднавны
968,stellen::V,уур,сувтӧтны
969,stellen::V,туруор,сувтӧтны
970,setzen::V,туруор,пуксьӧтны
971,setzen::V,уур,пуксьӧтны
972,legen::V,уур,пуктыны
973,berühren::V,тыыт,вӧрзьӧтны
974,berühren::V,таарый,вӧрзьӧтны
975,verbinden::V,кэлгий,йитны
976,bedecken::V,бүрүй,вевттьыны
977,aufhängen::V,ыйаа,ӧшӧтны
978,anzünden::V,умат,ӧзтыны
979,aufheben::V,өрө тарт,лэбтыны
980,zurücklassen::V,бырах,кольны
981,verlieren::V,сүтэр,ӧштыны
982,fallen lassen::V,түһэр,уськӧтны
983,fallen lassen::V,мүлчү тут,уськӧтны
984,machen::V,оҥор,керны
985,machen::V,оҥоһун,керны
986,herstellen::V,оҥор,вӧчны
987,bauen::V,тут,строитны
988,reparieren::V,абырахтаа,вочны
989,verbessern::V,тупсар,бурсьӧтны
990,ändern::V,уларыт,вежны
991,graben::V,хас,гарйыны
992,beugen::V,бокут,кусіньтны
993,beugen::V,токурут,кусіньтны
994,beugen::V,бүк баттаа,кусіньтны
995,biegen::V,иэх,чукыльтыштны
996,biegen::V,өҕүлүннэр,чукыльтыштны
997,drehen::V,эргит,бергӧтны
998,drehen::V,эргичит,бергӧтны
999,wenden::V,эргилин,бергӧтны
1000,umdrehen::V,түҥнэр,бергӧтны
1001,heben::V,көтөх,лэбтыны
1002,hochheben::V,таһаар,лэбтыны
1003,ergreifen::V,тут,кватитны
1004,halten::V,тут,видзны
1005,drücken::V,ык,личкыны
1006,schieben::V,ас,тойлавны
1007,kratzen::V,кыһыы,шаркӧтны
1008,lecken::V,салаа,нювны
1009,beißen::V,ытыр,йирны
1010,abreißen::V,быһа тарт,орӧтны
1011,abreißen::V,туура тарт,орӧтны
1012,abschneiden::V,быс,шӧрыштны
1013,abschneiden::V,быс,вундыштны
1014,abschneiden::V,быһан ыл,шӧрыштны
1015,abschneiden::V,быһан ыл,вундыштны
1016,abschneiden::V,быһа баттаа,шӧрыштны
1017,abschneiden::V,быһа баттаа,вундыштны
1018,binden::V,кэлгий,гӧрдззыны
1019,stecken::V,батары ас,мӧртны
1020,brechen::V,тоһут,жугдыны
1021,klopfen::V,тоҥсуй,зукӧтны
1022,hauen::V,оҕус,желльыны
1023,kleben::V,силимнээ,лякӧтны
1024,reiben::V,аал,зыртны
1025,streichen::V,сыбаа,мавтны
1026,schleifen::V,чочуй,кыскыны
1027,schneiden::V,быс,вундавны
1028,rütteln::V,иэҕэҥнэт,шатлавны
1029,schütteln::V,сахсый,зыбӧтны
1030,schwenken::V,дайбаа,ӧвтны
1031,schwenken::V,дайбаа,макайтны
1032,schütten::V,кут,кисьтны
1033,füllen::V,толор,тыртны
1034,füllen::V,толор,тырсьӧтны
1035,einwickeln::V,суулаа,тубны
1036,tragen::V,ит,новйӧтны
1037,schleppen::V,сос,кыскыны
1038,ziehen::V,тарт,кыскыны
1039,aufbewahren::V,уур,видзны
1040,aufbewahren::V,харай,видзны
1041,werfen::V,бырах,шентывлыны
1042,fangen::V,хап,кутны
1043,packen::V,тут,кутасьны
1044,packen::V,тут,кватитны
1045,verstecken::V,саһыар,дзебны
1046,teilen::V,үллэр,торйӧтны
1047,schicken::V,ыыт,иньдыны
1048,bringen::V,аҕал,вайны
1049,hinzufügen::V,эп,содтыны
1050,bekommen::V,ыл,получитны
1051,bekommen::V,булун,получитны
1052,erhalten::V,ыл,получитны
1053,nehmen::V,ыл,босьтны
1054,wählen::V,быыбардаа,бӧрйыны
1055,auswählen::V,тал,бӧрйыны
1056,bewahren::V,харай,видзны
1057,behindern::V,мэһэйдээ,падтыны
1058,verderben::V,буорту гын,изводавны
1059,beschädigen::V,алдьат,паздыны
1060,zerbrechen::V,үлтүрүт,паздыны
1061,zerreißen::V,хайыта тарт,косявны
1062,zerstören::V,алдьат,паздыны
1063,verbrennen::V,уоттаа,сотны
1064,geben::V,биэр,сетны
1065,reichen::V,аҕал,сетны
1066,schenken::V,бэлэхтээ,козьнавны
1067,versprechen::V,эрэннэр,кӧсйыны
1068,wünschen::V,баҕар,бурсьыны
1069,loben::V,хайҕаа,ошкыны
1070,küssen::V,уураа,окавны
1071,wiegen::V,бигээ,тюттьӧтны
1072,zudecken::V,сап,вевттьыны
1073,zudecken::V,бүрүй,вевттьыны
1074,wecken::V,уһугуннар,саймӧтны
1075,zeigen::V,көрдөр,мыччавны
1076,führen::V,салай,нуӧтны
1077,lehren::V,үөрэт,велӧтны
1078,unterrichten::V,үөрэт,велӧтны
1079,aufziehen::V,иит,быдтыны
1080,leiten::V,салай,юравны
1081,leiten::V,салай,веськӧтлыны
1082,antreiben::V,кыһай,тэрмӧтны
1083,lassen::V,күһэй,-ӧтыны
1084,einladen::V,ыҥыр,корны
1085,vereinigen::V,холбоо,ӧтувтны
1086,vereinigen::V,холбоо,ӧтлаавны
1087,vereinigen::V,түм,ӧтувтны
1088,vereinigen::V,түм,ӧтлаавны
1089,besuchen::V,сырыт,пыравлыны
1090,besuchen::V,билсэ сырыт,пыравлыны
1091,treffen::V,көрүс,пантавны
1092,sich versammeln::V,мүһүн,ӧксьыны
1093,sich versammeln::V,түмүс,ӧксьыны
1094,spielen::V,оонньоо,орсны
1095,singen::V,ыллаа,сьывны
1096,tanzen::V,үҥкүүлээ,йӧктыны
1097,sich trennen::V,араҕыс,торьясьны
1098,verlassen::V,хааллар,кольны
1099,retten::V,өрүһүй,мынтны
1100,bewachen::V,араҥаччылаа,смекайтны
1101,schützen::V,көмүскээ,дорйыны
1102,verteidigen::V,көмүскээ,дорйыны
1103,sich schlagen::V,охсус,тышкасьны
1104,schießen::V,ытыалаа,лыйны
1105,siegen::V,хот,вермыны
1106,siegen::V,кыай,вермыны
1107,ärgern::V,кыыһырт,лӧгӧтны
1108,schlagen::V,оҕус,базнитны
1109,treten::V,тэп,чужьявны
1110,stechen::V,кэй,бытшкыны
1111,stoßen::V,кэп,тапкыны
1112,stoßen::V,кэп,тойыштны
1113,stoßen::V,үтүрүй,тапкыны
1114,stoßen::V,үтүрүй,тойыштны
1115,stehlen::V,уор,гусявны
1116,stören::V,мэһэйдээ,костіавны
1117,belästigen::V,батар,назыляйтны
1118,verbergen::V,кистээ,дзебны
1119,täuschen::V,албыннаа,бӧбӧтны
1120,täuschen::V,албыннаа,пӧрьявны
1121,betrügen::V,албыннаа,муклачитны
1122,töten::V,өлөр,вийны
1123,wohnen::V,олор,овны
1124,arbeiten::V,үлэлээ,уджавны
1125,sammeln::V,мус,ӧктыны
1126,sammeln::V,хомуй,ӧктыны
1127,pflücken::V,үргээ,судзлавны
1128,jagen::V,бултаа,вӧравны
1129,fischen::V,балыктаа,чериавны
1130,fassen::V,тут,кутны
1131,hüten::V,манаа,вердны
1132,hüten::V,манаа,йирсьӧтны
1133,treiben::V,үүр,вашӧтны
1134,anbinden::V,баай,кӧртавны
1135,füttern::V,аһат,вердны
1136,melken::V,ыа,высьтыны
1137,melken::V,ыа,чилькӧтны
1138,hacken::V,кэрт,керавны
1139,gießen::V,сиигирт,киськавны
1140,reifen::V,бус,кисьмыны
1141,zubereiten::V,бэлэмнээ,лӧсьӧтны
1142,kochen::V,буһар,пуны
1143,backen::V,буһар,пӧжавны
1144,braten::V,хооруй,жаритны
1145,braten::V,ыһаарылаа,жаритны
1146,braten::V,соркуойдаа,жаритны
1147,umrühren::V,былаа,соравны
1148,stricken::V,өр,домавны
1149,nähen::V,иистэн,вурны
1150,färben::V,кырааскалаа,краситны
1151,reinigen::V,ыраастаа,весӧтны
1152,waschen::V,сууй,пеславны
1153,abwischen::V,сот,чышкыны
1154,spülen::V,сайҕаа,гывьявны
1155,fegen::V,сиппий,чышкыны
1156,kehren::V,харбаа,чышкыны
1157,baden::V,сөтүөлээ,купайтчыны 
1158,sich waschen::V,суун,миссьыны
1159,ausziehen::V,уһул,гыжтӧтны
1160,ausziehen::V,уһул,пӧрччавны
1161,anziehen::V,кэтэрт,пасьтавны
1162,sich anziehen::V,таҥын,пасьтасьны
1163,kämmen::V,тараа,сынавны
1164,schmücken::V,симээ,баситны
1165,sagen::V,диэ,висьтавны
1166,sprechen::V,эт,шуны
1167,sprechen::V,саҥар,шуны
1168,reden::V,кэпсэт,баитны
1169,sich unterhalten::V,кэпсэт,сёрнитны
1170,fragen::V,ыйыт,юавны
1171,bitten::V,көрдөс,корны
1172,erzählen::V,кэпсээ,висьтавны
1173,erzählen::V,сэһэргээ,висьтавны
1174,mitteilen::V,биллэр,висьтавны
1175,nennen::V,ааттаа,нимтны
1176,rufen::V,ыҥыр,китсавны
1177,rufen::V,ыҥыр,корны
1178,rufen::V,ыҥыр,чукӧстны
1179,prahlen::V,чабылан,ошшасьны
1180,prahlen::V,киһиргээ,ошшасьны
1181,übersetzen::V,тылбаастаа,вуджӧтны
1182,denken::V,санаа,чайтны
1183,denken::V,толкуйдаа,чайтны
1184,glauben::V,итэҕэй,веритны
1185,bemerken::V,бэлиэтээ,казявны
1186,erkennen::V,бил,тӧдсавны
1187,begreifen::V,өйдөө,вежӧртны
1188,verstehen::V,өйдөө,кывны
1189,lernen::V,үөрэн,велӧтчыны
1190,wissen::V,бил,тӧдны
1191,sich erinnern an::V,аҕын,касьтывны
1192,vergessen::V,умун,вунӧтны
1193,messen::V,кэмнээ,меряйтны
1194,messen::V,кээмэйдээ,меряйтны
1195,zählen::V,аах,лыддьыны
1196,rechnen::V,аах,лыддьыны
1197,lesen::V,аах,лыддьӧтны
1198,malen::V,уруһуйдаа,
1199,zeichnen::V,уруһуйдаа,гижмавны
1200,schreiben::V,суруй,гижны
1201,besitzen::V,баһылаа,лоны
1202,kaufen::V,атыылас,небны
1203,verkaufen::V,атыылаа,вузавны
1204,bezahlen::V,төлөө,вештыны
1205,zahlen::V,төлөө,вештыны
1206,beherrschen::V,баһылаа,
1207,ertragen::V,тулуй,терпитны
