,Concept_ID,br,be
801,heulen::V,yudal,выць
802,blasen::V,c'hwezhañ,дзьмухнуць
803,pfeifen::V,c'hwitellat,свістаць
804,schreien::V,huchal,крычаць
805,stöhnen::V,hirvoudiñ,стагнаць
806,zittern::V,krenañ,дрыжаць
807,leben::V,bevañ,жыць
808,geboren werden::V,genel,нарадзіцца
809,atmen::V,tennañ e anal,дыхаць
810,trinken::V,evañ,піць
811,essen::V,debriñ,есці
812,schlucken::V,lonkañ,глытаць
813,müde werden::V,skuizhañ,стаміцца
814,einschlafen::V,menel kousket,заснуць
815,schlafen::V,kousket,спаць
816,aufwachen::V,dihuniñ,рассыпацца
817,aufstehen::V,sevel,устаць
818,sich erholen::V,diskuizhañ,адпачываць
819,krank werden::V,klañviñ,захварэць
820,krank sein::V,bezañ klañv,хварэць
821,schmerzen::V,skourjezañ,балець
822,husten::V,pasaat,кашляць
823,husten::V,peudal,кашляць
824,genesen::V,pareañ,паправіцца
825,genesen::V,pareañ,паздаравець
826,sterben::V,mervel,памерці
827,umkommen::V,perisañ,загінуць
828,sich bewegen::V,bouljal,рухацца
829,sich rühren::V,fiñval,варушыцца
830,sich erheben::V,sevel,устаць
831,sich setzen::V,azezañ,сесці
832,sich setzen::V,mont en e goazez,сесці
833,hinfallen::V,kouezhañ,упасці
834,laufen::V,redek,хадзіць
835,schreiten::V,kerzhet,шагаць
836,schreiten::V,kerzhet,крочыць
837,spazierengehen::V,pourmen,гуляць
838,eilen::V,hastañ,спяшацца
839,sich beeilen::V,hastañ,спяшацца
840,sausen::V,karzhañ,імчацца
841,rennen::V,redek,бегаць
842,springen::V,lammat,скакаць
843,klettern::V,krimpat,лазіць
844,schaukeln::V,brañsellat,гайдацца
845,kriechen::V,skrampañ,поўзаць
846,schwimmen::V,neuial,плаваць
847,tauchen::V,splujañ,ныраць
848,rudern::V,roeñvat,веславаць
849,fahren::V,kas,ехаць
850,fahren::V,bleniañ,ехаць
851,fliegen::V,nijal,лятаць
852,gehen::V,mont,ісці
853,weggehen::V,mont kuit,пайсці
854,abfahren::V,mont kuit,адʼяжджаць
855,anhalten::V,chom a-sav,спыніцца
856,anhalten::V,chom a-sav,затрымацца
857,hineingehen::V,monet e-barzh,уваходзіць
858,eintreten::V,monet e-barzh,увайсці
859,kommen::V,dont,прыйсці
860,ankommen::V,erruout,прыбыць
861,zurückkommen::V,addonet,вярнуцца
862,bleiben::V,chom,застацца
863,warten::V,gortoz,чакаць
864,erwarten::V,gortoz,чакаць
865,suchen::V,klask,шукаць
866,finden::V,kavout,знайсці
867,versuchen::V,klask,прабаваць
868,vorbereiten::V,aozañ,падрыхтаваць
869,lieben::V,karout,кахаць
870,mögen::V,karout,любіць
871,lachen::V,c'hoarzin,смяяцца
872,rühren::V,tenerañ,расчуліць
873,weinen::V,gouelañ,плакаць
874,schimpfen::V,krozal,лаяцца
875,sich ärgern::V,fachañ,сердаваць
876,sich ärgern::V,en em fachañ,сердаваць
877,fliehen::V,tec'het,уцякаць
878,flüchten::V,tuzañ,уцячы
879,sehen::V,gwelet,бачыць
880,anschauen::V,sellout ouzh,паглядзець
881,ansehen::V,sellout ouzh,глядзець
882,hören::V,klevet,чуць
883,zuhören::V,selaou,слухаць
884,probieren::V,blasa,каштаваць
885,riechen::V,klevet,нюхаць
886,fühlen::V,santout,адчуваць
887,scheinen::V,diskouez bezañ,здавацца
888,zu sehen sein::V,bezañ gwelus,віднецца
889,vernehmen::V,merzhañ,пачуць
890,frieren::V,anoued,мёрзнуць
891,tun::V,ober,рабіць
892,können::V,gouzout,умець
893,wollen::V,fellout da,хацець
894,wollen::V,kaout c'hoant da,хацець
895,anfangen::V,kregiñ,пачаць
896,beenden::V,achuiñ,закончыць
897,aufhören::V,paouez,перастаць
898,öffnen::V,digeriñ,адчыніць
899,schließen::V,serriñ,зачыніць
900,stellen::V,lakaat,паставіць
901,setzen::V,lakaat,пасадзіць
902,legen::V,lakaat,класці
903,berühren::V,touch,чапаць
904,verbinden::V,eren,звязаць
905,bedecken::V,goloiñ,накрыць
906,aufhängen::V,istribilhañ,павесіць
907,anzünden::V,alumiñ,запаліць
908,anzünden::V,c'hwezzañ,запаліць
909,aufheben::V,dastum,падняць
910,zurücklassen::V,lezel,пакінуць
911,verlieren::V,koll,згубіць
912,fallen lassen::V,laoskel,упусціць
913,fallen lassen::V,lezel da gouezhel,упусціць
914,machen::V,ober,зрабіць
915,herstellen::V,fardañ,вырабіць
916,bauen::V,sevel,будаваць
917,reparieren::V,adaozañ,правіць
918,verbessern::V,gwellaat,палепшыць
919,ändern::V,cheñch,змяніць
920,graben::V,kleuzañ,капаць
921,beugen::V,plegañ,сагнуць
922,biegen::V,krommañ,пагнуць
923,drehen::V,treiñ,вярцець
924,wenden::V,treiñ,павярнуць
925,umdrehen::V,treiñ,перавярнуць
926,heben::V,sevel,падымаць
927,hochheben::V,sevel,падняць
928,ergreifen::V,kemer,схапіць
929,ergreifen::V,kemer,схваціць
930,halten::V,dalc'hen,трымаць
931,drücken::V,bountañ,націскаць
932,schieben::V,poulzañ,пхаць
933,schieben::V,poulzañ,штурхаць
934,kratzen::V,skrabat,скрэбці
935,lecken::V,lipat,лізаць
936,beißen::V,kregiñ,кусаць
937,abreißen::V,diframmañ,адарваць
938,abschneiden::V,troc'hañ,адрэзаць
939,binden::V,stagañ,вязаць
940,stecken::V,sankañ,уваткнуць
941,brechen::V,darnaouiñ,зламаць
942,klopfen::V,skoiñ,стукаць
943,hauen::V,dornañ,біць
944,kleben::V,pegañ,клеіць
945,reiben::V,taravat,церці
946,reiben::V,trekiñ,церці
947,streichen::V,toazañ,намазаць
948,schleifen::V,lemmañ,тачыць
949,schneiden::V,troc'hañ,рэзаць
950,rütteln::V,tordorosañ,хістаць
951,schütteln::V,hejañ,трэсці
952,schütten::V,diskargañ,наліць
953,füllen::V,kargañ,напоўніць
954,einwickeln::V,gronnañ,загарнуць
955,tragen::V,dougen,несці
956,schleppen::V,stlejal,цягнуць
957,ziehen::V,sachañ,цягнуць
958,aufbewahren::V,miret,захоўваць
959,werfen::V,teuler,кідаць
960,fangen::V,tapañ,лавіць
961,packen::V,krapat,схапіць
962,packen::V,krapat,схваціць
963,verstecken::V,kuzhat,схаваць
964,teilen::V,rannañ,раздзяліць
965,schicken::V,kas,пасылаць
966,bringen::V,degas,прынесці
967,hinzufügen::V,lakat ouzhpenn,дабавіць
968,bekommen::V,kaout,дастаць
969,erhalten::V,kaout,атрымаць
970,nehmen::V,kemer,ўзяць
971,wählen::V,choaz,выбраць
972,auswählen::V,dibab,адабраць
973,bewahren::V,mirout,захаваць
974,behindern::V,diaezañ,перашкаджаць
975,verderben::V,lovrañ,сапсаваць
976,beschädigen::V,gwallegañ,пашкодзіць
977,zerbrechen::V,torriñ,разбіць
978,zerreißen::V,diroegiñ,разадраць
979,zerstören::V,distrujañ,разбурыць
980,verbrennen::V,deviñ,спаліць
981,geben::V,reiñ,даць
982,schenken::V,donezonañ,дарыць
983,versprechen::V,prometiñ,абяцаць
984,wünschen::V,hetiñ,жадаць
985,loben::V,feurmiñ,хваліць
986,küssen::V,pokat,цалаваць
987,wiegen::V,pouezañ,гушкаць
988,wiegen::V,pouezañ,калыхаць
989,zudecken::V,goloiñ,накрыць
990,wecken::V,dihuniñ,пабудзіць
991,zeigen::V,diskouez,паказаць
992,führen::V,kas,весці
993,lehren::V,deskiñ,вучыць
994,unterrichten::V,kelenn,выкладаць
995,leiten::V,bleinañ,кіраваць
996,antreiben::V,poulzañ,падганяць
997,lassen::V,leuskel,прымусіць
998,einladen::V,pediñ,запрасіць
999,vereinigen::V,unisañ,абʼяднаць
1000,besuchen::V,gweladenniñ,наведаць
1001,treffen::V,kejal,сустрэць
1002,treffen::V,ankontrañ,сустрэць
1003,sich versammeln::V,bodennañ,сабрацца
1004,spielen::V,c'hoari,гуляць
1005,singen::V,kanañ,пець
1006,singen::V,kanañ,спяваць
1007,tanzen::V,dañsal,танцаваць
1008,sich trennen::V,dispartiañ,расстацца
1009,verlassen::V,lezel,пакінуць
1010,retten::V,saveteiñ,выратаваць
1011,bewachen::V,mesa,ахоўваць
1012,schützen::V,diwall,уберагаць
1013,verteidigen::V,difenn,абараніць
1014,sich schlagen::V,lopañ,біцца
1015,sich schlagen::V,lopañ,драцца
1016,siegen::V,trec'hiñ,перамагчы
1017,ärgern::V,hegasiñ,злаваць
1018,schlagen::V,skeiñ,ударыць
1019,treten::V,botaouiñ,штурхаць
1020,stechen::V,pikat,укалоць
1021,stoßen::V,stokañ,папхнуць
1022,stehlen::V,laerezh,украсці
1023,stören::V,direnkañ,перашкодзіць
1024,belästigen::V,dregasiñ,дакучаць
1025,verbergen::V,skoachañ,скрыць
1026,verbergen::V,skoachañ,схаваць
1027,täuschen::V,tromplañ,падмануць
1028,betrügen::V,lorbañ,змахляваць
1029,töten::V,lazhañ,забіць
1030,wohnen::V,bezañ o chom,жыць
1031,arbeiten::V,labourat,працаваць
1032,sammeln::V,dastum,сабраць
1033,pflücken::V,kuntuilhañ,зрываць
1034,jagen::V,chaseal,паляваць
1035,fischen::V,pesketa,рыбачыць
1036,fassen::V,pakañ,злавіць
1037,hüten::V,geota,пасвіць
1038,anbinden::V,stagañ,прывязаць
1039,füttern::V,boueta,карміць
1040,melken::V,goro,даіць
1041,hacken::V,difrakal,сячы
1042,gießen::V,dourañ,паліць
1043,reifen::V,azviñ,паспець
1044,zubereiten::V,keginañ,зварыць
1045,zubereiten::V,keginañ,згатаваць
1046,kochen::V,poazhañ,варыць
1047,backen::V,fritañ,пячы
1048,braten::V,rostañ,смажыць
1049,stricken::V,stammañ,вязаць
1050,nähen::V,gwriat,шыць
1051,färben::V,livañ,пафарбаваць
1052,reinigen::V,naetañ,ачысціць
1053,waschen::V,gwalc'hiñ,мыць
1054,abwischen::V,torchañ,выцерці
1055,spülen::V,disgwalc'hiñ,паласкаць
1056,fegen::V,skubañ,падмятаць
1057,kehren::V,skubañ,месці
1058,baden::V,kouronkañ,купацца
1059,sich waschen::V,en em walc'hiñ,мыцца
1060,sich anziehen::V,gwiskañ,адзецца
1061,kämmen::V,kribat,прычасаць
1062,schmücken::V,kinklañ,аздобіць
1063,sagen::V,larêt,сказаць
1064,sagen::V,lavaret,сказаць
1065,sprechen::V,komz,гаварыць
1066,reden::V,kaozeal,размаўляць
1067,sich unterhalten::V,balbotal,гутарыць
1068,fragen::V,goulenn,спытаць
1069,bitten::V,goulenn,прасіць
1070,erzählen::V,kontañ,расказаць
1071,mitteilen::V,kemenn,паведаміць
1072,nennen::V,anviñ,назваць
1073,rufen::V,gelver,зваць
1074,prahlen::V,fougeal,хваліцца
1075,übersetzen::V,treiñ,перакласці
1076,denken::V,soñjal,думаць
1077,glauben::V,krediñ,верыць
1078,bemerken::V,apresevañ,заўважыць
1079,erkennen::V,anavout,пазнаць
1080,begreifen::V,meizañ,спасцігнуць
1081,verstehen::V,kompren,пачуць
1082,lernen::V,deskiñ,вучыцца
1083,wissen::V,gouzout,знаць
1084,sich erinnern an::V,kaout soñj e,памятаць
1085,vergessen::V,ankouaat,забыць
1086,messen::V,muzuliañ,мераць
1087,zählen::V,kontañ,лічыць
1088,rechnen::V,jedañ,лічыць
1089,lesen::V,lenn,чытаць
1090,malen::V,livañ,маляваць
1091,zeichnen::V,tresañ,рысаваць
1092,schreiben::V,skrivañ,пісаць
1093,besitzen::V,kaout,мець
1094,kaufen::V,prenañ,купіць
1095,verkaufen::V,gwerzhañ,прадаць
1096,bezahlen::V,paeañ,заплаціць
1097,zahlen::V,paeañ,плаціць
1098,beherrschen::V,mestroniañ,уладаць
1099,beherrschen::V,mestroniañ,валодаць
1100,ertragen::V,anduriñ,выцерпець
1101,Grube::N,,яма
1102,Spur::N,,след
1103,Lehm::N,,гліна
1104,Laut::N,,гук
1105,Winkel::N,,вугал
1106,Lagerfeuer::N,,вогнішча
1107,vergebens::ADV,,дарма
1108,vergebens::ADV,,дарэмна
1109,untergehen[Sonne]::V,,зайсці
1110,läuten::V,,званіць
1111,klingeln::V,,званіць
1112,sich fürchten::V,,баяцца
1113,fürchten::V,,баяцца
1114,gelingen::V,,удацца
1115,geraten::V,,аказацца
1116,schwenken::V,,махаць
1117,reichen::V,,перадаць
1118,aufziehen::V,,выхаваць
1119,schießen::V,,страляць
1120,treiben::V,,гнаць
1121,umrühren::V,,перамяшаць
1122,ausziehen::V,,зняць
1123,anziehen::V,,надзець
