,Concept_ID,mdf,be
579,Freitag::N,пя́денця,пятніца
580,Samstag::N,ёткши,субота
581,Sonntag::N,таргоши,нядзеля
582,groß::A,оцю,вялікі
583,klein::A,ёмла,маленькі
584,lang::A,кува́ка,доўгі
585,kurz::A,нюрьхкя́ня,кароткі
586,breit::A,кели,шырокі
587,schmal::A,тяйня,вузкі
588,dicht::A,сиде,густы
589,dicht::A,туста,густы
590,dick[Gegenstand]::A,эчке,тоўсты
591,dünn::A,шува́ня,тонкі
592,fein::A,шува́ня,тонкі
593,fest::A,кеме,моцны
594,flach::A,лапш,плоскі
595,glatt::A,вадяв,гладкі
596,glatt::A,такор,гладкі
597,hart::A,калгода,цвёрды
598,weich::A,ляпе,мяккі
599,rund::A,кру́глай,круглы
600,spitz::A,ботаз,спічасты
601,spitz::A,ботаз,востраканцовы
602,spitz::A,оржа,спічасты
603,spitz::A,оржа,востраканцовы
604,scharf::A,оржа,востры
605,stumpf::A,ношка,тупы
606,schwer::A,стака,цяжкі
607,schön::A,мазы,прыгожы
608,heiß::A,пси,гарачы
609,warm::A,лямбе,цёплы
610,kalt::A,кельме,холадны
611,kühl::A,эше,халаднаваты
612,frisch::A,свежай,свежы
613,feucht::A,летьке,вільготны
614,nass::A,начка,мокры
615,trocken::A,коське,сухі
616,voll::A,пяшксе,поўны
617,leer::A,шава,пусты
618,offen::A,панжада,адкрыты
619,offen::A,панжада,адчынены
620,offen::A,виде,адкрыты
621,offen::A,виде,адчынены
622,geschlossen::A,пякстаф,закрыты
623,geschlossen::A,пякстаф,зачынены
624,geschlossen::A,сёлгф,закрыты
625,geschlossen::A,сёлгф,зачынены
626,sauber::A,ару,чысты
627,schmutzig::A,рда́зу,брудны
628,schmutzig::A,пя́ндра,брудны
629,roh::A,верок,сыры
630,reif::A,ке́нерьф,спелы
631,lecker::A,танцти,смачны
632,süß::A,ламбама,салодкі
633,bitter::A,сяпи,горкі
634,sauer::A,шапама,кіслы
635,hell::A,валда,светлы
636,dunkel::A,шобда,цёмны
637,schwarz::A,равжа,чорны
638,weiß::A,акша,белы
639,rot::A,якстерь,чырвоны
640,gelb::A,тюжя́,жоўты
641,blau::A,сенем,сіні
642,grün::A,пиже,зялёны
643,grün::A,сянгяря,зялёны
644,grau::A,уле,шэры
645,bunt::A,сёрмав,пяресты
646,billig::A,у́цез,танны
647,billig::A,аф пи́тни,танны
648,teuer::A,пи́тни,дарагі
649,wertvoll::A,питни,цэнны
650,wertvoll::A,питни,каштоўны
651,blind::A,сокор,сляпы
652,taub::A,пярав,глухі
653,kräftig::A,пяк вии,магутны
654,stark::A,вии,сільны
655,schwach::A,лафча,слабы
656,fett::A,куя́,тлусты
657,schlank::A,виде ронга,стройны
658,hübsch::A,мазы,чароўны
659,böse::A,кяжи,злы
660,dumm::A,аф ёню,дурны
661,dumm::A,шава пря,дурны
662,faul::A,нола,лянівы
663,fleißig::A,ку́лхцонды,руплівы
664,geizig::A,кирьжя,прагны
665,geizig::A,жаднай,прагны
666,klug::A,ёню,разумны
667,klug::A,пря́ви,разумны
668,geschickt::A,маштозь тиф,умелы
669,lieb::A,цебярь,мілы
670,lustig::A,ра́хси,вясёлы
671,sanft::A,сетьме,ласкавы
672,hungrig::A,вача,галодны
673,hungrig::A,вачеда,галодны
674,krank::A,сяряди,хворы
675,nackt::A,штада,голы
676,nackt::A,кърхтапа,голы
677,traurig::A,ла́жнай,сумны
678,lebendig::A,эряй,жывы
679,gut::A,пара,добры
680,gut::A,цебярь,добры
681,schlecht::A,кальдяв,кепскі
682,richtig::A,виде,правільны
683,schlimm::A,кальдяв,агідны
684,wahr::A,афкуксонь,сапраўдны
685,alt::A,ташта,стары
686,neu::A,од,новы
687,ehemalig::A,и́нгольдень,былы
688,alt[Lebewesen]::A,сире,стары
689,jung::A,од,малады
690,arm::A,а́шу,бедны
691,reich::A,козя,багаты
692,bekannt::A,содаф,знаёмы
693,berühmt::A,содавикс,славуты
694,fremd::A,лия,чужы
695,fremd::A,аф содаф,чужы
696,verschieden::A,аф фкя ла́цонь,розны
697,nah::A,мала,блізкі
698,nah::A,аф ичкоздень,блізкі
699,fern::A,и́чкоздень,далёкі
700,fern::A,куна́рдонь,далёкі
701,linker::A,кержи,левы
702,rechter::A,види,правы
703,anderer::A,лия,іншы
704,anderer::A,лия,другі
705,erster::A,васенце,першы
706,zweiter::A,омбоце,другі
707,dritter::A,колмоце,трэці
708,letzter::A,ме́кольце,апошні
709,allein::ADV,ськамонза,сам
710,allein::ADV,ськамонза,адзін
711,auf einmal::ADV,вихцок,адразу
712,zusammen::ADV,марс,разам
713,zusammen::ADV,ма́рса,разам
714,lange::ADV,кува́тьс,доўга
715,plötzlich::ADV,а́пак учт,раптам
716,sofort::ADV,тяникиге,зараз
717,später::ADV,ме́ле,пазней
718,jetzt::ADV,тяни,цяпер
719,heute::ADV,тячи,сёння
720,morgen::ADV,ва́нды,заўтра
721,bald::ADV,курок,хутка
722,bald::ADV,курок,неўзабаве
723,dann::ADV,меле,потым
724,dann::ADV,сяда меле,потым
725,gestern::ADV,ися́к,учора
726,einst::ADV,весть,аднойчы
727,einst::ADV,мзя́рда-бди,аднойчы
728,damals::ADV,эста,тады
729,danach::ADV,меле,затым
730,vorher::ADV,инголи,раней
731,zuerst::ADV,ва́сенда,спярша
732,zuerst::ADV,ва́сенда,спачатку
733,einmal::ADV,весть,адзін раз
734,manchmal::ADV,лия́ста,часам
735,manchmal::ADV,ко́ста-ко́ста,часам
736,oft::ADV,си́деста,часта
737,immer::ADV,фалу,заўсёды
738,immer::ADV,най,заўсёды
739,niemals::ADV,аф мзя́рдонга,ніколі
740,hier::ADV,тяса,тут
741,hierhin::ADV,сей,сюды
742,hierhin::ADV,тяза,сюды
743,von hier::ADV,тя́ста,адсюль
744,von hier::ADV,тя́ста,адгэтуль
745,dort::ADV,тоса,там
746,dorthin::ADV,тов,туды
747,dorthin::ADV,тоза,туды
748,geradeaus::ADV,ви́деста,прама
749,vorwärts::ADV,и́нголи,наперад
750,rückwärts::ADV,ме́ки,назад
751,zurück::ADV,ме́ки,назад
752,unten::ADV,ала,унізе
753,hinab::ADV,алу,уніз
754,oben::ADV,вяре,угары
755,oben::ADV,вяре,наверсе
756,hinauf::ADV,вяри,угару
757,überall::ADV,се́мбе ва́стова,усюды
758,nicht::ADV,аф,не
759,ein wenig::ADV,аф лама,трошкі
760,kaum::ADV,а́ньцек,ледзьве
761,sehr::ADV,пяк,вельмі
762,so::ADV,ста́не,так
763,noch::ADV,нинге,яшчэ
764,nur::ADV,аньцек,толькі
765,schon::ADV,ни,ужо
766,wieder::ADV,та́га,зноў
767,vergebens::ADV,стак,дарма
768,vergebens::ADV,стак,дарэмна
769,vor::PRP,инголе,перад
770,hinter::PRP,фтала,за
771,hinter::PRP,фтала,ззаду
772,hinter::PRP,мельге,за
773,hinter::PRP,мельге,ззаду
774,unter::PRP,ала,пад
775,durch::PRP,пачк,праз
776,neben::PRP,ваксса,каля
777,zwischen::PRP,ёткса,між
778,zwischen::PRP,ёткса,паміж
779,wegen::PRP,сюнеда,з-за
780,dies::PRN,тя,гэта
781,das::PRN,ся,тое
782,das::PRN,тона,тое
783,alles::PRN,сембе,усё
784,ich::PRN,мон,я
785,du::PRN,тон,ты
786,er::PRN,сон,ён
787,wir::PRN,минь,мы
788,ihr::PRN,тинь,вы
789,sie::PRN,синь,яны
790,was::FPRN,мезе,што
791,wer::FPRN,кие,хто
792,wo::FADV,коса,дзе
793,wohin::FADV,ков,куды
794,wohin::FADV,коза,куды
795,wie::FADV,ко́да,як
796,warum::FADV,мес,чаму
