,Concept_ID,kn,ta
505,heiß::A,ಬಿಸಿ,சூடான
506,warm::A,ಬಿಸಿ,இதமான
507,kalt::A,ತಣ್ಣನೆಯ,குளிர்ச்சியான
508,kühl::A,ತಂಪಾದ,குளிர்ச்சியான
509,frisch::A,ನಿರ್ಮಲ,சுத்தமான
510,feucht::A,ಒದ್ದೆಯಾದ,ஈரமான
511,nass::A,ಒದ್ದೆಯಾದ,ஈரமான
512,trocken::A,ಶುಷ್ಕ,உலர்ந்த
513,voll::A,ತುಂಬಿದ,நிரம்பிய
514,leer::A,ಖಾಲಿ,காலியான
515,offen::A,ಮುಚ್ಚಲ್ಲದ,திறந்த
516,geschlossen::A,ಮುಚ್ಚಿದ,மூடப்பட்ட
517,sauber::A,ಶುದ್ಧ,சுத்தமான
518,schmutzig::A,ಅಶುದ್ಧ,அழக்கான
519,roh::A,ಹಸಿ,கச்சா
520,reif::A,ಹಣ್ಣಾದ,பழுத்த
521,lecker::A,ಗುಚಿಕರ,சுவைமிக்க
522,süß::A,ಸಿಹಿ,இனிப்பான
523,bitter::A,ಕಹಿ,கசப்பான
524,sauer::A,ಹುಳಿಯಾದ,புளிப்பாக
525,hell::A,ಹೊಳೆಯುವ,பளபளப்பான
526,dunkel::A,ಮಬ್ಬಾದ,கருமையான
527,schwarz::A,ಕಪ್ಪು,கருப்பு வண்ண
528,weiß::A,ಬಿಳಿಯ,வெண்மையன
529,rot::A,ಕೆಂಪು,சிவப்பு
530,gelb::A,ಹಳದಯ,மஞ்சள் வண்ணம்
531,blau::A,ನೀಲ,நீல வண்ண
532,grün::A,ಕಾಯಾದ,பச்சை வண்ண
533,grau::A,ಬೂದುಬಣ್ಣದ,சாம்பல் நிற
534,bunt::A,ವರ್ಣರಂಜಿತ,வண்ண மயமான
535,billig::A,ಅಗ್ಗ,மலிவான
536,teuer::A,ದುಬಾರಿಯಾದ,விலை அதிகமான
537,wertvoll::A,ಅಮೂಲ್ಯ,மதிப்புள்ள
538,blind::A,ಅಂಧ,பார்வையற்ற
539,taub::A,ಕಿವುಡಾದ,செவிடான
540,kräftig::A,ಪ್ರಬಲ,வலிமையான
541,stark::A,ಶಕ್ತಿವಂತ,பலமான
542,schwach::A,ದುರ್ಬಲ,பலவீனமான
543,fett::A,ಕೊಬ್ಬಿದ,பருமனாக
544,schlank::A,ತೆಳ್ಳಗಿನ,ஒல்லியான
545,hübsch::A,ಅಂದವಾದ,அழகிய
546,böse::A,ಕೆಟ್ಟ,கேடு விளைவிக்கும்
547,dumm::A,ಮಂದ,முட்டாள்தனமான
548,faul::A,ಆಲಸ,சோம்பலான
549,fleißig::A,ಕಡಗುವ,ஊக்கந்தளராத
550,geizig::A,ಜುಗ್ಗ,கஞேசத்தனமான
551,klug::A,ಚತುರ,சாதுரியமான
552,geschickt::A,ದಕ್ಷ,திறமையள்ள
553,lieb::A,ಪ್ರಿಯ,அன்புக்குரிய
554,lustig::A,ಖುಷಿಯಾದ,களிப்புமிக்க
555,sanft::A,ಸೌಮ್ಯ,சாதுவான
556,hungrig::A,ಹಸಿದ,பசியுடன்
557,krank::A,ಅಸ್ವಸ್ಥ,நோயுற்று
558,nackt::A,ನಗ್ನ,ஆடையற்ற
559,traurig::A,ದುಃಖಿತ,சோகமான
560,lebendig::A,ಜೀವಂತ,பிழைப்பு
561,gut::A,ಒಳ್ಳೆಯ,நல்ல
562,schlecht::A,ದುಷ್ಟ,கெட்ட
563,richtig::A,ಸರಿ,சரியான
564,schlimm::A,ಅಸಹ್ಯ,அருவருப்பான
565,wahr::A,ನಿಜ,உண்மையான
566,alt::A,ಮುದಿ,பழைய
567,neu::A,ಹೊಸ,புதிய
568,ehemalig::A,ಮಾಜೀ,முன்நாள்
569,alt[Lebewesen]::A,ವೃದ್ಧ,வயதான
570,jung::A,ಎಳ,இளமையான
571,arm::A,ಬಡ,ஏழ்மையான
572,reich::A,ಶ್ರೀಮಂತ,செல்வம் படைத்த
573,bekannt::A,ಅಪ್ತ,பழக்கப்பட்ட
574,berühmt::A,ಪ್ರಸಿದ್ಧ,புகழ்பெற்ற
575,fremd::A,ಪರಕೀಯ,அயல் நாட்டு
576,verschieden::A,ಬೇರೆ,வித்தியாசமான
577,nah::A,ಹತ್ತಿರವಾದ,பக்கத்தில் உள்ள
578,fern::A,ದೂರದ,தொலை தூரத்தில்
579,linker::A,ಎಡ,மீந்திருக்கும்
580,rechter::A,ಬಲ,வலதுபக்கம்
581,anderer::A,ಇತರ,மற்ற
582,erster::A,ಪ್ರಥಮ,முதனமையான
583,zweiter::A,ದ್ವಿತೀಯ,இரண்டாவது
584,dritter::A,ಮೂರನೆಯಜಗತ್ತು,மூன்றாவது
585,letzter::A,ಅಂತ್ಯ,கடைசி
586,allein::ADV,ಒಬ್ಬನೇ,தனியாக
587,auf einmal::ADV,ಒಡನೆ,தடீரென்று
588,zusammen::ADV,ಒಟ್ಟಿಗೆ,சேர்ந்து
589,lange::ADV,ದೀರ್ಘ,அதிக நோம்
590,plötzlich::ADV,ಅನಾಮತ್ತು,தடீரென்று
591,sofort::ADV,ಜಾಗ್ರತೆ,உடனடியாக
592,später::ADV,ತರುವಾಯ,பிறகு
593,jetzt::ADV,ಈಗ,இப்பொழது
594,heute::ADV,ಇಂದು,இன்று
595,morgen::ADV,ನಾಳೆ,நாளைக்கு
596,bald::ADV,ಬೇಗ,சீக்கிரம்
597,dann::ADV,ಆಗ,அப்பொழுது
598,gestern::ADV,ನಿನ್ನೆ,நேற்று
599,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,ஒரே முறை
600,damals::ADV,ಆಗ,அப்பொழுது
601,danach::ADV,ಆಮೇಲೆ,பிற்பாடு
602,vorher::ADV,ಮುಂಚೆ,முன்பாக
603,zuerst::ADV,ಮೊದಲಿಗೆ,முதலில்
604,einmal::ADV,ಒಮ್ಮೆ,ஒரே முறை
605,manchmal::ADV,ಆಗಾಗ,சில நேரங்களில்
606,oft::ADV,ಅನೇಕಸಲ,அடிக்கடி
607,immer::ADV,ಯಾವಾಗಲೂ,எப்பொழுதும்
608,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ஒருபோதும் இல்லை
609,hier::ADV,ಇಲ್ಲಿ,இங்கே
610,hierhin::ADV,ಇತ್ತ,இவ்விடத்திற்கு
611,von hier::ADV,ಇಲ್ಲಿಂದ,இனி
612,dort::ADV,ಅಲ್ಲಿ,அங்கே
613,dorthin::ADV,ಅಲ್ಲಿಗೆ,அவ்விடத்திற்கு
614,geradeaus::ADV,ಸೀದಾ,முன்னாலிருக்கும்
615,vorwärts::ADV,ಮುನ್ನೆಡೆವ,முன்புறமாக
616,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,பின்னோக்கி
617,zurück::ADV,ಹಿಂದಕ್ಕೆ,பின்பக்கம்
618,unten::ADV,ಕೆಳಗೆ,கீழாக
619,hinab::ADV,ಕೆಳಕ್ಕೆ,கீழ் நோக்கி
620,oben::ADV,ಮೇಲೆ,மேலே
621,hinauf::ADV,ಮೇಲಕ್ಕೆ,மேலே
622,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,எல்லா இடத்திலும்
623,nicht::ADV,ಇಲ್ಲ,இல்லை
624,nicht::ADV,ಅಲ್ಲ,இல்லை
625,ein wenig::ADV,ತುಸು,கொஞ்சம்
626,kaum::ADV,ಕಠಿನವಾಗಿ,அரிதாக
627,sehr::ADV,ಬಹು,மிக்க
628,so::ADV,ಅಷ್ಟು,மிகவும்
629,noch::ADV,ಇನ್ನು,இப்பொழுதும்
630,nur::ADV,ಕೇವಲ,மட்டும்
631,schon::ADV,ಆಗಲೇ,ஏற்கனவே
632,wieder::ADV,ಪುನಃ,மறுபடியும்
633,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,வீண்
634,vor::PRP,ಮುಂದೆ,முன்
635,hinter::PRP,ಹಿಂದ,பின்பக்கம்
636,unter::PRP,ಕೆಳ,கீழே
637,durch::PRP,ನೇರವಾಗಿ,ஊடே
638,neben::PRP,ಅಧರ ಬಲಿಕ,அடுத்து
639,zwischen::PRP,ನಡುವೆ,இடையில்
640,wegen::PRP,ಅಧಕ್ಕಗಿ,ஏனெனில்
641,dies::PRN,ಈ,இது
642,das::PRN,ಅದು,அது
643,alles::PRN,ಎಲ್ಲ,ஒவ்வொன்றும்
644,ich::PRN,ನಾನು,நான்
645,du::PRN,ನೀನು,நீ
646,er::PRN,ಅವನು,அவன்
647,er::PRN,ಇವನು,அவன்
648,wir::PRN,ನಾವು,நாம்
649,wir::PRN,ನಾವು,நாங்கள்
650,ihr::PRN,ನೀವು,நீங்கள்
651,sie::PRN,ಅವರು,அவர்கள்
652,was::FPRN,ಏನು,என்ன
653,wer::FPRN,ಯಾರಿಗೆ,யார்
654,wo::FADV,ಎಲ್ಲಿ,எங்கே
655,wohin::FADV,ಎಲ್ಲಿಗೆ,எதற்கு
656,wie::FADV,ಹೇಗೆ,எப்படி
657,warum::FADV,ಏಕೆ,ஏன்
658,wieviel::FNUM,ಎಷ್ಟು,எவ்வளவு
659,eins::NUM,ಒಂದು,ஒன்று
660,zwei::NUM,ಎರಡು,இரண்டு
661,drei::NUM,ಮೂರು,மூன்று
662,vier::NUM,ನಾಲ್ಕು,நான்கு
663,fünf::NUM,ಅಯ್ದು,ஐந்து
664,sechs::NUM,ಆರು,ஆறு
665,sieben::NUM,ಏಳು,ஏழு
666,acht::NUM,ಎಂಟು,எட்டு
667,neun::NUM,ಒಂಭಬತ್ತು,ஒன்பது
668,zehn::NUM,ಹತ್ತು,பத்து
669,elf::NUM,ಹನ್ನೊಂದು,பதினொன்று
670,zwölf::NUM,ಹನ್ನೆರಡು,பன்னிரண்டு
671,zwanzig::NUM,ಇಪ್ಪತ್ತು,இருபது
672,dreißig::NUM,ಮೂವತ್ತು,முப்பது
673,vierzig::NUM,ನಲವತ್ತು,நாற்பது
674,fünfzig::NUM,ಐವತ್ತು,ஐமபது
675,sechzig::NUM,ಅರುವತ್ತು,அறுபது
676,siebzig::NUM,ಎಪ್ಪತ್ತು,எழுபது
677,achtzig::NUM,ಎಂಬತ್ತು,எண்பது
678,neunzig::NUM,ತೊಂಬತ್ತು,தொன்னூறு
679,hundert::NUM,ನೂರು,நூறு
680,tausend::NUM,ಸಾವಿರ,ஆயிரம்
681,und::CNJ,ಮತ್ತು,மற்றும்
682,oder::CNJ,ಅಥವಾ,அல்லது
683,stehen::V,ನಿಲ್ಲು,நில்
684,sitzen::V,ಕುಳ್ಳಿರು,உட்கார்
685,liegen::V,ಮಲಗಿಕೊ,படு
686,hängen::V,ಇಳಿಯಬಿಡು,தொங்கச் செய்
687,werden::V,ಆಗು,ஆகு
688,passieren::V,ಆಗು,நிகழ்
689,beginnen::V,ಆರಂಭಿಸು,ஆரம்பி
690,enden::V,ಕೊನೆಗಾಣು,முடி
691,wechseln::V,ಮಾರ್ಪಡಿಸು,மாற்று
692,aufgehen[Sonne]::V,ಮೂಡು,உயர எழு
693,untergehen[Sonne]::V,ಮುಳುಗು,பொறுத்து
694,scheinen[Sonne]::V,ಹೊಳೆ,பிரகாசி
695,donnern::V,ಗುಡುಗಾಗು,இடி
696,wehen::V,ತೀಡು,வீசு
697,strömen::V,ಹರಿ,பாயதல்
698,fließen::V,ಹರಿ,நீரோட்டம் போக்கில் போ
699,sich drehen::V,ಸುತ್ತು,சுழல்
700,schwanken::V,ಓಲಾಡು,தள்ளாடு
701,schwingen::V,ತೂಗು,ஆடு
702,fallen::V,ಉದುರು,விழு
703,brennen::V,ಉರಿ,எரி
704,rauchen::V,ಹೊಗೆಬಿಡು,பகை பிடி
705,regnen::V,ಸುರಿ,மழை பெய்
706,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,உறைந்துவிடு
707,tauen::V,ಬೆಚ್ಚಗಾಗು,உருகு
708,schmelzen::V,ಕರಗು,உருகு
709,trocknen::V,ಒಣಗು,உலர்த்து
710,sieden::V,ಕುದಿ,கொதிக்க வை
711,faulen::V,ಕೊಳೆ,அழுகச் செய்
712,verfaulen::V,ನಶಿಸು,அழுகச் செய்
713,reißen::V,ಒಡೆ,திடீரென அறு
714,versinken::V,ಮುಳುಗು,மூழ்கு
715,vergehen::V,ಸಾಗು,கடந்துசெல்
716,erscheinen::V,ತೋರು,தோன்றச்
717,verschwinden::V,ಮಾಯವಾಗು,மறைந்து போ
718,sinken::V,ಕುಸಿ,பதைவுறு
719,abnehmen::V,ತಗ್ಗು,குறை
720,zunehmen::V,ಬೆಳೆ,உயர்த்து
721,steigen::V,ಉಬ್ಬು,உயர எழு
722,wachsen::V,ಬೆಳೆ,வளர்
723,glänzen::V,ಮಿರುಗು,மிளிர்
724,funkeln::V,ಮಿನುಗು,பிரகாசி
725,lärmen::V,ಶಬ್ದ ಮಾಡಲು,கொம்பு
726,läuten::V,ಬಾರಿಸು,மணியொலியிசை
727,klingeln::V,ಅನುರಣಿಸು,மணி அடி
728,klirren::V,ಕಿಣಿಕಿಣಿಸು,கிலுங்கு
729,brausen::V,ಅಬ್ಬರಿಸು,இரைதல்
730,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,சலசலப்பு
731,klingen::V,ಉಸಿರು,சிலம்புதல்
732,bellen::V,ಬಗುಳು,குரை
733,heulen::V,ಅರಚು,ஊளையிடு
734,blasen::V,ಗಾಳಿ ಊದು,ஊது
735,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,சீழ்க்கை எழப்பு
736,schreien::V,ಕರೆ,கூச்சலிடு
737,stöhnen::V,ನರಳು,வேதனை
738,zittern::V,ನಡುಗು,நடுங்கு
739,leben::V,ಇರು,உயிருடனிரு
740,geboren werden::V,ಉಂಟಾಗು,பிற
741,atmen::V,ಉಸಿರು,சுவாசி
742,trinken::V,ಕುಡಿ,குடி
743,essen::V,ತಿನ್ನು,சாப்பிடு
744,schlucken::V,ನುಂಗು,முழுங்கு
745,müde werden::V,ಬಳಲು,கையயர்தல்
746,einschlafen::V,ನಿದ್ಧೆಹೋಗು,தூங்க
747,schlafen::V,ನಿದ್ರಿಸು,தூங்கு
748,aufwachen::V,ಏಳು,எழுப்பு
749,aufstehen::V,ಏಳು,எழுந்திரு
750,sich erholen::V,ಸುಧಾರಿಸು,இளைப்பாறு
751,krank werden::V,ಬೇನೆಬೀಳು,விழுதல்
752,krank sein::V,ಕೆಟ್ಟ ಎಂದು,நருக்கலாயிருக்க
753,schmerzen::V,ಕಚ್ಚು,நோவுறு
754,husten::V,ಕೆಮ್ಮು,இருமு
755,genesen::V,ಮತ್ತೆಹೊದಿಸು,குணம் அடை
756,sterben::V,ಮೃತಪಡು,மரணமடை
757,umkommen::V,ಹಾಳಾಗು,நசி
758,sich bewegen::V,ಚಲಿಸು,நகர்த்து
759,sich rühren::V,ಕದಲು,அசை
760,sich erheben::V,ಏಳು,எழுந்து நில்
761,sich setzen::V,ಕೂರು,உட்கார்
762,hinfallen::V,ಬೀಳು,விழு
763,laufen::V,ನಡೆ,நட
764,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,கவடுவைத்தல்
765,spazierengehen::V,ವಿಹರಿಸು,உலவு
766,eilen::V,ಮುನ್ನುಗ್ಗು,விரைந்து
767,sich beeilen::V,ಆತುರಪಡು,அவசரப்படுத்து
768,sausen::V,ಒಗೆ,விரைந்து செல்
769,rennen::V,ಓಡು,ஓடு
770,springen::V,ಜಿಗಿ,குதி
771,klettern::V,ಏರು,ஏறு
772,schaukeln::V,ತೂಗು,தள்ளாடு
773,kriechen::V,ತೆವಳು,மெதுவாக நடந்து செல்
774,schwimmen::V,ಈಜು,நீந்து
775,tauchen::V,ಕೆಳಗಿಳಿ,மூழ்கி நீச்சலடி
776,rudern::V,ಸಾಗಿಸು,துடுப்புப் போடு
777,fahren::V,ನಡೆಸು,ஓட்டு
778,fliegen::V,ಹಾರು,பற
779,gehen::V,ಹೋಗು,போ
780,weggehen::V,ಹೊರಡು,விலகிச் செல்
781,abfahren::V,ತೆರಳು,புறப்பட்டுச் செல்
782,anhalten::V,ನಿಲ್ಲು,நின்றுவிடு
783,hineingehen::V,ಒಳಹೊಗು,மறையச் செய்
784,eintreten::V,ಒಳಹೊಗು,நுழை
785,kommen::V,ಬರು,வா
786,ankommen::V,ಬರು,வநது சேர்
787,zurückkommen::V,ಹಿಂದಿರುಗು,திரும்பி வா
788,bleiben::V,ಇರು,இரு
789,warten::V,ಇರು,தாமதி
790,erwarten::V,ನಿರೀಕ್ಷಿಸು,எதிர்நோக்கு
791,suchen::V,ಹುಡುಕು,தேடு
792,finden::V,ಕಂಡುಕೊ,கண்டுபிடி
793,versuchen::V,ಪ್ರಯತ್ನಿಸು,முயற்சி செய்
794,vorbereiten::V,ಸಿದ್ಧವಾಗು,ஆயத்தம் செய்
795,lieben::V,ಪ್ರೀತಿಸು,அன்பு செலுத்து
796,mögen::V,ಇಷ್ಟಪಡು,விரும்பு
797,lachen::V,ನಗು,சிரி
798,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,இதயத்தைத் தொடு
799,weinen::V,ಅಳು,அழு
800,schimpfen::V,ಗೊಣಗು,சாபமிடு
801,sich ärgern::V,ಗಣಗಾಡು,கோப்பபடு
802,sich fürchten::V,ನಡುಗು,பயப்படு
803,fürchten::V,ಹೆದರು,பயப்படுத்து
804,fliehen::V,ಓಡಿಹೋಗು,ஓடு
805,flüchten::V,ಪಾರಾಗು,தப்பிவிடு
806,sehen::V,ಕಾಣು,பார்
807,anschauen::V,ನೋಡು,கூர்ந்து கவனி
808,ansehen::V,ನಿರೀಕ್ಷಿಸು,கவனி
809,hören::V,ಕೇಳು,கேள்
810,zuhören::V,ಆಲಿಸು,சுவைத்துப் பார்
811,probieren::V,ರುಚಿ ನೋಡು,ருசி
812,riechen::V,ಮೂಸು,முகர்ந்து பார்
813,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,தொட்டுணர்
814,scheinen::V,ತೋರು,காணப்படு
815,zu sehen sein::V,ಕಾಣಿಸು,தோன்றுதல்
816,vernehmen::V,ಕೇಳು,கேள்
817,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,குதுகுதுகு
818,tun::V,ಮಾಡು,செய்
819,können::V,ಮಾಡಬಲ್ಲ,இயல்வது
820,wollen::V,ಬಯಸು,விரும்பு
821,anfangen::V,ಪ್ರಾರಂಭಿಸು,தொடங்கு
822,beenden::V,ನಿಲ್ಲಿಸು,முடி
823,aufhören::V,ಮುಗಿಸು,நிறுத்து
824,gelingen::V,ಯಶಸ್ವಿಯಾಗು,வெற்றி
825,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,ஏற்படுத்து
826,öffnen::V,ತೆರೆ,திற
827,schließen::V,ಮುಚ್ಚು,மூடு
828,stellen::V,ಇಕ್ಕು,வை
829,setzen::V,ಇಡು,வை
830,legen::V,ಇಡು,பரப்பி வை
831,berühren::V,ತಾಕು,பதி
832,verbinden::V,ಕೂಡಿಸು,சேர்
833,bedecken::V,ಮುಚ್ಚು,உறைபோடு
834,aufhängen::V,ತೂಗುಹಾಕು,தொங்கவிடு
835,anzünden::V,ಹತ್ತಿಸು,எரியூட்டு
836,aufheben::V,ಆಯಿ,பொறுக்கி எடு
837,zurücklassen::V,ಬಿಡು,விட்டுச் செல்
838,verlieren::V,ಕಳೆ,இழ
839,fallen lassen::V,ಬೀಳಿಸು,அளவில் குறைவு
840,machen::V,ಮಾಡು,தயார்செய்
841,herstellen::V,ತಯಾರಿಸು,உற்பத்தி செய்
842,bauen::V,ಕಟ್ಟು,கட்டு
843,reparieren::V,ಸರಿಪಡಿಸು,பழுது பார்
844,verbessern::V,ತಿದ್ದು,மேம்படுத்து
845,ändern::V,ಬದಲಾಯಿಸು,மாற்றி அமை
846,graben::V,ಅಗೆ,குழி வெட்டு
847,beugen::V,ಬಗ್ಗಿಸು,வனை
848,biegen::V,ಬಗ್ಗಿಸು,வனை
849,drehen::V,ತಿರುಗು,சுழல்
850,wenden::V,ತಿರುಗು,குடைகவிழு
851,umdrehen::V,ತಿರುಗಿಸು,சுற்றும் முற்றும் பார்
852,heben::V,ಎತ್ತು,தூக்கு
853,hochheben::V,ಎತ್ತು,தூக்கு
854,ergreifen::V,ಆಕ್ರಮಿಸು,பறி
855,halten::V,ಹಿಡಿ,பிடித்துக் கொள்
856,drücken::V,ಒತ್ತು,அழுத்து
857,schieben::V,ನೂಕು,தள்ளு
858,kratzen::V,ತರಚಿಕೊಳ್ಳು,கீறு
859,lecken::V,ನೆಕ್ಕು,நக்கு
860,beißen::V,ಕಚ್ಚು,கடி
861,abreißen::V,ಹರಿ,கிழி
862,abschneiden::V,ಕತ್ತರಿಸು,வெட்டி எடு
863,binden::V,ಕಟ್ಟು,கட்டு
864,stecken::V,ಸಿಕ್ಕಿಸು,பதிய வை
865,brechen::V,ಮುರಿ,உடை
866,klopfen::V,ತಟ್ಟು,தட்டு
867,hauen::V,ಹೊಡೆ,அடி
868,kleben::V,ಅಂಟಿಸು,ஒட்டு
869,reiben::V,ಉಜ್ಜು,தேய்
870,streichen::V,ಹರಡು,பரவச்செய்
871,schleifen::V,ಮಸೆ,அரை
872,schneiden::V,ಕತ್ತರಿಸು,துண்டாக்கு
873,rütteln::V,ಕುಲುಕಿಸು,மெல்ல தள்ளு
874,schütteln::V,ಅಲುಗಿಸು,குலுக்கு
875,schwenken::V,ತೂಗಾಡು,ஊஞ்சலாடு
876,schütten::V,ಎರೆ,ஊற்று
877,füllen::V,ತುಂಬಿಸು,நிரப்பு
878,einwickeln::V,ಹೊದಿಸು,சுற்று
879,tragen::V,ಹೊರು,எடுத்துச் செல்
880,schleppen::V,ಜಗ್ಗು,இழுத்துச் செல்
881,ziehen::V,ಎಳೆ,இழு
882,aufbewahren::V,ಇಟ್ಟುಕೊ,வைத்துக் கொள்
883,werfen::V,ಎಸೆ,வீசி எறி
884,fangen::V,ಹಿಡಿ,பிடி
885,packen::V,ಸೆಳೆ,பிடித்துக்கொள்
886,verstecken::V,ಮುಚ್ಚಿಡು,மறை
887,teilen::V,ವಿಭಜಿಸು,பாகங்களாகப் பிரி
888,schicken::V,ಕಳುಹಿಸು,அனுப்பு
889,bringen::V,ತರು,கொண்டு வா
890,hinzufügen::V,ಕೂಡಿಸು,சேர்
891,bekommen::V,ಸಂಪಾದಿಸು,பெறு
892,erhalten::V,ಪಡೆ,பெறு
893,nehmen::V,ಹಿಡಿ,எடு
894,wählen::V,ಆರಿಸು,தேர்ந்தெடு
895,auswählen::V,ಆಯಿ,தேர்ல்தெடு
896,bewahren::V,ರಕ್ಷಿಸಿಡು,கெடாது பேணு
897,behindern::V,ಅಡ್ಡಿಮಾಡು,தடங்கல் செய்
898,verderben::V,ಕೆಡಿಸು,நாசமாக்கு
899,beschädigen::V,ಹಾಳುಮಾಡು,சேதப்படுத்து
900,zerbrechen::V,ಮುರಿ,உடை
901,zerreißen::V,ಸೀಳು,கிழி
902,zerstören::V,ಅಳಿಸು,அழி
903,verbrennen::V,ಸುಡು,எரியூட்டு
904,geben::V,ಕೊಡು,கொடு
905,reichen::V,ಕೊಡು,வழங்கு
906,schenken::V,ಅರ್ಪಿಸು,மொயத்தல்
907,versprechen::V,ವಾಗ್ದಾನಮಾಡು,உறுதியளி
908,wünschen::V,ಬಯಸು,ஆசைப்படு
909,loben::V,ಹೊಗಳು,புகழ்ச்சி கூறு
910,küssen::V,ಚುಂಬಿಸು,முத்தமிடு
911,wiegen::V,ತೂಗು,ஆட்டுத்தல்
912,zudecken::V,ಹಾಸು,உறைபோடு
913,wecken::V,ಎಬ್ಬಿಸು,எழுப்பு
914,zeigen::V,ತೋರಿಸು,காட்டு
915,führen::V,ದಾರಿತೋರಿಸು,வழிகாட்டி
916,lehren::V,ಕಲಿಸು,சொல்லிக் கொடு
917,unterrichten::V,ಬೋಧಿಸು,அறிவுரை கூறு
918,aufziehen::V,ಸಲಹು,வளர்
919,leiten::V,ಮುಂದಾಳಾಗಿರು ,அழைத்துச் செல்
920,antreiben::V,ಓಡಿಸು,தூண்டு
921,lassen::V,ಮಾಡಲುಬಿಡು,விடு
922,einladen::V,ಆಹ್ವಾನಿಸು,அழை
923,vereinigen::V,ಒಂದಾಗು,ஒன்றாகச் சேர்
924,besuchen::V,ಭೇಟಿಯಾಗು,வருகை புரி
925,treffen::V,ಸಂಧಿಸು,சந்தி
926,sich versammeln::V,ನೆರೆ,தொகுப்பு
927,spielen::V,ಆಡು,விளையாடு
928,singen::V,ಹಾಡು,பாடு
929,tanzen::V,ಕುಣಿ,நடனமாடு
930,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,தனிப்படடுத்து
931,verlassen::V,ಕಳೆ,கைவிடு
932,retten::V,ರಕ್ಷಿಸು,காப்பாற்று
933,bewachen::V,ಕಾಪಾಡು,காவல் செய்
934,schützen::V,ಸಂರಕ್ಷಿಸು,பாதுகாப்பு செய்
935,verteidigen::V,ಕಾಪಿಡು,எதிர்த்து நில்
936,sich schlagen::V,ಕಿತ್ತಾಟ,பூசலிடு
937,schießen::V,ಎಸೆ,சுட்டுக் கொல்
938,siegen::V,ಗೆಲ್ಲು,வெற்றி பெறு
939,ärgern::V,ರೇಗಿಸು,எரிச்சலூட்டு
940,schlagen::V,ಹೊಡೆ,அடி
941,treten::V,ಒದೆ,உதை
942,stechen::V,ಚುಚ್ಚು,கொட்டு
943,stoßen::V,ತಳ್ಳು,நெருக்கு
944,stehlen::V,ಕದಿ,திருடு
945,stören::V,ಕತಕು,தொல்லைகொடு
946,belästigen::V,ತೊಂದರೆ,தொல்லை கொடு
947,verbergen::V,ಮರೆಮಾಜು,மறை
948,täuschen::V,ಠಕ್ಕಿಸು,ஏமாற்று
949,betrügen::V,ವಂಚಿಸು,ஏமாற்று
950,töten::V,ಕೊಲ್ಲು,கொல்
951,wohnen::V,ವಾಸಿಸು,தங்கியிரு
952,arbeiten::V,ಕೆಲಸ ಮಾಡು,வேலை செய்
953,sammeln::V,ಸಂಚಯಿಸು,ஒன்றுசேர்
954,pflücken::V,ಬಿಡಿಸು,கொய்து எடு
955,jagen::V,ಬೇಟೆಯಾಡು,வேட்டையாடு
956,fischen::V,ಮೀನು ಹಿಡಿ,மீன் பிடி
957,fassen::V,ಹಿಡಿ,பிடி
958,hüten::V,ಗುಂಪುಸೇರಿಸು,காவல் செய்
959,treiben::V,ದಬ್ಬು,ஓட்டு
960,anbinden::V,ಬಿಗಿ,கட்டு
961,füttern::V,ಮೇಯಿಸು,உணவளி
962,melken::V,ಹಾಲು ಕರೆ,பால் கற
963,hacken::V,ತುಂಡರಿಸು,வெட்டி எடு
964,gießen::V,ನೀರುಹಾಕು,நீர்ப் பாய்ச்சு
965,reifen::V,ಕಳಿ,பழு
966,zubereiten::V,ಅಡಿಗೆಮಾಡು,சமையல் செய்
967,kochen::V,ಅಡು,வேகவை
968,backen::V,ಬೇಯಿಸು,வெப்பத்தில் வாட்டு
969,braten::V,ಕರಿ,பொரியச் செய்
970,umrühren::V,ಕಲಕು,கலக்கு
971,stricken::V,ಹೆಣೆ,பின்னியிழை
972,nähen::V,ಹೊಲಿ,தையல் வேலை செய்
973,färben::V,ಬಣ್ಣ ಹತ್ತು,வண்ணம் பெறச் செய்
974,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,சுத்தம் செய்
975,waschen::V,ತೊಳೆ,கழுவு
976,abwischen::V,ಒರಸು,துடை
977,spülen::V,ಗಲಬರಿಸು,அலசு
978,fegen::V,ಗುಡಿಸು,பெறுக்கு
979,kehren::V,ಗುಡಿಸು,பெறுக்கு
980,baden::V,ಸ್ನಾನಮಾಡು,குளி
981,sich waschen::V,ತೊಳೆ,கழுவு
