,Concept_ID,lbe,ro
92,Schnee::N,марххала,zăpadă
93,Eis::N,микӏ,gheață
94,Frost::N,дяркъу,ger
95,Frost::N,замгьар,ger
96,Kälte::N,дяркъу,frig
97,Hitze::N,кӏиришиву,arșiță
98,Hitze::N,кӏиришиву,căldură
99,Raureif::N,сил,chiciură
100,Raureif::N,бурса,chiciură
101,Regenbogen::N,ссурул ккуртта,curcubeu
102,Donner::N,къув,tunet
103,Strömung::N,экьинанаву,curent
104,Tropfen::N,кӏунтӏ,picătură
105,Schaum::N,хьама,spumă
106,Schmutz::N,кьяркьи,murdărie
107,See::N,бяр,lac
108,Sumpf::N,кунцӏа,mlaștină
109,Wiese::N,кьан,fânaț
110,Wiese::N,кьан,livadă
111,Wald::N,вацӏа,codru
112,Wald::N,вацӏа,pădure
113,Hügel::N,бакӏу,deal
114,Hügel::N,бакӏу,movilă
115,Berg::N,зунтту,munte
116,Gipfel::N,мицӏ,pisc
117,Höhle::N,нух,peșteră
118,Abhang::N,сун,pantă
119,Abhang::N,сун,versant
120,Quelle::N,дайдихьу,izvor
121,Quelle::N,бакӏ,izvor
122,Bach::N,чӏрир нех,gârlă
123,Fluss::N,нех,râu
124,Fluss::N,нех,fluviu
125,Ufer::N,зума,mal
126,Ufer::N,зума,țărm
127,Küste::N,зумаинхалу,coastă
128,Küste::N,зуманицӏалу,coastă
129,Festland::N,кьири,uscat
130,Meer::N,хьхьири,mare
131,Insel::N,жазира,insulă
132,Blume::N,тӏутӏи,floare
133,Gras::N,уртту,iarbă
134,Wurzel::N,мархха,rădăcină
135,Baum::N,мурхь,copac
136,Baum::N,мурхь,arbore
137,Stamm::N,ттарцӏ,tulpină
138,Rinde::N,ккамара,scoarță
139,Ast::N,матӏи,cracă
140,Ast::N,матӏи,creangă
141,Zweig::N,къяртта,ramură
142,Zweig::N,къяртта,creangă
143,Blatt::N,чӏапӏи,frunză
144,Birke::N,кӏялахӏи,mesteacăn
145,Birke::N,кӏялахӏилул мурхь,mesteacăn
146,Kiefer[Baum]::N,ттар,pin
147,Kiefer[Baum]::N,ттарлил мурхь,pin
148,Weide[Baum]::N,щавщи,salcie
149,Weide[Baum]::N,щавщи,răchită
150,Tanne::N,ттарлил мурхь,brad
151,Horn::N,хъи,corn
152,Feder::N,лелуххул тӏиму,pană
153,Fell::N,бурчу,piele
154,Flügel::N,хъа,aripă
155,Flügel::N,ххурупӏайрал тӏиму,aripă
156,Klaue::N,михь,gheară
157,Kralle::N,ххяппа,labă
158,Kralle::N,ххяппа,gheară
159,Schwanz::N,магъ,coadă
160,Ei::N,ккунук,ou
161,Nest::N,кюру,cuib
162,Bau::N,цукъуккутӏ,bârlog
163,Bau::N,цукъуккутӏ,vizuină
164,Tier::N,хӏайван,animal
165,Herde::N,газу,turmă
166,Herde::N,газу,cireadă
167,Kuh::N,оьл,vacă
168,Bulle::N,ниц,taur
169,Pferd::N,чу,cal
170,Schaf::N,тта,oaie
171,Schwein::N,дунгъуз,porc
172,Hund::N,ккаччи,câine
173,Katze::N,ччиту,pisică
174,Bär::N,цуша,urs
175,Eichhörnchen::N,бюрхттукку,veveriță
176,Elch::N,ниц-бюрин,elan
177,Fuchs::N,цулчӏа,vulpe
178,Fuchs::N,куча цулчӏа,vulpe
179,Hase::N,бюрх,iepure
180,Maus::N,кӏулу,șoarece
181,Wolf::N,барцӏ,lup
182,Vogel::N,лелуххи,pasăre
183,Schwarm::N,гьухъала,cârd
184,Huhn::N,аьнакӏи,găină
185,Hahn::N,ажари,cocoș
186,Gans::N,къаз,gâscă
187,Adler::N,барзу,vultur
188,Ente::N,урдак,rață
189,Eule::N,ису,bufniță
190,Eule::N,ччиккумяв,bufniță
191,Kranich::N,кьурукь,cocor
192,Krähe::N,хъатӏу,cioară
193,Kuckuck::N,ччикку,cuc
194,Schwan::N,урттил къаз,lebădă
195,Fisch::N,чавахъ,pește
196,Schlange[Tier]::N,шатта,șarpe
197,Wurm::N,кьюнукьай шатта,vierme
198,Spinne::N,ххялцу,păianjen
199,Ameise::N,митӏикьукьу,furnică
200,Mücke::N,мичӏак,țânțar
201,Fliege::N,зимиз,muscă
202,Schmetterling::N,чӏимучӏали,fluture
203,Beere::N,хӏаллил ахъулсса,boabă
204,Apfel::N,гьивч,măr
205,Pilz::N,ттуккул иис,burete
206,Pilz::N,ттуккул иис,ciupercă
207,Zwiebel::N,лаччул чсмусул бакӏ,ceapă
208,Saat::N,гьанна,semănătură
209,Korn::N,къама,grâu
210,Heu::N,ххулув,fân
211,Schale::N,ккиртту,coajă
212,Grube::N,кӏаланг,groapă
213,Falle::N,къатӏа,cursă
214,Falle::N,къатӏа,capcană
215,Schlinge::N,хӏатӏ,laț
216,Spur::N,ша,dâră
217,Asche::N,лах,cenușă
218,Dreck::N,кьяркьи,noroi
219,Dreck::N,кьяркьи,murdărie
220,Dreck::N,венп,noroi
221,Dreck::N,венп,murdărie
222,Eisen::N,мах,fier
223,Gold::N,муси,aur
224,Silber::N,арцу,argint
225,Kohle::N,кӏалаш,cărbune
226,Kohle::N,хъуручӏ,cărbune
227,Glas::N,пюрун,sticlă
228,Lehm::N,сина аьрщи,lut
229,Lehm::N,сина аьрщи,humă
230,Sand::N,къун,nisip
231,Mensch::N,инсан,om
232,Mensch::N,инсан,persoană
233,Mann::N,чув,om
234,Mann::N,чув,bărbat
235,Mann::N,адимина,om
236,Mann::N,адимина,bărbat
237,Frau::N,щарсса,femeie
238,Frau::N,хъамитайпа,femeie
239,Kind::N,чӏиви оьрчӏ,copil
240,Junge::N,оьрчӏ,băiat
241,Junge::N,оьрчӏ,flăcău
242,Junge::N,бурхьин оьрчӏ,băiat
243,Junge::N,бурхьин оьрчӏ,flăcău
244,Mädchen::N,душ,fată
245,Familie::N,кулпат,familie
246,Großvater::N,ттатта,bunic
247,Großvater::N,ттатта,tată mare
248,Großvater::N,ниттил ппу,bunic
249,Großvater::N,ниттил ппу,tată mare
250,Großmutter::N,буттал нину,bunică
251,Großmutter::N,буттал нину,mamă mare
252,Eltern::N,нину-ппу,părinți
253,Vater::N,ппу,tată
254,Vater::N,ппу,părinte
255,Mutter::N,нину,mamă
256,Sohn::N,арс,fiu
257,Sohn::N,арс,fecior
258,Tochter::N,душ,fiică
259,Bruder::N,уссу,frate
260,Schwester::N,ссу,soră
261,Onkel::N,буттауссу,unchi
262,Tante::N,буттал ссу,mătușă
263,Ehemann::N,лас,soț
264,Ehemann::N,лас,bărbat
265,Ehefrau::N,щар,soție
266,Ehefrau::N,щарсса,soție
267,Freude::N,шадшиву,bucurie
268,Freude::N,ххаришиву,bucurie
269,Gelächter::N,хъяхъаву,râset
270,Glück::N,талихӏ,fericire
271,Kummer::N,дард,mâhnire
272,Wunsch::N,мурад,dorință
273,Wunsch::N,мурад,deziderat
274,Lust::N,гьавас,poftă
275,Lust::N,гьавас,înclinare
276,Lust::N,ччаву,poftă
277,Lust::N,ччаву,înclinare
278,Geist::N,рухӏ,duh
279,Geist::N,рухӏ,minte
280,Geist::N,рухӏ,suflet
281,Gedanke::N,пикри,gând
282,Gedanke::N,пикри,cuget
283,Gedächtnis::N,дакӏний личӏаву,memorie
284,Verstand::N,аькьлу,minte
285,Verstand::N,аькьлу,intelect
286,Sinn::N,мяъна,sens
287,Sinn::N,мяъна,înțeles
288,Grund::N,багьана,cauză
289,Grund::N,багьана,pricină
290,Wahrheit::N,тӏайламур,adevăr
291,Wahrheit::N,хӏакьмур,adevăr
292,Gespräch::N,ихтилат,convorbire
293,Gespräch::N,ихтилат,conversație
294,Märchen::N,магьа,basm
295,Märchen::N,магьа,poveste
296,Erzählung::N,хавар,poveste
297,Nachricht::N,хавар,veste
298,Neuigkeit::N,хавар,noutate
299,Neuigkeit::N,хавар,actualitate
300,Name::N,цӏа,nume
301,Rätsel::N,ссигьа,ghicitoare
302,Rede::N,гъалгъа,discurs
303,Sprache::N,маз,limbă
304,Sprache::N,маз,limbaj
305,Stimme::N,чӏу,glas
306,Stimme::N,чӏукӏа,glas
307,Wort::N,махъ,cuvânt
308,Zeichen::N,лишан,semn
309,Zeichen::N,лишан,semnal
310,Lärm::N,чӏу,zgomot
311,Lärm::N,чӏу,tărăboi
312,Laut::N,чӏу,sunet
313,Ton::N,чӏу,ton
314,Lied::N,балай,cântec
315,Ruhe::N,дигьалагру,odihnă
316,Ruhe::N,дигьалагру,liniște
317,Leute::N,инсантал,lume
318,Leute::N,инсантал,oameni
319,Volk::N,ил,popor
320,Volk::N,ил,națiune
321,Volk::N,халкь,popor
322,Volk::N,халкь,națiune
323,Arbeit::N,заву,lucru
324,Gast::N,хъамаличу,musafir
325,Geschenk::N,бухчакарши,dar
326,Geschenk::N,бухчакарши,cadou
327,Geschenk::N,лажинккакку,dar
328,Geschenk::N,лажинккакку,cadou
329,Spiel::N,тӏуркӏу,joc
330,Gesellschaft::N,жямат,societate
331,Gesellschaft::N,ккуран,societate
332,Hilfe::N,кумаг,ajutor
333,Freund::N,дус,amic
334,Freund::N,дус,prieten
335,Kamerad::N,хӏаласу,tovarăș
336,Angelegenheit::N,иш,afacere
337,Anzahl::N,аьдад,număr
338,Anzahl::N,аьдад,cantitate
339,Art::N,жинс,fel
340,Art::N,жинс,specie
341,Stück::N,касак,bucată
342,Teil::N,бутӏа,parte
343,Teil::N,бутӏа,porție
344,Hälfte::N,дачӏи,jumătate
345,Kreis::N,кюрщан,cerc
346,Kreuz::N,ххач,cruce
347,Linie::N,щва,linie
348,Strich::N,щва,linie
349,Strich::N,щва,trăsătură
350,Abstand::N,манзил,distanță
351,Abstand::N,манзил,depărtare
352,Entfernung::N,манзил,distanță
353,Entfernung::N,манзил,depărtare
354,Gegend::N,кӏану,regiune
355,Ort::N,кӏану,loc
356,Seite::N,чул,latură
357,Seite::N,чулухалу,latură
358,Mitte::N,дя,centru
359,Gegenstand::N,зат,obiect
360,Sache::N,зат,lucru
361,Sache::N,зат,chestie
362,Rand::N,зума,bordură
363,Ecke::N,мурцӏу,colț
364,Spitze::N,мицӏ,vârf
365,Spitze::N,мицӏ,creștet
366,Ende::N,зума,capăt
367,Loch::N,ккутӏ,gaură
368,Winkel::N,мурцӏу,colț
369,Muster::N,накьич,desen
370,Länge::N,лахъишиву,lungime
371,Höhe::N,лахъшиву,înălțime
372,Gewicht::N,дуццин,greutate
373,Gewicht::N,кӏушиву,greutate
374,Haufen::N,бакӏу,grămadă
375,Reihe::N,кьюкьа,șir
376,Reihe::N,кьюкьа,rând
377,Boot::N,луткка,barcă
378,Boot::N,луткка,luntre
379,Ruder::N,весло,vâslă
380,Ruder::N,весло,lopată
381,Ruder::N,чӏатӏа,vâslă
382,Ruder::N,чӏатӏа,lopată
383,Schlitten::N,чана,sanie
384,Schlitten::N,санкка,sanie
385,Ski::N,лижарду,schi
386,Lagerfeuer::N,къавтӏн,foc de tabără
387,Last::N,гьиву,povară
388,Last::N,гьиву,sarcină
389,Gang::N,нанаву,mers
390,Gang::N,нанаву,umblet
391,Schritt::N,ша,pas
392,Norden::N,ухссав,nord
393,Norden::N,ухссав,miazănoapte
394,Norden::N,ухссавнил чулухалу,nord
395,Norden::N,ухссавнил чулухалу,miazănoapte
396,Süden::N,кьилва,sud
397,Süden::N,кьилва,miazăzi
398,Westen::N,баргълагавал,apus
399,Westen::N,баргълагавал чул,apus
400,Osten::N,баргъбуккай чулухалу,est
401,Osten::N,баргъбуккай чулухалу,răsărit
402,Holz::N,тӏама,lemn
403,Brett::N,тахта,scândură
404,Platte::N,гъуни,placă
405,Stütze::N,гьалакӏу,proptea
406,Stange::N,къазихъ,bară
407,Stange::N,къазихъ,prăjină
408,Stock::N,ттархь,băț
409,Stock::N,ттархь,baston
410,Stab::N,ччантӏакъу,baston
411,Stab::N,ччантӏакъу,prăjină
412,Rohr::N,бургъу,tub
413,Rohr::N,бургъу,țeavă
414,Haus::N,къатта,casă
415,Heim::N,къатта,casă
416,Heim::N,къатта,cămin
417,Ofen::N,пач,sobă
418,Fußboden::N,чӏанкъатта,podea
419,Fußboden::N,чӏанкъатта,dușumea
420,Tisch::N,усттул,masă
421,Stuhl::N,кӏану,scaun
422,Wiege::N,оьрчӏал кӏану,leagăn
423,Bett::N,тах,pat
424,Regal::N,чӏаму,rafturi
425,Kiste::N,яшикӏ,ladă
426,Kiste::N,яшикӏ,cutie
427,Kiste::N,къурши,ladă
428,Kiste::N,къурши,cutie
429,Fenster::N,чӏавахьулу,fereastră
430,Tür::N,нуз,ușă
431,Tür::N,нузкьун,ușă
432,Tor::N,къапу,poartă
433,Tor::N,дарваза,poartă
434,Zaun::N,дайгьузанну,gard
435,Dach::N,магъи,acoperiș
436,Dach::N,цӏиялу,acoperiș
437,Leiter::N,чуртту,scară
438,Besen::N,чӏатлу,mătură
439,Spaten::N,бил,cazma
440,Spaten::N,бил,hârleț
441,Schaufel::N,чӏатӏа,lopată
442,Gabel::N,гьиссилу,furculiță
443,Löffel::N,къуса,lingură
444,Messer::N,чӏила,cuțit
445,Nagel::N,мяр,cui
446,Netz::N,къери,plasă
447,Haken::N,къича,cârlig
448,Griff::N,куяму,mâner
449,Schloss::N,кьункьула,lacăt
450,Bild::N,сурат,tablou
451,Bild::N,сурат,imagine
452,Puppe::N,ссихьу,păpușă
453,Beutel::N,чантай,pungă
454,Beutel::N,чантай,săculeț
455,Bündel::N,гьи,mănunchi
456,Bündel::N,къар,mănunchi
457,Eimer::N,бадра,găleată
458,Deckel::N,къапаза,capac
459,Geschirr::N,пюрунчӏул,vase
460,Geschirr::N,пюрунчӏул,tacâmuri
461,Geschirr::N,тӏахӏникӏичӏу,vase
462,Geschirr::N,тӏахӏникӏичӏу,tacâmuri
463,Sack::N,къап,sac
464,Sack::N,дарваг,sac
465,Tasse::N,пижан,ceașcă
466,Tasse::N,пинжан,ceașcă
467,Tasse::N,инкираччатӏи,ceașcă
468,Tasse::N,цинцилттал бушкъап,ceașcă
469,Topf::N,кӏункӏур,oală
470,Kessel::N,чаг,cazan
471,Kessel::N,чаг,căldare
472,Kessel::N,кӏункӏур,cazan
473,Kessel::N,кӏункӏур,căldare
474,Essen::N,дукия,mâncare
475,Essen::N,дукин,mâncare
476,Nahrung::N,дукра,hrană
477,Nahrung::N,дукра,aliment
478,Speise::N,дукра,bucate
479,Speise::N,дукра,fel de bucate
480,Fleisch::N,дикӏ,carne
481,Getreide::N,къама,cereale
482,Brei::N,ккурч,pireu
483,Brot::N,ччатӏ,pâine
484,Scheibe::N,парча,felie
485,Scheibe::N,парча,bucată
486,Fett::N,аьгъушиву,untură
487,Fett::N,аьгъушиву,grăsime
488,Butter::N,нагь,unt
489,Butter::N,лагаву,unt
490,Salz::N,цӏву,sare
491,Suppe::N,накь,supă
492,Suppe::N,накь,ciorbă
493,Honig::N,ницӏ,miere
494,Milch::N,накӏ,lapte
495,Tee::N,чяй,ceai
496,Leder::N,бурчу,piele
497,Wolle::N,ппал,lână
498,Stoff::N,янна,stofă
499,Nadel::N,ххалаххи,ac
500,Faden::N,ххал,ață
501,Knopf::N,банд,buton
502,Knoten::N,къурхъ,nod
503,Farbe::N,сир,vopsea
504,Kleidung::N,янна,haine
505,Kleidung::N,янна,îmbrăcăminte
506,Kleidung::N,лаххия,haine
507,Kleidung::N,лаххия,îmbrăcăminte
508,Hemd::N,гьухъа,cămașă
509,Kragen::N,дарвач,guler
510,Ärmel::N,кахха,mânecă
511,Hose::N,хӏажак,pantaloni
512,Gürtel::N,мухӏлу,cordon
513,Mütze::N,кьяпа,șapcă
514,Stiefel::N,чакма,cizmă
515,Ring::N,кӏисса,inel
516,Ring::N,кӏисса,verigă
517,Band::N,линт,panglică
518,Band::N,линт,șiret
519,Kamm::N,ттарал,pieptene
520,Spiegel::N,дагьани,oglindă
521,Riemen::N,эн,curea
522,Schnur::N,хьхьа,funie
523,Schnur::N,хьхьа,sfoară
524,Decke::N,виргъан,pătură
525,Kissen::N,кӏаралу,pernă
526,Tuch::N,карщи,batic
527,Handtuch::N,калихьу,prosop
528,Handtuch::N,калихьу,ștergar
529,Handtuch::N,лажинлихьу,prosop
530,Handtuch::N,лажинлихьу,ștergar
531,Kraft::N,эллаж,forță
532,Kraft::N,эллаж,putere
533,Stärke::N,гуж,tărie
534,Stärke::N,гуж,vigoare
535,Gesundheit::N,цӏуллу-сагъшиву,sănătate
536,Krankheit::N,къашайшиву,boală
537,Krankheit::N,къашайшиву,maladie
538,Schmerz::N,къюву,durere
539,Wunde::N,щаву,rană
540,Fieber::N,кӏиришиву,febră
541,Arznei::N,дару,leac
542,Arznei::N,дару,medicament
543,Brücke::N,ламу,pod
544,Brücke::N,ламу,punte
545,Brunnen::N,къуй,puț
546,Weide::N,бизантту,izlaz
547,Weide::N,бизантту,pășune
548,Pfad::N,жегъир ххуллу,cărare
549,Weg::N,ххуллу,drum
550,Straße::N,ххуллу,cale
551,Straße::N,ххуллу,stradă
552,Dorf::N,щар,sat
553,Dorf::N,шяравалу,sat
554,Stadt::N,шагьру,oraș
555,Brief::N,чагъар,scrisoare
556,Buch::N,лу,carte
557,Buchstabe::N,хӏарп,literă
558,Buchstabe::N,хӏарп,caracter
559,Zeitung::N,кказит,ziar
560,Zeitung::N,кказит,gazetă
561,Leben::N,оьрму,viață
562,Tod::N,ажал,moarte
563,Tod::N,бивкӏу,moarte
564,Tod::N,ивчӏаву,moarte
565,Grab::N,гьав,groapă
566,Grab::N,гьав,mormânt
567,Kirche::N,килиса,biserică
568,Sünde::N,бунагъ,păcat
569,Gott::N,зал,zeu
570,Arbeiter::N,зузала,muncitor
571,Chef::N,ялувма,șef
572,Meister::N,усттар,meșter
573,Meister::N,усттар,maestru
574,Arzt::N,хӏакин,medic
575,Arzt::N,хӏакин,doctor
576,Lehrer::N,учитель,profesor
577,Lehrer::N,учитель,învățător
578,Geld::N,арцу,bani
579,Geld::N,арцу,parale
580,Geschäft::N,даву,treabă
581,Geschäft::N,даву,afacere
582,Laden::N,ттучан,magazin
583,Laden::N,ттучан,prăvălie
584,Preis::N,багъа,preț
585,Ware::N,хъус,marfă
586,Nutzen::N,хайр,folos
587,Nutzen::N,хайр,profit
588,Nutzen::N,мюнпат,folos
589,Nutzen::N,мюнпат,profit
590,Reichtum::N,давлат,avuție
591,Reichtum::N,давлат,bogăție
592,Reichtum::N,аваданшиву,avuție
593,Reichtum::N,аваданшиву,bogăție
594,Welt::N,дуниял,lume
595,Land::N,билаят,țară
596,Staat::N,паччахӏлугъ,stat
597,Macht::N,власть,putere
598,Macht::N,власть,putință
599,Grenze::N,дазу,hotar
600,Grenze::N,дазу,graniță
601,Grenze::N,дазу,frontieră
602,Krieg::N,дяъви,război
603,Feind::N,душман,dușman
604,Gewalt::N,къия,violență
605,Kampf::N,лачӏуи уккаву,luptă
606,Bogen[Waffe]::N,ккуртта,arc
607,Pfeil::N,чӏатӏаракӏ,săgeată
608,Gewehr::N,ттупанг,armă
609,Gewehr::N,ттупанг,pușcă
610,Fehler::N,гъалатӏ,eroare
611,Fehler::N,гъалатӏ,greșeală
612,Lüge::N,щялмахъ,minciună
613,Schaden::N,зарал,daună
614,Schaden::N,зарал,pagubă
615,Unglück::N,бала,nenorocire
616,Schuld::N,тахсир,vină
617,Alter::N,оьрму,etate
618,Alter::N,оьрму,vârstă
619,Schluss::N,ахир,sfârșit
620,Zeit::N,чӏун,timp
621,Zeit::N,чӏун,vreme
622,Tag::N,кьини,zi
623,Morgen::N,кӏюрх,dimineață
624,Mittag::N,ахттайн,prânz
625,Mittag::N,ахттайн,amiază
626,Mittag::N,дяахттайн,prânz
627,Mittag::N,дяахттайн,amiază
628,Mittag::N,ахттайн чӏун,prânz
629,Mittag::N,ахттайн чӏун,amiază
630,Abend::N,маркӏачӏан,seară
631,Nacht::N,хьхьу,noapte
632,Woche::N,нюжмар,săptămână
633,Monat::N,барз,lună
634,Jahr::N,шин,an
635,Frühling::N,инт,primăvară
636,Sommer::N,гъи,vară
637,Herbst::N,ссут,toamnă
638,Winter::N,кӏи,iarnă
639,Januar::N,цалчинмур барз,ianuarie
640,Februar::N,кӏилчинмур барз,februarie
641,März::N,шамилчинмур барз,martie
642,April::N,апрель,aprilie
643,April::N,мукьилчинмур барз,aprilie
644,Mai::N,май,mai
645,Mai::N,ххюлчинмур барз,mai
646,Juni::N,июнь,iunie
647,Juni::N,ряххилчинмур барз,iunie
648,Juli::N,июль,iulie
649,Juli::N,Арулчинмур барз,iulie
650,August::N,мяйлчинмур барз,august
651,September::N,урчӏилчинмур барз,septembrie
652,Oktober::N,ацӏилчинмур барз,octombrie
653,November::N,ацӏния цалчинмур барз,noiembrie
654,Dezember::N,ацӏния кӏилчинмур барз,decembrie
655,Montag::N,итин,luni
656,Montag::N,итин кьини,luni
657,Dienstag::N,тталат,marți
658,Dienstag::N,тталат кьини,marți
659,Mittwoch::N,арвахӏ,miercuri
660,Donnerstag::N,хамис,joi
661,Freitag::N,нюжмар,vineri
662,Freitag::N,нюжмар кьини,vineri
663,Samstag::N,ххуллун,sâmbătă
664,Samstag::N,ххуллун кьини,sâmbătă
665,Sonntag::N,алхӏат,duminică
666,Sonntag::N,алхӏат кьини,duminică
667,groß::A,бугъарасса,mare
668,klein::A,чӏивисса,mic
669,lang::A,лахъисса,lung
670,kurz::A,кутӏасса,scurt
671,breit::A,уттасса,lat
672,breit::A,уттасса,larg
673,schmal::A,уттакӏюласса,strâmt
674,dicht::A,ццунсса,des
675,dick[Gegenstand]::A,ганзсса,gros
676,dünn::A,кӏюласса,subțire
677,fest::A,цӏакьсса,tare
678,fest::A,цӏакьсса,solid
679,fest::A,кьянкьасса,tare
680,fest::A,кьянкьасса,solid
681,flach::A,баягъисса,șes
682,flach::A,баягъисса,plan
683,flach::A,цӏубакъасса,șes
684,flach::A,цӏубакъасса,plan
685,flach::A,куртӏ дакъасса,șes
686,flach::A,куртӏ дакъасса,plan
687,glatt::A,дюрчӏусса,lins
688,hart::A,кьянкьасса,dur
689,weich::A,кӏукӏлусса,moale
690,rund::A,ккурккисса,rotund
691,rund::A,ккурккисса,circular
692,spitz::A,ярксса,ascuțit
693,spitz::A,дайлсса,ascuțit
694,spitz::A,мицӏ бусса,ascuțit
695,scharf::A,ярксса,tăios
696,scharf::A,ярксса,ascuțit
697,scharf::A,дайлсса,tăios
698,scharf::A,дайлсса,ascuțit
699,scharf::A,мицӏ бусса,tăios
700,scharf::A,мицӏ бусса,ascuțit
701,stumpf::A,къуркъасса,tocit
702,schwer::A,кӏусса,greu
703,schön::A,аьнтӏикӏасса,frumos
704,heiß::A,кӏирисса,cald
705,heiß::A,кӏирисса,fierbinte
706,warm::A,гъелисса,cald
707,warm::A,гъелисса,fierbinte
708,kalt::A,дяркъусса,rece
709,kühl::A,дюхлулсса,rece
710,kühl::A,дюхлулсса,răcoros
711,frisch::A,цӏусса,răcoros
712,frisch::A,цӏусса,proaspăt
713,feucht::A,атилсса,umed
714,feucht::A,атилсса,jilav
715,feucht::A,хъавтусса,umed
716,feucht::A,хъавтусса,jilav
717,nass::A,атилсса,ud
718,nass::A,хъавтусса,ud
719,trocken::A,кьавкьсса,sec
720,trocken::A,кьавкьсса,uscat
721,trocken::A,кьакьан бувсса,sec
722,trocken::A,кьакьан бувсса,uscat
723,voll::A,бувцӏусса,plin
724,leer::A,бачӏвасса,gol
725,offen::A,тӏивтӏусса,deschis
726,geschlossen::A,лавкьусса,închis
727,sauber::A,марцӏсса,curat
728,schmutzig::A,чапалсса,murdar
729,roh::A,шакъавхьсса,crud
730,reif::A,дирсса,copt
731,lecker::A,нахӏусса,gustos
732,lecker::A,тӏааьнсса,gustos
733,süß::A,нацӏусса,dulce
734,bitter::A,кьурчӏисса,amar
735,sauer::A,туршсса,acru
736,hell::A,чаннасса,clar
737,hell::A,чаннасса,luminos
738,dunkel::A,цӏансса,obscur
739,dunkel::A,цӏансса,întunecos
740,schwarz::A,лухӏисса,negru
741,weiß::A,кӏяласса,alb
742,rot::A,ятӏулсса,roșu
743,gelb::A,хъахъисса,galben
744,blau::A,някӏсса,albastru
745,grün::A,щюлисса,verde
746,grau::A,оьрусса,gri
747,grau::A,оьрусса,cenușiu
748,bunt::A,оьрчӏикӏурисса,colorat
749,billig::A,кьювкьусса,ieftin
750,teuer::A,ххирасса,scump
751,wertvoll::A,багьасса,prețios
752,blind::A,мурчӏисса,orb
753,taub::A,къюкӏсса,surd
754,kräftig::A,гужсса,tare
755,kräftig::A,гужсса,forte
