,Concept_ID,ab,ru
747,sechzig::NUM,хынҩажәа,шестьдесят
748,siebzig::NUM,хынҩажәижәаба,семьдесят
749,achtzig::NUM,ҕшьынҩажәа,восемьдесят
750,neunzig::NUM,ҕшьынҩажәижәаба,девяносто
751,hundert::NUM,шәкы,сто
752,tausend::NUM,зқьы,тысяча
753,und::CNJ,-и,и
754,oder::CNJ,ма,или
755,oder::CNJ,ма,либо
756,stehen::V,агылазаара,стоять
757,sitzen::V,атəара,сидеть
758,sitzen::V,атəа(заа)ра,сидеть
759,liegen::V,аиара,лежать
760,hängen::V,акнаҳара,висеть
761,werden::V,аҟалара,стать
762,passieren::V,аҟалара,случиться
763,beginnen::V,алагара,начаться
764,enden::V,алгара,кончиться
765,wechseln::V,аҽыҧсахра,меняться
766,aufgehen[Sonne]::V,агылара,взойти
767,aufgehen[Sonne]::V,ахашлара,взойти
768,aufgehen[Sonne]::V,аҩаҵхахара,взойти
769,untergehen[Sonne]::V,аҭашəара,зайти
770,scheinen[Sonne]::V,акаҧхара,светить
771,donnern::V,адыдра,греметь
772,wehen::V,асра,дуть
773,strömen::V,акаҭəара,литься
774,fließen::V,ацара,течь
775,sich drehen::V,ахагьежьра,вращаться
776,schwanken::V,аҵысра,колебаться
777,schwingen::V,ахызазара,качаться
778,schwingen::V,акьаандара,качаться
779,fallen::V,акаҳара,падать
780,brennen::V,абылра,гореть
781,rauchen::V,ахылҵра,дымить
782,regnen::V,аура,дождить
783,gefrieren::V,аҵаара,замерзнуть
784,tauen::V,аӡҭра,таять
785,schmelzen::V,ақəӡыҭра,плавиться
786,schmelzen::V,аҭəара,плавиться
787,trocknen::V,абара,сохнуть
788,sieden::V,ашра,кипеть
789,faulen::V,абаара,гнить
790,verfaulen::V,абаара,сгнить
791,verfaulen::V,аилашра,сгнить
792,reißen::V,аҧжəара,рваться
793,versinken::V,аӡааҟəрылара,тонуть
794,vergehen::V,ацара,проходить
795,erscheinen::V,ацəырҵра,появиться
796,verschwinden::V,аҵашəкəара,исчезнуть
797,sinken::V,атəара,спадать
798,sinken::V,алаҟəра,спадать
799,abnehmen::V,ацӡаара,уменьшиться
800,abnehmen::V,аиҵалара,уменьшиться
801,zunehmen::V,аҽырҭбаара,увеличиваться
802,zunehmen::V,аиҵыҵра,увеличиваться
803,zunehmen::V,арацəахара,увеличиваться
804,steigen::V,азҳара,подниматься
805,steigen::V,ашьҭыҵра,подниматься
806,steigen::V,адухара,подниматься
807,steigen::V,ацлара,подниматься
808,wachsen::V,азҳара,расти
809,glänzen::V,ацыр-цырра,блестеть
810,glänzen::V,ацыҩ-цыҩра,блестеть
811,glänzen::V,аказказра,блестеть
812,funkeln::V,ашап-шапра,сверкать
813,funkeln::V,ацым-цымра,сверкать
814,lärmen::V,ашьҭыбжьгара,шуметь
815,lärmen::V,аҕьҕьаҳәа аилалара,шуметь
816,läuten::V,аҵəҵəасра,звонить
817,klingeln::V,аҵəҵəасра,звонить
818,klirren::V,ахьархьарра,звякать
819,klirren::V,архьархьарра,звякать
820,brausen::V,аилаҽҽара,бушевать
821,brausen::V,еилашуера,бушевать
822,klingen::V,агара,звучать
823,klingen::V,ашьҭыбжь гара,звучать
824,bellen::V,ашра,лаять
825,heulen::V,ауура,выть
826,blasen::V,аҭəҳəара,дунуть
827,pfeifen::V,ашəшəра,свистеть
828,schreien::V,аҳəҳəара,кричать
829,schreien::V,ахəаара,кричать
830,schreien::V,аҟаара,кричать
831,stöhnen::V,ақьра,стонать
832,zittern::V,аҵыс-ҵысра,дрожать
833,leben::V,аҟазаара,жить
834,geboren werden::V,Аира,родиться
835,atmen::V,аҕсыҕ лагаҩагара,дышать
836,trinken::V,ажəра,пить
837,essen::V,акрыфара,есть
838,essen::V,акрыфара,кушать
839,schlucken::V,албаадара,глотать
840,müde werden::V,ааҕсара,устать
841,einschlafen::V,ацəара,заснуть
842,schlafen::V,ацəазаара,спать
843,aufwachen::V,аҿыхара,проснуться
844,aufstehen::V,Агəылҵра,встать
845,sich erholen::V,аҧсшьара,отдыхать
846,krank werden::V,ачмазаҩхара,заболеть
847,krank sein::V,аҳəарҧсарра,болеть
848,schmerzen::V,ахьра,болеть
849,husten::V,аимҳәара,кашлять
850,genesen::V,абзиахара,поправиться
851,genesen::V,аӷəӷəахара,поправиться
852,sterben::V,аҧсра,умереть
853,umkommen::V,аҭахара,погибнуть
854,sich bewegen::V,аиҭаҵра,двигаться
855,sich rühren::V,ақəацара,шевельнуться
856,sich erheben::V,аҩагылара,встать
857,sich setzen::V,атəара,сесть
858,hinfallen::V,акаҳара,упасть
859,laufen::V,аныҟəара,ходить
860,schreiten::V,ашьаҿа еихгара,шагать
861,spazierengehen::V,анеи-ааира,гулять
862,eilen::V,аццакра,спешить
863,sich beeilen::V,аццакра,торопиться
864,sausen::V,аҧырра,мчаться
865,sausen::V,иҭрысны,мчаться
866,sausen::V,ишьҭҟьаны ацара,мчаться
867,rennen::V,аҩра,бегать
868,springen::V,аҧара,прыгать
869,klettern::V,ақəлара,лазать
870,schaukeln::V,аҟəараҟəанҽара,раскачиваться
871,kriechen::V,аҳəазара,ползать
872,schwimmen::V,аӡсара,плавать
873,tauchen::V,ахəӡааҵəира,нырять
874,rudern::V,аҵшьра,грести
875,fahren::V,акала,ехать
876,fliegen::V,аҧырра,летать
877,gehen::V,аиҭаҵра,идти
878,weggehen::V,ацара,уйти
879,abfahren::V,адəықəлара,отправиться
880,abfahren::V,ацара,отправиться
881,anhalten::V,ааныргылара,остановиться
882,hineingehen::V,аҭалара,входить
883,eintreten::V,аҩналара,войти
884,kommen::V,аара,прийти
885,kommen::V,ааира,прийти
886,ankommen::V,ааира,прибыть
887,ankommen::V,аара,прибыть
888,ankommen::V,анеира,прибыть
889,zurückkommen::V,азыхынҳəра,возвратиться
890,bleiben::V,аанхара,остаться
891,bleiben::V,анхара,остаться
892,bleiben::V,аангылара,остаться
893,warten::V,азҧшзаара,ждать
894,erwarten::V,азҧшра,ожидать
895,suchen::V,ашьҭазаара,искать
896,finden::V,аҧшаара,найти
897,versuchen::V,аҽазкра,пытаться
898,vorbereiten::V,армазеира,подготовить
899,lieben::V,абзиабара,любить
900,mögen::V,агəаҧхара,любить
901,lachen::V,аччара,смеяться
902,rühren::V,арҵəуара,растрогать
903,weinen::V,аҵəуара,плакать
904,schimpfen::V,ацəҳара,ругаться
905,sich ärgern::V,агəаара,сердиться
906,sich fürchten::V,аӡыӡара,бояться
907,fürchten::V,ацəшəара,бояться
908,fliehen::V,абналара,убегать
909,fliehen::V,ацəцара,убегать
910,flüchten::V,абналара,убежать
911,flüchten::V,ацəцара,убежать
912,sehen::V,абара,видеть
913,anschauen::V,ахəаҧшра,посмотреть
914,ansehen::V,ахəаҧшра,смотреть
915,hören::V,аҳара,слышать
916,zuhören::V,азыӡырҩра,слушать
917,probieren::V,аҧышəара,пробовать
918,riechen::V,афыҩра,нюхать
919,fühlen::V,анырра,чувствовать
920,fühlen::V,ацәакырра,чувствовать
921,scheinen::V,шәа,казаться
922,scheinen::V,аацәырҵа,казаться
923,vernehmen::V,аҳара,услышать
924,frieren::V,ашəра,мерзнуть
925,frieren::V,аҵаара,мерзнуть
926,tun::V,аҟаҵара,делать
927,können::V,алшара,мочь
928,können::V,алшара,уметь
929,wollen::V,аҭахра,хотеть
930,anfangen::V,алагара,начать
931,beenden::V,алгара,закончить
932,aufhören::V,аҟəыҵра,перестать
933,gelingen::V,аура,удаться
934,gelingen::V,аманшəалахара,удаться
935,gelingen::V,алҵра,удаться
936,geraten::V,нзаарын,оказаться
937,öffnen::V,аартра,открыть
938,schließen::V,аркра,закрыть
939,stellen::V,аргылара,поставить
940,setzen::V,артəара,посадить
941,legen::V,ақəҵара,класть
942,berühren::V,акьысра,трогать
943,berühren::V,алакьысра,трогать
944,verbinden::V,аҿаҳəара,связать
945,bedecken::V,ақəршəра,покрыть
946,aufhängen::V,акнаҳара,повесить
947,anzünden::V,аркра,зажечь
948,aufheben::V,ашьҭыхра,поднять
949,zurücklassen::V,аныжьра,оставить
950,verlieren::V,ацəыӡра,потерять
951,fallen lassen::V,ацəкаҳара,уронить
952,machen::V,ачаҧара,сделать
953,herstellen::V,аиҵдара,изготовить
954,bauen::V,аргылара,строить
955,reparieren::V,арҽеира,чинить
956,verbessern::V,аиҕьтəра,улучшить
957,ändern::V,аҧсахра,изменить
958,graben::V,ажра,копать
959,beugen::V,арҟəра,согнуть
960,beugen::V,архəара,согнуть
961,biegen::V,арҟəра,погнуть
962,biegen::V,архəара,погнуть
963,drehen::V,аргьежьра,вертеть
964,umdrehen::V,аарҳәра,перевернуть
965,heben::V,аҩахара,поднимать
966,heben::V,араҳара,поднимать
967,hochheben::V,ахагалара,поднять
968,hochheben::V,ашьҭҳəара,поднять
969,halten::V,акра,держать
970,drücken::V,ақəрӷəӷəара,нажимать
971,schieben::V,аҵгəара,толкать
972,schieben::V,агəара,толкать
973,kratzen::V,ацəҟьара,скрести
974,lecken::V,арбзара,лизать
975,beißen::V,ацҳара,кусать
976,abreißen::V,амжəара,оторвать
977,abschneiden::V,ахҵəара,отрезать
978,abschneiden::V,аҿахҵəара,отрезать
979,binden::V,аҿаҳəара,вязать
980,stecken::V,алаҵара,воткнуть
981,brechen::V,аҧҵəара,сломать
982,klopfen::V,асра,стучать
983,hauen::V,ақəкшара,бить
984,kleben::V,аҷабра,клеить
985,reiben::V,арҟəыҷра,тереть
986,streichen::V,ахьшьра,намазать
987,schleifen::V,ахра,точить
988,schneiden::V,аҧҟара,резать
989,rütteln::V,арҵысра,шатать
990,schütteln::V,аршəшəара,трясти
991,schwenken::V,аҟьара,махать
992,schütten::V,аҭаҭəара,налить
993,füllen::V,арҭəра,наполнить
994,einwickeln::V,алаҳəара,завернуть
995,tragen::V,аҩагара,нести
996,schleppen::V,арҳəазара,тащить
997,ziehen::V,ахара,тянуть
998,aufbewahren::V,аҵəахра,хранить
999,werfen::V,аршəра,бросать
1000,fangen::V,акра,ловить
1001,packen::V,анкра,схватить
1002,packen::V,аҵкаара,схватить
1003,verstecken::V,аҵəахра,спрятать
1004,teilen::V,ашара,разделить
1005,schicken::V,ашьҭра,посылать
1006,bringen::V,аагара,принести
1007,hinzufügen::V,ацҵара,добавить
1008,bekommen::V,аҧшаара,достать
1009,bekommen::V,архиара,достать
1010,bekommen::V,аура,достать
1011,erhalten::V,аиура,получить
1012,nehmen::V,агара,взять
1013,wählen::V,алҧшаара,выбрать
1014,auswählen::V,алхра,отобрать
1015,behindern::V,аҧырхагахара,препятствовать
1016,verderben::V,алгара,испортить
1017,verderben::V,абжьыхра,испортить
1018,verderben::V,аҧхасҭатəра,испортить
1019,beschädigen::V,аҧхасҭатəра,повредить
1020,zerbrechen::V,аҧҽра,разбить
1021,zerreißen::V,аҧжəара,разорвать
1022,zerstören::V,аилаҧыххаара,разрушить
1023,verbrennen::V,абылра,сжечь
1024,geben::V,аҭара,дать
1025,reichen::V,аҭара,передать
1026,schenken::V,аҩгара,дарить
1027,versprechen::V,ақəргəыӷра,обещать
1028,loben::V,арҽхəара,хвалить
1029,küssen::V,агəӡра,целовать
1030,zudecken::V,аҵахҩара,накрыть
1031,zudecken::V,ақəршəра,накрыть
1032,wecken::V,арҿыхара,разбудить
1033,zeigen::V,арбара,показать
1034,führen::V,аныҟəгара,вести
1035,lehren::V,арҵара,учить
1036,unterrichten::V,арҧхьара,преподавать
1037,aufziehen::V,ааӡара,воспитать
1038,leiten::V,ахагылазаара,руководить
1039,antreiben::V,арццакра,подгонять
1040,lassen::V,арҟаҵара,заставить
1041,einladen::V,ааҕхьара,пригласить
1042,einladen::V,анаҧхьара,пригласить
1043,vereinigen::V,аилаҵара,объединить
1044,besuchen::V,абара,посетить
1045,treffen::V,аҧылара,встретить
1046,sich versammeln::V,аизара,собраться
1047,spielen::V,ахəмарра,играть
1048,singen::V,ашəаҳəара,петь
1049,tanzen::V,акəашара,плясать
1050,tanzen::V,акəашара,танцевать
1051,sich trennen::V,аилыҵра,расстаться
1052,verlassen::V,акажьра,покинуть
1053,retten::V,Аиқəрхара,спасти
1054,bewachen::V,ахьчара,охранять
1055,schützen::V,ацəыхьчара,уберегать
1056,verteidigen::V,ахьчара,защитить
1057,sich schlagen::V,аисра,драться
1058,schießen::V,ахысра,стрелять
1059,siegen::V,аиааира,победить
1060,ärgern::V,аргəаара,сердить
1061,schlagen::V,асра,ударить
1062,schlagen::V,аҭасра,ударить
1063,stechen::V,алакшара,уколоть
1064,stoßen::V,агəҭасра,толкнуть
1065,stehlen::V,аӡара,украсть
1066,stören::V,аҧырхагахара,помешать
1067,belästigen::V,аргəамҵра,надоедать
1068,verbergen::V,аӡара,скрыть
1069,täuschen::V,ажьара,обмануть
1070,betrügen::V,ажьара,смошенничать
1071,töten::V,ашьра,убить
1072,wohnen::V,анхара,проживать
1073,arbeiten::V,аусура,работать
1074,sammeln::V,аҟəшəара,собрать
1075,pflücken::V,аҿыршəара,рвать
1076,pflücken::V,аҿыршəара,срывать
1077,pflücken::V,аҿыхра,рвать
1078,pflücken::V,аҿыхра,срывать
1079,jagen::V,ашəарыцара,охотиться
1080,fischen::V,аҧсыӡ икуеит,рыбачить
1081,fassen::V,акра,поймать
1082,hüten::V,арҳəра,пасти
1083,hüten::V,ахьчара,пасти
1084,treiben::V,акацара,гнать
1085,anbinden::V,адҳəалара,привязать
1086,füttern::V,акырҿаҵара,кормить
1087,melken::V,ахьара,доить
1088,hacken::V,аҟəаҟəара,рубить
1089,gießen::V,аҵаҭəара,полить
1090,reifen::V,ашəра,созреть
1091,reifen::V,аҟалара,созреть
1092,zubereiten::V,ацура,приготовить
1093,kochen::V,ажəра,варить
1094,backen::V,аӡра,печь
1095,braten::V,аӡра,жарить
1096,umrühren::V,аилрыхра,перемешать
1097,stricken::V,аҧара,вязать
1098,nähen::V,аӡахра,шить
1099,färben::V,ашəра,покрасить
1100,reinigen::V,арыцқьара,очистить
1101,waschen::V,аӡәӡәара,стирать
1102,abwischen::V,арбара,вытереть
1103,spülen::V,аҭыршара,полоскать
1104,fegen::V,аҧссара,подметать
1105,baden::V,аҽыкəабара,купаться
1106,sich waschen::V,аҽыӡəӡəара,мыться
1107,ausziehen::V,ашəыхра,снять
1108,anziehen::V,ашəҵара,надеть
1109,sich anziehen::V,аҽеилаҳəара,одеться
1110,kämmen::V,аҳəара,причесать
1111,schmücken::V,арҧшӡара,украсить
1112,sagen::V,аҳəара,сказать
1113,sprechen::V,ацəажəара,говорить
1114,reden::V,ацəажəара,разговаривать
1115,reden::V,аицәажәара,разговаривать
1116,sich unterhalten::V,аицәажәара,беседовать
1117,fragen::V,азҵаара,спросить
1118,bitten::V,аҳəара,просить
1119,erzählen::V,аҳəара,рассказать
1120,mitteilen::V,азыцҳара,сообщить
1121,nennen::V,ахьӡҵара,назвать
1122,rufen::V,азҿыҭра,звать
1123,prahlen::V,аҽхəара,хвастаться
1124,übersetzen::V,аиҭагара,перевести
1125,denken::V,азхəыцра,думать
1126,glauben::V,ахаҵара,верить
1127,bemerken::V,агəаҭара,заметить
1128,erkennen::V,адырра,узнать
1129,begreifen::V,аилкаара,понять
1130,begreifen::V,аилкаара,постичь
1131,verstehen::V,аҳара,услышать
1132,lernen::V,аҵара,учиться
1133,wissen::V,адырра,знать
1134,sich erinnern an::V,агəаларшəара,вспомнить
1135,vergessen::V,ахашҭра,забыть
1136,messen::V,ашəара,мерить
1137,zählen::V,аҧхьаӡара,считать
1138,rechnen::V,аҳасабра,считать
1139,lesen::V,аҧхьара,читать
1140,besitzen::V,амазаара,иметь
1141,kaufen::V,Аахəара,купить
1142,verkaufen::V,аҭира,продать
1143,bezahlen::V,ахҭынҵара,заплатить
1144,bezahlen::V,ашəара,заплатить
1145,zahlen::V,ашəара,платить
1146,ertragen::V,ачҳара,вытерпеть
1147,Moor::N,,болото
1148,Kralle::N,,лапа
1149,Schwarm::N,,стая
1150,Sache::N,,вещь
1151,Menge::N,,количество
1152,Essen::N,,еда
1153,Geschäft::N,,занятие
1154,Monat::N,,месяц
1155,Jahr::N,,год
1156,dünn::A,,тонкий
1157,roh::A,,сырой
1158,durch::PRP,,сквозь
1159,was::FPRN,,что
1160,rauschen::V,,шелестеть
1161,zu sehen sein::V,,виднеться
1162,wenden::V,,повернуть
1163,ergreifen::V,,схватить
1164,bewahren::V,,сохранить
1165,wünschen::V,,желать
1166,wiegen::V,,качать
1167,treten::V,,пинать
1168,kehren::V,,мести
1169,malen::V,,рисовать
1170,zeichnen::V,,рисовать
1171,schreiben::V,,писать
1172,beherrschen::V,,владеть
