,Concept_ID,cs,sq
215,Apfel::N,jablko,mollë
216,Pilz::N,houba,kërpudhë
217,Zwiebel::N,cibule,qepë
218,Saat::N,osivo,farë
219,Korn::N,zrno,grurë
220,Korn::N,zrno,kokërr
221,Heu::N,seno,sanë
222,Schale::N,slupka,lëkurë
223,Schale::N,skořápka,lëkurë
224,Grube::N,jáma,gropë
225,Falle::N,past,kurth
226,Falle::N,past,grackë
227,Falle::N,léčka,kurth
228,Falle::N,léčka,grackë
229,Schlinge::N,smyčka,nyjë
230,Spur::N,stopa,gjurmë
231,Asche::N,popel,hi
232,Dreck::N,špína,baltë
233,Eisen::N,železo,hekur
234,Gold::N,zlato,ar
235,Gold::N,zlato,flori
236,Silber::N,stříbro,argjend
237,Kohle::N,uhlí,qymyr
238,Glas::N,sklo,qelq
239,Lehm::N,jíl,argjilë
240,Lehm::N,hlína,argjilë
241,Sand::N,písek,rërë
242,Mensch::N,člověk,njeri
243,Mann::N,muž,burrë
244,Mann::N,muž,mashkull
245,Frau::N,žena,grua
246,Frau::N,žena,femër
247,Kind::N,dítě,kalama
248,Junge::N,hoch,djalë
249,Junge::N,chlapec,djalë
250,Mädchen::N,děvče,gocë
251,Mädchen::N,děvče,vajzë
252,Familie::N,rodina,familje
253,Großvater::N,děd,gjysh
254,Großvater::N,dědeček,gjysh
255,Großmutter::N,babička,gjyshe
256,Eltern::N,rodiče,prindër
257,Vater::N,otec,atë
258,Mutter::N,matka,nënë
259,Sohn::N,syn,bir
260,Tochter::N,dcera,bijë
261,Bruder::N,bratr,vëlla
262,Schwester::N,sestra,motër
263,Onkel::N,strýc,dajë
264,Onkel::N,strýc,xhaxha
265,Tante::N,teta,teze
266,Tante::N,teta,hallë
267,Ehemann::N,choť,burrë
268,Ehemann::N,choť,bashkëshort
269,Ehemann::N,manžel,burrë
270,Ehemann::N,manžel,bashkëshort
271,Ehefrau::N,choť,grua
272,Ehefrau::N,choť,bashkëshorte
273,Ehefrau::N,manželka,grua
274,Ehefrau::N,manželka,bashkëshorte
275,Freude::N,radost,gaz
276,Freude::N,radost,gëzim
277,Gelächter::N,smích,qeshje
278,Glück::N,štěstí,lumturi
279,Kummer::N,žal,brengë
280,Kummer::N,žal,pikëllim
281,Kummer::N,trápení,brengë
282,Kummer::N,trápení,pikëllim
283,Wunsch::N,přání,dëshirë
284,Lust::N,chuť,epsh
285,Lust::N,chuť,dashuri
286,Geist::N,duch,frymë
287,Geist::N,duch,shpirt
288,Gedanke::N,myšlenka,ide
289,Gedanke::N,myšlenka,mendim
290,Gedächtnis::N,paměť,kujtesë
291,Verstand::N,rozum,mend
292,Sinn::N,smysl,kuptim
293,Grund::N,důvod,arsye
294,Wahrheit::N,pravda,vërtetë
295,Gespräch::N,rozhovor,bisedim
296,Märchen::N,pohádka,përrallë
297,Erzählung::N,povídka,tregim
298,Nachricht::N,zpráva,lajm
299,Neuigkeit::N,novina,risi
300,Neuigkeit::N,novinka,risi
301,Name::N,jméno,emër
302,Rätsel::N,hádanka,gjëzë
303,Rätsel::N,hádanka,gjëegjëzë
304,Rede::N,řeč,fjalim
305,Rede::N,proslov,fjalim
306,Sprache::N,řeč,gjuhë
307,Sprache::N,jazyk,gjuhë
308,Stimme::N,hlas,zë
309,Wort::N,slovo,fjalë
310,Zeichen::N,znamení,shenjë
311,Ruf::N,zavolání,thirrmë
312,Lärm::N,hluk,zhurmë
313,Laut::N,zvuk,tingull
314,Ton::N,tón,ton
315,Lied::N,píseň,këngë
316,Ruhe::N,klid,qetësi
317,Ruhe::N,pokoj,qetësi
318,Leute::N,lidé,botë
319,Leute::N,lidé,njerëz
320,Volk::N,národ,popull
321,Arbeit::N,práce,punë
322,Gast::N,host,mik
323,Gast::N,host,mysafir
324,Geschenk::N,dar,dhuratë
325,Geschenk::N,dar,peshqesh
326,Spiel::N,hra,lojë
327,Gesellschaft::N,společnost,shoqëri
328,Hilfe::N,pomoc,ndihmë
329,Freund::N,přítel,mik
330,Kamerad::N,kamarád,shok
331,Angelegenheit::N,záležitost,punë
332,Anzahl::N,počet,sasi
333,Art::N,druh,lloj
334,Stück::N,kus,copë
335,Stück::N,kousek,copë
336,Teil::N,díl,pjesë
337,Teil::N,část,pjesë
338,Hälfte::N,půl,gjysmë
339,Kreis::N,kruh,qark
340,Kreis::N,kruh,rreth
341,Kreuz::N,kříž,kryq
342,Linie::N,linka,vijë
343,Strich::N,čára,vizë
344,Strich::N,čárka,vizë
345,Abstand::N,vzdálenost,distancë
346,Entfernung::N,vzdálenost,largim
347,Gegend::N,krajina,vise
348,Gegend::N,krajina,krahinë
349,Platz::N,prostor,shesh
350,Ort::N,místo,vend
351,Seite::N,strana,anë
352,Mitte::N,střed,mes
353,Mitte::N,prostředek,mes
354,Gegenstand::N,předmět,send
355,Sache::N,věc,gjë
356,Sache::N,věc,send
357,Rand::N,kraj,qoshe
358,Rand::N,okraj,qoshe
359,Kante::N,hrana,teh
360,Ecke::N,roh,qoshe
361,Spitze::N,hrot,majë
362,Spitze::N,špička,majë
363,Ende::N,konec,skaj
364,Ende::N,konec,bisht
365,Loch::N,díra,vrimë
366,Winkel::N,kout,kënd
367,Muster::N,vzor,mostër
368,Größe::N,velikost,madhësi
369,Länge::N,délka,gjatësi
370,Höhe::N,výška,lartësi
371,Gewicht::N,váha,peshë
372,Menge::N,množství,sasi
373,Haufen::N,kupa,grumbull
374,Haufen::N,hromada,grumbull
375,Reihe::N,řada,radhë
376,Reihe::N,řada,rresht
377,Reihe::N,řádek,radhë
378,Reihe::N,řádek,rresht
379,Boot::N,člun,barkë
380,Boot::N,člun,lundër
381,Ruder::N,veslo,rrem
382,Schlitten::N,sáně,sajë
383,Ski::N,lyže,ski
384,Lagerfeuer::N,táborák,flakadan
385,Lagerfeuer::N,táborák,zjarr i madh
386,Last::N,náklad,barrë
387,Last::N,břemeno,barrë
388,Gang::N,chůze,ecje
389,Gang::N,chodba,ecje
390,Schritt::N,krok,hap
391,Norden::N,sever,veri
392,Süden::N,jih,jug
393,Westen::N,západ,perëndim
394,Osten::N,východ,lindje
395,Holz::N,dřevo,dru
396,Brett::N,prkno,dërrasë
397,Platte::N,deska,pllakë
398,Stütze::N,opěra,shtyllë
399,Stütze::N,opěra,mbështetesë
400,Stange::N,tyč,shufër
401,Stange::N,tyčka,shufër
402,Stock::N,hůlka,dajak
403,Stab::N,hůl,shkop
404,Rohr::N,trubka,tub
405,Haus::N,dům,shtëpi
406,Heim::N,domov,konak
407,Heim::N,domov,shtëpi
408,Ofen::N,kamna,sobë
409,Ofen::N,kamna,stufë
410,Fußboden::N,podlaha,dysheme
411,Tisch::N,stůl,tryezë
412,Stuhl::N,židle,karrige
413,Wiege::N,kolébka,djep
414,Bett::N,postel,shtrat
415,Regal::N,regál,raft
416,Regal::N,police,raft
417,Kiste::N,bedna,kuti
418,Fenster::N,okno,dritare
419,Tür::N,dveře,derë
420,Tor::N,vrata,portë
421,Zaun::N,plot,gardh
422,Dach::N,střecha,çati
423,Leiter::N,žebřík,shkallë
424,Besen::N,koště,fshesë
425,Besen::N,smeták,fshesë
426,Spaten::N,rýč,lopatë
427,Schaufel::N,lopata,qyrek
428,Gabel::N,vidlička,pirun
429,Löffel::N,lžíce,lugë
430,Messer::N,nůž,thikë
431,Nagel::N,hřebík,gozhdë
432,Netz::N,síť,rrjetë
433,Haken::N,hák,grep
434,Haken::N,hák,grremç
435,Griff::N,držadlo,dorak
436,Griff::N,držadlo,dorezë
437,Schloss::N,zámek,bravë
438,Bild::N,obraz,tablo
439,Bild::N,obraz,pikturë
440,Figur::N,figura,figurë
441,Puppe::N,panenka,kukull
442,Beutel::N,pytlík,qese
443,Beutel::N,pytlík,trastë
444,Bündel::N,svazek,deng
445,Tasche::N,taška,çantë
446,Tasche::N,brašna,çantë
447,Eimer::N,kýbl,kovë
448,Eimer::N,vědro,kovë
449,Deckel::N,víko,kapak
450,Deckel::N,víko,mbulesë
451,Deckel::N,příklop,kapak
452,Deckel::N,příklop,mbulesë
453,Geschirr::N,nádobí,enë
454,Sack::N,pytel,thes
455,Sack::N,pytel,torbë
456,Tasse::N,šálek,filxhan
457,Topf::N,hrnec,kusi
458,Topf::N,hrnec,tenxhere
459,Kessel::N,kotel,kazan
460,Essen::N,jídlo,ngrënie
461,Nahrung::N,strava,ushqim
462,Nahrung::N,potrava,ushqim
463,Speise::N,jídlo,gatesë
464,Fleisch::N,maso,mish
465,Getreide::N,obilí,drithë
466,Brei::N,kaše,qull
467,Brot::N,chléb,bukë
468,Scheibe::N,krajíc,fetë
469,Fett::N,tuk,lyrë
470,Fett::N,tuk,yndyrë
471,Fett::N,omastek,lyrë
472,Fett::N,omastek,yndyrë
473,Butter::N,máslo,gjalpë
474,Öl::N,olej,vaj
475,Salz::N,sůl,kripë
476,Suppe::N,polévka,supë
477,Suppe::N,polévka,çorbë
478,Honig::N,med,mjaltë
479,Milch::N,mléko,qumësht
480,Tee::N,čaj,çaj
481,Leder::N,kůže,lëkurë
482,Wolle::N,vlna,lesh
483,Stoff::N,látka,pëlhurë
484,Nadel::N,jehla,gjilpërë
485,Faden::N,nit,pe
486,Faden::N,nit,fije
487,Knopf::N,knoflík,kopsë
488,Knoten::N,uzel,komb
489,Farbe::N,barva,bojë
490,Kleidung::N,šaty,veshje
491,Kleidung::N,šatstvo,veshje
492,Hemd::N,košile,këmishë
493,Kragen::N,límec,jakë
494,Ärmel::N,rukáv,mëngë
495,Hose::N,kalhoty,brekë
496,Gürtel::N,pás,rrip
497,Gürtel::N,opasek,rrip
498,Mütze::N,čepice,kësulë
499,Schuh::N,bota,këpucë
500,Stiefel::N,holínka,çizme
501,Ring::N,prsten,unazë
502,Band::N,pásek,shirit
503,Kamm::N,hřeben,krehër
504,Spiegel::N,zrcadlo,pasqyrë
505,Riemen::N,řemen,rrip
506,Schnur::N,šňůra,litar
507,Schnur::N,šňůra,cikomë
508,Leine::N,vodítko,rrip
509,Decke::N,pokrývka,batanije
510,Decke::N,přikrývka,batanije
511,Kissen::N,polštář,jastëk
512,Tuch::N,šátek,shami
513,Handtuch::N,ručník,peshqir
514,Kraft::N,síla,forcë
515,Stärke::N,síla,koll
516,Gesundheit::N,zdraví,shëndet
517,Krankheit::N,nemoc,sëmundje
518,Krankheit::N,choroba,sëmundje
519,Schmerz::N,bolest,dhimbje
520,Wunde::N,rána,plagë
521,Fieber::N,horečka,ethe
522,Arznei::N,lék,ilaç
523,Brücke::N,most,urë
524,Brunnen::N,studna,pus
525,Weide::N,pastva,kullotë
526,Weide::N,pastvina,kullotë
527,Pfad::N,pěšina,ravë
528,Pfad::N,pěšina,shteg
529,Weg::N,cesta,udhë
530,Weg::N,cesta,shteg
531,Straße::N,silnice,rrugë
532,Dorf::N,vesnice,fshat
533,Dorf::N,vesnice,katund
534,Stadt::N,město,qytet
535,Brief::N,dopis,letër
536,Buch::N,kniha,libër
537,Buchstabe::N,písmeno,shkronjë
538,Zeitung::N,noviny,gazetë
539,Leben::N,život,jetë
540,Tod::N,smrt,mortje
541,Grab::N,hrob,varr
542,Kirche::N,kostel,kishë
543,Sünde::N,hřích,mëkat
544,Sünde::N,hřích,gjynah
545,Gott::N,bůh,hy
546,Gott::N,bůh,zot
547,Arbeiter::N,dělník,punëtor
548,Arbeiter::N,pracovník,punëtor
549,Chef::N,šéf,shef
550,Chef::N,šéf,drejtues
551,Chef::N,vedoucí,shef
552,Chef::N,vedoucí,drejtues
553,Meister::N,mistr,mjeshtër
554,Arzt::N,lékař,mjek
555,Arzt::N,lékař,doktor
556,Lehrer::N,učitel,mësues
557,Lehrer::N,učitel,arsimtar
558,Geld::N,peníze,para
559,Geld::N,peníze,holla
560,Geschäft::N,obchod,ujdi
561,Geschäft::N,obchod,biznes
562,Laden::N,krám,dyqan
563,Preis::N,cena,çmim
564,Ware::N,zboží,mall
565,Nutzen::N,užitek,dobi
566,Nutzen::N,užitek,leverdi
567,Reichtum::N,bohatství,kamje
568,Reichtum::N,bohatství,pasuri
569,Welt::N,svět,botë
570,Land::N,země,vend
571,Staat::N,stát,shtet
572,König::N,král,mbret
573,Macht::N,moc,fuqi
574,Macht::N,moc,pushtet
575,Macht::N,mocnost,fuqi
576,Macht::N,mocnost,pushtet
577,Grenze::N,hranice,kufi
578,Krieg::N,válka,luftë
579,Feind::N,nepřítel,armik
580,Gewalt::N,násilí,dhunë
581,Kampf::N,boj,luftim
582,Bogen[Waffe]::N,luk,hark
583,Pfeil::N,šíp,shigjetë
584,Gewehr::N,puška,pushkë
585,Gewehr::N,ručnice,pushkë
586,Fehler::N,chyba,gafë
587,Fehler::N,chyba,gabim
588,Lüge::N,lež,gënjeshtër
589,Schaden::N,škoda,dëm
590,Schaden::N,škoda,zarar
591,Unglück::N,neštěstí,fatkeqësi
592,Schuld::N,vina,faj
593,Alter::N,věk,moshë
594,Schluss::N,konec,fund
595,Zeit::N,čas,kohë
596,Tag::N,den,ditë
597,Morgen::N,ráno,mëngjes
598,Morgen::N,jitro,mëngjes
599,Mittag::N,poledne,mesditë
600,Abend::N,večer,mbrëmje
601,Nacht::N,noc,natë
602,Woche::N,týden,javë
603,Monat::N,měsíc,muaj
604,Jahr::N,rok,vit
605,Frühling::N,jaro,pranverë
606,Sommer::N,léto,verë
607,Herbst::N,podzim,vjeshtë
608,Winter::N,zima,dimër
609,Januar::N,leden,janar
610,Februar::N,únor,shkurt
611,März::N,březen,mars
612,April::N,duben,prill
613,Mai::N,květen,maj
614,Juni::N,červen,qershor
615,Juli::N,červenec,korrik
616,August::N,srpen,gusht
617,September::N,září,shtator
618,Oktober::N,říjen,tetor
619,November::N,listopad,nëntor
620,Dezember::N,prosinec,dhjetor
621,Montag::N,pondělí,hënë
622,Montag::N,pondělek,hënë
623,Dienstag::N,úterý,martë
624,Mittwoch::N,středa,mërkurë
625,Donnerstag::N,čtvrtek,enjte
626,Freitag::N,pátek,premte
627,Samstag::N,sobota,shtunë
628,Sonntag::N,neděle,diel
629,groß::A,velký,madh
630,klein::A,malý,vogël
631,lang::A,dlouhý,gjatë
632,kurz::A,krátký,shkurtër
633,breit::A,široký,gjerë
634,schmal::A,úzký,ngushtë
635,dicht::A,hustý,dendur
636,dick[Gegenstand]::A,tlustý,trashë
637,dünn::A,tenký,hollë
638,fein::A,jemný,imët
639,fest::A,pevný,fortë
640,flach::A,plochý,sheshtë
641,flach::A,placatý,sheshtë
642,glatt::A,hladký,rrafshët
643,hart::A,tvrdý,fortë
644,weich::A,měkký,butë
645,rund::A,kulatý,rrumbullakët
646,rund::A,okrouhlý,rrumbullakët
647,spitz::A,špičatý,majëmprehtë
648,scharf::A,ostrý,mprehtë
649,stumpf::A,tupý,topitur
650,schwer::A,těžký,rëndë
651,schön::A,pěkný,bukur
652,schön::A,krásný,bukur
653,heiß::A,horký,nxehtë
654,warm::A,teplý,ngrohtë
655,kalt::A,studený,ftohtë
656,kühl::A,chladný,freskët
657,frisch::A,svěží,pastër
658,feucht::A,vlhký,lagësht
659,nass::A,mokrý,lagur
660,trocken::A,suchý,thatë
661,voll::A,plný,plotë
662,leer::A,prázdný,bosh
663,leer::A,prázdný,zbrazët
664,offen::A,otevřený,hapur
665,geschlossen::A,zavřený,mbyllur
666,sauber::A,čistý,dëlirë
667,schmutzig::A,špinavý,ndyrë
668,roh::A,syrový,gjallë
669,reif::A,zralý,arrirë
670,lecker::A,chutný,shijshëm
671,süß::A,sladký,ëmbël
672,bitter::A,hořký,hidhur
673,sauer::A,kyselý,thartë
674,hell::A,světlý,me dritë
675,dunkel::A,temný,errët
676,schwarz::A,černý,i zi
677,weiß::A,bílý,bardhë
678,rot::A,rudý,kuq
679,rot::A,červený,kuq
680,gelb::A,žlutý,verdhë
681,blau::A,modrý,blu
682,blau::A,modrý,kaltër
683,grün::A,zelený,blertë
684,grün::A,zelený,gjelbër
685,grau::A,šedý,hirtë
686,grau::A,šedý,bojë hiri
687,grau::A,šedivý,hirtë
688,grau::A,šedivý,bojë hiri
689,bunt::A,pestrý,shumëngjyrëshëm
690,billig::A,levný,lirë
691,billig::A,laciný,lirë
692,teuer::A,drahý,shtrenjtë
693,wertvoll::A,cenný,çmuar
694,wertvoll::A,cenný,vlershëm
695,blind::A,slepý,qorr
696,blind::A,slepý,verbër
697,taub::A,hluchý,shurdhër
698,kräftig::A,silný,fuqishëm
699,stark::A,silný,fortë
700,schwach::A,slabý,dobët
701,fett::A,tučný,dhjamur
702,fett::A,tlustý,dhjamur
703,schlank::A,štíhlý,hollë
704,hübsch::A,hezký,bukur
705,hübsch::A,hezký,hijshëm
706,böse::A,zlý,keq
707,dumm::A,hloupý,teveqel
708,faul::A,líný,dembel
709,fleißig::A,pilný,zellshëm
710,geizig::A,lakomý,kurnac
711,geizig::A,lakomý,dorështrënguar
712,klug::A,chytrý,mençur
713,geschickt::A,šikovný,aftë
714,lieb::A,milý,dashur
715,lustig::A,veselý,gëzuar
716,sanft::A,mírný,butë
717,hungrig::A,hladový,uritur
718,krank::A,nemocný,sëmurë
719,nackt::A,nahý,lakuriq
720,nackt::A,nahý,zhveshur
721,traurig::A,smutný,trishtuar
722,traurig::A,truchlivý,trishtuar
723,lebendig::A,živý,gjallë
724,gut::A,dobrý,mirë
725,schlecht::A,špatný,keq
726,richtig::A,pravý,drejtë
727,richtig::A,správný,drejtë
728,schlimm::A,zlý,keq
729,wahr::A,pravdivý,vërtetë
730,alt::A,starý,vjetër
731,neu::A,nový,i ri
732,ehemalig::A,bývalý,dikurshëm
733,alt[Lebewesen]::A,starý,plak
734,jung::A,mladý,i ri
735,arm::A,chudý,varfër
736,arm::A,chudý,vobektë
737,reich::A,bohatý,pasur
738,bekannt::A,známý,njohur
739,berühmt::A,slavný,famshëm
740,fremd::A,cizí,huaj
741,verschieden::A,různý,ndryshëm
742,verschieden::A,rozličný,ndryshëm
743,nah::A,blízký,afërt
744,fern::A,daleký,largët
745,linker::A,levý,majtë
746,rechter::A,pravý,djathtë
747,anderer::A,jiný,tjetër
748,erster::A,první,parë
749,zweiter::A,druhý,dytë
750,dritter::A,třetí,i tretë
751,letzter::A,poslední,fundit
752,allein::ADV,sám,vetëm
753,auf einmal::ADV,najednou,njëkohësisht
754,zusammen::ADV,spolu,bashkë
755,zusammen::ADV,spolu,së bashku
756,zusammen::ADV,dohromady,bashkë
757,zusammen::ADV,dohromady,së bashku
758,lange::ADV,dlouho,për një kohë të gjatë
759,plötzlich::ADV,vtom,befas
760,plötzlich::ADV,náhle,befas
761,sofort::ADV,hned,menjëherë
762,sofort::ADV,hned,aty për aty
763,sofort::ADV,ihned,menjëherë
764,sofort::ADV,ihned,aty për aty
765,später::ADV,později,më vonë
766,jetzt::ADV,teď,tash
767,jetzt::ADV,nyní,tash
768,heute::ADV,dnes,sot
769,heute::ADV,dneska,sot
770,morgen::ADV,zítra,nesër
771,bald::ADV,brzo,shpejt
772,bald::ADV,brzo,së shpejti
773,dann::ADV,pak,pastaj
774,dann::ADV,potom,pastaj
775,gestern::ADV,včera,dje
776,einst::ADV,kdysi,dikur
777,damals::ADV,tehdy,atëherë
778,damals::ADV,tenkrát,atëherë
779,danach::ADV,podle toho,mandej
780,vorher::ADV,dříve,më parë
781,vorher::ADV,napřed,më parë
782,zuerst::ADV,nejprve,së pari
783,zuerst::ADV,nejdříve,së pari
784,einmal::ADV,jednou,njëherë
785,manchmal::ADV,někdy,nganjëherë
786,oft::ADV,často,shpesh
787,immer::ADV,vždy,përherë
788,immer::ADV,vždy,gjithnjë
789,immer::ADV,stále,përherë
790,immer::ADV,stále,gjithnjë
791,niemals::ADV,nikdy,kurrë
792,niemals::ADV,nikdy,asnjëherë
793,hier::ADV,zde,këtu
794,hier::ADV,tady,këtu
795,hierhin::ADV,sem,knej
796,von hier::ADV,odtud,që këtej
797,von hier::ADV,odtud,prej këtej
798,dort::ADV,tam,aty
799,dort::ADV,tam,atje
800,dorthin::ADV,tam,anej
801,geradeaus::ADV,rovně,drejt
802,vorwärts::ADV,kupředu,mbroth
803,vorwärts::ADV,kupředu,përpara
804,rückwärts::ADV,zpět,mbrapsht
805,zurück::ADV,zpět,prapa
806,zurück::ADV,zpět,mbrapsht
807,zurück::ADV,nazpět,prapa
808,zurück::ADV,nazpět,mbrapsht
809,unten::ADV,dole,poshtë
810,hinab::ADV,dolů,përposh
811,oben::ADV,nahoře,lart
812,oben::ADV,nahoře,sipër
813,oben::ADV,navrchu,lart
