,Concept_ID,ga,is
161,Stamm::N,stoc,stofn
162,Stamm::N,tamhan,stofn
163,Rinde::N,coirt,börkur
164,Rinde::N,craiceann,börkur
165,Ast::N,géag,grein
166,Zweig::N,géag,angi
167,Zweig::N,géag,kvistur
168,Zweig::N,craobh,angi
169,Zweig::N,craobh,kvistur
170,Blatt::N,duille,blað
171,Blatt::N,duilleog,blað
172,Birke::N,beith,birki
173,Birke::N,crann beithe,birki
174,Kiefer[Baum]::N,péine,fura
175,Weide[Baum]::N,saileach,víðir
176,Tanne::N,giúis,greni
177,Horn::N,adharc,horn
178,Feder::N,cleite,fjöður
179,Fell::N,clúmh,skinn
180,Flügel::N,eite,vængur
181,Flügel::N,sciathán,vængur
182,Klaue::N,crúb,kló
183,Klaue::N,crobh,kló
184,Kralle::N,crobh,kló
185,Schwanz::N,eireaball,rófa
186,Schwanz::N,eireaball,skott
187,Ei::N,ubh,egg
188,Nest::N,nead,hreiður
189,Bau::N,brocais,greni
190,Bau::N,brocais,bæli
191,Tier::N,ainmhí,dýr
192,Tier::N,beithíoch,dýr
193,Herde::N,tréad,hjörð
194,Kuh::N,bó,kýr
195,Bulle::N,tarbh,boli
196,Pferd::N,each,hestur
197,Pferd::N,capall,hestur
198,Schaf::N,caora,kind
199,Schwein::N,muc,svín
200,Hund::N,madra,hundur
201,Katze::N,cat,köttur
202,Bär::N,béar,björn
203,Eichhörnchen::N,iora,íkorni
204,Elch::N,eilc,elgur
205,Fuchs::N,sionnach,refur
206,Fuchs::N,madra rua,refur
207,Hase::N,giorria,héri
208,Maus::N,luch,mús
209,Wolf::N,mac tíre,úlfur
210,Vogel::N,éan,fugl
211,Schwarm::N,saithe,sægur
212,Huhn::N,cearc,hæna
213,Hahn::N,coileach,hani
214,Gans::N,gé,gæs
215,Adler::N,iolar,örn
216,Ente::N,lacha,önd
217,Eule::N,ulchabhán,uggla
218,Kranich::N,grús,trana
219,Krähe::N,caróg,kráka
220,Krähe::N,préachán,kráka
221,Kuckuck::N,cuach,gaukur
222,Schwan::N,eala,svanur
223,Fisch::N,iasc,fiskur
224,Barsch::N,péirse,aborri
225,Hecht::N,liús,gedda
226,Schlange[Tier]::N,nathair,naðra
227,Wurm::N,péist,ormur
228,Spinne::N,damhán alla,kónguló
229,Ameise::N,seangán,maur
230,Laus::N,míol,lús
231,Mücke::N,muiscít,mý
232,Mücke::N,muiscít,mýfluga
233,Mücke::N,corrmhíol,mý
234,Mücke::N,corrmhíol,mýfluga
235,Fliege::N,cuil,fluga
236,Fliege::N,cuileog,fluga
237,Schmetterling::N,féileacán,fiðrildi
238,Beere::N,caor,ber
239,Apfel::N,úll,epli
240,Pilz::N,beacán,sveppur
241,Pilz::N,muisiriún,sveppur
242,Zwiebel::N,oinniún,laukur
243,Saat::N,síol,fræ
244,Saat::N,síol,útsæði
245,Korn::N,gráinne,korn
246,Heu::N,féar,hey
247,Schale::N,scaimh,hýði
248,Grube::N,poll,gryfja
249,Falle::N,gaiste,gildra
250,Schlinge::N,sealán,snara
251,Spur::N,rian,spor
252,Asche::N,luaith,aska
253,Dreck::N,salachar,óþverri
254,Eisen::N,iarann,járn
255,Gold::N,ór,gull
256,Silber::N,airgead,silfur
257,Kohle::N,gual,kol
258,Glas::N,gloine,gler
259,Lehm::N,cré,leir
260,Sand::N,gaineamh,sandur
261,Mensch::N,duine,maður
262,Mensch::N,duine,manneskja
263,Mann::N,fear,maður
264,Mann::N,fear,karlmaður
265,Frau::N,bean,kona
266,Kind::N,gasúr,barn
267,Kind::N,gasúr,krakki
268,Kind::N,páiste,barn
269,Kind::N,páiste,krakki
270,Junge::N,buachaill,drengur
271,Mädchen::N,cailín,stelpa
272,Familie::N,teaghlach,fjölskylda
273,Familie::N,comhluadar,fjölskylda
274,Großvater::N,seanathair,afi
275,Großmutter::N,seanmháthair,amma
276,Eltern::N,tuismitheoirí,foreldrar
277,Vater::N,athair,faðir
278,Mutter::N,máthair,móðir
279,Sohn::N,mac,sonur
280,Tochter::N,iníon,dóttir
281,Bruder::N,deartháir,bróðir
282,Schwester::N,deirfiúr,systir
283,Onkel::N,uncail,föðurbróðir
284,Tante::N,aintín,frænka
285,Tante::N,aintín,móðursystir
286,Ehemann::N,fear céile,eiginmaður
287,Ehefrau::N,bean chéile,eiginkona
288,Freude::N,áthas,gleði
289,Gelächter::N,gáire,hlátur
290,Glück::N,séan,gæfa
291,Glück::N,sonas,gæfa
292,Kummer::N,brón,sorg
293,Kummer::N,buairt,sorg
294,Wunsch::N,guí,ósk
295,Wunsch::N,achainí,ósk
296,Lust::N,fonn,fýsn
297,Lust::N,fonn,löngun
298,Geist::N,meon,andi
299,Geist::N,spiorad,andi
300,Gedanke::N,smaoineamh,hugsun
301,Gedächtnis::N,cuimhne,minni
302,Verstand::N,ciall,vit
303,Verstand::N,intinn,vit
304,Sinn::N,brí,merking
305,Sinn::N,ciall,merking
306,Grund::N,fáth,ástæða
307,Wahrheit::N,fírinne,sannleikur
308,Gespräch::N,comhrá,samtal
309,Märchen::N,scéal,ævintýri
310,Erzählung::N,scéal,saga
311,Nachricht::N,teachtaireacht,frétt
312,Neuigkeit::N,scéala,frétt
313,Name::N,ainm,nafn
314,Rätsel::N,tomhas,gáta
315,Rede::N,óráid,ræða
316,Rede::N,aitheasc,ræða
317,Sprache::N,teanga,mál
318,Sprache::N,teanga,tungumál
319,Stimme::N,guth,rödd
320,Wort::N,focal,orð
321,Zeichen::N,comhartha,tákn
322,Zeichen::N,comhartha,merki
323,Ruf::N,glaoch,kall
324,Lärm::N,torann,hávaði
325,Laut::N,fuaim,hljóð
326,Ton::N,ton,tónn
327,Lied::N,amhrán,ljóð
328,Lied::N,amhrán,söngur
329,Ruhe::N,suaimhneas,ró
330,Ruhe::N,suaimhneas,kyrrð
331,Leute::N,muintir,fólk
332,Volk::N,pobal,þjóð
333,Arbeit::N,obair,vinna
334,Gast::N,aoi,gestur
335,Geschenk::N,féirín,gjöf
336,Geschenk::N,bronntanas,gjöf
337,Spiel::N,cluiche,leikur
338,Gesellschaft::N,comhluadar,selskapur
339,Hilfe::N,cúnamh,hjálp
340,Hilfe::N,cabhair,hjálp
341,Freund::N,cara,vinur
342,Kamerad::N,comrádaí,félagi
343,Angelegenheit::N,ábhar,mál
344,Angelegenheit::N,ábhar,málefni
345,Anzahl::N,líon,tala
346,Anzahl::N,líon,fjöldi
347,Art::N,sórt,tegund
348,Art::N,saghas,tegund
349,Stück::N,píosa,biti
350,Stück::N,píosa,stykki
351,Teil::N,cuid,hluti
352,Teil::N,cuid,partur
353,Teil::N,páirt,hluti
354,Teil::N,páirt,partur
355,Hälfte::N,leath,helmingur
356,Kreis::N,ciorcal,hringur
357,Kreuz::N,cros,kross
358,Kreuz::N,cros,krossmark
359,Linie::N,líne,lína
360,Strich::N,stríoc,strik
361,Abstand::N,achar,millibil
362,Entfernung::N,fad,fjarlægð
363,Gegend::N,ceantar,hérað
364,Platz::N,áit,pláss
365,Platz::N,spás,pláss
366,Ort::N,áit,staður
367,Seite::N,taobh,hlið
368,Mitte::N,lár,miðja
369,Gegenstand::N,ball,hlutur
370,Gegenstand::N,ábhar,hlutur
371,Sache::N,ní,mál
372,Sache::N,rud,mál
373,Rand::N,imeall,brún
374,Rand::N,ciumhais,brún
375,Kante::N,corr,rönd
376,Kante::N,colbha,rönd
377,Ecke::N,coirnéal,horn
378,Spitze::N,gob,oddur
379,Spitze::N,barr,oddur
380,Ende::N,ceann,endi
381,Ende::N,foirceann,endi
382,Loch::N,poll,gat
383,Loch::N,poll,hola
384,Winkel::N,cúinne,skot
385,Winkel::N,cúinne,krókur
386,Winkel::N,uillinn,skot
387,Winkel::N,uillinn,krókur
388,Muster::N,patrún,munstur
389,Größe::N,méid,stærð
390,Größe::N,toise,stærð
391,Länge::N,fad,lengd
392,Höhe::N,airde,hæð
393,Gewicht::N,meáchan,vigt
394,Gewicht::N,meáchan,þyngd
395,Menge::N,méid,magn
396,Haufen::N,cnap,hrúga
397,Haufen::N,cnap,haugur
398,Reihe::N,líne,röð
399,Reihe::N,sraith,röð
400,Boot::N,bád,bátur
401,Ruder::N,rámh,ár
402,Ruder::N,maide rámha,ár
403,Schlitten::N,carr sleamhnáin,sleði
404,Ski::N,scí,skíði
405,Lagerfeuer::N,tine champa,varðeldur
406,Last::N,ualach,byrði
407,Last::N,ualach,farmur
408,Gang::N,siúlóid,ganga
409,Schritt::N,céim,skref
410,Schritt::N,coiscéim,skref
411,Norden::N,tuaisceart,norður
412,Süden::N,deisceart,suður
413,Westen::N,iarthar,vestur
414,Osten::N,oirthear,austur
415,Holz::N,adhmad,viður
416,Brett::N,clár,fjöl
417,Platte::N,leac,flötur
418,Stütze::N,taca,stoð
419,Stange::N,polla,stöng
420,Stange::N,cuaille,stöng
421,Stock::N,bata,prik
422,Stock::N,bata,stafur
423,Stock::N,maide,prik
424,Stock::N,maide,stafur
425,Stab::N,maide,prik
426,Stab::N,maide,stafur
427,Stab::N,bachall,prik
428,Stab::N,bachall,stafur
429,Rohr::N,píopa,rör
430,Rohr::N,píopa,pípa
431,Haus::N,teach,hús
432,Heim::N,baile,heimili
433,Ofen::N,sornóg,ofn
434,Fußboden::N,urlár,gólf
435,Tisch::N,bord,borð
436,Tisch::N,tábla,borð
437,Stuhl::N,cathaoir,stóll
438,Wiege::N,cliabhán,vagga
439,Bett::N,leaba,rúm
440,Bett::N,leaba,hvíla
441,Regal::N,seilf,hilla
442,Kiste::N,bosca,kassi
443,Fenster::N,fuinneoig,gluggi
444,Tür::N,doras,dyr
445,Tür::N,doras,hurð
446,Tor::N,geata,hlið
447,Zaun::N,fál,girðing
448,Zaun::N,fál,limgarður
449,Zaun::N,claí,girðing
450,Zaun::N,claí,limgarður
451,Dach::N,díon,þak
452,Leiter::N,dréimire,stigi
453,Besen::N,scuab,sópur
454,Spaten::N,spád,spaði
455,Spaten::N,rámhainn,spaði
456,Schaufel::N,sluasaid,skófla
457,Gabel::N,forc,gaffall
458,Gabel::N,gabhlóg,gaffall
459,Löffel::N,spúnóg,skeið
460,Messer::N,scian,hnífur
461,Nagel::N,tairne,nögl
462,Netz::N,líon,net
463,Netz::N,eangach,net
464,Haken::N,croch,krókur
465,Griff::N,cos,tak
466,Griff::N,hanla,tak
467,Schloss::N,glas,lás
468,Bild::N,pictiúr,mynd
469,Figur::N,fíor,stytta
470,Puppe::N,bábóg,brúða
471,Beutel::N,mála,poki
472,Beutel::N,mála,baggi
473,Beutel::N,mealbhóg,poki
474,Beutel::N,mealbhóg,baggi
475,Bündel::N,beart,böggull
476,Tasche::N,mála,veski
477,Eimer::N,buicéad,fata
478,Deckel::N,clár,lok
479,Deckel::N,claibín,lok
480,Geschirr::N,soithí,leirtau
481,Geschirr::N,gréithe,leirtau
482,Sack::N,sac,sekkur
483,Sack::N,mála,sekkur
484,Tasse::N,cupán,bolli
485,Topf::N,pota,pottur
486,Kessel::N,citeal,ketill
487,Essen::N,béile,matur
488,Nahrung::N,bia,fæða
489,Speise::N,mias,réttur
490,Speise::N,mias,matarréttur
491,Fleisch::N,feoil,kjöt
492,Getreide::N,grán,korn
493,Getreide::N,arbhar,korn
494,Brei::N,brúitín,grautur
495,Brot::N,arán,brauð
496,Scheibe::N,píosa,sneið
497,Scheibe::N,slisne,sneið
498,Fett::N,saill,fita
499,Fett::N,méathras,fita
500,Butter::N,im,smjör
501,Öl::N,ola,olía
502,Salz::N,salann,salt
503,Suppe::N,sú,súpa
504,Suppe::N,anraith,súpa
505,Honig::N,mil,hunang
506,Milch::N,bainne,mjólk
507,Tee::N,tae,te
508,Leder::N,leathar,skinn
509,Wolle::N,olann,ull
510,Stoff::N,éadach,dúkur
511,Nadel::N,snáthaid,nál
512,Faden::N,snáth,þráður
513,Knopf::N,cnaipe,tala
514,Knopf::N,cnaipe,hnappur
515,Knoten::N,snaidhm,hnútur
516,Farbe::N,péint,málning
517,Kleidung::N,éadaí,búningur
518,Kleidung::N,éadaí,klæðnaður
519,Hemd::N,léine,skyrta
520,Kragen::N,bóna,kragi
521,Kragen::N,bóna,flibbi
522,Ärmel::N,muinchille,ermi
523,Hose::N,bríste,buxur
524,Hose::N,treabhsar,buxur
525,Gürtel::N,crios,belti
526,Mütze::N,caipín,húfa
527,Schuh::N,bróg,skór
528,Stiefel::N,buatais,stígvél
529,Ring::N,fáinne,hringur
530,Band::N,ribín,band
531,Kamm::N,cíor,greiða
532,Spiegel::N,scáthán,spegill
533,Riemen::N,iall,ól
534,Riemen::N,iall,reim
535,Riemen::N,strapa,ól
536,Riemen::N,strapa,reim
537,Schnur::N,téad,snúra
538,Schnur::N,sreangán,snúra
539,Leine::N,iall,band
540,Decke::N,pluid,teppi
541,Decke::N,blaincéad,teppi
542,Kissen::N,piliúr,koddi
543,Kissen::N,adhartán,koddi
544,Tuch::N,scaif,klútur
545,Handtuch::N,tuáille,þurrka
546,Handtuch::N,tuáille,handklæði
547,Kraft::N,fórsa,afl
548,Kraft::N,fórsa,kraftur
549,Stärke::N,neart,styrkur
550,Gesundheit::N,sláinte,heilsa
551,Gesundheit::N,sláinte,heilbrigði
552,Krankheit::N,tinneas,sjúkdómur
553,Krankheit::N,breoiteacht,sjúkdómur
554,Schmerz::N,pian,sársauki
555,Wunde::N,goin,sár
556,Fieber::N,fiabhras,hitasótt
557,Arznei::N,cógas,lyf
558,Brücke::N,droichead,brú
559,Brunnen::N,tobar,brunnur
560,Weide::N,féarach,hagi
561,Pfad::N,cosán,stígur
562,Pfad::N,conair,stígur
563,Weg::N,slí,vegur
564,Weg::N,bealach,vegur
565,Straße::N,bóthar,gata
566,Straße::N,bóthar,stræti
567,Dorf::N,sráidbhaile,þorp
568,Stadt::N,baile,borg
569,Stadt::N,cathair,borg
570,Brief::N,litir,bréf
571,Buch::N,cín,bók
572,Buch::N,leabhar,bók
573,Buchstabe::N,litir,bókstafur
574,Zeitung::N,nuachtán,dagblað
575,Leben::N,saol,líf
576,Leben::N,beatha,líf
577,Tod::N,bás,dauði
578,Grab::N,uaigh,gröf
579,Kirche::N,eaglais,kirkja
580,Sünde::N,peaca,synd
581,Gott::N,dia,guð
582,Arbeiter::N,oibrí,verkamaður
583,Chef::N,saoiste,yfirmaður
584,Chef::N,ceannasaí,yfirmaður
585,Meister::N,máistir,meistari
586,Arzt::N,lia,læknir
587,Arzt::N,dochtúir,læknir
588,Lehrer::N,oide,kennari
589,Lehrer::N,múinteoir,kennari
590,Geld::N,airgead,peningar
591,Geschäft::N,gnó,viðskipti
592,Laden::N,siopa,búð
593,Laden::N,siopa,verslun
594,Preis::N,praghas,verð
595,Ware::N,earra,vara
596,Nutzen::N,tairbhe,gagn
597,Reichtum::N,rachmas,auður
598,Reichtum::N,saibhreas,auður
599,Welt::N,domhan,veröld
600,Land::N,tír,land
601,Staat::N,stát,ríki
602,König::N,rí,konungur
603,Macht::N,cumhacht,vald
604,Grenze::N,críoch,landamæri
605,Grenze::N,teorainn,landamæri
606,Krieg::N,cogadh,stríð
607,Feind::N,namhaid,fjandmaður
608,Gewalt::N,foréigean,ofbeldi
609,Kampf::N,troid,bardagi
610,Bogen[Waffe]::N,bogha,bogi
611,Pfeil::N,saighead,ör
612,Gewehr::N,gunna,byssa
613,Fehler::N,botún,villa
614,Fehler::N,meancóg,villa
615,Lüge::N,bréag,lygi
616,Lüge::N,éitheach,lygi
617,Schaden::N,dochar,skemmd
618,Schaden::N,damáiste,skemmd
619,Unglück::N,drochrath,óhamingja
620,Schuld::N,locht,sök
621,Schuld::N,milleán,sök
622,Alter::N,aois,aldur
623,Schluss::N,deireadh,lok
624,Schluss::N,deireadh,endir
625,Zeit::N,am,tími
626,Zeit::N,aimsir,tími
627,Tag::N,lá,dagur
628,Morgen::N,maidin,morgunn
629,Mittag::N,nóin,hádegi
630,Abend::N,tráthnóna,kvöld
631,Nacht::N,oíche,nótt
632,Woche::N,seachtain,vika
633,Monat::N,mí,mánuður
634,Jahr::N,bliain,ár
635,Frühling::N,earrach,vor
636,Sommer::N,samhradh,sumar
637,Herbst::N,fómhar,haust
638,Winter::N,geimhreadh,vetur
639,Januar::N,Eanáir,janúar
640,Februar::N,Feabhra,február
641,März::N,Márta,mars
642,April::N,Aibreán,apríl
643,Mai::N,Bealtaine,maí
644,Juni::N,Meitheamh,júní
645,Juli::N,Iúil,júlí
646,August::N,Lúnasa,ágúst
647,September::N,Meán Fómhair,september
648,Oktober::N,Deireadh Fómhair,október
649,November::N,Samhain,nóvember
650,November::N,Mí na Samhna,nóvember
651,Dezember::N,Mí na Nollag,desember
652,Montag::N,Luan,mánudagur
653,Montag::N,Dé Luain,mánudagur
654,Dienstag::N,Máirt,þriðjudagur
655,Dienstag::N,Dé Máirt,þriðjudagur
656,Mittwoch::N,Céadaoin,miðvikudagur
657,Mittwoch::N,Dé Céadaoin,miðvikudagur
658,Donnerstag::N,Déardaoin,fimmtudagur
659,Freitag::N,Aoine,föstudagur
660,Freitag::N,Dé hAoine,föstudagur
661,Samstag::N,Satharn,laugardagur
662,Samstag::N,Dé Sathairn,laugardagur
663,Sonntag::N,Domhnach,sunnudagur
664,Sonntag::N,Dé Domhnaigh,sunnudagur
665,groß::A,mór,stór
666,klein::A,beag,lítill
667,lang::A,fada,langur
668,kurz::A,gearr,stuttur
669,kurz::A,gairid,stuttur
670,breit::A,leathan,breiður
671,breit::A,fairsing,breiður
672,schmal::A,cúng,mjór
673,dicht::A,dlúth,þéttur
674,dick[Gegenstand]::A,tiubh,þykkur
675,dünn::A,caol,þunnur
676,dünn::A,tanaí,þunnur
677,fein::A,scáinte,fíngerður
678,fein::A,fíneálta,fíngerður
679,fest::A,daingean,fastur
680,flach::A,cothrom,flatur
681,glatt::A,mín,háll
682,glatt::A,mín,sléttur
683,glatt::A,sleamhain,háll
684,glatt::A,sleamhain,sléttur
685,hart::A,crua,harður
686,weich::A,bog,mjúkur
687,rund::A,cruinn,kringlóttur
688,spitz::A,gobach,oddhvass
689,spitz::A,biorach,oddhvass
690,scharf::A,géar,beittur
691,scharf::A,faobhrach,beittur
692,stumpf::A,maol,bitlaus
693,schwer::A,trom,þungur
694,schön::A,álainn,fagur
695,schön::A,álainn,fallegur
696,heiß::A,te,heitur
697,warm::A,te,hlýr
698,warm::A,te,heitur
699,kalt::A,fuar,kaldur
700,kühl::A,fionnuar,svalur
701,frisch::A,úr,frískur
702,frisch::A,friseáilte,frískur
703,feucht::A,tais,rakur
704,feucht::A,tais,þvalur
705,nass::A,fliuch,votur
706,nass::A,fliuch,blautur
707,trocken::A,tirim,þurr
708,voll::A,lán,fullur
709,leer::A,folamh,tómur
710,offen::A,oscailte,opinn
711,geschlossen::A,dúnta,lokaður
712,geschlossen::A,druidte,lokaður
713,sauber::A,glan,þrifinn
714,schmutzig::A,salach,óhreinn
715,schmutzig::A,salach,sóðalegur
716,roh::A,amh,hrár
717,reif::A,aibí,þroskaður
718,lecker::A,blasta,ljúffengur
719,süß::A,milis,sætur
720,bitter::A,searbh,beiskur
721,sauer::A,géar,súr
722,sauer::A,searbh,súr
723,hell::A,geal,bjartur
724,hell::A,soilseach,bjartur
725,dunkel::A,dorcha,dimmur
726,schwarz::A,dubh,svartur
727,weiß::A,bán,hvítur
728,rot::A,dearg,rauður
729,gelb::A,buí,gulur
730,blau::A,gorm,blár
731,grün::A,glas,grænn
732,grün::A,uaine,grænn
733,grau::A,liath,grár
734,bunt::A,ildathach,marglitur
735,bunt::A,dathannach,marglitur
736,billig::A,saor,ódýr
737,teuer::A,daor,dýr
738,teuer::A,costasach,dýr
739,wertvoll::A,luachmhar,verðmætur
740,blind::A,dall,blindur
741,blind::A,caoch,blindur
742,taub::A,bodhar,heyrnarlaus
743,kräftig::A,cumhachtach,öflugur
744,stark::A,tréan,sterkur
745,stark::A,láidir,sterkur
746,schwach::A,lag,veill
747,schwach::A,fann,veill
748,fett::A,ramhar,feitur
749,schlank::A,caol,grannur
750,schlank::A,caol,spengilegur
751,schlank::A,seang,grannur
752,schlank::A,seang,spengilegur
753,hübsch::A,álainn,snotur
754,hübsch::A,álainn,laglegur
755,hübsch::A,dathúil,snotur
756,hübsch::A,dathúil,laglegur
757,böse::A,olc,illur
758,böse::A,olc,vondur
759,dumm::A,dúr,heimskur
760,dumm::A,amaideach,heimskur
761,faul::A,falsa,latur
762,faul::A,leisciúil,latur
763,fleißig::A,dícheallach,iðinn
764,geizig::A,barainneach,nískur
765,geizig::A,sprionlaithe,nískur
766,klug::A,cliste,hygginn
767,geschickt::A,oilte,fimur
768,geschickt::A,oilte,laginn
769,geschickt::A,ealaíonta,fimur
770,geschickt::A,ealaíonta,laginn
771,lieb::A,dil,kær
772,lieb::A,dil,ljúfur
773,lieb::A,dílis,kær
774,lieb::A,dílis,ljúfur
775,lustig::A,aerach,kátur
776,lustig::A,meidhreach,kátur
777,sanft::A,bog,blíður
778,sanft::A,séimh,blíður
779,hungrig::A,ocrach,soltinn
780,hungrig::A,ocrach,hungraður
781,krank::A,tinn,sjúkur
782,krank::A,breoite,sjúkur
783,nackt::A,nocht,nakinn
784,traurig::A,brónach,dapur
785,traurig::A,brónach,hryggur
786,lebendig::A,beo,lifandi
787,gut::A,maith,góður
788,schlecht::A,dona,slæmur
789,schlecht::A,dona,lélegur
790,schlecht::A,droch-,slæmur
791,schlecht::A,droch-,lélegur
792,richtig::A,ceart,réttur
793,schlimm::A,gránna,slæmur
794,schlimm::A,tubaisteach,slæmur
795,wahr::A,fíor,sannur
796,alt::A,sean,gamall
797,neu::A,úr,nýr
798,neu::A,nua,nýr
799,ehemalig::A,iar-,fyrrverandi
800,ehemalig::A,sean-,fyrrverandi
801,alt[Lebewesen]::A,sean,gamall
802,alt[Lebewesen]::A,aosta,gamall
803,jung::A,óg,ungur
804,arm::A,bocht,vesall
805,arm::A,bocht,fátækur
806,reich::A,saibhir,ríkur
807,reich::A,saibhir,auðugur
808,reich::A,rachmasach,ríkur
809,reich::A,rachmasach,auðugur
810,bekannt::A,atá eolas air,kunnugur
811,berühmt::A,cailiúil,frægur
812,berühmt::A,clúiteach,frægur
813,fremd::A,coimhthíoch,framandi
814,fremd::A,coimhthíoch,ókunnugur
815,verschieden::A,éagsúil,ýmis
816,verschieden::A,difriúil,ýmis
817,nah::A,gar,nálægur
818,nah::A,deas,nálægur
