,Concept_ID,it,ar
117,Moor::N,torbiera,مستنقع
118,Wiese::N,prato,مرج
119,Wald::N,bosco,غابة
120,Wald::N,foresta,غابة
121,Hügel::N,colle,تل
122,Hügel::N,collina,تل
123,Anhöhe::N,altura,تل
124,Berg::N,monte,جبل
125,Berg::N,montagna,جبل
126,Gipfel::N,cima,قمة
127,Höhle::N,grotta,كهف
128,Höhle::N,caverna,كهف
129,Abhang::N,pendìo,منحدر
130,Quelle::N,sorgente,منبع
131,Bach::N,ruscello,مجرى
132,Fluss::N,fiume,نهر
133,Ufer::N,riva,ضفة
134,Küste::N,costa,ساحل
135,Festland::N,terraferma,بر
136,Meer::N,mare,بحر
137,Bucht::N,cala,خليج
138,Insel::N,ìsola,جزيرة
139,Blume::N,fiore,زهرة
140,Gras::N,erba,حشيش
141,Wurzel::N,radice,أصل
142,Baum::N,àlbero,شجرة
143,Stamm::N,tronco,جذع
144,Rinde::N,corteccia,قشرة
145,Ast::N,ramo,فرع
146,Zweig::N,ramo,غصن
147,Blatt::N,foglia,ورقة
148,Birke::N,betulla,قضبان
149,Kiefer[Baum]::N,pino,صنوبرة
150,Weide[Baum]::N,sàlice,صفصاف
151,Tanne::N,abete,شوح
152,Tanne::N,abete,تبوب
153,Horn::N,corno,قرن
154,Feder::N,penna,ريشة
155,Fell::N,manto,فرو
156,Fell::N,pelame,فرو
157,Flügel::N,ala,جناح
158,Klaue::N,grinfia,مخلب
159,Kralle::N,unghia,مخلب
160,Kralle::N,artiglio,مخلب
161,Schwanz::N,coda,ذيل
162,Ei::N,uovo,بيض
163,Nest::N,nido,عش
164,Bau::N,covo,جحر
165,Tier::N,bestia,حيوان
166,Tier::N,animale,حيوان
167,Herde::N,gregge,قطيع
168,Kuh::N,vacca,بقرة
169,Bulle::N,toro,ثور
170,Pferd::N,cavallo,خيل
171,Schaf::N,pècora,شاة
172,Schwein::N,porco,خنزير
173,Schwein::N,maiale,خنزير
174,Hund::N,cane,كلب
175,Katze::N,gatta,قطة
176,Bär::N,orso,دب
177,Eichhörnchen::N,scoiàttolo,سنجاب
178,Elch::N,alce,موظ
179,Fuchs::N,volpe,ثعلب
180,Hase::N,lepre,أرنب
181,Maus::N,topo,فأرة
182,Maus::N,sorcio,فأرة
183,Wolf::N,lupo,ذئب
184,Vogel::N,uccello,طير
185,Schwarm::N,stormo,سرب
186,Huhn::N,gallina,دجاجة
187,Hahn::N,gallo,ديك
188,Gans::N,oca,وزة
189,Adler::N,àquila,نسر
190,Ente::N,ànatra,بطة
191,Eule::N,gufo,بوم
192,Eule::N,civetta,بوم
193,Kranich::N,gru,كركي
194,Krähe::N,cornacchia,غراب
195,Kuckuck::N,cuccù,وقواق
196,Kuckuck::N,cùculo,وقواق
197,Schwan::N,cigno,إوز عراقي
198,Fisch::N,pesce,سمك
199,Barsch::N,pèrsico,فرخ أوربي
200,Hecht::N,luccio,سمك الكراكي
201,Schlange[Tier]::N,serpente,حية
202,Schlange[Tier]::N,serpente,ثعبان
203,Wurm::N,baco,دودة
204,Wurm::N,verme,دودة
205,Spinne::N,ragno,عنكبوت
206,Ameise::N,formica,نملة
207,Laus::N,pidocchio,قملة
208,Mücke::N,zanzara,ناموسة
209,Fliege::N,mosca,ذبابة
210,Schmetterling::N,farfalla,فراشة
211,Beere::N,bacca,حبة
212,Apfel::N,mela,تفاح
213,Pilz::N,fungo,فطر
214,Zwiebel::N,cipolla,بصل
215,Saat::N,semente,زرع
216,Korn::N,grano,حبة
217,Heu::N,fieno,دريس
218,Schale::N,buccia,قشرة
219,Grube::N,cava,نقرة
220,Grube::N,fossa,نقرة
221,Falle::N,tràppola,فخ
222,Falle::N,tràppola,مصيدة
223,Schlinge::N,laccio,عروة
224,Spur::N,traccia,أثر
225,Asche::N,cenere,رماد
226,Dreck::N,fango,قذر
227,Eisen::N,ferro,حديد
228,Gold::N,oro,ذهب
229,Silber::N,argento,فضة
230,Kohle::N,carbone,فحم
231,Glas::N,vetro,زجاج
232,Lehm::N,argilla,طين
233,Sand::N,arena,رمل
234,Sand::N,sabbia,رمل
235,Mensch::N,uomo,إنسان
236,Mensch::N,èssere umano,إنسان
237,Mann::N,uomo,رجل
238,Frau::N,donna,امرأة
239,Kind::N,bambino,طفل
240,Junge::N,ragazzo,ولد
241,Mädchen::N,ragazza,بنت
242,Familie::N,famiglia,عائلة
243,Großvater::N,nonno,جد
244,Großmutter::N,nonna,جدة
245,Eltern::N,genitori,أبوان
246,Eltern::N,genitori,والدان
247,Vater::N,padre,أب
248,Mutter::N,madre,أم
249,Sohn::N,figlio,إبن
250,Tochter::N,figlia,بنت
251,Tochter::N,figlia,إبنة
252,Bruder::N,fratello,أخ
253,Bruder::N,fratello,شقيق
254,Schwester::N,sorella,أخت
255,Onkel::N,zio,عم
256,Tante::N,zia,عمة
257,Ehemann::N,marito,زوج
258,Ehefrau::N,moglie,زوجة
259,Freude::N,gioia,فرح
260,Freude::N,gioia,سرور
261,Freude::N,piacere,فرح
262,Freude::N,piacere,سرور
263,Gelächter::N,risata,قهقهة
264,Glück::N,felicità,سعادة
265,Kummer::N,afflizione,غم
266,Wunsch::N,desiderio,منية
267,Lust::N,voglia,شهوة
268,Geist::N,mente,روح
269,Geist::N,spìrito,روح
270,Gedanke::N,idea,فكرة
271,Gedanke::N,pensiero,فكرة
272,Gedächtnis::N,memoria,ذاكرة
273,Verstand::N,intelletto,عقل
274,Sinn::N,senso,معنى
275,Sinn::N,significato,معنى
276,Grund::N,causa,سبب
277,Grund::N,motivo,سبب
278,Grund::N,ragione,سبب
279,Wahrheit::N,verità,حقيقة
280,Gespräch::N,discorso,محادثة
281,Gespräch::N,conversazione,محادثة
282,Märchen::N,fiaba,خرافة
283,Märchen::N,fàvola,خرافة
284,Erzählung::N,racconto,قصة
285,Erzählung::N,racconto,حكاية
286,Erzählung::N,narrazione,قصة
287,Erzählung::N,narrazione,حكاية
288,Nachricht::N,messaggio,خبر
289,Neuigkeit::N,notizia,خبر جديد
290,Name::N,nome,اسم
291,Rätsel::N,indovinello,لغز
292,Rede::N,discorso,خطبة
293,Sprache::N,lingua,لغة
294,Sprache::N,linguaggio,لغة
295,Stimme::N,voce,صوت
296,Wort::N,parola,كلمة
297,Zeichen::N,segno,رمز
298,Zeichen::N,segno,إشارة
299,Zeichen::N,segnale,رمز
300,Zeichen::N,segnale,إشارة
301,Ruf::N,chiamata,نداء
302,Lärm::N,chiasso,صخب
303,Lärm::N,chiasso,ضجة
304,Lärm::N,strèpito,صخب
305,Lärm::N,strèpito,ضجة
306,Laut::N,suono,صوت
307,Ton::N,tono,نغمة
308,Lied::N,canto,أغنية
309,Lied::N,canzone,أغنية
310,Ruhe::N,calma,هدوء
311,Ruhe::N,tranquillità,هدوء
312,Leute::N,gente,ناس
313,Volk::N,pòpolo,شعب
314,Arbeit::N,lavoro,عمل
315,Gast::N,òspite,ضيف
316,Gast::N,invitato,ضيف
317,Geschenk::N,regalo,هدية
318,Spiel::N,gioco,لعب
319,Gesellschaft::N,compagnìa,صحبة
320,Hilfe::N,aiuto,عون
321,Hilfe::N,aiuto,مساعدة
322,Hilfe::N,soccorso,عون
323,Hilfe::N,soccorso,مساعدة
324,Freund::N,amico,صديق
325,Kamerad::N,camerata,زميل
326,Angelegenheit::N,affare,أمر
327,Angelegenheit::N,affare,شأن
328,Angelegenheit::N,faccenda,أمر
329,Angelegenheit::N,faccenda,شأن
330,Anzahl::N,nùmero,عدد
331,Anzahl::N,quantità,عدد
332,Art::N,tipo,نوع
333,Art::N,specie,نوع
334,Stück::N,pezzo,قطعة
335,Teil::N,parte,قسم
336,Hälfte::N,metà,نصف
337,Kreis::N,cìrcolo,دائرة
338,Kreuz::N,croce,صليب
339,Linie::N,lìnea,خط
340,Strich::N,tratto,شرطة
341,Abstand::N,distanza,مسافة
342,Entfernung::N,distanza,بعد
343,Entfernung::N,lontananza,بعد
344,Gegend::N,regione,ناحية
345,Platz::N,posto,فراغ
346,Platz::N,spazio,فراغ
347,Ort::N,luogo,مكان
348,Ort::N,località,مكان
349,Seite::N,lato,جانب
350,Seite::N,parte,جانب
351,Mitte::N,mezzo,وسط
352,Mitte::N,centro,وسط
353,Gegenstand::N,oggetto,موضوع
354,Sache::N,cosa,شيء
355,Rand::N,orlo,حافة
356,Rand::N,bordo,حافة
357,Kante::N,spìgolo,حافة
358,Ecke::N,canto,ركن
359,Spitze::N,punta,سن
360,Ende::N,capo,طرف
361,Ende::N,estremità,طرف
362,Loch::N,buco,ثقب
363,Winkel::N,àngolo,زاوية
364,Muster::N,disegno,عينة
365,Größe::N,taglia,حجم
366,Größe::N,grandezza,حجم
367,Länge::N,lunghezza,طول
368,Höhe::N,altezza,علو
369,Höhe::N,altezza,ارتفاع
370,Gewicht::N,peso,وزن
371,Menge::N,quantità,كمية
372,Haufen::N,cùmulo,كوم
373,Haufen::N,mucchio,كوم
374,Reihe::N,fila,صف
375,Boot::N,barca,قارب
376,Boot::N,barca,زورق
377,Boot::N,battello,قارب
378,Boot::N,battello,زورق
379,Ruder::N,remo,مجذاف
380,Schlitten::N,slitta,مزلقة
381,Ski::N,sci,زلاجة
382,Lagerfeuer::N,falò,نار المخيم
383,Lagerfeuer::N,fuoco di bivacco,نار المخيم
384,Last::N,càrico,حمل
385,Gang::N,andata,مشية
386,Schritt::N,passo,خطوة
387,Norden::N,nord,شمال
388,Norden::N,settentrione,شمال
389,Süden::N,sud,جنوب
390,Süden::N,meridione,جنوب
391,Westen::N,òvest,غرب
392,Westen::N,occidente,غرب
393,Osten::N,est,شرق
394,Osten::N,oriente,شرق
395,Holz::N,legno,خشب
396,Brett::N,asse,لوح
397,Brett::N,tàvola,لوح
398,Platte::N,lastra,صفيحة
399,Platte::N,piastra,صفيحة
400,Stütze::N,supporto,سند
401,Stütze::N,supporto,دعامة
402,Stange::N,sbarra,عود
403,Stange::N,pèrtica,عود
404,Stock::N,verga,عصا
405,Stock::N,bastone,عصا
406,Stock::N,bacchetta,عصا
407,Stab::N,asta,قضيب
408,Rohr::N,tubo,أنبوبة
409,Haus::N,casa,دار
410,Haus::N,casa,بيت
411,Heim::N,casa,بيت
412,Heim::N,casa,مسكن
413,Ofen::N,stufa,مدفأة
414,Fußboden::N,pavimento,أرضية
415,Tisch::N,tàvolo,مائدة
416,Stuhl::N,sedia,كرسي
417,Wiege::N,culla,مهد
418,Bett::N,letto,سرير
419,Regal::N,scaffale,رف
420,Kiste::N,cassa,صندوق
421,Fenster::N,finestra,شباك
422,Fenster::N,finestra,نافذة
423,Tür::N,porta,باب
424,Tor::N,portone,بوابة
425,Zaun::N,recinto,سياج
426,Dach::N,tetto,سطح
427,Leiter::N,scala,سلم
428,Leiter::N,scala a pioli,سلم
429,Besen::N,scopa,مكنسة
430,Spaten::N,vanga,مسحاة
431,Schaufel::N,pala,مجرفة
432,Gabel::N,forchetta,شوكة
433,Löffel::N,cucchiaio,ملعقة
434,Messer::N,coltello,سكين
435,Nagel::N,chiodo,مسمار
436,Netz::N,rete,شبكة
437,Haken::N,uncino,خطاف
438,Haken::N,uncino,صنارة
439,Griff::N,mànico,قبضة
440,Griff::N,maniglia,قبضة
441,Schloss::N,serratura,قفل
442,Bild::N,quadro,صورة
443,Bild::N,immàgine,صورة
444,Figur::N,figura,تمثال
445,Puppe::N,bàmbola,دمية
446,Beutel::N,borsa,كيس
447,Beutel::N,sacchetto,كيس
448,Bündel::N,fascio,ربطة
449,Bündel::N,fagotto,ربطة
450,Tasche::N,borsa,شنطة
451,Tasche::N,borsa,محفظة
452,Eimer::N,secchio,سطل
453,Eimer::N,secchio,جردل
454,Deckel::N,coperchio,سداد
455,Geschirr::N,stoviglie,أوان
456,Sack::N,sacco,زكيبة
457,Tasse::N,tazza,فنجان
458,Topf::N,pèntola,قدر
459,Topf::N,pèntola,طنجرة
460,Kessel::N,paiolo,قدر
461,Kessel::N,paiolo,غلاية
462,Kessel::N,calderone,قدر
463,Kessel::N,calderone,غلاية
464,Essen::N,pasto,طعام
465,Essen::N,mangiare,طعام
466,Nahrung::N,cibo,غذاء
467,Nahrung::N,alimento,غذاء
468,Speise::N,piatto,أكل
469,Fleisch::N,carne,لحم
470,Getreide::N,cereali,حبوب
471,Brei::N,purè,عصيدة
472,Brei::N,pappa,عصيدة
473,Brot::N,pane,خبز
474,Scheibe::N,fetta,شريحة
475,Scheibe::N,trancia,شريحة
476,Fett::N,grasso,سمن
477,Butter::N,burro,زبدة
478,Öl::N,olio,زيت
479,Salz::N,sale,ملح
480,Suppe::N,zuppa,حساء
481,Suppe::N,zuppa,شربة
482,Suppe::N,minestra,حساء
483,Suppe::N,minestra,شربة
484,Honig::N,miele,عسل
485,Milch::N,latte,حليب
486,Tee::N,tè,شاي
487,Leder::N,pelle,جلد
488,Wolle::N,lana,صوف
489,Stoff::N,panno,قماش
490,Stoff::N,tessuto,قماش
491,Nadel::N,ago,إبرة
492,Faden::N,filo,خيط
493,Knopf::N,bottone,زر
494,Knoten::N,nodo,عقدة
495,Farbe::N,pittura,صبغة
496,Kleidung::N,vestiti,ملابس
497,Kleidung::N,vestiario,ملابس
498,Hemd::N,camicia,قميص
499,Kragen::N,bàvero,ياقة
500,Kragen::N,colletto,ياقة
501,Ärmel::N,mànica,كم
502,Hose::N,calzoni,سروال
503,Hose::N,calzoni,بنطلون
504,Gürtel::N,cintura,حزام
505,Mütze::N,berretto,طاقية
506,Schuh::N,scarpa,حذاء
507,Stiefel::N,stivale,جزمة
508,Stiefel::N,stivale,حذاء طويل
509,Ring::N,anello,حلقة
510,Band::N,nastro,شريط
511,Band::N,fettuccia,شريط
512,Kamm::N,pèttine,مشط
513,Spiegel::N,specchio,مرآة
514,Riemen::N,cinghia,سير
515,Schnur::N,corda,حبل
516,Schnur::N,corda,دوبارة
517,Leine::N,guinzaglio,قيد
518,Decke::N,coperta,بطانية
519,Kissen::N,cuscino,وسادة
520,Kissen::N,guanciale,وسادة
521,Tuch::N,fazzoletto,منديل
522,Handtuch::N,asciugamano,فوطة
523,Handtuch::N,asciugamano,منشفة
524,Kraft::N,forza,قدرة
525,Stärke::N,forza,قوة
526,Stärke::N,vigore,قوة
527,Stärke::N,fortezza,قوة
528,Gesundheit::N,salute,صحة
529,Krankheit::N,malattìa,مرض
530,Schmerz::N,dolore,ألم
531,Schmerz::N,dolore,وجع
532,Wunde::N,piaga,جرح
533,Wunde::N,ferita,جرح
534,Fieber::N,febbre,حمى
535,Arznei::N,fàrmaco,دواء
536,Arznei::N,medicina,دواء
537,Brücke::N,ponte,جسر
538,Brunnen::N,pozzo,بئر
539,Weide::N,pàscolo,مرعى
540,Pfad::N,sentiero,درب
541,Weg::N,via,سكة
542,Weg::N,cammino,سكة
543,Straße::N,strada,طريق
544,Dorf::N,paese,قرية
545,Dorf::N,villaggio,قرية
546,Stadt::N,città,مدينة
547,Brief::N,lèttera,خطاب
548,Brief::N,lèttera,مكتوب
549,Buch::N,libro,كتاب
550,Buchstabe::N,lèttera,حرف
551,Zeitung::N,giornale,جريدة
552,Leben::N,vita,عيش
553,Leben::N,vita,حياة
554,Tod::N,morte,موت
555,Tod::N,morte,وفاة
556,Grab::N,tomba,قبر
557,Grab::N,sepolcro,قبر
558,Kirche::N,chiesa,كنيسة
559,Sünde::N,peccato,خطيئة
560,Gott::N,dio,إله
561,Arbeiter::N,operaio,عامل
562,Arbeiter::N,lavoratore,عامل
563,Chef::N,capo,رئيس
564,Chef::N,padrone,رئيس
565,Meister::N,mastro,أسطى
566,Meister::N,maestro,أسطى
567,Arzt::N,mèdico,طبيب
568,Arzt::N,dottore,طبيب
569,Lehrer::N,professore,مدرس
570,Geld::N,soldi,نقود
571,Geld::N,denaro,نقود
572,Geschäft::N,affare,صفقة
573,Geschäft::N,negozio,صفقة
574,Laden::N,negozio,دكان
575,Preis::N,prezzo,سعر
576,Ware::N,merce,بضاعة
577,Nutzen::N,ùtile,فائدة
578,Nutzen::N,profitto,فائدة
579,Reichtum::N,ricchezza,غنى
580,Reichtum::N,ricchezza,ثروة
581,Welt::N,mondo,عالم
582,Welt::N,mondo,دنيا
583,Land::N,paese,بلد
584,Staat::N,Stato,دولة
585,König::N,re,ملك
586,Macht::N,potere,سلطة
587,Grenze::N,confine,حدود
588,Grenze::N,frontiera,حدود
589,Krieg::N,guerra,حرب
590,Feind::N,nemico,عدو
591,Gewalt::N,violenza,عنف
592,Kampf::N,lotta,قتال
593,Bogen[Waffe]::N,arco,قوس
594,Pfeil::N,freccia,سهم
595,Gewehr::N,fucile,بندقية
596,Fehler::N,errore,خطأ
597,Fehler::N,sbaglio,خطأ
598,Lüge::N,bugìa,كذب
599,Lüge::N,menzogna,كذب
600,Schaden::N,danno,تلف
601,Unglück::N,sfortuna,نحس
602,Schuld::N,colpa,ذنب
603,Alter::N,età,سن
604,Alter::N,età,عمر
605,Schluss::N,fine,ختام
606,Schluss::N,fine,نهاية
607,Zeit::N,tempo,وقت
608,Tag::N,giorno,يوم
609,Tag::N,giornata,يوم
610,Morgen::N,mattina,صباح
611,Mittag::N,mezzogiorno,ظهر
612,Abend::N,sera,مساء
613,Abend::N,serata,مساء
614,Nacht::N,notte,ليلة
615,Woche::N,settimana,أسبوع
616,Monat::N,mese,شهر
617,Jahr::N,anno,عام
618,Jahr::N,anno,سنة
619,Frühling::N,primavera,ربيع
620,Sommer::N,estate,صيف
621,Herbst::N,autunno,خريف
622,Winter::N,inverno,شتاء
623,Januar::N,gennaio,يناير
624,Januar::N,gennaio,كانون الثاني
625,Februar::N,febbraio,شباط
626,Februar::N,febbraio,فبراير
627,März::N,marzo,آذار
628,März::N,marzo,مارس
629,April::N,aprile,نيسان
630,Mai::N,maggio,مايو
631,Juni::N,giugno,يونيو
632,Juni::N,giugno,حزيران
633,Juli::N,luglio,تموز
634,Juli::N,luglio,يوليو
635,August::N,agosto,آب
636,August::N,agosto,أغسطس
637,September::N,settembre,أيلول
638,September::N,settembre,سبتمبر
639,Oktober::N,ottobre,أكتوبر
640,Oktober::N,ottobre,تشرين الأول
641,November::N,novembre,نوفمبر
642,November::N,novembre,تشرين الثاني
643,Dezember::N,dicembre,ديسمبر
644,Dezember::N,dicembre,كانون الأول
645,Montag::N,lunedì,يوم الاثنين
646,Dienstag::N,martedì,يوم الثلاثاء
647,Mittwoch::N,mercoledì,يوم الأربعاء
648,Donnerstag::N,giovedì,يوم الخميس
649,Freitag::N,venerdì,يوم الجمعة
650,Samstag::N,sàbato,يوم السبت
651,Sonntag::N,domenica,يوم الأحد
652,groß::A,grande,كبير
653,klein::A,pìccolo,صغير
654,lang::A,lungo,طويل
655,kurz::A,corto,قصير
656,breit::A,largo,واسع
657,schmal::A,stretto,ضيق
658,dicht::A,denso,كث
659,dicht::A,denso,كثيف
660,dick[Gegenstand]::A,spesso,غليظ
661,dünn::A,sottile,رفيع
662,fein::A,fine,رقيق
663,fein::A,delicato,رقيق
664,fest::A,sodo,متين
665,fest::A,fisso,متين
666,flach::A,piano,سهل
667,flach::A,piano,منبسط
668,flach::A,piatto,سهل
669,flach::A,piatto,منبسط
670,glatt::A,liscio,ناعم
671,hart::A,duro,صلب
672,hart::A,duro,جامد
673,weich::A,molle,لين
674,rund::A,rotondo,مستدير
675,spitz::A,aguzzo,مدبب
676,spitz::A,appuntito,مدبب
677,scharf::A,affilato,حاد
678,scharf::A,tagliente,حاد
679,stumpf::A,smussato,ثالم
680,schwer::A,pesante,ثقيل
681,schön::A,bello,جميل
682,heiß::A,caldo,حار
683,heiß::A,caldo,ساخن
684,heiß::A,bollente,حار
685,heiß::A,bollente,ساخن
686,warm::A,caldo,دافئ
687,kalt::A,freddo,بارد
688,kühl::A,fresco,قر
689,frisch::A,fresco,طازج
690,feucht::A,ùmido,رطب
691,nass::A,bagnato,مبلول
692,trocken::A,secco,جاف
693,voll::A,pieno,ملء
694,leer::A,vuoto,خال
695,leer::A,vuoto,فارغ
696,offen::A,aperto,مفتوح
697,geschlossen::A,chiuso,مغلق
698,sauber::A,netto,نظيف
699,sauber::A,pulito,نظيف
700,schmutzig::A,sporco,قذر
701,schmutzig::A,sùdicio,قذر
702,roh::A,crudo,نيء
703,reif::A,maturo,ناضج
704,lecker::A,ghiotto,لذيذ
705,lecker::A,squisito,لذيذ
706,süß::A,dolce,حلو
707,bitter::A,amaro,مر
708,sauer::A,aspro,حامض
709,sauer::A,acerbo,حامض
710,hell::A,chiaro,نير
711,dunkel::A,buio,مظلم
712,dunkel::A,oscuro,مظلم
713,schwarz::A,nero,أسود
714,weiß::A,bianco,أبيض
715,rot::A,rosso,أحمر
716,gelb::A,giallo,أصفر
717,blau::A,blu,أزرق
718,blau::A,azzurro,أزرق
719,grün::A,verde,أخضر
720,grau::A,grigio,رمادي
721,bunt::A,variopinto,ملوب
722,billig::A,a buon prezzo,رخيص
723,billig::A,a buon mercato,رخيص
724,teuer::A,caro,غال
725,wertvoll::A,prezioso,ثمين
726,blind::A,cieco,أعمى
727,taub::A,sordo,أصم
728,taub::A,sordo,أطرش
729,kräftig::A,forte,قوي
730,kräftig::A,robusto,قوي
731,stark::A,forte,قوي
732,stark::A,vigoroso,قوي
733,schwach::A,dèbole,ضعيف
734,fett::A,grasso,سمين
735,schlank::A,snello,أهيف
736,schlank::A,slanciato,أهيف
737,hübsch::A,bello,جميل
738,hübsch::A,carino,جميل
739,böse::A,cattivo,رديء
740,dumm::A,stùpido,أبله
741,dumm::A,stùpido,أحمق
742,faul::A,pigro,كسلان
743,fleißig::A,diligente,مجتهد
744,geizig::A,avaro,بخيل
745,klug::A,intelligente,ذكي
746,klug::A,intelligente,عاقل
747,geschickt::A,àbile,ماهر
748,lieb::A,caro,عزيز
749,lustig::A,gaio,مرح
750,lustig::A,allegro,مرح
751,sanft::A,dolce,حليم
752,hungrig::A,affamato,جائع
753,krank::A,malato,مريض
754,krank::A,infermo,مريض
755,nackt::A,nudo,عار
756,traurig::A,triste,حزين
757,lebendig::A,vivo,حي
758,gut::A,buono,جيد
759,schlecht::A,cattivo,سيء
760,richtig::A,giusto,صحيح
761,schlimm::A,grave,خبيث
762,wahr::A,vero,حق
763,alt::A,vecchio,قديم
764,neu::A,nuovo,جديد
765,ehemalig::A,vecchio,سابق
766,ehemalig::A,d'una_volta,سابق
767,alt[Lebewesen]::A,anziano,مسن
768,jung::A,giovane,شاب
769,jung::A,giovane,صغير
770,arm::A,pòvero,فقير
771,reich::A,ricco,غني
772,bekannt::A,noto,معلوم
773,bekannt::A,conosciuto,معلوم
774,berühmt::A,famoso,مشهور
775,berühmt::A,cèlebre,مشهور
776,fremd::A,estràneo,أجنبي
777,fremd::A,straniero,أجنبي
778,verschieden::A,diverso,مختلف
779,verschieden::A,differente,مختلف
780,nah::A,vicino,قريب
781,nah::A,propinquo,قريب
782,fern::A,lontano,بعيد
783,linker::A,sinistro,يسار
784,rechter::A,destro,يمين
785,anderer::A,altro,آخر
786,erster::A,primo,أول
787,zweiter::A,secondo,ثان
788,dritter::A,terzo,ثالث
789,letzter::A,ùltimo,أخير
790,allein::ADV,solo,وحده
791,allein::ADV,da solo,وحده
792,auf einmal::ADV,insieme,بالمرة
793,zusammen::ADV,insieme,معا
794,lange::ADV,a lungo,مدة طويلة
795,plötzlich::ADV,all'improvviso,فجأة
796,sofort::ADV,sùbito,حالا
797,sofort::ADV,sùbito,فورا
798,sofort::ADV,all'istante,حالا
799,sofort::ADV,all'istante,فورا
800,später::ADV,più tardi,فيما بعد
801,jetzt::ADV,ora,الآن
802,jetzt::ADV,ora,حاليا
803,jetzt::ADV,adesso,الآن
804,jetzt::ADV,adesso,حاليا
805,heute::ADV,oggi,اليوم
806,morgen::ADV,domani,غدا
807,bald::ADV,presto,قريبا
808,bald::ADV,tra poco,قريبا
