,Concept_ID,it,ta
698,verschieden::A,diverso,வித்தியாசமான
699,verschieden::A,differente,வித்தியாசமான
700,nah::A,vicino,பக்கத்தில் உள்ள
701,nah::A,propinquo,பக்கத்தில் உள்ள
702,fern::A,lontano,தொலை தூரத்தில்
703,linker::A,sinistro,மீந்திருக்கும்
704,rechter::A,destro,வலதுபக்கம்
705,anderer::A,altro,மற்ற
706,erster::A,primo,முதனமையான
707,zweiter::A,secondo,இரண்டாவது
708,dritter::A,terzo,மூன்றாவது
709,letzter::A,ùltimo,கடைசி
710,allein::ADV,solo,தனியாக
711,allein::ADV,da solo,தனியாக
712,auf einmal::ADV,insieme,தடீரென்று
713,zusammen::ADV,insieme,சேர்ந்து
714,lange::ADV,a lungo,அதிக நோம்
715,plötzlich::ADV,all'improvviso,தடீரென்று
716,sofort::ADV,sùbito,உடனடியாக
717,sofort::ADV,all'istante,உடனடியாக
718,später::ADV,più tardi,பிறகு
719,jetzt::ADV,ora,இப்பொழது
720,jetzt::ADV,adesso,இப்பொழது
721,heute::ADV,oggi,இன்று
722,morgen::ADV,domani,நாளைக்கு
723,bald::ADV,presto,சீக்கிரம்
724,bald::ADV,tra poco,சீக்கிரம்
725,dann::ADV,allora,அப்பொழுது
726,gestern::ADV,ieri,நேற்று
727,einst::ADV,prima,ஒரே முறை
728,einst::ADV,un tempo,ஒரே முறை
729,damals::ADV,allora,அப்பொழுது
730,danach::ADV,poi,பிற்பாடு
731,danach::ADV,dopo,பிற்பாடு
732,vorher::ADV,prima,முன்பாக
733,zuerst::ADV,prima,முதலில்
734,zuerst::ADV,dapprima,முதலில்
735,einmal::ADV,una volta,ஒரே முறை
736,manchmal::ADV,talvolta,சில நேரங்களில்
737,manchmal::ADV,qualche volta,சில நேரங்களில்
738,oft::ADV,spesso,அடிக்கடி
739,immer::ADV,sempre,எப்பொழுதும்
740,niemals::ADV,non mai,ஒருபோதும் இல்லை
741,hier::ADV,qua,இங்கே
742,hierhin::ADV,qua,இவ்விடத்திற்கு
743,von hier::ADV,ne,இனி
744,von hier::ADV,da qui,இனி
745,dort::ADV,lì,அங்கே
746,dorthin::ADV,là,அவ்விடத்திற்கு
747,geradeaus::ADV,diritto,முன்னாலிருக்கும்
748,vorwärts::ADV,avanti,முன்புறமாக
749,rückwärts::ADV,all'indietro,பின்னோக்கி
750,zurück::ADV,di indietro,பின்பக்கம்
751,unten::ADV,giù,கீழாக
752,unten::ADV,sotto,கீழாக
753,hinab::ADV,giù,கீழ் நோக்கி
754,hinab::ADV,in giù,கீழ் நோக்கி
755,oben::ADV,su,மேலே
756,oben::ADV,sopra,மேலே
757,hinauf::ADV,in sù,மேலே
758,hinauf::ADV,in alto,மேலே
759,überall::ADV,dappertutto,எல்லா இடத்திலும்
760,nicht::ADV,non,இல்லை
761,ein wenig::ADV,un po',கொஞ்சம்
762,ein wenig::ADV,un poco,கொஞ்சம்
763,kaum::ADV,a appena,அரிதாக
764,sehr::ADV,molto,மிக்க
765,so::ADV,così,மிகவும்
766,so::ADV,tanto,மிகவும்
767,noch::ADV,ancora,இப்பொழுதும்
768,nur::ADV,solo,மட்டும்
769,nur::ADV,soltanto,மட்டும்
770,schon::ADV,già,ஏற்கனவே
771,wieder::ADV,di nuovo,மறுபடியும்
772,vergebens::ADV,invano,வீண்
773,vor::PRP,davanti a,முன்
774,hinter::PRP,dietro,பின்பக்கம்
775,unter::PRP,sotto,கீழே
776,durch::PRP,per,ஊடே
777,durch::PRP,attraverso,ஊடே
778,neben::PRP,a accanto a,அடுத்து
779,zwischen::PRP,fra,இடையில்
780,wegen::PRP,a causa di,ஏனெனில்
781,dies::PRN,ciò,இது
782,dies::PRN,questo,இது
783,das::PRN,ciò,அது
784,das::PRN,quello,அது
785,alles::PRN,tutto,ஒவ்வொன்றும்
786,ich::PRN,ìo,நான்
787,du::PRN,tu,நீ
788,er::PRN,lui,அவன்
789,er::PRN,egli,அவன்
790,wir::PRN,noi,நாம்
791,wir::PRN,noi,நாங்கள்
792,ihr::PRN,voi,நீங்கள்
793,sie::PRN,loro,அவர்கள்
794,was::FPRN,che,என்ன
795,was::FPRN,che cosa,என்ன
796,wer::FPRN,chi,யார்
797,wo::FADV,dove,எங்கே
798,wohin::FADV,dove,எதற்கு
799,wie::FADV,come,எப்படி
800,warum::FADV,perche,ஏன்
801,wieviel::FNUM,quanto,எவ்வளவு
802,eins::NUM,uno,ஒன்று
803,zwei::NUM,due,இரண்டு
804,drei::NUM,tre,மூன்று
805,vier::NUM,quattro,நான்கு
806,fünf::NUM,cinque,ஐந்து
807,sechs::NUM,sei,ஆறு
808,sieben::NUM,sette,ஏழு
809,acht::NUM,otto,எட்டு
810,neun::NUM,nove,ஒன்பது
811,zehn::NUM,dieci,பத்து
812,elf::NUM,ùndici,பதினொன்று
813,zwölf::NUM,dodici,பன்னிரண்டு
814,zwanzig::NUM,venti,இருபது
815,dreißig::NUM,trenta,முப்பது
816,vierzig::NUM,quaranta,நாற்பது
817,fünfzig::NUM,cinquanta,ஐமபது
818,sechzig::NUM,sessanta,அறுபது
819,siebzig::NUM,settanta,எழுபது
820,achtzig::NUM,ottanta,எண்பது
821,neunzig::NUM,novanta,தொன்னூறு
822,hundert::NUM,cento,நூறு
823,tausend::NUM,mille,ஆயிரம்
824,und::CNJ,e,மற்றும்
825,oder::CNJ,o,அல்லது
826,stehen::V,stare in piedi,நில்
827,sitzen::V,sedere,உட்கார்
828,sitzen::V,stare seduto,உட்கார்
829,liegen::V,giacere,படு
830,hängen::V,pèndere,தொங்கச் செய்
831,hängen::V,èssere appeso,தொங்கச் செய்
832,werden::V,farsi,ஆகு
833,werden::V,diventare,ஆகு
834,passieren::V,succèdere,நிகழ்
835,beginnen::V,cominciare,ஆரம்பி
836,enden::V,finire,முடி
837,enden::V,terminare,முடி
838,wechseln::V,variare,மாற்று
839,wechseln::V,cambiare,மாற்று
840,aufgehen[Sonne]::V,sòrgere,உயர எழு
841,aufgehen[Sonne]::V,spuntare,உயர எழு
842,untergehen[Sonne]::V,tramontare,பொறுத்து
843,scheinen[Sonne]::V,splèndere,பிரகாசி
844,donnern::V,tonare,இடி
845,wehen::V,soffiare,வீசு
846,strömen::V,fluire,பாயதல்
847,fließen::V,fluire,நீரோட்டம் போக்கில் போ
848,fließen::V,scorrere,நீரோட்டம் போக்கில் போ
849,sich drehen::V,girarsi,சுழல்
850,schwanken::V,oscillare,தள்ளாடு
851,schwanken::V,barcollare,தள்ளாடு
852,schwingen::V,vibrare,ஆடு
853,schwingen::V,oscillare,ஆடு
854,fallen::V,cadere,விழு
855,brennen::V,àrdere,எரி
856,brennen::V,bruciare,எரி
857,rauchen::V,fumare,பகை பிடி
858,regnen::V,piòvere,மழை பெய்
859,gefrieren::V,gelarsi,உறைந்துவிடு
860,gefrieren::V,congelarsi,உறைந்துவிடு
861,tauen::V,sciògliersi,உருகு
862,schmelzen::V,fòndere,உருகு
863,schmelzen::V,sciògliersi,உருகு
864,trocknen::V,asciugarsi,உலர்த்து
865,sieden::V,bollire,கொதிக்க வை
866,faulen::V,marcire,அழுகச் செய்
867,verfaulen::V,imputridire,அழுகச் செய்
868,reißen::V,strapparsi,திடீரென அறு
869,versinken::V,affondare,மூழ்கு
870,vergehen::V,passare,கடந்துசெல்
871,erscheinen::V,apparire,தோன்றச்
872,erscheinen::V,comparire,தோன்றச்
873,verschwinden::V,sparire,மறைந்து போ
874,verschwinden::V,scomparire,மறைந்து போ
875,sinken::V,calare,பதைவுறு
876,sinken::V,scendere,பதைவுறு
877,abnehmen::V,diminuire,குறை
878,zunehmen::V,aumentare,உயர்த்து
879,steigen::V,salire,உயர எழு
880,steigen::V,montare,உயர எழு
881,wachsen::V,crescere,வளர்
882,glänzen::V,splèndere,மிளிர்
883,funkeln::V,brillare,பிரகாசி
884,funkeln::V,scintillare,பிரகாசி
885,lärmen::V,strepitare,கொம்பு
886,lärmen::V,fare chiasso,கொம்பு
887,läuten::V,suonare,மணியொலியிசை
888,klingeln::V,suonare,மணி அடி
889,klirren::V,tintinnare,கிலுங்கு
890,brausen::V,rombare,இரைதல்
891,brausen::V,rumoreggiare,இரைதல்
892,rauschen::V,frusciare,சலசலப்பு
893,klingen::V,suonare,சிலம்புதல்
894,bellen::V,latrare,குரை
895,bellen::V,abbaiare,குரை
896,heulen::V,urlare,ஊளையிடு
897,heulen::V,ululare,ஊளையிடு
898,blasen::V,soffiare,ஊது
899,pfeifen::V,fischiare,சீழ்க்கை எழப்பு
900,schreien::V,gridare,கூச்சலிடு
901,stöhnen::V,gèmere,வேதனை
902,zittern::V,tremare,நடுங்கு
903,leben::V,vìvere,உயிருடனிரு
904,geboren werden::V,nàscere,பிற
905,atmen::V,respirare,சுவாசி
906,trinken::V,bere,குடி
907,essen::V,mangiare,சாப்பிடு
908,schlucken::V,inghiottire,முழுங்கு
909,müde werden::V,stancarsi,கையயர்தல்
910,einschlafen::V,addormentarsi,தூங்க
911,schlafen::V,dormire,தூங்கு
912,aufwachen::V,svegliarsi,எழுப்பு
913,aufstehen::V,levarsi,எழுந்திரு
914,sich erholen::V,riposarsi,இளைப்பாறு
915,krank werden::V,ammalarsi,விழுதல்
916,krank sein::V,èssere malato,நருக்கலாயிருக்க
917,schmerzen::V,dolere,நோவுறு
918,husten::V,tossire,இருமு
919,genesen::V,guarire,குணம் அடை
920,sterben::V,morire,மரணமடை
921,umkommen::V,perire,நசி
922,sich bewegen::V,agitarsi,நகர்த்து
923,sich rühren::V,muòversi,அசை
924,sich erheben::V,alzarsi,எழுந்து நில்
925,sich setzen::V,sedersi,உட்கார்
926,hinfallen::V,cadere,விழு
927,laufen::V,camminare,நட
928,laufen::V,andare a piedi,நட
929,schreiten::V,andare,கவடுவைத்தல்
930,schreiten::V,procedere,கவடுவைத்தல்
931,spazierengehen::V,passeggiare,உலவு
932,spazierengehen::V,andare a passeggio,உலவு
933,eilen::V,andare in fretta,விரைந்து
934,sich beeilen::V,affrettarsi,அவசரப்படுத்து
935,sausen::V,volare,விரைந்து செல்
936,sausen::V,correre,விரைந்து செல்
937,rennen::V,correre,ஓடு
938,springen::V,saltare,குதி
939,klettern::V,arrampicarsi,ஏறு
940,schaukeln::V,fare l'altalena,தள்ளாடு
941,kriechen::V,strisciare,மெதுவாக நடந்து செல்
942,schwimmen::V,nuotare,நீந்து
943,tauchen::V,tuffarsi,மூழ்கி நீச்சலடி
944,tauchen::V,immèrgersi,மூழ்கி நீச்சலடி
945,rudern::V,remare,துடுப்புப் போடு
946,fahren::V,andare,ஓட்டு
947,fahren::V,viaggiare,ஓட்டு
948,fliegen::V,volare,பற
949,gehen::V,andare,போ
950,weggehen::V,andàrsene,விலகிச் செல்
951,weggehen::V,andare via,விலகிச் செல்
952,abfahren::V,partire,புறப்பட்டுச் செல்
953,anhalten::V,fermarsi,நின்றுவிடு
954,hineingehen::V,entrare,மறையச் செய்
955,eintreten::V,entrare,நுழை
956,kommen::V,venire,வா
957,ankommen::V,arrivare,வநது சேர்
958,zurückkommen::V,ritornare,திரும்பி வா
959,bleiben::V,restare,இரு
960,bleiben::V,rimanere,இரு
961,warten::V,aspettare,தாமதி
962,erwarten::V,attèndere,எதிர்நோக்கு
963,suchen::V,cercare,தேடு
964,finden::V,trovare,கண்டுபிடி
965,versuchen::V,tentare,முயற்சி செய்
966,vorbereiten::V,preparare,ஆயத்தம் செய்
967,lieben::V,amare,அன்பு செலுத்து
968,mögen::V,piacere a,விரும்பு
969,mögen::V,volere bene a,விரும்பு
970,lachen::V,rìdere,சிரி
971,rühren::V,commuòvere,இதயத்தைத் தொடு
972,weinen::V,piàngere,அழு
973,schimpfen::V,imprecare,சாபமிடு
974,sich ärgern::V,stizzirsi,கோப்பபடு
975,sich ärgern::V,arrabbiarsi,கோப்பபடு
976,sich fürchten::V,avere paura,பயப்படு
977,fürchten::V,temere,பயப்படுத்து
978,fliehen::V,fuggire,ஓடு
979,flüchten::V,sfuggire,தப்பிவிடு
980,sehen::V,vedere,பார்
981,anschauen::V,guardare,கூர்ந்து கவனி
982,ansehen::V,guardare,கவனி
983,hören::V,udire,கேள்
984,hören::V,sentire,கேள்
985,zuhören::V,ascoltare,சுவைத்துப் பார்
986,probieren::V,degustare,ருசி
987,probieren::V,assaggiare,ருசி
988,riechen::V,sentire,முகர்ந்து பார்
989,fühlen::V,sentire,தொட்டுணர்
990,scheinen::V,parere,காணப்படு
991,scheinen::V,sembrare,காணப்படு
992,zu sehen sein::V,vedersi,தோன்றுதல்
993,vernehmen::V,sentire,கேள்
994,vernehmen::V,percepire,கேள்
995,frieren::V,aver freddo,குதுகுதுகு
996,tun::V,fare,செய்
997,können::V,sapere,இயல்வது
998,wollen::V,volere,விரும்பு
999,anfangen::V,iniziare,தொடங்கு
1000,anfangen::V,cominciare,தொடங்கு
1001,beenden::V,finire,முடி
1002,beenden::V,terminare,முடி
1003,aufhören::V,finire,நிறுத்து
1004,aufhören::V,cessare,நிறுத்து
1005,gelingen::V,riuscire,வெற்றி
1006,geraten::V,stare,ஏற்படுத்து
1007,öffnen::V,aprire,திற
1008,schließen::V,chiùdere,மூடு
1009,stellen::V,porre,வை
1010,stellen::V,mettere,வை
1011,setzen::V,porre,வை
1012,setzen::V,mettere,வை
1013,legen::V,posare,பரப்பி வை
1014,legen::V,mettere,பரப்பி வை
1015,berühren::V,toccare,பதி
1016,verbinden::V,unire,சேர்
1017,verbinden::V,congiùngere,சேர்
1018,bedecken::V,coprire,உறைபோடு
1019,bedecken::V,ricoprire,உறைபோடு
1020,aufhängen::V,attaccare,தொங்கவிடு
1021,anzünden::V,accèndere,எரியூட்டு
1022,anzünden::V,incendiare,எரியூட்டு
1023,aufheben::V,raccògliere,பொறுக்கி எடு
1024,zurücklassen::V,lasciare,விட்டுச் செல்
1025,zurücklassen::V,lasciare indietro,விட்டுச் செல்
1026,verlieren::V,pèrdere,இழ
1027,fallen lassen::V,lasciare cadere,அளவில் குறைவு
1028,machen::V,fare,தயார்செய்
1029,herstellen::V,produrre,உற்பத்தி செய்
1030,herstellen::V,fabbricare,உற்பத்தி செய்
1031,bauen::V,costruire,கட்டு
1032,reparieren::V,riparare,பழுது பார்
1033,verbessern::V,migliorare,மேம்படுத்து
1034,ändern::V,mutare,மாற்றி அமை
1035,ändern::V,cambiare,மாற்றி அமை
1036,graben::V,scavare,குழி வெட்டு
1037,beugen::V,chinare,வனை
1038,beugen::V,flettere,வனை
1039,biegen::V,tòrcere,வனை
1040,drehen::V,girare,சுழல்
1041,wenden::V,girare,குடைகவிழு
1042,wenden::V,voltare,குடைகவிழு
1043,umdrehen::V,rivoltare,சுற்றும் முற்றும் பார்
1044,heben::V,levare,தூக்கு
1045,hochheben::V,levare,தூக்கு
1046,hochheben::V,sollevare,தூக்கு
1047,ergreifen::V,afferrare,பறி
1048,halten::V,tenere,பிடித்துக் கொள்
1049,drücken::V,premere,அழுத்து
1050,schieben::V,spìngere,தள்ளு
1051,kratzen::V,grattare,கீறு
1052,kratzen::V,graffiare,கீறு
1053,lecken::V,leccare,நக்கு
1054,beißen::V,mòrdere,கடி
1055,abreißen::V,staccarsi,கிழி
1056,abreißen::V,strapparsi,கிழி
1057,abschneiden::V,tagliare,வெட்டி எடு
1058,binden::V,legare,கட்டு
1059,binden::V,bendare,கட்டு
1060,stecken::V,ficcare,பதிய வை
1061,brechen::V,rompere,உடை
1062,klopfen::V,bàttere,தட்டு
1063,hauen::V,picchiare,அடி
1064,kleben::V,incollare,ஒட்டு
1065,reiben::V,fregare,தேய்
1066,streichen::V,spalmare,பரவச்செய்
1067,schleifen::V,arrotare,அரை
1068,schneiden::V,tagliare,துண்டாக்கு
1069,rütteln::V,scuòtere,மெல்ல தள்ளு
1070,schütteln::V,agitare,குலுக்கு
1071,schütteln::V,scuòtere,குலுக்கு
1072,schwenken::V,agitare,ஊஞ்சலாடு
1073,schwenken::V,sventolare,ஊஞ்சலாடு
1074,schütten::V,versare,ஊற்று
1075,füllen::V,riempire,நிரப்பு
1076,einwickeln::V,involtare,சுற்று
1077,tragen::V,portare,எடுத்துச் செல்
1078,schleppen::V,trainare,இழுத்துச் செல்
1079,schleppen::V,trascinare,இழுத்துச் செல்
1080,ziehen::V,tirare,இழு
1081,aufbewahren::V,custodire,வைத்துக் கொள்
1082,aufbewahren::V,conservare,வைத்துக் கொள்
1083,werfen::V,gettare,வீசி எறி
1084,werfen::V,lanciare,வீசி எறி
1085,fangen::V,prèndere,பிடி
1086,fangen::V,acchiappare,பிடி
1087,packen::V,pigliare,பிடித்துக்கொள்
1088,packen::V,afferrare,பிடித்துக்கொள்
1089,verstecken::V,nascondere,மறை
1090,teilen::V,divìdere,பாகங்களாகப் பிரி
1091,schicken::V,inviare,அனுப்பு
1092,bringen::V,portare,கொண்டு வா
1093,bringen::V,apportare,கொண்டு வா
1094,hinzufügen::V,aggiùngere,சேர்
1095,bekommen::V,ricevere,பெறு
1096,erhalten::V,ricevere,பெறு
1097,nehmen::V,prèndere,எடு
1098,wählen::V,elèggere,தேர்ந்தெடு
1099,wählen::V,scegliere,தேர்ந்தெடு
1100,auswählen::V,scegliere,தேர்ல்தெடு
1101,bewahren::V,conservare,கெடாது பேணு
1102,behindern::V,impedire,தடங்கல் செய்
1103,verderben::V,guastare,நாசமாக்கு
1104,beschädigen::V,danneggiare,சேதப்படுத்து
1105,zerbrechen::V,rompere,உடை
1106,zerbrechen::V,spezzare,உடை
1107,zerreißen::V,stracciare,கிழி
1108,zerstören::V,distrùggere,அழி
1109,verbrennen::V,bruciare,எரியூட்டு
1110,geben::V,dare,கொடு
1111,reichen::V,pòrgere,வழங்கு
1112,schenken::V,regalare,மொயத்தல்
1113,versprechen::V,promettere,உறுதியளி
1114,wünschen::V,augurare,ஆசைப்படு
1115,loben::V,lodare,புகழ்ச்சி கூறு
1116,küssen::V,baciare,முத்தமிடு
1117,wiegen::V,cullare,ஆட்டுத்தல்
1118,wiegen::V,dondolare,ஆட்டுத்தல்
1119,zudecken::V,coprire,உறைபோடு
1120,wecken::V,svegliare,எழுப்பு
1121,zeigen::V,indicare,காட்டு
1122,führen::V,guidare,வழிகாட்டி
1123,führen::V,condurre,வழிகாட்டி
1124,lehren::V,insegnare,சொல்லிக் கொடு
1125,unterrichten::V,istruire,அறிவுரை கூறு
1126,unterrichten::V,insegnare,அறிவுரை கூறு
1127,aufziehen::V,allevare,வளர்
1128,leiten::V,avviare,அழைத்துச் செல்
1129,leiten::V,dirìgere,அழைத்துச் செல்
1130,antreiben::V,incitare,தூண்டு
1131,lassen::V,fare,விடு
1132,einladen::V,invitare,அழை
1133,vereinigen::V,unire,ஒன்றாகச் சேர்
1134,besuchen::V,visitare,வருகை புரி
1135,besuchen::V,far vìsita a,வருகை புரி
1136,treffen::V,incontrare,சந்தி
1137,sich versammeln::V,rinunirsi,தொகுப்பு
1138,spielen::V,giocare,விளையாடு
1139,singen::V,cantare,பாடு
1140,tanzen::V,danzare,நடனமாடு
1141,sich trennen::V,separarsi,தனிப்படடுத்து
1142,verlassen::V,lasciare,கைவிடு
1143,verlassen::V,abbandonare,கைவிடு
1144,retten::V,salvare,காப்பாற்று
1145,bewachen::V,custodire,காவல் செய்
1146,schützen::V,protèggere,பாதுகாப்பு செய்
1147,verteidigen::V,difèndere,எதிர்த்து நில்
1148,sich schlagen::V,bàttersi,பூசலிடு
1149,schießen::V,sparare,சுட்டுக் கொல்
1150,siegen::V,vìncere,வெற்றி பெறு
1151,ärgern::V,stizzire,எரிச்சலூட்டு
1152,schlagen::V,bàttere,அடி
1153,treten::V,calciare,உதை
1154,stechen::V,pùngere,கொட்டு
1155,stoßen::V,urtare,நெருக்கு
1156,stoßen::V,spìngere,நெருக்கு
1157,stehlen::V,rubare,திருடு
1158,stören::V,disturbare,தொல்லைகொடு
1159,belästigen::V,molestare,தொல்லை கொடு
1160,belästigen::V,importunare,தொல்லை கொடு
1161,verbergen::V,celare,மறை
1162,verbergen::V,nascondere,மறை
1163,täuschen::V,ingannare,ஏமாற்று
1164,betrügen::V,frodare,ஏமாற்று
1165,betrügen::V,truffare,ஏமாற்று
1166,töten::V,uccìdere,கொல்
1167,wohnen::V,abitare,தங்கியிரு
1168,arbeiten::V,lavorare,வேலை செய்
1169,sammeln::V,raccògliere,ஒன்றுசேர்
1170,sammeln::V,collezionare,ஒன்றுசேர்
1171,pflücken::V,cògliere,கொய்து எடு
1172,jagen::V,cacciare,வேட்டையாடு
1173,fischen::V,pescare,மீன் பிடி
1174,fassen::V,catturare,பிடி
1175,fassen::V,acchiappare,பிடி
1176,hüten::V,pascolare,காவல் செய்
1177,treiben::V,spìngere,ஓட்டு
1178,anbinden::V,legare,கட்டு
1179,anbinden::V,attaccare,கட்டு
1180,füttern::V,dar da mangiare a,உணவளி
1181,melken::V,mùngere,பால் கற
1182,hacken::V,tritare,வெட்டி எடு
1183,hacken::V,spaccare,வெட்டி எடு
1184,gießen::V,annaffiare,நீர்ப் பாய்ச்சு
1185,reifen::V,maturare,பழு
1186,zubereiten::V,preparare,சமையல் செய்
1187,kochen::V,cuòcere,வேகவை
1188,backen::V,cuòcere,வெப்பத்தில் வாட்டு
1189,backen::V,cuòcere al forno,வெப்பத்தில் வாட்டு
1190,braten::V,frìggere,பொரியச் செய்
1191,braten::V,arrostire,பொரியச் செய்
1192,umrühren::V,mescolare,கலக்கு
1193,stricken::V,llavorare a maglia,பின்னியிழை
1194,nähen::V,cucire,தையல் வேலை செய்
1195,färben::V,tìngere,வண்ணம் பெறச் செய்
1196,reinigen::V,pulire,சுத்தம் செய்
1197,reinigen::V,nettare,சுத்தம் செய்
1198,waschen::V,lavare,கழுவு
1199,abwischen::V,asciugare,துடை
1200,spülen::V,lavare,அலசு
1201,spülen::V,sciacquare,அலசு
1202,fegen::V,spazzare,பெறுக்கு
1203,kehren::V,spazzare,பெறுக்கு
1204,baden::V,bagnarsi,குளி
1205,baden::V,fare il bagno,குளி
1206,sich waschen::V,lavarsi,கழுவு
1207,ausziehen::V,tògliersi,கழற்று
1208,anziehen::V,mettersi,புனைதல்
1209,anziehen::V,indossare,புனைதல்
1210,sich anziehen::V,vestirsi,உடுத்துதல்
1211,kämmen::V,pettinare,தலை வாரிக் கொள்
1212,schmücken::V,ornare,அழகுபடுத்து
1213,schmücken::V,decorare,அழகுபடுத்து
1214,sagen::V,dire,சொல்
1215,sprechen::V,parlare,பேசு
1216,reden::V,parlare,பெசு
1217,sich unterhalten::V,conversare,இயல்பாக பேசிக்கொண்டிரு
1218,fragen::V,chièdere,கேள்
1219,fragen::V,domandare,கேள்
1220,bitten::V,pregare,வேண்டு
1221,erzählen::V,narrare,சொல்
1222,erzählen::V,raccontare,சொல்
1223,mitteilen::V,comunicare,சொல்
1224,nennen::V,nominare,பெயரிடுதல்
1225,rufen::V,chiamare,கூச்சலிடு
1226,prahlen::V,vantarsi,தற்பெருமை பேசு
1227,übersetzen::V,tradurre,மொழிபெயர்ப்பு செய்
1228,denken::V,pensare,யோசி
1229,glauben::V,credere,நம்பு
1230,bemerken::V,notare,கவனி
1231,bemerken::V,osservare,கவனி
1232,erkennen::V,riconoscere,அடையாளம் கண்டுகொள்
1233,begreifen::V,capire,பற்றிக்கொள்
1234,begreifen::V,comprèndere,பற்றிக்கொள்
1235,verstehen::V,intèndere,புரிந்து கொள்
1236,verstehen::V,comprèndere,புரிந்து கொள்
1237,lernen::V,imparare,கற்றுக்கொள்
1238,lernen::V,apprèndere,கற்றுக்கொள்
1239,wissen::V,sapere,தெரிந்திரு
1240,sich erinnern an::V,ricordare,நினைவு கூர்
1241,sich erinnern an::V,ricordarsi di,நினைவு கூர்
1242,vergessen::V,dimenticare,மற
1243,messen::V,misurare,அளவிடு
1244,zählen::V,contare,எண்ணு
1245,rechnen::V,contare,கணக்கிடு
1246,rechnen::V,calcolare,கணக்கிடு
1247,lesen::V,lèggere,படி
1248,malen::V,dipìngere,வண்ணச்சித்திரம்
1249,zeichnen::V,disegnare,வரை
1250,schreiben::V,scrìvere,எழுது
1251,besitzen::V,possedere,உடைமையாகக் கொண்டிரு
1252,kaufen::V,comprare,வாங்கு
1253,kaufen::V,acquistare,வாங்கு
1254,verkaufen::V,vendere,விற்பனை செய்
1255,bezahlen::V,pagare,இறுத்தல்
1256,zahlen::V,pagare,பணம் செலுத்து
1257,beherrschen::V,dominare,ஆட்சிசெய்
1258,ertragen::V,sopportare,தாங்கு
